dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Fund Commission (Debt Service),0.0,111217306.0,0.0,0.0,136578259.0,0.0,0.0,2015,247795565.0,Sinking Fund Commission,37,Sinking Fund,37
Historical Commission,410541.0,980.0,809.0,0.0,0.0,0.0,0.0,2015,412330.0,Historical Commission,32,,32
Human Relations Commission,2052219.0,34657.0,13031.0,0.0,0.0,0.0,0.0,2015,2099907.0,Commission on Human Relations,54,Human Relations,54
Human Services,24339410.0,74127032.0,1013814.0,0.0,0.0,0.0,0.0,2015,99480256.0,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,72792.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,72792.0,L&I: Board of Building and Standards,29,,29
L&I-Board of L& Review,153629.0,10436.0,0.0,0.0,0.0,0.0,0.0,2015,164065.0,L&I: Board of Review,27,,27
L&I-Zoning Board of Adjustments,322856.0,34541.0,0.0,0.0,0.0,0.0,0.0,2015,357397.0,Zoning Board of Adjustments,30,ZBA,30
Labor Relations,616047.0,3277.0,8160.0,0.0,0.0,0.0,0.0,2015,627484.0,Labor,03,,03
Law,7163923.0,6010034.0,248676.0,0.0,0.0,0.0,0.0,2015,13422633.0,Law Department,44,Law,44
Licenses & Inspection,16877190.0,10042535.0,983613.0,0.0,0.0,0.0,0.0,2015,27903338.0,Department of Licenses and Inspections,26,L&I,26
Management -Vehicle Lease/Purch.,0.0,4500000.0,7465000.0,0.0,0.0,0.0,0.0,2015,11965000.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Managing Director,16050903.0,18155458.0,526819.0,0.0,0.0,0.0,0.0,2015,34733180.0,Managing Director's Office,10,MDO,10
Mayor's Office,4151380.0,1040336.0,50165.0,0.0,0.0,0.0,0.0,2015,5241881.0,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,2015,200000.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office of Transportation &  Utilities,498887.0,289930.0,0.0,0.0,0.0,0.0,0.0,2015,788817.0,Mayor's Office of Transportation and Utilities,46,,46
Mural Arts Program,449625.0,1001800.0,0.0,0.0,0.0,0.0,0.0,2015,1451425.0,Mural Arts Program,50,Mural Arts,50
Office of Arts & Culture & the Creative  Economy,199800.0,393800.0,7000.0,3370688.0,0.0,0.0,0.0,2015,3971288.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and  Intellectual disAbility,969170.0,12975510.0,0.0,0.0,0.0,0.0,0.0,2015,13944680.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Community  Development,0.0,3020000.0,0.0,0.0,0.0,0.0,0.0,2015,3020000.0,Office of Housing and Community Development,06,,06
Office of Human Resources,5145299.0,802070.0,69932.0,0.0,0.0,0.0,0.0,2015,6017301.0,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,19715777.0,53996284.0,8480497.0,0.0,0.0,0.0,0.0,2015,82192558.0,Office of Innovation and Technology,04,OIT,04
Office of Property Assessment,10717187.0,2774390.0,794600.0,0.0,0.0,0.0,0.0,2015,14286177.0,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,7980900.0,35616621.0,344127.0,32421.0,0.0,0.0,0.0,2015,43974069.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1326369.0,192975.0,5225.0,0.0,0.0,0.0,0.0,2015,1524569.0,Office of the Inspector General,48,OIG,48
Parks and Recreation,41280955.0,6214525.0,2593805.0,2502500.0,0.0,0.0,0.0,2015,52591785.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,576129350.0,7262807.0,9117502.0,0.0,0.0,0.0,0.0,2015,592509659.0,Police Department,11,Police,11
Prisons,129195262.0,105064622.0,5240173.0,1301757.0,0.0,0.0,0.0,2015,240801814.0,Philadelphia Prison System,23,Prisons,23
Procurement,2330132.0,2316267.0,49054.0,0.0,0.0,0.0,0.0,2015,4695453.0,Procurement Department,38,Procurement,38
Public Health,48493089.0,60963510.0,5490768.0,0.0,0.0,500000.0,0.0,2015,115447367.0,Department of Public Health,14,Public Health,14
Public Property,8023182.0,25802127.0,1338535.0,0.0,0.0,22552897.0,0.0,2015,57716741.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,70415000.0,0.0,0.0,0.0,0.0,0.0,2015,70415000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,20521298.0,0.0,0.0,0.0,0.0,0.0,2015,20521298.0,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,30976166.0,0.0,0.0,0.0,0.0,0.0,2015,30976166.0,Public Property: Utilities,20-U,,20
Records,2997796.0,1538779.0,143758.0,1456.0,0.0,0.0,0.0,2015,4681789.0,Department of Records,31,Records,31
Register of Wills,3224645.0,75486.0,33210.0,0.0,0.0,0.0,0.0,2015,3333341.0,Register of Wills,68,,68
Revenue,17764545.0,4101449.0,571076.0,0.0,0.0,0.0,0.0,2015,22437070.0,Department of Revenue,36,Revenue,36
Sheriff,17032412.0,990587.0,471647.0,0.0,0.0,0.0,0.0,2015,18494646.0,Office of the Sheriff,70,Sheriff,70
Streets - Sanitation,45208603.0,38807117.0,1608212.0,48171.0,0.0,0.0,0.0,2015,85672103.0,Streets: Sanitation,12-S,,12
Streets-Transportation,22258233.0,7476338.0,2201750.0,5000.0,0.0,0.0,0.0,2015,31941321.0,Streets: Transportation,12-T,,12
Youth Commission,90000.0,46000.0,4080.0,0.0,0.0,0.0,0.0,2015,140080.0,Youth Commission,47,,47
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
