dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Mayor's Office,3742849.0,464046.0,54245.0,0.0,0.0,0.0,0.0,4261140.0,2017,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,200000.0,2017,Mayor's Office: Scholarships,05-S,,05
Mayor's Office of Community Empowerment and Opportunity,90000.0,2435318.0,0.0,0.0,0.0,0.0,0.0,2525318.0,2017,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Mayor's Office of Transportation & Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Mayor's Office of Transportation and Utilities,46,,46
Mural Arts Program,533401.0,1145615.0,0.0,0.0,0.0,0.0,0.0,1679016.0,2017,Mural Arts Program,50,Mural Arts,50
Office of Arts & Culture & the Creative Economy,312767.0,482400.0,7000.0,3370688.0,0.0,0.0,0.0,4172855.0,2017,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and Intellectual disAbility,1010566.0,13125510.0,0.0,0.0,0.0,0.0,0.0,14136076.0,2017,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Community Development,0.0,2865000.0,0.0,0.0,0.0,0.0,0.0,2865000.0,2017,Office of Housing and Community Development,06,,06
Office of Human Resources,5403578.0,952070.0,69932.0,0.0,0.0,0.0,0.0,6425580.0,2017,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,20089718.0,53130443.0,22092058.0,0.0,0.0,0.0,0.0,95312219.0,2017,Office of Innovation and Technology,04,OIT,04
Office of Property Assessment,10434139.0,1578126.0,782600.0,0.0,0.0,0.0,0.0,12794865.0,2017,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,8636443.0,37644215.0,344127.0,32421.0,0.0,0.0,0.0,46657206.0,2017,Office of Homeless Services,24,OHS,24
Office of Sustainability,537979.0,279508.0,17840.0,0.0,0.0,0.0,0.0,835327.0,2017,Office of Sustainability,49,Sustainability,49
Office of the Inspector General,1390611.0,272975.0,5225.0,0.0,0.0,0.0,0.0,1668811.0,2017,Office of the Inspector General,48,OIG,48
Parks and Recreation,45386251.0,9294525.0,2673805.0,2527500.0,0.0,0.0,0.0,59882081.0,2017,Department of Parks and Recreation,16,Parks & Recreation,16
Police,629443111.0,7462807.0,13270952.0,0.0,0.0,0.0,0.0,650176870.0,2017,Police Department,11,Police,11
Prisons,147301168.0,105455001.0,4773744.0,1301757.0,0.0,0.0,0.0,258831670.0,2017,Philadelphia Prison System,23,Prisons,23
Procurement,2504399.0,2316267.0,49054.0,0.0,0.0,0.0,0.0,4869720.0,2017,Procurement Department,38,Procurement,38
Public Health,50960468.0,66892802.0,5490768.0,0.0,0.0,500000.0,0.0,123844038.0,2017,Department of Public Health,14,Public Health,14
Public Property,8318847.0,28122008.0,1338535.0,0.0,0.0,23916920.0,0.0,61696310.0,2017,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,79720000.0,0.0,0.0,0.0,0.0,0.0,79720000.0,2017,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,20875402.0,0.0,0.0,0.0,0.0,0.0,20875402.0,2017,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,30656047.0,0.0,0.0,0.0,0.0,0.0,30656047.0,2017,Public Property: Utilities,20-U,,20
Records,3083221.0,1538779.0,143758.0,1456.0,0.0,0.0,0.0,4767214.0,2017,Department of Records,31,Records,31
Register of Wills,3563499.0,75486.0,33210.0,0.0,0.0,0.0,0.0,3672195.0,2017,Register of Wills,68,,68
Revenue,21657214.0,7523149.0,1023476.0,0.0,0.0,0.0,0.0,30203839.0,2017,Department of Revenue,36,Revenue,36
Sheriff,19008101.0,715267.0,418907.0,0.0,0.0,0.0,0.0,20142275.0,2017,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,121389615.0,0.0,0.0,153950119.0,0.0,0.0,275339734.0,2017,Sinking Fund Commission,37,Sinking Fund,37
Streets - Sanitation,50292850.0,40563117.0,1608212.0,48171.0,0.0,0.0,0.0,92512350.0,2017,Streets: Sanitation,12-S,,12
Streets-Transportation,22414754.0,8426338.0,2201750.0,5000.0,0.0,0.0,0.0,33047842.0,2017,Streets: Transportation,12-T,,12
Youth Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,Youth Commission,47,,47
