dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Finance-Hero Scholarship Awards,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,25000.0,2022,Finance: Hero Scholarship Awards,35-HA,,35
Finance-Indemnities,0.0,0.0,0.0,49246000.0,0.0,0.0,0.0,49246000.0,2022,Finance: Indemnities,35-IN,,35
Finance-Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,250000.0,2022,Finance: Refunds,35-R,,35
Finance-Reg #32,2293165.0,0.0,0.0,0.0,0.0,0.0,0.0,2293165.0,2022,Finance: Reg #32,35-R32,,35
Finance-School District Contribution,0.0,0.0,0.0,255953201.0,0.0,0.0,0.0,255953201.0,2022,Finance: School District Contribution,35-SD,,35
Finance-Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,0.0,171518.0,2022,Finance: Witness Fees,35-WF,,35
Fire,332992022.0,6728143.0,11275064.0,0.0,0.0,10071000.0,0.0,361066229.0,2022,Fire Department,13,Fire,13
First Judicial District,105324122.0,8643039.0,2231868.0,0.0,0.0,0.0,0.0,116199029.0,2022,First Judicial District,84,FJD,84
Fleet Management,19260680.0,5401396.0,20684642.0,0.0,0.0,0.0,0.0,45346718.0,2022,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,9745852.0,0.0,0.0,0.0,0.0,9745852.0,2022,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,38171857.0,2772879.0,1842128.0,0.0,0.0,0.0,0.0,42786864.0,2022,The Free Library of Philadelphia,52,Free Library,52
Human Relations Commission,2325040.0,34657.0,28031.0,0.0,0.0,0.0,0.0,2387728.0,2022,Commission on Human Relations,54,Human Relations,54
Human Services,32182866.0,142585334.0,2111970.0,1393638.0,0.0,0.0,0.0,178273808.0,2022,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,82018.0,0.0,0.0,0.0,0.0,0.0,0.0,82018.0,2022,L&I: Board of Building and Standards,29,,29
L&I-Board of L&I Review,165635.0,10436.0,0.0,0.0,0.0,0.0,0.0,176071.0,2022,L&I: Board of Review,27,,27
Labor,2939422.0,352817.0,21420.0,0.0,0.0,0.0,0.0,3313659.0,2022,Labor,03,,03
Law,13329167.0,5433427.0,184676.0,0.0,0.0,0.0,0.0,18947270.0,2022,Law Department,44,Law,44
Licenses & Inspection,24577968.0,13522002.0,834475.0,0.0,0.0,0.0,0.0,38934445.0,2022,Department of Licenses and Inspections,26,L&I,26
Managing Director,43754013.0,74021183.0,4509265.0,3300000.0,0.0,0.0,0.0,125584461.0,2022,Managing Director's Office,10,MDO,10
Managing Director-Legal Services,0.0,52404449.0,0.0,0.0,0.0,0.0,0.0,52404449.0,2022,MDO: Legal Services,10-LS,,10
Mayor's Office,5892600.0,780260.0,41341.0,0.0,0.0,0.0,0.0,6714201.0,2022,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2022,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,586569.0,2065610.0,0.0,0.0,0.0,0.0,0.0,2652179.0,2022,Mural Arts Program,50,Mural Arts,50
Office of Arts & Culture & the Creative Economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and Intellectual disAbility,2980922.0,20522810.0,43200.0,0.0,0.0,0.0,0.0,23546932.0,2022,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,442000.0,0.0,0.0,0.0,0.0,0.0,0.0,442000.0,2022,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,45000.0,1464000.0,0.0,0.0,0.0,0.0,0.0,1509000.0,2022,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,9307467.0,45637327.0,344127.0,32421.0,0.0,0.0,0.0,55321342.0,2022,Office of Homeless Services,24,OHS,24
Office of Human Resources,5223802.0,1177570.0,69432.0,0.0,0.0,0.0,0.0,6470804.0,2022,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,26789649.0,48768639.0,3229295.0,0.0,0.0,0.0,0.0,78787583.0,2022,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1341547.0,21928631.0,8064399.0,0.0,0.0,0.0,0.0,31334577.0,2022,OIT: 911,04-911,,04
Office of Property Assessment,14395213.0,2026020.0,362600.0,0.0,0.0,0.0,0.0,16783833.0,2022,Office of Property Assessment,59,OPA,59
Office of Sustainability,722621.0,675966.0,1000.0,0.0,0.0,175000.0,0.0,1574587.0,2022,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,5062173.0,3865698.0,2016665.0,0.0,0.0,0.0,0.0,10944536.0,2022,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,1504223.0,97975.0,5225.0,0.0,0.0,0.0,0.0,1607423.0,2022,Office of the Inspector General,48,OIG,48
Parks and Recreation,52352786.0,5659542.0,2552225.0,2000000.0,0.0,0.0,0.0,62564553.0,2022,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,4873604.0,5619463.0,80761.0,6500000.0,0.0,0.0,0.0,17073828.0,2022,Department of Planning and Development,72,Planning & Development,72
Police,704349409.0,10418373.0,14579952.0,0.0,0.0,0.0,0.0,729347734.0,2022,Police Department,11,Police,11
Prisons,132739167.0,98210934.0,5499455.0,1201757.0,0.0,0.0,0.0,237651313.0,2022,Philadelphia Prison System,23,Prisons,23
Procurement,2648235.0,3395744.0,12359.0,0.0,0.0,0.0,0.0,6056338.0,2022,Procurement Department,38,Procurement,38
Public Health,59267291.0,95447448.0,7366053.0,0.0,0.0,923404.0,0.0,163004196.0,2022,Department of Public Health,14,Public Health,14
Public Property,10098527.0,35725814.0,1338535.0,0.0,0.0,26262470.0,0.0,73425346.0,2022,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,91214000.0,0.0,0.0,0.0,0.0,0.0,91214000.0,2022,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,30631626.0,0.0,0.0,0.0,0.0,0.0,30631626.0,2022,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,24875748.0,0.0,0.0,0.0,0.0,0.0,24875748.0,2022,Public Property: Utilities,20-U,,20
Records,3009970.0,758985.0,143758.0,0.0,0.0,0.0,0.0,3912713.0,2022,Department of Records,31,Records,31
Register of Wills,3956193.0,185000.0,140236.0,0.0,0.0,0.0,0.0,4281429.0,2022,Register of Wills,68,,68
Revenue,20380548.0,5787749.0,774976.0,0.0,0.0,0.0,0.0,26943273.0,2022,Department of Revenue,36,Revenue,36
Sheriff,25192450.0,1105267.0,498157.0,0.0,0.0,0.0,0.0,26795874.0,2022,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,104560657.0,0.0,0.0,192666858.0,0.0,0.0,297227515.0,2022,Sinking Fund Commission,37,Sinking Fund,37
Streets,90986330.0,8417345.0,14215207.0,53171.0,0.0,0.0,0.0,113672053.0,2022,Streets Department,12,Streets,12
Streets-Disposal,0.0,59762580.0,0.0,0.0,0.0,0.0,0.0,59762580.0,2022,Streets: Disposal,12-D,,12
