dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Fire,289256642.0,6724702.0,9192914.0,0.0,0.0,9882000.0,0.0,315056258.0,2021,Fire Department,13,Fire,13
First Judicial District,105324122.0,8480039.0,2231868.0,0.0,0.0,0.0,0.0,116036029.0,2021,First Judicial District,84,FJD,84
Fleet Management,19073455.0,5353396.0,22376873.0,0.0,0.0,0.0,0.0,46803724.0,2021,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,9797739.0,0.0,0.0,0.0,0.0,9797739.0,2021,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,35549343.0,2259262.0,1842128.0,0.0,0.0,0.0,0.0,39650733.0,2021,The Free Library of Philadelphia,52,Free Library,52
Human Relations Commission,2360285.0,34657.0,28031.0,0.0,0.0,0.0,0.0,2422973.0,2021,Commission on Human Relations,54,Human Relations,54
Human Services,31673433.0,129305230.0,2111970.0,0.0,0.0,0.0,0.0,163090633.0,2021,Department of Human Services,22,DHS,22
L&I-Board of Building Standards,82018.0,0.0,0.0,0.0,0.0,0.0,0.0,82018.0,2021,L&I: Board of Building and Standards,29,,29
L&I-Board of L&I Review,165635.0,10436.0,0.0,0.0,0.0,0.0,0.0,176071.0,2021,L&I: Board of Review,27,,27
Labor,2395467.0,357217.0,86420.0,0.0,0.0,0.0,0.0,2839104.0,2021,Labor,03,,03
Law,9520003.0,5309427.0,184676.0,0.0,0.0,0.0,0.0,15014106.0,2021,Law Department,44,Law,44
Licenses & Inspection,23970217.0,13447002.0,834475.0,0.0,0.0,0.0,0.0,38251694.0,2021,Department of Licenses and Inspections,26,L&I,26
Managing Director,36119907.0,31588550.0,1556787.0,1350000.0,0.0,0.0,0.0,70615244.0,2021,Managing Director's Office,10,MDO,10
Managing Director-Legal Services,0.0,50104181.0,0.0,0.0,0.0,0.0,0.0,50104181.0,2021,MDO: Legal Services,10-LS,,10
Mayor's Office,5775991.0,646260.0,41341.0,0.0,0.0,0.0,0.0,6463592.0,2021,Mayor's Office,05,Mayor,05
Mayor's Office - Scholarships,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,2021,Mayor's Office: Scholarships,05-S,,05
Mural Arts Program,578952.0,1545610.0,0.0,0.0,0.0,0.0,0.0,2124562.0,2021,Mural Arts Program,50,Mural Arts,50
Office of Arts & Culture & the Creative Economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and Intellectual disAbility,1546510.0,13930892.0,0.0,0.0,0.0,0.0,0.0,15477402.0,2021,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Children and Families,418820.0,0.0,0.0,0.0,0.0,0.0,0.0,418820.0,2021,Office of Children and Families,66,OCF,66
Office of Community Empowerment and Opportunity,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,2021,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Homeless Services,8068689.0,35593350.0,344127.0,32421.0,0.0,0.0,0.0,44038587.0,2021,Office of Homeless Services,24,OHS,24
Office of Human Resources,5290733.0,877570.0,69432.0,0.0,0.0,0.0,0.0,6237735.0,2021,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,22822147.0,46576598.0,6396428.0,0.0,0.0,0.0,0.0,75795173.0,2021,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1341547.0,29159009.0,23064399.0,0.0,0.0,0.0,0.0,53564955.0,2021,OIT: 911,04-911,,04
Office of Property Assessment,12918061.0,2420632.0,762600.0,0.0,0.0,0.0,0.0,16101293.0,2021,Office of Property Assessment,59,OPA,59
Office of Sustainability,603814.0,423366.0,1000.0,0.0,0.0,175000.0,0.0,1203180.0,2021,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,4256565.0,2050549.0,26665.0,0.0,0.0,0.0,0.0,6333779.0,2021,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,1472481.0,97975.0,5225.0,0.0,0.0,0.0,0.0,1575681.0,2021,Office of the Inspector General,48,OIG,48
Parks and Recreation,46921787.0,4482142.0,2022225.0,1500000.0,0.0,0.0,0.0,54926154.0,2021,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,4834959.0,3619463.0,80761.0,0.0,0.0,0.0,0.0,8535183.0,2021,Department of Planning and Development,72,Planning & Development,72
Police,704077967.0,10135755.0,12794012.0,0.0,0.0,0.0,0.0,727007734.0,2021,Police Department,11,Police,11
Prisons,126599446.0,88351948.0,4016769.0,1201757.0,0.0,0.0,0.0,220169920.0,2021,Philadelphia Prison System,23,Prisons,23
Procurement,2436508.0,2283634.0,40194.0,0.0,0.0,0.0,0.0,4760336.0,2021,Procurement Department,38,Procurement,38
Public Health,57654465.0,90506143.0,6768973.0,0.0,0.0,4423404.0,0.0,159352985.0,2021,Department of Public Health,14,Public Health,14
Public Property,10101149.0,30549657.0,1338535.0,0.0,0.0,28235000.0,0.0,70224341.0,2021,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,84608000.0,0.0,0.0,0.0,0.0,0.0,84608000.0,2021,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,25567715.0,0.0,0.0,0.0,0.0,0.0,25567715.0,2021,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,25447623.0,0.0,0.0,0.0,0.0,0.0,25447623.0,2021,Public Property: Utilities,20-U,,20
Records,3117312.0,743265.0,143758.0,0.0,0.0,0.0,0.0,4004335.0,2021,Department of Records,31,Records,31
Register of Wills,3956193.0,125000.0,140236.0,0.0,0.0,0.0,0.0,4221429.0,2021,Register of Wills,68,,68
Revenue,22648673.0,5787749.0,774976.0,0.0,0.0,0.0,0.0,29211398.0,2021,Department of Revenue,36,Revenue,36
Sheriff,25192450.0,1105267.0,498157.0,0.0,0.0,0.0,0.0,26795874.0,2021,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,96918314.0,0.0,0.0,185714117.0,0.0,0.0,282632431.0,2021,Sinking Fund Commission,37,Sinking Fund,37
Streets,87283619.0,8050100.0,6172885.0,53171.0,0.0,0.0,0.0,101559775.0,2021,Streets Department,12,Streets,12
Streets-Disposal,0.0,51462580.0,0.0,0.0,0.0,0.0,0.0,51462580.0,2021,Streets: Disposal,12-D,,12
