dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Prisons,123158997.0,101119821.0,4520744.0,1201757.0,0.0,0.0,0.0,2009,230001319.0,Philadelphia Prison System,23,Prisons,23
Procurement,2885023.0,2263137.0,74443.0,0.0,0.0,0.0,0.0,2009,5222603.0,Procurement Department,38,Procurement,38
Public Health,44302990.0,71666834.0,4809060.0,1000000.0,0.0,1000000.0,0.0,2009,122778884.0,Department of Public Health,14,Public Health,14
Public Property,8814759.0,29118291.0,958396.0,0.0,0.0,22851095.0,0.0,2009,61742541.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,63077000.0,0.0,0.0,0.0,0.0,0.0,2009,63077000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,16543000.0,0.0,0.0,0.0,0.0,0.0,2009,16543000.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm.,0.0,2700000.0,300000.0,0.0,0.0,0.0,0.0,2009,3000000.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,32490000.0,0.0,0.0,0.0,0.0,0.0,2009,32490000.0,Public Property: Utilities,20-U,,20
Records,3658731.0,3680425.0,339259.0,1456.0,0.0,0.0,0.0,2009,7679871.0,Department of Records,31,Records,31
Recreation,33277509.0,3278052.0,1640171.0,2200000.0,0.0,0.0,0.0,2009,40395732.0,Department of Parks and Recreation,16,Parks & Recreation,16
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,2009,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3656202.0,83874.0,36900.0,0.0,0.0,0.0,0.0,2009,3776976.0,Register of Wills,68,,68
Revenue,12826474.0,3718014.0,652949.0,0.0,0.0,0.0,0.0,2009,17197437.0,Department of Revenue,36,Revenue,36
Sheriff,14435648.0,503158.0,332813.0,0.0,0.0,0.0,0.0,2009,15271619.0,Office of the Sheriff,70,Sheriff,70
Streets,25746431.0,4164739.0,3185015.0,5000.0,0.0,10000000.0,0.0,2009,43101185.0,Streets Department,12,Streets,12
Streets - Sanitation,47599945.0,50170773.0,4172406.0,48171.0,0.0,0.0,0.0,2009,101991295.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,0.0,2009,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,47000.0,53000.0,0.0,0.0,0.0,0.0,0.0,2009,100000.0,Youth Commission,47,,47
Zoning Bd. of Adj.,402272.0,43538.0,0.0,0.0,0.0,0.0,0.0,2009,445810.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,130000.0,350000.0,20000.0,0.0,0.0,0.0,0.0,2009,500000.0,Zoning Code Commission,57,,57
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
