dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Personnel,4092002.0,862530.0,55609.0,0.0,0.0,0.0,0.0,2007,5010141.0,OHR,56,Office of Human Resources,56
Police,478147601.0,7425445.0,7584765.0,0.0,0.0,339330.0,0.0,2007,493497141.0,Police,11,Police Department,11
Prisons,106716560.0,81973591.0,4520744.0,1026757.0,0.0,0.0,0.0,2007,194237652.0,Prisons,23,Philadelphia Prison System,23
Procurement,2898075.0,2369309.0,74443.0,0.0,0.0,0.0,0.0,2007,5341827.0,Procurement,38,Procurement Department,38
Public Health,42048231.0,67371153.0,4419995.0,0.0,0.0,500000.0,0.0,2007,114339379.0,Public Health,14,Department of Public Health,14
Public Property,9211006.0,24120096.0,998856.0,0.0,0.0,18255130.0,0.0,2007,52585088.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,60263000.0,0.0,0.0,0.0,0.0,0.0,2007,60263000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15484000.0,0.0,0.0,0.0,0.0,0.0,2007,15484000.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm.,0.0,13400000.0,300000.0,0.0,0.0,0.0,0.0,2007,13700000.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,30620000.0,0.0,0.0,0.0,0.0,0.0,2007,30620000.0,,20U,Public Property: Utilities,20
Records,3742831.0,3680425.0,498607.0,1456.0,0.0,212896.0,0.0,2007,8136215.0,Records,31,Department of Records,31
Recreation,30216869.0,2453226.0,1648643.0,2000000.0,0.0,0.0,0.0,2007,36318738.0,Parks & Recreation,16,Department of Parks and Recreation,16
Refunds,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,2007,500000.0,,35R,Finance: Refunds,35
Register of Wills,3319726.0,38874.0,27098.0,0.0,0.0,70965.0,0.0,2007,3456663.0,,68,Register of Wills,68
Revenue,12962937.0,3943014.0,689971.0,0.0,0.0,106315.0,0.0,2007,17702237.0,Revenue,36,Department of Revenue,36
Sheriff,12957439.0,492558.0,282813.0,0.0,0.0,0.0,0.0,2007,13732810.0,Sheriff,70,Office of the Sheriff,70
Streets,21484511.0,8464606.0,2635015.0,30000.0,0.0,0.0,0.0,2007,32614132.0,Streets,12,Streets Department,12
Streets - Sanitation,44798248.0,49518081.0,1363406.0,48171.0,0.0,0.0,0.0,2007,95727906.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,173250.0,0.0,0.0,0.0,0.0,0.0,2007,173250.0,,35WF,Finance: Witness Fees,35
Zoning Bd. of Adj.,396718.0,49954.0,2580.0,0.0,0.0,0.0,0.0,2007,449252.0,ZBA,30,Zoning Board of Adjustments,30
