dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,dept_name,dept_code,abbreviation,dept_major_code
Office of Housing and Comm. Dev.,0.0,2800000.0,0.0,0.0,0.0,0.0,2011,0,2800000.0,Office of Housing and Community Development,06,,06
Office of Human Resources,4396755.0,724070.0,64932.0,0.0,0.0,0.0,2011,0,5185757.0,Office of Human Resources,56,OHR,56
Office of Supportive Housing,6339476.0,31727003.0,372029.0,35050.0,0.0,0.0,2011,0,38473558.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1289677.0,75000.0,15000.0,0.0,0.0,0.0,2011,0,1379677.0,Office of the Inspector General,48,OIG,48
Parks and Recreation (1),39078562.0,5120107.0,2580235.0,3050000.0,0.0,0.0,2011,0,49828904.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,522833048.0,7114147.0,8456085.0,0.0,0.0,0.0,2011,0,538403280.0,Police Department,11,Police,11
Prisons,120058997.0,108010372.0,4768744.0,1301757.0,0.0,0.0,2011,0,234139870.0,Philadelphia Prison System,23,Prisons,23
Procurement,2423253.0,1766267.0,49054.0,0.0,0.0,0.0,2011,0,4238574.0,Procurement Department,38,Procurement,38
Public Health,39395153.0,69267458.0,4799737.0,0.0,0.0,500000.0,2011,0,113962348.0,Department of Public Health,14,Public Health,14
Public Property,6963124.0,22209529.0,925018.0,0.0,0.0,20930040.0,2011,0,51027711.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,65878000.0,0.0,0.0,0.0,0.0,2011,0,65878000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,15083108.0,0.0,0.0,0.0,0.0,2011,0,15083108.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm,0.0,0.0,0.0,0.0,0.0,0.0,2011,0,0.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,32890000.0,0.0,0.0,0.0,0.0,2011,0,32890000.0,Public Property: Utilities,20-U,,20
Records,2845219.0,1083779.0,78758.0,1456.0,0.0,0.0,2011,0,4009212.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,2011,0,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3290582.0,75486.0,33210.0,0.0,0.0,0.0,2011,0,3399278.0,Register of Wills,68,,68
Revenue,12463851.0,2074783.0,511178.0,0.0,0.0,0.0,2011,0,15049812.0,Department of Revenue,36,Revenue,36
Sheriff,12322083.0,445042.0,321532.0,0.0,0.0,0.0,2011,0,13088657.0,Office of the Sheriff,70,Sheriff,70
Streets,21113190.0,1596391.0,2336556.0,5000.0,0.0,0.0,2011,0,25051137.0,Streets Department,12,Streets,12
Streets - Sanitation,46645923.0,39831831.0,1613406.0,48171.0,0.0,0.0,2011,0,88139331.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,2011,0,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,47000.0,50200.0,2800.0,0.0,0.0,0.0,2011,0,100000.0,Youth Commission,47,,47
Zoning Bd. of Adi.,334333.0,43538.0,0.0,0.0,0.0,0.0,2011,0,377871.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,150000.0,330000.0,20000.0,0.0,0.0,0.0,2011,0,500000.0,Zoning Code Commission,57,,57
inance-Contribution  to School District,0.0,0.0,0.0,38600000.0,0.0,0.0,2011,0,38600000.0,Finance: School District Contribution,35-SD,,35
of Arts & Culture& the Creative  Economy,192625.0,273800.0,8000.0,3430688.0,0.0,0.0,2011,0,3905113.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
