dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Office of Sustainability,971635.0,516366.0,1000.0,0.0,0.0,175000.0,0.0,1664001.0,2023,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,6368435.0,6427056.0,2082265.0,0.0,0.0,0.0,0.0,14877756.0,2023,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,2192863.0,97975.0,5225.0,0.0,0.0,0.0,0.0,2296063.0,2023,Office of the Inspector General,48,OIG,48
Parks and Recreation,61031936.0,7674442.0,2930025.0,1500000.0,0.0,0.0,0.0,73136403.0,2023,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,5783913.0,21339463.0,89761.0,3000000.0,0.0,0.0,0.0,30213137.0,2023,Department of Planning and Development,72,Planning & Development,72
Police,753577996.0,12917116.0,16549152.0,0.0,0.0,5000000.0,0.0,788044264.0,2023,Police Department,11,Police,11
Prisons,135537939.0,104696211.0,4674595.0,1201757.0,0.0,0.0,0.0,246110502.0,2023,Philadelphia Prison System,23,Prisons,23
Procurement,3404302.0,3431115.0,39359.0,0.0,0.0,0.0,0.0,6874776.0,2023,Procurement Department,38,Procurement,38
Public Health,62755979.0,90784022.0,6746403.0,0.0,0.0,923404.0,0.0,161209808.0,2023,Department of Public Health,14,Public Health,14
Public Property,12050817.0,37608915.0,1338535.0,0.0,0.0,27184004.0,0.0,78182271.0,2023,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,100699000.0,0.0,0.0,0.0,0.0,0.0,100699000.0,2023,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,33293144.0,0.0,0.0,0.0,0.0,0.0,33293144.0,2023,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,32986853.0,0.0,0.0,0.0,0.0,0.0,32986853.0,2023,Public Property: Utilities,20-U,,20
Records,3374335.0,758985.0,143758.0,0.0,0.0,0.0,0.0,4277078.0,2023,Department of Records,31,Records,31
Register of Wills,4309771.0,406959.0,140236.0,0.0,0.0,0.0,0.0,4856966.0,2023,Register of Wills,68,,68
Revenue,21927194.0,5106407.0,774976.0,0.0,0.0,0.0,0.0,27808577.0,2023,Department of Revenue,36,Revenue,36
Sheriff,28345027.0,1305267.0,1203507.0,0.0,0.0,0.0,0.0,30853801.0,2023,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,115087498.0,0.0,0.0,193710223.0,0.0,0.0,308797721.0,2023,Sinking Fund Commission,37,Sinking Fund,37
Streets,122676329.0,17725345.0,21994981.0,53171.0,0.0,0.0,0.0,162449826.0,2023,Streets Department,12,Streets,12
Streets-Disposal,0.0,55389886.0,0.0,0.0,0.0,0.0,0.0,55389886.0,2023,Streets: Disposal,12-D,,12
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,32000000.0,32000000.0,2023,Finance: Recession Reserve,35-RR,Recession Reserve,35
