dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Free Library,30703592.0,2752077.0,1802659.0,0.0,0.0,0.0,0.0,2014,35258328.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,2014,25000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historica Commission,395048.0,980.0,809.0,0.0,0.0,0.0,0.0,2014,396837.0,Historical Commission,32,,32
Human Relations,1966059.0,34657.0,13031.0,0.0,0.0,0.0,0.0,2014,2013747.0,Commission on Human Relations,54,Human Relations,54
Human Services (1),18937840.0,78220484.0,1180627.0,0.0,0.0,0.0,0.0,2014,98338951.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,32500000.0,0.0,0.0,0.0,2014,32500000.0,Finance: Indemnities,35-IN,,35
Law,6563545.0,6010034.0,248676.0,0.0,0.0,0.0,0.0,2014,12822255.0,Law Department,44,Law,44
Legal Services (2),0.0,40146067.0,0.0,0.0,0.0,0.0,0.0,2014,40146067.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,15171959.0,7112502.0,303613.0,0.0,0.0,0.0,0.0,2014,22588074.0,Department of Licenses and Inspections,26,L&I,26
Management-\ -Vehicle Lease/Purch.,0.0,4500000.0,4465000.0,0.0,0.0,0.0,0.0,2014,8965000.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Managing Director,14899646.0,18444680.0,526819.0,0.0,0.0,0.0,0.0,2014,33871145.0,Managing Director's Office,10,MDO,10
Mayor - Office of Labor Relations,542016.0,3277.0,8160.0,0.0,0.0,0.0,0.0,2014,553453.0,Labor,03,,03
Mayor - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,2014,200000.0,Mayor's Office: Scholarships,05-S,,05
Mayor Mural Arts Program,449625.0,951800.0,0.0,0.0,0.0,0.0,0.0,2014,1401425.0,Mural Arts Program,50,Mural Arts,50
Mayor's Office,4151380.0,990336.0,50165.0,0.0,0.0,0.0,0.0,2014,5191881.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,498887.0,289930.0,0.0,0.0,0.0,0.0,0.0,2014,788817.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Arts & Culture & the Creative  Economy,199800.0,393800.0,7000.0,2070688.0,0.0,0.0,0.0,2014,2671288.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and  Intellectual Disability,1239264.0,12593483.0,0.0,0.0,0.0,0.0,0.0,2014,13832747.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Comm. Dev.,0.0,3020000.0,0.0,0.0,0.0,0.0,0.0,2014,3020000.0,Office of Housing and Community Development,06,,06
Office of Human Resources,4852216.0,964070.0,69932.0,0.0,0.0,0.0,0.0,2014,5886218.0,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,19309536.0,57204148.0,8480497.0,0.0,0.0,0.0,0.0,2014,84994181.0,Office of Innovation and Technology,04,OIT,04
Office of Property Assessment,10158928.0,2309748.0,857600.0,0.0,0.0,0.0,0.0,2014,13326276.0,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,7780503.0,35459579.0,344127.0,32421.0,0.0,0.0,0.0,2014,43616630.0,Office of Homeless Services,24,OHS,24
Office of the Inspector Genera,1338869.0,115375.0,7825.0,0.0,0.0,0.0,0.0,2014,1462069.0,Office of the Inspector General,48,OIG,48
Parks and Recreation,40215707.0,6214525.0,2593805.0,2289500.0,0.0,0.0,0.0,2014,51313537.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,579668096.0,7252307.0,8673352.0,0.0,0.0,0.0,0.0,2014,595593755.0,Police Department,11,Police,11
Prisons,128556476.0,104177807.0,4768744.0,1301757.0,0.0,0.0,0.0,2014,238804784.0,Philadelphia Prison System,23,Prisons,23
Procurement,2277794.0,2316267.0,49054.0,0.0,0.0,0.0,0.0,2014,4643115.0,Procurement Department,38,Procurement,38
Public Health,47538405.0,60953424.0,5490768.0,0.0,0.0,500000.0,0.0,2014,114482597.0,Department of Public Health,14,Public Health,14
Public Property,7920956.0,24669008.0,1288535.0,0.0,0.0,23576462.0,0.0,2014,57454961.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,67062000.0,0.0,0.0,0.0,0.0,0.0,2014,67062000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,19074780.0,0.0,0.0,0.0,0.0,0.0,2014,19074780.0,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,30313424.0,0.0,0.0,0.0,0.0,0.0,2014,30313424.0,Public Property: Utilities,20-U,,20
Records,2862324.0,1083779.0,78758.0,1456.0,0.0,0.0,0.0,2014,4026317.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,2014,250000.0,Finance: Refunds,35-R,,35
Register of Wills,3224645.0,75486.0,103210.0,0.0,0.0,0.0,0.0,2014,3403341.0,Register of Wills,68,,68
Revenue,16387696.0,3570349.0,602576.0,0.0,0.0,0.0,0.0,2014,20560621.0,Department of Revenue,36,Revenue,36
Sheriff,13716268.0,445042.0,508532.0,0.0,0.0,0.0,0.0,2014,14669842.0,Office of the Sheriff,70,Sheriff,70
Streets,20824178.0,7226338.0,2201750.0,5000.0,0.0,0.0,0.0,2014,30257266.0,Streets Department,12,Streets,12
Streets W Sanitation,45145923.0,38501117.0,1608212.0,48171.0,0.0,0.0,0.0,2014,85303423.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,171518.0,0.0,0.0,0.0,0.0,0.0,2014,171518.0,Finance: Witness Fees,35-WF,,35
Youth Commission,90000.0,46000.0,4080.0,0.0,0.0,0.0,0.0,2014,140080.0,Youth Commission,47,,47
Zoning Bd. of Adi.,322856.0,34541.0,0.0,0.0,0.0,0.0,0.0,2014,357397.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,Zoning Code Commission,57,,57
