dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Fleet Management,15732183.0,6099633.0,25763157.0,0.0,0.0,0.0,0.0,2011,47594973.0,Fleet,25,Office of Fleet Management,25
Free Library,29004685.0,1573460.0,1927139.0,0.0,0.0,0.0,0.0,2011,32505284.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,2011,35000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,375835.0,693.0,808.0,0.0,0.0,0.0,0.0,2011,377336.0,,32,Historical Commission,32
Human Relations,1908658.0,22756.0,10310.0,0.0,0.0,0.0,0.0,2011,1941724.0,Human Relations,54,Commission on Human Relations,54
Human Services (1),92981141.0,448243376.0,1652804.0,0.0,0.0,0.0,0.0,2011,542877321.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,33617728.0,0.0,0.0,0.0,2011,33617728.0,,35IN,Finance: Indemnities,35
Law,9232600.0,7480216.0,249500.0,0.0,0.0,0.0,0.0,2011,16962316.0,Law,44,Law Department,44
Legal Services,0.0,36616187.0,0.0,0.0,0.0,0.0,0.0,2011,36616187.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,13663965.0,4131295.0,303015.0,0.0,0.0,0.0,0.0,2011,18098275.0,L&I,26,Department of Licenses and Inspections,26
Management-Vehicle Lease/Purch.,0.0,0.0,4499955.0,0.0,0.0,0.0,0.0,2011,4499955.0,,25V,Fleet: Vehicle Lease/Purchases,25
Managing Director,12027922.0,3392595.0,484083.0,0.0,0.0,0.0,0.0,2011,15904600.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,446757.0,514000.0,0.0,0.0,0.0,0.0,0.0,2011,960757.0,Mural Arts,50,Mural Arts Program,50
Mayor - Office of Labor Relations,448006.0,2271.0,6959.0,0.0,0.0,0.0,0.0,2011,457236.0,,03,Labor,03
Mayor - Scholarships,0.0,0.0,0.0,197600.0,0.0,0.0,0.0,2011,197600.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,2952968.0,525882.0,18274.0,0.0,0.0,0.0,0.0,2011,3497124.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,419184.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,419184.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture & the Creative  Economy,198750.0,273800.0,6738.0,2070688.0,0.0,0.0,0.0,2011,2549976.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and  Intellectual Disability,1478243.0,12793329.0,0.0,0.0,0.0,0.0,0.0,2011,14271572.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm Dev.,0.0,1780000.0,0.0,0.0,0.0,471408.0,0.0,2011,2251408.0,,06,Office of Housing and Community Development,06
Office of Human Resources,3890117.0,648537.0,49349.0,0.0,0.0,0.0,0.0,2011,4588003.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,16911667.0,40926831.0,3509352.0,0.0,0.0,0.0,0.0,2011,61347850.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,5259514.0,379705.0,90889.0,0.0,0.0,0.0,0.0,2011,5730108.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,5825381.0,30186000.0,325062.0,31634.0,0.0,0.0,0.0,2011,36368077.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,1028356.0,129366.0,13281.0,0.0,0.0,0.0,0.0,2011,1171003.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,36230641.0,4840717.0,2188714.0,2280000.0,0.0,0.0,0.0,2011,45540072.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,520720951.0,7044807.0,8449541.0,0.0,0.0,0.0,0.0,2011,536215299.0,Police,11,Police Department,11
Prisons,117944133.0,106585978.0,5483527.0,1150341.0,0.0,0.0,0.0,2011,231163979.0,Prisons,23,Philadelphia Prison System,23
Procurement,2083262.0,2503419.0,31255.0,0.0,0.0,0.0,0.0,2011,4617936.0,Procurement,38,Procurement Department,38
Property-SEPTA Subsidy,0.0,65878000.0,0.0,0.0,0.0,0.0,0.0,2011,65878000.0,,20SS,Public Property: SEPTA Subsidy,20
Property-Space Rentals,0.0,15211472.0,0.0,0.0,0.0,0.0,0.0,2011,15211472.0,,20SR,Public Property: Space Rentals,20
Public Health,37686893.0,66093662.0,4567805.0,0.0,0.0,500000.0,0.0,2011,108848360.0,Public Health,14,Department of Public Health,14
Public Property,6379553.0,24537152.0,920375.0,0.0,0.0,22758246.0,0.0,2011,54595326.0,Public Property,20,Department of Public Property,20
Public Property-Utilities,0.0,33099864.0,0.0,0.0,0.0,0.0,0.0,2011,33099864.0,,20U,Public Property: Utilities,20
Records,2699931.0,1067322.0,213601.0,1456.0,0.0,0.0,0.0,2011,3982310.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2011,25.0,,35R,Finance: Refunds,35
Register of Wills,3132531.0,75434.0,31228.0,0.0,0.0,0.0,0.0,2011,3239193.0,,68,Register of Wills,68
Revenue,11508747.0,2135402.0,511164.0,0.0,0.0,0.0,0.0,2011,14155313.0,Revenue,36,Department of Revenue,36
Service (Sinking Fund),0.0,87504207.0,0.0,0.0,110414263.0,0.0,0.0,2011,197918470.0,Sinking Fund,37,Sinking Fund Commission,37
Sheriff,13185820.0,553553.0,312429.0,0.0,0.0,0.0,0.0,2011,14051802.0,Sheriff,70,Office of the Sheriff,70
Streets,20594857.0,8307790.0,4875988.0,800.0,0.0,0.0,0.0,2011,33779435.0,Streets,12,Streets Department,12
Streets - Sanitation,45985953.0,42680901.0,1604966.0,48171.0,0.0,0.0,0.0,2011,90319991.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,131755.0,0.0,0.0,0.0,0.0,0.0,2011,131755.0,,35WF,Finance: Witness Fees,35
Youth Commission,47000.0,28559.0,2383.0,0.0,0.0,0.0,0.0,2011,77942.0,,47,Youth Commission,47
Zoning Bd. of Adi.,299145.0,30805.0,0.0,0.0,0.0,0.0,0.0,2011,329950.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,150000.0,309969.0,4954.0,0.0,0.0,0.0,0.0,2011,464923.0,,57,Zoning Code Commission,57
