dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Mayor - Scholarships,0.0,0.0,0.0,199516.0,0.0,0.0,0.0,2005,199516.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,3028861.0,446861.0,52427.0,0.0,0.0,0.0,0.0,2005,3528149.0,Mayor,05,Mayor's Office,05
Mayor's Office of Comm. Services,599181.0,74478.0,17018.0,0.0,0.0,0.0,0.0,2005,690677.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Mayor's Office of Information Svcs.,6305036.0,5045949.0,162920.0,0.0,0.0,0.0,0.0,2005,11513905.0,OIT,04,Office of Innovation and Technology,04
Office of Behavioral Health / Mental Retardation Services,2553233.0,12128834.0,0.0,0.0,0.0,0.0,0.0,2005,14682067.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Emerg. Shelter Services,7272056.0,22103342.0,428850.0,21741.0,0.0,0.0,0.0,2005,29825989.0,OHS,24,Office of Homeless Services,24
Office of Housing and Comm. Dev.,244615.0,143231.0,0.0,0.0,0.0,0.0,0.0,2005,387846.0,,06,Office of Housing and Community Development,06
Personnel,3908410.0,291558.0,76479.0,0.0,0.0,0.0,0.0,2005,4276447.0,OHR,56,Office of Human Resources,56
Police,450697679.0,7276514.0,7554370.0,0.0,0.0,2196056.0,0.0,2005,467724619.0,Police,11,Police Department,11
Prisons,102686806.0,84908427.0,3931671.0,1009048.0,0.0,0.0,0.0,2005,192535952.0,Prisons,23,Philadelphia Prison System,23
Procurement,2790321.0,2251262.0,71255.0,0.0,0.0,0.0,0.0,2005,5112838.0,Procurement,38,Procurement Department,38
Public Health,38048911.0,60737891.0,4205323.0,0.0,0.0,2100000.0,0.0,2005,105092125.0,Public Health,14,Department of Public Health,14
Public Property,8470038.0,23170753.0,914911.0,0.0,0.0,23092810.0,0.0,2005,55648512.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,56509711.0,0.0,0.0,0.0,0.0,0.0,2005,56509711.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,14063610.0,0.0,0.0,0.0,0.0,0.0,2005,14063610.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm.,0.0,12220672.0,0.0,0.0,0.0,0.0,0.0,2005,12220672.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,27377013.0,0.0,0.0,0.0,0.0,0.0,2005,27377013.0,,20U,Public Property: Utilities,20
Records,3395171.0,3377301.0,452576.0,786.0,0.0,0.0,0.0,2005,7225834.0,Records,31,Department of Records,31
Recreation,28676210.0,2053524.0,1367732.0,1800000.0,0.0,0.0,0.0,2005,33897466.0,Parks & Recreation,16,Department of Parks and Recreation,16
Refunds,0.0,0.0,0.0,13505.0,0.0,0.0,0.0,2005,13505.0,,35R,Finance: Refunds,35
Register of Wills,3054937.0,33192.0,24623.0,0.0,0.0,0.0,0.0,2005,3112752.0,,68,Register of Wills,68
Revenue,11992134.0,3566356.0,677992.0,0.0,0.0,44883.0,0.0,2005,16281365.0,Revenue,36,Department of Revenue,36
Sheriff,12526890.0,1166783.0,263032.0,0.0,0.0,0.0,0.0,2005,13956705.0,Sheriff,70,Office of the Sheriff,70
Streets,13866317.0,12086877.0,2185625.0,2793.0,0.0,0.0,0.0,2005,28141612.0,Streets,12,Streets Department,12
Streets - Sanitation,46095894.0,42571763.0,1333687.0,48171.0,0.0,0.0,0.0,2005,90049515.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,106304.0,0.0,0.0,0.0,0.0,0.0,2005,106304.0,,35WF,Finance: Witness Fees,35
Zoning Bd. of Adj.,375163.0,41083.0,2502.0,0.0,0.0,0.0,0.0,2005,418748.0,ZBA,30,Zoning Board of Adjustments,30
