dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Office of Property Assessment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,6343923.0,31697539.0,316157.0,29045.0,0.0,0.0,0.0,2010,38386664.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,1064724.0,69521.0,11728.0,0.0,0.0,0.0,0.0,2010,1145973.0,OIG,48,Office of the Inspector General,48
Parks and Recreation (2),35858647.0,4342029.0,2156710.0,3050000.0,0.0,0.0,0.0,2010,45407386.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,512452670.0,8381762.0,8019302.0,0.0,0.0,0.0,0.0,2010,528853734.0,Police,11,Police Department,11
Prisons,120886049.0,106388253.0,5338137.0,1201749.0,0.0,0.0,0.0,2010,233814188.0,Prisons,23,Philadelphia Prison System,23
Procurement,2231737.0,2120072.0,45490.0,0.0,0.0,0.0,0.0,2010,4397299.0,Procurement,38,Procurement Department,38
Public Health,41387238.0,64756623.0,4455033.0,0.0,0.0,500000.0,0.0,2010,111098894.0,Public Health,14,Department of Public Health,14
Public Property,6646774.0,24488142.0,847331.0,0.0,0.0,19563692.0,0.0,2010,51545939.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,64164000.0,0.0,0.0,0.0,0.0,0.0,2010,64164000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15039531.0,0.0,0.0,0.0,0.0,0.0,2010,15039531.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,32537690.0,0.0,0.0,0.0,0.0,0.0,2010,32537690.0,,20U,Public Property: Utilities,20
Records,2685140.0,2385978.0,122913.0,966.0,0.0,0.0,0.0,2010,5194997.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,781.0,0.0,0.0,0.0,2010,781.0,,35R,Finance: Refunds,35
Register of Wills,3112064.0,71930.0,24701.0,0.0,0.0,0.0,0.0,2010,3208695.0,,68,Register of Wills,68
Revenue,11554600.0,4353650.0,491029.0,0.0,0.0,0.0,0.0,2010,16399279.0,Revenue,36,Department of Revenue,36
Service (Sinking Fund),0.0,79950861.0,0.0,0.0,105513466.0,0.0,0.0,2010,185464327.0,Sinking Fund,37,Sinking Fund Commission,37
Sheriff,14537592.0,421138.0,302769.0,0.0,0.0,0.0,0.0,2010,15261499.0,Sheriff,70,Office of the Sheriff,70
Streets,22394204.0,12606359.0,3117089.0,0.0,0.0,0.0,0.0,2010,38117652.0,Streets,12,Streets Department,12
Streets Sanitation,47455599.0,43251949.0,1482927.0,48171.0,0.0,0.0,0.0,2010,92238646.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,104142.0,0.0,0.0,0.0,0.0,0.0,2010,104142.0,,35WF,Finance: Witness Fees,35
Youth Commission,39347.0,44419.0,1515.0,0.0,0.0,0.0,0.0,2010,85281.0,,47,Youth Commission,47
Zoning Bd. of Adj.,274892.0,35883.0,0.0,0.0,0.0,0.0,0.0,2010,310775.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,127639.0,338772.0,1131.0,0.0,0.0,0.0,0.0,2010,467542.0,,57,Zoning Code Commission,57
of Arts & Culture & the Creative  Economy,194947.0,317495.0,0.0,3430600.0,0.0,0.0,0.0,2010,3943042.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
of Housing and Comm. Dev.,0.0,2800000.0,0.0,0.0,0.0,0.0,0.0,2010,2800000.0,,06,Office of Housing and Community Development,06
