dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Indemnities,0.0,0.0,0.0,32606842.0,0.0,0.0,0.0,2012,32606842.0,,35IN,Finance: Indemnities,35
Law,6370891.0,7732543.0,246330.0,0.0,0.0,0.0,0.0,2012,14349764.0,Law,44,Law Department,44
Legal Services (2),0.0,37066187.0,0.0,0.0,0.0,0.0,0.0,2012,37066187.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,13919022.0,6953682.0,303600.0,0.0,0.0,0.0,0.0,2012,21176304.0,L&I,26,Department of Licenses and Inspections,26
Management-\ -Vehicle Lease/Purch.,0.0,4324135.0,1964574.0,0.0,0.0,0.0,0.0,2012,6288709.0,,25V,Fleet: Vehicle Lease/Purchases,25
Managing Director,13338302.0,7903020.0,481372.0,0.0,0.0,0.0,0.0,2012,21722694.0,MDO,10,Managing Director's Office,10
Mayor - Office of Labor Relations,508600.0,1160.0,7123.0,0.0,0.0,0.0,0.0,2012,516883.0,,03,Labor,03
Mayor - Scholarships,0.0,0.0,0.0,184000.0,0.0,0.0,0.0,2012,184000.0,,05S,Mayor's Office: Scholarships,05
Mayor Mural Arts Program,441677.0,554800.0,0.0,0.0,0.0,0.0,0.0,2012,996477.0,Mural Arts,50,Mural Arts Program,50
Mayor's Office,2965371.0,529822.0,18762.0,0.0,0.0,0.0,0.0,2012,3513955.0,Mayor,05,Mayor's Office,05
Mayor's Office of Transportation,467898.0,30601.0,0.0,0.0,0.0,0.0,0.0,2012,498499.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture & the Creative  Economy,198750.0,391640.0,650.0,2070688.0,0.0,0.0,0.0,2012,2661728.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and  Intellectual Disability,1360503.0,12879311.0,0.0,0.0,0.0,0.0,0.0,2012,14239814.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm. Dev.,0.0,2661242.0,0.0,0.0,0.0,1551865.0,0.0,2012,4213107.0,,06,Office of Housing and Community Development,06
Office of Human Resources,4141604.0,758749.0,44870.0,0.0,0.0,0.0,0.0,2012,4945223.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,16408093.0,41255920.0,5607528.0,0.0,0.0,0.0,0.0,2012,63271541.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,7014594.0,594675.0,358451.0,0.0,0.0,0.0,0.0,2012,7967720.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,7556596.0,30415823.0,342854.0,32342.0,0.0,0.0,0.0,2012,38347615.0,OHS,24,Office of Homeless Services,24
Office of the Inspector Genera,1128064.0,95112.0,15956.0,0.0,0.0,0.0,0.0,2012,1239132.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,35492911.0,4934902.0,2111477.0,2830000.0,0.0,0.0,0.0,2012,45369290.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,536548353.0,7056759.0,8686975.0,0.0,0.0,0.0,0.0,2012,552292087.0,Police,11,Police Department,11
Prisons,121476307.0,104039021.0,4768519.0,1238742.0,0.0,0.0,0.0,2012,231522589.0,Prisons,23,Philadelphia Prison System,23
Procurement,2107515.0,2312434.0,40579.0,0.0,0.0,0.0,0.0,2012,4460528.0,Procurement,38,Procurement Department,38
Public Health,39076424.0,62997156.0,4611216.0,0.0,0.0,500000.0,0.0,2012,107184796.0,Public Health,14,Department of Public Health,14
Public Property,6496367.0,25166100.0,985463.0,0.0,0.0,20519684.0,0.0,2012,53167614.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,66360000.0,0.0,0.0,0.0,0.0,0.0,2012,66360000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,16795777.0,0.0,0.0,0.0,0.0,0.0,2012,16795777.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,31157967.0,0.0,0.0,0.0,0.0,0.0,2012,31157967.0,,20U,Public Property: Utilities,20
Records,2679728.0,1081534.0,78242.0,1257.0,0.0,0.0,0.0,2012,3840761.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,382.0,0.0,0.0,0.0,2012,382.0,,35R,Finance: Refunds,35
Register of Wills,3223922.0,54721.0,33188.0,0.0,0.0,0.0,0.0,2012,3311831.0,,68,Register of Wills,68
Revenue,14544961.0,3772938.0,503279.0,0.0,0.0,0.0,0.0,2012,18821178.0,Revenue,36,Department of Revenue,36
Sheriff,14816967.0,307905.0,320818.0,0.0,0.0,0.0,0.0,2012,15445690.0,Sheriff,70,Office of the Sheriff,70
Streets,19834401.0,1642995.0,2585629.0,0.0,0.0,0.0,0.0,2012,24063025.0,Streets,12,Streets Department,12
Streets W Sanitation,46123890.0,44044511.0,1597512.0,48171.0,0.0,0.0,0.0,2012,91814084.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,140479.0,0.0,0.0,0.0,0.0,0.0,2012,140479.0,,35WF,Finance: Witness Fees,35
Youth Commission,24694.0,14432.0,2611.0,0.0,0.0,0.0,0.0,2012,41737.0,,47,Youth Commission,47
Zoning Bd. of Adi.,333162.0,33191.0,0.0,0.0,0.0,0.0,0.0,2012,366353.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,119408.0,96579.0,250.0,0.0,0.0,0.0,0.0,2012,216237.0,,57,Zoning Code Commission,57
