full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
9,631584,4165,2018,Actual,Full Year,City Representative,2018-06-30,Office of the City Representative,41,City Rep
9,704470,8000,2019,Adopted Budget,Full Year,City Representative,2019-06-30,Office of the City Representative,41,City Rep
10,769509,4000,2019,Target Budget,Full Year,City Representative,2019-06-30,Office of the City Representative,41,City Rep
8,769509,2300,2019,Current Projection,Full Year,City Representative,2019-06-30,Office of the City Representative,41,City Rep
15,985689,1049,2016,Actual,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer
14,979945,290,2017,Actual,Full Year,City Treasurer,2017-06-30,Office of the City Treasurer,40,City Treasurer
15,1064446,0,2018,Actual,Full Year,City Treasurer,2018-06-30,Office of the City Treasurer,40,City Treasurer
16,1046647,0,2019,Adopted Budget,Full Year,City Treasurer,2019-06-30,Office of the City Treasurer,40,City Treasurer
16,1080056,5000,2019,Target Budget,Full Year,City Treasurer,2019-06-30,Office of the City Treasurer,40,City Treasurer
16,1080056,4000,2019,Current Projection,Full Year,City Treasurer,2019-06-30,Office of the City Treasurer,40,City Treasurer
2,150173,0,2016,Actual,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,
2,161212,0,2017,Actual,Full Year,Civil Service Commission,2017-06-30,Civil Service Commission,55,
2,163743,0,2018,Actual,Full Year,Civil Service Commission,2018-06-30,Civil Service Commission,55,
2,167462,0,2019,Adopted Budget,Full Year,Civil Service Commission,2019-06-30,Civil Service Commission,55,
2,170997,0,2019,Target Budget,Full Year,Civil Service Commission,2019-06-30,Civil Service Commission,55,
2,170997,0,2019,Current Projection,Full Year,Civil Service Commission,2019-06-30,Civil Service Commission,55,
34,2351610,1717,2016,Actual,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce
28,2393155,914,2017,Actual,Full Year,Commerce,2017-06-30,Office of the Director of Commerce,42,Commerce
31,2114325,1176,2018,Actual,Full Year,Commerce,2018-06-30,Office of the Director of Commerce,42,Commerce
32,2120079,0,2019,Adopted Budget,Full Year,Commerce,2019-06-30,Office of the Director of Commerce,42,Commerce
52,3044944,100,2019,Target Budget,Full Year,Commerce,2019-06-30,Office of the Director of Commerce,42,Commerce
48,3044944,5300,2019,Current Projection,Full Year,Commerce,2019-06-30,Office of the Director of Commerce,42,Commerce
478,32810833,156060,2016,Actual,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO
492,32689069,54772,2017,Actual,Full Year,District Attorney,2017-06-30,District Attorney's Office,69,DAO
455,32249281,52297,2018,Actual,Full Year,District Attorney,2018-06-30,District Attorney's Office,69,DAO
513,37168476,100000,2019,Adopted Budget,Full Year,District Attorney,2019-06-30,District Attorney's Office,69,DAO
513,36608378,105644,2019,Target Budget,Full Year,District Attorney,2019-06-30,District Attorney's Office,69,DAO
491,36608378,155000,2019,Current Projection,Full Year,District Attorney,2019-06-30,District Attorney's Office,69,DAO
165,8230613,28879,2016,Actual,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance
111,6669543,18057,2017,Actual,Full Year,Finance,2017-06-30,Office of the Director of Finance,35,Finance
115,6963917,45510,2018,Actual,Full Year,Finance,2018-06-30,Office of the Director of Finance,35,Finance
123,7765535,34475,2019,Adopted Budget,Full Year,Finance,2019-06-30,Office of the Director of Finance,35,Finance
123,8044694,34475,2019,Target Budget,Full Year,Finance,2019-06-30,Office of the Director of Finance,35,Finance
116,8044694,74000,2019,Current Projection,Full Year,Finance,2019-06-30,Office of the Director of Finance,35,Finance
0,2588806,0,2016,Actual,Full Year,Finance Reg #32 Disability,2016-06-30,Finance: Reg #32,35-R32,
0,1987825,0,2017,Actual,Full Year,Finance Reg #32 Disability,2017-06-30,Finance: Reg #32,35-R32,
0,2556892,0,2018,Actual,Full Year,Finance Reg #32 Disability,2018-06-30,Finance: Reg #32,35-R32,
0,2650000,0,2019,Adopted Budget,Full Year,Finance Reg #32 Disability,2019-06-30,Finance: Reg #32,35-R32,
0,2650000,0,2019,Target Budget,Full Year,Finance Reg #32 Disability,2019-06-30,Finance: Reg #32,35-R32,
0,2650000,0,2019,Current Projection,Full Year,Finance Reg #32 Disability,2019-06-30,Finance: Reg #32,35-R32,
2316,219101252,37417517,2016,Actual,Full Year,Fire,2016-06-30,Fire Department,13,Fire
2281,214434520,25016458,2017,Actual,Full Year,Fire,2017-06-30,Fire Department,13,Fire
2511,244026657,36673566,2018,Actual,Full Year,Fire,2018-06-30,Fire Department,13,Fire
2672,263307745,28393506,2019,Adopted Budget,Full Year,Fire,2019-06-30,Fire Department,13,Fire
2672,280369652,51040245,2019,Target Budget,Full Year,Fire,2019-06-30,Fire Department,13,Fire
2530,280369652,50918000,2019,Current Projection,Full Year,Fire,2019-06-30,Fire Department,13,Fire
1839,97017514,426210,2016,Actual,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD
1856,94649818,7095,2017,Actual,Full Year,First Judicial District,2017-06-30,First Judicial District,84,FJD
1867,98343914,25034,2018,Actual,Full Year,First Judicial District,2018-06-30,First Judicial District,84,FJD
1841,98844666,94840,2019,Adopted Budget,Full Year,First Judicial District,2019-06-30,First Judicial District,84,FJD
1856,102019947,14840,2019,Target Budget,Full Year,First Judicial District,2019-06-30,First Judicial District,84,FJD
1842,102019947,24000,2019,Current Projection,Full Year,First Judicial District,2019-06-30,First Judicial District,84,FJD
263,17275918,3253678,2016,Actual,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet
270,16491089,2126729,2017,Actual,Full Year,Fleet Management,2017-06-30,Office of Fleet Management,25,Fleet
281,17532835,2249940,2018,Actual,Full Year,Fleet Management,2018-06-30,Office of Fleet Management,25,Fleet
306,18539450,1952606,2019,Adopted Budget,Full Year,Fleet Management,2019-06-30,Office of Fleet Management,25,Fleet
306,18703682,2453199,2019,Target Budget,Full Year,Fleet Management,2019-06-30,Office of Fleet Management,25,Fleet
286,18703682,2405000,2019,Current Projection,Full Year,Fleet Management,2019-06-30,Office of Fleet Management,25,Fleet
636,34808182,1672235,2016,Actual,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library
643,35905717,1762275,2017,Actual,Full Year,Free Library,2017-06-30,The Free Library of Philadelphia,52,Free Library
649,36929841,1576070,2018,Actual,Full Year,Free Library,2018-06-30,The Free Library of Philadelphia,52,Free Library
692,36659781,1343781,2019,Adopted Budget,Full Year,Free Library,2019-06-30,The Free Library of Philadelphia,52,Free Library
692,37639135,1543781,2019,Target Budget,Full Year,Free Library,2019-06-30,The Free Library of Philadelphia,52,Free Library
651,37639135,1685000,2019,Current Projection,Full Year,Free Library,2019-06-30,The Free Library of Philadelphia,52,Free Library
5,341606,0,2016,Actual,Full Year,Historical Commission,2016-06-30,Historical Commission,32,
6,400662,0,2017,Actual,Full Year,Historical Commission,2017-06-30,Historical Commission,32,
0,0,0,2018,Actual,Full Year,Historical Commission,2018-06-30,Historical Commission,32,
0,0,0,2019,Adopted Budget,Full Year,Historical Commission,2019-06-30,Historical Commission,32,
0,0,0,2019,Target Budget,Full Year,Historical Commission,2019-06-30,Historical Commission,32,
0,0,0,2019,Current Projection,Full Year,Historical Commission,2019-06-30,Historical Commission,32,
32,1837948,0,2016,Actual,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations
31,1949691,0,2017,Actual,Full Year,Human Relations Commission,2017-06-30,Commission on Human Relations,54,Human Relations
32,2033062,0,2018,Actual,Full Year,Human Relations Commission,2018-06-30,Commission on Human Relations,54,Human Relations
34,2139648,0,2019,Adopted Budget,Full Year,Human Relations Commission,2019-06-30,Commission on Human Relations,54,Human Relations
34,2234730,0,2019,Target Budget,Full Year,Human Relations Commission,2019-06-30,Commission on Human Relations,54,Human Relations
32,2234730,0,2019,Current Projection,Full Year,Human Relations Commission,2019-06-30,Commission on Human Relations,54,Human Relations
449,21714429,1523769,2016,Actual,Full Year,Human Services,2016-06-30,Department of Human Services,22,DHS
385,26260507,5627058,2017,Actual,Full Year,Human Services,2017-06-30,Department of Human Services,22,DHS
517,30712077,3968761,2018,Actual,Full Year,Human Services,2018-06-30,Department of Human Services,22,DHS
460,27246823,3417347,2019,Adopted Budget,Full Year,Human Services,2019-06-30,Department of Human Services,22,DHS
460,27246823,3417347,2019,Target Budget,Full Year,Human Services,2019-06-30,Department of Human Services,22,DHS
396,27246823,3417347,2019,Current Projection,Full Year,Human Services,2019-06-30,Department of Human Services,22,DHS
7,496053,0,2016,Actual,Full Year,Labor,2016-06-30,Labor,03,
16,919175,0,2017,Actual,Full Year,Labor,2017-06-30,Labor,03,
20,1425750,71,2018,Actual,Full Year,Labor,2018-06-30,Labor,03,
23,1562009,0,2019,Adopted Budget,Full Year,Labor,2019-06-30,Labor,03,
26,1829166,0,2019,Target Budget,Full Year,Labor,2019-06-30,Labor,03,
22,1829166,300,2019,Current Projection,Full Year,Labor,2019-06-30,Labor,03,
126,7405269,99,2016,Actual,Full Year,Law,2016-06-30,Law Department,44,Law
119,8085037,0,2017,Actual,Full Year,Law,2017-06-30,Law Department,44,Law
121,7978352,1254,2018,Actual,Full Year,Law,2018-06-30,Law Department,44,Law
129,9163318,100,2019,Adopted Budget,Full Year,Law,2019-06-30,Law Department,44,Law
129,9394250,1000,2019,Target Budget,Full Year,Law,2019-06-30,Law Department,44,Law
128,9394250,100,2019,Current Projection,Full Year,Law,2019-06-30,Law Department,44,Law
335,18606512,1812827,2016,Actual,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I
348,19578047,1563457,2017,Actual,Full Year,Licenses & Inspections,2017-06-30,Department of Licenses and Inspections,26,L&I
396,22292655,1306891,2018,Actual,Full Year,Licenses & Inspections,2018-06-30,Department of Licenses and Inspections,26,L&I
429,23144341,1155385,2019,Adopted Budget,Full Year,Licenses & Inspections,2019-06-30,Department of Licenses and Inspections,26,L&I
429,23116155,1334285,2019,Target Budget,Full Year,Licenses & Inspections,2019-06-30,Department of Licenses and Inspections,26,L&I
372,23116155,1423000,2019,Current Projection,Full Year,Licenses & Inspections,2019-06-30,Department of Licenses and Inspections,26,L&I
1,67890,220,2016,Actual,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,
1,69683,117,2017,Actual,Full Year,L&I-Board of Building Standards,2017-06-30,L&I: Board of Building and Standards,29,
1,67339,0,2018,Actual,Full Year,L&I-Board of Building Standards,2018-06-30,L&I: Board of Building and Standards,29,
1,75419,0,2019,Adopted Budget,Full Year,L&I-Board of Building Standards,2019-06-30,L&I: Board of Building and Standards,29,
1,78574,0,2019,Target Budget,Full Year,L&I-Board of Building Standards,2019-06-30,L&I: Board of Building and Standards,29,
1,78574,0,2019,Current Projection,Full Year,L&I-Board of Building Standards,2019-06-30,L&I: Board of Building and Standards,29,
2,139762,1788,2016,Actual,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,
2,148864,1132,2017,Actual,Full Year,L&I-Board of L & I Review,2017-06-30,L&I: Board of Review,27,
2,143207,1372,2018,Actual,Full Year,L&I-Board of L & I Review,2018-06-30,L&I: Board of Review,27,
2,162284,0,2019,Adopted Budget,Full Year,L&I-Board of L & I Review,2019-06-30,L&I: Board of Review,27,
2,162284,900,2019,Target Budget,Full Year,L&I-Board of L & I Review,2019-06-30,L&I: Board of Review,27,
2,162284,1200,2019,Current Projection,Full Year,L&I-Board of L & I Review,2019-06-30,L&I: Board of Review,27,
5,326821,2131,2016,Actual,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA
5,320504,402,2017,Actual,Full Year,L&I-Zoning Board of Adjustment,2017-06-30,Zoning Board of Adjustments,30,ZBA
0,0,0,2018,Actual,Full Year,L&I-Zoning Board of Adjustment,2018-06-30,Zoning Board of Adjustments,30,ZBA
0,0,0,2019,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2019-06-30,Zoning Board of Adjustments,30,ZBA
0,0,0,2019,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2019-06-30,Zoning Board of Adjustments,30,ZBA
0,0,0,2019,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2019-06-30,Zoning Board of Adjustments,30,ZBA
258,17601829,537197,2016,Actual,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO
296,18885758,444040,2017,Actual,Full Year,Managing Director,2017-06-30,Managing Director's Office,10,MDO
307,20292249,471245,2018,Actual,Full Year,Managing Director,2018-06-30,Managing Director's Office,10,MDO
312,20339262,360000,2019,Adopted Budget,Full Year,Managing Director,2019-06-30,Managing Director's Office,10,MDO
321,21610475,468573,2019,Target Budget,Full Year,Managing Director,2019-06-30,Managing Director's Office,10,MDO
307,21610475,482000,2019,Current Projection,Full Year,Managing Director,2019-06-30,Managing Director's Office,10,MDO
48,3960415,0,2016,Actual,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor
42,3647357,0,2017,Actual,Full Year,Mayor's Office,2017-06-30,Mayor's Office,05,Mayor
41,3487719,0,2018,Actual,Full Year,Mayor's Office,2018-06-30,Mayor's Office,05,Mayor
53,4605862,0,2019,Adopted Budget,Full Year,Mayor's Office,2019-06-30,Mayor's Office,05,Mayor
54,4817851,0,2019,Target Budget,Full Year,Mayor's Office,2019-06-30,Mayor's Office,05,Mayor
51,4817851,0,2019,Current Projection,Full Year,Mayor's Office,2019-06-30,Mayor's Office,05,Mayor
0,90000,0,2016,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2017,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2017-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
2,233263,0,2018,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2018-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2019,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2019-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2019,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2019-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2019,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2019-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
8,473894,131,2016,Actual,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2017,Actual,Full Year,Mayor's Office of Transportation and Utilities,2017-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2018,Actual,Full Year,Mayor's Office of Transportation and Utilities,2018-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2019,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2019-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2019,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2019-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2019,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2019-06-30,Mayor's Office of Transportation and Utilities,46,
11,495213,13832,2016,Actual,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts
10,528228,14905,2017,Actual,Full Year,Mural Arts Program,2017-06-30,Mural Arts Program,50,Mural Arts
11,545525,28588,2018,Actual,Full Year,Mural Arts Program,2018-06-30,Mural Arts Program,50,Mural Arts
12,583401,13864,2019,Adopted Budget,Full Year,Mural Arts Program,2019-06-30,Mural Arts Program,50,Mural Arts
12,598987,19000,2019,Target Budget,Full Year,Mural Arts Program,2019-06-30,Mural Arts Program,50,Mural Arts
11,598987,16500,2019,Current Projection,Full Year,Mural Arts Program,2019-06-30,Mural Arts Program,50,Mural Arts
2,308789,0,2016,Actual,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
4,236770,0,2017,Actual,Full Year,Office of Arts and Culture,2017-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
5,274563,0,2018,Actual,Full Year,Office of Arts and Culture,2018-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
5,312767,0,2019,Adopted Budget,Full Year,Office of Arts and Culture,2019-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
8,475752,0,2019,Target Budget,Full Year,Office of Arts and Culture,2019-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
7,475752,40,2019,Current Projection,Full Year,Office of Arts and Culture,2019-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
16,995153,5195,2016,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1006269,9922,2017,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2017-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1558164,6737,2018,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2018-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1076779,6000,2019,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
19,1596553,6000,2019,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1596553,7000,2019,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
0,0,0,2016,Actual,Full Year,Office of the Chief Administrative Officer,2016-06-30,Office of the Chief Administrative Officer,65,CAO
55,3830324,6608,2017,Actual,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,65,CAO
58,4045694,54046,2018,Actual,Full Year,Office of the Chief Administrative Officer,2018-06-30,Office of the Chief Administrative Officer,65,CAO
64,4137615,10000,2019,Adopted Budget,Full Year,Office of the Chief Administrative Officer,2019-06-30,Office of the Chief Administrative Officer,65,CAO
63,4187271,25798,2019,Target Budget,Full Year,Office of the Chief Administrative Officer,2019-06-30,Office of the Chief Administrative Officer,65,CAO
56,4187271,22000,2019,Current Projection,Full Year,Office of the Chief Administrative Officer,2019-06-30,Office of the Chief Administrative Officer,65,CAO
0,0,0,2016,Actual,Full Year,Office of Education,2016-06-30,Office of Children and Families,66,OCF
32,1933963,0,2017,Actual,Full Year,Office of Education,2017-06-30,Office of Children and Families,66,OCF
33,2215607,0,2018,Actual,Full Year,Office of Education,2018-06-30,Office of Children and Families,66,OCF
36,2592084,0,2019,Adopted Budget,Full Year,Office of Education,2019-06-30,Office of Children and Families,66,OCF
36,2655579,0,2019,Target Budget,Full Year,Office of Education,2019-06-30,Office of Children and Families,66,OCF
32,2655579,0,2019,Current Projection,Full Year,Office of Education,2019-06-30,Office of Children and Families,66,OCF
146,8241791,302491,2016,Actual,Full Year,Office of Homeless Services,2016-06-30,Office of Homeless Services,24,OHS
146,8491983,201512,2017,Actual,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,24,OHS
150,8685048,145390,2018,Actual,Full Year,Office of Homeless Services,2018-06-30,Office of Homeless Services,24,OHS
157,8830135,282550,2019,Adopted Budget,Full Year,Office of Homeless Services,2019-06-30,Office of Homeless Services,24,OHS
157,9120404,182550,2019,Target Budget,Full Year,Office of Homeless Services,2019-06-30,Office of Homeless Services,24,OHS
151,9120404,202000,2019,Current Projection,Full Year,Office of Homeless Services,2019-06-30,Office of Homeless Services,24,OHS
84,5313085,58916,2016,Actual,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR
85,5327367,48476,2017,Actual,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,56,OHR
78,4766878,44902,2018,Actual,Full Year,Office of Human Resources,2018-06-30,Office of Human Resources,56,OHR
85,5035367,45000,2019,Adopted Budget,Full Year,Office of Human Resources,2019-06-30,Office of Human Resources,56,OHR
85,5226848,52000,2019,Target Budget,Full Year,Office of Human Resources,2019-06-30,Office of Human Resources,56,OHR
77,5226848,45000,2019,Current Projection,Full Year,Office of Human Resources,2019-06-30,Office of Human Resources,56,OHR
271,19807002,706984,2016,Actual,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT
274,19875293,664825,2017,Actual,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,04,OIT
284,20852810,561869,2018,Actual,Full Year,Office of Innovation and Technology,2018-06-30,Office of Innovation and Technology,04,OIT
293,20817723,779300,2019,Adopted Budget,Full Year,Office of Innovation and Technology,2019-06-30,Office of Innovation and Technology,04,OIT
293,21522025,513300,2019,Target Budget,Full Year,Office of Innovation and Technology,2019-06-30,Office of Innovation and Technology,04,OIT
277,21522025,489000,2019,Current Projection,Full Year,Office of Innovation and Technology,2019-06-30,Office of Innovation and Technology,04,OIT
19,1373644,0,2016,Actual,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG
18,1355599,0,2017,Actual,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,48,OIG
19,1409169,0,2018,Actual,Full Year,Office of the Inspector General,2018-06-30,Office of the Inspector General,48,OIG
21,1533111,0,2019,Adopted Budget,Full Year,Office of the Inspector General,2019-06-30,Office of the Inspector General,48,OIG
21,1577241,0,2019,Target Budget,Full Year,Office of the Inspector General,2019-06-30,Office of the Inspector General,48,OIG
18,1577241,0,2019,Current Projection,Full Year,Office of the Inspector General,2019-06-30,Office of the Inspector General,48,OIG
0,0,0,2016,Actual,Full Year,Office of Planning and Development,2016-06-30,Mayor's Office of Planning and Development,62,
4,450687,0,2017,Actual,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2018,Actual,Full Year,Office of Planning and Development,2018-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2019,Adopted Budget,Full Year,Office of Planning and Development,2019-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2019,Target Budget,Full Year,Office of Planning and Development,2019-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2019,Current Projection,Full Year,Office of Planning and Development,2019-06-30,Mayor's Office of Planning and Development,62,
200,10675256,29129,2016,Actual,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA
199,11324075,59841,2017,Actual,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,59,OPA
193,11852174,29688,2018,Actual,Full Year,Office of Property Assessment,2018-06-30,Office of Property Assessment,59,OPA
225,11890699,50000,2019,Adopted Budget,Full Year,Office of Property Assessment,2019-06-30,Office of Property Assessment,59,OPA
225,12388764,110000,2019,Target Budget,Full Year,Office of Property Assessment,2019-06-30,Office of Property Assessment,59,OPA
196,12388764,95000,2019,Current Projection,Full Year,Office of Property Assessment,2019-06-30,Office of Property Assessment,59,OPA
8,488757,0,2016,Actual,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability
7,513653,0,2017,Actual,Full Year,Office of Sustainability,2017-06-30,Office of Sustainability,49,Sustainability
9,498576,495,2018,Actual,Full Year,Office of Sustainability,2018-06-30,Office of Sustainability,49,Sustainability
