full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
16,1268936,8586,2020,Actual,Full Year,City Treasurer,2020-06-30,Office of the City Treasurer,40,City Treasurer
16,1230203,56626,2021,Actual,Full Year,City Treasurer,2021-06-30,Office of the City Treasurer,40,City Treasurer
16,297452,2500,2022,Target Budget,YTD,City Treasurer,2021-09-30,Office of the City Treasurer,40,City Treasurer
16,297452,16242,2022,Actual,YTD,City Treasurer,2021-09-30,Office of the City Treasurer,40,City Treasurer
18,1395075,10000,2022,Adopted Budget,Full Year,City Treasurer,2021-09-30,Office of the City Treasurer,40,City Treasurer
18,1395075,10000,2022,Target Budget,Full Year,City Treasurer,2021-09-30,Office of the City Treasurer,40,City Treasurer
18,1395075,42068,2022,Current Projection,Full Year,City Treasurer,2021-09-30,Office of the City Treasurer,40,City Treasurer
2,168597,0,2019,Actual,Full Year,Civil Service Commission,2019-06-30,Civil Service Commission,55,
2,160826,0,2020,Actual,Full Year,Civil Service Commission,2020-06-30,Civil Service Commission,55,
1,140533,0,2021,Actual,Full Year,Civil Service Commission,2021-06-30,Civil Service Commission,55,
2,25796,0,2022,Target Budget,YTD,Civil Service Commission,2021-09-30,Civil Service Commission,55,
2,25796,0,2022,Actual,YTD,Civil Service Commission,2021-09-30,Civil Service Commission,55,
2,177148,0,2022,Adopted Budget,Full Year,Civil Service Commission,2021-09-30,Civil Service Commission,55,
2,177148,0,2022,Target Budget,Full Year,Civil Service Commission,2021-09-30,Civil Service Commission,55,
2,177148,0,2022,Current Projection,Full Year,Civil Service Commission,2021-09-30,Civil Service Commission,55,
48,3028159,5257,2019,Actual,Full Year,Commerce,2019-06-30,Office of the Director of Commerce,42,Commerce
44,3453180,6816,2020,Actual,Full Year,Commerce,2020-06-30,Office of the Director of Commerce,42,Commerce
37,2499341,0,2021,Actual,Full Year,Commerce,2021-06-30,Office of the Director of Commerce,42,Commerce
32,649524,2500,2022,Target Budget,YTD,Commerce,2021-09-30,Office of the Director of Commerce,42,Commerce
32,649524,0,2022,Actual,YTD,Commerce,2021-09-30,Office of the Director of Commerce,42,Commerce
51,3614341,10000,2022,Adopted Budget,Full Year,Commerce,2021-09-30,Office of the Director of Commerce,42,Commerce
51,3614341,10000,2022,Target Budget,Full Year,Commerce,2021-09-30,Office of the Director of Commerce,42,Commerce
51,3614341,10000,2022,Current Projection,Full Year,Commerce,2021-09-30,Office of the Director of Commerce,42,Commerce
491,34265564,155103,2019,Actual,Full Year,District Attorney,2019-06-30,District Attorney's Office,69,DAO
545,38029618,135138,2020,Actual,Full Year,District Attorney,2020-06-30,District Attorney's Office,69,DAO
521,38421902,141860,2021,Actual,Full Year,District Attorney,2021-06-30,District Attorney's Office,69,DAO
540,8381774,41000,2022,Target Budget,YTD,District Attorney,2021-09-30,District Attorney's Office,69,DAO
564,8381774,50458,2022,Actual,YTD,District Attorney,2021-09-30,District Attorney's Office,69,DAO
540,36562904,164000,2022,Adopted Budget,Full Year,District Attorney,2021-09-30,District Attorney's Office,69,DAO
540,36562904,164000,2022,Target Budget,Full Year,District Attorney,2021-09-30,District Attorney's Office,69,DAO
540,37962904,164000,2022,Current Projection,Full Year,District Attorney,2021-09-30,District Attorney's Office,69,DAO
116,7756138,74302,2019,Actual,Full Year,Finance,2019-06-30,Office of the Director of Finance,35,Finance
119,9222201,74119,2020,Actual,Full Year,Finance,2020-06-30,Office of the Director of Finance,35,Finance
119,9293924,128747,2021,Actual,Full Year,Finance,2021-06-30,Office of the Director of Finance,35,Finance
117,2087527,21315,2022,Target Budget,YTD,Finance,2021-09-30,Office of the Director of Finance,35,Finance
117,2087527,22387,2022,Actual,YTD,Finance,2021-09-30,Office of the Director of Finance,35,Finance
132,10185891,85259,2022,Adopted Budget,Full Year,Finance,2021-09-30,Office of the Director of Finance,35,Finance
132,10185891,85259,2022,Target Budget,Full Year,Finance,2021-09-30,Office of the Director of Finance,35,Finance
129,9974320,137689,2022,Current Projection,Full Year,Finance,2021-09-30,Office of the Director of Finance,35,Finance
0,2413758,0,2019,Actual,Full Year,Finance Reg #32 Disability,2019-06-30,Finance: Reg #32,35-R32,
0,1092451,0,2020,Actual,Full Year,Finance Reg #32 Disability,2020-06-30,Finance: Reg #32,35-R32,
0,2167137,0,2021,Actual,Full Year,Finance Reg #32 Disability,2021-06-30,Finance: Reg #32,35-R32,
0,505300,0,2022,Target Budget,YTD,Finance Reg #32 Disability,2021-09-30,Finance: Reg #32,35-R32,
0,505300,0,2022,Actual,YTD,Finance Reg #32 Disability,2021-09-30,Finance: Reg #32,35-R32,
0,2293165,0,2022,Adopted Budget,Full Year,Finance Reg #32 Disability,2021-09-30,Finance: Reg #32,35-R32,
0,2293165,0,2022,Target Budget,Full Year,Finance Reg #32 Disability,2021-09-30,Finance: Reg #32,35-R32,
0,2293165,0,2022,Current Projection,Full Year,Finance Reg #32 Disability,2021-09-30,Finance: Reg #32,35-R32,
2530,283319650,50943620,2019,Actual,Full Year,Fire,2019-06-30,Fire Department,13,Fire
2628,303857650,63932091,2020,Actual,Full Year,Fire,2020-06-30,Fire Department,13,Fire
2678,318512653,62597682,2021,Actual,Full Year,Fire,2021-06-30,Fire Department,13,Fire
2653,69430631,17446068,2022,Target Budget,YTD,Fire,2021-09-30,Fire Department,13,Fire
2653,69430631,14272333,2022,Actual,YTD,Fire,2021-09-30,Fire Department,13,Fire
3368,332992022,69784271,2022,Adopted Budget,Full Year,Fire,2021-09-30,Fire Department,13,Fire
3368,332992022,69784271,2022,Target Budget,Full Year,Fire,2021-09-30,Fire Department,13,Fire
2928,330437819,69784271,2022,Current Projection,Full Year,Fire,2021-09-30,Fire Department,13,Fire
1842,100719400,24242,2019,Actual,Full Year,First Judicial District,2019-06-30,First Judicial District,84,FJD
1825,103276427,47641,2020,Actual,Full Year,First Judicial District,2020-06-30,First Judicial District,84,FJD
1773,102667998,12832,2021,Actual,Full Year,First Judicial District,2021-06-30,First Judicial District,84,FJD
1740,24258101,23710,2022,Target Budget,YTD,First Judicial District,2021-09-30,First Judicial District,84,FJD
1741,24258101,1322,2022,Actual,YTD,First Judicial District,2021-09-30,First Judicial District,84,FJD
1822,105324122,94840,2022,Adopted Budget,Full Year,First Judicial District,2021-09-30,First Judicial District,84,FJD
1822,105324122,94840,2022,Target Budget,Full Year,First Judicial District,2021-09-30,First Judicial District,84,FJD
1822,106324122,94840,2022,Current Projection,Full Year,First Judicial District,2021-09-30,First Judicial District,84,FJD
286,18501080,2406919,2019,Actual,Full Year,Fleet Management,2019-06-30,Office of Fleet Management,25,Fleet
282,18563332,1679115,2020,Actual,Full Year,Fleet Management,2020-06-30,Office of Fleet Management,25,Fleet
268,17982245,1413920,2021,Actual,Full Year,Fleet Management,2021-06-30,Office of Fleet Management,25,Fleet
266,4008749,407457,2022,Target Budget,YTD,Fleet Management,2021-09-30,Office of Fleet Management,25,Fleet
266,4008749,287877,2022,Actual,YTD,Fleet Management,2021-09-30,Office of Fleet Management,25,Fleet
315,19260680,1629828,2022,Adopted Budget,Full Year,Fleet Management,2021-09-30,Office of Fleet Management,25,Fleet
315,19260680,1629828,2022,Target Budget,Full Year,Fleet Management,2021-09-30,Office of Fleet Management,25,Fleet
315,19260680,1629828,2022,Current Projection,Full Year,Fleet Management,2021-09-30,Office of Fleet Management,25,Fleet
651,38004616,1667956,2019,Actual,Full Year,Free Library,2019-06-30,The Free Library of Philadelphia,52,Free Library
677,41221658,1646292,2020,Actual,Full Year,Free Library,2020-06-30,The Free Library of Philadelphia,52,Free Library
634,36056416,325884,2021,Actual,Full Year,Free Library,2021-06-30,The Free Library of Philadelphia,52,Free Library
636,8583224,471250,2022,Target Budget,YTD,Free Library,2021-09-30,The Free Library of Philadelphia,52,Free Library
636,8583224,111212,2022,Actual,YTD,Free Library,2021-09-30,The Free Library of Philadelphia,52,Free Library
715,38171857,1885000,2022,Adopted Budget,Full Year,Free Library,2021-09-30,The Free Library of Philadelphia,52,Free Library
715,38171857,1885000,2022,Target Budget,Full Year,Free Library,2021-09-30,The Free Library of Philadelphia,52,Free Library
715,39104952,1085000,2022,Current Projection,Full Year,Free Library,2021-09-30,The Free Library of Philadelphia,52,Free Library
32,2071428,0,2019,Actual,Full Year,Human Relations Commission,2019-06-30,Commission on Human Relations,54,Human Relations
34,2286672,23,2020,Actual,Full Year,Human Relations Commission,2020-06-30,Commission on Human Relations,54,Human Relations
32,2267083,4569,2021,Actual,Full Year,Human Relations Commission,2021-06-30,Commission on Human Relations,54,Human Relations
31,481036,0,2022,Target Budget,YTD,Human Relations Commission,2021-09-30,Commission on Human Relations,54,Human Relations
31,481036,13381,2022,Actual,YTD,Human Relations Commission,2021-09-30,Commission on Human Relations,54,Human Relations
33,2325040,0,2022,Adopted Budget,Full Year,Human Relations Commission,2021-09-30,Commission on Human Relations,54,Human Relations
33,2325040,0,2022,Target Budget,Full Year,Human Relations Commission,2021-09-30,Commission on Human Relations,54,Human Relations
33,2325040,0,2022,Current Projection,Full Year,Human Relations Commission,2021-09-30,Commission on Human Relations,54,Human Relations
396,22738842,2644765,2019,Actual,Full Year,Human Services,2019-06-30,Department of Human Services,22,DHS
437,22404173,2993692,2020,Actual,Full Year,Human Services,2020-06-30,Department of Human Services,22,DHS
492,28025714,3324490,2021,Actual,Full Year,Human Services,2021-06-30,Department of Human Services,22,DHS
492,0,947259,2022,Target Budget,YTD,Human Services,2021-09-30,Department of Human Services,22,DHS
492,0,0,2022,Actual,YTD,Human Services,2021-09-30,Department of Human Services,22,DHS
492,32182866,3789034,2022,Adopted Budget,Full Year,Human Services,2021-09-30,Department of Human Services,22,DHS
492,32182866,3789034,2022,Target Budget,Full Year,Human Services,2021-09-30,Department of Human Services,22,DHS
492,32182866,3789034,2022,Current Projection,Full Year,Human Services,2021-09-30,Department of Human Services,22,DHS
22,1586766,274,2019,Actual,Full Year,Labor,2019-06-30,Labor,03,
27,1945732,986,2020,Actual,Full Year,Labor,2020-06-30,Labor,03,
26,1991712,59,2021,Actual,Full Year,Labor,2021-06-30,Labor,03,
26,461937,8988,2022,Target Budget,YTD,Labor,2021-09-30,Labor,03,
26,461937,80,2022,Actual,YTD,Labor,2021-09-30,Labor,03,
39,2939422,35950,2022,Adopted Budget,Full Year,Labor,2021-09-30,Labor,03,
39,2939422,35950,2022,Target Budget,Full Year,Labor,2021-09-30,Labor,03,
37,2840422,5950,2022,Current Projection,Full Year,Labor,2021-09-30,Labor,03,
128,8802032,72,2019,Actual,Full Year,Law,2019-06-30,Law Department,44,Law
130,9733493,6,2020,Actual,Full Year,Law,2020-06-30,Law Department,44,Law
127,9640029,6050,2021,Actual,Full Year,Law,2021-06-30,Law Department,44,Law
168,2843053,0,2022,Target Budget,YTD,Law,2021-09-30,Law Department,44,Law
168,2843053,248,2022,Actual,YTD,Law,2021-09-30,Law Department,44,Law
180,13329167,0,2022,Adopted Budget,Full Year,Law,2021-09-30,Law Department,44,Law
180,13329167,0,2022,Target Budget,Full Year,Law,2021-09-30,Law Department,44,Law
180,13529379,0,2022,Current Projection,Full Year,Law,2021-09-30,Law Department,44,Law
372,23626633,1432352,2019,Actual,Full Year,Licenses & Inspections,2019-06-30,Department of Licenses and Inspections,26,L&I
394,24986716,1408144,2020,Actual,Full Year,Licenses & Inspections,2020-06-30,Department of Licenses and Inspections,26,L&I
372,24779256,845614,2021,Actual,Full Year,Licenses & Inspections,2021-06-30,Department of Licenses and Inspections,26,L&I
359,5056575,289053,2022,Target Budget,YTD,Licenses & Inspections,2021-09-30,Department of Licenses and Inspections,26,L&I
359,5056575,227484,2022,Actual,YTD,Licenses & Inspections,2021-09-30,Department of Licenses and Inspections,26,L&I
426,24577968,1156213,2022,Adopted Budget,Full Year,Licenses & Inspections,2021-09-30,Department of Licenses and Inspections,26,L&I
426,24577968,1156213,2022,Target Budget,Full Year,Licenses & Inspections,2021-09-30,Department of Licenses and Inspections,26,L&I
426,24427968,1006213,2022,Current Projection,Full Year,Licenses & Inspections,2021-09-30,Department of Licenses and Inspections,26,L&I
1,83562,0,2019,Actual,Full Year,L&I-Board of Building Standards,2019-06-30,L&I: Board of Building and Standards,29,
1,79592,0,2020,Actual,Full Year,L&I-Board of Building Standards,2020-06-30,L&I: Board of Building and Standards,29,
1,85061,0,2021,Actual,Full Year,L&I-Board of Building Standards,2021-06-30,L&I: Board of Building and Standards,29,
1,18999,0,2022,Target Budget,YTD,L&I-Board of Building Standards,2021-09-30,L&I: Board of Building and Standards,29,
1,18999,0,2022,Actual,YTD,L&I-Board of Building Standards,2021-09-30,L&I: Board of Building and Standards,29,
1,82018,0,2022,Adopted Budget,Full Year,L&I-Board of Building Standards,2021-09-30,L&I: Board of Building and Standards,29,
1,82018,0,2022,Target Budget,Full Year,L&I-Board of Building Standards,2021-09-30,L&I: Board of Building and Standards,29,
1,79557,0,2022,Current Projection,Full Year,L&I-Board of Building Standards,2021-09-30,L&I: Board of Building and Standards,29,
2,129561,1164,2019,Actual,Full Year,L&I-Board of L & I Review,2019-06-30,L&I: Board of Review,27,
2,126329,35,2020,Actual,Full Year,L&I-Board of L & I Review,2020-06-30,L&I: Board of Review,27,
1,118576,0,2021,Actual,Full Year,L&I-Board of L & I Review,2021-06-30,L&I: Board of Review,27,
2,24829,0,2022,Target Budget,YTD,L&I-Board of L & I Review,2021-09-30,L&I: Board of Review,27,
2,24829,579,2022,Actual,YTD,L&I-Board of L & I Review,2021-09-30,L&I: Board of Review,27,
2,165635,0,2022,Adopted Budget,Full Year,L&I-Board of L & I Review,2021-09-30,L&I: Board of Review,27,
2,165635,0,2022,Target Budget,Full Year,L&I-Board of L & I Review,2021-09-30,L&I: Board of Review,27,
2,165635,2300,2022,Current Projection,Full Year,L&I-Board of L & I Review,2021-09-30,L&I: Board of Review,27,
307,20519487,501777,2019,Actual,Full Year,Managing Director,2019-06-30,Managing Director's Office,10,MDO
287,40052290,1088557,2020,Actual,Full Year,Managing Director,2020-06-30,Managing Director's Office,10,MDO
290,28719552,824568,2021,Actual,Full Year,Managing Director,2021-06-30,Managing Director's Office,10,MDO
290,4460683,216163,2022,Target Budget,YTD,Managing Director,2021-09-30,Managing Director's Office,10,MDO
290,4460683,148806,2022,Actual,YTD,Managing Director,2021-09-30,Managing Director's Office,10,MDO
456,43754013,864650,2022,Adopted Budget,Full Year,Managing Director,2021-09-30,Managing Director's Office,10,MDO
456,43754013,864650,2022,Target Budget,Full Year,Managing Director,2021-09-30,Managing Director's Office,10,MDO
450,43157013,744650,2022,Current Projection,Full Year,Managing Director,2021-09-30,Managing Director's Office,10,MDO
51,4779593,0,2019,Actual,Full Year,Mayor's Office,2019-06-30,Mayor's Office,05,Mayor
61,5526098,88,2020,Actual,Full Year,Mayor's Office,2020-06-30,Mayor's Office,05,Mayor
61,5574446,0,2021,Actual,Full Year,Mayor's Office,2021-06-30,Mayor's Office,05,Mayor
59,1195492,0,2022,Target Budget,YTD,Mayor's Office,2021-09-30,Mayor's Office,05,Mayor
59,1195492,0,2022,Actual,YTD,Mayor's Office,2021-09-30,Mayor's Office,05,Mayor
62,5892600,0,2022,Adopted Budget,Full Year,Mayor's Office,2021-09-30,Mayor's Office,05,Mayor
62,5892600,0,2022,Target Budget,Full Year,Mayor's Office,2021-09-30,Mayor's Office,05,Mayor
62,5892600,0,2022,Current Projection,Full Year,Mayor's Office,2021-09-30,Mayor's Office,05,Mayor
0,90000,0,2019,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2019-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2020,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2020-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,45000,0,2021,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2021-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2022,Target Budget,YTD,Mayor's Office of Community Empowerment and Opportunity,2021-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2022,Actual,YTD,Mayor's Office of Community Empowerment and Opportunity,2021-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,45000,0,2022,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2021-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,45000,0,2022,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2021-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,45000,0,2022,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2021-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
11,587931,16444,2019,Actual,Full Year,Mural Arts Program,2019-06-30,Mural Arts Program,50,Mural Arts
10,598178,11874,2020,Actual,Full Year,Mural Arts Program,2020-06-30,Mural Arts Program,50,Mural Arts
8,577153,2317,2021,Actual,Full Year,Mural Arts Program,2021-06-30,Mural Arts Program,50,Mural Arts
8,84626,4250,2022,Target Budget,YTD,Mural Arts Program,2021-09-30,Mural Arts Program,50,Mural Arts
8,84626,1455,2022,Actual,YTD,Mural Arts Program,2021-09-30,Mural Arts Program,50,Mural Arts
10,586569,17000,2022,Adopted Budget,Full Year,Mural Arts Program,2021-09-30,Mural Arts Program,50,Mural Arts
10,586569,17000,2022,Target Budget,Full Year,Mural Arts Program,2021-09-30,Mural Arts Program,50,Mural Arts
10,586569,17000,2022,Current Projection,Full Year,Mural Arts Program,2021-09-30,Mural Arts Program,50,Mural Arts
7,453399,40,2019,Actual,Full Year,Office of Arts and Culture,2019-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,544982,150,2020,Actual,Full Year,Office of Arts and Culture,2020-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2021,Actual,Full Year,Office of Arts and Culture,2021-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2022,Target Budget,YTD,Office of Arts and Culture,2021-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2022,Actual,YTD,Office of Arts and Culture,2021-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2022,Adopted Budget,Full Year,Office of Arts and Culture,2021-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2022,Target Budget,Full Year,Office of Arts and Culture,2021-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2022,Current Projection,Full Year,Office of Arts and Culture,2021-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
16,1580748,6906,2019,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
24,1550431,6636,2020,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2020-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
23,1546510,7582,2021,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2021-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
27,382256,1000,2022,Target Budget,YTD,Office of Behavioral Health and Intellectual disAbility,2021-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
27,382256,10650,2022,Actual,YTD,Office of Behavioral Health and Intellectual disAbility,2021-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
47,2980922,4000,2022,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2021-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
47,2980922,4000,2022,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2021-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
46,2910281,75237,2022,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2021-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
56,3831785,21904,2019,Actual,Full Year,Office of the Chief Administrative Officer,2019-06-30,Office of the Chief Administrative Officer,65,CAO
64,4435378,2621,2020,Actual,Full Year,Office of the Chief Administrative Officer,2020-06-30,Office of the Chief Administrative Officer,65,CAO
59,4005063,443,2021,Actual,Full Year,Office of the Chief Administrative Officer,2021-06-30,Office of the Chief Administrative Officer,65,CAO
60,856327,2050,2022,Target Budget,YTD,Office of the Chief Administrative Officer,2021-09-30,Office of the Chief Administrative Officer,65,CAO
60,856327,0,2022,Actual,YTD,Office of the Chief Administrative Officer,2021-09-30,Office of the Chief Administrative Officer,65,CAO
77,5062173,8198,2022,Adopted Budget,Full Year,Office of the Chief Administrative Officer,2021-09-30,Office of the Chief Administrative Officer,65,CAO
77,5062173,8198,2022,Target Budget,Full Year,Office of the Chief Administrative Officer,2021-09-30,Office of the Chief Administrative Officer,65,CAO
72,4733837,8198,2022,Current Projection,Full Year,Office of the Chief Administrative Officer,2021-09-30,Office of the Chief Administrative Officer,65,CAO
32,2318022,0,2019,Actual,Full Year,Office of Children and Families,2019-06-30,Office of Children and Families,66,OCF
40,2789271,0,2020,Actual,Full Year,Office of Children and Families,2020-06-30,Office of Children and Families,66,OCF
3,418820,0,2021,Actual,Full Year,Office of Children and Families,2021-06-30,Office of Children and Families,66,OCF
3,96161,0,2022,Target Budget,YTD,Office of Children and Families,2021-09-30,Office of Children and Families,66,OCF
3,96161,0,2022,Actual,YTD,Office of Children and Families,2021-09-30,Office of Children and Families,66,OCF
3,442000,0,2022,Adopted Budget,Full Year,Office of Children and Families,2021-09-30,Office of Children and Families,66,OCF
3,442000,0,2022,Target Budget,Full Year,Office of Children and Families,2021-09-30,Office of Children and Families,66,OCF
3,442000,0,2022,Current Projection,Full Year,Office of Children and Families,2021-09-30,Office of Children and Families,66,OCF
151,9056465,201728,2019,Actual,Full Year,Office of Homeless Services,2019-06-30,Office of Homeless Services,24,OHS
151,9589667,332810,2020,Actual,Full Year,Office of Homeless Services,2020-06-30,Office of Homeless Services,24,OHS
127,7600652,314954,2021,Actual,Full Year,Office of Homeless Services,2021-06-30,Office of Homeless Services,24,OHS
146,2088241,50125,2022,Target Budget,YTD,Office of Homeless Services,2021-09-30,Office of Homeless Services,24,OHS
146,2088241,66805,2022,Actual,YTD,Office of Homeless Services,2021-09-30,Office of Homeless Services,24,OHS
162,9307467,200500,2022,Adopted Budget,Full Year,Office of Homeless Services,2021-09-30,Office of Homeless Services,24,OHS
162,9307467,200500,2022,Target Budget,Full Year,Office of Homeless Services,2021-09-30,Office of Homeless Services,24,OHS
162,9307467,200500,2022,Current Projection,Full Year,Office of Homeless Services,2021-09-30,Office of Homeless Services,24,OHS
77,4913051,45485,2019,Actual,Full Year,Office of Human Resources,2019-06-30,Office of Human Resources,56,OHR
79,5185267,63347,2020,Actual,Full Year,Office of Human Resources,2020-06-30,Office of Human Resources,56,OHR
75,5133178,81009,2021,Actual,Full Year,Office of Human Resources,2021-06-30,Office of Human Resources,56,OHR
