full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
14,819627,0,2016,Adopted Budget,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT
14,819627,0,2016,Target Budget,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT
14,819627,0,2016,Current Projection,Full Year,Board of Revision of Taxes,2016-06-30,Board of Revision of Taxes,63,BRT
90,5166337,1061085,2013,Actual,Full Year,City Commissioners,2013-06-30,City Commissioner's Office,73,City Commissioners
84,4822174,863984,2014,Actual,Full Year,City Commissioners,2014-06-30,City Commissioner's Office,73,City Commissioners
91,5192287,916270,2015,Actual,Full Year,City Commissioners,2015-06-30,City Commissioner's Office,73,City Commissioners
98,5624276,905223,2016,Adopted Budget,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners
98,5624276,1155223,2016,Target Budget,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners
92,5624276,1041102,2016,Current Projection,Full Year,City Commissioners,2016-06-30,City Commissioner's Office,73,City Commissioners
173,11660823,5866,2013,Actual,Full Year,City Council,2013-06-30,City Council,01,
169,11997588,886,2014,Actual,Full Year,City Council,2014-06-30,City Council,01,
176,12339907,10351,2015,Actual,Full Year,City Council,2015-06-30,City Council,01,
195,14309858,0,2016,Adopted Budget,Full Year,City Council,2016-06-30,City Council,01,
195,14309858,1034,2016,Target Budget,Full Year,City Council,2016-06-30,City Council,01,
187,14309858,20234,2016,Current Projection,Full Year,City Council,2016-06-30,City Council,01,
31,2137171,0,2013,Actual,Full Year,City Planning Commission,2013-06-30,City Planning Commission,51,
30,2192556,150,2014,Actual,Full Year,City Planning Commission,2014-06-30,City Planning Commission,51,
29,2176554,1055,2015,Actual,Full Year,City Planning Commission,2015-06-30,City Planning Commission,51,
32,2309534,0,2016,Adopted Budget,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,
32,2309534,0,2016,Target Budget,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,
31,2309534,0,2016,Current Projection,Full Year,City Planning Commission,2016-06-30,City Planning Commission,51,
8,416871,2190,2013,Actual,Full Year,City Representative,2013-06-30,Office of the City Representative,41,City Rep
7,400499,2953,2014,Actual,Full Year,City Representative,2014-06-30,Office of the City Representative,41,City Rep
6,417223,8737,2015,Actual,Full Year,City Representative,2015-06-30,Office of the City Representative,41,City Rep
7,418201,0,2016,Adopted Budget,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep
8,468201,7500,2016,Target Budget,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep
7,468201,7828,2016,Current Projection,Full Year,City Representative,2016-06-30,Office of the City Representative,41,City Rep
13,755428,0,2013,Actual,Full Year,City Treasurer,2013-06-30,Office of the City Treasurer,40,City Treasurer
14,785368,0,2014,Actual,Full Year,City Treasurer,2014-06-30,Office of the City Treasurer,40,City Treasurer
14,802019,0,2015,Actual,Full Year,City Treasurer,2015-06-30,Office of the City Treasurer,40,City Treasurer
16,985689,0,2016,Adopted Budget,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer
16,985689,500,2016,Target Budget,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer
15,985689,1049,2016,Current Projection,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer
2,140785,0,2013,Actual,Full Year,Civil Service Commission,2013-06-30,Civil Service Commission,55,
2,146586,0,2014,Actual,Full Year,Civil Service Commission,2014-06-30,Civil Service Commission,55,
2,153885,15,2015,Actual,Full Year,Civil Service Commission,2015-06-30,Civil Service Commission,55,
2,147343,0,2016,Adopted Budget,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,
2,147343,0,2016,Target Budget,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,
2,147343,0,2016,Current Projection,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,
20,1685843,449,2013,Actual,Full Year,Commerce,2013-06-30,Office of the Director of Commerce,42,Commerce
27,1837393,1850,2014,Actual,Full Year,Commerce,2014-06-30,Office of the Director of Commerce,42,Commerce
21,1925310,2628,2015,Actual,Full Year,Commerce,2015-06-30,Office of the Director of Commerce,42,Commerce
34,2356211,0,2016,Adopted Budget,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce
34,2356211,3000,2016,Target Budget,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce
34,2356211,1717,2016,Current Projection,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce
419,29302614,227760,2013,Actual,Full Year,District Attorney,2013-06-30,District Attorney's Office,69,DAO
464,30244298,165523,2014,Actual,Full Year,District Attorney,2014-06-30,District Attorney's Office,69,DAO
476,32780607,211533,2015,Actual,Full Year,District Attorney,2015-06-30,District Attorney's Office,69,DAO
482,32490021,158000,2016,Adopted Budget,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO
495,32490021,210000,2016,Target Budget,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO
478,32490021,156060,2016,Current Projection,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO
163,9084799,25428,2013,Actual,Full Year,Finance,2013-06-30,Office of the Director of Finance,35,Finance
170,9839565,38057,2014,Actual,Full Year,Finance,2014-06-30,Office of the Director of Finance,35,Finance
160,10516461,35786,2015,Actual,Full Year,Finance,2015-06-30,Office of the Director of Finance,35,Finance
175,8801920,32649,2016,Adopted Budget,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance
165,8801920,32649,2016,Target Budget,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance
165,8801920,28879,2016,Current Projection,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance
2125,179819281,33691349,2013,Actual,Full Year,Fire,2013-06-30,Fire Department,13,Fire
2053,223368941,37823121,2014,Actual,Full Year,Fire,2014-06-30,Fire Department,13,Fire
2150,208073020,36119936,2015,Actual,Full Year,Fire,2015-06-30,Fire Department,13,Fire
2287,197326907,24953030,2016,Adopted Budget,Full Year,Fire,2016-06-30,Fire Department,13,Fire
2416,212127496,32521911,2016,Target Budget,Full Year,Fire,2016-06-30,Fire Department,13,Fire
2316,212127496,37417698,2016,Current Projection,Full Year,Fire,2016-06-30,Fire Department,13,Fire
1909,91827883,113887,2013,Actual,Full Year,First Judicial District,2013-06-30,First Judicial District,84,FJD
1866,90888686,100029,2014,Actual,Full Year,First Judicial District,2014-06-30,First Judicial District,84,FJD
1842,98382318,104588,2015,Actual,Full Year,First Judicial District,2015-06-30,First Judicial District,84,FJD
1886,97266858,92000,2016,Adopted Budget,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD
1886,97266858,437000,2016,Target Budget,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD
1839,97266858,426210,2016,Current Projection,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD
273,15580580,2685858,2013,Actual,Full Year,Fleet Management,2013-06-30,Office of Fleet Management,25,Fleet
264,15840304,2902854,2014,Actual,Full Year,Fleet Management,2014-06-30,Office of Fleet Management,25,Fleet
261,17168958,3027989,2015,Actual,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,25,Fleet
287,16544893,1818478,2016,Adopted Budget,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet
287,16650458,3747802,2016,Target Budget,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet
263,16650458,3253439,2016,Current Projection,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet
609,29154178,1097007,2013,Actual,Full Year,Free Library,2013-06-30,The Free Library of Philadelphia,52,Free Library
609,30801445,1252355,2014,Actual,Full Year,Free Library,2014-06-30,The Free Library of Philadelphia,52,Free Library
642,35306130,1502862,2015,Actual,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,52,Free Library
692,35474252,1219125,2016,Adopted Budget,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library
692,35224252,1519125,2016,Target Budget,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library
636,35224252,1672235,2016,Current Projection,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library
5,350685,0,2013,Actual,Full Year,Historical Commission,2013-06-30,Historical Commission,32,
6,347973,0,2014,Actual,Full Year,Historical Commission,2014-06-30,Historical Commission,32,
6,383402,0,2015,Actual,Full Year,Historical Commission,2015-06-30,Historical Commission,32,
6,422771,0,2016,Adopted Budget,Full Year,Historical Commission,2016-06-30,Historical Commission,32,
6,422771,0,2016,Target Budget,Full Year,Historical Commission,2016-06-30,Historical Commission,32,
5,422771,0,2016,Current Projection,Full Year,Historical Commission,2016-06-30,Historical Commission,32,
29,1649350,0,2013,Actual,Full Year,Human Relations Commission,2013-06-30,Commission on Human Relations,54,Human Relations
30,1744635,0,2014,Actual,Full Year,Human Relations Commission,2014-06-30,Commission on Human Relations,54,Human Relations
30,1779986,0,2015,Actual,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,54,Human Relations
34,2099408,0,2016,Adopted Budget,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations
34,2049408,0,2016,Target Budget,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations
32,2049408,0,2016,Current Projection,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations
377,22265266,1226747,2013,Actual,Full Year,Human Services *,2013-06-30,Department of Human Services,22,DHS
382,22776786,1655062,2014,Actual,Full Year,Human Services *,2014-06-30,Department of Human Services,22,DHS
395,17570666,4532830,2015,Actual,Full Year,Human Services *,2015-06-30,Department of Human Services,22,DHS
449,24637310,3082274,2016,Adopted Budget,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS
449,24637310,3082274,2016,Target Budget,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS
449,24637310,3082274,2016,Current Projection,Full Year,Human Services *,2016-06-30,Department of Human Services,22,DHS
7,534553,3732,2013,Actual,Full Year,Labor Relations,2013-06-30,Labor,03,
7,468177,6253,2014,Actual,Full Year,Labor Relations,2014-06-30,Labor,03,
7,657403,3289,2015,Actual,Full Year,Labor Relations,2015-06-30,Labor,03,
8,559029,13949,2016,Adopted Budget,Full Year,Labor Relations,2016-06-30,Labor,03,
8,559029,3949,2016,Target Budget,Full Year,Labor Relations,2016-06-30,Labor,03,
7,559029,0,2016,Current Projection,Full Year,Labor Relations,2016-06-30,Labor,03,
138,6511482,43,2013,Actual,Full Year,Law,2013-06-30,Law Department,44,Law
146,6683364,47,2014,Actual,Full Year,Law,2014-06-30,Law Department,44,Law
152,6952307,70,2015,Actual,Full Year,Law,2015-06-30,Law Department,44,Law
154,7383566,5000,2016,Adopted Budget,Full Year,Law,2016-06-30,Law Department,44,Law
124,7717566,5000,2016,Target Budget,Full Year,Law,2016-06-30,Law Department,44,Law
126,7717566,99,2016,Current Projection,Full Year,Law,2016-06-30,Law Department,44,Law
292,14071418,569964,2013,Actual,Full Year,Licenses & Inspections,2013-06-30,Department of Licenses and Inspections,26,L&I
296,15002935,900347,2014,Actual,Full Year,Licenses & Inspections,2014-06-30,Department of Licenses and Inspections,26,L&I
335,17339944,1510382,2015,Actual,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,26,L&I
384,19770711,465000,2016,Adopted Budget,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I
384,19770711,1565214,2016,Target Budget,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I
335,19770711,1812827,2016,Current Projection,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I
1,57140,0,2013,Actual,Full Year,L&I-Board of Building Standards,2013-06-30,L&I: Board of Building and Standards,29,
1,62431,348,2014,Actual,Full Year,L&I-Board of Building Standards,2014-06-30,L&I: Board of Building and Standards,29,
1,63025,417,2015,Actual,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,29,
1,73970,0,2016,Adopted Budget,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,
1,73970,500,2016,Target Budget,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,
1,73970,220,2016,Current Projection,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,
1,118245,33,2013,Actual,Full Year,L&I-Board of L & I Review,2013-06-30,L&I: Board of Review,27,
2,125229,377,2014,Actual,Full Year,L&I-Board of L & I Review,2014-06-30,L&I: Board of Review,27,
2,127421,2364,2015,Actual,Full Year,L&I-Board of L & I Review,2015-06-30,L&I: Board of Review,27,
2,157354,0,2016,Adopted Budget,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,
2,157354,2000,2016,Target Budget,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,
2,157354,1788,2016,Current Projection,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,
5,331167,0,2013,Actual,Full Year,L&I-Zoning Board of Adjustment,2013-06-30,Zoning Board of Adjustments,30,ZBA
5,322552,952,2014,Actual,Full Year,L&I-Zoning Board of Adjustment,2014-06-30,Zoning Board of Adjustments,30,ZBA
5,339261,984,2015,Actual,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,30,ZBA
5,337749,0,2016,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA
5,337749,500,2016,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA
5,337749,2131,2016,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA
156,14893261,675264,2013,Actual,Full Year,Managing Director,2013-06-30,Managing Director's Office,10,MDO
279,15697636,651824,2014,Actual,Full Year,Managing Director,2014-06-30,Managing Director's Office,10,MDO
257,16162124,502416,2015,Actual,Full Year,Managing Director,2015-06-30,Managing Director's Office,10,MDO
266,16819293,397676,2016,Adopted Budget,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO
272,17319293,453893,2016,Target Budget,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO
258,17319293,537197,2016,Current Projection,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO
36,3078511,102,2013,Actual,Full Year,Mayor's Office,2013-06-30,Mayor's Office,05,Mayor
44,3956370,0,2014,Actual,Full Year,Mayor's Office,2014-06-30,Mayor's Office,05,Mayor
51,4099398,0,2015,Actual,Full Year,Mayor's Office,2015-06-30,Mayor's Office,05,Mayor
49,3941124,0,2016,Adopted Budget,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor
49,3941124,0,2016,Target Budget,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor
48,3941124,0,2016,Current Projection,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor
15,0,0,2013,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2013-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2014,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2014-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2015,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2016,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2016,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2016,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
13,519216,0,2013,Actual,Full Year,Mayor's Office of Transportation and Utilities,2013-06-30,Mayor's Office of Transportation and Utilities,46,
13,517740,0,2014,Actual,Full Year,Mayor's Office of Transportation and Utilities,2014-06-30,Mayor's Office of Transportation and Utilities,46,
12,508786,113,2015,Actual,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,46,
13,474340,0,2016,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,
10,474340,131,2016,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,
8,474340,131,2016,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,
11,444917,8660,2013,Actual,Full Year,Mural Arts Program,2013-06-30,Mural Arts Program,50,Mural Arts
11,446350,8218,2014,Actual,Full Year,Mural Arts Program,2014-06-30,Mural Arts Program,50,Mural Arts
10,456445,10642,2015,Actual,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,50,Mural Arts
11,490401,5381,2016,Adopted Budget,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts
11,490401,15000,2016,Target Budget,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts
11,490401,13832,2016,Current Projection,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts
2,203107,0,2013,Actual,Full Year,Office of Arts and Culture,2013-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,98456,0,2014,Actual,Full Year,Office of Arts and Culture,2014-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,200440,0,2015,Actual,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
3,312767,0,2016,Adopted Budget,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
3,312767,0,2016,Target Budget,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,312767,0,2016,Current Projection,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
19,1357191,3491,2013,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2013-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
15,974425,596,2014,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2014-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
14,991846,1005,2015,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1000066,1000,2016,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1000066,4000,2016,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1000066,5195,2016,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
78,4383527,36261,2013,Actual,Full Year,Office of Human Resources,2013-06-30,Office of Human Resources,56,OHR
79,4548099,75485,2014,Actual,Full Year,Office of Human Resources,2014-06-30,Office of Human Resources,56,OHR
82,5083865,62199,2015,Actual,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,56,OHR
91,5399621,45300,2016,Adopted Budget,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR
91,5399621,57084,2016,Target Budget,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR
84,5399621,58916,2016,Current Projection,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR
255,17229380,607010,2013,Actual,Full Year,Office of Innovation and Technology,2013-06-30,Office of Innovation and Technology,04,OIT
259,17480289,633199,2014,Actual,Full Year,Office of Innovation and Technology,2014-06-30,Office of Innovation and Technology,04,OIT
261,18927722,804969,2015,Actual,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,04,OIT
295,19900681,623185,2016,Adopted Budget,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT
295,19900681,736380,2016,Target Budget,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT
271,19900681,706984,2016,Current Projection,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT
18,1156164,0,2013,Actual,Full Year,Office of the Inspector General,2013-06-30,Office of the Inspector General,48,OIG
16,1215491,0,2014,Actual,Full Year,Office of the Inspector General,2014-06-30,Office of the Inspector General,48,OIG
18,1289745,0,2015,Actual,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,48,OIG
20,1390611,0,2016,Adopted Budget,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG
21,1390611,0,2016,Target Budget,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG
19,1390611,0,2016,Current Projection,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG
173,8140264,5084,2013,Actual,Full Year,Office of Property Assessment,2013-06-30,Office of Property Assessment,59,OPA
179,9313967,12496,2014,Actual,Full Year,Office of Property Assessment,2014-06-30,Office of Property Assessment,59,OPA
186,10683762,43298,2015,Actual,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,59,OPA
217,10424420,50000,2016,Adopted Budget,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA
217,10424420,20000,2016,Target Budget,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA
200,10424420,29129,2016,Current Projection,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA
145,7549916,193521,2013,Actual,Full Year,Office of Supportive Housing,2013-06-30,Office of Homeless Services,24,OHS
154,7877851,208385,2014,Actual,Full Year,Office of Supportive Housing,2014-06-30,Office of Homeless Services,24,OHS
135,8234304,240634,2015,Actual,Full Year,Office of Supportive Housing,2015-06-30,Office of Homeless Services,24,OHS
159,8281213,204809,2016,Adopted Budget,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS
159,8281213,310250,2016,Target Budget,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS
146,8281213,302491,2016,Current Projection,Full Year,Office of Supportive Housing,2016-06-30,Office of Homeless Services,24,OHS
0,0,0,2013,Actual,Full Year,Office of Sustainability,2013-06-30,Office of Sustainability,49,Sustainability
0,0,0,2014,Actual,Full Year,Office of Sustainability,2014-06-30,Office of Sustainability,49,Sustainability
0,0,0,2015,Actual,Full Year,Office of Sustainability,2015-06-30,Office of Sustainability,49,Sustainability
8,537979,0,2016,Adopted Budget,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability
8,537979,0,2016,Target Budget,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability
8,537979,0,2016,Current Projection,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability
568,37509725,3179165,2013,Actual,Full Year,Parks and Recreation,2013-06-30,Department of Parks and Recreation,16,Parks & Recreation
600,41007643,3459286,2014,Actual,Full Year,Parks and Recreation,2014-06-30,Department of Parks and Recreation,16,Parks & Recreation
598,42597872,3047922,2015,Actual,Full Year,Parks and Recreation,2015-06-30,Department of Parks and Recreation,16,Parks & Recreation
706,43429053,2366240,2016,Adopted Budget,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation
706,43590872,2942059,2016,Target Budget,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation
593,43590872,3538293,2016,Current Projection,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,16,Parks & Recreation
7193,555247244,44859416,2013,Actual,Full Year,Police,2013-06-30,Police Department,11,Police
7095,572218053,48719045,2014,Actual,Full Year,Police,2014-06-30,Police Department,11,Police
7061,598373325,53258363,2015,Actual,Full Year,Police,2015-06-30,Police Department,11,Police
7371,622326178,49178908,2016,Adopted Budget,Full Year,Police,2016-06-30,Police Department,11,Police
7371,629600305,63737684,2016,Target Budget,Full Year,Police,2016-06-30,Police Department,11,Police
6942,629600305,64344615,2016,Current Projection,Full Year,Police,2016-06-30,Police Department,11,Police
2248,130057321,33979816,2013,Actual,Full Year,Prisons,2013-06-30,Philadelphia Prison System,23,Prisons
2268,133217293,31203650,2014,Actual,Full Year,Prisons,2014-06-30,Philadelphia Prison System,23,Prisons
2286,137498897,30387059,2015,Actual,Full Year,Prisons,2015-06-30,Philadelphia Prison System,23,Prisons
2325,142261074,29153537,2016,Adopted Budget,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons
2325,142883074,30022473,2016,Target Budget,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons
2289,142883074,29578749,2016,Current Projection,Full Year,Prisons,2016-06-30,Philadelphia Prison System,23,Prisons
45,2197426,1189,2013,Actual,Full Year,Procurement,2013-06-30,Procurement Department,38,Procurement
47,2167029,2211,2014,Actual,Full Year,Procurement,2014-06-30,Procurement Department,38,Procurement
44,2333610,9253,2015,Actual,Full Year,Procurement,2015-06-30,Procurement Department,38,Procurement
51,2472351,5000,2016,Adopted Budget,Full Year,Procurement,2016-06-30,Procurement Department,38,Procurement
