full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
14,802019,0,2015,Actual,Full Year,City Treasurer,2015-06-30,Office of the City Treasurer,40,City Treasurer
15,985689,1049,2016,Actual,Full Year,City Treasurer,2016-06-30,Office of the City Treasurer,40,City Treasurer
16,1040058,0,2017,Adopted Budget,Full Year,City Treasurer,2017-06-30,Office of the City Treasurer,40,City Treasurer
16,1050911,500,2017,Target Budget,Full Year,City Treasurer,2017-06-30,Office of the City Treasurer,40,City Treasurer
14,1050911,290,2017,Current Projection,Full Year,City Treasurer,2017-06-30,Office of the City Treasurer,40,City Treasurer
2,146586,0,2014,Actual,Full Year,Civil Service Commission,2014-06-30,Civil Service Commission,55,
2,153885,15,2015,Actual,Full Year,Civil Service Commission,2015-06-30,Civil Service Commission,55,
2,150173,0,2016,Actual,Full Year,Civil Service Commission,2016-06-30,Civil Service Commission,55,
2,148882,0,2017,Adopted Budget,Full Year,Civil Service Commission,2017-06-30,Civil Service Commission,55,
2,150611,0,2017,Target Budget,Full Year,Civil Service Commission,2017-06-30,Civil Service Commission,55,
2,150611,0,2017,Current Projection,Full Year,Civil Service Commission,2017-06-30,Civil Service Commission,55,
27,1837393,1850,2014,Actual,Full Year,Commerce,2014-06-30,Office of the Director of Commerce,42,Commerce
21,1925310,2628,2015,Actual,Full Year,Commerce,2015-06-30,Office of the Director of Commerce,42,Commerce
34,2351610,1717,2016,Actual,Full Year,Commerce,2016-06-30,Office of the Director of Commerce,42,Commerce
28,2107565,1352,2017,Adopted Budget,Full Year,Commerce,2017-06-30,Office of the Director of Commerce,42,Commerce
29,2265934,352,2017,Target Budget,Full Year,Commerce,2017-06-30,Office of the Director of Commerce,42,Commerce
30,2265934,1000,2017,Current Projection,Full Year,Commerce,2017-06-30,Office of the Director of Commerce,42,Commerce
464,30244298,165523,2014,Actual,Full Year,District Attorney,2014-06-30,District Attorney's Office,69,DAO
476,32780607,211533,2015,Actual,Full Year,District Attorney,2015-06-30,District Attorney's Office,69,DAO
478,32810833,156060,2016,Actual,Full Year,District Attorney,2016-06-30,District Attorney's Office,69,DAO
525,33800485,169100,2017,Adopted Budget,Full Year,District Attorney,2017-06-30,District Attorney's Office,69,DAO
510,33278575,169100,2017,Target Budget,Full Year,District Attorney,2017-06-30,District Attorney's Office,69,DAO
495,33278575,101300,2017,Current Projection,Full Year,District Attorney,2017-06-30,District Attorney's Office,69,DAO
170,9839565,38057,2014,Actual,Full Year,Finance,2014-06-30,Office of the Director of Finance,35,Finance
160,10516461,35786,2015,Actual,Full Year,Finance,2015-06-30,Office of the Director of Finance,35,Finance
165,10819419,28879,2016,Actual,Full Year,Finance,2016-06-30,Office of the Director of Finance,35,Finance
116,6911556,34475,2017,Adopted Budget,Full Year,Finance,2017-06-30,Office of the Director of Finance,35,Finance
116,6902480,34475,2017,Target Budget,Full Year,Finance,2017-06-30,Office of the Director of Finance,35,Finance
105,6902480,19000,2017,Current Projection,Full Year,Finance,2017-06-30,Office of the Director of Finance,35,Finance
2053,223368941,37823121,2014,Actual,Full Year,Fire,2014-06-30,Fire Department,13,Fire
2150,208073020,36119936,2015,Actual,Full Year,Fire,2015-06-30,Fire Department,13,Fire
2316,219101252,37417517,2016,Actual,Full Year,Fire,2016-06-30,Fire Department,13,Fire
2290,201369162,19825714,2017,Adopted Budget,Full Year,Fire,2017-06-30,Fire Department,13,Fire
2330,214618673,25925714,2017,Target Budget,Full Year,Fire,2017-06-30,Fire Department,13,Fire
2299,214618673,25125000,2017,Current Projection,Full Year,Fire,2017-06-30,Fire Department,13,Fire
1866,90888686,100029,2014,Actual,Full Year,First Judicial District,2014-06-30,First Judicial District,84,FJD
1842,98382318,104588,2015,Actual,Full Year,First Judicial District,2015-06-30,First Judicial District,84,FJD
1839,97017514,426210,2016,Actual,Full Year,First Judicial District,2016-06-30,First Judicial District,84,FJD
1908,97254698,91996,2017,Adopted Budget,Full Year,First Judicial District,2017-06-30,First Judicial District,84,FJD
1908,96788135,91996,2017,Target Budget,Full Year,First Judicial District,2017-06-30,First Judicial District,84,FJD
1851,96788135,6400,2017,Current Projection,Full Year,First Judicial District,2017-06-30,First Judicial District,84,FJD
264,15840304,2902854,2014,Actual,Full Year,Fleet Management,2014-06-30,Office of Fleet Management,25,Fleet
261,17168958,3027989,2015,Actual,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,25,Fleet
263,17275918,3253678,2016,Actual,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,25,Fleet
287,16613280,2174957,2017,Adopted Budget,Full Year,Fleet Management,2017-06-30,Office of Fleet Management,25,Fleet
282,16614535,2174957,2017,Target Budget,Full Year,Fleet Management,2017-06-30,Office of Fleet Management,25,Fleet
269,16614535,2174957,2017,Current Projection,Full Year,Fleet Management,2017-06-30,Office of Fleet Management,25,Fleet
609,30801445,1252355,2014,Actual,Full Year,Free Library,2014-06-30,The Free Library of Philadelphia,52,Free Library
642,35306130,1502862,2015,Actual,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,52,Free Library
636,34808182,1672235,2016,Actual,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,52,Free Library
692,35454254,743227,2017,Adopted Budget,Full Year,Free Library,2017-06-30,The Free Library of Philadelphia,52,Free Library
672,35857444,1543227,2017,Target Budget,Full Year,Free Library,2017-06-30,The Free Library of Philadelphia,52,Free Library
658,35857444,1765000,2017,Current Projection,Full Year,Free Library,2017-06-30,The Free Library of Philadelphia,52,Free Library
6,347973,0,2014,Actual,Full Year,Historical Commission,2014-06-30,Historical Commission,32,
6,383402,0,2015,Actual,Full Year,Historical Commission,2015-06-30,Historical Commission,32,
5,341606,0,2016,Actual,Full Year,Historical Commission,2016-06-30,Historical Commission,32,
6,429943,0,2017,Adopted Budget,Full Year,Historical Commission,2017-06-30,Historical Commission,32,
6,429943,0,2017,Target Budget,Full Year,Historical Commission,2017-06-30,Historical Commission,32,
6,429943,0,2017,Current Projection,Full Year,Historical Commission,2017-06-30,Historical Commission,32,
30,1744635,0,2014,Actual,Full Year,Human Relations Commission,2014-06-30,Commission on Human Relations,54,Human Relations
30,1779986,0,2015,Actual,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,54,Human Relations
32,1837948,0,2016,Actual,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,54,Human Relations
34,2127519,0,2017,Adopted Budget,Full Year,Human Relations Commission,2017-06-30,Commission on Human Relations,54,Human Relations
34,2124681,0,2017,Target Budget,Full Year,Human Relations Commission,2017-06-30,Commission on Human Relations,54,Human Relations
30,2124681,0,2017,Current Projection,Full Year,Human Relations Commission,2017-06-30,Commission on Human Relations,54,Human Relations
382,22776786,1655062,2014,Actual,Full Year,Human Services,2014-06-30,Department of Human Services,22,DHS
395,17570666,4532830,2015,Actual,Full Year,Human Services,2015-06-30,Department of Human Services,22,DHS
449,21714429,1523769,2016,Actual,Full Year,Human Services,2016-06-30,Department of Human Services,22,DHS
410,23454344,3082274,2017,Adopted Budget,Full Year,Human Services,2017-06-30,Department of Human Services,22,DHS
385,25740699,2432274,2017,Target Budget,Full Year,Human Services,2017-06-30,Department of Human Services,22,DHS
385,25740699,2432274,2017,Current Projection,Full Year,Human Services,2017-06-30,Department of Human Services,22,DHS
7,468177,6253,2014,Actual,Full Year,Labor,2014-06-30,Labor,03,
7,657403,3289,2015,Actual,Full Year,Labor,2015-06-30,Labor,03,
7,496053,0,2016,Actual,Full Year,Labor,2016-06-30,Labor,03,
16,1082792,23604,2017,Adopted Budget,Full Year,Labor,2017-06-30,Labor,03,
16,1072792,23604,2017,Target Budget,Full Year,Labor,2017-06-30,Labor,03,
17,1072792,0,2017,Current Projection,Full Year,Labor,2017-06-30,Labor,03,
146,6683364,47,2014,Actual,Full Year,Law,2014-06-30,Law Department,44,Law
152,6952307,70,2015,Actual,Full Year,Law,2015-06-30,Law Department,44,Law
126,7405269,99,2016,Actual,Full Year,Law,2016-06-30,Law Department,44,Law
153,7934005,5000,2017,Adopted Budget,Full Year,Law,2017-06-30,Law Department,44,Law
138,8100743,5000,2017,Target Budget,Full Year,Law,2017-06-30,Law Department,44,Law
124,8100743,0,2017,Current Projection,Full Year,Law,2017-06-30,Law Department,44,Law
296,15002935,900347,2014,Actual,Full Year,Licenses & Inspections,2014-06-30,Department of Licenses and Inspections,26,L&I
335,17339944,1510382,2015,Actual,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,26,L&I
335,18606512,1812827,2016,Actual,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,26,L&I
411,21272576,845000,2017,Adopted Budget,Full Year,Licenses & Inspections,2017-06-30,Department of Licenses and Inspections,26,L&I
386,21001380,1445000,2017,Target Budget,Full Year,Licenses & Inspections,2017-06-30,Department of Licenses and Inspections,26,L&I
347,21001380,1565000,2017,Current Projection,Full Year,Licenses & Inspections,2017-06-30,Department of Licenses and Inspections,26,L&I
1,62431,348,2014,Actual,Full Year,L&I-Board of Building Standards,2014-06-30,L&I: Board of Building and Standards,29,
1,63025,417,2015,Actual,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,29,
1,67890,220,2016,Actual,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,29,
1,75419,0,2017,Adopted Budget,Full Year,L&I-Board of Building Standards,2017-06-30,L&I: Board of Building and Standards,29,
1,75419,250,2017,Target Budget,Full Year,L&I-Board of Building Standards,2017-06-30,L&I: Board of Building and Standards,29,
1,75419,120,2017,Current Projection,Full Year,L&I-Board of Building Standards,2017-06-30,L&I: Board of Building and Standards,29,
2,125229,377,2014,Actual,Full Year,L&I-Board of L & I Review,2014-06-30,L&I: Board of Review,27,
2,127421,2364,2015,Actual,Full Year,L&I-Board of L & I Review,2015-06-30,L&I: Board of Review,27,
2,139762,1788,2016,Actual,Full Year,L&I-Board of L & I Review,2016-06-30,L&I: Board of Review,27,
2,159201,0,2017,Adopted Budget,Full Year,L&I-Board of L & I Review,2017-06-30,L&I: Board of Review,27,
2,160759,1000,2017,Target Budget,Full Year,L&I-Board of L & I Review,2017-06-30,L&I: Board of Review,27,
2,160759,1150,2017,Current Projection,Full Year,L&I-Board of L & I Review,2017-06-30,L&I: Board of Review,27,
5,322552,952,2014,Actual,Full Year,L&I-Zoning Board of Adjustment,2014-06-30,Zoning Board of Adjustments,30,ZBA
5,339261,984,2015,Actual,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,30,ZBA
5,326821,2131,2016,Actual,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,30,ZBA
5,337749,0,2017,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2017-06-30,Zoning Board of Adjustments,30,ZBA
5,344132,250,2017,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2017-06-30,Zoning Board of Adjustments,30,ZBA
5,344132,405,2017,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2017-06-30,Zoning Board of Adjustments,30,ZBA
279,15697636,651824,2014,Actual,Full Year,Managing Director,2014-06-30,Managing Director's Office,10,MDO
257,16162124,502416,2015,Actual,Full Year,Managing Director,2015-06-30,Managing Director's Office,10,MDO
258,17601829,537197,2016,Actual,Full Year,Managing Director,2016-06-30,Managing Director's Office,10,MDO
279,19115427,474206,2017,Adopted Budget,Full Year,Managing Director,2017-06-30,Managing Director's Office,10,MDO
296,19444428,474206,2017,Target Budget,Full Year,Managing Director,2017-06-30,Managing Director's Office,10,MDO
300,19444428,445000,2017,Current Projection,Full Year,Managing Director,2017-06-30,Managing Director's Office,10,MDO
44,3956370,0,2014,Actual,Full Year,Mayor's Office,2014-06-30,Mayor's Office,05,Mayor
51,4099398,0,2015,Actual,Full Year,Mayor's Office,2015-06-30,Mayor's Office,05,Mayor
48,3960415,0,2016,Actual,Full Year,Mayor's Office,2016-06-30,Mayor's Office,05,Mayor
44,3742849,0,2017,Adopted Budget,Full Year,Mayor's Office,2017-06-30,Mayor's Office,05,Mayor
44,3790958,0,2017,Target Budget,Full Year,Mayor's Office,2017-06-30,Mayor's Office,05,Mayor
43,3790958,0,2017,Current Projection,Full Year,Mayor's Office,2017-06-30,Mayor's Office,05,Mayor
0,0,0,2014,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2014-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2015,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2016,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
1,90000,0,2017,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2017-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
1,90000,0,2017,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2017-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,90000,0,2017,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2017-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
13,517740,0,2014,Actual,Full Year,Mayor's Office of Transportation and Utilities,2014-06-30,Mayor's Office of Transportation and Utilities,46,
12,508786,113,2015,Actual,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,46,
8,473894,131,2016,Actual,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2017,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2017-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2017,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2017-06-30,Mayor's Office of Transportation and Utilities,46,
0,0,0,2017,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2017-06-30,Mayor's Office of Transportation and Utilities,46,
11,446350,8218,2014,Actual,Full Year,Mural Arts Program,2014-06-30,Mural Arts Program,50,Mural Arts
10,456445,10642,2015,Actual,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,50,Mural Arts
11,495213,13832,2016,Actual,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,50,Mural Arts
11,533401,6798,2017,Adopted Budget,Full Year,Mural Arts Program,2017-06-30,Mural Arts Program,50,Mural Arts
11,539895,18798,2017,Target Budget,Full Year,Mural Arts Program,2017-06-30,Mural Arts Program,50,Mural Arts
11,539895,15000,2017,Current Projection,Full Year,Mural Arts Program,2017-06-30,Mural Arts Program,50,Mural Arts
2,98456,0,2014,Actual,Full Year,Office of Arts and Culture,2014-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,200440,0,2015,Actual,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,308789,0,2016,Actual,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
4,312767,0,2017,Adopted Budget,Full Year,Office of Arts and Culture,2017-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
4,227129,0,2017,Target Budget,Full Year,Office of Arts and Culture,2017-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
4,227129,0,2017,Current Projection,Full Year,Office of Arts and Culture,2017-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
15,974425,596,2014,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2014-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
14,991846,1005,2015,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,995153,5195,2016,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1010566,3600,2017,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2017-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1006269,8600,2017,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2017-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
16,1006269,10000,2017,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2017-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
0,0,0,2014,Actual,Full Year,Office of the Chief Administrative Officer,2014-06-30,Office of the Chief Administrative Officer,65,CAO
0,0,0,2015,Actual,Full Year,Office of the Chief Administrative Officer,2015-06-30,Office of the Chief Administrative Officer,65,CAO
0,0,0,2016,Actual,Full Year,Office of the Chief Administrative Officer,2016-06-30,Office of the Chief Administrative Officer,65,CAO
62,3962776,10000,2017,Adopted Budget,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,65,CAO
62,3916561,10000,2017,Target Budget,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,65,CAO
68,3916561,6700,2017,Current Projection,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,65,CAO
0,0,0,2014,Actual,Full Year,Office of Community Schools and Pre-K,2014-06-30,Office of Children and Families,66,OCF
0,0,0,2015,Actual,Full Year,Office of Community Schools and Pre-K,2015-06-30,Office of Children and Families,66,OCF
0,0,0,2016,Actual,Full Year,Office of Community Schools and Pre-K,2016-06-30,Office of Children and Families,66,OCF
26,1704925,0,2017,Adopted Budget,Full Year,Office of Community Schools and Pre-K,2017-06-30,Office of Children and Families,66,OCF
32,2229867,0,2017,Target Budget,Full Year,Office of Community Schools and Pre-K,2017-06-30,Office of Children and Families,66,OCF
30,2229867,0,2017,Current Projection,Full Year,Office of Community Schools and Pre-K,2017-06-30,Office of Children and Families,66,OCF
154,7877851,208385,2014,Actual,Full Year,Office of Homeless Services,2014-06-30,Office of Homeless Services,24,OHS
135,8234304,240634,2015,Actual,Full Year,Office of Homeless Services,2015-06-30,Office of Homeless Services,24,OHS
146,8241791,302491,2016,Actual,Full Year,Office of Homeless Services,2016-06-30,Office of Homeless Services,24,OHS
162,8636443,257167,2017,Adopted Budget,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,24,OHS
157,8738297,257167,2017,Target Budget,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,24,OHS
147,8738297,202000,2017,Current Projection,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,24,OHS
79,4548099,75485,2014,Actual,Full Year,Office of Human Resources,2014-06-30,Office of Human Resources,56,OHR
82,5083865,62199,2015,Actual,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,56,OHR
84,5313085,58916,2016,Actual,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,56,OHR
90,5403578,47084,2017,Adopted Budget,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,56,OHR
90,5445883,47084,2017,Target Budget,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,56,OHR
82,5445883,50000,2017,Current Projection,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,56,OHR
259,17480289,633199,2014,Actual,Full Year,Office of Innovation and Technology,2014-06-30,Office of Innovation and Technology,04,OIT
261,18927722,804969,2015,Actual,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,04,OIT
271,19807002,706984,2016,Actual,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,04,OIT
284,20089718,856484,2017,Adopted Budget,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,04,OIT
284,20068638,856484,2017,Target Budget,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,04,OIT
283,20068638,665000,2017,Current Projection,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,04,OIT
16,1215491,0,2014,Actual,Full Year,Office of the Inspector General,2014-06-30,Office of the Inspector General,48,OIG
18,1289745,0,2015,Actual,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,48,OIG
19,1373644,0,2016,Actual,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,48,OIG
19,1390611,0,2017,Adopted Budget,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,48,OIG
19,1407986,0,2017,Target Budget,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,48,OIG
19,1407986,0,2017,Current Projection,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,48,OIG
0,0,0,2014,Actual,Full Year,Office of Planning and Development,2014-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2015,Actual,Full Year,Office of Planning and Development,2015-06-30,Mayor's Office of Planning and Development,62,
0,0,0,2016,Actual,Full Year,Office of Planning and Development,2016-06-30,Mayor's Office of Planning and Development,62,
3,416000,0,2017,Adopted Budget,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,62,
4,482197,0,2017,Target Budget,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,62,
4,482197,0,2017,Current Projection,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,62,
179,9313967,12496,2014,Actual,Full Year,Office of Property Assessment,2014-06-30,Office of Property Assessment,59,OPA
186,10683762,43298,2015,Actual,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,59,OPA
200,10675256,29129,2016,Actual,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,59,OPA
223,10434139,50000,2017,Adopted Budget,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,59,OPA
218,11027806,75000,2017,Target Budget,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,59,OPA
195,11027806,60000,2017,Current Projection,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,59,OPA
0,0,0,2014,Actual,Full Year,Office of Sustainability,2014-06-30,Office of Sustainability,49,Sustainability
0,0,0,2015,Actual,Full Year,Office of Sustainability,2015-06-30,Office of Sustainability,49,Sustainability
8,488757,0,2016,Actual,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,49,Sustainability
8,537979,0,2017,Adopted Budget,Full Year,Office of Sustainability,2017-06-30,Office of Sustainability,49,Sustainability
8,546234,0,2017,Target Budget,Full Year,Office of Sustainability,2017-06-30,Office of Sustainability,49,Sustainability
7,546234,0,2017,Current Projection,Full Year,Office of Sustainability,2017-06-30,Office of Sustainability,49,Sustainability
600,41007643,3459286,2014,Actual,Full Year,Parks and Recreation,2014-06-30,Department of Parks and Recreation,16,Parks & Recreation
598,42597872,3047922,2015,Actual,Full Year,Parks and Recreation,2015-06-30,Department of Parks and Recreation,16,Parks & Recreation
