full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
27,1837393,1850,2014,Actual,Full Year,Commerce,2014-06-30,Office of the Director of Commerce,Commerce,42
27,1889967,0,2015,Adopted Budget,Full Year,Commerce,2015-06-30,Office of the Director of Commerce,Commerce,42
27,1925825,530,2015,Target Budget,Full Year,Commerce,2015-06-30,Office of the Director of Commerce,Commerce,42
21,1925825,2628,2015,Current Projection,Full Year,Commerce,2015-06-30,Office of the Director of Commerce,Commerce,42
414,28495977,278995,2012,Actual,Full Year,District Attorney,2012-06-30,District Attorney's Office,DAO,69
419,29302614,227760,2013,Actual,Full Year,District Attorney,2013-06-30,District Attorney's Office,DAO,69
464,30244298,165523,2014,Actual,Full Year,District Attorney,2014-06-30,District Attorney's Office,DAO,69
463,31762490,207436,2015,Adopted Budget,Full Year,District Attorney,2015-06-30,District Attorney's Office,DAO,69
478,32802968,207436,2015,Target Budget,Full Year,District Attorney,2015-06-30,District Attorney's Office,DAO,69
476,32802968,211533,2015,Current Projection,Full Year,District Attorney,2015-06-30,District Attorney's Office,DAO,69
156,8807264,14580,2012,Actual,Full Year,Finance,2012-06-30,Office of the Director of Finance,Finance,35
163,9084799,25428,2013,Actual,Full Year,Finance,2013-06-30,Office of the Director of Finance,Finance,35
170,9839565,38057,2014,Actual,Full Year,Finance,2014-06-30,Office of the Director of Finance,Finance,35
177,8936046,34586,2015,Adopted Budget,Full Year,Finance,2015-06-30,Office of the Director of Finance,Finance,35
179,8982153,34586,2015,Target Budget,Full Year,Finance,2015-06-30,Office of the Director of Finance,Finance,35
160,8482153,35786,2015,Current Projection,Full Year,Finance,2015-06-30,Office of the Director of Finance,Finance,35
2072,173513212,28017048,2012,Actual,Full Year,Fire,2012-06-30,Fire Department,Fire,13
2125,179819281,33691349,2013,Actual,Full Year,Fire,2013-06-30,Fire Department,Fire,13
2053,223368941,37823121,2014,Actual,Full Year,Fire,2014-06-30,Fire Department,Fire,13
2203,182883661,25856345,2015,Adopted Budget,Full Year,Fire,2015-06-30,Fire Department,Fire,13
2203,203248739,33039431,2015,Target Budget,Full Year,Fire,2015-06-30,Fire Department,Fire,13
2150,206148739,36119937,2015,Current Projection,Full Year,Fire,2015-06-30,Fire Department,Fire,13
1957,89990406,113616,2012,Actual,Full Year,First Judicial District,2012-06-30,First Judicial District,FJD,84
1909,91827883,113887,2013,Actual,Full Year,First Judicial District,2013-06-30,First Judicial District,FJD,84
1866,90888686,100029,2014,Actual,Full Year,First Judicial District,2014-06-30,First Judicial District,FJD,84
1885,93202681,100000,2015,Adopted Budget,Full Year,First Judicial District,2015-06-30,First Judicial District,FJD,84
1885,96411285,100000,2015,Target Budget,Full Year,First Judicial District,2015-06-30,First Judicial District,FJD,84
1842,96411285,99940,2015,Current Projection,Full Year,First Judicial District,2015-06-30,First Judicial District,FJD,84
268,15307822,2438629,2012,Actual,Full Year,Fleet Management,2012-06-30,Office of Fleet Management,Fleet,25
273,15580580,2685858,2013,Actual,Full Year,Fleet Management,2013-06-30,Office of Fleet Management,Fleet,25
264,15840304,2902854,2014,Actual,Full Year,Fleet Management,2014-06-30,Office of Fleet Management,Fleet,25
283,15740507,1975119,2015,Adopted Budget,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,Fleet,25
283,16772548,2561631,2015,Target Budget,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,Fleet,25
261,16772548,3027554,2015,Current Projection,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,Fleet,25
608,28981009,791993,2012,Actual,Full Year,Free Library,2012-06-30,The Free Library of Philadelphia,Free Library,52
609,29154178,1097007,2013,Actual,Full Year,Free Library,2013-06-30,The Free Library of Philadelphia,Free Library,52
609,30801445,1252355,2014,Actual,Full Year,Free Library,2014-06-30,The Free Library of Philadelphia,Free Library,52
697,33919457,1042138,2015,Adopted Budget,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,Free Library,52
648,35443344,1346926,2015,Target Budget,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,Free Library,52
642,35443344,1502862,2015,Current Projection,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,Free Library,52
4,357778,0,2012,Actual,Full Year,Historical Commission,2012-06-30,Historical Commission,,32
5,350685,0,2013,Actual,Full Year,Historical Commission,2013-06-30,Historical Commission,,32
6,347973,0,2014,Actual,Full Year,Historical Commission,2014-06-30,Historical Commission,,32
6,410541,0,2015,Adopted Budget,Full Year,Historical Commission,2015-06-30,Historical Commission,,32
6,417992,0,2015,Target Budget,Full Year,Historical Commission,2015-06-30,Historical Commission,,32
6,417992,0,2015,Current Projection,Full Year,Historical Commission,2015-06-30,Historical Commission,,32
29,1787026,0,2012,Actual,Full Year,Human Relations Commission,2012-06-30,Commission on Human Relations,Human Relations,54
29,1649350,0,2013,Actual,Full Year,Human Relations Commission,2013-06-30,Commission on Human Relations,Human Relations,54
30,1744635,0,2014,Actual,Full Year,Human Relations Commission,2014-06-30,Commission on Human Relations,Human Relations,54
34,2052219,0,2015,Adopted Budget,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,Human Relations,54
34,2068935,0,2015,Target Budget,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,Human Relations,54
30,2068935,0,2015,Current Projection,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,Human Relations,54
804,23237096,536744,2012,Actual,Full Year,Human Services,2012-06-30,Department of Human Services,DHS,22
377,22265266,1226747,2013,Actual,Full Year,Human Services,2013-06-30,Department of Human Services,DHS,22
382,22776786,1655062,2014,Actual,Full Year,Human Services,2014-06-30,Department of Human Services,DHS,22
451,24339410,3077635,2015,Adopted Budget,Full Year,Human Services,2015-06-30,Department of Human Services,DHS,22
450,20147147,3077635,2015,Target Budget,Full Year,Human Services,2015-06-30,Department of Human Services,DHS,22
395,20147147,3256488,2015,Current Projection,Full Year,Human Services,2015-06-30,Department of Human Services,DHS,22
8,508600,5068,2012,Actual,Full Year,Labor Relations,2012-06-30,Labor,,03
7,534553,3732,2013,Actual,Full Year,Labor Relations,2013-06-30,Labor,,03
7,468177,6253,2014,Actual,Full Year,Labor Relations,2014-06-30,Labor,,03
8,616047,5000,2015,Adopted Budget,Full Year,Labor Relations,2015-06-30,Labor,,03
8,628942,4302,2015,Target Budget,Full Year,Labor Relations,2015-06-30,Labor,,03
7,628942,3289,2015,Current Projection,Full Year,Labor Relations,2015-06-30,Labor,,03
105,6370891,286,2012,Actual,Full Year,Law,2012-06-30,Law Department,Law,44
138,6511482,43,2013,Actual,Full Year,Law,2013-06-30,Law Department,Law,44
146,6683364,47,2014,Actual,Full Year,Law,2014-06-30,Law Department,Law,44
152,7163923,5000,2015,Adopted Budget,Full Year,Law,2015-06-30,Law Department,Law,44
152,7378082,5000,2015,Target Budget,Full Year,Law,2015-06-30,Law Department,Law,44
152,6978082,70,2015,Current Projection,Full Year,Law,2015-06-30,Law Department,Law,44
298,13919022,531314,2012,Actual,Full Year,Licenses & Inspections,2012-06-30,Department of Licenses and Inspections,L&I,26
292,14071418,569964,2013,Actual,Full Year,Licenses & Inspections,2013-06-30,Department of Licenses and Inspections,L&I,26
296,15002935,900347,2014,Actual,Full Year,Licenses & Inspections,2014-06-30,Department of Licenses and Inspections,L&I,26
353,16877190,485000,2015,Adopted Budget,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,L&I,26
353,17793010,1297924,2015,Target Budget,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,L&I,26
335,17393010,1510382,2015,Current Projection,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,L&I,26
1,57935,0,2012,Actual,Full Year,L&I-Board of Building Standards,2012-06-30,L&I: Board of Building and Standards,,29
1,57140,0,2013,Actual,Full Year,L&I-Board of Building Standards,2013-06-30,L&I: Board of Building and Standards,,29
1,62431,348,2014,Actual,Full Year,L&I-Board of Building Standards,2014-06-30,L&I: Board of Building and Standards,,29
1,72792,0,2015,Adopted Budget,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,,29
1,72792,300,2015,Target Budget,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,,29
1,72792,417,2015,Current Projection,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,,29
2,117161,0,2012,Actual,Full Year,L&I-Board of L & I Review,2012-06-30,L&I: Board of Review,,27
1,118245,33,2013,Actual,Full Year,L&I-Board of L & I Review,2013-06-30,L&I: Board of Review,,27
2,125229,377,2014,Actual,Full Year,L&I-Board of L & I Review,2014-06-30,L&I: Board of Review,,27
2,153629,0,2015,Adopted Budget,Full Year,L&I-Board of L & I Review,2015-06-30,L&I: Board of Review,,27
2,157564,0,2015,Target Budget,Full Year,L&I-Board of L & I Review,2015-06-30,L&I: Board of Review,,27
2,157564,2364,2015,Current Projection,Full Year,L&I-Board of L & I Review,2015-06-30,L&I: Board of Review,,27
5,333162,12,2012,Actual,Full Year,L&I-Zoning Board of Adjustment,2012-06-30,Zoning Board of Adjustments,ZBA,30
5,331167,0,2013,Actual,Full Year,L&I-Zoning Board of Adjustment,2013-06-30,Zoning Board of Adjustments,ZBA,30
5,322552,952,2014,Actual,Full Year,L&I-Zoning Board of Adjustment,2014-06-30,Zoning Board of Adjustments,ZBA,30
5,322856,0,2015,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,ZBA,30
5,343511,0,2015,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,ZBA,30
5,343511,984,2015,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,ZBA,30
145,13338302,1088415,2012,Actual,Full Year,Managing Director,2012-06-30,Managing Director's Office,MDO,10
156,14893261,675264,2013,Actual,Full Year,Managing Director,2013-06-30,Managing Director's Office,MDO,10
279,15697636,651824,2014,Actual,Full Year,Managing Director,2014-06-30,Managing Director's Office,MDO,10
264,16050903,411892,2015,Adopted Budget,Full Year,Managing Director,2015-06-30,Managing Director's Office,MDO,10
264,16385926,419064,2015,Target Budget,Full Year,Managing Director,2015-06-30,Managing Director's Office,MDO,10
257,15885926,502416,2015,Current Projection,Full Year,Managing Director,2015-06-30,Managing Director's Office,MDO,10
33,2965371,0,2012,Actual,Full Year,Mayor's Office,2012-06-30,Mayor's Office,Mayor,05
36,3078511,102,2013,Actual,Full Year,Mayor's Office,2013-06-30,Mayor's Office,Mayor,05
44,3956370,0,2014,Actual,Full Year,Mayor's Office,2014-06-30,Mayor's Office,Mayor,05
46,4151380,0,2015,Adopted Budget,Full Year,Mayor's Office,2015-06-30,Mayor's Office,Mayor,05
50,4262809,0,2015,Target Budget,Full Year,Mayor's Office,2015-06-30,Mayor's Office,Mayor,05
51,4262809,0,2015,Current Projection,Full Year,Mayor's Office,2015-06-30,Mayor's Office,Mayor,05
0,0,0,2012,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2012-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
15,0,0,2013,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2013-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2014,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2014-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2015,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2015,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2015,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
8,467898,0,2012,Actual,Full Year,Mayor's Office of Transportation and Utilities,2012-06-30,Mayor's Office of Transportation and Utilities,,46
13,519216,0,2013,Actual,Full Year,Mayor's Office of Transportation and Utilities,2013-06-30,Mayor's Office of Transportation and Utilities,,46
13,517740,0,2014,Actual,Full Year,Mayor's Office of Transportation and Utilities,2014-06-30,Mayor's Office of Transportation and Utilities,,46
14,498887,0,2015,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,,46
14,531512,0,2015,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,,46
12,531512,113,2015,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,,46
11,441677,11428,2012,Actual,Full Year,Mural Arts Program,2012-06-30,Mural Arts Program,Mural Arts,50
11,444917,8660,2013,Actual,Full Year,Mural Arts Program,2013-06-30,Mural Arts Program,Mural Arts,50
11,446350,8218,2014,Actual,Full Year,Mural Arts Program,2014-06-30,Mural Arts Program,Mural Arts,50
11,449625,6097,2015,Adopted Budget,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,Mural Arts,50
11,461779,6097,2015,Target Budget,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,Mural Arts,50
10,461779,10642,2015,Current Projection,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,Mural Arts,50
2,198750,0,2012,Actual,Full Year,Office of Arts and Culture,2012-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,203107,0,2013,Actual,Full Year,Office of Arts and Culture,2013-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,98456,0,2014,Actual,Full Year,Office of Arts and Culture,2014-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,199800,0,2015,Adopted Budget,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,201105,0,2015,Target Budget,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,201105,0,2015,Current Projection,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
19,1360503,9867,2012,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2012-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
19,1357191,3491,2013,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2013-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
15,974425,596,2014,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2014-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,969170,3000,2015,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,991846,3000,2015,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
14,991846,1005,2015,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
80,4141604,63270,2012,Actual,Full Year,Office of Human Resources,2012-06-30,Office of Human Resources,OHR,56
78,4383527,36261,2013,Actual,Full Year,Office of Human Resources,2013-06-30,Office of Human Resources,OHR,56
79,4548099,75485,2014,Actual,Full Year,Office of Human Resources,2014-06-30,Office of Human Resources,OHR,56
92,5145299,50000,2015,Adopted Budget,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,OHR,56
92,5296000,50000,2015,Target Budget,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,OHR,56
82,5296000,62199,2015,Current Projection,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,OHR,56
255,16408093,590240,2012,Actual,Full Year,Office of Innovation and Technology,2012-06-30,Office of Innovation and Technology,OIT,04
255,17229380,607010,2013,Actual,Full Year,Office of Innovation and Technology,2013-06-30,Office of Innovation and Technology,OIT,04
259,17480289,633199,2014,Actual,Full Year,Office of Innovation and Technology,2014-06-30,Office of Innovation and Technology,OIT,04
305,19715777,516989,2015,Adopted Budget,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,OIT,04
288,19611601,562759,2015,Target Budget,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,OIT,04
261,19011601,804969,2015,Current Projection,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,OIT,04
17,1128064,0,2012,Actual,Full Year,Office of the Inspector General,2012-06-30,Office of the Inspector General,OIG,48
18,1156164,0,2013,Actual,Full Year,Office of the Inspector General,2013-06-30,Office of the Inspector General,OIG,48
16,1215491,0,2014,Actual,Full Year,Office of the Inspector General,2014-06-30,Office of the Inspector General,OIG,48
18,1326369,0,2015,Adopted Budget,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,OIG,48
18,1363222,0,2015,Target Budget,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,OIG,48
18,1363222,0,2015,Current Projection,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,OIG,48
157,7014594,0,2012,Actual,Full Year,Office of Property Assessment,2012-06-30,Office of Property Assessment,OPA,59
173,8140264,5084,2013,Actual,Full Year,Office of Property Assessment,2013-06-30,Office of Property Assessment,OPA,59
179,9313967,12496,2014,Actual,Full Year,Office of Property Assessment,2014-06-30,Office of Property Assessment,OPA,59
217,10717187,10000,2015,Adopted Budget,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,OPA,59
217,10364758,10000,2015,Target Budget,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,OPA,59
186,10364758,43298,2015,Current Projection,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,OPA,59
147,7556596,184441,2012,Actual,Full Year,Office of Supportive Housing,2012-06-30,Office of Homeless Services,OHS,24
145,7549916,193521,2013,Actual,Full Year,Office of Supportive Housing,2013-06-30,Office of Homeless Services,OHS,24
154,7877851,208385,2014,Actual,Full Year,Office of Supportive Housing,2014-06-30,Office of Homeless Services,OHS,24
159,7980900,193949,2015,Adopted Budget,Full Year,Office of Supportive Housing,2015-06-30,Office of Homeless Services,OHS,24
159,8263759,193949,2015,Target Budget,Full Year,Office of Supportive Housing,2015-06-30,Office of Homeless Services,OHS,24
135,8263759,240634,2015,Current Projection,Full Year,Office of Supportive Housing,2015-06-30,Office of Homeless Services,OHS,24
574,35492911,2502103,2012,Actual,Full Year,Parks and Recreation,2012-06-30,Department of Parks and Recreation,Parks & Recreation,16
568,37509725,3179165,2013,Actual,Full Year,Parks and Recreation,2013-06-30,Department of Parks and Recreation,Parks & Recreation,16
600,41007643,3459286,2014,Actual,Full Year,Parks and Recreation,2014-06-30,Department of Parks and Recreation,Parks & Recreation,16
701,41280955,2307776,2015,Adopted Budget,Full Year,Parks and Recreation,2015-06-30,Department of Parks and Recreation,Parks & Recreation,16
701,42617565,2517622,2015,Target Budget,Full Year,Parks and Recreation,2015-06-30,Department of Parks and Recreation,Parks & Recreation,16
598,42617565,3047922,2015,Current Projection,Full Year,Parks and Recreation,2015-06-30,Department of Parks and Recreation,Parks & Recreation,16
7225,536548353,42033252,2012,Actual,Full Year,Police,2012-06-30,Police Department,Police,11
7193,555247244,44859416,2013,Actual,Full Year,Police,2013-06-30,Police Department,Police,11
7095,572218053,48719045,2014,Actual,Full Year,Police,2014-06-30,Police Department,Police,11
7371,576129350,45219761,2015,Adopted Budget,Full Year,Police,2015-06-30,Police Department,Police,11
7371,596340763,52012982,2015,Target Budget,Full Year,Police,2015-06-30,Police Department,Police,11
7061,598340763,53365644,2015,Current Projection,Full Year,Police,2015-06-30,Police Department,Police,11
2144,121476307,29249429,2012,Actual,Full Year,Prisons,2012-06-30,Philadelphia Prison System,Prisons,23
2248,130057321,33979816,2013,Actual,Full Year,Prisons,2013-06-30,Philadelphia Prison System,Prisons,23
2268,133217293,31203650,2014,Actual,Full Year,Prisons,2014-06-30,Philadelphia Prison System,Prisons,23
2310,129195262,26096577,2015,Adopted Budget,Full Year,Prisons,2015-06-30,Philadelphia Prison System,Prisons,23
2310,135990927,29297142,2015,Target Budget,Full Year,Prisons,2015-06-30,Philadelphia Prison System,Prisons,23
2286,137490927,30387059,2015,Current Projection,Full Year,Prisons,2015-06-30,Philadelphia Prison System,Prisons,23
45,2107515,2949,2012,Actual,Full Year,Procurement,2012-06-30,Procurement Department,Procurement,38
45,2197426,1189,2013,Actual,Full Year,Procurement,2013-06-30,Procurement Department,Procurement,38
47,2167029,2211,2014,Actual,Full Year,Procurement,2014-06-30,Procurement Department,Procurement,38
50,2330132,5000,2015,Adopted Budget,Full Year,Procurement,2015-06-30,Procurement Department,Procurement,38
50,2428558,5000,2015,Target Budget,Full Year,Procurement,2015-06-30,Procurement Department,Procurement,38
44,2428558,9253,2015,Current Projection,Full Year,Procurement,2015-06-30,Procurement Department,Procurement,38
669,39076424,2364197,2012,Actual,Full Year,Public Health,2012-06-30,Department of Public Health,Public Health,14
673,40531940,2559251,2013,Actual,Full Year,Public Health,2013-06-30,Department of Public Health,Public Health,14
659,43438285,2723685,2014,Actual,Full Year,Public Health,2014-06-30,Department of Public Health,Public Health,14
762,48493089,2069472,2015,Adopted Budget,Full Year,Public Health,2015-06-30,Department of Public Health,Public Health,14
762,50107392,2267200,2015,Target Budget,Full Year,Public Health,2015-06-30,Department of Public Health,Public Health,14
