full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,dept_code,abbreviation
9,677611,0,2009,Actual,Full Year,Board of Ethics,2009-06-30,Board of Ethics,45,
7,679563,0,2010,Actual,Full Year,Board of Ethics,2010-06-30,Board of Ethics,45,
9,681100,0,2011,Adopted Budget,Full Year,Board of Ethics,2011-06-30,Board of Ethics,45,
9,681100,0,2011,Target Budget,Full Year,Board of Ethics,2011-06-30,Board of Ethics,45,
8,681100,0,2011,Current Projection,Full Year,Board of Ethics,2011-06-30,Board of Ethics,45,
3,196609,690,2008,Actual,Full Year,Board of L & I Review,2008-06-30,L&I: Board of Review,27,
2,194190,0,2009,Actual,Full Year,Board of L & I Review,2009-06-30,L&I: Board of Review,27,
2,120849,0,2010,Actual,Full Year,Board of L & I Review,2010-06-30,L&I: Board of Review,27,
2,140645,0,2011,Adopted Budget,Full Year,Board of L & I Review,2011-06-30,L&I: Board of Review,27,
2,140645,0,2011,Target Budget,Full Year,Board of L & I Review,2011-06-30,L&I: Board of Review,27,
2,140645,952,2011,Current Projection,Full Year,Board of L & I Review,2011-06-30,L&I: Board of Review,27,
139,7861365,29048,2008,Actual,Full Year,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,63,BRT
133,7914757,9591,2009,Actual,Full Year,Bd. of Revision of Taxes,2009-06-30,Board of Revision of Taxes,63,BRT
112,7074332,0,2010,Actual,Full Year,Bd. of Revision of Taxes,2010-06-30,Board of Revision of Taxes,63,BRT
110,6135579,0,2011,Adopted Budget,Full Year,Bd. of Revision of Taxes,2011-06-30,Board of Revision of Taxes,63,BRT
7,6135579,0,2011,Target Budget,Full Year,Bd. of Revision of Taxes,2011-06-30,Board of Revision of Taxes,63,BRT
8,2048417,0,2011,Current Projection,Full Year,Bd. of Revision of Taxes,2011-06-30,Board of Revision of Taxes,63,BRT
1,238996,0,2008,Actual,Full Year,Camp William Penn,2008-06-30,Camp William Penn,19,
1,31822,0,2009,Actual,Full Year,Camp William Penn,2009-06-30,Camp William Penn,19,
1,30466,0,2010,Actual,Full Year,Camp William Penn,2010-06-30,Camp William Penn,19,
0,0,0,2011,Adopted Budget,Full Year,Camp William Penn,2011-06-30,Camp William Penn,19,
0,0,0,2011,Target Budget,Full Year,Camp William Penn,2011-06-30,Camp William Penn,19,
0,0,0,2011,Current Projection,Full Year,Camp William Penn,2011-06-30,Camp William Penn,19,
21,1358012,23425,2008,Actual,Full Year,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,07,
24,2004347,4575,2009,Actual,Full Year,"Capital Program Office, Mayor -",2009-06-30,Capital Program Office,07,
0,0,0,2010,Actual,Full Year,"Capital Program Office, Mayor -",2010-06-30,Capital Program Office,07,
0,0,0,2011,Adopted Budget,Full Year,"Capital Program Office, Mayor -",2011-06-30,Capital Program Office,07,
0,0,0,2011,Target Budget,Full Year,"Capital Program Office, Mayor -",2011-06-30,Capital Program Office,07,
0,0,0,2011,Current Projection,Full Year,"Capital Program Office, Mayor -",2011-06-30,Capital Program Office,07,
91,5656970,1119682,2008,Actual,Full Year,City Commissioners,2008-06-30,City Commissioner's Office,73,City Commissioners
100,6081795,1122061,2009,Actual,Full Year,City Commissioners,2009-06-30,City Commissioner's Office,73,City Commissioners
102,5858757,847165,2010,Actual,Full Year,City Commissioners,2010-06-30,City Commissioner's Office,73,City Commissioners
88,5511210,890423,2011,Adopted Budget,Full Year,City Commissioners,2011-06-30,City Commissioner's Office,73,City Commissioners
88,5511210,921423,2011,Target Budget,Full Year,City Commissioners,2011-06-30,City Commissioner's Office,73,City Commissioners
95,5542210,859335,2011,Current Projection,Full Year,City Commissioners,2011-06-30,City Commissioner's Office,73,City Commissioners
192,11747063,0,2008,Actual,Full Year,City Council,2008-06-30,City Council,01,
185,12291886,0,2009,Actual,Full Year,City Council,2009-06-30,City Council,01,
176,11916408,0,2010,Actual,Full Year,City Council,2010-06-30,City Council,01,
195,12283837,0,2011,Adopted Budget,Full Year,City Council,2011-06-30,City Council,01,
195,12283837,0,2011,Target Budget,Full Year,City Council,2011-06-30,City Council,01,
182,12283837,0,2011,Current Projection,Full Year,City Council,2011-06-30,City Council,01,
44,2990671,0,2008,Actual,Full Year,City Planning Commission,2008-06-30,City Planning Commission,51,
42,2885063,168,2009,Actual,Full Year,City Planning Commission,2009-06-30,City Planning Commission,51,
40,2745493,0,2010,Actual,Full Year,City Planning Commission,2010-06-30,City Planning Commission,51,
38,2425995,0,2011,Adopted Budget,Full Year,City Planning Commission,2011-06-30,City Planning Commission,51,
37,2136956,0,2011,Target Budget,Full Year,City Planning Commission,2011-06-30,City Planning Commission,51,
33,2136956,0,2011,Current Projection,Full Year,City Planning Commission,2011-06-30,City Planning Commission,51,
0,0,0,2008,Actual,Full Year,City Representative,2008-06-30,Office of the City Representative,41,City Rep
6,387224,11393,2009,Actual,Full Year,City Representative,2009-06-30,Office of the City Representative,41,City Rep
7,329524,0,2010,Actual,Full Year,City Representative,2010-06-30,Office of the City Representative,41,City Rep
7,338082,0,2011,Adopted Budget,Full Year,City Representative,2011-06-30,Office of the City Representative,41,City Rep
7,338082,0,2011,Target Budget,Full Year,City Representative,2011-06-30,Office of the City Representative,41,City Rep
6,338082,0,2011,Current Projection,Full Year,City Representative,2011-06-30,Office of the City Representative,41,City Rep
11,637361,8625,2008,Actual,Full Year,City Treasurer,2008-06-30,Office of the City Treasurer,40,City Treasurer
11,556470,9987,2009,Actual,Full Year,City Treasurer,2009-06-30,Office of the City Treasurer,40,City Treasurer
11,619313,996,2010,Actual,Full Year,City Treasurer,2010-06-30,Office of the City Treasurer,40,City Treasurer
14,745937,0,2011,Adopted Budget,Full Year,City Treasurer,2011-06-30,Office of the City Treasurer,40,City Treasurer
13,745937,0,2011,Target Budget,Full Year,City Treasurer,2011-06-30,Office of the City Treasurer,40,City Treasurer
13,745937,449,2011,Current Projection,Full Year,City Treasurer,2011-06-30,Office of the City Treasurer,40,City Treasurer
2,122147,0,2008,Actual,Full Year,Civil Service Commission,2008-06-30,Civil Service Commission,55,
2,139532,0,2009,Actual,Full Year,Civil Service Commission,2009-06-30,Civil Service Commission,55,
2,128307,0,2010,Actual,Full Year,Civil Service Commission,2010-06-30,Civil Service Commission,55,
2,139309,0,2011,Adopted Budget,Full Year,Civil Service Commission,2011-06-30,Civil Service Commission,55,
2,139309,0,2011,Target Budget,Full Year,Civil Service Commission,2011-06-30,Civil Service Commission,55,
2,139309,0,2011,Current Projection,Full Year,Civil Service Commission,2011-06-30,Civil Service Commission,55,
117,4807963,273562,2008,Actual,Full Year,Clerk of Quarter Sessions (1),2008-06-30,Clerk of Quarter Sessions,64,
110,4881702,163348,2009,Actual,Full Year,Clerk of Quarter Sessions (1),2009-06-30,Clerk of Quarter Sessions,64,
106,4445754,118277,2010,Actual,Full Year,Clerk of Quarter Sessions (1),2010-06-30,Clerk of Quarter Sessions,64,
115,4471844,250000,2011,Adopted Budget,Full Year,Clerk of Quarter Sessions (1),2011-06-30,Clerk of Quarter Sessions,64,
112,4292970,0,2011,Target Budget,Full Year,Clerk of Quarter Sessions (1),2011-06-30,Clerk of Quarter Sessions,64,
0,0,0,2011,Current Projection,Full Year,Clerk of Quarter Sessions (1),2011-06-30,Clerk of Quarter Sessions,64,
13,1052506,18023,2008,Actual,Full Year,Commerce,2008-06-30,Office of the Director of Commerce,42,Commerce
23,1299648,0,2009,Actual,Full Year,Commerce,2009-06-30,Office of the Director of Commerce,42,Commerce
24,1431917,0,2010,Actual,Full Year,Commerce,2010-06-30,Office of the Director of Commerce,42,Commerce
25,1817402,0,2011,Adopted Budget,Full Year,Commerce,2011-06-30,Office of the Director of Commerce,42,Commerce
25,1761678,0,2011,Target Budget,Full Year,Commerce,2011-06-30,Office of the Director of Commerce,42,Commerce
23,1761678,1066,2011,Current Projection,Full Year,Commerce,2011-06-30,Office of the Director of Commerce,42,Commerce
437,29774477,167534,2008,Actual,Full Year,District Attorney,2008-06-30,District Attorney's Office,69,DAO
441,29456083,174690,2009,Actual,Full Year,District Attorney,2009-06-30,District Attorney's Office,69,DAO
410,29075731,153796,2010,Actual,Full Year,District Attorney,2010-06-30,District Attorney's Office,69,DAO
421,26914328,175000,2011,Adopted Budget,Full Year,District Attorney,2011-06-30,District Attorney's Office,69,DAO
428,26914328,175000,2011,Target Budget,Full Year,District Attorney,2011-06-30,District Attorney's Office,69,DAO
410,28374328,211011,2011,Current Projection,Full Year,District Attorney,2011-06-30,District Attorney's Office,69,DAO
141,9634660,268625,2008,Actual,Full Year,Division of Technology,2008-06-30,Office of Innovation and Technology,04,OIT
146,8959109,134528,2009,Actual,Full Year,Division of Technology,2009-06-30,Office of Innovation and Technology,04,OIT
174,10540202,563629,2010,Actual,Full Year,Division of Technology,2010-06-30,Office of Innovation and Technology,04,OIT
283,17514280,334438,2011,Adopted Budget,Full Year,Division of Technology,2011-06-30,Office of Innovation and Technology,04,OIT
283,17514280,535000,2011,Target Budget,Full Year,Division of Technology,2011-06-30,Office of Innovation and Technology,04,OIT
258,17514280,586720,2011,Current Projection,Full Year,Division of Technology,2011-06-30,Office of Innovation and Technology,04,OIT
156,9255784,1762220,2008,Actual,Full Year,Fairmount Park,2008-06-30,Fairmount Park Commission,17,
159,8757179,1329249,2009,Actual,Full Year,Fairmount Park,2009-06-30,Fairmount Park Commission,17,
155,8675357,1741485,2010,Actual,Full Year,Fairmount Park,2010-06-30,Fairmount Park Commission,17,
0,0,0,2011,Adopted Budget,Full Year,Fairmount Park,2011-06-30,Fairmount Park Commission,17,
0,0,0,2011,Target Budget,Full Year,Fairmount Park,2011-06-30,Fairmount Park Commission,17,
0,0,0,2011,Current Projection,Full Year,Fairmount Park,2011-06-30,Fairmount Park Commission,17,
170,10337578,16631,2008,Actual,Full Year,Finance,2008-06-30,Office of the Director of Finance,35,Finance
143,10598489,14037,2009,Actual,Full Year,Finance,2009-06-30,Office of the Director of Finance,35,Finance
141,9559489,6222,2010,Actual,Full Year,Finance,2010-06-30,Office of the Director of Finance,35,Finance
144,7799767,17000,2011,Adopted Budget,Full Year,Finance,2011-06-30,Office of the Director of Finance,35,Finance
144,7588274,10000,2011,Target Budget,Full Year,Finance,2011-06-30,Office of the Director of Finance,35,Finance
140,7588274,8375,2011,Current Projection,Full Year,Finance,2011-06-30,Office of the Director of Finance,35,Finance
2326,169912740,23708740,2008,Actual,Full Year,Fire,2008-06-30,Fire Department,13,Fire
2259,169950366,20521021,2009,Actual,Full Year,Fire,2009-06-30,Fire Department,13,Fire
2187,169463842,19490200,2010,Actual,Full Year,Fire,2010-06-30,Fire Department,13,Fire
2327,169151934,19294000,2011,Adopted Budget,Full Year,Fire,2011-06-30,Fire Department,13,Fire
2237,169403781,15734000,2011,Target Budget,Full Year,Fire,2011-06-30,Fire Department,13,Fire
2146,171603781,27080170,2011,Current Projection,Full Year,Fire,2011-06-30,Fire Department,13,Fire
1970,91950443,201814,2008,Actual,Full Year,First Judicial District,2008-06-30,First Judicial District,84,FJD
1898,90353679,126110,2009,Actual,Full Year,First Judicial District,2009-06-30,First Judicial District,84,FJD
1756,81332197,76951,2010,Actual,Full Year,First Judicial District,2010-06-30,First Judicial District,84,FJD
1776,75934061,56000,2011,Adopted Budget,Full Year,First Judicial District,2011-06-30,First Judicial District,84,FJD
1888,75934061,306000,2011,Target Budget,Full Year,First Judicial District,2011-06-30,First Judicial District,84,FJD
1869,85561208,188260,2011,Current Projection,Full Year,First Judicial District,2011-06-30,First Judicial District,84,FJD
307,17745176,3203337,2008,Actual,Full Year,Fleet Management,2008-06-30,Office of Fleet Management,25,Fleet
302,16978931,2179011,2009,Actual,Full Year,Fleet Management,2009-06-30,Office of Fleet Management,25,Fleet
292,16666891,2564572,2010,Actual,Full Year,Fleet Management,2010-06-30,Office of Fleet Management,25,Fleet
283,16074382,2224189,2011,Adopted Budget,Full Year,Fleet Management,2011-06-30,Office of Fleet Management,25,Fleet
281,15824382,2676371,2011,Target Budget,Full Year,Fleet Management,2011-06-30,Office of Fleet Management,25,Fleet
265,15824382,2608404,2011,Current Projection,Full Year,Fleet Management,2011-06-30,Office of Fleet Management,25,Fleet
713,34683010,1083881,2008,Actual,Full Year,Free Library,2008-06-30,The Free Library of Philadelphia,52,Free Library
629,32664879,681781,2009,Actual,Full Year,Free Library,2009-06-30,The Free Library of Philadelphia,52,Free Library
602,29099281,472152,2010,Actual,Full Year,Free Library,2010-06-30,The Free Library of Philadelphia,52,Free Library
636,29268037,521109,2011,Adopted Budget,Full Year,Free Library,2011-06-30,The Free Library of Philadelphia,52,Free Library
636,29268037,720164,2011,Target Budget,Full Year,Free Library,2011-06-30,The Free Library of Philadelphia,52,Free Library
619,29268037,745424,2011,Current Projection,Full Year,Free Library,2011-06-30,The Free Library of Philadelphia,52,Free Library
6,336836,182,2008,Actual,Full Year,Historical Commission,2008-06-30,Historical Commission,32,
6,360867,0,2009,Actual,Full Year,Historical Commission,2009-06-30,Historical Commission,32,
6,360053,0,2010,Actual,Full Year,Historical Commission,2010-06-30,Historical Commission,32,
6,385995,0,2011,Adopted Budget,Full Year,Historical Commission,2011-06-30,Historical Commission,32,
6,385995,0,2011,Target Budget,Full Year,Historical Commission,2011-06-30,Historical Commission,32,
6,385995,0,2011,Current Projection,Full Year,Historical Commission,2011-06-30,Historical Commission,32,
34,2070825,0,2008,Actual,Full Year,Human Relations Commission,2008-06-30,Commission on Human Relations,54,Human Relations
34,2020865,0,2009,Actual,Full Year,Human Relations Commission,2009-06-30,Commission on Human Relations,54,Human Relations
33,1947511,0,2010,Actual,Full Year,Human Relations Commission,2010-06-30,Commission on Human Relations,54,Human Relations
33,2017263,0,2011,Adopted Budget,Full Year,Human Relations Commission,2011-06-30,Commission on Human Relations,54,Human Relations
31,1936572,0,2011,Target Budget,Full Year,Human Relations Commission,2011-06-30,Commission on Human Relations,54,Human Relations
30,1936572,0,2011,Current Projection,Full Year,Human Relations Commission,2011-06-30,Commission on Human Relations,54,Human Relations
1784,96250356,11383838,2008,Actual,Full Year,Human Services,2008-06-30,Department of Human Services,22,DHS
1741,98395991,8573925,2009,Actual,Full Year,Human Services,2009-06-30,Department of Human Services,22,DHS
1751,94110384,7137162,2010,Actual,Full Year,Human Services,2010-06-30,Department of Human Services,22,DHS
1828,95737121,7656435,2011,Adopted Budget,Full Year,Human Services,2011-06-30,Department of Human Services,22,DHS
1780,95737121,9387647,2011,Target Budget,Full Year,Human Services,2011-06-30,Department of Human Services,22,DHS
1668,95737121,8687587,2011,Current Projection,Full Year,Human Services,2011-06-30,Department of Human Services,22,DHS
7,498189,7341,2008,Actual,Full Year,"Labor Relations, Mayor's Office of",2008-06-30,Labor,03,
7,511008,8911,2009,Actual,Full Year,"Labor Relations, Mayor's Office of",2009-06-30,Labor,03,
7,509093,2897,2010,Actual,Full Year,"Labor Relations, Mayor's Office of",2010-06-30,Labor,03,
7,511436,4157,2011,Adopted Budget,Full Year,"Labor Relations, Mayor's Office of",2011-06-30,Labor,03,
7,490979,9342,2011,Target Budget,Full Year,"Labor Relations, Mayor's Office of",2011-06-30,Labor,03,
6,490979,7167,2011,Current Projection,Full Year,"Labor Relations, Mayor's Office of",2011-06-30,Labor,03,
192,10872968,14384,2008,Actual,Full Year,Law,2008-06-30,Law Department,44,Law
182,10604942,1623,2009,Actual,Full Year,Law,2009-06-30,Law Department,44,Law
176,10065455,1606,2010,Actual,Full Year,Law,2010-06-30,Law Department,44,Law
190,10586545,5813,2011,Adopted Budget,Full Year,Law,2011-06-30,Law Department,44,Law
186,9985237,5000,2011,Target Budget,Full Year,Law,2011-06-30,Law Department,44,Law
160,9985237,1670,2011,Current Projection,Full Year,Law,2011-06-30,Law Department,44,Law
356,17773107,1164539,2008,Actual,Full Year,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,26,L&I
309,16560604,578879,2009,Actual,Full Year,Licenses & Inspections,2009-06-30,Department of Licenses and Inspections,26,L&I
305,14202452,439024,2010,Actual,Full Year,Licenses & Inspections,2010-06-30,Department of Licenses and Inspections,26,L&I
320,14710053,601154,2011,Adopted Budget,Full Year,Licenses & Inspections,2011-06-30,Department of Licenses and Inspections,26,L&I
312,14710053,601154,2011,Target Budget,Full Year,Licenses & Inspections,2011-06-30,Department of Licenses and Inspections,26,L&I
290,14710053,514771,2011,Current Projection,Full Year,Licenses & Inspections,2011-06-30,Department of Licenses and Inspections,26,L&I
95,8034882,91631,2008,Actual,Full Year,Managing Director,2008-06-30,Managing Director's Office,10,MDO
128,11876751,933811,2009,Actual,Full Year,Managing Director,2009-06-30,Managing Director's Office,10,MDO
112,12308160,797420,2010,Actual,Full Year,Managing Director,2010-06-30,Managing Director's Office,10,MDO
122,12896469,489226,2011,Adopted Budget,Full Year,Managing Director,2011-06-30,Managing Director's Office,10,MDO
121,12449651,489226,2011,Target Budget,Full Year,Managing Director,2011-06-30,Managing Director's Office,10,MDO
153,12576111,362619,2011,Current Projection,Full Year,Managing Director,2011-06-30,Managing Director's Office,10,MDO
72,4793689,1731,2008,Actual,Full Year,Mayor,2008-06-30,Mayor's Office,05,Mayor
71,5214185,0,2009,Actual,Full Year,Mayor,2009-06-30,Mayor's Office,05,Mayor
38,3146395,0,2010,Actual,Full Year,Mayor,2010-06-30,Mayor's Office,05,Mayor
39,3104922,0,2011,Adopted Budget,Full Year,Mayor,2011-06-30,Mayor's Office,05,Mayor
38,2943426,0,2011,Target Budget,Full Year,Mayor,2011-06-30,Mayor's Office,05,Mayor
33,2943426,0,2011,Current Projection,Full Year,Mayor,2011-06-30,Mayor's Office,05,Mayor
0,0,0,2008,Actual,Full Year,Mayor - Office of Arts and Culture,2008-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
0,0,0,2009,Actual,Full Year,Mayor - Office of Arts and Culture,2009-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,194947,0,2010,Actual,Full Year,Mayor - Office of Arts and Culture,2010-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,192625,0,2011,Adopted Budget,Full Year,Mayor - Office of Arts and Culture,2011-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,192625,0,2011,Target Budget,Full Year,Mayor - Office of Arts and Culture,2011-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
2,192625,0,2011,Current Projection,Full Year,Mayor - Office of Arts and Culture,2011-06-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
22,3540164,216946,2008,Actual,Full Year,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
87,0,0,2009,Actual,Full Year,Mayor's Office of Community Services,2009-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2010,Actual,Full Year,Mayor's Office of Community Services,2010-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2011,Adopted Budget,Full Year,Mayor's Office of Community Services,2011-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2011,Target Budget,Full Year,Mayor's Office of Community Services,2011-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2011,Current Projection,Full Year,Mayor's Office of Community Services,2011-06-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
0,0,0,2008,Actual,Full Year,Mayor - Office of the Inspector General,2008-06-30,Office of the Inspector General,48,OIG
0,0,0,2009,Actual,Full Year,Mayor - Office of the Inspector General,2009-06-30,Office of the Inspector General,48,OIG
15,1064724,0,2010,Actual,Full Year,Mayor - Office of the Inspector General,2010-06-30,Office of the Inspector General,48,OIG
19,1289677,0,2011,Adopted Budget,Full Year,Mayor - Office of the Inspector General,2011-06-30,Office of the Inspector General,48,OIG
18,1198201,0,2011,Target Budget,Full Year,Mayor - Office of the Inspector General,2011-06-30,Office of the Inspector General,48,OIG
16,1138201,0,2011,Current Projection,Full Year,Mayor - Office of the Inspector General,2011-06-30,Office of the Inspector General,48,OIG
0,0,0,2008,Actual,Full Year,Mayor's Office of Transportation,2008-06-30,Mayor's Office of Transportation and Utilities,46,
8,410517,0,2009,Actual,Full Year,Mayor's Office of Transportation,2009-06-30,Mayor's Office of Transportation and Utilities,46,
8,482014,0,2010,Actual,Full Year,Mayor's Office of Transportation,2010-06-30,Mayor's Office of Transportation and Utilities,46,
8,500000,0,2011,Adopted Budget,Full Year,Mayor's Office of Transportation,2011-06-30,Mayor's Office of Transportation and Utilities,46,
8,480000,0,2011,Target Budget,Full Year,Mayor's Office of Transportation,2011-06-30,Mayor's Office of Transportation and Utilities,46,
8,480000,0,2011,Current Projection,Full Year,Mayor's Office of Transportation,2011-06-30,Mayor's Office of Transportation and Utilities,46,
12,472382,1462,2008,Actual,Full Year,Mural Arts Program,2008-06-30,Mural Arts Program,50,Mural Arts
12,427864,1866,2009,Actual,Full Year,Mural Arts Program,2009-06-30,Mural Arts Program,50,Mural Arts
12,460634,0,2010,Actual,Full Year,Mural Arts Program,2010-06-30,Mural Arts Program,50,Mural Arts
12,475000,3913,2011,Adopted Budget,Full Year,Mural Arts Program,2011-06-30,Mural Arts Program,50,Mural Arts
12,456000,0,2011,Target Budget,Full Year,Mural Arts Program,2011-06-30,Mural Arts Program,50,Mural Arts
12,446000,1766,2011,Current Projection,Full Year,Mural Arts Program,2011-06-30,Mural Arts Program,50,Mural Arts
28,2018861,22633,2008,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2008-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
26,2142857,21486,2009,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2009-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
22,1563276,16783,2010,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2010-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
24,1549549,18667,2011,Adopted Budget,Full Year,Office of Behavioral Health/Mental Retardation Services,2011-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
22,1549549,9342,2011,Target Budget,Full Year,Office of Behavioral Health/Mental Retardation Services,2011-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
21,1478243,10302,2011,Current Projection,Full Year,Office of Behavioral Health/Mental Retardation Services,2011-06-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
68,3939679,139657,2008,Actual,Full Year,Office of Human Resources,2008-06-30,Office of Human Resources,56,OHR
64,3507656,23516,2009,Actual,Full Year,Office of Human Resources,2009-06-30,Office of Human Resources,56,OHR
53,3313279,30611,2010,Actual,Full Year,Office of Human Resources,2010-06-30,Office of Human Resources,56,OHR
79,4396755,30000,2011,Adopted Budget,Full Year,Office of Human Resources,2011-06-30,Office of Human Resources,56,OHR
78,4341325,30000,2011,Target Budget,Full Year,Office of Human Resources,2011-06-30,Office of Human Resources,56,OHR
73,4341325,45173,2011,Current Projection,Full Year,Office of Human Resources,2011-06-30,Office of Human Resources,56,OHR
0,0,0,2008,Actual,Full Year,Office of Property Assessment,2008-06-30,Office of Property Assessment,59,OPA
0,0,0,2009,Actual,Full Year,Office of Property Assessment,2009-06-30,Office of Property Assessment,59,OPA
0,0,0,2010,Actual,Full Year,Office of Property Assessment,2010-06-30,Office of Property Assessment,59,OPA
0,0,0,2011,Adopted Budget,Full Year,Office of Property Assessment,2011-06-30,Office of Property Assessment,59,OPA
0,0,0,2011,Target Budget,Full Year,Office of Property Assessment,2011-06-30,Office of Property Assessment,59,OPA
132,5587162,0,2011,Current Projection,Full Year,Office of Property Assessment,2011-06-30,Office of Property Assessment,59,OPA
126,6202044,700875,2008,Actual,Full Year,Office of Supportive Housing,2008-06-30,Office of Homeless Services,24,OHS
126,6714527,446646,2009,Actual,Full Year,Office of Supportive Housing,2009-06-30,Office of Homeless Services,24,OHS
124,6343923,457176,2010,Actual,Full Year,Office of Supportive Housing,2010-06-30,Office of Homeless Services,24,OHS
132,6339476,424656,2011,Adopted Budget,Full Year,Office of Supportive Housing,2011-06-30,Office of Homeless Services,24,OHS
123,5852567,251011,2011,Target Budget,Full Year,Office of Supportive Housing,2011-06-30,Office of Homeless Services,24,OHS
116,5852567,203853,2011,Current Projection,Full Year,Office of Supportive Housing,2011-06-30,Office of Homeless Services,24,OHS
0,0,0,2008,Actual,Full Year,Office of Housing & Community Dev.,2008-06-30,Office of Housing and Community Development,06,
0,0,0,2009,Actual,Full Year,Office of Housing & Community Dev.,2009-06-30,Office of Housing and Community Development,06,
0,0,0,2010,Actual,Full Year,Office of Housing & Community Dev.,2010-06-30,Office of Housing and Community Development,06,
0,0,0,2011,Adopted Budget,Full Year,Office of Housing & Community Dev.,2011-06-30,Office of Housing and Community Development,06,
0,0,0,2011,Target Budget,Full Year,Office of Housing & Community Dev.,2011-06-30,Office of Housing and Community Development,06,
0,0,0,2011,Current Projection,Full Year,Office of Housing & Community Dev.,2011-06-30,Office of Housing and Community Development,06,
464,31270256,1148536,2008,Actual,Full Year,Parks and Recreation,2008-06-30,Department of Parks and Recreation,16,Parks & Recreation
443,30243069,875993,2009,Actual,Full Year,Parks and Recreation,2009-06-30,Department of Parks and Recreation,16,Parks & Recreation
435,27152824,917592,2010,Actual,Full Year,Parks and Recreation,2010-06-30,Department of Parks and Recreation,16,Parks & Recreation
689,39078562,2395303,2011,Adopted Budget,Full Year,Parks and Recreation,2011-06-30,Department of Parks and Recreation,16,Parks & Recreation
632,35115420,2052453,2011,Target Budget,Full Year,Parks and Recreation,2011-06-30,Department of Parks and Recreation,16,Parks & Recreation
590,35426006,2637990,2011,Current Projection,Full Year,Parks and Recreation,2011-06-30,Department of Parks and Recreation,16,Parks & Recreation
