0,1,2,3,4,5,6,7,8,9
Ambulatory Health Services,"46,670,074","29,002,012","26,999,512","2,002,500","47,297,606","48,061,909","48,061,909","(764,303)",0
Early Childhood. Youth & Women's Health,"1,255,143","814,365","865,815","(51,450)","1,776,073","1,776,073","1,776,073",0,0
Phila. Nursing Home,"37.225,593","38,560,679","36,509,922","2,050,757","40,398,228",40.398.228,"40,398,228",0,0
Environmental Protection Services,"5,776,321","3,227,010","2,972,323","254,687","6,561,078","6,561,078","6,561,078",0,0
Administration and Support Svcs,"6,998,111",3.883.479,"3,810,874","72,605","7,464,624","7,464,624",7.464.624,0,0
Medical Examiner's Office,"4,061,141","2,652,372","2,629,364",23.008,4.244.264,"4,244,264","4,244,264",0,0
Infectious Disease Control,"6,014,782","3.883,272","3,313,845","569,427","5,660,080","5,660,080","5,660,080",0,0
Chronic Disease Control,"1,945,820","1,305,273",1.244.274,"60,999","2,045,414",2.045.414,2.045.414,0,0
Public Property,"75,641,833","29,396,434","29,553,979","(157,545)","57,716,741","69,638,114","69,847,114","(12,130,373)","(209,000)"
Public Property-SEPT/ Subsidy,"66,016,000","35,208,000","35,208,000",0,"70,415,000","70,415,000","70,415,000",0,0
Public Property-Space Rentals,"19,098,115","20,446,962","19,859,344","587,618","20,521,298","20,521,298","20,521,298",0,0
Public Property-Utilities,"30,200,402","25,608,720","21,108,924","4,499,796","30,976,166","30,976,166","30,976,166",0,0
Records,"4,339,865","2,919,419","2,949,347","(29,928)","4,681,789","4,867,565","4,867,565","(185,776)",0
Register of Wills,"3,289,563","1,643,160","1,586,115","57,045","3,333,341","3,339,606","3,339,606","(6,265)",0
Revenue,"20,210,851","12,049,689","12,049,689",0,"22,437,070","23,238,869","23,538,869","(1,101,799)","(300,000)"
Sheriff,"18,323,205","10,028,304","10,028,304",0,"18,494,646","18,566,779","18,566,779","(72,133)",0
Sinking Fund Commission (Debt Service),"215,932,309","161,042,462","161,042,462",0,"247,795,565","247,795,565","245,068,442","2,727,123","2,727,123"
Streets-Sanitation,"101,202,698","68,511,345","68,511,345",0,"85,672,103","92,469,955","92,469,955","(6,797,852)",0
Streets-Transportation,"36,754,656","16,333,069","16,333,069",0,"31,941,321","31,941,321","32,281,321","(340,000)","(340,000)"
Youth Commission,"83,151","37,828","37,828",0,"140,080","142,296","142,296","(2,216)",0
TOTAL GENERAL FUND,"3,886,563,587","1,893,877,902","1,872,816,824","21,061,078","4,524,565,000","4,560,939,469","3,865,320,415","659,244,585","695,619,054"
