0,1,2,3,4,5,6,7,8,9
Common Pleas Court,"70,703,180","52,867,262","52,867,262",0,"72,448,315","74.248,315","74,248,315","(1,800,000)",0
Office of Court Administrator,"23.925,430","14,464,550","14,464,550",0,"19,244,540","20.244,540","20,244,540","(1,000,000)",0
Municipal Court,"9,007,920","6,775,494","6,775,494",0,"8,994,459","9,244,459","9,244,459","(250,000)",0
Traffic Court,"5,079,657","3,933,152","3,933,152",0,"5,563,809",5.722.413,5.722.413,"(158,604)",0
Fleet Management,"50,062,898","42,008,324","42,394,100","(385,776)","47,808,114","48,840,155","48,840,155","(1,032,041)",0
Fleet Management - Vehicle Purchases,"12,548,186","11,807,349","11,641,024","166,325","11,965,000","11,965,000","11,965,000",0,0
Free Library,"35,736,303","30,597,329","30,426,515","170,814","38,674,193","40,198,080","40,198,080","(1,523,887)",0
Historical Commission,"349,704","294,302","278,607","15,695","412,330","419,781","419,781","(7,451)",0
Human Relations Commission,"1,783,651","1,616,623","1,379,172","237,451","2,099,907","2,116,623","2,116,623","(16,716)",0
Human Services,"100,241,130","82,459,749","80,715,601","1,744,148","99,480,256","102,776,689","102,776,689","(3,296,433)",0
Administration & Management,7.722.100,"7,142,648","4,271,678","2,870,970","10,702,102",10.702.102,"10.286,686",415.416,415.416
Performance Management & Accountability,"1,060,691","1,234,953","424,697","810,256","1,949,507","1,949,507","1,790,443","159,064","159,064"
Juvenile Justice Services,"35,467,445","21,591,617","28,181,162","(6,589,545)","35,302,177","35,302,177","25,525,658","9,776,519","9,776,519"
Children & Youth (Child Welfare) (1) Includes Provision for Future Labor Obligations,"55,990,894","52,490,531","47,838,064","4,652,467","51,526,470","54,822,903","65,173,902","(13,647,432)","(10,350,999)"
