dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
City Treasurer,Other,1,0,2015,Actual,YTD,2015-06-30,1,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2015,Actual,YTD,2015-06-30,0,Civil Service Commission,,55
Commerce,Other,760,0,2015,Actual,YTD,2015-06-30,760,Office of the Director of Commerce,Commerce,42
Finance,Other,12,0,2015,Actual,YTD,2015-06-30,12,Office of the Director of Finance,Finance,35
First Judicial District,Other,467,0,2015,Actual,YTD,2015-06-30,467,First Judicial District,FJD,84
Fleet Management,Other,65,0,2015,Actual,YTD,2015-06-30,65,Office of Fleet Management,Fleet,25
Free Library,Other,14,0,2015,Actual,YTD,2015-06-30,14,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2015,Actual,YTD,2015-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2015,Actual,YTD,2015-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1133,0,2015,Actual,YTD,2015-06-30,1133,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2015,Actual,YTD,2015-06-30,0,Labor,,03
Law,Other,50,0,2015,Actual,YTD,2015-06-30,50,Law Department,Law,44
Licenses & Inspections,Other,0,0,2015,Actual,YTD,2015-06-30,0,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2015,Actual,YTD,2015-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2015,Actual,YTD,2015-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2015,Actual,YTD,2015-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,57,0,2015,Actual,YTD,2015-06-30,57,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2015,Actual,YTD,2015-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2015,Actual,YTD,2015-06-30,34,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,4,0,2015,Actual,YTD,2015-06-30,4,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2015,Actual,YTD,2015-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2015,Actual,YTD,2015-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,213,0,2015,Actual,YTD,2015-06-30,213,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,56,0,2015,Actual,YTD,2015-06-30,56,Office of Housing and Community Development,,06
Office of Human Resources,Other,1,0,2015,Actual,YTD,2015-06-30,1,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,83,0,2015,Actual,YTD,2015-06-30,83,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2015,Actual,YTD,2015-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2015,Actual,YTD,2015-06-30,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,13,0,2015,Actual,YTD,2015-06-30,13,Office of Homeless Services,OHS,24
Parks and Recreation,Other,28,0,2015,Actual,YTD,2015-06-30,28,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2015,Actual,YTD,2015-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2015,Actual,YTD,2015-06-30,2,Procurement Department,Procurement,38
Public Health,Other,155,0,2015,Actual,YTD,2015-06-30,155,Department of Public Health,Public Health,14
Public Property,Other,0,0,2015,Actual,YTD,2015-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2015,Actual,YTD,2015-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2015,Actual,YTD,2015-06-30,0,Register of Wills,,68
Revenue,Other,231,0,2015,Actual,YTD,2015-06-30,231,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2015,Actual,YTD,2015-06-30,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2015,Actual,YTD,2015-06-30,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2015,Actual,YTD,2015-06-30,0,Streets: Transportation,,12T
Water,Other,1747,0,2015,Actual,YTD,2015-06-30,1747,Water Department,Water,28
Youth Commission,Other,0,0,2015,Actual,YTD,2015-06-30,0,Youth Commission,,47
Atwater Kent Museum,Total,2,0,2015,Actual,YTD,2015-06-30,2,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,129,0,2015,Actual,YTD,2015-06-30,129,City Controller's Office,,61
Board of Ethics,Total,9,0,2015,Actual,YTD,2015-06-30,9,Board of Ethics,,45
Board of Pensions,Total,41,0,2015,Actual,YTD,2015-06-30,41,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,12,0,2015,Actual,YTD,2015-06-30,12,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,91,0,2015,Actual,YTD,2015-06-30,91,City Commissioner's Office,City Commissioners,73
City Council,Total,176,0,2015,Actual,YTD,2015-06-30,176,City Council,,01
City Planning Commission,Total,34,0,2015,Actual,YTD,2015-06-30,34,City Planning Commission,,51
City Representative,Total,6,0,2015,Actual,YTD,2015-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,Total,15,0,2015,Actual,YTD,2015-06-30,15,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2015,Actual,YTD,2015-06-30,2,Civil Service Commission,,55
Commerce,Total,781,0,2015,Actual,YTD,2015-06-30,781,Office of the Director of Commerce,Commerce,42
Finance,Total,172,0,2015,Actual,YTD,2015-06-30,172,Office of the Director of Finance,Finance,35
First Judicial District,Total,2309,0,2015,Actual,YTD,2015-06-30,2309,First Judicial District,FJD,84
Fleet Management,Total,326,0,2015,Actual,YTD,2015-06-30,326,Office of Fleet Management,Fleet,25
Free Library,Total,656,0,2015,Actual,YTD,2015-06-30,656,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2015,Actual,YTD,2015-06-30,6,Historical Commission,,32
Human Relations Commission,Total,30,0,2015,Actual,YTD,2015-06-30,30,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1528,0,2015,Actual,YTD,2015-06-30,1528,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Total,7,0,2015,Actual,YTD,2015-06-30,7,Labor,,03
Law,Total,202,0,2015,Actual,YTD,2015-06-30,202,Law Department,Law,44
Licenses & Inspections,Total,335,0,2015,Actual,YTD,2015-06-30,335,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2015,Actual,YTD,2015-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2015,Actual,YTD,2015-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2015,Actual,YTD,2015-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,314,0,2015,Actual,YTD,2015-06-30,314,Managing Director's Office,MDO,10
Mayor's Office,Total,54,0,2015,Actual,YTD,2015-06-30,54,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2015,Actual,YTD,2015-06-30,34,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,16,0,2015,Actual,YTD,2015-06-30,16,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,10,0,2015,Actual,YTD,2015-06-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,2,0,2015,Actual,YTD,2015-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,227,0,2015,Actual,YTD,2015-06-30,227,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Total,56,0,2015,Actual,YTD,2015-06-30,56,Office of Housing and Community Development,,06
Office of Human Resources,Total,83,0,2015,Actual,YTD,2015-06-30,83,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,344,0,2015,Actual,YTD,2015-06-30,344,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,18,0,2015,Actual,YTD,2015-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,186,0,2015,Actual,YTD,2015-06-30,186,Office of Property Assessment,OPA,59
Office of Supportive Housing,Total,148,0,2015,Actual,YTD,2015-06-30,148,Office of Homeless Services,OHS,24
Parks and Recreation,Total,626,0,2015,Actual,YTD,2015-06-30,626,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2286,0,2015,Actual,YTD,2015-06-30,2286,Philadelphia Prison System,Prisons,23
Procurement,Total,46,0,2015,Actual,YTD,2015-06-30,46,Procurement Department,Procurement,38
Public Health,Total,808,0,2015,Actual,YTD,2015-06-30,808,Department of Public Health,Public Health,14
Public Property,Total,137,0,2015,Actual,YTD,2015-06-30,137,Department of Public Property,Public Property,20
Records,Total,56,0,2015,Actual,YTD,2015-06-30,56,Department of Records,Records,31
Register of Wills,Total,64,0,2015,Actual,YTD,2015-06-30,64,Register of Wills,,68
Revenue,Total,550,0,2015,Actual,YTD,2015-06-30,550,Department of Revenue,Revenue,36
Sheriff,Total,299,0,2015,Actual,YTD,2015-06-30,299,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1146,0,2015,Actual,YTD,2015-06-30,1146,Streets: Sanitation,,12S
Streets - Transportation,Total,518,0,2015,Actual,YTD,2015-06-30,518,Streets: Transportation,,12T
Water,Total,1747,0,2015,Actual,YTD,2015-06-30,1747,Water Department,Water,28
Youth Commission,Total,2,0,2015,Actual,YTD,2015-06-30,2,Youth Commission,,47
Police,General,776,6285,2015,Actual,YTD,2015-06-30,7061,Police Department,Police,11
Police,Other,11,168,2015,Actual,YTD,2015-06-30,179,Police Department,Police,11
Police,Total,787,6453,2015,Actual,YTD,2015-06-30,7240,Police Department,Police,11
Fire,General,108,2042,2015,Actual,YTD,2015-06-30,2150,Fire Department,Fire,13
Fire,Other,2,192,2015,Actual,YTD,2015-06-30,194,Fire Department,Fire,13
Fire,Total,110,2234,2015,Actual,YTD,2015-06-30,2344,Fire Department,Fire,13
District Attorney,General,464,12,2015,Actual,YTD,2015-06-30,476,District Attorney's Office,DAO,69
District Attorney,Other,68,10,2015,Actual,YTD,2015-06-30,78,District Attorney's Office,DAO,69
District Attorney,Total,532,22,2015,Actual,YTD,2015-06-30,554,District Attorney's Office,DAO,69
Atwater Kent Museum,General,3,0,2014,Actual,Full Year,2014-06-30,3,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,111,0,2014,Actual,Full Year,2014-06-30,111,City Controller's Office,,61
Board of Ethics,General,9,0,2014,Actual,Full Year,2014-06-30,9,Board of Ethics,,45
Board of Pensions,General,0,0,2014,Actual,Full Year,2014-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,11,0,2014,Actual,Full Year,2014-06-30,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,84,0,2014,Actual,Full Year,2014-06-30,84,City Commissioner's Office,City Commissioners,73
City Council,General,169,0,2014,Actual,Full Year,2014-06-30,169,City Council,,01
City Planning Commission,General,30,0,2014,Actual,Full Year,2014-06-30,30,City Planning Commission,,51
City Representative,General,7,0,2014,Actual,Full Year,2014-06-30,7,Office of the City Representative,City Rep,41
City Treasurer,General,14,0,2014,Actual,Full Year,2014-06-30,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2014,Actual,Full Year,2014-06-30,2,Civil Service Commission,,55
Commerce,General,27,0,2014,Actual,Full Year,2014-06-30,27,Office of the Director of Commerce,Commerce,42
Finance,General,170,0,2014,Actual,Full Year,2014-06-30,170,Office of the Director of Finance,Finance,35
First Judicial District,General,1866,0,2014,Actual,Full Year,2014-06-30,1866,First Judicial District,FJD,84
Fleet Management,General,264,0,2014,Actual,Full Year,2014-06-30,264,Office of Fleet Management,Fleet,25
Free Library,General,609,0,2014,Actual,Full Year,2014-06-30,609,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2014,Actual,Full Year,2014-06-30,6,Historical Commission,,32
Human Relations Commission,General,30,0,2014,Actual,Full Year,2014-06-30,30,Commission on Human Relations,Human Relations,54
Human Services (1),General,382,0,2014,Actual,Full Year,2014-06-30,382,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,7,0,2014,Actual,Full Year,2014-06-30,7,Labor,,03
Law,General,146,0,2014,Actual,Full Year,2014-06-30,146,Law Department,Law,44
Licenses & Inspections,General,296,0,2014,Actual,Full Year,2014-06-30,296,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2014,Actual,Full Year,2014-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2014,Actual,Full Year,2014-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2014,Actual,Full Year,2014-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,279,0,2014,Actual,Full Year,2014-06-30,279,Managing Director's Office,MDO,10
Mayor's Office,General,44,0,2014,Actual,Full Year,2014-06-30,44,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2014,Actual,Full Year,2014-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,13,0,2014,Actual,Full Year,2014-06-30,13,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,11,0,2014,Actual,Full Year,2014-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,2,0,2014,Actual,Full Year,2014-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,15,0,2014,Actual,Full Year,2014-06-30,15,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,General,0,0,2014,Actual,Full Year,2014-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,79,0,2014,Actual,Full Year,2014-06-30,79,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,259,0,2014,Actual,Full Year,2014-06-30,259,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,16,0,2014,Actual,Full Year,2014-06-30,16,Office of the Inspector General,OIG,48
Office of Property Assessment,General,179,0,2014,Actual,Full Year,2014-06-30,179,Office of Property Assessment,OPA,59
Office of Supportive Housing,General,154,0,2014,Actual,Full Year,2014-06-30,154,Office of Homeless Services,OHS,24
Parks and Recreation,General,600,0,2014,Actual,Full Year,2014-06-30,600,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2268,0,2014,Actual,Full Year,2014-06-30,2268,Philadelphia Prison System,Prisons,23
Procurement,General,47,0,2014,Actual,Full Year,2014-06-30,47,Procurement Department,Procurement,38
Public Health,General,659,0,2014,Actual,Full Year,2014-06-30,659,Department of Public Health,Public Health,14
Public Property,General,133,0,2014,Actual,Full Year,2014-06-30,133,Department of Public Property,Public Property,20
Records,General,55,0,2014,Actual,Full Year,2014-06-30,55,Department of Records,Records,31
Register of Wills,General,62,0,2014,Actual,Full Year,2014-06-30,62,Register of Wills,,68
Revenue,General,290,0,2014,Actual,Full Year,2014-06-30,290,Department of Revenue,Revenue,36
Sheriff,General,277,0,2014,Actual,Full Year,2014-06-30,277,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1153,0,2014,Actual,Full Year,2014-06-30,1153,Streets: Sanitation,,12S
Streets - Transportation,General,531,0,2014,Actual,Full Year,2014-06-30,531,Streets: Transportation,,12T
Water,General,0,0,2014,Actual,Full Year,2014-06-30,0,Water Department,Water,28
Youth Commission,General,2,0,2014,Actual,Full Year,2014-06-30,2,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2014,Actual,Full Year,2014-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Board of Ethics,,45
Board of Pensions,Other,50,0,2014,Actual,Full Year,2014-06-30,50,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2014,Actual,Full Year,2014-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2014,Actual,Full Year,2014-06-30,0,City Council,,01
City Planning Commission,Other,3,0,2014,Actual,Full Year,2014-06-30,3,City Planning Commission,,51
City Representative,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Civil Service Commission,,55
Commerce,Other,777,0,2014,Actual,Full Year,2014-06-30,777,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,465,0,2014,Actual,Full Year,2014-06-30,465,First Judicial District,FJD,84
Fleet Management,Other,67,0,2014,Actual,Full Year,2014-06-30,67,Office of Fleet Management,Fleet,25
Free Library,Other,20,0,2014,Actual,Full Year,2014-06-30,20,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1182,0,2014,Actual,Full Year,2014-06-30,1182,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2014,Actual,Full Year,2014-06-30,0,Labor,,03
Law,Other,54,0,2014,Actual,Full Year,2014-06-30,54,Law Department,Law,44
Licenses & Inspections,Other,7,0,2014,Actual,Full Year,2014-06-30,7,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2014,Actual,Full Year,2014-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2014,Actual,Full Year,2014-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,23,0,2014,Actual,Full Year,2014-06-30,23,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2014,Actual,Full Year,2014-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,33,0,2014,Actual,Full Year,2014-06-30,33,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,2,0,2014,Actual,Full Year,2014-06-30,2,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2014,Actual,Full Year,2014-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,224,0,2014,Actual,Full Year,2014-06-30,224,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,56,0,2014,Actual,Full Year,2014-06-30,56,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,71,0,2014,Actual,Full Year,2014-06-30,71,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,9,0,2014,Actual,Full Year,2014-06-30,9,Office of Homeless Services,OHS,24
Parks and Recreation,Other,22,0,2014,Actual,Full Year,2014-06-30,22,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2014,Actual,Full Year,2014-06-30,2,Procurement Department,Procurement,38
Public Health,Other,169,0,2014,Actual,Full Year,2014-06-30,169,Department of Public Health,Public Health,14
Public Property,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Register of Wills,,68
Revenue,Other,229,0,2014,Actual,Full Year,2014-06-30,229,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Streets: Transportation,,12T
Water,Other,1744,0,2014,Actual,Full Year,2014-06-30,1744,Water Department,Water,28
Youth Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,Youth Commission,,47
Atwater Kent Museum,Total,3,0,2014,Actual,Full Year,2014-06-30,3,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,111,0,2014,Actual,Full Year,2014-06-30,111,City Controller's Office,,61
Board of Ethics,Total,9,0,2014,Actual,Full Year,2014-06-30,9,Board of Ethics,,45
