dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Mayor's Office,General,52,0,2019,Actual,YTD,2019-03-31,52,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2019,Actual,YTD,2019-03-31,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,11,0,2019,Actual,YTD,2019-03-31,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,7,0,2019,Actual,YTD,2019-03-31,7,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,18,0,2019,Actual,YTD,2019-03-31,18,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,General,57,0,2019,Actual,YTD,2019-03-31,57,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,General,32,0,2019,Actual,YTD,2019-03-31,32,66,Office of Children and Families,OCF
Office of Homeless Services,General,148,0,2019,Actual,YTD,2019-03-31,148,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,General,0,0,2019,Actual,YTD,2019-03-31,0,06,Office of Housing and Community Development,
Office of Human Resources,General,77,0,2019,Actual,YTD,2019-03-31,77,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,277,0,2019,Actual,YTD,2019-03-31,277,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,19,0,2019,Actual,YTD,2019-03-31,19,48,Office of the Inspector General,OIG
Office of Property Assessment,General,196,0,2019,Actual,YTD,2019-03-31,196,59,Office of Property Assessment,OPA
Office of Sustainability,General,10,0,2019,Actual,YTD,2019-03-31,10,49,Office of Sustainability,Sustainability
Parks and Recreation,General,643,0,2019,Actual,YTD,2019-03-31,643,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,56,0,2019,Actual,YTD,2019-03-31,56,72,Department of Planning and Development,Planning & Development
Prisons,General,2133,0,2019,Actual,YTD,2019-03-31,2133,23,Philadelphia Prison System,Prisons
Procurement,General,42,0,2019,Actual,YTD,2019-03-31,42,38,Procurement Department,Procurement
Public Health,General,742,0,2019,Actual,YTD,2019-03-31,742,14,Department of Public Health,Public Health
Public Property,General,134,0,2019,Actual,YTD,2019-03-31,134,20,Department of Public Property,Public Property
Records,General,56,0,2019,Actual,YTD,2019-03-31,56,31,Department of Records,Records
Register of Wills,General,70,0,2019,Actual,YTD,2019-03-31,70,68,Register of Wills,
Revenue,General,408,0,2019,Actual,YTD,2019-03-31,408,36,Department of Revenue,Revenue
Sheriff,General,356,0,2019,Actual,YTD,2019-03-31,356,70,Office of the Sheriff,Sheriff
Streets,General,1746,0,2019,Actual,YTD,2019-03-31,1746,12,Streets Department,Streets
Water,General,0,0,2019,Actual,YTD,2019-03-31,0,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2019,Actual,YTD,2019-03-31,0,67,"Water, Sewer, and Stormwater Rate Board",
Atwater Kent Museum,Other,0,0,2019,Actual,YTD,2019-03-31,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2019,Actual,YTD,2019-03-31,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2019,Actual,YTD,2019-03-31,0,45,Board of Ethics,
Board of Pensions,Other,57,0,2019,Actual,YTD,2019-03-31,57,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2019,Actual,YTD,2019-03-31,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2019,Actual,YTD,2019-03-31,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2019,Actual,YTD,2019-03-31,0,01,City Council,
City Representative,Other,0,0,2019,Actual,YTD,2019-03-31,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2019,Actual,YTD,2019-03-31,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2019,Actual,YTD,2019-03-31,0,55,Civil Service Commission,
Commerce,Other,794,0,2019,Actual,YTD,2019-03-31,794,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2019,Actual,YTD,2019-03-31,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,506,0,2019,Actual,YTD,2019-03-31,506,84,First Judicial District,FJD
Fleet Management,Other,76,0,2019,Actual,YTD,2019-03-31,76,25,Office of Fleet Management,Fleet
Free Library,Other,10,0,2019,Actual,YTD,2019-03-31,10,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Other,0,0,2019,Actual,YTD,2019-03-31,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1134,0,2019,Actual,YTD,2019-03-31,1134,22,Department of Human Services,DHS
"Labor, Mayor's Office of",Other,0,0,2019,Actual,YTD,2019-03-31,0,03,Labor,
Law,Other,53,0,2019,Actual,YTD,2019-03-31,53,44,Law Department,Law
Licenses & Inspections,Other,8,0,2019,Actual,YTD,2019-03-31,8,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2019,Actual,YTD,2019-03-31,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2019,Actual,YTD,2019-03-31,0,27,L&I: Board of Review,
Managing Director's Office,Other,71,0,2019,Actual,YTD,2019-03-31,71,10,Managing Director's Office,MDO
Mayor's Office,Other,9,0,2019,Actual,YTD,2019-03-31,9,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,22,0,2019,Actual,YTD,2019-03-31,22,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Other,0,0,2019,Actual,YTD,2019-03-31,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2019,Actual,YTD,2019-03-31,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,247,0,2019,Actual,YTD,2019-03-31,247,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,Other,0,0,2019,Actual,YTD,2019-03-31,0,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,Other,0,0,2019,Actual,YTD,2019-03-31,0,66,Office of Children and Families,OCF
Office of Homeless Services,Other,24,0,2019,Actual,YTD,2019-03-31,24,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Other,0,0,2019,Actual,YTD,2019-03-31,0,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2019,Actual,YTD,2019-03-31,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,92,0,2019,Actual,YTD,2019-03-31,92,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2019,Actual,YTD,2019-03-31,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2019,Actual,YTD,2019-03-31,0,59,Office of Property Assessment,OPA
Office of Sustainability,Other,1,0,2019,Actual,YTD,2019-03-31,1,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,28,0,2019,Actual,YTD,2019-03-31,28,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Other,52,0,2019,Actual,YTD,2019-03-31,52,72,Department of Planning and Development,Planning & Development
Prisons,Other,0,0,2019,Actual,YTD,2019-03-31,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2019,Actual,YTD,2019-03-31,2,38,Procurement Department,Procurement
Public Health,Other,150,0,2019,Actual,YTD,2019-03-31,150,14,Department of Public Health,Public Health
Public Property,Other,0,0,2019,Actual,YTD,2019-03-31,0,20,Department of Public Property,Public Property
Records,Other,0,0,2019,Actual,YTD,2019-03-31,0,31,Department of Records,Records
Register of Wills,Other,0,0,2019,Actual,YTD,2019-03-31,0,68,Register of Wills,
Revenue,Other,208,0,2019,Actual,YTD,2019-03-31,208,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2019,Actual,YTD,2019-03-31,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2019,Actual,YTD,2019-03-31,0,12,Streets Department,Streets
Water,Other,1889,0,2019,Actual,YTD,2019-03-31,1889,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2019,Actual,YTD,2019-03-31,1,67,"Water, Sewer, and Stormwater Rate Board",
Atwater Kent Museum,Total,0,0,2019,Actual,YTD,2019-03-31,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,123,0,2019,Actual,YTD,2019-03-31,123,61,City Controller's Office,
Board of Ethics,Total,9,0,2019,Actual,YTD,2019-03-31,9,45,Board of Ethics,
Board of Pensions,Total,57,0,2019,Actual,YTD,2019-03-31,57,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,12,0,2019,Actual,YTD,2019-03-31,12,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,95,0,2019,Actual,YTD,2019-03-31,95,73,City Commissioner's Office,City Commissioners
City Council,Total,194,0,2019,Actual,YTD,2019-03-31,194,01,City Council,
City Representative,Total,8,0,2019,Actual,YTD,2019-03-31,8,41,Office of the City Representative,City Rep
City Treasurer,Total,16,0,2019,Actual,YTD,2019-03-31,16,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2019,Actual,YTD,2019-03-31,2,55,Civil Service Commission,
Commerce,Total,842,0,2019,Actual,YTD,2019-03-31,842,42,Office of the Director of Commerce,Commerce
Finance,Total,115,0,2019,Actual,YTD,2019-03-31,115,35,Office of the Director of Finance,Finance
First Judicial District,Total,2362,0,2019,Actual,YTD,2019-03-31,2362,84,First Judicial District,FJD
Fleet Management,Total,360,0,2019,Actual,YTD,2019-03-31,360,25,Office of Fleet Management,Fleet
Free Library,Total,666,0,2019,Actual,YTD,2019-03-31,666,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Total,32,0,2019,Actual,YTD,2019-03-31,32,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1530,0,2019,Actual,YTD,2019-03-31,1530,22,Department of Human Services,DHS
"Labor, Mayor's Office of",Total,23,0,2019,Actual,YTD,2019-03-31,23,03,Labor,
Law,Total,181,0,2019,Actual,YTD,2019-03-31,181,44,Law Department,Law
Licenses & Inspections,Total,384,0,2019,Actual,YTD,2019-03-31,384,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2019,Actual,YTD,2019-03-31,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2019,Actual,YTD,2019-03-31,2,27,L&I: Board of Review,
Managing Director's Office,Total,377,0,2019,Actual,YTD,2019-03-31,377,10,Managing Director's Office,MDO
Mayor's Office,Total,61,0,2019,Actual,YTD,2019-03-31,61,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,22,0,2019,Actual,YTD,2019-03-31,22,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Total,11,0,2019,Actual,YTD,2019-03-31,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,7,0,2019,Actual,YTD,2019-03-31,7,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,265,0,2019,Actual,YTD,2019-03-31,265,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,Total,57,0,2019,Actual,YTD,2019-03-31,57,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,Total,32,0,2019,Actual,YTD,2019-03-31,32,66,Office of Children and Families,OCF
Office of Homeless Services,Total,172,0,2019,Actual,YTD,2019-03-31,172,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Total,0,0,2019,Actual,YTD,2019-03-31,0,06,Office of Housing and Community Development,
Office of Human Resources,Total,77,0,2019,Actual,YTD,2019-03-31,77,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,369,0,2019,Actual,YTD,2019-03-31,369,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,19,0,2019,Actual,YTD,2019-03-31,19,48,Office of the Inspector General,OIG
Office of Property Assessment,Total,196,0,2019,Actual,YTD,2019-03-31,196,59,Office of Property Assessment,OPA
Office of Sustainability,Total,11,0,2019,Actual,YTD,2019-03-31,11,49,Office of Sustainability,Sustainability
Parks and Recreation,Total,671,0,2019,Actual,YTD,2019-03-31,671,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Total,108,0,2019,Actual,YTD,2019-03-31,108,72,Department of Planning and Development,Planning & Development
Prisons,Total,2133,0,2019,Actual,YTD,2019-03-31,2133,23,Philadelphia Prison System,Prisons
Procurement,Total,44,0,2019,Actual,YTD,2019-03-31,44,38,Procurement Department,Procurement
Public Health,Total,892,0,2019,Actual,YTD,2019-03-31,892,14,Department of Public Health,Public Health
Public Property,Total,134,0,2019,Actual,YTD,2019-03-31,134,20,Department of Public Property,Public Property
Records,Total,56,0,2019,Actual,YTD,2019-03-31,56,31,Department of Records,Records
Register of Wills,Total,70,0,2019,Actual,YTD,2019-03-31,70,68,Register of Wills,
Revenue,Total,616,0,2019,Actual,YTD,2019-03-31,616,36,Department of Revenue,Revenue
Sheriff,Total,356,0,2019,Actual,YTD,2019-03-31,356,70,Office of the Sheriff,Sheriff
Streets,Total,1746,0,2019,Actual,YTD,2019-03-31,1746,12,Streets Department,Streets
Water,Total,1889,0,2019,Actual,YTD,2019-03-31,1889,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Total,1,0,2019,Actual,YTD,2019-03-31,1,67,"Water, Sewer, and Stormwater Rate Board",
Police,General,804,6438,2019,Actual,YTD,2019-03-31,7242,11,Police Department,Police
Police,Other,11,150,2019,Actual,YTD,2019-03-31,161,11,Police Department,Police
Police,Total,815,6588,2019,Actual,YTD,2019-03-31,7403,11,Police Department,Police
Fire,General,115,2413,2019,Actual,YTD,2019-03-31,2528,13,Fire Department,Fire
Fire,Other,3,200,2019,Actual,YTD,2019-03-31,203,13,Fire Department,Fire
Fire,Total,118,2613,2019,Actual,YTD,2019-03-31,2731,13,Fire Department,Fire
District Attorney,General,464,36,2019,Actual,YTD,2019-03-31,500,69,District Attorney's Office,DAO
District Attorney,Other,64,11,2019,Actual,YTD,2019-03-31,75,69,District Attorney's Office,DAO
District Attorney,Total,528,47,2019,Actual,YTD,2019-03-31,575,69,District Attorney's Office,DAO
Atwater Kent Museum,General,4,0,2018,Actual,Full Year,2018-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,116,0,2018,Actual,Full Year,2018-06-30,116,61,City Controller's Office,
Board of Ethics,General,10,0,2018,Actual,Full Year,2018-06-30,10,45,Board of Ethics,
Board of Pensions,General,0,0,2018,Actual,Full Year,2018-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,11,0,2018,Actual,Full Year,2018-06-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,100,0,2018,Actual,Full Year,2018-06-30,100,73,City Commissioner's Office,City Commissioners
City Council,General,192,0,2018,Actual,Full Year,2018-06-30,192,01,City Council,
City Representative,General,9,0,2018,Actual,Full Year,2018-06-30,9,41,Office of the City Representative,City Rep
City Treasurer,General,15,0,2018,Actual,Full Year,2018-06-30,15,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2018,Actual,Full Year,2018-06-30,2,55,Civil Service Commission,
Commerce,General,31,0,2018,Actual,Full Year,2018-06-30,31,42,Office of the Director of Commerce,Commerce
Finance,General,115,0,2018,Actual,Full Year,2018-06-30,115,35,Office of the Director of Finance,Finance
First Judicial District,General,1867,0,2018,Actual,Full Year,2018-06-30,1867,84,First Judicial District,FJD
Fleet Management,General,281,0,2018,Actual,Full Year,2018-06-30,281,25,Office of Fleet Management,Fleet
Free Library,General,649,0,2018,Actual,Full Year,2018-06-30,649,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,General,32,0,2018,Actual,Full Year,2018-06-30,32,54,Commission on Human Relations,Human Relations
Human Services (1),General,517,0,2018,Actual,Full Year,2018-06-30,517,22,Department of Human Services,DHS
"Labor, Mayor's Office of",General,20,0,2018,Actual,Full Year,2018-06-30,20,03,Labor,
Law,General,121,0,2018,Actual,Full Year,2018-06-30,121,44,Law Department,Law
Licenses & Inspections,General,396,0,2018,Actual,Full Year,2018-06-30,396,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2018,Actual,Full Year,2018-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2018,Actual,Full Year,2018-06-30,2,27,L&I: Board of Review,
Managing Director's Office,General,307,0,2018,Actual,Full Year,2018-06-30,307,10,Managing Director's Office,MDO
Mayor's Office,General,41,0,2018,Actual,Full Year,2018-06-30,41,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,2,0,2018,Actual,Full Year,2018-06-30,2,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,11,0,2018,Actual,Full Year,2018-06-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,5,0,2018,Actual,Full Year,2018-06-30,5,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,16,0,2018,Actual,Full Year,2018-06-30,16,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,General,58,0,2018,Actual,Full Year,2018-06-30,58,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,General,33,0,2018,Actual,Full Year,2018-06-30,33,66,Office of Children and Families,OCF
Office of Homeless Services,General,150,0,2018,Actual,Full Year,2018-06-30,150,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,General,0,0,2018,Actual,Full Year,2018-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,78,0,2018,Actual,Full Year,2018-06-30,78,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,284,0,2018,Actual,Full Year,2018-06-30,284,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,19,0,2018,Actual,Full Year,2018-06-30,19,48,Office of the Inspector General,OIG
Office of Property Assessment,General,193,0,2018,Actual,Full Year,2018-06-30,193,59,Office of Property Assessment,OPA
Office of Sustainability,General,9,0,2018,Actual,Full Year,2018-06-30,9,49,Office of Sustainability,Sustainability
Parks and Recreation,General,629,0,2018,Actual,Full Year,2018-06-30,629,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,49,0,2018,Actual,Full Year,2018-06-30,49,72,Department of Planning and Development,Planning & Development
Prisons,General,2177,0,2018,Actual,Full Year,2018-06-30,2177,23,Philadelphia Prison System,Prisons
Procurement,General,46,0,2018,Actual,Full Year,2018-06-30,46,38,Procurement Department,Procurement
Public Health,General,711,0,2018,Actual,Full Year,2018-06-30,711,14,Department of Public Health,Public Health
Public Property,General,135,0,2018,Actual,Full Year,2018-06-30,135,20,Department of Public Property,Public Property
Records,General,57,0,2018,Actual,Full Year,2018-06-30,57,31,Department of Records,Records
Register of Wills,General,71,0,2018,Actual,Full Year,2018-06-30,71,68,Register of Wills,
Revenue,General,414,0,2018,Actual,Full Year,2018-06-30,414,36,Department of Revenue,Revenue
Sheriff,General,364,0,2018,Actual,Full Year,2018-06-30,364,70,Office of the Sheriff,Sheriff
Streets,General,1738,0,2018,Actual,Full Year,2018-06-30,1738,12,Streets Department,Streets
Water,General,0,0,2018,Actual,Full Year,2018-06-30,0,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2018,Actual,Full Year,2018-06-30,0,67,"Water, Sewer, and Stormwater Rate Board",
Atwater Kent Museum,Other,0,0,2018,Actual,Full Year,2018-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2018,Actual,Full Year,2018-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2018,Actual,Full Year,2018-06-30,0,45,Board of Ethics,
Board of Pensions,Other,56,0,2018,Actual,Full Year,2018-06-30,56,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2018,Actual,Full Year,2018-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2018,Actual,Full Year,2018-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2018,Actual,Full Year,2018-06-30,0,01,City Council,
City Representative,Other,0,0,2018,Actual,Full Year,2018-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2018,Actual,Full Year,2018-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2018,Actual,Full Year,2018-06-30,0,55,Civil Service Commission,
Commerce,Other,822,0,2018,Actual,Full Year,2018-06-30,822,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2018,Actual,Full Year,2018-06-30,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,509,0,2018,Actual,Full Year,2018-06-30,509,84,First Judicial District,FJD
Fleet Management,Other,74,0,2018,Actual,Full Year,2018-06-30,74,25,Office of Fleet Management,Fleet
Free Library,Other,12,0,2018,Actual,Full Year,2018-06-30,12,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Other,0,0,2018,Actual,Full Year,2018-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1026,0,2018,Actual,Full Year,2018-06-30,1026,22,Department of Human Services,DHS
"Labor, Mayor's Office of",Other,0,0,2018,Actual,Full Year,2018-06-30,0,03,Labor,
Law,Other,50,0,2018,Actual,Full Year,2018-06-30,50,44,Law Department,Law
Licenses & Inspections,Other,0,0,2018,Actual,Full Year,2018-06-30,0,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2018,Actual,Full Year,2018-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2018,Actual,Full Year,2018-06-30,0,27,L&I: Board of Review,
Managing Director's Office,Other,57,0,2018,Actual,Full Year,2018-06-30,57,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2018,Actual,Full Year,2018-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,30,0,2018,Actual,Full Year,2018-06-30,30,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Other,0,0,2018,Actual,Full Year,2018-06-30,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2018,Actual,Full Year,2018-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,240,0,2018,Actual,Full Year,2018-06-30,240,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Chief Administrative Officer,Other,2,0,2018,Actual,Full Year,2018-06-30,2,63,Board of Revision of Taxes,BRT
Office of Community Schools and Pre-K,Other,0,0,2018,Actual,Full Year,2018-06-30,0,66,Office of Children and Families,OCF
Office of Homeless Services,Other,27,0,2018,Actual,Full Year,2018-06-30,27,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Other,0,0,2018,Actual,Full Year,2018-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2018,Actual,Full Year,2018-06-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,91,0,2018,Actual,Full Year,2018-06-30,91,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2018,Actual,Full Year,2018-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2018,Actual,Full Year,2018-06-30,0,59,Office of Property Assessment,OPA
Office of Sustainability,Other,0,0,2018,Actual,Full Year,2018-06-30,0,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,29,0,2018,Actual,Full Year,2018-06-30,29,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Other,53,0,2018,Actual,Full Year,2018-06-30,53,72,Department of Planning and Development,Planning & Development
Prisons,Other,0,0,2018,Actual,Full Year,2018-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,1,0,2018,Actual,Full Year,2018-06-30,1,38,Procurement Department,Procurement
Public Health,Other,160,0,2018,Actual,Full Year,2018-06-30,160,14,Department of Public Health,Public Health
Public Property,Other,0,0,2018,Actual,Full Year,2018-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2018,Actual,Full Year,2018-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2018,Actual,Full Year,2018-06-30,0,68,Register of Wills,
Revenue,Other,205,0,2018,Actual,Full Year,2018-06-30,205,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2018,Actual,Full Year,2018-06-30,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2018,Actual,Full Year,2018-06-30,0,12,Streets Department,Streets
Water,Other,1886,0,2018,Actual,Full Year,2018-06-30,1886,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Other,0,0,2018,Actual,Full Year,2018-06-30,0,67,"Water, Sewer, and Stormwater Rate Board",
Atwater Kent Museum,Total,4,0,2018,Actual,Full Year,2018-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,116,0,2018,Actual,Full Year,2018-06-30,116,61,City Controller's Office,
Board of Ethics,Total,10,0,2018,Actual,Full Year,2018-06-30,10,45,Board of Ethics,
Board of Pensions,Total,56,0,2018,Actual,Full Year,2018-06-30,56,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,11,0,2018,Actual,Full Year,2018-06-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,100,0,2018,Actual,Full Year,2018-06-30,100,73,City Commissioner's Office,City Commissioners
