dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
First Judicial District,General,1898,0,2009,Actual,YTD,2009-06-30,1898,84,First Judicial District,FJD
Fleet Management,General,302,0,2009,Actual,YTD,2009-06-30,302,25,Office of Fleet Management,Fleet
Free Library,General,629,0,2009,Actual,YTD,2009-06-30,629,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2009,Actual,YTD,2009-06-30,6,32,Historical Commission,
Human Relations Commission,General,34,0,2009,Actual,YTD,2009-06-30,34,54,Commission on Human Relations,Human Relations
Human Services,General,1741,0,2009,Actual,YTD,2009-06-30,1741,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",General,146,0,2009,Actual,YTD,2009-06-30,146,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",General,7,0,2009,Actual,YTD,2009-06-30,7,03,Labor,
Law,General,182,0,2009,Actual,YTD,2009-06-30,182,44,Law Department,Law
Licenses & Inspections,General,309,0,2009,Actual,YTD,2009-06-30,309,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,128,0,2009,Actual,YTD,2009-06-30,128,10,Managing Director's Office,MDO
Mayor,General,71,0,2009,Actual,YTD,2009-06-30,71,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,General,87,0,2009,Actual,YTD,2009-06-30,87,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,General,8,0,2009,Actual,YTD,2009-06-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,12,0,2009,Actual,YTD,2009-06-30,12,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,26,0,2009,Actual,YTD,2009-06-30,26,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,General,126,0,2009,Actual,YTD,2009-06-30,126,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2009,Actual,YTD,2009-06-30,0,06,Office of Housing and Community Development,
Personnel,General,64,0,2009,Actual,YTD,2009-06-30,64,56,Office of Human Resources,OHR
Prisons,General,2067,0,2009,Actual,YTD,2009-06-30,2067,23,Philadelphia Prison System,Prisons
Procurement,General,50,0,2009,Actual,YTD,2009-06-30,50,38,Procurement Department,Procurement
Public Health,General,675,0,2009,Actual,YTD,2009-06-30,675,14,Department of Public Health,Public Health
Public Property,General,135,0,2009,Actual,YTD,2009-06-30,135,20,Department of Public Property,Public Property
Records,General,64,0,2009,Actual,YTD,2009-06-30,64,31,Department of Records,Records
Recreation,General,443,0,2009,Actual,YTD,2009-06-30,443,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,General,65,0,2009,Actual,YTD,2009-06-30,65,68,Register of Wills,
Revenue,General,256,0,2009,Actual,YTD,2009-06-30,256,36,Department of Revenue,Revenue
Sheriff,General,238,0,2009,Actual,YTD,2009-06-30,238,70,Office of the Sheriff,Sheriff
Streets,General,536,0,2009,Actual,YTD,2009-06-30,536,12,Streets Department,Streets
Streets Sanitation,General,1183,0,2009,Actual,YTD,2009-06-30,1183,12S,Streets: Sanitation,
Water,General,0,0,2009,Actual,YTD,2009-06-30,0,28,Water Department,Water
Youth Commission,General,1,0,2009,Actual,YTD,2009-06-30,1,47,Youth Commission,
Zoning Board of Adjustment,General,5,0,2009,Actual,YTD,2009-06-30,5,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,General,1,0,2009,Actual,YTD,2009-06-30,1,57,Zoning Code Commission,
Atwater Kent Museum,Other,0,0,2009,Actual,YTD,2009-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2009,Actual,YTD,2009-06-30,0,61,City Controller's Office,
Board of Building Standards,Other,0,0,2009,Actual,YTD,2009-06-30,0,29,L&I: Board of Building and Standards,
Board of Ethics,Other,0,0,2009,Actual,YTD,2009-06-30,0,45,Board of Ethics,
Board of L & I Review,Other,0,0,2009,Actual,YTD,2009-06-30,0,27,L&I: Board of Review,
Bd. of Pensions,Other,67,0,2009,Actual,YTD,2009-06-30,67,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Other,0,0,2009,Actual,YTD,2009-06-30,0,63,Board of Revision of Taxes,BRT
Camp William Penn,Other,0,0,2009,Actual,YTD,2009-06-30,0,19,Camp William Penn,
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,YTD,2009-06-30,0,07,Capital Program Office,
City Commissioners (Election Board),Other,0,0,2009,Actual,YTD,2009-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2009,Actual,YTD,2009-06-30,0,01,City Council,
City Planning Commission,Other,5,0,2009,Actual,YTD,2009-06-30,5,51,City Planning Commission,
City Representative,Other,0,0,2009,Actual,YTD,2009-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2009,Actual,YTD,2009-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,55,Civil Service Commission,
Clerk of Quarter Sessions,Other,0,0,2009,Actual,YTD,2009-06-30,0,64,Clerk of Quarter Sessions,
Commerce,Other,760,0,2009,Actual,YTD,2009-06-30,760,42,Office of the Director of Commerce,Commerce
Fairmount Park,Other,1,0,2009,Actual,YTD,2009-06-30,1,17,Fairmount Park Commission,
Finance,Other,6,0,2009,Actual,YTD,2009-06-30,6,35,Office of the Director of Finance,Finance
First Judicial District,Other,451,0,2009,Actual,YTD,2009-06-30,451,84,First Judicial District,FJD
Fleet Management,Other,57,0,2009,Actual,YTD,2009-06-30,57,25,Office of Fleet Management,Fleet
Free Library,Other,87,0,2009,Actual,YTD,2009-06-30,87,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,54,Commission on Human Relations,Human Relations
Human Services,Other,66,0,2009,Actual,YTD,2009-06-30,66,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",Other,16,0,2009,Actual,YTD,2009-06-30,16,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,YTD,2009-06-30,0,03,Labor,
Law,Other,53,0,2009,Actual,YTD,2009-06-30,53,44,Law Department,Law
Licenses & Inspections,Other,14,0,2009,Actual,YTD,2009-06-30,14,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),Other,3,0,2009,Actual,YTD,2009-06-30,3,10,Managing Director's Office,MDO
Mayor,Other,3,0,2009,Actual,YTD,2009-06-30,3,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,Other,84,0,2009,Actual,YTD,2009-06-30,84,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,Other,0,0,2009,Actual,YTD,2009-06-30,0,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2009,Actual,YTD,2009-06-30,0,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,244,0,2009,Actual,YTD,2009-06-30,244,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,Other,45,0,2009,Actual,YTD,2009-06-30,45,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,Other,75,0,2009,Actual,YTD,2009-06-30,75,06,Office of Housing and Community Development,
Personnel,Other,0,0,2009,Actual,YTD,2009-06-30,0,56,Office of Human Resources,OHR
Prisons,Other,0,0,2009,Actual,YTD,2009-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2009,Actual,YTD,2009-06-30,2,38,Procurement Department,Procurement
Public Health,Other,215,0,2009,Actual,YTD,2009-06-30,215,14,Department of Public Health,Public Health
Public Property,Other,0,0,2009,Actual,YTD,2009-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2009,Actual,YTD,2009-06-30,0,31,Department of Records,Records
Recreation,Other,20,0,2009,Actual,YTD,2009-06-30,20,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,Other,0,0,2009,Actual,YTD,2009-06-30,0,68,Register of Wills,
Revenue,Other,234,0,2009,Actual,YTD,2009-06-30,234,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2009,Actual,YTD,2009-06-30,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2009,Actual,YTD,2009-06-30,0,12,Streets Department,Streets
Streets Sanitation,Other,0,0,2009,Actual,YTD,2009-06-30,0,12S,Streets: Sanitation,
Water,Other,1719,0,2009,Actual,YTD,2009-06-30,1719,28,Water Department,Water
Youth Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,47,Youth Commission,
Zoning Board of Adjustment,Other,0,0,2009,Actual,YTD,2009-06-30,0,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,Other,0,0,2009,Actual,YTD,2009-06-30,0,57,Zoning Code Commission,
Atwater Kent Museum,Total,4,0,2009,Actual,YTD,2009-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,124,0,2009,Actual,YTD,2009-06-30,124,61,City Controller's Office,
Board of Building Standards,Total,1,0,2009,Actual,YTD,2009-06-30,1,29,L&I: Board of Building and Standards,
Board of Ethics,Total,9,0,2009,Actual,YTD,2009-06-30,9,45,Board of Ethics,
Board of L & I Review,Total,2,0,2009,Actual,YTD,2009-06-30,2,27,L&I: Board of Review,
Bd. of Pensions,Total,67,0,2009,Actual,YTD,2009-06-30,67,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Total,133,0,2009,Actual,YTD,2009-06-30,133,63,Board of Revision of Taxes,BRT
Camp William Penn,Total,1,0,2009,Actual,YTD,2009-06-30,1,19,Camp William Penn,
"Capital Program Office, Mayor-",Total,24,0,2009,Actual,YTD,2009-06-30,24,07,Capital Program Office,
City Commissioners (Election Board),Total,100,0,2009,Actual,YTD,2009-06-30,100,73,City Commissioner's Office,City Commissioners
City Council,Total,185,0,2009,Actual,YTD,2009-06-30,185,01,City Council,
City Planning Commission,Total,47,0,2009,Actual,YTD,2009-06-30,47,51,City Planning Commission,
City Representative,Total,6,0,2009,Actual,YTD,2009-06-30,6,41,Office of the City Representative,City Rep
City Treasurer,Total,11,0,2009,Actual,YTD,2009-06-30,11,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2009,Actual,YTD,2009-06-30,2,55,Civil Service Commission,
Clerk of Quarter Sessions,Total,110,0,2009,Actual,YTD,2009-06-30,110,64,Clerk of Quarter Sessions,
Commerce,Total,783,0,2009,Actual,YTD,2009-06-30,783,42,Office of the Director of Commerce,Commerce
Fairmount Park,Total,160,0,2009,Actual,YTD,2009-06-30,160,17,Fairmount Park Commission,
Finance,Total,149,0,2009,Actual,YTD,2009-06-30,149,35,Office of the Director of Finance,Finance
First Judicial District,Total,2349,0,2009,Actual,YTD,2009-06-30,2349,84,First Judicial District,FJD
Fleet Management,Total,359,0,2009,Actual,YTD,2009-06-30,359,25,Office of Fleet Management,Fleet
Free Library,Total,716,0,2009,Actual,YTD,2009-06-30,716,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,6,0,2009,Actual,YTD,2009-06-30,6,32,Historical Commission,
Human Relations Commission,Total,34,0,2009,Actual,YTD,2009-06-30,34,54,Commission on Human Relations,Human Relations
Human Services,Total,1807,0,2009,Actual,YTD,2009-06-30,1807,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",Total,162,0,2009,Actual,YTD,2009-06-30,162,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",Total,7,0,2009,Actual,YTD,2009-06-30,7,03,Labor,
Law,Total,235,0,2009,Actual,YTD,2009-06-30,235,44,Law Department,Law
Licenses & Inspections,Total,323,0,2009,Actual,YTD,2009-06-30,323,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),Total,131,0,2009,Actual,YTD,2009-06-30,131,10,Managing Director's Office,MDO
Mayor,Total,74,0,2009,Actual,YTD,2009-06-30,74,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,Total,171,0,2009,Actual,YTD,2009-06-30,171,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,Total,8,0,2009,Actual,YTD,2009-06-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Total,12,0,2009,Actual,YTD,2009-06-30,12,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,270,0,2009,Actual,YTD,2009-06-30,270,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,Total,171,0,2009,Actual,YTD,2009-06-30,171,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,Total,75,0,2009,Actual,YTD,2009-06-30,75,06,Office of Housing and Community Development,
Personnel,Total,64,0,2009,Actual,YTD,2009-06-30,64,56,Office of Human Resources,OHR
Prisons,Total,2067,0,2009,Actual,YTD,2009-06-30,2067,23,Philadelphia Prison System,Prisons
Procurement,Total,52,0,2009,Actual,YTD,2009-06-30,52,38,Procurement Department,Procurement
Public Health,Total,890,0,2009,Actual,YTD,2009-06-30,890,14,Department of Public Health,Public Health
Public Property,Total,135,0,2009,Actual,YTD,2009-06-30,135,20,Department of Public Property,Public Property
Records,Total,64,0,2009,Actual,YTD,2009-06-30,64,31,Department of Records,Records
Recreation,Total,463,0,2009,Actual,YTD,2009-06-30,463,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,Total,65,0,2009,Actual,YTD,2009-06-30,65,68,Register of Wills,
Revenue,Total,490,0,2009,Actual,YTD,2009-06-30,490,36,Department of Revenue,Revenue
Sheriff,Total,238,0,2009,Actual,YTD,2009-06-30,238,70,Office of the Sheriff,Sheriff
Streets,Total,536,0,2009,Actual,YTD,2009-06-30,536,12,Streets Department,Streets
Streets Sanitation,Total,1183,0,2009,Actual,YTD,2009-06-30,1183,12S,Streets: Sanitation,
Water,Total,1719,0,2009,Actual,YTD,2009-06-30,1719,28,Water Department,Water
Youth Commission,Total,1,0,2009,Actual,YTD,2009-06-30,1,47,Youth Commission,
Zoning Board of Adjustment,Total,5,0,2009,Actual,YTD,2009-06-30,5,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,Total,1,0,2009,Actual,YTD,2009-06-30,1,57,Zoning Code Commission,
Police,General,832,6611,2009,Actual,YTD,2009-06-30,7443,11,Police Department,Police
Police,Other,11,151,2009,Actual,YTD,2009-06-30,162,11,Police Department,Police
Police,Total,843,6762,2009,Actual,YTD,2009-06-30,7605,11,Police Department,Police
Fire,General,2157,102,2009,Actual,YTD,2009-06-30,2259,13,Fire Department,Fire
Fire,Other,64,4,2009,Actual,YTD,2009-06-30,68,13,Fire Department,Fire
Fire,Total,2221,106,2009,Actual,YTD,2009-06-30,2327,13,Fire Department,Fire
District Attorney,General,429,12,2009,Actual,YTD,2009-06-30,441,69,District Attorney's Office,DAO
District Attorney,Other,103,10,2009,Actual,YTD,2009-06-30,113,69,District Attorney's Office,DAO
District Attorney,Total,532,22,2009,Actual,YTD,2009-06-30,554,69,District Attorney's Office,DAO
Atwater Kent Museum,General,4,0,2008,Actual,Full Year,2008-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,121,0,2008,Actual,Full Year,2008-06-30,121,61,City Controller's Office,
Board of Building Standards,General,2,0,2008,Actual,Full Year,2008-06-30,2,29,L&I: Board of Building and Standards,
Board of Ethics,General,6,0,2008,Actual,Full Year,2008-06-30,6,45,Board of Ethics,
Board of L & I Review,General,3,0,2008,Actual,Full Year,2008-06-30,3,27,L&I: Board of Review,
Bd. of Pensions,General,0,0,2008,Actual,Full Year,2008-06-30,0,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,General,139,0,2008,Actual,Full Year,2008-06-30,139,63,Board of Revision of Taxes,BRT
Camp William Penn,General,1,0,2008,Actual,Full Year,2008-06-30,1,19,Camp William Penn,
"Capital Program Office, Mayor-",General,21,0,2008,Actual,Full Year,2008-06-30,21,07,Capital Program Office,
City Commissioners (Election Board),General,91,0,2008,Actual,Full Year,2008-06-30,91,73,City Commissioner's Office,City Commissioners
City Council,General,192,0,2008,Actual,Full Year,2008-06-30,192,01,City Council,
City Planning Commission,General,44,0,2008,Actual,Full Year,2008-06-30,44,51,City Planning Commission,
City Representative,General,0,0,2008,Actual,Full Year,2008-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,General,11,0,2008,Actual,Full Year,2008-06-30,11,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2008,Actual,Full Year,2008-06-30,2,55,Civil Service Commission,
Clerk of Quarter Sessions,General,117,0,2008,Actual,Full Year,2008-06-30,117,64,Clerk of Quarter Sessions,
Commerce,General,13,0,2008,Actual,Full Year,2008-06-30,13,42,Office of the Director of Commerce,Commerce
Fairmount Park,General,156,0,2008,Actual,Full Year,2008-06-30,156,17,Fairmount Park Commission,
Finance,General,170,0,2008,Actual,Full Year,2008-06-30,170,35,Office of the Director of Finance,Finance
First Judicial District,General,1970,0,2008,Actual,Full Year,2008-06-30,1970,84,First Judicial District,FJD
Fleet Management,General,307,0,2008,Actual,Full Year,2008-06-30,307,25,Office of Fleet Management,Fleet
Free Library,General,713,0,2008,Actual,Full Year,2008-06-30,713,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2008,Actual,Full Year,2008-06-30,6,32,Historical Commission,
Human Relations Commission,General,34,0,2008,Actual,Full Year,2008-06-30,34,54,Commission on Human Relations,Human Relations
Human Services,General,1784,0,2008,Actual,Full Year,2008-06-30,1784,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",General,141,0,2008,Actual,Full Year,2008-06-30,141,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",General,7,0,2008,Actual,Full Year,2008-06-30,7,03,Labor,
Law,General,192,0,2008,Actual,Full Year,2008-06-30,192,44,Law Department,Law
Licenses & Inspections,General,356,0,2008,Actual,Full Year,2008-06-30,356,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,95,0,2008,Actual,Full Year,2008-06-30,95,10,Managing Director's Office,MDO
Mayor,General,72,0,2008,Actual,Full Year,2008-06-30,72,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,General,22,0,2008,Actual,Full Year,2008-06-30,22,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,General,0,0,2008,Actual,Full Year,2008-06-30,0,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,12,0,2008,Actual,Full Year,2008-06-30,12,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,28,0,2008,Actual,Full Year,2008-06-30,28,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,General,126,0,2008,Actual,Full Year,2008-06-30,126,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2008,Actual,Full Year,2008-06-30,0,06,Office of Housing and Community Development,
Personnel,General,68,0,2008,Actual,Full Year,2008-06-30,68,56,Office of Human Resources,OHR
Prisons,General,2131,0,2008,Actual,Full Year,2008-06-30,2131,23,Philadelphia Prison System,Prisons
Procurement,General,58,0,2008,Actual,Full Year,2008-06-30,58,38,Procurement Department,Procurement
Public Health,General,665,0,2008,Actual,Full Year,2008-06-30,665,14,Department of Public Health,Public Health
Public Property,General,165,0,2008,Actual,Full Year,2008-06-30,165,20,Department of Public Property,Public Property
Records,General,70,0,2008,Actual,Full Year,2008-06-30,70,31,Department of Records,Records
Recreation,General,464,0,2008,Actual,Full Year,2008-06-30,464,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,General,68,0,2008,Actual,Full Year,2008-06-30,68,68,Register of Wills,
Revenue,General,252,0,2008,Actual,Full Year,2008-06-30,252,36,Department of Revenue,Revenue
Sheriff,General,238,0,2008,Actual,Full Year,2008-06-30,238,70,Office of the Sheriff,Sheriff
Streets,General,591,0,2008,Actual,Full Year,2008-06-30,591,12,Streets Department,Streets
Streets Sanitation,General,1248,0,2008,Actual,Full Year,2008-06-30,1248,12S,Streets: Sanitation,
Water,General,0,0,2008,Actual,Full Year,2008-06-30,0,28,Water Department,Water
Youth Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,47,Youth Commission,
Zoning Board of Adjustment,General,5,0,2008,Actual,Full Year,2008-06-30,5,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,57,Zoning Code Commission,
Atwater Kent Museum,Other,0,0,2008,Actual,Full Year,2008-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2008,Actual,Full Year,2008-06-30,0,61,City Controller's Office,
Board of Building Standards,Other,0,0,2008,Actual,Full Year,2008-06-30,0,29,L&I: Board of Building and Standards,
Board of Ethics,Other,0,0,2008,Actual,Full Year,2008-06-30,0,45,Board of Ethics,
Board of L & I Review,Other,0,0,2008,Actual,Full Year,2008-06-30,0,27,L&I: Board of Review,
Bd. of Pensions,Other,59,0,2008,Actual,Full Year,2008-06-30,59,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Other,0,0,2008,Actual,Full Year,2008-06-30,0,63,Board of Revision of Taxes,BRT
Camp William Penn,Other,0,0,2008,Actual,Full Year,2008-06-30,0,19,Camp William Penn,
"Capital Program Office, Mayor-",Other,0,0,2008,Actual,Full Year,2008-06-30,0,07,Capital Program Office,
City Commissioners (Election Board),Other,0,0,2008,Actual,Full Year,2008-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2008,Actual,Full Year,2008-06-30,0,01,City Council,
City Planning Commission,Other,2,0,2008,Actual,Full Year,2008-06-30,2,51,City Planning Commission,
City Representative,Other,0,0,2008,Actual,Full Year,2008-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2008,Actual,Full Year,2008-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,55,Civil Service Commission,
Clerk of Quarter Sessions,Other,0,0,2008,Actual,Full Year,2008-06-30,0,64,Clerk of Quarter Sessions,
Commerce,Other,782,0,2008,Actual,Full Year,2008-06-30,782,42,Office of the Director of Commerce,Commerce
Fairmount Park,Other,1,0,2008,Actual,Full Year,2008-06-30,1,17,Fairmount Park Commission,
Finance,Other,10,0,2008,Actual,Full Year,2008-06-30,10,35,Office of the Director of Finance,Finance
First Judicial District,Other,439,0,2008,Actual,Full Year,2008-06-30,439,84,First Judicial District,FJD
Fleet Management,Other,60,0,2008,Actual,Full Year,2008-06-30,60,25,Office of Fleet Management,Fleet
Free Library,Other,66,0,2008,Actual,Full Year,2008-06-30,66,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,54,Commission on Human Relations,Human Relations
Human Services,Other,41,0,2008,Actual,Full Year,2008-06-30,41,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",Other,17,0,2008,Actual,Full Year,2008-06-30,17,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,Full Year,2008-06-30,0,03,Labor,
Law,Other,57,0,2008,Actual,Full Year,2008-06-30,57,44,Law Department,Law
Licenses & Inspections,Other,18,0,2008,Actual,Full Year,2008-06-30,18,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),Other,9,0,2008,Actual,Full Year,2008-06-30,9,10,Managing Director's Office,MDO
Mayor,Other,3,0,2008,Actual,Full Year,2008-06-30,3,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,Other,159,0,2008,Actual,Full Year,2008-06-30,159,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2008,Actual,Full Year,2008-06-30,0,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,234,0,2008,Actual,Full Year,2008-06-30,234,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,Other,49,0,2008,Actual,Full Year,2008-06-30,49,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,Other,79,0,2008,Actual,Full Year,2008-06-30,79,06,Office of Housing and Community Development,
Personnel,Other,0,0,2008,Actual,Full Year,2008-06-30,0,56,Office of Human Resources,OHR
Prisons,Other,0,0,2008,Actual,Full Year,2008-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,3,0,2008,Actual,Full Year,2008-06-30,3,38,Procurement Department,Procurement
Public Health,Other,215,0,2008,Actual,Full Year,2008-06-30,215,14,Department of Public Health,Public Health
Public Property,Other,0,0,2008,Actual,Full Year,2008-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2008,Actual,Full Year,2008-06-30,0,31,Department of Records,Records
Recreation,Other,21,0,2008,Actual,Full Year,2008-06-30,21,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,Other,0,0,2008,Actual,Full Year,2008-06-30,0,68,Register of Wills,
Revenue,Other,222,0,2008,Actual,Full Year,2008-06-30,222,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2008,Actual,Full Year,2008-06-30,0,70,Office of the Sheriff,Sheriff
Streets,Other,1,0,2008,Actual,Full Year,2008-06-30,1,12,Streets Department,Streets
Streets Sanitation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,12S,Streets: Sanitation,
Water,Other,1758,0,2008,Actual,Full Year,2008-06-30,1758,28,Water Department,Water
Youth Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,47,Youth Commission,
