dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Office of Housing & Comm. Development,General,0,0,2014,Actual,YTD,2014-03-31,0,Office of Housing and Community Development,,06
Office of Human Resources,General,80,0,2014,Actual,YTD,2014-03-31,80,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,256,0,2014,Actual,YTD,2014-03-31,256,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,17,0,2014,Actual,YTD,2014-03-31,17,Office of the Inspector General,OIG,48
Office of Property Assessment,General,173,0,2014,Actual,YTD,2014-03-31,173,Office of Property Assessment,OPA,59
Office of Supportive Housing,General,152,0,2014,Actual,YTD,2014-03-31,152,Office of Homeless Services,OHS,24
Parks and Recreation,General,598,0,2014,Actual,YTD,2014-03-31,598,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2293,0,2014,Actual,YTD,2014-03-31,2293,Philadelphia Prison System,Prisons,23
Procurement,General,44,0,2014,Actual,YTD,2014-03-31,44,Procurement Department,Procurement,38
Public Health,General,674,0,2014,Actual,YTD,2014-03-31,674,Department of Public Health,Public Health,14
Public Property,General,124,0,2014,Actual,YTD,2014-03-31,124,Department of Public Property,Public Property,20
Records,General,60,0,2014,Actual,YTD,2014-03-31,60,Department of Records,Records,31
Register of Wills,General,62,0,2014,Actual,YTD,2014-03-31,62,Register of Wills,,68
Revenue,General,282,0,2014,Actual,YTD,2014-03-31,282,Department of Revenue,Revenue,36
Sheriff,General,258,0,2014,Actual,YTD,2014-03-31,258,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1169,0,2014,Actual,YTD,2014-03-31,1169,Streets: Sanitation,,12S
Streets - Transportation,General,521,0,2014,Actual,YTD,2014-03-31,521,Streets: Transportation,,12T
Water,General,0,0,2014,Actual,YTD,2014-03-31,0,Water Department,Water,28
Youth Commission,General,2,0,2014,Actual,YTD,2014-03-31,2,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2014,Actual,YTD,2014-03-31,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2014,Actual,YTD,2014-03-31,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2014,Actual,YTD,2014-03-31,0,Board of Ethics,,45
Board of Pensions,Other,52,0,2014,Actual,YTD,2014-03-31,52,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2014,Actual,YTD,2014-03-31,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2014,Actual,YTD,2014-03-31,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2014,Actual,YTD,2014-03-31,0,City Council,,01
City Planning Commission,Other,3,0,2014,Actual,YTD,2014-03-31,3,City Planning Commission,,51
City Representative,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2014,Actual,YTD,2014-03-31,0,Civil Service Commission,,55
Commerce,Other,778,0,2014,Actual,YTD,2014-03-31,778,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,463,0,2014,Actual,YTD,2014-03-31,463,First Judicial District,FJD,84
Fleet Management,Other,69,0,2014,Actual,YTD,2014-03-31,69,Office of Fleet Management,Fleet,25
Free Library,Other,23,0,2014,Actual,YTD,2014-03-31,23,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2014,Actual,YTD,2014-03-31,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2014,Actual,YTD,2014-03-31,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1194,0,2014,Actual,YTD,2014-03-31,1194,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2014,Actual,YTD,2014-03-31,0,Labor,,03
Law,Other,53,0,2014,Actual,YTD,2014-03-31,53,Law Department,Law,44
Licenses & Inspections,Other,8,0,2014,Actual,YTD,2014-03-31,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2014,Actual,YTD,2014-03-31,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2014,Actual,YTD,2014-03-31,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2014,Actual,YTD,2014-03-31,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,24,0,2014,Actual,YTD,2014-03-31,24,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2014,Actual,YTD,2014-03-31,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,38,0,2014,Actual,YTD,2014-03-31,38,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,2,0,2014,Actual,YTD,2014-03-31,2,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2014,Actual,YTD,2014-03-31,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2014,Actual,YTD,2014-03-31,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Other,222,0,2014,Actual,YTD,2014-03-31,222,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,57,0,2014,Actual,YTD,2014-03-31,57,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,70,0,2014,Actual,YTD,2014-03-31,70,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,8,0,2014,Actual,YTD,2014-03-31,8,Office of Homeless Services,OHS,24
Parks and Recreation,Other,20,0,2014,Actual,YTD,2014-03-31,20,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2014,Actual,YTD,2014-03-31,0,Philadelphia Prison System,Prisons,23
Procurement,Other,3,0,2014,Actual,YTD,2014-03-31,3,Procurement Department,Procurement,38
Public Health,Other,170,0,2014,Actual,YTD,2014-03-31,170,Department of Public Health,Public Health,14
Public Property,Other,0,0,2014,Actual,YTD,2014-03-31,0,Department of Public Property,Public Property,20
Records,Other,0,0,2014,Actual,YTD,2014-03-31,0,Department of Records,Records,31
Register of Wills,Other,0,0,2014,Actual,YTD,2014-03-31,0,Register of Wills,,68
Revenue,Other,223,0,2014,Actual,YTD,2014-03-31,223,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2014,Actual,YTD,2014-03-31,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2014,Actual,YTD,2014-03-31,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2014,Actual,YTD,2014-03-31,0,Streets: Transportation,,12T
Water,Other,1721,0,2014,Actual,YTD,2014-03-31,1721,Water Department,Water,28
Youth Commission,Other,0,0,2014,Actual,YTD,2014-03-31,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2014,Actual,YTD,2014-03-31,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,111,0,2014,Actual,YTD,2014-03-31,111,City Controller's Office,,61
Board of Ethics,Total,9,0,2014,Actual,YTD,2014-03-31,9,Board of Ethics,,45
Board of Pensions,Total,52,0,2014,Actual,YTD,2014-03-31,52,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,9,0,2014,Actual,YTD,2014-03-31,9,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,85,0,2014,Actual,YTD,2014-03-31,85,City Commissioner's Office,City Commissioners,73
City Council,Total,168,0,2014,Actual,YTD,2014-03-31,168,City Council,,01
City Planning Commission,Total,31,0,2014,Actual,YTD,2014-03-31,31,City Planning Commission,,51
City Representative,Total,7,0,2014,Actual,YTD,2014-03-31,7,Office of the City Representative,City Rep,41
City Treasurer,Total,13,0,2014,Actual,YTD,2014-03-31,13,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2014,Actual,YTD,2014-03-31,2,Civil Service Commission,,55
Commerce,Total,805,0,2014,Actual,YTD,2014-03-31,805,Office of the Director of Commerce,Commerce,42
Finance,Total,169,0,2014,Actual,YTD,2014-03-31,169,Office of the Director of Finance,Finance,35
First Judicial District,Total,2334,0,2014,Actual,YTD,2014-03-31,2334,First Judicial District,FJD,84
Fleet Management,Total,336,0,2014,Actual,YTD,2014-03-31,336,Office of Fleet Management,Fleet,25
Free Library,Total,620,0,2014,Actual,YTD,2014-03-31,620,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2014,Actual,YTD,2014-03-31,6,Historical Commission,,32
Human Relations Commission,Total,30,0,2014,Actual,YTD,2014-03-31,30,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1586,0,2014,Actual,YTD,2014-03-31,1586,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Total,7,0,2014,Actual,YTD,2014-03-31,7,Labor,,03
Law,Total,200,0,2014,Actual,YTD,2014-03-31,200,Law Department,Law,44
Licenses & Inspections,Total,307,0,2014,Actual,YTD,2014-03-31,307,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2014,Actual,YTD,2014-03-31,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2014,Actual,YTD,2014-03-31,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,5,0,2014,Actual,YTD,2014-03-31,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,296,0,2014,Actual,YTD,2014-03-31,296,Managing Director's Office,MDO,10
Mayor's Office,Total,47,0,2014,Actual,YTD,2014-03-31,47,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,38,0,2014,Actual,YTD,2014-03-31,38,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,15,0,2014,Actual,YTD,2014-03-31,15,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,11,0,2014,Actual,YTD,2014-03-31,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,1,0,2014,Actual,YTD,2014-03-31,1,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Total,238,0,2014,Actual,YTD,2014-03-31,238,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Total,57,0,2014,Actual,YTD,2014-03-31,57,Office of Housing and Community Development,,06
Office of Human Resources,Total,80,0,2014,Actual,YTD,2014-03-31,80,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,326,0,2014,Actual,YTD,2014-03-31,326,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,17,0,2014,Actual,YTD,2014-03-31,17,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,173,0,2014,Actual,YTD,2014-03-31,173,Office of Property Assessment,OPA,59
Office of Supportive Housing,Total,160,0,2014,Actual,YTD,2014-03-31,160,Office of Homeless Services,OHS,24
Parks and Recreation,Total,618,0,2014,Actual,YTD,2014-03-31,618,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Total,2293,0,2014,Actual,YTD,2014-03-31,2293,Philadelphia Prison System,Prisons,23
Procurement,Total,47,0,2014,Actual,YTD,2014-03-31,47,Procurement Department,Procurement,38
Public Health,Total,844,0,2014,Actual,YTD,2014-03-31,844,Department of Public Health,Public Health,14
Public Property,Total,124,0,2014,Actual,YTD,2014-03-31,124,Department of Public Property,Public Property,20
Records,Total,60,0,2014,Actual,YTD,2014-03-31,60,Department of Records,Records,31
Register of Wills,Total,62,0,2014,Actual,YTD,2014-03-31,62,Register of Wills,,68
Revenue,Total,505,0,2014,Actual,YTD,2014-03-31,505,Department of Revenue,Revenue,36
Sheriff,Total,258,0,2014,Actual,YTD,2014-03-31,258,Office of the Sheriff,Sheriff,70
Streets Sanitation,Total,1169,0,2014,Actual,YTD,2014-03-31,1169,Streets: Sanitation,,12S
Streets - Transportation,Total,521,0,2014,Actual,YTD,2014-03-31,521,Streets: Transportation,,12T
Water,Total,1721,0,2014,Actual,YTD,2014-03-31,1721,Water Department,Water,28
Youth Commission,Total,2,0,2014,Actual,YTD,2014-03-31,2,Youth Commission,,47
Police,General,791,6292,2014,Actual,YTD,2014-03-31,7083,Police Department,Police,11
Police,Other,11,153,2014,Actual,YTD,2014-03-31,164,Police Department,Police,11
Police,Total,802,6445,2014,Actual,YTD,2014-03-31,7247,Police Department,Police,11
Fire,General,101,1986,2014,Actual,YTD,2014-03-31,2087,Fire Department,Fire,13
Fire,Other,3,193,2014,Actual,YTD,2014-03-31,196,Fire Department,Fire,13
Fire,Total,104,2179,2014,Actual,YTD,2014-03-31,2283,Fire Department,Fire,13
District Attorney,General,431,14,2014,Actual,YTD,2014-03-31,445,District Attorney's Office,DAO,69
District Attorney,Other,86,10,2014,Actual,YTD,2014-03-31,96,District Attorney's Office,DAO,69
District Attorney,Total,517,24,2014,Actual,YTD,2014-03-31,541,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2013,Actual,Full Year,2013-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,118,0,2013,Actual,Full Year,2013-06-30,118,City Controller's Office,,61
Board of Ethics,General,8,0,2013,Actual,Full Year,2013-06-30,8,Board of Ethics,,45
Board of Pensions,General,0,0,2013,Actual,Full Year,2013-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,7,0,2013,Actual,Full Year,2013-06-30,7,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,90,0,2013,Actual,Full Year,2013-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,General,173,0,2013,Actual,Full Year,2013-06-30,173,City Council,,01
City Planning Commission,General,31,0,2013,Actual,Full Year,2013-06-30,31,City Planning Commission,,51
City Representative,General,8,0,2013,Actual,Full Year,2013-06-30,8,Office of the City Representative,City Rep,41
City Treasurer,General,13,0,2013,Actual,Full Year,2013-06-30,13,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2013,Actual,Full Year,2013-06-30,2,Civil Service Commission,,55
Commerce,General,20,0,2013,Actual,Full Year,2013-06-30,20,Office of the Director of Commerce,Commerce,42
Finance,General,163,0,2013,Actual,Full Year,2013-06-30,163,Office of the Director of Finance,Finance,35
First Judicial District,General,1909,0,2013,Actual,Full Year,2013-06-30,1909,First Judicial District,FJD,84
Fleet Management,General,273,0,2013,Actual,Full Year,2013-06-30,273,Office of Fleet Management,Fleet,25
Free Library,General,609,0,2013,Actual,Full Year,2013-06-30,609,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,5,0,2013,Actual,Full Year,2013-06-30,5,Historical Commission,,32
Human Relations Commission,General,29,0,2013,Actual,Full Year,2013-06-30,29,Commission on Human Relations,Human Relations,54
Human Services (1),General,377,0,2013,Actual,Full Year,2013-06-30,377,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,7,0,2013,Actual,Full Year,2013-06-30,7,Labor,,03
Law,General,138,0,2013,Actual,Full Year,2013-06-30,138,Law Department,Law,44
Licenses & Inspections,General,292,0,2013,Actual,Full Year,2013-06-30,292,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2013,Actual,Full Year,2013-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,1,0,2013,Actual,Full Year,2013-06-30,1,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2013,Actual,Full Year,2013-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,156,0,2013,Actual,Full Year,2013-06-30,156,Managing Director's Office,MDO,10
Mayor's Office,General,36,0,2013,Actual,Full Year,2013-06-30,36,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,15,0,2013,Actual,Full Year,2013-06-30,15,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,13,0,2013,Actual,Full Year,2013-06-30,13,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,11,0,2013,Actual,Full Year,2013-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,2,0,2013,Actual,Full Year,2013-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,General,19,0,2013,Actual,Full Year,2013-06-30,19,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,General,0,0,2013,Actual,Full Year,2013-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,78,0,2013,Actual,Full Year,2013-06-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,255,0,2013,Actual,Full Year,2013-06-30,255,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2013,Actual,Full Year,2013-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,General,173,0,2013,Actual,Full Year,2013-06-30,173,Office of Property Assessment,OPA,59
Office of Supportive Housing,General,145,0,2013,Actual,Full Year,2013-06-30,145,Office of Homeless Services,OHS,24
Parks and Recreation,General,568,0,2013,Actual,Full Year,2013-06-30,568,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2248,0,2013,Actual,Full Year,2013-06-30,2248,Philadelphia Prison System,Prisons,23
Procurement,General,45,0,2013,Actual,Full Year,2013-06-30,45,Procurement Department,Procurement,38
Public Health,General,673,0,2013,Actual,Full Year,2013-06-30,673,Department of Public Health,Public Health,14
Public Property,General,123,0,2013,Actual,Full Year,2013-06-30,123,Department of Public Property,Public Property,20
Records,General,59,0,2013,Actual,Full Year,2013-06-30,59,Department of Records,Records,31
Register of Wills,General,64,0,2013,Actual,Full Year,2013-06-30,64,Register of Wills,,68
Revenue,General,282,0,2013,Actual,Full Year,2013-06-30,282,Department of Revenue,Revenue,36
Sheriff,General,231,0,2013,Actual,Full Year,2013-06-30,231,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1165,0,2013,Actual,Full Year,2013-06-30,1165,Streets: Sanitation,,12S
Streets - Transportation,General,525,0,2013,Actual,Full Year,2013-06-30,525,Streets: Transportation,,12T
Water,General,0,0,2013,Actual,Full Year,2013-06-30,0,Water Department,Water,28
Youth Commission,General,1,0,2013,Actual,Full Year,2013-06-30,1,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2013,Actual,Full Year,2013-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Board of Ethics,,45
Board of Pensions,Other,53,0,2013,Actual,Full Year,2013-06-30,53,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2013,Actual,Full Year,2013-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2013,Actual,Full Year,2013-06-30,0,City Council,,01
City Planning Commission,Other,3,0,2013,Actual,Full Year,2013-06-30,3,City Planning Commission,,51
City Representative,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Civil Service Commission,,55
Commerce,Other,783,0,2013,Actual,Full Year,2013-06-30,783,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,451,0,2013,Actual,Full Year,2013-06-30,451,First Judicial District,FJD,84
Fleet Management,Other,72,0,2013,Actual,Full Year,2013-06-30,72,Office of Fleet Management,Fleet,25
Free Library,Other,22,0,2013,Actual,Full Year,2013-06-30,22,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1172,0,2013,Actual,Full Year,2013-06-30,1172,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2013,Actual,Full Year,2013-06-30,0,Labor,,03
Law,Other,54,0,2013,Actual,Full Year,2013-06-30,54,Law Department,Law,44
Licenses & Inspections,Other,8,0,2013,Actual,Full Year,2013-06-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2013,Actual,Full Year,2013-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2013,Actual,Full Year,2013-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,22,0,2013,Actual,Full Year,2013-06-30,22,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2013,Actual,Full Year,2013-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,66,0,2013,Actual,Full Year,2013-06-30,66,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,2,0,2013,Actual,Full Year,2013-06-30,2,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2013,Actual,Full Year,2013-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Other,225,0,2013,Actual,Full Year,2013-06-30,225,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,58,0,2013,Actual,Full Year,2013-06-30,58,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,69,0,2013,Actual,Full Year,2013-06-30,69,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,9,0,2013,Actual,Full Year,2013-06-30,9,Office of Homeless Services,OHS,24
Parks and Recreation,Other,21,0,2013,Actual,Full Year,2013-06-30,21,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2013,Actual,Full Year,2013-06-30,2,Procurement Department,Procurement,38
Public Health,Other,169,0,2013,Actual,Full Year,2013-06-30,169,Department of Public Health,Public Health,14
Public Property,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Register of Wills,,68
Revenue,Other,239,0,2013,Actual,Full Year,2013-06-30,239,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Streets: Sanitation,,12S
Streets - Transportation,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Streets: Transportation,,12T
Water,Other,1698,0,2013,Actual,Full Year,2013-06-30,1698,Water Department,Water,28
Youth Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2013,Actual,Full Year,2013-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,118,0,2013,Actual,Full Year,2013-06-30,118,City Controller's Office,,61
Board of Ethics,Total,8,0,2013,Actual,Full Year,2013-06-30,8,Board of Ethics,,45
