dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
City Treasurer,Other,0,0,2014,Actual,YTD,2013-12-31,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2014,Actual,YTD,2013-12-31,0,55,Civil Service Commission,
Commerce,Other,779,0,2014,Actual,YTD,2013-12-31,779,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2014,Actual,YTD,2013-12-31,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,462,0,2014,Actual,YTD,2013-12-31,462,84,First Judicial District,FJD
Fleet Management,Other,69,0,2014,Actual,YTD,2013-12-31,69,25,Office of Fleet Management,Fleet
Free Library,Other,23,0,2014,Actual,YTD,2013-12-31,23,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2014,Actual,YTD,2013-12-31,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2014,Actual,YTD,2013-12-31,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1247,0,2014,Actual,YTD,2013-12-31,1247,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2014,Actual,YTD,2013-12-31,0,03,Labor,
Law,Other,51,0,2014,Actual,YTD,2013-12-31,51,44,Law Department,Law
Licenses & Inspections,Other,7,0,2014,Actual,YTD,2013-12-31,7,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2014,Actual,YTD,2013-12-31,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2014,Actual,YTD,2013-12-31,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2014,Actual,YTD,2013-12-31,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,24,0,2014,Actual,YTD,2013-12-31,24,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2014,Actual,YTD,2013-12-31,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,45,0,2014,Actual,YTD,2013-12-31,45,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,3,0,2014,Actual,YTD,2013-12-31,3,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2014,Actual,YTD,2013-12-31,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2014,Actual,YTD,2013-12-31,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,227,0,2014,Actual,YTD,2013-12-31,227,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,56,0,2014,Actual,YTD,2013-12-31,56,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2014,Actual,YTD,2013-12-31,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,72,0,2014,Actual,YTD,2013-12-31,72,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2014,Actual,YTD,2013-12-31,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2014,Actual,YTD,2013-12-31,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,7,0,2014,Actual,YTD,2013-12-31,7,24,Office of Homeless Services,OHS
Parks and Recreation,Other,22,0,2014,Actual,YTD,2013-12-31,22,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2014,Actual,YTD,2013-12-31,0,23,Philadelphia Prison System,Prisons
Procurement,Other,0,0,2014,Actual,YTD,2013-12-31,0,38,Procurement Department,Procurement
Public Health,Other,168,0,2014,Actual,YTD,2013-12-31,168,14,Department of Public Health,Public Health
Public Property,Other,0,0,2014,Actual,YTD,2013-12-31,0,20,Department of Public Property,Public Property
Records,Other,0,0,2014,Actual,YTD,2013-12-31,0,31,Department of Records,Records
Register of Wills,Other,0,0,2014,Actual,YTD,2013-12-31,0,68,Register of Wills,
Revenue,Other,232,0,2014,Actual,YTD,2013-12-31,232,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2014,Actual,YTD,2013-12-31,0,70,Office of the Sheriff,Sheriff
Streets - Sanitation,Other,0,0,2014,Actual,YTD,2013-12-31,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2014,Actual,YTD,2013-12-31,0,12T,Streets: Transportation,
Water,Other,1702,0,2014,Actual,YTD,2013-12-31,1702,28,Water Department,Water
Youth Commission,Other,0,0,2014,Actual,YTD,2013-12-31,0,47,Youth Commission,
Atwater Kent Museum,Total,4,0,2014,Actual,YTD,2013-12-31,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,111,0,2014,Actual,YTD,2013-12-31,111,61,City Controller's Office,
Board of Ethics,Total,9,0,2014,Actual,YTD,2013-12-31,9,45,Board of Ethics,
Board of Pensions,Total,54,0,2014,Actual,YTD,2013-12-31,54,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,9,0,2014,Actual,YTD,2013-12-31,9,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,85,0,2014,Actual,YTD,2013-12-31,85,73,City Commissioner's Office,City Commissioners
City Council,Total,174,0,2014,Actual,YTD,2013-12-31,174,01,City Council,
City Planning Commission,Total,31,0,2014,Actual,YTD,2013-12-31,31,51,City Planning Commission,
City Representative,Total,7,0,2014,Actual,YTD,2013-12-31,7,41,Office of the City Representative,City Rep
City Treasurer,Total,13,0,2014,Actual,YTD,2013-12-31,13,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2014,Actual,YTD,2013-12-31,2,55,Civil Service Commission,
Commerce,Total,806,0,2014,Actual,YTD,2013-12-31,806,42,Office of the Director of Commerce,Commerce
Finance,Total,169,0,2014,Actual,YTD,2013-12-31,169,35,Office of the Director of Finance,Finance
First Judicial District,Total,2333,0,2014,Actual,YTD,2013-12-31,2333,84,First Judicial District,FJD
Fleet Management,Total,336,0,2014,Actual,YTD,2013-12-31,336,25,Office of Fleet Management,Fleet
Free Library,Total,620,0,2014,Actual,YTD,2013-12-31,620,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,6,0,2014,Actual,YTD,2013-12-31,6,32,Historical Commission,
Human Relations Commission,Total,30,0,2014,Actual,YTD,2013-12-31,30,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1596,0,2014,Actual,YTD,2013-12-31,1596,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2014,Actual,YTD,2013-12-31,7,03,Labor,
Law,Total,198,0,2014,Actual,YTD,2013-12-31,198,44,Law Department,Law
Licenses & Inspections,Total,312,0,2014,Actual,YTD,2013-12-31,312,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2014,Actual,YTD,2013-12-31,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2014,Actual,YTD,2013-12-31,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Total,5,0,2014,Actual,YTD,2013-12-31,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Total,296,0,2014,Actual,YTD,2013-12-31,296,10,Managing Director's Office,MDO
Mayor's Office,Total,47,0,2014,Actual,YTD,2013-12-31,47,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,45,0,2014,Actual,YTD,2013-12-31,45,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Total,16,0,2014,Actual,YTD,2013-12-31,16,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Total,11,0,2014,Actual,YTD,2013-12-31,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,1,0,2014,Actual,YTD,2013-12-31,1,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,243,0,2014,Actual,YTD,2013-12-31,243,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Total,56,0,2014,Actual,YTD,2013-12-31,56,06,Office of Housing and Community Development,
Office of Human Resources,Total,80,0,2014,Actual,YTD,2013-12-31,80,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,328,0,2014,Actual,YTD,2013-12-31,328,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,17,0,2014,Actual,YTD,2013-12-31,17,48,Office of the Inspector General,OIG
Office of Property Assessment,Total,173,0,2014,Actual,YTD,2013-12-31,173,59,Office of Property Assessment,OPA
Office of Supportive Housing,Total,159,0,2014,Actual,YTD,2013-12-31,159,24,Office of Homeless Services,OHS
Parks and Recreation,Total,624,0,2014,Actual,YTD,2013-12-31,624,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Total,2293,0,2014,Actual,YTD,2013-12-31,2293,23,Philadelphia Prison System,Prisons
Procurement,Total,46,0,2014,Actual,YTD,2013-12-31,46,38,Procurement Department,Procurement
Public Health,Total,842,0,2014,Actual,YTD,2013-12-31,842,14,Department of Public Health,Public Health
Public Property,Total,124,0,2014,Actual,YTD,2013-12-31,124,20,Department of Public Property,Public Property
Records,Total,60,0,2014,Actual,YTD,2013-12-31,60,31,Department of Records,Records
Register of Wills,Total,62,0,2014,Actual,YTD,2013-12-31,62,68,Register of Wills,
Revenue,Total,500,0,2014,Actual,YTD,2013-12-31,500,36,Department of Revenue,Revenue
Sheriff,Total,258,0,2014,Actual,YTD,2013-12-31,258,70,Office of the Sheriff,Sheriff
Streets - Sanitation,Total,1169,0,2014,Actual,YTD,2013-12-31,1169,12S,Streets: Sanitation,
Streets - Transportation,Total,521,0,2014,Actual,YTD,2013-12-31,521,12T,Streets: Transportation,
Water,Total,1702,0,2014,Actual,YTD,2013-12-31,1702,28,Water Department,Water
Youth Commission,Total,2,0,2014,Actual,YTD,2013-12-31,2,47,Youth Commission,
Police,General,791,6292,2014,Actual,YTD,2013-12-31,7083,11,Police Department,Police
Police,Other,11,154,2014,Actual,YTD,2013-12-31,165,11,Police Department,Police
Police,Total,802,6446,2014,Actual,YTD,2013-12-31,7248,11,Police Department,Police
Fire,General,101,1986,2014,Actual,YTD,2013-12-31,2087,13,Fire Department,Fire
Fire,Other,3,189,2014,Actual,YTD,2013-12-31,192,13,Fire Department,Fire
Fire,Total,104,2175,2014,Actual,YTD,2013-12-31,2279,13,Fire Department,Fire
District Attorney,General,431,14,2014,Actual,YTD,2013-12-31,445,69,District Attorney's Office,DAO
District Attorney,Other,85,10,2014,Actual,YTD,2013-12-31,95,69,District Attorney's Office,DAO
District Attorney,Total,516,24,2014,Actual,YTD,2013-12-31,540,69,District Attorney's Office,DAO
Atwater Kent Museum,General,4,0,2013,Actual,Full Year,2013-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,118,0,2013,Actual,Full Year,2013-06-30,118,61,City Controller's Office,
Board of Ethics,General,8,0,2013,Actual,Full Year,2013-06-30,8,45,Board of Ethics,
Board of Pensions,General,0,0,2013,Actual,Full Year,2013-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,7,0,2013,Actual,Full Year,2013-06-30,7,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,90,0,2013,Actual,Full Year,2013-06-30,90,73,City Commissioner's Office,City Commissioners
City Council,General,173,0,2013,Actual,Full Year,2013-06-30,173,01,City Council,
City Planning Commission,General,31,0,2013,Actual,Full Year,2013-06-30,31,51,City Planning Commission,
City Representative,General,8,0,2013,Actual,Full Year,2013-06-30,8,41,Office of the City Representative,City Rep
City Treasurer,General,13,0,2013,Actual,Full Year,2013-06-30,13,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2013,Actual,Full Year,2013-06-30,2,55,Civil Service Commission,
Commerce,General,20,0,2013,Actual,Full Year,2013-06-30,20,42,Office of the Director of Commerce,Commerce
Finance,General,163,0,2013,Actual,Full Year,2013-06-30,163,35,Office of the Director of Finance,Finance
First Judicial District,General,1909,0,2013,Actual,Full Year,2013-06-30,1909,84,First Judicial District,FJD
Fleet Management,General,273,0,2013,Actual,Full Year,2013-06-30,273,25,Office of Fleet Management,Fleet
Free Library,General,609,0,2013,Actual,Full Year,2013-06-30,609,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,5,0,2013,Actual,Full Year,2013-06-30,5,32,Historical Commission,
Human Relations Commission,General,29,0,2013,Actual,Full Year,2013-06-30,29,54,Commission on Human Relations,Human Relations
Human Services (1),General,377,0,2013,Actual,Full Year,2013-06-30,377,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,7,0,2013,Actual,Full Year,2013-06-30,7,03,Labor,
Law,General,138,0,2013,Actual,Full Year,2013-06-30,138,44,Law Department,Law
Licenses & Inspections,General,292,0,2013,Actual,Full Year,2013-06-30,292,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2013,Actual,Full Year,2013-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,1,0,2013,Actual,Full Year,2013-06-30,1,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2013,Actual,Full Year,2013-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,156,0,2013,Actual,Full Year,2013-06-30,156,10,Managing Director's Office,MDO
Mayor's Office,General,36,0,2013,Actual,Full Year,2013-06-30,36,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,15,0,2013,Actual,Full Year,2013-06-30,15,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,13,0,2013,Actual,Full Year,2013-06-30,13,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2013,Actual,Full Year,2013-06-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2013,Actual,Full Year,2013-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,19,0,2013,Actual,Full Year,2013-06-30,19,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2013,Actual,Full Year,2013-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,78,0,2013,Actual,Full Year,2013-06-30,78,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,255,0,2013,Actual,Full Year,2013-06-30,255,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,18,0,2013,Actual,Full Year,2013-06-30,18,48,Office of the Inspector General,OIG
Office of Property Assessment,General,173,0,2013,Actual,Full Year,2013-06-30,173,59,Office of Property Assessment,OPA
Office of Supportive Housing,General,145,0,2013,Actual,Full Year,2013-06-30,145,24,Office of Homeless Services,OHS
Parks and Recreation,General,568,0,2013,Actual,Full Year,2013-06-30,568,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2248,0,2013,Actual,Full Year,2013-06-30,2248,23,Philadelphia Prison System,Prisons
Procurement,General,45,0,2013,Actual,Full Year,2013-06-30,45,38,Procurement Department,Procurement
Public Health,General,673,0,2013,Actual,Full Year,2013-06-30,673,14,Department of Public Health,Public Health
Public Property,General,123,0,2013,Actual,Full Year,2013-06-30,123,20,Department of Public Property,Public Property
Records,General,59,0,2013,Actual,Full Year,2013-06-30,59,31,Department of Records,Records
Register of Wills,General,64,0,2013,Actual,Full Year,2013-06-30,64,68,Register of Wills,
Revenue,General,282,0,2013,Actual,Full Year,2013-06-30,282,36,Department of Revenue,Revenue
Sheriff,General,231,0,2013,Actual,Full Year,2013-06-30,231,70,Office of the Sheriff,Sheriff
Streets - Sanitation,General,1165,0,2013,Actual,Full Year,2013-06-30,1165,12S,Streets: Sanitation,
Streets - Transportation,General,525,0,2013,Actual,Full Year,2013-06-30,525,12T,Streets: Transportation,
Water,General,0,0,2013,Actual,Full Year,2013-06-30,0,28,Water Department,Water
Youth Commission,General,1,0,2013,Actual,Full Year,2013-06-30,1,47,Youth Commission,
Atwater Kent Museum,Other,0,0,2013,Actual,Full Year,2013-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2013,Actual,Full Year,2013-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2013,Actual,Full Year,2013-06-30,0,45,Board of Ethics,
Board of Pensions,Other,53,0,2013,Actual,Full Year,2013-06-30,53,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2013,Actual,Full Year,2013-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2013,Actual,Full Year,2013-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2013,Actual,Full Year,2013-06-30,0,01,City Council,
City Planning Commission,Other,3,0,2013,Actual,Full Year,2013-06-30,3,51,City Planning Commission,
City Representative,Other,0,0,2013,Actual,Full Year,2013-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2013,Actual,Full Year,2013-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,55,Civil Service Commission,
Commerce,Other,783,0,2013,Actual,Full Year,2013-06-30,783,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2013,Actual,Full Year,2013-06-30,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,451,0,2013,Actual,Full Year,2013-06-30,451,84,First Judicial District,FJD
Fleet Management,Other,72,0,2013,Actual,Full Year,2013-06-30,72,25,Office of Fleet Management,Fleet
Free Library,Other,22,0,2013,Actual,Full Year,2013-06-30,22,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1172,0,2013,Actual,Full Year,2013-06-30,1172,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2013,Actual,Full Year,2013-06-30,0,03,Labor,
Law,Other,54,0,2013,Actual,Full Year,2013-06-30,54,44,Law Department,Law
Licenses & Inspections,Other,8,0,2013,Actual,Full Year,2013-06-30,8,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2013,Actual,Full Year,2013-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2013,Actual,Full Year,2013-06-30,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2013,Actual,Full Year,2013-06-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,22,0,2013,Actual,Full Year,2013-06-30,22,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2013,Actual,Full Year,2013-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,66,0,2013,Actual,Full Year,2013-06-30,66,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,2,0,2013,Actual,Full Year,2013-06-30,2,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2013,Actual,Full Year,2013-06-30,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2013,Actual,Full Year,2013-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,225,0,2013,Actual,Full Year,2013-06-30,225,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,58,0,2013,Actual,Full Year,2013-06-30,58,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2013,Actual,Full Year,2013-06-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,69,0,2013,Actual,Full Year,2013-06-30,69,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2013,Actual,Full Year,2013-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2013,Actual,Full Year,2013-06-30,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,9,0,2013,Actual,Full Year,2013-06-30,9,24,Office of Homeless Services,OHS
Parks and Recreation,Other,21,0,2013,Actual,Full Year,2013-06-30,21,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2013,Actual,Full Year,2013-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2013,Actual,Full Year,2013-06-30,2,38,Procurement Department,Procurement
Public Health,Other,169,0,2013,Actual,Full Year,2013-06-30,169,14,Department of Public Health,Public Health
Public Property,Other,0,0,2013,Actual,Full Year,2013-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2013,Actual,Full Year,2013-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2013,Actual,Full Year,2013-06-30,0,68,Register of Wills,
Revenue,Other,239,0,2013,Actual,Full Year,2013-06-30,239,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2013,Actual,Full Year,2013-06-30,0,70,Office of the Sheriff,Sheriff
Streets - Sanitation,Other,0,0,2013,Actual,Full Year,2013-06-30,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2013,Actual,Full Year,2013-06-30,0,12T,Streets: Transportation,
Water,Other,1698,0,2013,Actual,Full Year,2013-06-30,1698,28,Water Department,Water
Youth Commission,Other,0,0,2013,Actual,Full Year,2013-06-30,0,47,Youth Commission,
Atwater Kent Museum,Total,4,0,2013,Actual,Full Year,2013-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,118,0,2013,Actual,Full Year,2013-06-30,118,61,City Controller's Office,
Board of Ethics,Total,8,0,2013,Actual,Full Year,2013-06-30,8,45,Board of Ethics,
