dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Office of Property Assessment,General,194,0,2021,Actual,YTD,2021-03-31,194,59,Office of Property Assessment,OPA
Office of Sustainability,General,7,0,2021,Actual,YTD,2021-03-31,7,49,Office of Sustainability,Sustainability
Parks and Recreation,General,624,0,2021,Actual,YTD,2021-03-31,624,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,54,0,2021,Actual,YTD,2021-03-31,54,72,Department of Planning and Development,Planning & Development
Prisons,General,1750,0,2021,Actual,YTD,2021-03-31,1750,23,Philadelphia Prison System,Prisons
Procurement,General,35,0,2021,Actual,YTD,2021-03-31,35,38,Procurement Department,Procurement
Public Health,General,716,0,2021,Actual,YTD,2021-03-31,716,14,Department of Public Health,Public Health
Public Property,General,142,0,2021,Actual,YTD,2021-03-31,142,20,Department of Public Property,Public Property
Records,General,46,0,2021,Actual,YTD,2021-03-31,46,31,Department of Records,Records
Register of Wills,General,68,0,2021,Actual,YTD,2021-03-31,68,68,Register of Wills,
Revenue,General,392,0,2021,Actual,YTD,2021-03-31,392,36,Department of Revenue,Revenue
Sheriff,General,379,0,2021,Actual,YTD,2021-03-31,379,70,Office of the Sheriff,Sheriff
Streets,General,1886,0,2021,Actual,YTD,2021-03-31,1886,12,Streets Department,Streets
Water,General,0,0,2021,Actual,YTD,2021-03-31,0,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2021,Actual,YTD,2021-03-31,0,67,"Water, Sewer, and Stormwater Rate Board",
Auditing (City Controller's Office),Other,0,0,2021,Actual,YTD,2021-03-31,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2021,Actual,YTD,2021-03-31,0,45,Board of Ethics,
Board of Pensions,Other,56,0,2021,Actual,YTD,2021-03-31,56,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2021,Actual,YTD,2021-03-31,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2021,Actual,YTD,2021-03-31,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2021,Actual,YTD,2021-03-31,0,01,City Council,
City Representative,Other,0,0,2021,Actual,YTD,2021-03-31,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2021,Actual,YTD,2021-03-31,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2021,Actual,YTD,2021-03-31,0,55,Civil Service Commission,
Commerce,Other,754,0,2021,Actual,YTD,2021-03-31,754,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2021,Actual,YTD,2021-03-31,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,462,0,2021,Actual,YTD,2021-03-31,462,84,First Judicial District,FJD
Fleet Management,Other,70,0,2021,Actual,YTD,2021-03-31,70,25,Office of Fleet Management,Fleet
Free Library,Other,9,0,2021,Actual,YTD,2021-03-31,9,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Other,0,0,2021,Actual,YTD,2021-03-31,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,999,0,2021,Actual,YTD,2021-03-31,999,22,Department of Human Services,DHS
Labor,Other,0,0,2021,Actual,YTD,2021-03-31,0,03,Labor,
Law,Other,49,0,2021,Actual,YTD,2021-03-31,49,44,Law Department,Law
Licenses & Inspections,Other,8,0,2021,Actual,YTD,2021-03-31,8,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2021,Actual,YTD,2021-03-31,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2021,Actual,YTD,2021-03-31,0,27,L&I: Board of Review,
Managing Director's Office,Other,99,0,2021,Actual,YTD,2021-03-31,99,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2021,Actual,YTD,2021-03-31,3,05,Mayor's Office,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,27,0,2021,Actual,YTD,2021-03-31,27,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Other,0,0,2021,Actual,YTD,2021-03-31,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2021,Actual,YTD,2021-03-31,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Other,225,0,2021,Actual,YTD,2021-03-31,225,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2021,Actual,YTD,2021-03-31,0,65,Office of the Chief Administrative Officer,CAO
Office of Children and Families,Other,0,0,2021,Actual,YTD,2021-03-31,0,66,Office of Children and Families,OCF
Office of Homeless Services,Other,43,0,2021,Actual,YTD,2021-03-31,43,24,Office of Homeless Services,OHS
Office of Human Resources,Other,0,0,2021,Actual,YTD,2021-03-31,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,102,0,2021,Actual,YTD,2021-03-31,102,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2021,Actual,YTD,2021-03-31,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2021,Actual,YTD,2021-03-31,0,59,Office of Property Assessment,OPA
Office of Sustainability,Other,2,0,2021,Actual,YTD,2021-03-31,2,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,27,0,2021,Actual,YTD,2021-03-31,27,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Other,50,0,2021,Actual,YTD,2021-03-31,50,72,Department of Planning and Development,Planning & Development
Prisons,Other,0,0,2021,Actual,YTD,2021-03-31,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2021,Actual,YTD,2021-03-31,2,38,Procurement Department,Procurement
Public Health,Other,171,0,2021,Actual,YTD,2021-03-31,171,14,Department of Public Health,Public Health
Public Property,Other,0,0,2021,Actual,YTD,2021-03-31,0,20,Department of Public Property,Public Property
Records,Other,0,0,2021,Actual,YTD,2021-03-31,0,31,Department of Records,Records
Register of Wills,Other,0,0,2021,Actual,YTD,2021-03-31,0,68,Register of Wills,
Revenue,Other,191,0,2021,Actual,YTD,2021-03-31,191,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2021,Actual,YTD,2021-03-31,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2021,Actual,YTD,2021-03-31,0,12,Streets Department,Streets
Water,Other,1904,0,2021,Actual,YTD,2021-03-31,1904,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2021,Actual,YTD,2021-03-31,1,67,"Water, Sewer, and Stormwater Rate Board",
Auditing (City Controller's Office),Total,118,0,2021,Actual,YTD,2021-03-31,118,61,City Controller's Office,
Board of Ethics,Total,9,0,2021,Actual,YTD,2021-03-31,9,45,Board of Ethics,
Board of Pensions,Total,56,0,2021,Actual,YTD,2021-03-31,56,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,15,0,2021,Actual,YTD,2021-03-31,15,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,140,0,2021,Actual,YTD,2021-03-31,140,73,City Commissioner's Office,City Commissioners
City Council,Total,185,0,2021,Actual,YTD,2021-03-31,185,01,City Council,
City Representative,Total,0,0,2021,Actual,YTD,2021-03-31,0,41,Office of the City Representative,City Rep
City Treasurer,Total,14,0,2021,Actual,YTD,2021-03-31,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,1,0,2021,Actual,YTD,2021-03-31,1,55,Civil Service Commission,
Commerce,Total,792,0,2021,Actual,YTD,2021-03-31,792,42,Office of the Director of Commerce,Commerce
Finance,Total,119,0,2021,Actual,YTD,2021-03-31,119,35,Office of the Director of Finance,Finance
First Judicial District,Total,2261,0,2021,Actual,YTD,2021-03-31,2261,84,First Judicial District,FJD
Fleet Management,Total,346,0,2021,Actual,YTD,2021-03-31,346,25,Office of Fleet Management,Fleet
Free Library,Total,655,0,2021,Actual,YTD,2021-03-31,655,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Total,32,0,2021,Actual,YTD,2021-03-31,32,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1491,0,2021,Actual,YTD,2021-03-31,1491,22,Department of Human Services,DHS
Labor,Total,27,0,2021,Actual,YTD,2021-03-31,27,03,Labor,
Law,Total,173,0,2021,Actual,YTD,2021-03-31,173,44,Law Department,Law
Licenses & Inspections,Total,395,0,2021,Actual,YTD,2021-03-31,395,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2021,Actual,YTD,2021-03-31,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2021,Actual,YTD,2021-03-31,2,27,L&I: Board of Review,
Managing Director's Office,Total,371,0,2021,Actual,YTD,2021-03-31,371,10,Managing Director's Office,MDO
Mayor's Office,Total,63,0,2021,Actual,YTD,2021-03-31,63,05,Mayor's Office,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Total,27,0,2021,Actual,YTD,2021-03-31,27,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Total,10,0,2021,Actual,YTD,2021-03-31,10,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,0,0,2021,Actual,YTD,2021-03-31,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Total,249,0,2021,Actual,YTD,2021-03-31,249,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,Total,57,0,2021,Actual,YTD,2021-03-31,57,65,Office of the Chief Administrative Officer,CAO
Office of Children and Families,Total,3,0,2021,Actual,YTD,2021-03-31,3,66,Office of Children and Families,OCF
Office of Homeless Services,Total,172,0,2021,Actual,YTD,2021-03-31,172,24,Office of Homeless Services,OHS
Office of Human Resources,Total,74,0,2021,Actual,YTD,2021-03-31,74,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,410,0,2021,Actual,YTD,2021-03-31,410,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,16,0,2021,Actual,YTD,2021-03-31,16,48,Office of the Inspector General,OIG
Office of Property Assessment,Total,194,0,2021,Actual,YTD,2021-03-31,194,59,Office of Property Assessment,OPA
Office of Sustainability,Total,9,0,2021,Actual,YTD,2021-03-31,9,49,Office of Sustainability,Sustainability
Parks and Recreation,Total,651,0,2021,Actual,YTD,2021-03-31,651,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Total,104,0,2021,Actual,YTD,2021-03-31,104,72,Department of Planning and Development,Planning & Development
Prisons,Total,1750,0,2021,Actual,YTD,2021-03-31,1750,23,Philadelphia Prison System,Prisons
Procurement,Total,37,0,2021,Actual,YTD,2021-03-31,37,38,Procurement Department,Procurement
Public Health,Total,887,0,2021,Actual,YTD,2021-03-31,887,14,Department of Public Health,Public Health
Public Property,Total,142,0,2021,Actual,YTD,2021-03-31,142,20,Department of Public Property,Public Property
Records,Total,46,0,2021,Actual,YTD,2021-03-31,46,31,Department of Records,Records
Register of Wills,Total,68,0,2021,Actual,YTD,2021-03-31,68,68,Register of Wills,
Revenue,Total,583,0,2021,Actual,YTD,2021-03-31,583,36,Department of Revenue,Revenue
Sheriff,Total,379,0,2021,Actual,YTD,2021-03-31,379,70,Office of the Sheriff,Sheriff
Streets,Total,1886,0,2021,Actual,YTD,2021-03-31,1886,12,Streets Department,Streets
Water,Total,1904,0,2021,Actual,YTD,2021-03-31,1904,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Total,1,0,2021,Actual,YTD,2021-03-31,1,67,"Water, Sewer, and Stormwater Rate Board",
Police,General,788,6141,2021,Actual,YTD,2021-03-31,6929,11,Police Department,Police
Police,Other,11,142,2021,Actual,YTD,2021-03-31,153,11,Police Department,Police
Police,Total,799,6283,2021,Actual,YTD,2021-03-31,7082,11,Police Department,Police
Fire,General,117,2574,2021,Actual,YTD,2021-03-31,2691,13,Fire Department,Fire
Fire,Other,2,77,2021,Actual,YTD,2021-03-31,79,13,Fire Department,Fire
Fire,Total,119,2651,2021,Actual,YTD,2021-03-31,2770,13,Fire Department,Fire
District Attorney,General,497,32,2021,Actual,YTD,2021-03-31,529,69,District Attorney's Office,DAO
District Attorney,Other,89,7,2021,Actual,YTD,2021-03-31,96,69,District Attorney's Office,DAO
District Attorney,Total,586,39,2021,Actual,YTD,2021-03-31,625,69,District Attorney's Office,DAO
Auditing (City Controller's Office),General,121,0,2020,Actual,Full Year,2020-06-30,121,61,City Controller's Office,
Board of Ethics,General,7,0,2020,Actual,Full Year,2020-06-30,7,45,Board of Ethics,
Board of Pensions,General,0,0,2020,Actual,Full Year,2020-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,14,0,2020,Actual,Full Year,2020-06-30,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,98,0,2020,Actual,Full Year,2020-06-30,98,73,City Commissioner's Office,City Commissioners
City Council,General,180,0,2020,Actual,Full Year,2020-06-30,180,01,City Council,
City Representative,General,5,0,2020,Actual,Full Year,2020-06-30,5,41,Office of the City Representative,City Rep
City Treasurer,General,16,0,2020,Actual,Full Year,2020-06-30,16,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2020,Actual,Full Year,2020-06-30,2,55,Civil Service Commission,
Commerce,General,44,0,2020,Actual,Full Year,2020-06-30,44,42,Office of the Director of Commerce,Commerce
Finance,General,119,0,2020,Actual,Full Year,2020-06-30,119,35,Office of the Director of Finance,Finance
First Judicial District,General,1825,0,2020,Actual,Full Year,2020-06-30,1825,84,First Judicial District,FJD
Fleet Management,General,282,0,2020,Actual,Full Year,2020-06-30,282,25,Office of Fleet Management,Fleet
Free Library,General,677,0,2020,Actual,Full Year,2020-06-30,677,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,General,34,0,2020,Actual,Full Year,2020-06-30,34,54,Commission on Human Relations,Human Relations
Human Services (1),General,437,0,2020,Actual,Full Year,2020-06-30,437,22,Department of Human Services,DHS
Labor,General,27,0,2020,Actual,Full Year,2020-06-30,27,03,Labor,
Law,General,130,0,2020,Actual,Full Year,2020-06-30,130,44,Law Department,Law
Licenses & Inspections,General,394,0,2020,Actual,Full Year,2020-06-30,394,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2020,Actual,Full Year,2020-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2020,Actual,Full Year,2020-06-30,2,27,L&I: Board of Review,
Managing Director's Office,General,287,0,2020,Actual,Full Year,2020-06-30,287,10,Managing Director's Office,MDO
Mayor's Office,General,61,0,2020,Actual,Full Year,2020-06-30,61,05,Mayor's Office,Mayor
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2020,Actual,Full Year,2020-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,10,0,2020,Actual,Full Year,2020-06-30,10,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2020,Actual,Full Year,2020-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,General,24,0,2020,Actual,Full Year,2020-06-30,24,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,General,64,0,2020,Actual,Full Year,2020-06-30,64,65,Office of the Chief Administrative Officer,CAO
Office of Children and Families,General,40,0,2020,Actual,Full Year,2020-06-30,40,66,Office of Children and Families,OCF
Office of Homeless Services,General,151,0,2020,Actual,Full Year,2020-06-30,151,24,Office of Homeless Services,OHS
Office of Human Resources,General,79,0,2020,Actual,Full Year,2020-06-30,79,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,317,0,2020,Actual,Full Year,2020-06-30,317,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,16,0,2020,Actual,Full Year,2020-06-30,16,48,Office of the Inspector General,OIG
Office of Property Assessment,General,195,0,2020,Actual,Full Year,2020-06-30,195,59,Office of Property Assessment,OPA
Office of Sustainability,General,7,0,2020,Actual,Full Year,2020-06-30,7,49,Office of Sustainability,Sustainability
Parks and Recreation,General,647,0,2020,Actual,Full Year,2020-06-30,647,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,General,55,0,2020,Actual,Full Year,2020-06-30,55,72,Department of Planning and Development,Planning & Development
Prisons,General,1975,0,2020,Actual,Full Year,2020-06-30,1975,23,Philadelphia Prison System,Prisons
Procurement,General,42,0,2020,Actual,Full Year,2020-06-30,42,38,Procurement Department,Procurement
Public Health,General,739,0,2020,Actual,Full Year,2020-06-30,739,14,Department of Public Health,Public Health
Public Property,General,119,0,2020,Actual,Full Year,2020-06-30,119,20,Department of Public Property,Public Property
Records,General,51,0,2020,Actual,Full Year,2020-06-30,51,31,Department of Records,Records
Register of Wills,General,66,0,2020,Actual,Full Year,2020-06-30,66,68,Register of Wills,
Revenue,General,402,0,2020,Actual,Full Year,2020-06-30,402,36,Department of Revenue,Revenue
Sheriff,General,385,0,2020,Actual,Full Year,2020-06-30,385,70,Office of the Sheriff,Sheriff
Streets,General,1925,0,2020,Actual,Full Year,2020-06-30,1925,12,Streets Department,Streets
Water,General,0,0,2020,Actual,Full Year,2020-06-30,0,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,Full Year,2020-06-30,0,67,"Water, Sewer, and Stormwater Rate Board",
Auditing (City Controller's Office),Other,0,0,2020,Actual,Full Year,2020-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2020,Actual,Full Year,2020-06-30,0,45,Board of Ethics,
Board of Pensions,Other,54,0,2020,Actual,Full Year,2020-06-30,54,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2020,Actual,Full Year,2020-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2020,Actual,Full Year,2020-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2020,Actual,Full Year,2020-06-30,0,01,City Council,
City Representative,Other,0,0,2020,Actual,Full Year,2020-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,55,Civil Service Commission,
Commerce,Other,810,0,2020,Actual,Full Year,2020-06-30,810,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2020,Actual,Full Year,2020-06-30,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,498,0,2020,Actual,Full Year,2020-06-30,498,84,First Judicial District,FJD
Fleet Management,Other,78,0,2020,Actual,Full Year,2020-06-30,78,25,Office of Fleet Management,Fleet
Free Library,Other,10,0,2020,Actual,Full Year,2020-06-30,10,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1081,0,2020,Actual,Full Year,2020-06-30,1081,22,Department of Human Services,DHS
Labor,Other,0,0,2020,Actual,Full Year,2020-06-30,0,03,Labor,
Law,Other,51,0,2020,Actual,Full Year,2020-06-30,51,44,Law Department,Law
Licenses & Inspections,Other,8,0,2020,Actual,Full Year,2020-06-30,8,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2020,Actual,Full Year,2020-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2020,Actual,Full Year,2020-06-30,0,27,L&I: Board of Review,
Managing Director's Office,Other,86,0,2020,Actual,Full Year,2020-06-30,86,10,Managing Director's Office,MDO
Mayor's Office,Other,4,0,2020,Actual,Full Year,2020-06-30,4,05,Mayor's Office,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,22,0,2020,Actual,Full Year,2020-06-30,22,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Other,0,0,2020,Actual,Full Year,2020-06-30,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2020,Actual,Full Year,2020-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Other,230,0,2020,Actual,Full Year,2020-06-30,230,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,65,Office of the Chief Administrative Officer,CAO
Office of Children and Families,Other,0,0,2020,Actual,Full Year,2020-06-30,0,66,Office of Children and Families,OCF
Office of Homeless Services,Other,24,0,2020,Actual,Full Year,2020-06-30,24,24,Office of Homeless Services,OHS
Office of Human Resources,Other,0,0,2020,Actual,Full Year,2020-06-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,97,0,2020,Actual,Full Year,2020-06-30,97,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2020,Actual,Full Year,2020-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2020,Actual,Full Year,2020-06-30,0,59,Office of Property Assessment,OPA
Office of Sustainability,Other,1,0,2020,Actual,Full Year,2020-06-30,1,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,25,0,2020,Actual,Full Year,2020-06-30,25,16,Department of Parks and Recreation,Parks & Recreation
Planning & Development,Other,53,0,2020,Actual,Full Year,2020-06-30,53,72,Department of Planning and Development,Planning & Development
Prisons,Other,0,0,2020,Actual,Full Year,2020-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,1,0,2020,Actual,Full Year,2020-06-30,1,38,Procurement Department,Procurement
Public Health,Other,146,0,2020,Actual,Full Year,2020-06-30,146,14,Department of Public Health,Public Health
Public Property,Other,0,0,2020,Actual,Full Year,2020-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2020,Actual,Full Year,2020-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2020,Actual,Full Year,2020-06-30,0,68,Register of Wills,
Revenue,Other,205,0,2020,Actual,Full Year,2020-06-30,205,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2020,Actual,Full Year,2020-06-30,0,70,Office of the Sheriff,Sheriff
Streets,Other,1,0,2020,Actual,Full Year,2020-06-30,1,12,Streets Department,Streets
Water,Other,1989,0,2020,Actual,Full Year,2020-06-30,1989,28,Water Department,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2020,Actual,Full Year,2020-06-30,1,67,"Water, Sewer, and Stormwater Rate Board",
Auditing (City Controller's Office),Total,121,0,2020,Actual,Full Year,2020-06-30,121,61,City Controller's Office,
Board of Ethics,Total,7,0,2020,Actual,Full Year,2020-06-30,7,45,Board of Ethics,
Board of Pensions,Total,54,0,2020,Actual,Full Year,2020-06-30,54,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,14,0,2020,Actual,Full Year,2020-06-30,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,98,0,2020,Actual,Full Year,2020-06-30,98,73,City Commissioner's Office,City Commissioners
City Council,Total,180,0,2020,Actual,Full Year,2020-06-30,180,01,City Council,
City Representative,Total,5,0,2020,Actual,Full Year,2020-06-30,5,41,Office of the City Representative,City Rep
City Treasurer,Total,16,0,2020,Actual,Full Year,2020-06-30,16,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2020,Actual,Full Year,2020-06-30,2,55,Civil Service Commission,
Commerce,Total,854,0,2020,Actual,Full Year,2020-06-30,854,42,Office of the Director of Commerce,Commerce
Finance,Total,119,0,2020,Actual,Full Year,2020-06-30,119,35,Office of the Director of Finance,Finance
First Judicial District,Total,2323,0,2020,Actual,Full Year,2020-06-30,2323,84,First Judicial District,FJD
Fleet Management,Total,360,0,2020,Actual,Full Year,2020-06-30,360,25,Office of Fleet Management,Fleet
Free Library,Total,687,0,2020,Actual,Full Year,2020-06-30,687,52,The Free Library of Philadelphia,Free Library
Human Relations Commission,Total,34,0,2020,Actual,Full Year,2020-06-30,34,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1518,0,2020,Actual,Full Year,2020-06-30,1518,22,Department of Human Services,DHS
Labor,Total,27,0,2020,Actual,Full Year,2020-06-30,27,03,Labor,
Law,Total,181,0,2020,Actual,Full Year,2020-06-30,181,44,Law Department,Law
Licenses & Inspections,Total,402,0,2020,Actual,Full Year,2020-06-30,402,26,Department of Licenses and Inspections,L&I
