dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Zoning Board of Adjustment,General,4,0,2008,Actual,YTD,2007-12-31,4,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,0,0,2008,Actual,YTD,2007-12-31,0,Zoning Code Commission,,57
Atwater Kent Musoum,Other,0,0,2008,Actual,YTD,2007-12-31,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2008,Actual,YTD,2007-12-31,0,City Controller's Office,,61
Board of Buliding Standards,Other,0,0,2008,Actual,YTD,2007-12-31,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2008,Actual,YTD,2007-12-31,0,Board of Ethics,,45
Board of L & I Reviow,Other,0,0,2008,Actual,YTD,2007-12-31,0,L&I: Board of Review,,27
Bd. of Pensions,Other,61,0,2008,Actual,YTD,2007-12-31,61,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2008,Actual,YTD,2007-12-31,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2008,Actual,YTD,2007-12-31,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2008,Actual,YTD,2007-12-31,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2008,Actual,YTD,2007-12-31,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2008,Actual,YTD,2007-12-31,0,City Council,,01
City Planning Commission,Other,6,0,2008,Actual,YTD,2007-12-31,6,City Planning Commission,,51
City Rep. / Commerce,Other,754,0,2008,Actual,YTD,2007-12-31,754,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2008,Actual,YTD,2007-12-31,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2008,Actual,YTD,2007-12-31,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2008,Actual,YTD,2007-12-31,0,Clerk of Quarter Sessions,,64
Fairmount Park,Other,1,0,2008,Actual,YTD,2007-12-31,1,Fairmount Park Commission,,17
Finance,Other,12,0,2008,Actual,YTD,2007-12-31,12,Office of the Director of Finance,Finance,35
First Judicial District,Other,456,0,2008,Actual,YTD,2007-12-31,456,First Judicial District,FJD,84
Fieet Management,Other,68,0,2008,Actual,YTD,2007-12-31,68,Office of Fleet Management,Fleet,25
Free Library,Other,71,0,2008,Actual,YTD,2007-12-31,71,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2008,Actual,YTD,2007-12-31,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2008,Actual,YTD,2007-12-31,0,Commission on Human Relations,Human Relations,54
Human Services,Other,41,0,2008,Actual,YTD,2007-12-31,41,Department of Human Services,DHS,22
"Information Services, Mayor's Offico of",Other,17,0,2008,Actual,YTD,2007-12-31,17,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,YTD,2007-12-31,0,Labor,,03
Law,Other,59,0,2008,Actual,YTD,2007-12-31,59,Law Department,Law,44
Licenses & Inspections,Other,18,0,2008,Actual,YTD,2007-12-31,18,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,10,0,2008,Actual,YTD,2007-12-31,10,Managing Director's Office,MDO,10
Mayor,Other,3,0,2008,Actual,YTD,2007-12-31,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,157,0,2008,Actual,YTD,2007-12-31,157,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2008,Actual,YTD,2007-12-31,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,227,0,2008,Actual,YTD,2007-12-31,227,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Other,44,0,2008,Actual,YTD,2007-12-31,44,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,81,0,2008,Actual,YTD,2007-12-31,81,Office of Housing and Community Development,,06
Personnel,Other,0,0,2008,Actual,YTD,2007-12-31,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2008,Actual,YTD,2007-12-31,0,Philadelphia Prison System,Prisons,23
Procurement,Other,3,0,2008,Actual,YTD,2007-12-31,3,Procurement Department,Procurement,38
Public Health,Other,212,0,2008,Actual,YTD,2007-12-31,212,Department of Public Health,Public Health,14
Public Property,Other,0,0,2008,Actual,YTD,2007-12-31,0,Department of Public Property,Public Property,20
Records,Other,0,0,2008,Actual,YTD,2007-12-31,0,Department of Records,Records,31
Recroation,Other,21,0,2008,Actual,YTD,2007-12-31,21,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2008,Actual,YTD,2007-12-31,0,Register of Wills,,68
Revenuo,Other,209,0,2008,Actual,YTD,2007-12-31,209,Department of Revenue,Revenue,36
Shoriff,Other,0,0,2008,Actual,YTD,2007-12-31,0,Office of the Sheriff,Sheriff,70
Stroets,Other,0,0,2008,Actual,YTD,2007-12-31,0,Streets Department,Streets,12
Stroets - Sanitation,Other,0,0,2008,Actual,YTD,2007-12-31,0,Streets: Sanitation,,12S
Water,Other,1742,0,2008,Actual,YTD,2007-12-31,1742,Water Department,Water,28
Zoning Board of Adjustment,Other,0,0,2008,Actual,YTD,2007-12-31,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2008,Actual,YTD,2007-12-31,0,Zoning Code Commission,,57
Atwater Kent Musoum,Total,5,0,2008,Actual,YTD,2007-12-31,5,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,117,0,2008,Actual,YTD,2007-12-31,117,City Controller's Office,,61
Board of Buliding Standards,Total,2,0,2008,Actual,YTD,2007-12-31,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,4,0,2008,Actual,YTD,2007-12-31,4,Board of Ethics,,45
Board of L & I Reviow,Total,3,0,2008,Actual,YTD,2007-12-31,3,L&I: Board of Review,,27
Bd. of Pensions,Total,61,0,2008,Actual,YTD,2007-12-31,61,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,134,0,2008,Actual,YTD,2007-12-31,134,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,3,0,2008,Actual,YTD,2007-12-31,3,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,25,0,2008,Actual,YTD,2007-12-31,25,Capital Program Office,,07
City Commissioners (Election Board),Total,92,0,2008,Actual,YTD,2007-12-31,92,City Commissioner's Office,City Commissioners,73
City Council,Total,185,0,2008,Actual,YTD,2007-12-31,185,City Council,,01
City Planning Commission,Total,51,0,2008,Actual,YTD,2007-12-31,51,City Planning Commission,,51
City Rep. / Commerce,Total,770,0,2008,Actual,YTD,2007-12-31,770,Office of the City Representative,City Rep,41
City Treasurer,Total,11,0,2008,Actual,YTD,2007-12-31,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2008,Actual,YTD,2007-12-31,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,114,0,2008,Actual,YTD,2007-12-31,114,Clerk of Quarter Sessions,,64
Fairmount Park,Total,153,0,2008,Actual,YTD,2007-12-31,153,Fairmount Park Commission,,17
Finance,Total,171,0,2008,Actual,YTD,2007-12-31,171,Office of the Director of Finance,Finance,35
First Judicial District,Total,2416,0,2008,Actual,YTD,2007-12-31,2416,First Judicial District,FJD,84
Fieet Management,Total,373,0,2008,Actual,YTD,2007-12-31,373,Office of Fleet Management,Fleet,25
Free Library,Total,791,0,2008,Actual,YTD,2007-12-31,791,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2008,Actual,YTD,2007-12-31,6,Historical Commission,,32
Human Relations Commission,Total,32,0,2008,Actual,YTD,2007-12-31,32,Commission on Human Relations,Human Relations,54
Human Services,Total,1797,0,2008,Actual,YTD,2007-12-31,1797,Department of Human Services,DHS,22
"Information Services, Mayor's Offico of",Total,151,0,2008,Actual,YTD,2007-12-31,151,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Total,7,0,2008,Actual,YTD,2007-12-31,7,Labor,,03
Law,Total,251,0,2008,Actual,YTD,2007-12-31,251,Law Department,Law,44
Licenses & Inspections,Total,364,0,2008,Actual,YTD,2007-12-31,364,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,108,0,2008,Actual,YTD,2007-12-31,108,Managing Director's Office,MDO,10
Mayor,Total,57,0,2008,Actual,YTD,2007-12-31,57,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Total,157,0,2008,Actual,YTD,2007-12-31,157,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,14,0,2008,Actual,YTD,2007-12-31,14,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,255,0,2008,Actual,YTD,2007-12-31,255,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Total,180,0,2008,Actual,YTD,2007-12-31,180,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,81,0,2008,Actual,YTD,2007-12-31,81,Office of Housing and Community Development,,06
Personnel,Total,73,0,2008,Actual,YTD,2007-12-31,73,Office of Human Resources,OHR,56
Prisons,Total,2137,0,2008,Actual,YTD,2007-12-31,2137,Philadelphia Prison System,Prisons,23
Procurement,Total,61,0,2008,Actual,YTD,2007-12-31,61,Procurement Department,Procurement,38
Public Health,Total,860,0,2008,Actual,YTD,2007-12-31,860,Department of Public Health,Public Health,14
Public Property,Total,156,0,2008,Actual,YTD,2007-12-31,156,Department of Public Property,Public Property,20
Records,Total,70,0,2008,Actual,YTD,2007-12-31,70,Department of Records,Records,31
Recroation,Total,486,0,2008,Actual,YTD,2007-12-31,486,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,67,0,2008,Actual,YTD,2007-12-31,67,Register of Wills,,68
Revenuo,Total,459,0,2008,Actual,YTD,2007-12-31,459,Department of Revenue,Revenue,36
Shoriff,Total,243,0,2008,Actual,YTD,2007-12-31,243,Office of the Sheriff,Sheriff,70
Stroets,Total,586,0,2008,Actual,YTD,2007-12-31,586,Streets Department,Streets,12
Stroets - Sanitation,Total,1204,0,2008,Actual,YTD,2007-12-31,1204,Streets: Sanitation,,12S
Water,Total,1742,0,2008,Actual,YTD,2007-12-31,1742,Water Department,Water,28
Zoning Board of Adjustment,Total,4,0,2008,Actual,YTD,2007-12-31,4,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,0,0,2008,Actual,YTD,2007-12-31,0,Zoning Code Commission,,57
Police,General,814,6584,2008,Actual,YTD,2007-12-31,7398,Police Department,Police,11
Police,Other,10,153,2008,Actual,YTD,2007-12-31,163,Police Department,Police,11
Police,Total,824,6737,2008,Actual,YTD,2007-12-31,7561,Police Department,Police,11
Fire,General,2227,95,2008,Actual,YTD,2007-12-31,2322,Fire Department,Fire,13
Fire,Other,63,3,2008,Actual,YTD,2007-12-31,66,Fire Department,Fire,13
Fire,Total,2290,98,2008,Actual,YTD,2007-12-31,2388,Fire Department,Fire,13
District Attorney,General,432,12,2008,Actual,YTD,2007-12-31,444,District Attorney's Office,DAO,69
District Attorney,Other,102,10,2008,Actual,YTD,2007-12-31,112,District Attorney's Office,DAO,69
District Attorney,Total,534,22,2008,Actual,YTD,2007-12-31,556,District Attorney's Office,DAO,69
Atwater Kent Musoum,General,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,,61
Board of Buliding Standards,General,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Reviow,General,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,General,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,BRT,63
Camp William Penn,General,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,,19
"Capital Program Office, Mayor-",General,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,,07
City Commissioners (Election Board),General,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,General,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,,01
City Planning Commission,General,44,0,2007,Actual,Full Year,2007-06-30,44,City Planning Commission,,51
City Rep. / Commerce,General,12,0,2007,Actual,Full Year,2007-06-30,12,Office of the City Representative,City Rep,41
City Treasurer,General,11,0,2007,Actual,Full Year,2007-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2007,Actual,Full Year,2007-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,General,114,0,2007,Actual,Full Year,2007-06-30,114,Clerk of Quarter Sessions,,64
Fairmount Park,General,155,0,2007,Actual,Full Year,2007-06-30,155,Fairmount Park Commission,,17
Finance,General,164,0,2007,Actual,Full Year,2007-06-30,164,Office of the Director of Finance,Finance,35
First Judicial District,General,1928,0,2007,Actual,Full Year,2007-06-30,1928,First Judicial District,FJD,84
Fieet Management,General,300,0,2007,Actual,Full Year,2007-06-30,300,Office of Fleet Management,Fleet,25
Free Library,General,724,0,2007,Actual,Full Year,2007-06-30,724,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2007,Actual,Full Year,2007-06-30,6,Historical Commission,,32
Human Relations Commission,General,35,0,2007,Actual,Full Year,2007-06-30,35,Commission on Human Relations,Human Relations,54
Human Services,General,1721,0,2007,Actual,Full Year,2007-06-30,1721,Department of Human Services,DHS,22
"Information Services, Mayor's Offico of",General,112,0,2007,Actual,Full Year,2007-06-30,112,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",General,7,0,2007,Actual,Full Year,2007-06-30,7,Labor,,03
Law,General,193,0,2007,Actual,Full Year,2007-06-30,193,Law Department,Law,44
Licenses & Inspections,General,351,0,2007,Actual,Full Year,2007-06-30,351,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,102,0,2007,Actual,Full Year,2007-06-30,102,Managing Director's Office,MDO,10
Mayor,General,56,0,2007,Actual,Full Year,2007-06-30,56,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,14,0,2007,Actual,Full Year,2007-06-30,14,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,General,35,0,2007,Actual,Full Year,2007-06-30,35,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,General,132,0,2007,Actual,Full Year,2007-06-30,132,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Housing and Community Development,,06
Personnel,General,70,0,2007,Actual,Full Year,2007-06-30,70,Office of Human Resources,OHR,56
Prisons,General,2176,0,2007,Actual,Full Year,2007-06-30,2176,Philadelphia Prison System,Prisons,23
Procurement,General,54,0,2007,Actual,Full Year,2007-06-30,54,Procurement Department,Procurement,38
Public Health,General,664,0,2007,Actual,Full Year,2007-06-30,664,Department of Public Health,Public Health,14
Public Property,General,175,0,2007,Actual,Full Year,2007-06-30,175,Department of Public Property,Public Property,20
Records,General,70,0,2007,Actual,Full Year,2007-06-30,70,Department of Records,Records,31
Recroation,General,460,0,2007,Actual,Full Year,2007-06-30,460,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,69,0,2007,Actual,Full Year,2007-06-30,69,Register of Wills,,68
Revenuo,General,237,0,2007,Actual,Full Year,2007-06-30,237,Department of Revenue,Revenue,36
Shoriff,General,241,0,2007,Actual,Full Year,2007-06-30,241,Office of the Sheriff,Sheriff,70
Stroets,General,592,0,2007,Actual,Full Year,2007-06-30,592,Streets Department,Streets,12
Stroets - Sanitation,General,1222,0,2007,Actual,Full Year,2007-06-30,1222,Streets: Sanitation,,12S
Water,General,0,0,2007,Actual,Full Year,2007-06-30,0,Water Department,Water,28
Zoning Board of Adjustment,General,4,0,2007,Actual,Full Year,2007-06-30,4,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Code Commission,,57
Atwater Kent Musoum,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Controller's Office,,61
Board of Buliding Standards,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Reviow,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Review,,27
Bd. of Pensions,Other,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Council,,01
City Planning Commission,Other,6,0,2007,Actual,Full Year,2007-06-30,6,City Planning Commission,,51
City Rep. / Commerce,Other,745,0,2007,Actual,Full Year,2007-06-30,745,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Clerk of Quarter Sessions,,64
Fairmount Park,Other,1,0,2007,Actual,Full Year,2007-06-30,1,Fairmount Park Commission,,17
Finance,Other,10,0,2007,Actual,Full Year,2007-06-30,10,Office of the Director of Finance,Finance,35
First Judicial District,Other,485,0,2007,Actual,Full Year,2007-06-30,485,First Judicial District,FJD,84
Fieet Management,Other,69,0,2007,Actual,Full Year,2007-06-30,69,Office of Fleet Management,Fleet,25
Free Library,Other,75,0,2007,Actual,Full Year,2007-06-30,75,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,54,0,2007,Actual,Full Year,2007-06-30,54,Department of Human Services,DHS,22
"Information Services, Mayor's Offico of",Other,16,0,2007,Actual,Full Year,2007-06-30,16,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Labor,,03
Law,Other,55,0,2007,Actual,Full Year,2007-06-30,55,Law Department,Law,44
Licenses & Inspections,Other,19,0,2007,Actual,Full Year,2007-06-30,19,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,11,0,2007,Actual,Full Year,2007-06-30,11,Managing Director's Office,MDO,10
Mayor,Other,3,0,2007,Actual,Full Year,2007-06-30,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,143,0,2007,Actual,Full Year,2007-06-30,143,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,226,0,2007,Actual,Full Year,2007-06-30,226,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Other,46,0,2007,Actual,Full Year,2007-06-30,46,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,82,0,2007,Actual,Full Year,2007-06-30,82,Office of Housing and Community Development,,06
Personnel,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2007,Actual,Full Year,2007-06-30,2,Procurement Department,Procurement,38
Public Health,Other,217,0,2007,Actual,Full Year,2007-06-30,217,Department of Public Health,Public Health,14
Public Property,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Records,Records,31
Recroation,Other,24,0,2007,Actual,Full Year,2007-06-30,24,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Register of Wills,,68
Revenuo,Other,205,0,2007,Actual,Full Year,2007-06-30,205,Department of Revenue,Revenue,36
Shoriff,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the Sheriff,Sheriff,70
Stroets,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets Department,Streets,12
Stroets - Sanitation,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets: Sanitation,,12S
Water,Other,1713,0,2007,Actual,Full Year,2007-06-30,1713,Water Department,Water,28
Zoning Board of Adjustment,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Code Commission,,57
Atwater Kent Musoum,Total,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,,61
Board of Buliding Standards,Total,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Reviow,Total,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,Total,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,,07
City Commissioners (Election Board),Total,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,Total,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,,01
