dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Register of Wills,Other,0,0,2008,Actual,YTD,2008-03-31,0,68,Register of Wills,
Revenue,Other,217,0,2008,Actual,YTD,2008-03-31,217,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2008,Actual,YTD,2008-03-31,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2008,Actual,YTD,2008-03-31,0,12,Streets Department,Streets
Streets Sanitation,Other,0,0,2008,Actual,YTD,2008-03-31,0,12S,Streets: Sanitation,
Water,Other,1745,0,2008,Actual,YTD,2008-03-31,1745,28,Water Department,Water
Zoning Board of Adjustment,Other,0,0,2008,Actual,YTD,2008-03-31,0,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,Other,0,0,2008,Actual,YTD,2008-03-31,0,57,Zoning Code Commission,
Atwater Kent Museum,Total,5,0,2008,Actual,YTD,2008-03-31,5,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,118,0,2008,Actual,YTD,2008-03-31,118,61,City Controller's Office,
Board of Building Standards,Total,2,0,2008,Actual,YTD,2008-03-31,2,29,L&I: Board of Building and Standards,
Board of Ethics,Total,4,0,2008,Actual,YTD,2008-03-31,4,45,Board of Ethics,
Board of L & I Review,Total,3,0,2008,Actual,YTD,2008-03-31,3,27,L&I: Board of Review,
Bd. of Pensions,Total,61,0,2008,Actual,YTD,2008-03-31,61,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Total,134,0,2008,Actual,YTD,2008-03-31,134,63,Board of Revision of Taxes,BRT
Camp William Penn,Total,4,0,2008,Actual,YTD,2008-03-31,4,19,Camp William Penn,
"Capital Program Office, Mayor-",Total,24,0,2008,Actual,YTD,2008-03-31,24,07,Capital Program Office,
City Commissioners (Election Board),Total,91,0,2008,Actual,YTD,2008-03-31,91,73,City Commissioner's Office,City Commissioners
City Council,Total,190,0,2008,Actual,YTD,2008-03-31,190,01,City Council,
City Planning Commission,Total,50,0,2008,Actual,YTD,2008-03-31,50,51,City Planning Commission,
City Rep. / Commerce,Total,778,0,2008,Actual,YTD,2008-03-31,778,41,Office of the City Representative,City Rep
City Treasurer,Total,11,0,2008,Actual,YTD,2008-03-31,11,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2008,Actual,YTD,2008-03-31,2,55,Civil Service Commission,
Clerk of Quarter Sessions,Total,112,0,2008,Actual,YTD,2008-03-31,112,64,Clerk of Quarter Sessions,
Fairmount Park,Total,157,0,2008,Actual,YTD,2008-03-31,157,17,Fairmount Park Commission,
Finance,Total,175,0,2008,Actual,YTD,2008-03-31,175,35,Office of the Director of Finance,Finance
First Judicial District,Total,2416,0,2008,Actual,YTD,2008-03-31,2416,84,First Judicial District,FJD
Fleet Management,Total,379,0,2008,Actual,YTD,2008-03-31,379,25,Office of Fleet Management,Fleet
Free Library,Total,785,0,2008,Actual,YTD,2008-03-31,785,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,6,0,2008,Actual,YTD,2008-03-31,6,32,Historical Commission,
Human Relations Commission,Total,33,0,2008,Actual,YTD,2008-03-31,33,54,Commission on Human Relations,Human Relations
Human Services,Total,1813,0,2008,Actual,YTD,2008-03-31,1813,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",Total,161,0,2008,Actual,YTD,2008-03-31,161,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",Total,7,0,2008,Actual,YTD,2008-03-31,7,03,Labor,
Law,Total,251,0,2008,Actual,YTD,2008-03-31,251,44,Law Department,Law
Licenses & Inspections,Total,361,0,2008,Actual,YTD,2008-03-31,361,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),Total,112,0,2008,Actual,YTD,2008-03-31,112,10,Managing Director's Office,MDO
Mayor,Total,71,0,2008,Actual,YTD,2008-03-31,71,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,Total,165,0,2008,Actual,YTD,2008-03-31,165,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Total,14,0,2008,Actual,YTD,2008-03-31,14,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,Total,266,0,2008,Actual,YTD,2008-03-31,266,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,Total,176,0,2008,Actual,YTD,2008-03-31,176,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,Total,79,0,2008,Actual,YTD,2008-03-31,79,06,Office of Housing and Community Development,
Personnel,Total,72,0,2008,Actual,YTD,2008-03-31,72,56,Office of Human Resources,OHR
Prisons,Total,2102,0,2008,Actual,YTD,2008-03-31,2102,23,Philadelphia Prison System,Prisons
Procurement,Total,60,0,2008,Actual,YTD,2008-03-31,60,38,Procurement Department,Procurement
Public Health,Total,870,0,2008,Actual,YTD,2008-03-31,870,14,Department of Public Health,Public Health
Public Property,Total,154,0,2008,Actual,YTD,2008-03-31,154,20,Department of Public Property,Public Property
Records,Total,69,0,2008,Actual,YTD,2008-03-31,69,31,Department of Records,Records
Recreation,Total,482,0,2008,Actual,YTD,2008-03-31,482,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,Total,67,0,2008,Actual,YTD,2008-03-31,67,68,Register of Wills,
Revenue,Total,472,0,2008,Actual,YTD,2008-03-31,472,36,Department of Revenue,Revenue
Sheriff,Total,244,0,2008,Actual,YTD,2008-03-31,244,70,Office of the Sheriff,Sheriff
Streets,Total,579,0,2008,Actual,YTD,2008-03-31,579,12,Streets Department,Streets
Streets Sanitation,Total,1220,0,2008,Actual,YTD,2008-03-31,1220,12S,Streets: Sanitation,
Water,Total,1745,0,2008,Actual,YTD,2008-03-31,1745,28,Water Department,Water
Zoning Board of Adjustment,Total,4,0,2008,Actual,YTD,2008-03-31,4,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,Total,0,0,2008,Actual,YTD,2008-03-31,0,57,Zoning Code Commission,
Police,General,821,6525,2008,Actual,YTD,2008-03-31,7346,11,Police Department,Police
Police,Other,10,152,2008,Actual,YTD,2008-03-31,162,11,Police Department,Police
Police,Total,831,6677,2008,Actual,YTD,2008-03-31,7508,11,Police Department,Police
Fire,General,2252,104,2008,Actual,YTD,2008-03-31,2356,13,Fire Department,Fire
Fire,Other,62,3,2008,Actual,YTD,2008-03-31,65,13,Fire Department,Fire
Fire,Total,2314,107,2008,Actual,YTD,2008-03-31,2421,13,Fire Department,Fire
District Attorney,General,427,14,2008,Actual,YTD,2008-03-31,441,69,District Attorney's Office,DAO
District Attorney,Other,103,10,2008,Actual,YTD,2008-03-31,113,69,District Attorney's Office,DAO
District Attorney,Total,530,24,2008,Actual,YTD,2008-03-31,554,69,District Attorney's Office,DAO
Atwater Kent Museum,General,4,0,2007,Actual,Full Year,2007-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,120,0,2007,Actual,Full Year,2007-06-30,120,61,City Controller's Office,
Board of Building Standards,General,2,0,2007,Actual,Full Year,2007-06-30,2,29,L&I: Board of Building and Standards,
Board of Ethics,General,0,0,2007,Actual,Full Year,2007-06-30,0,45,Board of Ethics,
Board of L & I Review,General,3,0,2007,Actual,Full Year,2007-06-30,3,27,L&I: Board of Review,
Bd. of Pensions,General,0,0,2007,Actual,Full Year,2007-06-30,0,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,General,128,0,2007,Actual,Full Year,2007-06-30,128,63,Board of Revision of Taxes,BRT
Camp William Penn,General,3,0,2007,Actual,Full Year,2007-06-30,3,19,Camp William Penn,
"Capital Program Office, Mayor-",General,14,0,2007,Actual,Full Year,2007-06-30,14,07,Capital Program Office,
City Commissioners (Election Board),General,90,0,2007,Actual,Full Year,2007-06-30,90,73,City Commissioner's Office,City Commissioners
City Council,General,187,0,2007,Actual,Full Year,2007-06-30,187,01,City Council,
City Planning Commission,General,44,0,2007,Actual,Full Year,2007-06-30,44,51,City Planning Commission,
City Rep. / Commerce,General,12,0,2007,Actual,Full Year,2007-06-30,12,41,Office of the City Representative,City Rep
City Treasurer,General,11,0,2007,Actual,Full Year,2007-06-30,11,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2007,Actual,Full Year,2007-06-30,2,55,Civil Service Commission,
Clerk of Quarter Sessions,General,114,0,2007,Actual,Full Year,2007-06-30,114,64,Clerk of Quarter Sessions,
Fairmount Park,General,155,0,2007,Actual,Full Year,2007-06-30,155,17,Fairmount Park Commission,
Finance,General,164,0,2007,Actual,Full Year,2007-06-30,164,35,Office of the Director of Finance,Finance
First Judicial District,General,1928,0,2007,Actual,Full Year,2007-06-30,1928,84,First Judicial District,FJD
Fleet Management,General,300,0,2007,Actual,Full Year,2007-06-30,300,25,Office of Fleet Management,Fleet
Free Library,General,724,0,2007,Actual,Full Year,2007-06-30,724,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2007,Actual,Full Year,2007-06-30,6,32,Historical Commission,
Human Relations Commission,General,35,0,2007,Actual,Full Year,2007-06-30,35,54,Commission on Human Relations,Human Relations
Human Services,General,1721,0,2007,Actual,Full Year,2007-06-30,1721,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",General,112,0,2007,Actual,Full Year,2007-06-30,112,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",General,7,0,2007,Actual,Full Year,2007-06-30,7,03,Labor,
Law,General,193,0,2007,Actual,Full Year,2007-06-30,193,44,Law Department,Law
Licenses & Inspections,General,351,0,2007,Actual,Full Year,2007-06-30,351,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),General,102,0,2007,Actual,Full Year,2007-06-30,102,10,Managing Director's Office,MDO
Mayor,General,56,0,2007,Actual,Full Year,2007-06-30,56,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,General,0,0,2007,Actual,Full Year,2007-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,General,14,0,2007,Actual,Full Year,2007-06-30,14,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,35,0,2007,Actual,Full Year,2007-06-30,35,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,General,132,0,2007,Actual,Full Year,2007-06-30,132,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,General,0,0,2007,Actual,Full Year,2007-06-30,0,06,Office of Housing and Community Development,
Personnel,General,70,0,2007,Actual,Full Year,2007-06-30,70,56,Office of Human Resources,OHR
Prisons,General,2176,0,2007,Actual,Full Year,2007-06-30,2176,23,Philadelphia Prison System,Prisons
Procurement,General,54,0,2007,Actual,Full Year,2007-06-30,54,38,Procurement Department,Procurement
Public Health,General,664,0,2007,Actual,Full Year,2007-06-30,664,14,Department of Public Health,Public Health
Public Property,General,175,0,2007,Actual,Full Year,2007-06-30,175,20,Department of Public Property,Public Property
Records,General,70,0,2007,Actual,Full Year,2007-06-30,70,31,Department of Records,Records
Recreation,General,460,0,2007,Actual,Full Year,2007-06-30,460,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,General,69,0,2007,Actual,Full Year,2007-06-30,69,68,Register of Wills,
Revenue,General,237,0,2007,Actual,Full Year,2007-06-30,237,36,Department of Revenue,Revenue
Sheriff,General,241,0,2007,Actual,Full Year,2007-06-30,241,70,Office of the Sheriff,Sheriff
Streets,General,592,0,2007,Actual,Full Year,2007-06-30,592,12,Streets Department,Streets
Streets Sanitation,General,1222,0,2007,Actual,Full Year,2007-06-30,1222,12S,Streets: Sanitation,
Water,General,0,0,2007,Actual,Full Year,2007-06-30,0,28,Water Department,Water
Zoning Board of Adjustment,General,4,0,2007,Actual,Full Year,2007-06-30,4,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,General,0,0,2007,Actual,Full Year,2007-06-30,0,57,Zoning Code Commission,
Atwater Kent Museum,Other,0,0,2007,Actual,Full Year,2007-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2007,Actual,Full Year,2007-06-30,0,61,City Controller's Office,
Board of Building Standards,Other,0,0,2007,Actual,Full Year,2007-06-30,0,29,L&I: Board of Building and Standards,
Board of Ethics,Other,0,0,2007,Actual,Full Year,2007-06-30,0,45,Board of Ethics,
Board of L & I Review,Other,0,0,2007,Actual,Full Year,2007-06-30,0,27,L&I: Board of Review,
Bd. of Pensions,Other,65,0,2007,Actual,Full Year,2007-06-30,65,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Other,0,0,2007,Actual,Full Year,2007-06-30,0,63,Board of Revision of Taxes,BRT
Camp William Penn,Other,0,0,2007,Actual,Full Year,2007-06-30,0,19,Camp William Penn,
"Capital Program Office, Mayor-",Other,0,0,2007,Actual,Full Year,2007-06-30,0,07,Capital Program Office,
City Commissioners (Election Board),Other,0,0,2007,Actual,Full Year,2007-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2007,Actual,Full Year,2007-06-30,0,01,City Council,
City Planning Commission,Other,6,0,2007,Actual,Full Year,2007-06-30,6,51,City Planning Commission,
City Rep. / Commerce,Other,745,0,2007,Actual,Full Year,2007-06-30,745,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2007,Actual,Full Year,2007-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,55,Civil Service Commission,
Clerk of Quarter Sessions,Other,0,0,2007,Actual,Full Year,2007-06-30,0,64,Clerk of Quarter Sessions,
Fairmount Park,Other,1,0,2007,Actual,Full Year,2007-06-30,1,17,Fairmount Park Commission,
Finance,Other,10,0,2007,Actual,Full Year,2007-06-30,10,35,Office of the Director of Finance,Finance
First Judicial District,Other,485,0,2007,Actual,Full Year,2007-06-30,485,84,First Judicial District,FJD
Fleet Management,Other,69,0,2007,Actual,Full Year,2007-06-30,69,25,Office of Fleet Management,Fleet
Free Library,Other,75,0,2007,Actual,Full Year,2007-06-30,75,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,54,Commission on Human Relations,Human Relations
Human Services,Other,54,0,2007,Actual,Full Year,2007-06-30,54,22,Department of Human Services,DHS
"Information Services, Mayor's Office of",Other,16,0,2007,Actual,Full Year,2007-06-30,16,04,Office of Innovation and Technology,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2007,Actual,Full Year,2007-06-30,0,03,Labor,
Law,Other,55,0,2007,Actual,Full Year,2007-06-30,55,44,Law Department,Law
Licenses & Inspections,Other,19,0,2007,Actual,Full Year,2007-06-30,19,26,Department of Licenses and Inspections,L&I
Managing Director (MDO),Other,11,0,2007,Actual,Full Year,2007-06-30,11,10,Managing Director's Office,MDO
Mayor,Other,3,0,2007,Actual,Full Year,2007-06-30,3,05,Mayor's Office,Mayor
Mayor's Office of Comm. Svcs.,Other,143,0,2007,Actual,Full Year,2007-06-30,143,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mural Arts Program,Other,0,0,2007,Actual,Full Year,2007-06-30,0,50,Mural Arts Program,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,226,0,2007,Actual,Full Year,2007-06-30,226,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Off. of Supportive Housing,Other,46,0,2007,Actual,Full Year,2007-06-30,46,24,Office of Homeless Services,OHS
Office of Housing and Community Develop.,Other,82,0,2007,Actual,Full Year,2007-06-30,82,06,Office of Housing and Community Development,
Personnel,Other,0,0,2007,Actual,Full Year,2007-06-30,0,56,Office of Human Resources,OHR
Prisons,Other,0,0,2007,Actual,Full Year,2007-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2007,Actual,Full Year,2007-06-30,2,38,Procurement Department,Procurement
Public Health,Other,217,0,2007,Actual,Full Year,2007-06-30,217,14,Department of Public Health,Public Health
Public Property,Other,0,0,2007,Actual,Full Year,2007-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2007,Actual,Full Year,2007-06-30,0,31,Department of Records,Records
Recreation,Other,24,0,2007,Actual,Full Year,2007-06-30,24,16,Department of Parks and Recreation,Parks & Recreation
Register of Wills,Other,0,0,2007,Actual,Full Year,2007-06-30,0,68,Register of Wills,
Revenue,Other,205,0,2007,Actual,Full Year,2007-06-30,205,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2007,Actual,Full Year,2007-06-30,0,70,Office of the Sheriff,Sheriff
Streets,Other,0,0,2007,Actual,Full Year,2007-06-30,0,12,Streets Department,Streets
Streets Sanitation,Other,0,0,2007,Actual,Full Year,2007-06-30,0,12S,Streets: Sanitation,
Water,Other,1713,0,2007,Actual,Full Year,2007-06-30,1713,28,Water Department,Water
Zoning Board of Adjustment,Other,0,0,2007,Actual,Full Year,2007-06-30,0,30,Zoning Board of Adjustments,ZBA
Zoning Code Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,57,Zoning Code Commission,
Atwater Kent Museum,Total,4,0,2007,Actual,Full Year,2007-06-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,120,0,2007,Actual,Full Year,2007-06-30,120,61,City Controller's Office,
Board of Building Standards,Total,2,0,2007,Actual,Full Year,2007-06-30,2,29,L&I: Board of Building and Standards,
Board of Ethics,Total,0,0,2007,Actual,Full Year,2007-06-30,0,45,Board of Ethics,
Board of L & I Review,Total,3,0,2007,Actual,Full Year,2007-06-30,3,27,L&I: Board of Review,
Bd. of Pensions,Total,65,0,2007,Actual,Full Year,2007-06-30,65,53,Board of Pensions,Pensions
Bd. of Revision of Taxes,Total,128,0,2007,Actual,Full Year,2007-06-30,128,63,Board of Revision of Taxes,BRT
Camp William Penn,Total,3,0,2007,Actual,Full Year,2007-06-30,3,19,Camp William Penn,
"Capital Program Office, Mayor-",Total,14,0,2007,Actual,Full Year,2007-06-30,14,07,Capital Program Office,
City Commissioners (Election Board),Total,90,0,2007,Actual,Full Year,2007-06-30,90,73,City Commissioner's Office,City Commissioners
City Council,Total,187,0,2007,Actual,Full Year,2007-06-30,187,01,City Council,
City Planning Commission,Total,50,0,2007,Actual,Full Year,2007-06-30,50,51,City Planning Commission,
