dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Licenses & Inspections,General,335,0,2016,Actual,YTD,2016-06-30,335,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2016,Actual,YTD,2016-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2016,Actual,YTD,2016-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2016,Actual,YTD,2016-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,258,0,2016,Actual,YTD,2016-06-30,258,10,Managing Director's Office,MDO
Mayor's Office,General,48,0,2016,Actual,YTD,2016-06-30,48,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2016,Actual,YTD,2016-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,8,0,2016,Actual,YTD,2016-06-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2016,Actual,YTD,2016-06-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2016,Actual,YTD,2016-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,16,0,2016,Actual,YTD,2016-06-30,16,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2016,Actual,YTD,2016-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,84,0,2016,Actual,YTD,2016-06-30,84,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,271,0,2016,Actual,YTD,2016-06-30,271,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,19,0,2016,Actual,YTD,2016-06-30,19,48,Office of the Inspector General,OIG
Office of Property Assessment,General,200,0,2016,Actual,YTD,2016-06-30,200,59,Office of Property Assessment,OPA
Office of Supportive Housing,General,146,0,2016,Actual,YTD,2016-06-30,146,24,Office of Homeless Services,OHS
Office of Sustainability,General,8,0,2016,Actual,YTD,2016-06-30,8,49,Office of Sustainability,Sustainability
Parks and Recreation,General,593,0,2016,Actual,YTD,2016-06-30,593,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2289,0,2016,Actual,YTD,2016-06-30,2289,23,Philadelphia Prison System,Prisons
Procurement,General,42,0,2016,Actual,YTD,2016-06-30,42,38,Procurement Department,Procurement
Public Health,General,653,0,2016,Actual,YTD,2016-06-30,653,14,Department of Public Health,Public Health
Public Property,General,135,0,2016,Actual,YTD,2016-06-30,135,20,Department of Public Property,Public Property
Records,General,57,0,2016,Actual,YTD,2016-06-30,57,31,Department of Records,Records
Register of Wills,General,69,0,2016,Actual,YTD,2016-06-30,69,68,Register of Wills,
Revenue,General,378,0,2016,Actual,YTD,2016-06-30,378,36,Department of Revenue,Revenue
Sheriff,General,330,0,2016,Actual,YTD,2016-06-30,330,70,Office of the Sheriff,Sheriff
Streets Sanitation,General,1145,0,2016,Actual,YTD,2016-06-30,1145,12S,Streets: Sanitation,
Streets - Transportation,General,531,0,2016,Actual,YTD,2016-06-30,531,12T,Streets: Transportation,
Water,General,0,0,2016,Actual,YTD,2016-06-30,0,28,Water Department,Water
Youth Commission,General,1,0,2016,Actual,YTD,2016-06-30,1,47,Youth Commission,
Atwater Kent Museum,Other,0,0,2016,Actual,YTD,2016-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2016,Actual,YTD,2016-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2016,Actual,YTD,2016-06-30,0,45,Board of Ethics,
Board of Pensions,Other,42,0,2016,Actual,YTD,2016-06-30,42,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2016,Actual,YTD,2016-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2016,Actual,YTD,2016-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2016,Actual,YTD,2016-06-30,0,01,City Council,
City Planning Commission,Other,5,0,2016,Actual,YTD,2016-06-30,5,51,City Planning Commission,
City Representative,Other,0,0,2016,Actual,YTD,2016-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2016,Actual,YTD,2016-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,55,Civil Service Commission,
Commerce,Other,768,0,2016,Actual,YTD,2016-06-30,768,42,Office of the Director of Commerce,Commerce
Finance,Other,8,0,2016,Actual,YTD,2016-06-30,8,35,Office of the Director of Finance,Finance
First Judicial District,Other,494,0,2016,Actual,YTD,2016-06-30,494,84,First Judicial District,FJD
Fleet Management,Other,65,0,2016,Actual,YTD,2016-06-30,65,25,Office of Fleet Management,Fleet
Free Library,Other,15,0,2016,Actual,YTD,2016-06-30,15,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,986,0,2016,Actual,YTD,2016-06-30,986,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2016,Actual,YTD,2016-06-30,0,03,Labor,
Law,Other,112,0,2016,Actual,YTD,2016-06-30,112,44,Law Department,Law
Licenses & Inspections,Other,0,0,2016,Actual,YTD,2016-06-30,0,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2016,Actual,YTD,2016-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2016,Actual,YTD,2016-06-30,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2016,Actual,YTD,2016-06-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,48,0,2016,Actual,YTD,2016-06-30,48,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2016,Actual,YTD,2016-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2016,Actual,YTD,2016-06-30,34,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2016,Actual,YTD,2016-06-30,4,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,1,0,2016,Actual,YTD,2016-06-30,1,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2016,Actual,YTD,2016-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,219,0,2016,Actual,YTD,2016-06-30,219,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,48,0,2016,Actual,YTD,2016-06-30,48,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2016,Actual,YTD,2016-06-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,80,0,2016,Actual,YTD,2016-06-30,80,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2016,Actual,YTD,2016-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2016,Actual,YTD,2016-06-30,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,12,0,2016,Actual,YTD,2016-06-30,12,24,Office of Homeless Services,OHS
Office of Sustainability,Other,1,0,2016,Actual,YTD,2016-06-30,1,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,19,0,2016,Actual,YTD,2016-06-30,19,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2016,Actual,YTD,2016-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2016,Actual,YTD,2016-06-30,2,38,Procurement Department,Procurement
Public Health,Other,153,0,2016,Actual,YTD,2016-06-30,153,14,Department of Public Health,Public Health
Public Property,Other,0,0,2016,Actual,YTD,2016-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2016,Actual,YTD,2016-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2016,Actual,YTD,2016-06-30,0,68,Register of Wills,
Revenue,Other,231,0,2016,Actual,YTD,2016-06-30,231,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2016,Actual,YTD,2016-06-30,0,70,Office of the Sheriff,Sheriff
Streets Sanitation,Other,0,0,2016,Actual,YTD,2016-06-30,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2016,Actual,YTD,2016-06-30,0,12T,Streets: Transportation,
Water,Other,1796,0,2016,Actual,YTD,2016-06-30,1796,28,Water Department,Water
Youth Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,47,Youth Commission,
Atwater Kent Museum,Total,3,0,2016,Actual,YTD,2016-06-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,137,0,2016,Actual,YTD,2016-06-30,137,61,City Controller's Office,
Board of Ethics,Total,10,0,2016,Actual,YTD,2016-06-30,10,45,Board of Ethics,
Board of Pensions,Total,42,0,2016,Actual,YTD,2016-06-30,42,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,14,0,2016,Actual,YTD,2016-06-30,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,92,0,2016,Actual,YTD,2016-06-30,92,73,City Commissioner's Office,City Commissioners
City Council,Total,187,0,2016,Actual,YTD,2016-06-30,187,01,City Council,
City Planning Commission,Total,36,0,2016,Actual,YTD,2016-06-30,36,51,City Planning Commission,
City Representative,Total,7,0,2016,Actual,YTD,2016-06-30,7,41,Office of the City Representative,City Rep
City Treasurer,Total,15,0,2016,Actual,YTD,2016-06-30,15,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2016,Actual,YTD,2016-06-30,2,55,Civil Service Commission,
Commerce,Total,802,0,2016,Actual,YTD,2016-06-30,802,42,Office of the Director of Commerce,Commerce
Finance,Total,173,0,2016,Actual,YTD,2016-06-30,173,35,Office of the Director of Finance,Finance
First Judicial District,Total,2333,0,2016,Actual,YTD,2016-06-30,2333,84,First Judicial District,FJD
Fleet Management,Total,328,0,2016,Actual,YTD,2016-06-30,328,25,Office of Fleet Management,Fleet
Free Library,Total,651,0,2016,Actual,YTD,2016-06-30,651,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,5,0,2016,Actual,YTD,2016-06-30,5,32,Historical Commission,
Human Relations Commission,Total,32,0,2016,Actual,YTD,2016-06-30,32,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1435,0,2016,Actual,YTD,2016-06-30,1435,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2016,Actual,YTD,2016-06-30,7,03,Labor,
Law,Total,238,0,2016,Actual,YTD,2016-06-30,238,44,Law Department,Law
Licenses & Inspections,Total,335,0,2016,Actual,YTD,2016-06-30,335,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2016,Actual,YTD,2016-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2016,Actual,YTD,2016-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Total,5,0,2016,Actual,YTD,2016-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Total,306,0,2016,Actual,YTD,2016-06-30,306,10,Managing Director's Office,MDO
Mayor's Office,Total,51,0,2016,Actual,YTD,2016-06-30,51,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2016,Actual,YTD,2016-06-30,34,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Total,12,0,2016,Actual,YTD,2016-06-30,12,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Total,12,0,2016,Actual,YTD,2016-06-30,12,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,2,0,2016,Actual,YTD,2016-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,235,0,2016,Actual,YTD,2016-06-30,235,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Total,48,0,2016,Actual,YTD,2016-06-30,48,06,Office of Housing and Community Development,
Office of Human Resources,Total,84,0,2016,Actual,YTD,2016-06-30,84,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,351,0,2016,Actual,YTD,2016-06-30,351,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,19,0,2016,Actual,YTD,2016-06-30,19,48,Office of the Inspector General,OIG
Office of Property Assessment,Total,200,0,2016,Actual,YTD,2016-06-30,200,59,Office of Property Assessment,OPA
Office of Supportive Housing,Total,158,0,2016,Actual,YTD,2016-06-30,158,24,Office of Homeless Services,OHS
Office of Sustainability,Total,9,0,2016,Actual,YTD,2016-06-30,9,49,Office of Sustainability,Sustainability
Parks and Recreation,Total,612,0,2016,Actual,YTD,2016-06-30,612,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Total,2289,0,2016,Actual,YTD,2016-06-30,2289,23,Philadelphia Prison System,Prisons
Procurement,Total,44,0,2016,Actual,YTD,2016-06-30,44,38,Procurement Department,Procurement
Public Health,Total,806,0,2016,Actual,YTD,2016-06-30,806,14,Department of Public Health,Public Health
Public Property,Total,135,0,2016,Actual,YTD,2016-06-30,135,20,Department of Public Property,Public Property
Records,Total,57,0,2016,Actual,YTD,2016-06-30,57,31,Department of Records,Records
Register of Wills,Total,69,0,2016,Actual,YTD,2016-06-30,69,68,Register of Wills,
Revenue,Total,609,0,2016,Actual,YTD,2016-06-30,609,36,Department of Revenue,Revenue
Sheriff,Total,330,0,2016,Actual,YTD,2016-06-30,330,70,Office of the Sheriff,Sheriff
Streets Sanitation,Total,1145,0,2016,Actual,YTD,2016-06-30,1145,12S,Streets: Sanitation,
Streets - Transportation,Total,531,0,2016,Actual,YTD,2016-06-30,531,12T,Streets: Transportation,
Water,Total,1796,0,2016,Actual,YTD,2016-06-30,1796,28,Water Department,Water
Youth Commission,Total,1,0,2016,Actual,YTD,2016-06-30,1,47,Youth Commission,
Police,General,793,6149,2016,Actual,YTD,2016-06-30,6942,11,Police Department,Police
Police,Other,10,169,2016,Actual,YTD,2016-06-30,179,11,Police Department,Police
Police,Total,803,6318,2016,Actual,YTD,2016-06-30,7121,11,Police Department,Police
Fire,General,107,2209,2016,Actual,YTD,2016-06-30,2316,13,Fire Department,Fire
Fire,Other,3,215,2016,Actual,YTD,2016-06-30,218,13,Fire Department,Fire
Fire,Total,110,2424,2016,Actual,YTD,2016-06-30,2534,13,Fire Department,Fire
District Attorney,General,452,26,2016,Actual,YTD,2016-06-30,478,69,District Attorney's Office,DAO
District Attorney,Other,64,8,2016,Actual,YTD,2016-06-30,72,69,District Attorney's Office,DAO
District Attorney,Total,516,34,2016,Actual,YTD,2016-06-30,550,69,District Attorney's Office,DAO
Atwater Kent Museum,General,2,0,2015,Actual,Full Year,2015-06-30,2,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,129,0,2015,Actual,Full Year,2015-06-30,129,61,City Controller's Office,
Board of Ethics,General,9,0,2015,Actual,Full Year,2015-06-30,9,45,Board of Ethics,
Board of Pensions,General,0,0,2015,Actual,Full Year,2015-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,12,0,2015,Actual,Full Year,2015-06-30,12,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,91,0,2015,Actual,Full Year,2015-06-30,91,73,City Commissioner's Office,City Commissioners
City Council,General,176,0,2015,Actual,Full Year,2015-06-30,176,01,City Council,
City Planning Commission,General,29,0,2015,Actual,Full Year,2015-06-30,29,51,City Planning Commission,
City Representative,General,6,0,2015,Actual,Full Year,2015-06-30,6,41,Office of the City Representative,City Rep
City Treasurer,General,14,0,2015,Actual,Full Year,2015-06-30,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,55,Civil Service Commission,
Commerce,General,21,0,2015,Actual,Full Year,2015-06-30,21,42,Office of the Director of Commerce,Commerce
Finance,General,160,0,2015,Actual,Full Year,2015-06-30,160,35,Office of the Director of Finance,Finance
First Judicial District,General,1842,0,2015,Actual,Full Year,2015-06-30,1842,84,First Judicial District,FJD
Fleet Management,General,261,0,2015,Actual,Full Year,2015-06-30,261,25,Office of Fleet Management,Fleet
Free Library,General,642,0,2015,Actual,Full Year,2015-06-30,642,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2015,Actual,Full Year,2015-06-30,6,32,Historical Commission,
Human Relations Commission,General,30,0,2015,Actual,Full Year,2015-06-30,30,54,Commission on Human Relations,Human Relations
Human Services (1),General,395,0,2015,Actual,Full Year,2015-06-30,395,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,7,0,2015,Actual,Full Year,2015-06-30,7,03,Labor,
Law,General,152,0,2015,Actual,Full Year,2015-06-30,152,44,Law Department,Law
Licenses & Inspections,General,335,0,2015,Actual,Full Year,2015-06-30,335,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2015,Actual,Full Year,2015-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2015,Actual,Full Year,2015-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2015,Actual,Full Year,2015-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,257,0,2015,Actual,Full Year,2015-06-30,257,10,Managing Director's Office,MDO
Mayor's Office,General,51,0,2015,Actual,Full Year,2015-06-30,51,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2015,Actual,Full Year,2015-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,12,0,2015,Actual,Full Year,2015-06-30,12,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,10,0,2015,Actual,Full Year,2015-06-30,10,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2015,Actual,Full Year,2015-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,14,0,2015,Actual,Full Year,2015-06-30,14,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2015,Actual,Full Year,2015-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,82,0,2015,Actual,Full Year,2015-06-30,82,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,261,0,2015,Actual,Full Year,2015-06-30,261,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,18,0,2015,Actual,Full Year,2015-06-30,18,48,Office of the Inspector General,OIG
Office of Property Assessment,General,186,0,2015,Actual,Full Year,2015-06-30,186,59,Office of Property Assessment,OPA
Office of Supportive Housing,General,135,0,2015,Actual,Full Year,2015-06-30,135,24,Office of Homeless Services,OHS
Office of Sustainability,General,0,0,2015,Actual,Full Year,2015-06-30,0,49,Office of Sustainability,Sustainability
Parks and Recreation,General,598,0,2015,Actual,Full Year,2015-06-30,598,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2286,0,2015,Actual,Full Year,2015-06-30,2286,23,Philadelphia Prison System,Prisons
Procurement,General,44,0,2015,Actual,Full Year,2015-06-30,44,38,Procurement Department,Procurement
Public Health,General,653,0,2015,Actual,Full Year,2015-06-30,653,14,Department of Public Health,Public Health
Public Property,General,137,0,2015,Actual,Full Year,2015-06-30,137,20,Department of Public Property,Public Property
Records,General,56,0,2015,Actual,Full Year,2015-06-30,56,31,Department of Records,Records
Register of Wills,General,64,0,2015,Actual,Full Year,2015-06-30,64,68,Register of Wills,
Revenue,General,319,0,2015,Actual,Full Year,2015-06-30,319,36,Department of Revenue,Revenue
Sheriff,General,299,0,2015,Actual,Full Year,2015-06-30,299,70,Office of the Sheriff,Sheriff
Streets Sanitation,General,1146,0,2015,Actual,Full Year,2015-06-30,1146,12S,Streets: Sanitation,
Streets - Transportation,General,518,0,2015,Actual,Full Year,2015-06-30,518,12T,Streets: Transportation,
Water,General,0,0,2015,Actual,Full Year,2015-06-30,0,28,Water Department,Water
Youth Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,47,Youth Commission,
Atwater Kent Museum,Other,0,0,2015,Actual,Full Year,2015-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2015,Actual,Full Year,2015-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2015,Actual,Full Year,2015-06-30,0,45,Board of Ethics,
Board of Pensions,Other,41,0,2015,Actual,Full Year,2015-06-30,41,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2015,Actual,Full Year,2015-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2015,Actual,Full Year,2015-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2015,Actual,Full Year,2015-06-30,0,01,City Council,
City Planning Commission,Other,5,0,2015,Actual,Full Year,2015-06-30,5,51,City Planning Commission,
City Representative,Other,0,0,2015,Actual,Full Year,2015-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,1,0,2015,Actual,Full Year,2015-06-30,1,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,55,Civil Service Commission,
Commerce,Other,760,0,2015,Actual,Full Year,2015-06-30,760,42,Office of the Director of Commerce,Commerce
Finance,Other,12,0,2015,Actual,Full Year,2015-06-30,12,35,Office of the Director of Finance,Finance
First Judicial District,Other,467,0,2015,Actual,Full Year,2015-06-30,467,84,First Judicial District,FJD
Fleet Management,Other,65,0,2015,Actual,Full Year,2015-06-30,65,25,Office of Fleet Management,Fleet
Free Library,Other,14,0,2015,Actual,Full Year,2015-06-30,14,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1133,0,2015,Actual,Full Year,2015-06-30,1133,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2015,Actual,Full Year,2015-06-30,0,03,Labor,
Law,Other,50,0,2015,Actual,Full Year,2015-06-30,50,44,Law Department,Law
Licenses & Inspections,Other,0,0,2015,Actual,Full Year,2015-06-30,0,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2015,Actual,Full Year,2015-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2015,Actual,Full Year,2015-06-30,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,57,0,2015,Actual,Full Year,2015-06-30,57,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2015,Actual,Full Year,2015-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2015,Actual,Full Year,2015-06-30,34,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2015,Actual,Full Year,2015-06-30,4,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2015,Actual,Full Year,2015-06-30,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2015,Actual,Full Year,2015-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,213,0,2015,Actual,Full Year,2015-06-30,213,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,56,0,2015,Actual,Full Year,2015-06-30,56,06,Office of Housing and Community Development,
Office of Human Resources,Other,1,0,2015,Actual,Full Year,2015-06-30,1,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,83,0,2015,Actual,Full Year,2015-06-30,83,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2015,Actual,Full Year,2015-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,13,0,2015,Actual,Full Year,2015-06-30,13,24,Office of Homeless Services,OHS
Office of Sustainability,Other,0,0,2015,Actual,Full Year,2015-06-30,0,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,28,0,2015,Actual,Full Year,2015-06-30,28,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2015,Actual,Full Year,2015-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2015,Actual,Full Year,2015-06-30,2,38,Procurement Department,Procurement
Public Health,Other,155,0,2015,Actual,Full Year,2015-06-30,155,14,Department of Public Health,Public Health
Public Property,Other,0,0,2015,Actual,Full Year,2015-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2015,Actual,Full Year,2015-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2015,Actual,Full Year,2015-06-30,0,68,Register of Wills,
Revenue,Other,231,0,2015,Actual,Full Year,2015-06-30,231,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2015,Actual,Full Year,2015-06-30,0,70,Office of the Sheriff,Sheriff
Streets Sanitation,Other,0,0,2015,Actual,Full Year,2015-06-30,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2015,Actual,Full Year,2015-06-30,0,12T,Streets: Transportation,
