dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Office of Homeless Services,Other,12,0,2017,Actual,YTD,2016-09-30,12,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Other,49,0,2017,Actual,YTD,2016-09-30,49,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2017,Actual,YTD,2016-09-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,94,0,2017,Actual,YTD,2016-09-30,94,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2017,Actual,YTD,2016-09-30,0,48,Office of the Inspector General,OIG
Office of Planning and Development,Other,0,0,2017,Actual,YTD,2016-09-30,0,62,Mayor's Office of Planning and Development,
Office of Property Assessment,Other,0,0,2017,Actual,YTD,2016-09-30,0,59,Office of Property Assessment,OPA
Office of Sustainability,Other,1,0,2017,Actual,YTD,2016-09-30,1,49,Office of Sustainability,Sustainability
Parks and Recreation,Other,30,0,2017,Actual,YTD,2016-09-30,30,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2017,Actual,YTD,2016-09-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2017,Actual,YTD,2016-09-30,2,38,Procurement Department,Procurement
Public Health,Other,161,0,2017,Actual,YTD,2016-09-30,161,14,Department of Public Health,Public Health
Public Property,Other,0,0,2017,Actual,YTD,2016-09-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2017,Actual,YTD,2016-09-30,0,31,Department of Records,Records
Register of Wills,Other,1,0,2017,Actual,YTD,2016-09-30,1,68,Register of Wills,
Revenue,Other,234,0,2017,Actual,YTD,2016-09-30,234,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2017,Actual,YTD,2016-09-30,0,70,Office of the Sheriff,Sheriff
Streets Sanitation,Other,0,0,2017,Actual,YTD,2016-09-30,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2017,Actual,YTD,2016-09-30,0,12T,Streets: Transportation,
Water,Other,1795,0,2017,Actual,YTD,2016-09-30,1795,28,Water Department,Water
Youth Commission,Other,0,0,2017,Actual,YTD,2016-09-30,0,47,Youth Commission,
Atwater Kent Museum,Total,4,0,2017,Actual,YTD,2016-09-30,4,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,133,0,2017,Actual,YTD,2016-09-30,133,61,City Controller's Office,
Board of Ethics,Total,11,0,2017,Actual,YTD,2016-09-30,11,45,Board of Ethics,
Board of Pensions,Total,42,0,2017,Actual,YTD,2016-09-30,42,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,14,0,2017,Actual,YTD,2016-09-30,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,95,0,2017,Actual,YTD,2016-09-30,95,73,City Commissioner's Office,City Commissioners
City Council,Total,189,0,2017,Actual,YTD,2016-09-30,189,01,City Council,
City Planning Commission,Total,34,0,2017,Actual,YTD,2016-09-30,34,51,City Planning Commission,
City Representative,Total,6,0,2017,Actual,YTD,2016-09-30,6,41,Office of the City Representative,City Rep
City Treasurer,Total,14,0,2017,Actual,YTD,2016-09-30,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2017,Actual,YTD,2016-09-30,2,55,Civil Service Commission,
Commerce,Total,774,0,2017,Actual,YTD,2016-09-30,774,42,Office of the Director of Commerce,Commerce
Finance,Total,118,0,2017,Actual,YTD,2016-09-30,118,35,Office of the Director of Finance,Finance
First Judicial District,Total,2357,0,2017,Actual,YTD,2016-09-30,2357,84,First Judicial District,FJD
Fleet Management,Total,330,0,2017,Actual,YTD,2016-09-30,330,25,Office of Fleet Management,Fleet
Free Library,Total,650,0,2017,Actual,YTD,2016-09-30,650,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,6,0,2017,Actual,YTD,2016-09-30,6,32,Historical Commission,
Human Relations Commission,Total,33,0,2017,Actual,YTD,2016-09-30,33,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1454,0,2017,Actual,YTD,2016-09-30,1454,22,Department of Human Services,DHS
"Labor, Mayor's Office of",Total,13,0,2017,Actual,YTD,2016-09-30,13,03,Labor,
Law,Total,236,0,2017,Actual,YTD,2016-09-30,236,44,Law Department,Law
Licenses & Inspections,Total,338,0,2017,Actual,YTD,2016-09-30,338,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2017,Actual,YTD,2016-09-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2017,Actual,YTD,2016-09-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Total,5,0,2017,Actual,YTD,2016-09-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Total,339,0,2017,Actual,YTD,2016-09-30,339,10,Managing Director's Office,MDO
Mayor's Office,Total,51,0,2017,Actual,YTD,2016-09-30,51,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,38,0,2017,Actual,YTD,2016-09-30,38,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Total,0,0,2017,Actual,YTD,2016-09-30,0,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Total,11,0,2017,Actual,YTD,2016-09-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,4,0,2017,Actual,YTD,2016-09-30,4,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,243,0,2017,Actual,YTD,2016-09-30,243,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,Total,55,0,2017,Actual,YTD,2016-09-30,55,65,Office of the Chief Administrative Officer,CAO
Office of Community Schools and Pre-K,Total,24,0,2017,Actual,YTD,2016-09-30,24,66,Office of Children and Families,OCF
Office of Homeless Services,Total,166,0,2017,Actual,YTD,2016-09-30,166,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Total,49,0,2017,Actual,YTD,2016-09-30,49,06,Office of Housing and Community Development,
Office of Human Resources,Total,80,0,2017,Actual,YTD,2016-09-30,80,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,359,0,2017,Actual,YTD,2016-09-30,359,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,19,0,2017,Actual,YTD,2016-09-30,19,48,Office of the Inspector General,OIG
Office of Planning and Development,Total,3,0,2017,Actual,YTD,2016-09-30,3,62,Mayor's Office of Planning and Development,
Office of Property Assessment,Total,201,0,2017,Actual,YTD,2016-09-30,201,59,Office of Property Assessment,OPA
Office of Sustainability,Total,9,0,2017,Actual,YTD,2016-09-30,9,49,Office of Sustainability,Sustainability
Parks and Recreation,Total,628,0,2017,Actual,YTD,2016-09-30,628,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Total,2304,0,2017,Actual,YTD,2016-09-30,2304,23,Philadelphia Prison System,Prisons
Procurement,Total,47,0,2017,Actual,YTD,2016-09-30,47,38,Procurement Department,Procurement
Public Health,Total,821,0,2017,Actual,YTD,2016-09-30,821,14,Department of Public Health,Public Health
Public Property,Total,142,0,2017,Actual,YTD,2016-09-30,142,20,Department of Public Property,Public Property
Records,Total,54,0,2017,Actual,YTD,2016-09-30,54,31,Department of Records,Records
Register of Wills,Total,70,0,2017,Actual,YTD,2016-09-30,70,68,Register of Wills,
Revenue,Total,628,0,2017,Actual,YTD,2016-09-30,628,36,Department of Revenue,Revenue
Sheriff,Total,335,0,2017,Actual,YTD,2016-09-30,335,70,Office of the Sheriff,Sheriff
Streets Sanitation,Total,1170,0,2017,Actual,YTD,2016-09-30,1170,12S,Streets: Sanitation,
Streets - Transportation,Total,516,0,2017,Actual,YTD,2016-09-30,516,12T,Streets: Transportation,
Water,Total,1795,0,2017,Actual,YTD,2016-09-30,1795,28,Water Department,Water
Youth Commission,Total,0,0,2017,Actual,YTD,2016-09-30,0,47,Youth Commission,
Police,General,810,6177,2017,Actual,YTD,2016-09-30,6987,11,Police Department,Police
Police,Other,10,166,2017,Actual,YTD,2016-09-30,176,11,Police Department,Police
Police,Total,820,6343,2017,Actual,YTD,2016-09-30,7163,11,Police Department,Police
Fire,General,110,2200,2017,Actual,YTD,2016-09-30,2310,13,Fire Department,Fire
Fire,Other,3,200,2017,Actual,YTD,2016-09-30,203,13,Fire Department,Fire
Fire,Total,113,2400,2017,Actual,YTD,2016-09-30,2513,13,Fire Department,Fire
District Attorney,General,453,14,2017,Actual,YTD,2016-09-30,467,69,District Attorney's Office,DAO
District Attorney,Other,60,8,2017,Actual,YTD,2016-09-30,68,69,District Attorney's Office,DAO
District Attorney,Total,513,22,2017,Actual,YTD,2016-09-30,535,69,District Attorney's Office,DAO
Atwater Kent Museum,General,3,0,2016,Actual,Full Year,2016-06-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,137,0,2016,Actual,Full Year,2016-06-30,137,61,City Controller's Office,
Board of Ethics,General,10,0,2016,Actual,Full Year,2016-06-30,10,45,Board of Ethics,
Board of Pensions,General,0,0,2016,Actual,Full Year,2016-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,14,0,2016,Actual,Full Year,2016-06-30,14,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,92,0,2016,Actual,Full Year,2016-06-30,92,73,City Commissioner's Office,City Commissioners
City Council,General,187,0,2016,Actual,Full Year,2016-06-30,187,01,City Council,
City Planning Commission,General,31,0,2016,Actual,Full Year,2016-06-30,31,51,City Planning Commission,
City Representative,General,7,0,2016,Actual,Full Year,2016-06-30,7,41,Office of the City Representative,City Rep
City Treasurer,General,15,0,2016,Actual,Full Year,2016-06-30,15,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2016,Actual,Full Year,2016-06-30,2,55,Civil Service Commission,
Commerce,General,34,0,2016,Actual,Full Year,2016-06-30,34,42,Office of the Director of Commerce,Commerce
Finance,General,165,0,2016,Actual,Full Year,2016-06-30,165,35,Office of the Director of Finance,Finance
First Judicial District,General,1839,0,2016,Actual,Full Year,2016-06-30,1839,84,First Judicial District,FJD
Fleet Management,General,263,0,2016,Actual,Full Year,2016-06-30,263,25,Office of Fleet Management,Fleet
Free Library,General,636,0,2016,Actual,Full Year,2016-06-30,636,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,5,0,2016,Actual,Full Year,2016-06-30,5,32,Historical Commission,
Human Relations Commission,General,32,0,2016,Actual,Full Year,2016-06-30,32,54,Commission on Human Relations,Human Relations
Human Services (1),General,449,0,2016,Actual,Full Year,2016-06-30,449,22,Department of Human Services,DHS
"Labor, Mayor's Office of",General,7,0,2016,Actual,Full Year,2016-06-30,7,03,Labor,
Law,General,126,0,2016,Actual,Full Year,2016-06-30,126,44,Law Department,Law
Licenses & Inspections,General,335,0,2016,Actual,Full Year,2016-06-30,335,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2016,Actual,Full Year,2016-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2016,Actual,Full Year,2016-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2016,Actual,Full Year,2016-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,258,0,2016,Actual,Full Year,2016-06-30,258,10,Managing Director's Office,MDO
Mayor's Office,General,48,0,2016,Actual,Full Year,2016-06-30,48,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2016,Actual,Full Year,2016-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,8,0,2016,Actual,Full Year,2016-06-30,8,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2016,Actual,Full Year,2016-06-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2016,Actual,Full Year,2016-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,16,0,2016,Actual,Full Year,2016-06-30,16,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,General,0,0,2016,Actual,Full Year,2016-06-30,0,65,Office of the Chief Administrative Officer,CAO
Office of Community Schools and Pre-K,General,0,0,2016,Actual,Full Year,2016-06-30,0,66,Office of Children and Families,OCF
Office of Homeless Services,General,146,0,2016,Actual,Full Year,2016-06-30,146,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,General,0,0,2016,Actual,Full Year,2016-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,84,0,2016,Actual,Full Year,2016-06-30,84,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,271,0,2016,Actual,Full Year,2016-06-30,271,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,19,0,2016,Actual,Full Year,2016-06-30,19,48,Office of the Inspector General,OIG
Office of Planning and Development,General,0,0,2016,Actual,Full Year,2016-06-30,0,62,Mayor's Office of Planning and Development,
Office of Property Assessment,General,200,0,2016,Actual,Full Year,2016-06-30,200,59,Office of Property Assessment,OPA
Office of Sustainability,General,8,0,2016,Actual,Full Year,2016-06-30,8,49,Office of Sustainability,Sustainability
Parks and Recreation,General,593,0,2016,Actual,Full Year,2016-06-30,593,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2289,0,2016,Actual,Full Year,2016-06-30,2289,23,Philadelphia Prison System,Prisons
Procurement,General,42,0,2016,Actual,Full Year,2016-06-30,42,38,Procurement Department,Procurement
Public Health,General,653,0,2016,Actual,Full Year,2016-06-30,653,14,Department of Public Health,Public Health
Public Property,General,135,0,2016,Actual,Full Year,2016-06-30,135,20,Department of Public Property,Public Property
Records,General,57,0,2016,Actual,Full Year,2016-06-30,57,31,Department of Records,Records
Register of Wills,General,69,0,2016,Actual,Full Year,2016-06-30,69,68,Register of Wills,
Revenue,General,378,0,2016,Actual,Full Year,2016-06-30,378,36,Department of Revenue,Revenue
Sheriff,General,330,0,2016,Actual,Full Year,2016-06-30,330,70,Office of the Sheriff,Sheriff
Streets Sanitation,General,1145,0,2016,Actual,Full Year,2016-06-30,1145,12S,Streets: Sanitation,
Streets - Transportation,General,531,0,2016,Actual,Full Year,2016-06-30,531,12T,Streets: Transportation,
Water,General,0,0,2016,Actual,Full Year,2016-06-30,0,28,Water Department,Water
Youth Commission,General,1,0,2016,Actual,Full Year,2016-06-30,1,47,Youth Commission,
Atwater Kent Museum,Other,0,0,2016,Actual,Full Year,2016-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2016,Actual,Full Year,2016-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2016,Actual,Full Year,2016-06-30,0,45,Board of Ethics,
Board of Pensions,Other,42,0,2016,Actual,Full Year,2016-06-30,42,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2016,Actual,Full Year,2016-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2016,Actual,Full Year,2016-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2016,Actual,Full Year,2016-06-30,0,01,City Council,
City Planning Commission,Other,5,0,2016,Actual,Full Year,2016-06-30,5,51,City Planning Commission,
City Representative,Other,0,0,2016,Actual,Full Year,2016-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2016,Actual,Full Year,2016-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2016,Actual,Full Year,2016-06-30,0,55,Civil Service Commission,
Commerce,Other,768,0,2016,Actual,Full Year,2016-06-30,768,42,Office of the Director of Commerce,Commerce
Finance,Other,8,0,2016,Actual,Full Year,2016-06-30,8,35,Office of the Director of Finance,Finance
First Judicial District,Other,494,0,2016,Actual,Full Year,2016-06-30,494,84,First Judicial District,FJD
Fleet Management,Other,65,0,2016,Actual,Full Year,2016-06-30,65,25,Office of Fleet Management,Fleet
Free Library,Other,15,0,2016,Actual,Full Year,2016-06-30,15,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2016,Actual,Full Year,2016-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2016,Actual,Full Year,2016-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,986,0,2016,Actual,Full Year,2016-06-30,986,22,Department of Human Services,DHS
"Labor, Mayor's Office of",Other,0,0,2016,Actual,Full Year,2016-06-30,0,03,Labor,
Law,Other,112,0,2016,Actual,Full Year,2016-06-30,112,44,Law Department,Law
Licenses & Inspections,Other,0,0,2016,Actual,Full Year,2016-06-30,0,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2016,Actual,Full Year,2016-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2016,Actual,Full Year,2016-06-30,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2016,Actual,Full Year,2016-06-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,48,0,2016,Actual,Full Year,2016-06-30,48,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2016,Actual,Full Year,2016-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2016,Actual,Full Year,2016-06-30,34,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2016,Actual,Full Year,2016-06-30,4,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,1,0,2016,Actual,Full Year,2016-06-30,1,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2016,Actual,Full Year,2016-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,219,0,2016,Actual,Full Year,2016-06-30,219,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2016,Actual,Full Year,2016-06-30,0,65,Office of the Chief Administrative Officer,CAO
Office of Community Schools and Pre-K,Other,0,0,2016,Actual,Full Year,2016-06-30,0,66,Office of Children and Families,OCF
Office of Homeless Services,Other,12,0,2016,Actual,Full Year,2016-06-30,12,24,Office of Homeless Services,OHS
Office of Housing & Comm. Development,Other,48,0,2016,Actual,Full Year,2016-06-30,48,06,Office of Housing and Community Development,
