dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_code,dept_name,abbreviation
Office of Arts and Culture,Other,0,0,2015,Actual,YTD,2014-12-31,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,226,0,2015,Actual,YTD,2014-12-31,226,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,57,0,2015,Actual,YTD,2014-12-31,57,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2015,Actual,YTD,2014-12-31,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,81,0,2015,Actual,YTD,2014-12-31,81,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2015,Actual,YTD,2014-12-31,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2015,Actual,YTD,2014-12-31,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,13,0,2015,Actual,YTD,2014-12-31,13,24,Office of Homeless Services,OHS
Parks and Recreation,Other,30,0,2015,Actual,YTD,2014-12-31,30,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2015,Actual,YTD,2014-12-31,0,23,Philadelphia Prison System,Prisons
Procurement,Other,1,0,2015,Actual,YTD,2014-12-31,1,38,Procurement Department,Procurement
Public Health,Other,167,0,2015,Actual,YTD,2014-12-31,167,14,Department of Public Health,Public Health
Public Property,Other,0,0,2015,Actual,YTD,2014-12-31,0,20,Department of Public Property,Public Property
Records,Other,0,0,2015,Actual,YTD,2014-12-31,0,31,Department of Records,Records
Register of Wills,Other,0,0,2015,Actual,YTD,2014-12-31,0,68,Register of Wills,
Revenue,Other,223,0,2015,Actual,YTD,2014-12-31,223,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2015,Actual,YTD,2014-12-31,0,70,Office of the Sheriff,Sheriff
Streets Sanitation,Other,0,0,2015,Actual,YTD,2014-12-31,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2015,Actual,YTD,2014-12-31,0,12T,Streets: Transportation,
Water,Other,1725,0,2015,Actual,YTD,2014-12-31,1725,28,Water Department,Water
Youth Commission,Other,0,0,2015,Actual,YTD,2014-12-31,0,47,Youth Commission,
Atwater Kent Museum,Total,3,0,2015,Actual,YTD,2014-12-31,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,116,0,2015,Actual,YTD,2014-12-31,116,61,City Controller's Office,
Board of Ethics,Total,10,0,2015,Actual,YTD,2014-12-31,10,45,Board of Ethics,
Board of Pensions,Total,41,0,2015,Actual,YTD,2014-12-31,41,53,Board of Pensions,Pensions
Board of Revision of Taxes,Total,12,0,2015,Actual,YTD,2014-12-31,12,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Total,90,0,2015,Actual,YTD,2014-12-31,90,73,City Commissioner's Office,City Commissioners
City Council,Total,182,0,2015,Actual,YTD,2014-12-31,182,01,City Council,
City Planning Commission,Total,34,0,2015,Actual,YTD,2014-12-31,34,51,City Planning Commission,
City Representative,Total,7,0,2015,Actual,YTD,2014-12-31,7,41,Office of the City Representative,City Rep
City Treasurer,Total,14,0,2015,Actual,YTD,2014-12-31,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Total,2,0,2015,Actual,YTD,2014-12-31,2,55,Civil Service Commission,
Commerce,Total,794,0,2015,Actual,YTD,2014-12-31,794,42,Office of the Director of Commerce,Commerce
Finance,Total,177,0,2015,Actual,YTD,2014-12-31,177,35,Office of the Director of Finance,Finance
First Judicial District,Total,2323,0,2015,Actual,YTD,2014-12-31,2323,84,First Judicial District,FJD
Fleet Management,Total,333,0,2015,Actual,YTD,2014-12-31,333,25,Office of Fleet Management,Fleet
Free Library,Total,655,0,2015,Actual,YTD,2014-12-31,655,52,The Free Library of Philadelphia,Free Library
Historical Commission,Total,5,0,2015,Actual,YTD,2014-12-31,5,32,Historical Commission,
Human Relations Commission,Total,30,0,2015,Actual,YTD,2014-12-31,30,54,Commission on Human Relations,Human Relations
Human Services (1),Total,1542,0,2015,Actual,YTD,2014-12-31,1542,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Total,10,0,2015,Actual,YTD,2014-12-31,10,03,Labor,
Law,Total,200,0,2015,Actual,YTD,2014-12-31,200,44,Law Department,Law
Licenses & Inspections,Total,334,0,2015,Actual,YTD,2014-12-31,334,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Total,1,0,2015,Actual,YTD,2014-12-31,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Total,2,0,2015,Actual,YTD,2014-12-31,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Total,5,0,2015,Actual,YTD,2014-12-31,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Total,305,0,2015,Actual,YTD,2014-12-31,305,10,Managing Director's Office,MDO
Mayor's Office,Total,52,0,2015,Actual,YTD,2014-12-31,52,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2015,Actual,YTD,2014-12-31,34,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Total,16,0,2015,Actual,YTD,2014-12-31,16,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Total,9,0,2015,Actual,YTD,2014-12-31,9,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Total,2,0,2015,Actual,YTD,2014-12-31,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,242,0,2015,Actual,YTD,2014-12-31,242,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Total,57,0,2015,Actual,YTD,2014-12-31,57,06,Office of Housing and Community Development,
Office of Human Resources,Total,81,0,2015,Actual,YTD,2014-12-31,81,56,Office of Human Resources,OHR
Office of Innovation and Technology,Total,337,0,2015,Actual,YTD,2014-12-31,337,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Total,18,0,2015,Actual,YTD,2014-12-31,18,48,Office of the Inspector General,OIG
Office of Property Assessment,Total,183,0,2015,Actual,YTD,2014-12-31,183,59,Office of Property Assessment,OPA
Office of Supportive Housing,Total,153,0,2015,Actual,YTD,2014-12-31,153,24,Office of Homeless Services,OHS
Parks and Recreation,Total,637,0,2015,Actual,YTD,2014-12-31,637,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Total,2286,0,2015,Actual,YTD,2014-12-31,2286,23,Philadelphia Prison System,Prisons
Procurement,Total,46,0,2015,Actual,YTD,2014-12-31,46,38,Procurement Department,Procurement
Public Health,Total,795,0,2015,Actual,YTD,2014-12-31,795,14,Department of Public Health,Public Health
Public Property,Total,138,0,2015,Actual,YTD,2014-12-31,138,20,Department of Public Property,Public Property
Records,Total,57,0,2015,Actual,YTD,2014-12-31,57,31,Department of Records,Records
Register of Wills,Total,64,0,2015,Actual,YTD,2014-12-31,64,68,Register of Wills,
Revenue,Total,529,0,2015,Actual,YTD,2014-12-31,529,36,Department of Revenue,Revenue
Sheriff,Total,299,0,2015,Actual,YTD,2014-12-31,299,70,Office of the Sheriff,Sheriff
Streets Sanitation,Total,1140,0,2015,Actual,YTD,2014-12-31,1140,12S,Streets: Sanitation,
Streets - Transportation,Total,508,0,2015,Actual,YTD,2014-12-31,508,12T,Streets: Transportation,
Water,Total,1725,0,2015,Actual,YTD,2014-12-31,1725,28,Water Department,Water
Youth Commission,Total,1,0,2015,Actual,YTD,2014-12-31,1,47,Youth Commission,
Police,General,788,6232,2015,Actual,YTD,2014-12-31,7020,11,Police Department,Police
Police,Other,11,166,2015,Actual,YTD,2014-12-31,177,11,Police Department,Police
Police,Total,799,6398,2015,Actual,YTD,2014-12-31,7197,11,Police Department,Police
Fire,General,114,1934,2015,Actual,YTD,2014-12-31,2048,13,Fire Department,Fire
Fire,Other,2,200,2015,Actual,YTD,2014-12-31,202,13,Fire Department,Fire
Fire,Total,116,2134,2015,Actual,YTD,2014-12-31,2250,13,Fire Department,Fire
District Attorney,General,459,13,2015,Actual,YTD,2014-12-31,472,69,District Attorney's Office,DAO
District Attorney,Other,77,9,2015,Actual,YTD,2014-12-31,86,69,District Attorney's Office,DAO
District Attorney,Total,536,22,2015,Actual,YTD,2014-12-31,558,69,District Attorney's Office,DAO
Atwater Kent Museum,General,3,0,2014,Actual,Full Year,2014-06-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),General,111,0,2014,Actual,Full Year,2014-06-30,111,61,City Controller's Office,
Board of Ethics,General,9,0,2014,Actual,Full Year,2014-06-30,9,45,Board of Ethics,
Board of Pensions,General,0,0,2014,Actual,Full Year,2014-06-30,0,53,Board of Pensions,Pensions
Board of Revision of Taxes,General,11,0,2014,Actual,Full Year,2014-06-30,11,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),General,84,0,2014,Actual,Full Year,2014-06-30,84,73,City Commissioner's Office,City Commissioners
City Council,General,169,0,2014,Actual,Full Year,2014-06-30,169,01,City Council,
City Planning Commission,General,30,0,2014,Actual,Full Year,2014-06-30,30,51,City Planning Commission,
City Representative,General,7,0,2014,Actual,Full Year,2014-06-30,7,41,Office of the City Representative,City Rep
City Treasurer,General,14,0,2014,Actual,Full Year,2014-06-30,14,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,General,2,0,2014,Actual,Full Year,2014-06-30,2,55,Civil Service Commission,
Commerce,General,27,0,2014,Actual,Full Year,2014-06-30,27,42,Office of the Director of Commerce,Commerce
Finance,General,170,0,2014,Actual,Full Year,2014-06-30,170,35,Office of the Director of Finance,Finance
First Judicial District,General,1866,0,2014,Actual,Full Year,2014-06-30,1866,84,First Judicial District,FJD
Fleet Management,General,264,0,2014,Actual,Full Year,2014-06-30,264,25,Office of Fleet Management,Fleet
Free Library,General,609,0,2014,Actual,Full Year,2014-06-30,609,52,The Free Library of Philadelphia,Free Library
Historical Commission,General,6,0,2014,Actual,Full Year,2014-06-30,6,32,Historical Commission,
Human Relations Commission,General,30,0,2014,Actual,Full Year,2014-06-30,30,54,Commission on Human Relations,Human Relations
Human Services (1),General,382,0,2014,Actual,Full Year,2014-06-30,382,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",General,7,0,2014,Actual,Full Year,2014-06-30,7,03,Labor,
Law,General,146,0,2014,Actual,Full Year,2014-06-30,146,44,Law Department,Law
Licenses & Inspections,General,296,0,2014,Actual,Full Year,2014-06-30,296,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,General,1,0,2014,Actual,Full Year,2014-06-30,1,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,General,2,0,2014,Actual,Full Year,2014-06-30,2,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,General,5,0,2014,Actual,Full Year,2014-06-30,5,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,General,279,0,2014,Actual,Full Year,2014-06-30,279,10,Managing Director's Office,MDO
Mayor's Office,General,44,0,2014,Actual,Full Year,2014-06-30,44,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2014,Actual,Full Year,2014-06-30,0,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,General,13,0,2014,Actual,Full Year,2014-06-30,13,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,General,11,0,2014,Actual,Full Year,2014-06-30,11,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,General,2,0,2014,Actual,Full Year,2014-06-30,2,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,15,0,2014,Actual,Full Year,2014-06-30,15,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2014,Actual,Full Year,2014-06-30,0,06,Office of Housing and Community Development,
Office of Human Resources,General,79,0,2014,Actual,Full Year,2014-06-30,79,56,Office of Human Resources,OHR
Office of Innovation and Technology,General,259,0,2014,Actual,Full Year,2014-06-30,259,04,Office of Innovation and Technology,OIT
Office of the Inspector General,General,16,0,2014,Actual,Full Year,2014-06-30,16,48,Office of the Inspector General,OIG
Office of Property Assessment,General,179,0,2014,Actual,Full Year,2014-06-30,179,59,Office of Property Assessment,OPA
Office of Supportive Housing,General,154,0,2014,Actual,Full Year,2014-06-30,154,24,Office of Homeless Services,OHS
Parks and Recreation,General,600,0,2014,Actual,Full Year,2014-06-30,600,16,Department of Parks and Recreation,Parks & Recreation
Prisons,General,2268,0,2014,Actual,Full Year,2014-06-30,2268,23,Philadelphia Prison System,Prisons
Procurement,General,47,0,2014,Actual,Full Year,2014-06-30,47,38,Procurement Department,Procurement
Public Health,General,659,0,2014,Actual,Full Year,2014-06-30,659,14,Department of Public Health,Public Health
Public Property,General,133,0,2014,Actual,Full Year,2014-06-30,133,20,Department of Public Property,Public Property
Records,General,55,0,2014,Actual,Full Year,2014-06-30,55,31,Department of Records,Records
Register of Wills,General,62,0,2014,Actual,Full Year,2014-06-30,62,68,Register of Wills,
Revenue,General,290,0,2014,Actual,Full Year,2014-06-30,290,36,Department of Revenue,Revenue
Sheriff,General,277,0,2014,Actual,Full Year,2014-06-30,277,70,Office of the Sheriff,Sheriff
Streets Sanitation,General,1153,0,2014,Actual,Full Year,2014-06-30,1153,12S,Streets: Sanitation,
Streets - Transportation,General,531,0,2014,Actual,Full Year,2014-06-30,531,12T,Streets: Transportation,
Water,General,0,0,2014,Actual,Full Year,2014-06-30,0,28,Water Department,Water
Youth Commission,General,2,0,2014,Actual,Full Year,2014-06-30,2,47,Youth Commission,
Atwater Kent Museum,Other,0,0,2014,Actual,Full Year,2014-06-30,0,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2014,Actual,Full Year,2014-06-30,0,61,City Controller's Office,
Board of Ethics,Other,0,0,2014,Actual,Full Year,2014-06-30,0,45,Board of Ethics,
Board of Pensions,Other,50,0,2014,Actual,Full Year,2014-06-30,50,53,Board of Pensions,Pensions
Board of Revision of Taxes,Other,0,0,2014,Actual,Full Year,2014-06-30,0,63,Board of Revision of Taxes,BRT
City Commissioners (Election Board),Other,0,0,2014,Actual,Full Year,2014-06-30,0,73,City Commissioner's Office,City Commissioners
City Council,Other,0,0,2014,Actual,Full Year,2014-06-30,0,01,City Council,
City Planning Commission,Other,3,0,2014,Actual,Full Year,2014-06-30,3,51,City Planning Commission,
City Representative,Other,0,0,2014,Actual,Full Year,2014-06-30,0,41,Office of the City Representative,City Rep
City Treasurer,Other,0,0,2014,Actual,Full Year,2014-06-30,0,40,Office of the City Treasurer,City Treasurer
Civil Service Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,55,Civil Service Commission,
Commerce,Other,777,0,2014,Actual,Full Year,2014-06-30,777,42,Office of the Director of Commerce,Commerce
Finance,Other,0,0,2014,Actual,Full Year,2014-06-30,0,35,Office of the Director of Finance,Finance
First Judicial District,Other,465,0,2014,Actual,Full Year,2014-06-30,465,84,First Judicial District,FJD
Fleet Management,Other,67,0,2014,Actual,Full Year,2014-06-30,67,25,Office of Fleet Management,Fleet
Free Library,Other,20,0,2014,Actual,Full Year,2014-06-30,20,52,The Free Library of Philadelphia,Free Library
Historical Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,32,Historical Commission,
Human Relations Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,54,Commission on Human Relations,Human Relations
Human Services (1),Other,1182,0,2014,Actual,Full Year,2014-06-30,1182,22,Department of Human Services,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2014,Actual,Full Year,2014-06-30,0,03,Labor,
Law,Other,54,0,2014,Actual,Full Year,2014-06-30,54,44,Law Department,Law
Licenses & Inspections,Other,7,0,2014,Actual,Full Year,2014-06-30,7,26,Department of Licenses and Inspections,L&I
L&I-Board of Building Standards,Other,0,0,2014,Actual,Full Year,2014-06-30,0,29,L&I: Board of Building and Standards,
L&I-Board of L & I Review,Other,0,0,2014,Actual,Full Year,2014-06-30,0,27,L&I: Board of Review,
L&I-Zoning Board of Adjustment,Other,0,0,2014,Actual,Full Year,2014-06-30,0,30,Zoning Board of Adjustments,ZBA
Managing Director's Office,Other,23,0,2014,Actual,Full Year,2014-06-30,23,10,Managing Director's Office,MDO
Mayor's Office,Other,3,0,2014,Actual,Full Year,2014-06-30,3,05,Mayor's Office,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,33,0,2014,Actual,Full Year,2014-06-30,33,08,Mayor's Office of Community Empowerment and Opportunity,CEO
Mayor's Office of Transportation & Utilities,Other,2,0,2014,Actual,Full Year,2014-06-30,2,46,Mayor's Office of Transportation and Utilities,
Mural Arts Program,Other,0,0,2014,Actual,Full Year,2014-06-30,0,50,Mural Arts Program,Mural Arts
Office of Arts and Culture,Other,0,0,2014,Actual,Full Year,2014-06-30,0,58,"Office of Arts, Culture, and the Creative Economy",Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,224,0,2014,Actual,Full Year,2014-06-30,224,15,Behavioral Health and Intellectual Disability Services,DBH/IDS
Office of Housing & Comm. Development,Other,56,0,2014,Actual,Full Year,2014-06-30,56,06,Office of Housing and Community Development,
Office of Human Resources,Other,0,0,2014,Actual,Full Year,2014-06-30,0,56,Office of Human Resources,OHR
Office of Innovation and Technology,Other,71,0,2014,Actual,Full Year,2014-06-30,71,04,Office of Innovation and Technology,OIT
Office of the Inspector General,Other,0,0,2014,Actual,Full Year,2014-06-30,0,48,Office of the Inspector General,OIG
Office of Property Assessment,Other,0,0,2014,Actual,Full Year,2014-06-30,0,59,Office of Property Assessment,OPA
Office of Supportive Housing,Other,9,0,2014,Actual,Full Year,2014-06-30,9,24,Office of Homeless Services,OHS
Parks and Recreation,Other,22,0,2014,Actual,Full Year,2014-06-30,22,16,Department of Parks and Recreation,Parks & Recreation
Prisons,Other,0,0,2014,Actual,Full Year,2014-06-30,0,23,Philadelphia Prison System,Prisons
Procurement,Other,2,0,2014,Actual,Full Year,2014-06-30,2,38,Procurement Department,Procurement
Public Health,Other,169,0,2014,Actual,Full Year,2014-06-30,169,14,Department of Public Health,Public Health
Public Property,Other,0,0,2014,Actual,Full Year,2014-06-30,0,20,Department of Public Property,Public Property
Records,Other,0,0,2014,Actual,Full Year,2014-06-30,0,31,Department of Records,Records
Register of Wills,Other,0,0,2014,Actual,Full Year,2014-06-30,0,68,Register of Wills,
Revenue,Other,229,0,2014,Actual,Full Year,2014-06-30,229,36,Department of Revenue,Revenue
Sheriff,Other,0,0,2014,Actual,Full Year,2014-06-30,0,70,Office of the Sheriff,Sheriff
Streets Sanitation,Other,0,0,2014,Actual,Full Year,2014-06-30,0,12S,Streets: Sanitation,
Streets - Transportation,Other,0,0,2014,Actual,Full Year,2014-06-30,0,12T,Streets: Transportation,
Water,Other,1744,0,2014,Actual,Full Year,2014-06-30,1744,28,Water Department,Water
Youth Commission,Other,0,0,2014,Actual,Full Year,2014-06-30,0,47,Youth Commission,
Atwater Kent Museum,Total,3,0,2014,Actual,Full Year,2014-06-30,3,18,Atwater Kent Museum,Atwater Kent
Auditing (City Controller's Office),Total,111,0,2014,Actual,Full Year,2014-06-30,111,61,City Controller's Office,
Board of Ethics,Total,9,0,2014,Actual,Full Year,2014-06-30,9,45,Board of Ethics,
