full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
2,91419,828,2007,Actual,Full Year,Board of Building Standards,2007-06-30,L&I: Board of Building and Standards,,29
2,112733,3133,2008,Target Budget,YTD,Board of Building Standards,2008-06-30,L&I: Board of Building and Standards,,29
2,112733,2421,2008,Actual,YTD,Board of Building Standards,2008-06-30,L&I: Board of Building and Standards,,29
2,112733,0,2008,Adopted Budget,Full Year,Board of Building Standards,2008-06-30,L&I: Board of Building and Standards,,29
2,112733,3133,2008,Target Budget,Full Year,Board of Building Standards,2008-06-30,L&I: Board of Building and Standards,,29
2,112733,2421,2008,Current Projection,Full Year,Board of Building Standards,2008-06-30,L&I: Board of Building and Standards,,29
0,0,0,2005,Actual,Full Year,Board of Ethics,2005-06-30,Board of Ethics,,45
0,0,0,2006,Actual,Full Year,Board of Ethics,2006-06-30,Board of Ethics,,45
0,0,0,2007,Actual,Full Year,Board of Ethics,2007-06-30,Board of Ethics,,45
9,540000,0,2008,Target Budget,YTD,Board of Ethics,2008-06-30,Board of Ethics,,45
6,540000,0,2008,Actual,YTD,Board of Ethics,2008-06-30,Board of Ethics,,45
9,540000,0,2008,Adopted Budget,Full Year,Board of Ethics,2008-06-30,Board of Ethics,,45
9,540000,0,2008,Target Budget,Full Year,Board of Ethics,2008-06-30,Board of Ethics,,45
6,540000,0,2008,Current Projection,Full Year,Board of Ethics,2008-06-30,Board of Ethics,,45
3,167181,0,2005,Actual,Full Year,Board of L & I Review,2005-06-30,L&I: Board of Review,,27
2,159089,233,2006,Actual,Full Year,Board of L & I Review,2006-06-30,L&I: Board of Review,,27
3,179400,2383,2007,Actual,Full Year,Board of L & I Review,2007-06-30,L&I: Board of Review,,27
3,198108,608,2008,Target Budget,YTD,Board of L & I Review,2008-06-30,L&I: Board of Review,,27
3,196610,690,2008,Actual,YTD,Board of L & I Review,2008-06-30,L&I: Board of Review,,27
3,198108,0,2008,Adopted Budget,Full Year,Board of L & I Review,2008-06-30,L&I: Board of Review,,27
3,198108,608,2008,Target Budget,Full Year,Board of L & I Review,2008-06-30,L&I: Board of Review,,27
3,198108,690,2008,Current Projection,Full Year,Board of L & I Review,2008-06-30,L&I: Board of Review,,27
130,7273595,9388,2005,Actual,Full Year,Bd. of Revision of Taxes,2005-06-30,Board of Revision of Taxes,BRT,63
134,7380015,16873,2006,Actual,Full Year,Bd. of Revision of Taxes,2006-06-30,Board of Revision of Taxes,BRT,63
128,7772791,23915,2007,Actual,Full Year,Bd. of Revision of Taxes,2007-06-30,Board of Revision of Taxes,BRT,63
145,8128256,15000,2008,Target Budget,YTD,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,BRT,63
139,8128256,29048,2008,Actual,YTD,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,BRT,63
138,7894854,15000,2008,Adopted Budget,Full Year,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,BRT,63
145,8128256,15000,2008,Target Budget,Full Year,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,BRT,63
139,8128256,29048,2008,Current Projection,Full Year,Bd. of Revision of Taxes,2008-06-30,Board of Revision of Taxes,BRT,63
4,145253,0,2005,Actual,Full Year,Camp William Penn,2005-06-30,Camp William Penn,,19
3,138213,0,2006,Actual,Full Year,Camp William Penn,2006-06-30,Camp William Penn,,19
3,164382,90,2007,Actual,Full Year,Camp William Penn,2007-06-30,Camp William Penn,,19
4,228948,0,2008,Target Budget,YTD,Camp William Penn,2008-06-30,Camp William Penn,,19
1,228948,0,2008,Actual,YTD,Camp William Penn,2008-06-30,Camp William Penn,,19
4,204548,0,2008,Adopted Budget,Full Year,Camp William Penn,2008-06-30,Camp William Penn,,19
4,228948,0,2008,Target Budget,Full Year,Camp William Penn,2008-06-30,Camp William Penn,,19
1,228948,0,2008,Current Projection,Full Year,Camp William Penn,2008-06-30,Camp William Penn,,19
13,891231,9680,2005,Actual,Full Year,"Capital Program Office, Mayor -",2005-06-30,Capital Program Office,,07
14,713697,14344,2006,Actual,Full Year,"Capital Program Office, Mayor -",2006-06-30,Capital Program Office,,07
14,753799,12131,2007,Actual,Full Year,"Capital Program Office, Mayor -",2007-06-30,Capital Program Office,,07
24,1599997,34000,2008,Target Budget,YTD,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,,07
21,1599997,23425,2008,Actual,YTD,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,,07
24,1599997,34000,2008,Adopted Budget,Full Year,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,,07
24,1599997,34000,2008,Target Budget,Full Year,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,,07
21,1599997,23425,2008,Current Projection,Full Year,"Capital Program Office, Mayor -",2008-06-30,Capital Program Office,,07
90,4702564,1066300,2005,Actual,Full Year,City Commissioners,2005-06-30,City Commissioner's Office,City Commissioners,73
93,4503445,934049,2006,Actual,Full Year,City Commissioners,2006-06-30,City Commissioner's Office,City Commissioners,73
90,4858835,1062483,2007,Actual,Full Year,City Commissioners,2007-06-30,City Commissioner's Office,City Commissioners,73
88,5645789,890423,2008,Target Budget,YTD,City Commissioners,2008-06-30,City Commissioner's Office,City Commissioners,73
91,5644721,1138960,2008,Actual,YTD,City Commissioners,2008-06-30,City Commissioner's Office,City Commissioners,73
88,5345789,890423,2008,Adopted Budget,Full Year,City Commissioners,2008-06-30,City Commissioner's Office,City Commissioners,73
88,5645789,890423,2008,Target Budget,Full Year,City Commissioners,2008-06-30,City Commissioner's Office,City Commissioners,73
91,5645789,1138960,2008,Current Projection,Full Year,City Commissioners,2008-06-30,City Commissioner's Office,City Commissioners,73
195,10893841,0,2005,Actual,Full Year,City Council,2005-06-30,City Council,,01
180,10676871,32732,2006,Actual,Full Year,City Council,2006-06-30,City Council,,01
187,10591117,0,2007,Actual,Full Year,City Council,2007-06-30,City Council,,01
195,12003567,0,2008,Target Budget,YTD,City Council,2008-06-30,City Council,,01
192,12003567,0,2008,Actual,YTD,City Council,2008-06-30,City Council,,01
195,12003567,0,2008,Adopted Budget,Full Year,City Council,2008-06-30,City Council,,01
195,12003567,0,2008,Target Budget,Full Year,City Council,2008-06-30,City Council,,01
192,12003567,0,2008,Current Projection,Full Year,City Council,2008-06-30,City Council,,01
49,3189139,0,2005,Actual,Full Year,City Planning Commission,2005-06-30,City Planning Commission,,51
45,2970994,12,2006,Actual,Full Year,City Planning Commission,2006-06-30,City Planning Commission,,51
44,3042704,85,2007,Actual,Full Year,City Planning Commission,2007-06-30,City Planning Commission,,51
49,3152503,0,2008,Target Budget,YTD,City Planning Commission,2008-06-30,City Planning Commission,,51
44,3152503,0,2008,Actual,YTD,City Planning Commission,2008-06-30,City Planning Commission,,51
49,3188645,0,2008,Adopted Budget,Full Year,City Planning Commission,2008-06-30,City Planning Commission,,51
49,3152503,0,2008,Target Budget,Full Year,City Planning Commission,2008-06-30,City Planning Commission,,51
44,3152503,0,2008,Current Projection,Full Year,City Planning Commission,2008-06-30,City Planning Commission,,51
17,1247251,17948,2005,Actual,Full Year,City Rep. /Commerce,2005-06-30,Office of the City Representative,City Rep,41
12,1103496,14358,2006,Actual,Full Year,City Rep. /Commerce,2006-06-30,Office of the City Representative,City Rep,41
12,1165372,18982,2007,Actual,Full Year,City Rep. /Commerce,2007-06-30,Office of the City Representative,City Rep,41
14,1517912,11000,2008,Target Budget,YTD,City Rep. /Commerce,2008-06-30,Office of the City Representative,City Rep,41
13,1517912,17186,2008,Actual,YTD,City Rep. /Commerce,2008-06-30,Office of the City Representative,City Rep,41
16,1517912,11000,2008,Adopted Budget,Full Year,City Rep. /Commerce,2008-06-30,Office of the City Representative,City Rep,41
16,1517912,11000,2008,Target Budget,Full Year,City Rep. /Commerce,2008-06-30,Office of the City Representative,City Rep,41
13,1517912,17186,2008,Current Projection,Full Year,City Rep. /Commerce,2008-06-30,Office of the City Representative,City Rep,41
10,503135,0,2005,Actual,Full Year,City Treasurer,2005-06-30,Office of the City Treasurer,City Treasurer,40
11,603563,0,2006,Actual,Full Year,City Treasurer,2006-06-30,Office of the City Treasurer,City Treasurer,40
11,555419,22,2007,Actual,Full Year,City Treasurer,2007-06-30,Office of the City Treasurer,City Treasurer,40
13,672992,0,2008,Target Budget,YTD,City Treasurer,2008-06-30,Office of the City Treasurer,City Treasurer,40
11,608813,8215,2008,Actual,YTD,City Treasurer,2008-06-30,Office of the City Treasurer,City Treasurer,40
13,672992,0,2008,Adopted Budget,Full Year,City Treasurer,2008-06-30,Office of the City Treasurer,City Treasurer,40
13,672992,0,2008,Target Budget,Full Year,City Treasurer,2008-06-30,Office of the City Treasurer,City Treasurer,40
11,672992,8215,2008,Current Projection,Full Year,City Treasurer,2008-06-30,Office of the City Treasurer,City Treasurer,40
2,116762,718,2005,Actual,Full Year,Civil Service Commission,2005-06-30,Civil Service Commission,,55
2,128924,1105,2006,Actual,Full Year,Civil Service Commission,2006-06-30,Civil Service Commission,,55
2,119559,345,2007,Actual,Full Year,Civil Service Commission,2007-06-30,Civil Service Commission,,55
2,142647,0,2008,Target Budget,YTD,Civil Service Commission,2008-06-30,Civil Service Commission,,55
2,122147,0,2008,Actual,YTD,Civil Service Commission,2008-06-30,Civil Service Commission,,55
2,142647,0,2008,Adopted Budget,Full Year,Civil Service Commission,2008-06-30,Civil Service Commission,,55
2,142647,0,2008,Target Budget,Full Year,Civil Service Commission,2008-06-30,Civil Service Commission,,55
2,142647,0,2008,Current Projection,Full Year,Civil Service Commission,2008-06-30,Civil Service Commission,,55
110,4334899,103277,2005,Actual,Full Year,Clerk of Quarter Sessions,2005-06-30,Clerk of Quarter Sessions,,64
113,4219043,167660,2006,Actual,Full Year,Clerk of Quarter Sessions,2006-06-30,Clerk of Quarter Sessions,,64
114,4642061,283501,2007,Actual,Full Year,Clerk of Quarter Sessions,2007-06-30,Clerk of Quarter Sessions,,64
121,4930938,175000,2008,Target Budget,YTD,Clerk of Quarter Sessions,2008-06-30,Clerk of Quarter Sessions,,64
117,4930938,273562,2008,Actual,YTD,Clerk of Quarter Sessions,2008-06-30,Clerk of Quarter Sessions,,64
121,4981615,175000,2008,Adopted Budget,Full Year,Clerk of Quarter Sessions,2008-06-30,Clerk of Quarter Sessions,,64
121,4930938,175000,2008,Target Budget,Full Year,Clerk of Quarter Sessions,2008-06-30,Clerk of Quarter Sessions,,64
117,4930938,273562,2008,Current Projection,Full Year,Clerk of Quarter Sessions,2008-06-30,Clerk of Quarter Sessions,,64
434,27439298,209313,2005,Actual,Full Year,District Attorney,2005-06-30,District Attorney's Office,DAO,69
424,26188801,123693,2006,Actual,Full Year,District Attorney,2006-06-30,District Attorney's Office,DAO,69
424,27643334,75652,2007,Actual,Full Year,District Attorney,2007-06-30,District Attorney's Office,DAO,69
436,29604687,90268,2008,Target Budget,YTD,District Attorney,2008-06-30,District Attorney's Office,DAO,69
437,29475410,155938,2008,Actual,YTD,District Attorney,2008-06-30,District Attorney's Office,DAO,69
442,29604687,90268,2008,Adopted Budget,Full Year,District Attorney,2008-06-30,District Attorney's Office,DAO,69
436,29604687,90268,2008,Target Budget,Full Year,District Attorney,2008-06-30,District Attorney's Office,DAO,69
437,29604687,155938,2008,Current Projection,Full Year,District Attorney,2008-06-30,District Attorney's Office,DAO,69
182,9465641,1340645,2005,Actual,Full Year,Fairmount Park,2005-06-30,Fairmount Park Commission,,17
157,8429422,1430753,2006,Actual,Full Year,Fairmount Park,2006-06-30,Fairmount Park Commission,,17
155,8641840,1545224,2007,Actual,Full Year,Fairmount Park,2007-06-30,Fairmount Park Commission,,17
169,9170560,1638689,2008,Target Budget,YTD,Fairmount Park,2008-06-30,Fairmount Park Commission,,17
156,9255784,1762220,2008,Actual,YTD,Fairmount Park,2008-06-30,Fairmount Park Commission,,17
169,9398560,1433345,2008,Adopted Budget,Full Year,Fairmount Park,2008-06-30,Fairmount Park Commission,,17
169,9170560,1638689,2008,Target Budget,Full Year,Fairmount Park,2008-06-30,Fairmount Park Commission,,17
156,9255784,1762220,2008,Current Projection,Full Year,Fairmount Park,2008-06-30,Fairmount Park Commission,,17
152,8537269,36423,2005,Actual,Full Year,Finance,2005-06-30,Office of the Director of Finance,Finance,35
164,8617260,44495,2006,Actual,Full Year,Finance,2006-06-30,Office of the Director of Finance,Finance,35
164,9455980,16457,2007,Actual,Full Year,Finance,2007-06-30,Office of the Director of Finance,Finance,35
169,9456876,42672,2008,Target Budget,YTD,Finance,2008-06-30,Office of the Director of Finance,Finance,35
170,9456876,16611,2008,Actual,YTD,Finance,2008-06-30,Office of the Director of Finance,Finance,35
169,9603520,42672,2008,Adopted Budget,Full Year,Finance,2008-06-30,Office of the Director of Finance,Finance,35
169,9456876,42672,2008,Target Budget,Full Year,Finance,2008-06-30,Office of the Director of Finance,Finance,35
170,9456876,16611,2008,Current Projection,Full Year,Finance,2008-06-30,Office of the Director of Finance,Finance,35
2251,152199383,21560544,2005,Actual,Full Year,Fire,2005-06-30,Fire Department,Fire,13
2270,153483021,25351516,2006,Actual,Full Year,Fire,2006-06-30,Fire Department,Fire,13
2399,175768344,30894895,2007,Actual,Full Year,Fire,2007-06-30,Fire Department,Fire,13
2425,169581307,23212842,2008,Target Budget,YTD,Fire,2008-06-30,Fire Department,Fire,13
2326,169581307,23695521,2008,Actual,YTD,Fire,2008-06-30,Fire Department,Fire,13
2425,170848769,22899000,2008,Adopted Budget,Full Year,Fire,2008-06-30,Fire Department,Fire,13
2425,169581307,23212842,2008,Target Budget,Full Year,Fire,2008-06-30,Fire Department,Fire,13
2326,169581307,23695521,2008,Current Projection,Full Year,Fire,2008-06-30,Fire Department,Fire,13
2004,90183427,210299,2005,Actual,Full Year,First Judicial District,2005-06-30,First Judicial District,FJD,84
1936,87149961,344184,2006,Actual,Full Year,First Judicial District,2006-06-30,First Judicial District,FJD,84
1928,88826470,392191,2007,Actual,Full Year,First Judicial District,2007-06-30,First Judicial District,FJD,84
1920,90215623,362494,2008,Target Budget,YTD,First Judicial District,2008-06-30,First Judicial District,FJD,84
1970,90041293,201814,2008,Actual,YTD,First Judicial District,2008-06-30,First Judicial District,FJD,84
1920,88948623,362494,2008,Adopted Budget,Full Year,First Judicial District,2008-06-30,First Judicial District,FJD,84
1920,90215623,362494,2008,Target Budget,Full Year,First Judicial District,2008-06-30,First Judicial District,FJD,84
1970,90215623,201814,2008,Current Projection,Full Year,First Judicial District,2008-06-30,First Judicial District,FJD,84
313,16510174,2356383,2005,Actual,Full Year,Fleet Management,2005-06-30,Office of Fleet Management,Fleet,25
313,16060639,2500861,2006,Actual,Full Year,Fleet Management,2006-06-30,Office of Fleet Management,Fleet,25
300,17158282,2593241,2007,Actual,Full Year,Fleet Management,2007-06-30,Office of Fleet Management,Fleet,25
333,18135192,3136873,2008,Target Budget,YTD,Fleet Management,2008-06-30,Office of Fleet Management,Fleet,25
307,18135192,3135141,2008,Actual,YTD,Fleet Management,2008-06-30,Office of Fleet Management,Fleet,25
321,17687192,2214197,2008,Adopted Budget,Full Year,Fleet Management,2008-06-30,Office of Fleet Management,Fleet,25
329,18135192,3136873,2008,Target Budget,Full Year,Fleet Management,2008-06-30,Office of Fleet Management,Fleet,25
307,18135192,3135141,2008,Current Projection,Full Year,Fleet Management,2008-06-30,Office of Fleet Management,Fleet,25
640,30765441,698385,2005,Actual,Full Year,Free Library,2005-06-30,The Free Library of Philadelphia,Free Library,52
732,31984257,896586,2006,Actual,Full Year,Free Library,2006-06-30,The Free Library of Philadelphia,Free Library,52
724,33995130,1037731,2007,Actual,Full Year,Free Library,2007-06-30,The Free Library of Philadelphia,Free Library,52
729,34871920,1096917,2008,Target Budget,YTD,Free Library,2008-06-30,The Free Library of Philadelphia,Free Library,52
713,34871920,1057389,2008,Actual,YTD,Free Library,2008-06-30,The Free Library of Philadelphia,Free Library,52
739,35754920,1129901,2008,Adopted Budget,Full Year,Free Library,2008-06-30,The Free Library of Philadelphia,Free Library,52
729,34871920,1096917,2008,Target Budget,Full Year,Free Library,2008-06-30,The Free Library of Philadelphia,Free Library,52
713,34871920,1057389,2008,Current Projection,Full Year,Free Library,2008-06-30,The Free Library of Philadelphia,Free Library,52
6,275864,0,2005,Actual,Full Year,Historical Commission,2005-06-30,Historical Commission,,32
5,251717,1598,2006,Actual,Full Year,Historical Commission,2006-06-30,Historical Commission,,32
6,290833,853,2007,Actual,Full Year,Historical Commission,2007-06-30,Historical Commission,,32
6,330495,0,2008,Target Budget,YTD,Historical Commission,2008-06-30,Historical Commission,,32
6,330495,0,2008,Actual,YTD,Historical Commission,2008-06-30,Historical Commission,,32
6,298743,384,2008,Adopted Budget,Full Year,Historical Commission,2008-06-30,Historical Commission,,32
6,330495,0,2008,Target Budget,Full Year,Historical Commission,2008-06-30,Historical Commission,,32
6,330495,0,2008,Current Projection,Full Year,Historical Commission,2008-06-30,Historical Commission,,32
34,2106329,0,2005,Actual,Full Year,Human Relations Commission,2005-06-30,Commission on Human Relations,Human Relations,54
33,1971753,0,2006,Actual,Full Year,Human Relations Commission,2006-06-30,Commission on Human Relations,Human Relations,54
35,2111219,341,2007,Actual,Full Year,Human Relations Commission,2007-06-30,Commission on Human Relations,Human Relations,54
34,2119686,250,2008,Target Budget,YTD,Human Relations Commission,2008-06-30,Commission on Human Relations,Human Relations,54
34,2119686,0,2008,Actual,YTD,Human Relations Commission,2008-06-30,Commission on Human Relations,Human Relations,54
34,2119686,250,2008,Adopted Budget,Full Year,Human Relations Commission,2008-06-30,Commission on Human Relations,Human Relations,54
34,2119686,250,2008,Target Budget,Full Year,Human Relations Commission,2008-06-30,Commission on Human Relations,Human Relations,54
34,2119686,0,2008,Current Projection,Full Year,Human Relations Commission,2008-06-30,Commission on Human Relations,Human Relations,54
1693,84567438,6027032,2005,Actual,Full Year,Human Services,2005-06-30,Department of Human Services,DHS,22
1703,85263449,6457374,2006,Actual,Full Year,Human Services,2006-06-30,Department of Human Services,DHS,22
1721,90561664,8309665,2007,Actual,Full Year,Human Services,2007-06-30,Department of Human Services,DHS,22
1889,98115946,10746006,2008,Target Budget,YTD,Human Services,2008-06-30,Department of Human Services,DHS,22
1784,97594901,10917945,2008,Actual,YTD,Human Services,2008-06-30,Department of Human Services,DHS,22
1817,95733041,7714640,2008,Adopted Budget,Full Year,Human Services,2008-06-30,Department of Human Services,DHS,22
1889,98115946,10746006,2008,Target Budget,Full Year,Human Services,2008-06-30,Department of Human Services,DHS,22
1784,97594901,10917945,2008,Current Projection,Full Year,Human Services,2008-06-30,Department of Human Services,DHS,22
98,6305036,13289,2005,Actual,Full Year,"Information Services, Mayor's Office of",2005-06-30,Office of Innovation and Technology,OIT,04
96,6140711,23807,2006,Actual,Full Year,"Information Services, Mayor's Office of",2006-06-30,Office of Innovation and Technology,OIT,04
112,6699907,26852,2007,Actual,Full Year,"Information Services, Mayor's Office of",2007-06-30,Office of Innovation and Technology,OIT,04
153,8852172,117000,2008,Target Budget,YTD,"Information Services, Mayor's Office of",2008-06-30,Office of Innovation and Technology,OIT,04
141,8859707,268625,2008,Actual,YTD,"Information Services, Mayor's Office of",2008-06-30,Office of Innovation and Technology,OIT,04
153,9541592,117000,2008,Adopted Budget,Full Year,"Information Services, Mayor's Office of",2008-06-30,Office of Innovation and Technology,OIT,04
153,8852172,117000,2008,Target Budget,Full Year,"Information Services, Mayor's Office of",2008-06-30,Office of Innovation and Technology,OIT,04
141,8852172,268625,2008,Current Projection,Full Year,"Information Services, Mayor's Office of",2008-06-30,Office of Innovation and Technology,OIT,04
7,450680,1981,2005,Actual,Full Year,"Labor Relations, Mayor's Office of",2005-06-30,Labor,,03
7,567778,495,2006,Actual,Full Year,"Labor Relations, Mayor's Office of",2006-06-30,Labor,,03
7,495014,7020,2007,Actual,Full Year,"Labor Relations, Mayor's Office of",2007-06-30,Labor,,03
7,511436,11308,2008,Target Budget,YTD,"Labor Relations, Mayor's Office of",2008-06-30,Labor,,03
7,511436,6146,2008,Actual,YTD,"Labor Relations, Mayor's Office of",2008-06-30,Labor,,03
7,511436,0,2008,Adopted Budget,Full Year,"Labor Relations, Mayor's Office of",2008-06-30,Labor,,03
7,511436,11308,2008,Target Budget,Full Year,"Labor Relations, Mayor's Office of",2008-06-30,Labor,,03
7,511436,6146,2008,Current Projection,Full Year,"Labor Relations, Mayor's Office of",2008-06-30,Labor,,03
177,9434053,7203,2005,Actual,Full Year,Law,2005-06-30,Law Department,Law,44
175,9455099,4474,2006,Actual,Full Year,Law,2006-06-30,Law Department,Law,44
193,10091089,9360,2007,Actual,Full Year,Law,2007-06-30,Law Department,Law,44
216,10561771,20000,2008,Target Budget,YTD,Law,2008-06-30,Law Department,Law,44
192,10561771,14136,2008,Actual,YTD,Law,2008-06-30,Law Department,Law,44
182,9465522,6000,2008,Adopted Budget,Full Year,Law,2008-06-30,Law Department,Law,44
216,10561771,20000,2008,Target Budget,Full Year,Law,2008-06-30,Law Department,Law,44
192,10561771,14136,2008,Current Projection,Full Year,Law,2008-06-30,Law Department,Law,44
364,16396204,625704,2005,Actual,Full Year,Licenses & Inspections,2005-06-30,Department of Licenses and Inspections,L&I,26
355,16439330,729822,2006,Actual,Full Year,Licenses & Inspections,2006-06-30,Department of Licenses and Inspections,L&I,26
351,16511531,767225,2007,Actual,Full Year,Licenses & Inspections,2007-06-30,Department of Licenses and Inspections,L&I,26
361,17204314,1079872,2008,Target Budget,YTD,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,L&I,26
356,17204314,1164539,2008,Actual,YTD,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,L&I,26
386,17637314,980881,2008,Adopted Budget,Full Year,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,L&I,26
361,17204314,1079872,2008,Target Budget,Full Year,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,L&I,26
356,17204314,1164539,2008,Current Projection,Full Year,Licenses & Inspections,2008-06-30,Department of Licenses and Inspections,L&I,26
79,7628825,385158,2005,Actual,Full Year,Managing Director,2005-06-30,Managing Director's Office,MDO,10
87,7057558,445965,2006,Actual,Full Year,Managing Director,2006-06-30,Managing Director's Office,MDO,10
102,8117286,473765,2007,Actual,Full Year,Managing Director,2007-06-30,Managing Director's Office,MDO,10
88,7483029,105750,2008,Target Budget,YTD,Managing Director,2008-06-30,Managing Director's Office,MDO,10
95,8034882,91631,2008,Actual,YTD,Managing Director,2008-06-30,Managing Director's Office,MDO,10
88,9426717,423000,2008,Adopted Budget,Full Year,Managing Director,2008-06-30,Managing Director's Office,MDO,10
88,7483029,105750,2008,Target Budget,Full Year,Managing Director,2008-06-30,Managing Director's Office,MDO,10
95,8034882,91631,2008,Current Projection,Full Year,Managing Director,2008-06-30,Managing Director's Office,MDO,10
40,3028861,0,2005,Actual,Full Year,Mayor,2005-06-30,Mayor's Office,Mayor,05
55,3784126,2678,2006,Actual,Full Year,Mayor,2006-06-30,Mayor's Office,Mayor,05
56,4277032,5639,2007,Actual,Full Year,Mayor,2007-06-30,Mayor's Office,Mayor,05
53,4742305,0,2008,Target Budget,YTD,Mayor,2008-06-30,Mayor's Office,Mayor,05
72,4742305,1731,2008,Actual,YTD,Mayor,2008-06-30,Mayor's Office,Mayor,05
62,4242305,0,2008,Adopted Budget,Full Year,Mayor,2008-06-30,Mayor's Office,Mayor,05
62,4742305,0,2008,Target Budget,Full Year,Mayor,2008-06-30,Mayor's Office,Mayor,05
72,4742305,1731,2008,Current Projection,Full Year,Mayor,2008-06-30,Mayor's Office,Mayor,05
17,599181,0,2005,Actual,Full Year,Mayor's Office of Community Services,2005-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
21,3068,0,2006,Actual,Full Year,Mayor's Office of Community Services,2006-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2007,Actual,Full Year,Mayor's Office of Community Services,2007-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
22,2738000,317250,2008,Target Budget,YTD,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
22,2738000,216946,2008,Actual,YTD,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,0,0,2008,Adopted Budget,Full Year,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
22,2738000,317250,2008,Target Budget,Full Year,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
22,2738000,216946,2008,Current Projection,Full Year,Mayor's Office of Community Services,2008-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
16,481214,598,2005,Actual,Full Year,Mural Arts Program,2005-06-30,Mural Arts Program,Mural Arts,50
14,456037,497,2006,Actual,Full Year,Mural Arts Program,2006-06-30,Mural Arts Program,Mural Arts,50
14,453526,1218,2007,Actual,Full Year,Mural Arts Program,2007-06-30,Mural Arts Program,Mural Arts,50
16,554383,1000,2008,Target Budget,YTD,Mural Arts Program,2008-06-30,Mural Arts Program,Mural Arts,50
12,554383,1462,2008,Actual,YTD,Mural Arts Program,2008-06-30,Mural Arts Program,Mural Arts,50
16,594383,1000,2008,Adopted Budget,Full Year,Mural Arts Program,2008-06-30,Mural Arts Program,Mural Arts,50
12,554383,1000,2008,Target Budget,Full Year,Mural Arts Program,2008-06-30,Mural Arts Program,Mural Arts,50
12,554383,1462,2008,Current Projection,Full Year,Mural Arts Program,2008-06-30,Mural Arts Program,Mural Arts,50
43,2553233,20632,2005,Actual,Full Year,Office of Behavioral Health/Mental Retardation Services,2005-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
