full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
33,2122660,2000,2018,Target Budget,Full Year,Commerce,2018-06-30,Office of the Director of Commerce,Commerce,42
31,2122660,2000,2018,Current Projection,Full Year,Commerce,2018-06-30,Office of the Director of Commerce,Commerce,42
476,32780607,211533,2015,Actual,Full Year,District Attorney,2015-06-30,District Attorney's Office,DAO,69
478,32810833,156060,2016,Actual,Full Year,District Attorney,2016-06-30,District Attorney's Office,DAO,69
492,32689069,54772,2017,Actual,Full Year,District Attorney,2017-06-30,District Attorney's Office,DAO,69
525,34686670,73819,2018,Adopted Budget,Full Year,District Attorney,2018-06-30,District Attorney's Office,DAO,69
505,33275547,73819,2018,Target Budget,Full Year,District Attorney,2018-06-30,District Attorney's Office,DAO,69
455,33275547,73819,2018,Current Projection,Full Year,District Attorney,2018-06-30,District Attorney's Office,DAO,69
160,8509691,35786,2015,Actual,Full Year,Finance,2015-06-30,Office of the Director of Finance,Finance,35
165,8230613,28879,2016,Actual,Full Year,Finance,2016-06-30,Office of the Director of Finance,Finance,35
111,6669543,18058,2017,Actual,Full Year,Finance,2017-06-30,Office of the Director of Finance,Finance,35
118,7328177,34475,2018,Adopted Budget,Full Year,Finance,2018-06-30,Office of the Director of Finance,Finance,35
118,7024765,34475,2018,Target Budget,Full Year,Finance,2018-06-30,Office of the Director of Finance,Finance,35
115,7024765,34475,2018,Current Projection,Full Year,Finance,2018-06-30,Office of the Director of Finance,Finance,35
0,2006770,0,2015,Actual,Full Year,Finance Reg #32 Disability,2015-06-30,Finance: Reg #32,,35R32
0,2588806,0,2016,Actual,Full Year,Finance Reg #32 Disability,2016-06-30,Finance: Reg #32,,35R32
0,1987825,0,2017,Actual,Full Year,Finance Reg #32 Disability,2017-06-30,Finance: Reg #32,,35R32
0,0,0,2018,Adopted Budget,Full Year,Finance Reg #32 Disability,2018-06-30,Finance: Reg #32,,35R32
0,2650000,0,2018,Target Budget,Full Year,Finance Reg #32 Disability,2018-06-30,Finance: Reg #32,,35R32
0,2650000,0,2018,Current Projection,Full Year,Finance Reg #32 Disability,2018-06-30,Finance: Reg #32,,35R32
2150,208073020,36119936,2015,Actual,Full Year,Fire,2015-06-30,Fire Department,Fire,13
2316,219101252,37417517,2016,Actual,Full Year,Fire,2016-06-30,Fire Department,Fire,13
2281,214434520,25016458,2017,Actual,Full Year,Fire,2017-06-30,Fire Department,Fire,13
2606,225242832,20418337,2018,Adopted Budget,Full Year,Fire,2018-06-30,Fire Department,Fire,13
2576,247196130,32118337,2018,Target Budget,Full Year,Fire,2018-06-30,Fire Department,Fire,13
2511,247196130,32118337,2018,Current Projection,Full Year,Fire,2018-06-30,Fire Department,Fire,13
1842,98382318,104588,2015,Actual,Full Year,First Judicial District,2015-06-30,First Judicial District,FJD,84
1839,97017514,426210,2016,Actual,Full Year,First Judicial District,2016-06-30,First Judicial District,FJD,84
1856,94649818,7095,2017,Actual,Full Year,First Judicial District,2017-06-30,First Judicial District,FJD,84
1877,99505601,94840,2018,Adopted Budget,Full Year,First Judicial District,2018-06-30,First Judicial District,FJD,84
1877,97561721,44840,2018,Target Budget,Full Year,First Judicial District,2018-06-30,First Judicial District,FJD,84
1867,97561721,44840,2018,Current Projection,Full Year,First Judicial District,2018-06-30,First Judicial District,FJD,84
261,17168958,3027989,2015,Actual,Full Year,Fleet Management,2015-06-30,Office of Fleet Management,Fleet,25
263,17275918,3253678,2016,Actual,Full Year,Fleet Management,2016-06-30,Office of Fleet Management,Fleet,25
270,16491089,2126729,2017,Actual,Full Year,Fleet Management,2017-06-30,Office of Fleet Management,Fleet,25
316,18009259,1768574,2018,Adopted Budget,Full Year,Fleet Management,2018-06-30,Office of Fleet Management,Fleet,25
316,17993069,1918574,2018,Target Budget,Full Year,Fleet Management,2018-06-30,Office of Fleet Management,Fleet,25
281,17993069,1918574,2018,Current Projection,Full Year,Fleet Management,2018-06-30,Office of Fleet Management,Fleet,25
642,35306130,1502862,2015,Actual,Full Year,Free Library,2015-06-30,The Free Library of Philadelphia,Free Library,52
636,34808182,1672235,2016,Actual,Full Year,Free Library,2016-06-30,The Free Library of Philadelphia,Free Library,52
643,35905717,1762275,2017,Actual,Full Year,Free Library,2017-06-30,The Free Library of Philadelphia,Free Library,52
692,36310826,877404,2018,Adopted Budget,Full Year,Free Library,2018-06-30,The Free Library of Philadelphia,Free Library,52
672,36645294,1677404,2018,Target Budget,Full Year,Free Library,2018-06-30,The Free Library of Philadelphia,Free Library,52
649,36645294,1677404,2018,Current Projection,Full Year,Free Library,2018-06-30,The Free Library of Philadelphia,Free Library,52
6,383402,0,2015,Actual,Full Year,Historical Commission,2015-06-30,Historical Commission,,32
5,341606,0,2016,Actual,Full Year,Historical Commission,2016-06-30,Historical Commission,,32
6,400662,0,2017,Actual,Full Year,Historical Commission,2017-06-30,Historical Commission,,32
0,0,0,2018,Adopted Budget,Full Year,Historical Commission,2018-06-30,Historical Commission,,32
0,0,0,2018,Target Budget,Full Year,Historical Commission,2018-06-30,Historical Commission,,32
0,0,0,2018,Current Projection,Full Year,Historical Commission,2018-06-30,Historical Commission,,32
30,1779986,0,2015,Actual,Full Year,Human Relations Commission,2015-06-30,Commission on Human Relations,Human Relations,54
32,1837948,0,2016,Actual,Full Year,Human Relations Commission,2016-06-30,Commission on Human Relations,Human Relations,54
31,1949691,0,2017,Actual,Full Year,Human Relations Commission,2017-06-30,Commission on Human Relations,Human Relations,54
34,2141591,0,2018,Adopted Budget,Full Year,Human Relations Commission,2018-06-30,Commission on Human Relations,Human Relations,54
34,2107182,0,2018,Target Budget,Full Year,Human Relations Commission,2018-06-30,Commission on Human Relations,Human Relations,54
32,2107182,0,2018,Current Projection,Full Year,Human Relations Commission,2018-06-30,Commission on Human Relations,Human Relations,54
395,17570666,4532830,2015,Actual,Full Year,Human Services,2015-06-30,Department of Human Services,DHS,22
449,21714429,1523769,2016,Actual,Full Year,Human Services,2016-06-30,Department of Human Services,DHS,22
385,26260507,5627057,2017,Actual,Full Year,Human Services,2017-06-30,Department of Human Services,DHS,22
517,30720570,3733806,2018,Adopted Budget,Full Year,Human Services,2018-06-30,Department of Human Services,DHS,22
517,30720570,3733806,2018,Target Budget,Full Year,Human Services,2018-06-30,Department of Human Services,DHS,22
517,30720570,3733806,2018,Current Projection,Full Year,Human Services,2018-06-30,Department of Human Services,DHS,22
7,657403,3289,2015,Actual,Full Year,Labor,2015-06-30,Labor,,03
7,496053,0,2016,Actual,Full Year,Labor,2016-06-30,Labor,,03
16,919175,0,2017,Actual,Full Year,Labor,2017-06-30,Labor,,03
23,1588459,0,2018,Adopted Budget,Full Year,Labor,2018-06-30,Labor,,03
23,1529661,100,2018,Target Budget,Full Year,Labor,2018-06-30,Labor,,03
20,1529661,100,2018,Current Projection,Full Year,Labor,2018-06-30,Labor,,03
152,6952307,70,2015,Actual,Full Year,Law,2015-06-30,Law Department,Law,44
126,7405269,99,2016,Actual,Full Year,Law,2016-06-30,Law Department,Law,44
119,8085037,0,2017,Actual,Full Year,Law,2017-06-30,Law Department,Law,44
155,8484481,100,2018,Adopted Budget,Full Year,Law,2018-06-30,Law Department,Law,44
155,8411840,2000,2018,Target Budget,Full Year,Law,2018-06-30,Law Department,Law,44
121,8411840,2000,2018,Current Projection,Full Year,Law,2018-06-30,Law Department,Law,44
335,17339944,1510382,2015,Actual,Full Year,Licenses & Inspections,2015-06-30,Department of Licenses and Inspections,L&I,26
335,18606512,1812827,2016,Actual,Full Year,Licenses & Inspections,2016-06-30,Department of Licenses and Inspections,L&I,26
348,19578047,1563457,2017,Actual,Full Year,Licenses & Inspections,2017-06-30,Department of Licenses and Inspections,L&I,26
429,23019730,1220825,2018,Adopted Budget,Full Year,Licenses & Inspections,2018-06-30,Department of Licenses and Inspections,L&I,26
429,22472640,1220825,2018,Target Budget,Full Year,Licenses & Inspections,2018-06-30,Department of Licenses and Inspections,L&I,26
396,22472640,1220825,2018,Current Projection,Full Year,Licenses & Inspections,2018-06-30,Department of Licenses and Inspections,L&I,26
1,63025,417,2015,Actual,Full Year,L&I-Board of Building Standards,2015-06-30,L&I: Board of Building and Standards,,29
1,67890,220,2016,Actual,Full Year,L&I-Board of Building Standards,2016-06-30,L&I: Board of Building and Standards,,29
1,69683,117,2017,Actual,Full Year,L&I-Board of Building Standards,2017-06-30,L&I: Board of Building and Standards,,29
1,75419,0,2018,Adopted Budget,Full Year,L&I-Board of Building Standards,2018-06-30,L&I: Board of Building and Standards,,29
1,73911,250,2018,Target Budget,Full Year,L&I-Board of Building Standards,2018-06-30,L&I: Board of Building and Standards,,29
1,73911,250,2018,Current Projection,Full Year,L&I-Board of Building Standards,2018-06-30,L&I: Board of Building and Standards,,29
2,127421,2364,2015,Actual,Full Year,L&I-Board of L & Review,2015-06-30,L&I: Board of Review,,27
2,139762,1788,2016,Actual,Full Year,L&I-Board of L & Review,2016-06-30,L&I: Board of Review,,27
2,148864,1132,2017,Actual,Full Year,L&I-Board of L & Review,2017-06-30,L&I: Board of Review,,27
2,161349,0,2018,Adopted Budget,Full Year,L&I-Board of L & Review,2018-06-30,L&I: Board of Review,,27
2,157913,3000,2018,Target Budget,Full Year,L&I-Board of L & Review,2018-06-30,L&I: Board of Review,,27
2,157913,3000,2018,Current Projection,Full Year,L&I-Board of L & Review,2018-06-30,L&I: Board of Review,,27
5,339261,984,2015,Actual,Full Year,L&I-Zoning Board of Adjustment,2015-06-30,Zoning Board of Adjustments,ZBA,30
5,326821,2131,2016,Actual,Full Year,L&I-Zoning Board of Adjustment,2016-06-30,Zoning Board of Adjustments,ZBA,30
5,320504,402,2017,Actual,Full Year,L&I-Zoning Board of Adjustment,2017-06-30,Zoning Board of Adjustments,ZBA,30
0,0,0,2018,Adopted Budget,Full Year,L&I-Zoning Board of Adjustment,2018-06-30,Zoning Board of Adjustments,ZBA,30
0,0,0,2018,Target Budget,Full Year,L&I-Zoning Board of Adjustment,2018-06-30,Zoning Board of Adjustments,ZBA,30
0,0,0,2018,Current Projection,Full Year,L&I-Zoning Board of Adjustment,2018-06-30,Zoning Board of Adjustments,ZBA,30
257,16162124,502416,2015,Actual,Full Year,Managing Director,2015-06-30,Managing Director's Office,MDO,10
258,17601829,537197,2016,Actual,Full Year,Managing Director,2016-06-30,Managing Director's Office,MDO,10
296,18885758,444040,2017,Actual,Full Year,Managing Director,2017-06-30,Managing Director's Office,MDO,10
302,20231006,397676,2018,Adopted Budget,Full Year,Managing Director,2018-06-30,Managing Director's Office,MDO,10
302,19705935,472676,2018,Target Budget,Full Year,Managing Director,2018-06-30,Managing Director's Office,MDO,10
307,19705935,472676,2018,Current Projection,Full Year,Managing Director,2018-06-30,Managing Director's Office,MDO,10
51,4099398,0,2015,Actual,Full Year,Mayor's Office,2015-06-30,Mayor's Office,Mayor,05
48,3960415,0,2016,Actual,Full Year,Mayor's Office,2016-06-30,Mayor's Office,Mayor,05
42,3647357,0,2017,Actual,Full Year,Mayor's Office,2017-06-30,Mayor's Office,Mayor,05
47,3835550,0,2018,Adopted Budget,Full Year,Mayor's Office,2018-06-30,Mayor's Office,Mayor,05
47,3677406,0,2018,Target Budget,Full Year,Mayor's Office,2018-06-30,Mayor's Office,Mayor,05
41,3677406,0,2018,Current Projection,Full Year,Mayor's Office,2018-06-30,Mayor's Office,Mayor,05
0,0,0,2015,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2015-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,90000,0,2016,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
0,90000,0,2017,Actual,Full Year,Mayor's Office of Community Empowerment and Opportunity,2017-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
2,230000,0,2018,Adopted Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2018-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
2,228000,0,2018,Target Budget,Full Year,Mayor's Office of Community Empowerment and Opportunity,2018-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
2,228000,0,2018,Current Projection,Full Year,Mayor's Office of Community Empowerment and Opportunity,2018-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
12,508786,113,2015,Actual,Full Year,Mayor's Office of Transportation and Utilities,2015-06-30,Mayor's Office of Transportation and Utilities,,46
8,473894,131,2016,Actual,Full Year,Mayor's Office of Transportation and Utilities,2016-06-30,Mayor's Office of Transportation and Utilities,,46
0,0,0,2017,Actual,Full Year,Mayor's Office of Transportation and Utilities,2017-06-30,Mayor's Office of Transportation and Utilities,,46
0,0,0,2018,Adopted Budget,Full Year,Mayor's Office of Transportation and Utilities,2018-06-30,Mayor's Office of Transportation and Utilities,,46
0,0,0,2018,Target Budget,Full Year,Mayor's Office of Transportation and Utilities,2018-06-30,Mayor's Office of Transportation and Utilities,,46
0,0,0,2018,Current Projection,Full Year,Mayor's Office of Transportation and Utilities,2018-06-30,Mayor's Office of Transportation and Utilities,,46
10,456445,10642,2015,Actual,Full Year,Mural Arts Program,2015-06-30,Mural Arts Program,Mural Arts,50
11,495213,13832,2016,Actual,Full Year,Mural Arts Program,2016-06-30,Mural Arts Program,Mural Arts,50
10,528228,14905,2017,Actual,Full Year,Mural Arts Program,2017-06-30,Mural Arts Program,Mural Arts,50
11,548987,13864,2018,Adopted Budget,Full Year,Mural Arts Program,2018-06-30,Mural Arts Program,Mural Arts,50
11,533401,32000,2018,Target Budget,Full Year,Mural Arts Program,2018-06-30,Mural Arts Program,Mural Arts,50
11,533401,32000,2018,Current Projection,Full Year,Mural Arts Program,2018-06-30,Mural Arts Program,Mural Arts,50
2,200440,0,2015,Actual,Full Year,Office of Arts and Culture,2015-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
2,308789,0,2016,Actual,Full Year,Office of Arts and Culture,2016-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
4,236770,0,2017,Actual,Full Year,Office of Arts and Culture,2017-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
4,319878,0,2018,Adopted Budget,Full Year,Office of Arts and Culture,2018-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
4,291968,0,2018,Target Budget,Full Year,Office of Arts and Culture,2018-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
5,291968,0,2018,Current Projection,Full Year,Office of Arts and Culture,2018-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
14,991846,1005,2015,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2015-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,995153,5195,2016,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2016-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,1006269,9922,2017,Actual,Full Year,Office of Behavioral Health and Intellectual disAbility,2017-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,1093064,6000,2018,Adopted Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2018-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,1074894,6000,2018,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2018-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
16,1074894,6000,2018,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2018-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
0,0,0,2015,Actual,Full Year,Office of the Chief Administrative Officer,2015-06-30,Office of the Chief Administrative Officer,CAO,65
0,0,0,2016,Actual,Full Year,Office of the Chief Administrative Officer,2016-06-30,Office of the Chief Administrative Officer,CAO,65
55,3830324,6608,2017,Actual,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,CAO,65
62,4084873,10000,2018,Adopted Budget,Full Year,Office of the Chief Administrative Officer,2018-06-30,Office of the Chief Administrative Officer,CAO,65
62,4028021,11000,2018,Target Budget,Full Year,Office of the Chief Administrative Officer,2018-06-30,Office of the Chief Administrative Officer,CAO,65
58,4028021,11000,2018,Current Projection,Full Year,Office of the Chief Administrative Officer,2018-06-30,Office of the Chief Administrative Officer,CAO,65
0,0,0,2015,Actual,Full Year,Office of Community Schools and Pre-K,2015-06-30,Office of Children and Families,OCF,66
0,0,0,2016,Actual,Full Year,Office of Community Schools and Pre-K,2016-06-30,Office of Children and Families,OCF,66
32,1933963,0,2017,Actual,Full Year,Office of Community Schools and Pre-K,2017-06-30,Office of Children and Families,OCF,66
36,2679927,0,2018,Adopted Budget,Full Year,Office of Community Schools and Pre-K,2018-06-30,Office of Children and Families,OCF,66
36,2592084,0,2018,Target Budget,Full Year,Office of Community Schools and Pre-K,2018-06-30,Office of Children and Families,OCF,66
33,2592084,0,2018,Current Projection,Full Year,Office of Community Schools and Pre-K,2018-06-30,Office of Children and Families,OCF,66
135,8234304,240634,2015,Actual,Full Year,Office of Homeless Services,2015-06-30,Office of Homeless Services,OHS,24
146,8241791,302491,2016,Actual,Full Year,Office of Homeless Services,2016-06-30,Office of Homeless Services,OHS,24
146,8491983,201512,2017,Actual,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,OHS,24
157,8802194,245349,2018,Adopted Budget,Full Year,Office of Homeless Services,2018-06-30,Office of Homeless Services,OHS,24
157,8516821,175349,2018,Target Budget,Full Year,Office of Homeless Services,2018-06-30,Office of Homeless Services,OHS,24
150,8516821,175349,2018,Current Projection,Full Year,Office of Homeless Services,2018-06-30,Office of Homeless Services,OHS,24
82,5083865,62199,2015,Actual,Full Year,Office of Human Resources,2015-06-30,Office of Human Resources,OHR,56
84,5313085,58916,2016,Actual,Full Year,Office of Human Resources,2016-06-30,Office of Human Resources,OHR,56
85,5327367,48476,2017,Actual,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,OHR,56
81,4983106,46902,2018,Adopted Budget,Full Year,Office of Human Resources,2018-06-30,Office of Human Resources,OHR,56
81,4839227,51902,2018,Target Budget,Full Year,Office of Human Resources,2018-06-30,Office of Human Resources,OHR,56
78,4839227,51902,2018,Current Projection,Full Year,Office of Human Resources,2018-06-30,Office of Human Resources,OHR,56
261,18927722,804969,2015,Actual,Full Year,Office of Innovation and Technology,2015-06-30,Office of Innovation and Technology,OIT,04
271,19807002,706984,2016,Actual,Full Year,Office of Innovation and Technology,2016-06-30,Office of Innovation and Technology,OIT,04
274,19875293,664825,2017,Actual,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,OIT,04
294,21019003,713873,2018,Adopted Budget,Full Year,Office of Innovation and Technology,2018-06-30,Office of Innovation and Technology,OIT,04
294,20644817,588873,2018,Target Budget,Full Year,Office of Innovation and Technology,2018-06-30,Office of Innovation and Technology,OIT,04
284,20644817,588873,2018,Current Projection,Full Year,Office of Innovation and Technology,2018-06-30,Office of Innovation and Technology,OIT,04
18,1289745,0,2015,Actual,Full Year,Office of the Inspector General,2015-06-30,Office of the Inspector General,OIG,48
19,1373644,0,2016,Actual,Full Year,Office of the Inspector General,2016-06-30,Office of the Inspector General,OIG,48
18,1355599,0,2017,Actual,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,OIG,48
19,1444811,0,2018,Adopted Budget,Full Year,Office of the Inspector General,2018-06-30,Office of the Inspector General,OIG,48
19,1524111,0,2018,Target Budget,Full Year,Office of the Inspector General,2018-06-30,Office of the Inspector General,OIG,48
19,1524111,0,2018,Current Projection,Full Year,Office of the Inspector General,2018-06-30,Office of the Inspector General,OIG,48
0,0,0,2015,Actual,Full Year,Office of Planning and Development,2015-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2016,Actual,Full Year,Office of Planning and Development,2016-06-30,Mayor's Office of Planning and Development,,62
4,450687,0,2017,Actual,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2018,Adopted Budget,Full Year,Office of Planning and Development,2018-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2018,Target Budget,Full Year,Office of Planning and Development,2018-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2018,Current Projection,Full Year,Office of Planning and Development,2018-06-30,Mayor's Office of Planning and Development,,62
186,10683762,43298,2015,Actual,Full Year,Office of Property Assessment,2015-06-30,Office of Property Assessment,OPA,59
200,10675256,29129,2016,Actual,Full Year,Office of Property Assessment,2016-06-30,Office of Property Assessment,OPA,59
199,11324075,59841,2017,Actual,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,OPA,59
223,11313100,50000,2018,Adopted Budget,Full Year,Office of Property Assessment,2018-06-30,Office of Property Assessment,OPA,59
223,11483381,40000,2018,Target Budget,Full Year,Office of Property Assessment,2018-06-30,Office of Property Assessment,OPA,59
193,11483381,40000,2018,Current Projection,Full Year,Office of Property Assessment,2018-06-30,Office of Property Assessment,OPA,59
0,0,0,2015,Actual,Full Year,Office of Sustainability,2015-06-30,Office of Sustainability,Sustainability,49
8,488757,0,2016,Actual,Full Year,Office of Sustainability,2016-06-30,Office of Sustainability,Sustainability,49
