dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
City Commissioners (Election Board),General,91,0,2015,Actual,Full Year,2015-06-30,91,City Commissioner's Office,City Commissioners,73
City Council,General,176,0,2015,Actual,Full Year,2015-06-30,176,City Council,,01
City Planning Commission,General,29,0,2015,Actual,Full Year,2015-06-30,29,City Planning Commission,,51
City Representative,General,6,0,2015,Actual,Full Year,2015-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,General,14,0,2015,Actual,Full Year,2015-06-30,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Civil Service Commission,,55
Commerce,General,21,0,2015,Actual,Full Year,2015-06-30,21,Office of the Director of Commerce,Commerce,42
Finance,General,160,0,2015,Actual,Full Year,2015-06-30,160,Office of the Director of Finance,Finance,35
First Judicial District,General,1842,0,2015,Actual,Full Year,2015-06-30,1842,First Judicial District,FJD,84
Fleet Management,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Fleet Management,Fleet,25
Free Library,General,642,0,2015,Actual,Full Year,2015-06-30,642,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2015,Actual,Full Year,2015-06-30,6,Historical Commission,,32
Human Relations Commission,General,30,0,2015,Actual,Full Year,2015-06-30,30,Commission on Human Relations,Human Relations,54
Human Services (1),General,395,0,2015,Actual,Full Year,2015-06-30,395,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,7,0,2015,Actual,Full Year,2015-06-30,7,Labor,,03
Law,General,152,0,2015,Actual,Full Year,2015-06-30,152,Law Department,Law,44
Licenses & Inspections,General,335,0,2015,Actual,Full Year,2015-06-30,335,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2015,Actual,Full Year,2015-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2015,Actual,Full Year,2015-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2015,Actual,Full Year,2015-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,257,0,2015,Actual,Full Year,2015-06-30,257,Managing Director's Office,MDO,10
Mayor's Office,General,51,0,2015,Actual,Full Year,2015-06-30,51,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2015,Actual,Full Year,2015-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,12,0,2015,Actual,Full Year,2015-06-30,12,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,10,0,2015,Actual,Full Year,2015-06-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,2,0,2015,Actual,Full Year,2015-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,14,0,2015,Actual,Full Year,2015-06-30,14,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,82,0,2015,Actual,Full Year,2015-06-30,82,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2015,Actual,Full Year,2015-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,General,186,0,2015,Actual,Full Year,2015-06-30,186,Office of Property Assessment,OPA,59
Office of Supportive Housing,General,135,0,2015,Actual,Full Year,2015-06-30,135,Office of Homeless Services,OHS,24
Office of Sustainability,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,Sustainability,49
Parks and Recreation,General,598,0,2015,Actual,Full Year,2015-06-30,598,Department of Parks and Recreation,Parks & Recreation,16
Prisons,General,2286,0,2015,Actual,Full Year,2015-06-30,2286,Philadelphia Prison System,Prisons,23
Procurement,General,44,0,2015,Actual,Full Year,2015-06-30,44,Procurement Department,Procurement,38
Public Health,General,653,0,2015,Actual,Full Year,2015-06-30,653,Department of Public Health,Public Health,14
Public Property,General,137,0,2015,Actual,Full Year,2015-06-30,137,Department of Public Property,Public Property,20
Records,General,56,0,2015,Actual,Full Year,2015-06-30,56,Department of Records,Records,31
Register of Wills,General,64,0,2015,Actual,Full Year,2015-06-30,64,Register of Wills,,68
Revenue,General,319,0,2015,Actual,Full Year,2015-06-30,319,Department of Revenue,Revenue,36
Sheriff,General,299,0,2015,Actual,Full Year,2015-06-30,299,Office of the Sheriff,Sheriff,70
Streets Sanitation,General,1146,0,2015,Actual,Full Year,2015-06-30,1146,Streets: Sanitation,,12S
Streets - Transportation,General,518,0,2015,Actual,Full Year,2015-06-30,518,Streets: Transportation,,12T
Water,General,0,0,2015,Actual,Full Year,2015-06-30,0,Water Department,Water,28
Youth Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Ethics,,45
Board of Pensions,Other,41,0,2015,Actual,Full Year,2015-06-30,41,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Council,,01
City Planning Commission,Other,5,0,2015,Actual,Full Year,2015-06-30,5,City Planning Commission,,51
City Representative,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Civil Service Commission,,55
Commerce,Other,760,0,2015,Actual,Full Year,2015-06-30,760,Office of the Director of Commerce,Commerce,42
Finance,Other,12,0,2015,Actual,Full Year,2015-06-30,12,Office of the Director of Finance,Finance,35
First Judicial District,Other,467,0,2015,Actual,Full Year,2015-06-30,467,First Judicial District,FJD,84
Fleet Management,Other,65,0,2015,Actual,Full Year,2015-06-30,65,Office of Fleet Management,Fleet,25
Free Library,Other,14,0,2015,Actual,Full Year,2015-06-30,14,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1133,0,2015,Actual,Full Year,2015-06-30,1133,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2015,Actual,Full Year,2015-06-30,0,Labor,,03
Law,Other,50,0,2015,Actual,Full Year,2015-06-30,50,Law Department,Law,44
Licenses & Inspections,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,57,0,2015,Actual,Full Year,2015-06-30,57,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2015,Actual,Full Year,2015-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2015,Actual,Full Year,2015-06-30,34,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,4,0,2015,Actual,Full Year,2015-06-30,4,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2015,Actual,Full Year,2015-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,213,0,2015,Actual,Full Year,2015-06-30,213,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Housing & Comm. Development,Other,56,0,2015,Actual,Full Year,2015-06-30,56,Office of Housing and Community Development,,06
Office of Human Resources,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,83,0,2015,Actual,Full Year,2015-06-30,83,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Property Assessment,OPA,59
Office of Supportive Housing,Other,13,0,2015,Actual,Full Year,2015-06-30,13,Office of Homeless Services,OHS,24
Office of Sustainability,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,28,0,2015,Actual,Full Year,2015-06-30,28,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2015,Actual,Full Year,2015-06-30,2,Procurement Department,Procurement,38
Public Health,Other,155,0,2015,Actual,Full Year,2015-06-30,155,Department of Public Health,Public Health,14
Public Property,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Register of Wills,,68
Revenue,Other,231,0,2015,Actual,Full Year,2015-06-30,231,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Sheriff,Sheriff,70
Streets Sanitation,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Streets: Sanitation,,12S
