dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Streets,General,1700,0,2018,Actual,YTD,2017-12-31,1700,Streets Department,Streets,12
Water,General,0,0,2018,Actual,YTD,2017-12-31,0,Water Department,Water,28
Water Rate Board,General,0,0,2018,Actual,YTD,2017-12-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,General,0,0,2018,Actual,YTD,2017-12-31,0,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2018,Actual,YTD,2017-12-31,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2018,Actual,YTD,2017-12-31,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2018,Actual,YTD,2017-12-31,0,Board of Ethics,,45
Board of Pensions,Other,55,0,2018,Actual,YTD,2017-12-31,55,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2018,Actual,YTD,2017-12-31,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2018,Actual,YTD,2017-12-31,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2018,Actual,YTD,2017-12-31,0,City Council,,01
City Planning Commission,Other,0,0,2018,Actual,YTD,2017-12-31,0,City Planning Commission,,51
City Representative,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2018,Actual,YTD,2017-12-31,0,Civil Service Commission,,55
Commerce,Other,763,0,2018,Actual,YTD,2017-12-31,763,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,512,0,2018,Actual,YTD,2017-12-31,512,First Judicial District,FJD,84
Fleet Management,Other,75,0,2018,Actual,YTD,2017-12-31,75,Office of Fleet Management,Fleet,25
Free Library,Other,13,0,2018,Actual,YTD,2017-12-31,13,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2018,Actual,YTD,2017-12-31,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2018,Actual,YTD,2017-12-31,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1121,0,2018,Actual,YTD,2017-12-31,1121,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2018,Actual,YTD,2017-12-31,0,Labor,,03
Law,Other,53,0,2018,Actual,YTD,2017-12-31,53,Law Department,Law,44
Licenses & Inspections,Other,8,0,2018,Actual,YTD,2017-12-31,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2018,Actual,YTD,2017-12-31,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2018,Actual,YTD,2017-12-31,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2018,Actual,YTD,2017-12-31,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,48,0,2018,Actual,YTD,2017-12-31,48,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2018,Actual,YTD,2017-12-31,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,31,0,2018,Actual,YTD,2017-12-31,31,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,0,0,2018,Actual,YTD,2017-12-31,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2018,Actual,YTD,2017-12-31,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2018,Actual,YTD,2017-12-31,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,237,0,2018,Actual,YTD,2017-12-31,237,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,0,0,2018,Actual,YTD,2017-12-31,0,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,28,0,2018,Actual,YTD,2017-12-31,28,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,91,0,2018,Actual,YTD,2017-12-31,91,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of the Inspector General,OIG,48
Office of Planning and Development,Other,0,0,2018,Actual,YTD,2017-12-31,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,29,0,2018,Actual,YTD,2017-12-31,29,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,52,0,2018,Actual,YTD,2017-12-31,52,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2018,Actual,YTD,2017-12-31,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2018,Actual,YTD,2017-12-31,2,Procurement Department,Procurement,38
Public Health,Other,159,0,2018,Actual,YTD,2017-12-31,159,Department of Public Health,Public Health,14
Public Property,Other,0,0,2018,Actual,YTD,2017-12-31,0,Department of Public Property,Public Property,20
Records,Other,0,0,2018,Actual,YTD,2017-12-31,0,Department of Records,Records,31
Register of Wills,Other,0,0,2018,Actual,YTD,2017-12-31,0,Register of Wills,,68
Revenue,Other,207,0,2018,Actual,YTD,2017-12-31,207,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2018,Actual,YTD,2017-12-31,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2018,Actual,YTD,2017-12-31,0,Streets Department,Streets,12
Water,Other,1873,0,2018,Actual,YTD,2017-12-31,1873,Water Department,Water,28
Water Rate Board,Other,0,0,2018,Actual,YTD,2017-12-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,Other,0,0,2018,Actual,YTD,2017-12-31,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2018,Actual,YTD,2017-12-31,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,130,0,2018,Actual,YTD,2017-12-31,130,City Controller's Office,,61
Board of Ethics,Total,11,0,2018,Actual,YTD,2017-12-31,11,Board of Ethics,,45
Board of Pensions,Total,55,0,2018,Actual,YTD,2017-12-31,55,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,12,0,2018,Actual,YTD,2017-12-31,12,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,101,0,2018,Actual,YTD,2017-12-31,101,City Commissioner's Office,City Commissioners,73
City Council,Total,194,0,2018,Actual,YTD,2017-12-31,194,City Council,,01
City Planning Commission,Total,0,0,2018,Actual,YTD,2017-12-31,0,City Planning Commission,,51
City Representative,Total,7,0,2018,Actual,YTD,2017-12-31,7,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2018,Actual,YTD,2017-12-31,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2018,Actual,YTD,2017-12-31,2,Civil Service Commission,,55
Commerce,Total,793,0,2018,Actual,YTD,2017-12-31,793,Office of the Director of Commerce,Commerce,42
Finance,Total,111,0,2018,Actual,YTD,2017-12-31,111,Office of the Director of Finance,Finance,35
First Judicial District,Total,2372,0,2018,Actual,YTD,2017-12-31,2372,First Judicial District,FJD,84
Fleet Management,Total,358,0,2018,Actual,YTD,2017-12-31,358,Office of Fleet Management,Fleet,25
Free Library,Total,664,0,2018,Actual,YTD,2017-12-31,664,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,0,0,2018,Actual,YTD,2017-12-31,0,Historical Commission,,32
Human Relations Commission,Total,31,0,2018,Actual,YTD,2017-12-31,31,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1558,0,2018,Actual,YTD,2017-12-31,1558,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,21,0,2018,Actual,YTD,2017-12-31,21,Labor,,03
Law,Total,174,0,2018,Actual,YTD,2017-12-31,174,Law Department,Law,44
Licenses & Inspections,Total,387,0,2018,Actual,YTD,2017-12-31,387,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2018,Actual,YTD,2017-12-31,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2018,Actual,YTD,2017-12-31,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,0,0,2018,Actual,YTD,2017-12-31,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,351,0,2018,Actual,YTD,2017-12-31,351,Managing Director's Office,MDO,10
Mayor's Office,Total,44,0,2018,Actual,YTD,2017-12-31,44,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,33,0,2018,Actual,YTD,2017-12-31,33,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,0,0,2018,Actual,YTD,2017-12-31,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,10,0,2018,Actual,YTD,2017-12-31,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,4,0,2018,Actual,YTD,2017-12-31,4,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,253,0,2018,Actual,YTD,2017-12-31,253,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,61,0,2018,Actual,YTD,2017-12-31,61,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Total,32,0,2018,Actual,YTD,2017-12-31,32,Office of Children and Families,OCF,66
Office of Homeless Services,Total,178,0,2018,Actual,YTD,2017-12-31,178,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,0,0,2018,Actual,YTD,2017-12-31,0,Office of Housing and Community Development,,06
Office of Human Resources,Total,74,0,2018,Actual,YTD,2017-12-31,74,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,373,0,2018,Actual,YTD,2017-12-31,373,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,19,0,2018,Actual,YTD,2017-12-31,19,Office of the Inspector General,OIG,48
Office of Planning and Development,Total,0,0,2018,Actual,YTD,2017-12-31,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Total,192,0,2018,Actual,YTD,2017-12-31,192,Office of Property Assessment,OPA,59
Office of Sustainability,Total,8,0,2018,Actual,YTD,2017-12-31,8,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,681,0,2018,Actual,YTD,2017-12-31,681,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,97,0,2018,Actual,YTD,2017-12-31,97,Department of Planning and Development,Planning & Development,72
Prisons,Total,2234,0,2018,Actual,YTD,2017-12-31,2234,Philadelphia Prison System,Prisons,23
Procurement,Total,47,0,2018,Actual,YTD,2017-12-31,47,Procurement Department,Procurement,38
Public Health,Total,883,0,2018,Actual,YTD,2017-12-31,883,Department of Public Health,Public Health,14
Public Property,Total,136,0,2018,Actual,YTD,2017-12-31,136,Department of Public Property,Public Property,20
Records,Total,56,0,2018,Actual,YTD,2017-12-31,56,Department of Records,Records,31
Register of Wills,Total,69,0,2018,Actual,YTD,2017-12-31,69,Register of Wills,,68
Revenue,Total,613,0,2018,Actual,YTD,2017-12-31,613,Department of Revenue,Revenue,36
Sheriff,Total,370,0,2018,Actual,YTD,2017-12-31,370,Office of the Sheriff,Sheriff,70
Streets,Total,1700,0,2018,Actual,YTD,2017-12-31,1700,Streets Department,Streets,12
Water,Total,1873,0,2018,Actual,YTD,2017-12-31,1873,Water Department,Water,28
Water Rate Board,Total,0,0,2018,Actual,YTD,2017-12-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,Total,0,0,2018,Actual,YTD,2017-12-31,0,Youth Commission,,47
Police,General,795,6333,2018,Actual,YTD,2017-12-31,7128,Police Department,Police,11
Police,Other,11,151,2018,Actual,YTD,2017-12-31,162,Police Department,Police,11
Police,Total,806,6484,2018,Actual,YTD,2017-12-31,7290,Police Department,Police,11
Fire,General,113,2343,2018,Actual,YTD,2017-12-31,2456,Fire Department,Fire,13
Fire,Other,3,73,2018,Actual,YTD,2017-12-31,76,Fire Department,Fire,13
Fire,Total,116,2416,2018,Actual,YTD,2017-12-31,2532,Fire Department,Fire,13
District Attorney,General,461,40,2018,Actual,YTD,2017-12-31,501,District Attorney's Office,DAO,69
District Attorney,Other,58,11,2018,Actual,YTD,2017-12-31,69,District Attorney's Office,DAO,69
District Attorney,Total,519,51,2018,Actual,YTD,2017-12-31,570,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2017,Actual,Full Year,2017-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,127,0,2017,Actual,Full Year,2017-06-30,127,City Controller's Office,,61
Board of Ethics,General,11,0,2017,Actual,Full Year,2017-06-30,11,Board of Ethics,,45
Board of Pensions,General,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,13,0,2017,Actual,Full Year,2017-06-30,13,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,99,0,2017,Actual,Full Year,2017-06-30,99,City Commissioner's Office,City Commissioners,73
City Council,General,194,0,2017,Actual,Full Year,2017-06-30,194,City Council,,01
City Planning Commission,General,30,0,2017,Actual,Full Year,2017-06-30,30,City Planning Commission,,51
City Representative,General,6,0,2017,Actual,Full Year,2017-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,General,14,0,2017,Actual,Full Year,2017-06-30,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2017,Actual,Full Year,2017-06-30,2,Civil Service Commission,,55
Commerce,General,28,0,2017,Actual,Full Year,2017-06-30,28,Office of the Director of Commerce,Commerce,42
Finance,General,111,0,2017,Actual,Full Year,2017-06-30,111,Office of the Director of Finance,Finance,35
First Judicial District,General,1856,0,2017,Actual,Full Year,2017-06-30,1856,First Judicial District,FJD,84
Fleet Management,General,270,0,2017,Actual,Full Year,2017-06-30,270,Office of Fleet Management,Fleet,25
Free Library,General,643,0,2017,Actual,Full Year,2017-06-30,643,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2017,Actual,Full Year,2017-06-30,6,Historical Commission,,32
Human Relations Commission,General,31,0,2017,Actual,Full Year,2017-06-30,31,Commission on Human Relations,Human Relations,54
Human Services (1),General,385,0,2017,Actual,Full Year,2017-06-30,385,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,16,0,2017,Actual,Full Year,2017-06-30,16,Labor,,03
Law,General,119,0,2017,Actual,Full Year,2017-06-30,119,Law Department,Law,44
Licenses & Inspections,General,348,0,2017,Actual,Full Year,2017-06-30,348,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2017,Actual,Full Year,2017-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2017,Actual,Full Year,2017-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2017,Actual,Full Year,2017-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,296,0,2017,Actual,Full Year,2017-06-30,296,Managing Director's Office,MDO,10
Mayor's Office,General,42,0,2017,Actual,Full Year,2017-06-30,42,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,10,0,2017,Actual,Full Year,2017-06-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,4,0,2017,Actual,Full Year,2017-06-30,4,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,16,0,2017,Actual,Full Year,2017-06-30,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,General,55,0,2017,Actual,Full Year,2017-06-30,55,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,General,32,0,2017,Actual,Full Year,2017-06-30,32,Office of Children and Families,OCF,66
Office of Homeless Services,General,146,0,2017,Actual,Full Year,2017-06-30,146,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2017,Actual,Full Year,2017-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,85,0,2017,Actual,Full Year,2017-06-30,85,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,274,0,2017,Actual,Full Year,2017-06-30,274,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2017,Actual,Full Year,2017-06-30,18,Office of the Inspector General,OIG,48
Office of Planning and Development,General,4,0,2017,Actual,Full Year,2017-06-30,4,Mayor's Office of Planning and Development,,62
Office of Property Assessment,General,199,0,2017,Actual,Full Year,2017-06-30,199,Office of Property Assessment,OPA,59
Office of Sustainability,General,7,0,2017,Actual,Full Year,2017-06-30,7,Office of Sustainability,Sustainability,49
Parks and Recreation,General,607,0,2017,Actual,Full Year,2017-06-30,607,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,0,0,2017,Actual,Full Year,2017-06-30,0,Department of Planning and Development,Planning & Development,72
Prisons,General,2277,0,2017,Actual,Full Year,2017-06-30,2277,Philadelphia Prison System,Prisons,23
Procurement,General,44,0,2017,Actual,Full Year,2017-06-30,44,Procurement Department,Procurement,38
Public Health,General,687,0,2017,Actual,Full Year,2017-06-30,687,Department of Public Health,Public Health,14
Public Property,General,146,0,2017,Actual,Full Year,2017-06-30,146,Department of Public Property,Public Property,20
Records,General,57,0,2017,Actual,Full Year,2017-06-30,57,Department of Records,Records,31
Register of Wills,General,72,0,2017,Actual,Full Year,2017-06-30,72,Register of Wills,,68
Revenue,General,402,0,2017,Actual,Full Year,2017-06-30,402,Department of Revenue,Revenue,36
Sheriff,General,348,0,2017,Actual,Full Year,2017-06-30,348,Office of the Sheriff,Sheriff,70
Streets,General,1702,0,2017,Actual,Full Year,2017-06-30,1702,Streets Department,Streets,12
Water,General,0,0,2017,Actual,Full Year,2017-06-30,0,Water Department,Water,28
Water Rate Board,General,0,0,2017,Actual,Full Year,2017-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,General,0,0,2017,Actual,Full Year,2017-06-30,0,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Ethics,,45
Board of Pensions,Other,59,0,2017,Actual,Full Year,2017-06-30,59,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Council,,01
City Planning Commission,Other,6,0,2017,Actual,Full Year,2017-06-30,6,City Planning Commission,,51
City Representative,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Civil Service Commission,,55
Commerce,Other,774,0,2017,Actual,Full Year,2017-06-30,774,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,515,0,2017,Actual,Full Year,2017-06-30,515,First Judicial District,FJD,84
Fleet Management,Other,73,0,2017,Actual,Full Year,2017-06-30,73,Office of Fleet Management,Fleet,25
Free Library,Other,13,0,2017,Actual,Full Year,2017-06-30,13,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1192,0,2017,Actual,Full Year,2017-06-30,1192,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2017,Actual,Full Year,2017-06-30,0,Labor,,03
Law,Other,48,0,2017,Actual,Full Year,2017-06-30,48,Law Department,Law,44
Licenses & Inspections,Other,8,0,2017,Actual,Full Year,2017-06-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2017,Actual,Full Year,2017-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2017,Actual,Full Year,2017-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,36,0,2017,Actual,Full Year,2017-06-30,36,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2017,Actual,Full Year,2017-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,36,0,2017,Actual,Full Year,2017-06-30,36,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2017,Actual,Full Year,2017-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,232,0,2017,Actual,Full Year,2017-06-30,232,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
