dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Mural Arts Program,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,232,0,2011,Actual,Full Year,2011-06-30,232,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,67,0,2011,Actual,Full Year,2011-06-30,67,Office of Innovation and Technology,OIT,04
Office of Property Assessment (2),Other,0,0,2011,Actual,Full Year,2011-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Off.c of Supportive Housing,Other,44,0,2011,Actual,Full Year,2011-06-30,44,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,72,0,2011,Actual,Full Year,2011-06-30,72,Office of Housing and Community Development,,06
Parks and Recreation,Other,22,0,2011,Actual,Full Year,2011-06-30,22,Department of Parks and Recreation,Parks & Recreation,16
Prisons,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2011,Actual,Full Year,2011-06-30,2,Procurement Department,Procurement,38
Public Health,Other,224,0,2011,Actual,Full Year,2011-06-30,224,Department of Public Health,Public Health,14
Public Property,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Register of Wills,,68
Revenue,Other,239,0,2011,Actual,Full Year,2011-06-30,239,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Streets: Sanitation,,12S
Water,Other,1646,0,2011,Actual,Full Year,2011-06-30,1646,Water Department,Water,28
Youth Commission,Other,0,0,2011,Actual,Full Year,2011-06-30,0,Youth Commission,,47
