dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Board of Ethics,Total,9,0,2021,Actual,YTD,2021-06-30,9,Board of Ethics,,45
Board of Pensions,Total,55,0,2021,Actual,YTD,2021-06-30,55,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,15,0,2021,Actual,YTD,2021-06-30,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,137,0,2021,Actual,YTD,2021-06-30,137,City Commissioner's Office,City Commissioners,73
City Council,Total,182,0,2021,Actual,YTD,2021-06-30,182,City Council,,01
City Representative,Total,0,0,2021,Actual,YTD,2021-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2021,Actual,YTD,2021-06-30,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,1,0,2021,Actual,YTD,2021-06-30,1,Civil Service Commission,,55
Commerce,Total,767,0,2021,Actual,YTD,2021-06-30,767,Office of the Director of Commerce,Commerce,42
Finance,Total,119,0,2021,Actual,YTD,2021-06-30,119,Office of the Director of Finance,Finance,35
First Judicial District,Total,2225,0,2021,Actual,YTD,2021-06-30,2225,First Judicial District,FJD,84
Fleet Management,Total,335,0,2021,Actual,YTD,2021-06-30,335,Office of Fleet Management,Fleet,25
Free Library,Total,645,0,2021,Actual,YTD,2021-06-30,645,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,32,0,2021,Actual,YTD,2021-06-30,32,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1464,0,2021,Actual,YTD,2021-06-30,1464,Department of Human Services,DHS,22
Labor,Total,26,0,2021,Actual,YTD,2021-06-30,26,Labor,,03
Law,Total,175,0,2021,Actual,YTD,2021-06-30,175,Law Department,Law,44
Licenses & Inspections,Total,380,0,2021,Actual,YTD,2021-06-30,380,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2021,Actual,YTD,2021-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,1,0,2021,Actual,YTD,2021-06-30,1,L&I: Board of Review,,27
Managing Director's Office,Total,415,0,2021,Actual,YTD,2021-06-30,415,Managing Director's Office,MDO,10
Mayor's Office,Total,64,0,2021,Actual,YTD,2021-06-30,64,Mayor's Office,Mayor,05
Mayor's Office-Comm. Empowerment & Opp.,Total,29,0,2021,Actual,YTD,2021-06-30,29,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,8,0,2021,Actual,YTD,2021-06-30,8,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,0,0,2021,Actual,YTD,2021-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith & Intellectual disAbility,Total,253,0,2021,Actual,YTD,2021-06-30,253,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,Total,59,0,2021,Actual,YTD,2021-06-30,59,Office of the Chief Administrative Officer,CAO,65
Office of Children and Families,Total,3,0,2021,Actual,YTD,2021-06-30,3,Office of Children and Families,OCF,66
Office of Homeless Services,Total,170,0,2021,Actual,YTD,2021-06-30,170,Office of Homeless Services,OHS,24
Office of Human Resources,Total,75,0,2021,Actual,YTD,2021-06-30,75,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,415,0,2021,Actual,YTD,2021-06-30,415,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,18,0,2021,Actual,YTD,2021-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,190,0,2021,Actual,YTD,2021-06-30,190,Office of Property Assessment,OPA,59
Office of Sustainability,Total,10,0,2021,Actual,YTD,2021-06-30,10,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,670,0,2021,Actual,YTD,2021-06-30,670,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,106,0,2021,Actual,YTD,2021-06-30,106,Department of Planning and Development,Planning & Development,72
Prisons,Total,1620,0,2021,Actual,YTD,2021-06-30,1620,Philadelphia Prison System,Prisons,23
Procurement,Total,37,0,2021,Actual,YTD,2021-06-30,37,Procurement Department,Procurement,38
Public Health,Total,898,0,2021,Actual,YTD,2021-06-30,898,Department of Public Health,Public Health,14
Public Property,Total,142,0,2021,Actual,YTD,2021-06-30,142,Department of Public Property,Public Property,20
Records,Total,51,0,2021,Actual,YTD,2021-06-30,51,Department of Records,Records,31
Register of Wills,Total,70,0,2021,Actual,YTD,2021-06-30,70,Register of Wills,,68
Revenue,Total,579,0,2021,Actual,YTD,2021-06-30,579,Department of Revenue,Revenue,36
Sheriff,Total,367,0,2021,Actual,YTD,2021-06-30,367,Office of the Sheriff,Sheriff,70
Streets,Total,1941,0,2021,Actual,YTD,2021-06-30,1941,Streets Department,Streets,12
Water,Total,1922,0,2021,Actual,YTD,2021-06-30,1922,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Total,1,0,2021,Actual,YTD,2021-06-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Police,General,816,6053,2021,Actual,YTD,2021-06-30,6869,Police Department,Police,11
Police,Other,11,139,2021,Actual,YTD,2021-06-30,150,Police Department,Police,11
Police,Total,827,6192,2021,Actual,YTD,2021-06-30,7019,Police Department,Police,11
Fire,General,114,2564,2021,Actual,YTD,2021-06-30,2678,Fire Department,Fire,13
Fire,Other,2,75,2021,Actual,YTD,2021-06-30,77,Fire Department,Fire,13
Fire,Total,116,2639,2021,Actual,YTD,2021-06-30,2755,Fire Department,Fire,13
District Attorney,General,486,35,2021,Actual,YTD,2021-06-30,521,District Attorney's Office,DAO,69
District Attorney,Other,91,7,2021,Actual,YTD,2021-06-30,98,District Attorney's Office,DAO,69
District Attorney,Total,577,42,2021,Actual,YTD,2021-06-30,619,District Attorney's Office,DAO,69
Auditing (City Controller's Office),General,121,0,2020,Actual,Full Year,2020-06-30,121,City Controller's Office,,61
Board of Ethics,General,7,0,2020,Actual,Full Year,2020-06-30,7,Board of Ethics,,45
Board of Pensions,General,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,14,0,2020,Actual,Full Year,2020-06-30,14,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,98,0,2020,Actual,Full Year,2020-06-30,98,City Commissioner's Office,City Commissioners,73
City Council,General,180,0,2020,Actual,Full Year,2020-06-30,180,City Council,,01
City Representative,General,5,0,2020,Actual,Full Year,2020-06-30,5,Office of the City Representative,City Rep,41
City Treasurer,General,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2020,Actual,Full Year,2020-06-30,2,Civil Service Commission,,55
Commerce,General,44,0,2020,Actual,Full Year,2020-06-30,44,Office of the Director of Commerce,Commerce,42
Finance,General,119,0,2020,Actual,Full Year,2020-06-30,119,Office of the Director of Finance,Finance,35
First Judicial District,General,1825,0,2020,Actual,Full Year,2020-06-30,1825,First Judicial District,FJD,84
Fleet Management,General,282,0,2020,Actual,Full Year,2020-06-30,282,Office of Fleet Management,Fleet,25
Free Library,General,677,0,2020,Actual,Full Year,2020-06-30,677,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,General,34,0,2020,Actual,Full Year,2020-06-30,34,Commission on Human Relations,Human Relations,54
Human Services (1),General,437,0,2020,Actual,Full Year,2020-06-30,437,Department of Human Services,DHS,22
Labor,General,27,0,2020,Actual,Full Year,2020-06-30,27,Labor,,03
Law,General,130,0,2020,Actual,Full Year,2020-06-30,130,Law Department,Law,44
Licenses & Inspections,General,394,0,2020,Actual,Full Year,2020-06-30,394,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2020,Actual,Full Year,2020-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2020,Actual,Full Year,2020-06-30,2,L&I: Board of Review,,27
Managing Director's Office,General,287,0,2020,Actual,Full Year,2020-06-30,287,Managing Director's Office,MDO,10
Mayor's Office,General,61,0,2020,Actual,Full Year,2020-06-30,61,Mayor's Office,Mayor,05
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2020,Actual,Full Year,2020-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,10,0,2020,Actual,Full Year,2020-06-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,2,0,2020,Actual,Full Year,2020-06-30,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith & Intellectual disAbility,General,24,0,2020,Actual,Full Year,2020-06-30,24,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,General,64,0,2020,Actual,Full Year,2020-06-30,64,Office of the Chief Administrative Officer,CAO,65
Office of Children and Families,General,40,0,2020,Actual,Full Year,2020-06-30,40,Office of Children and Families,OCF,66
Office of Homeless Services,General,151,0,2020,Actual,Full Year,2020-06-30,151,Office of Homeless Services,OHS,24
Office of Human Resources,General,79,0,2020,Actual,Full Year,2020-06-30,79,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,317,0,2020,Actual,Full Year,2020-06-30,317,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the Inspector General,OIG,48
Office of Property Assessment,General,195,0,2020,Actual,Full Year,2020-06-30,195,Office of Property Assessment,OPA,59
Office of Sustainability,General,7,0,2020,Actual,Full Year,2020-06-30,7,Office of Sustainability,Sustainability,49
Parks and Recreation,General,647,0,2020,Actual,Full Year,2020-06-30,647,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,55,0,2020,Actual,Full Year,2020-06-30,55,Department of Planning and Development,Planning & Development,72
Prisons,General,1975,0,2020,Actual,Full Year,2020-06-30,1975,Philadelphia Prison System,Prisons,23
Procurement,General,42,0,2020,Actual,Full Year,2020-06-30,42,Procurement Department,Procurement,38
Public Health,General,739,0,2020,Actual,Full Year,2020-06-30,739,Department of Public Health,Public Health,14
Public Property,General,119,0,2020,Actual,Full Year,2020-06-30,119,Department of Public Property,Public Property,20
Records,General,51,0,2020,Actual,Full Year,2020-06-30,51,Department of Records,Records,31
Register of Wills,General,66,0,2020,Actual,Full Year,2020-06-30,66,Register of Wills,,68
Revenue,General,402,0,2020,Actual,Full Year,2020-06-30,402,Department of Revenue,Revenue,36
Sheriff,General,385,0,2020,Actual,Full Year,2020-06-30,385,Office of the Sheriff,Sheriff,70
Streets,General,1925,0,2020,Actual,Full Year,2020-06-30,1925,Streets Department,Streets,12
Water,General,0,0,2020,Actual,Full Year,2020-06-30,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,Full Year,2020-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Auditing (City Controller's Office),Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Ethics,,45
Board of Pensions,Other,54,0,2020,Actual,Full Year,2020-06-30,54,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Council,,01
City Representative,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Civil Service Commission,,55
Commerce,Other,810,0,2020,Actual,Full Year,2020-06-30,810,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,498,0,2020,Actual,Full Year,2020-06-30,498,First Judicial District,FJD,84
Fleet Management,Other,78,0,2020,Actual,Full Year,2020-06-30,78,Office of Fleet Management,Fleet,25
Free Library,Other,10,0,2020,Actual,Full Year,2020-06-30,10,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1081,0,2020,Actual,Full Year,2020-06-30,1081,Department of Human Services,DHS,22
Labor,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Labor,,03
Law,Other,51,0,2020,Actual,Full Year,2020-06-30,51,Law Department,Law,44
Licenses & Inspections,Other,8,0,2020,Actual,Full Year,2020-06-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2020,Actual,Full Year,2020-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2020,Actual,Full Year,2020-06-30,0,L&I: Board of Review,,27
Managing Director's Office,Other,86,0,2020,Actual,Full Year,2020-06-30,86,Managing Director's Office,MDO,10
Mayor's Office,Other,4,0,2020,Actual,Full Year,2020-06-30,4,Mayor's Office,Mayor,05
Mayor's Office-Comm. Empowerment & Opp.,Other,22,0,2020,Actual,Full Year,2020-06-30,22,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2020,Actual,Full Year,2020-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith & Intellectual disAbility,Other,230,0,2020,Actual,Full Year,2020-06-30,230,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of the Chief Administrative Officer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Chief Administrative Officer,CAO,65
Office of Children and Families,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,24,0,2020,Actual,Full Year,2020-06-30,24,Office of Homeless Services,OHS,24
Office of Human Resources,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,97,0,2020,Actual,Full Year,2020-06-30,97,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,25,0,2020,Actual,Full Year,2020-06-30,25,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,53,0,2020,Actual,Full Year,2020-06-30,53,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Procurement Department,Procurement,38
Public Health,Other,146,0,2020,Actual,Full Year,2020-06-30,146,Department of Public Health,Public Health,14
Public Property,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Register of Wills,,68
Revenue,Other,205,0,2020,Actual,Full Year,2020-06-30,205,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Streets Department,Streets,12
Water,Other,1989,0,2020,Actual,Full Year,2020-06-30,1989,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2020,Actual,Full Year,2020-06-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Auditing (City Controller's Office),Total,121,0,2020,Actual,Full Year,2020-06-30,121,City Controller's Office,,61
Board of Ethics,Total,7,0,2020,Actual,Full Year,2020-06-30,7,Board of Ethics,,45
Board of Pensions,Total,54,0,2020,Actual,Full Year,2020-06-30,54,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,14,0,2020,Actual,Full Year,2020-06-30,14,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,98,0,2020,Actual,Full Year,2020-06-30,98,City Commissioner's Office,City Commissioners,73
City Council,Total,180,0,2020,Actual,Full Year,2020-06-30,180,City Council,,01
City Representative,Total,5,0,2020,Actual,Full Year,2020-06-30,5,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2020,Actual,Full Year,2020-06-30,2,Civil Service Commission,,55
Commerce,Total,854,0,2020,Actual,Full Year,2020-06-30,854,Office of the Director of Commerce,Commerce,42
Finance,Total,119,0,2020,Actual,Full Year,2020-06-30,119,Office of the Director of Finance,Finance,35
First Judicial District,Total,2323,0,2020,Actual,Full Year,2020-06-30,2323,First Judicial District,FJD,84
Fleet Management,Total,360,0,2020,Actual,Full Year,2020-06-30,360,Office of Fleet Management,Fleet,25
Free Library,Total,687,0,2020,Actual,Full Year,2020-06-30,687,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,34,0,2020,Actual,Full Year,2020-06-30,34,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1518,0,2020,Actual,Full Year,2020-06-30,1518,Department of Human Services,DHS,22
Labor,Total,27,0,2020,Actual,Full Year,2020-06-30,27,Labor,,03
Law,Total,181,0,2020,Actual,Full Year,2020-06-30,181,Law Department,Law,44
Licenses & Inspections,Total,402,0,2020,Actual,Full Year,2020-06-30,402,Department of Licenses and Inspections,L&I,26
