dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Fleet Management,General,292,0,2010,Actual,YTD,2010-06-30,292,Office of Fleet Management,25,Fleet
Free Library,General,602,0,2010,Actual,YTD,2010-06-30,602,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2010,Actual,YTD,2010-06-30,6,Historical Commission,32,
Human Relations Commission,General,33,0,2010,Actual,YTD,2010-06-30,33,Commission on Human Relations,54,Human Relations
Human Services,General,1751,0,2010,Actual,YTD,2010-06-30,1751,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2010,Actual,YTD,2010-06-30,7,Labor,03,
Law,General,176,0,2010,Actual,YTD,2010-06-30,176,Law Department,44,Law
Licenses & Inspections,General,305,0,2010,Actual,YTD,2010-06-30,305,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,112,0,2010,Actual,YTD,2010-06-30,112,Managing Director's Office,10,MDO
Mayor,General,38,0,2010,Actual,YTD,2010-06-30,38,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,General,2,0,2010,Actual,YTD,2010-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,General,15,0,2010,Actual,YTD,2010-06-30,15,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,General,0,0,2010,Actual,YTD,2010-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,8,0,2010,Actual,YTD,2010-06-30,8,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2010,Actual,YTD,2010-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,22,0,2010,Actual,YTD,2010-06-30,22,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,General,53,0,2010,Actual,YTD,2010-06-30,53,Office of Human Resources,56,OHR
Off.ot Supportive Housing,General,124,0,2010,Actual,YTD,2010-06-30,124,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2010,Actual,YTD,2010-06-30,0,Office of Housing and Community Development,06,
Prisons,General,2254,0,2010,Actual,YTD,2010-06-30,2254,Philadelphia Prison System,23,Prisons
Procurement,General,46,0,2010,Actual,YTD,2010-06-30,46,Procurement Department,38,Procurement
Public Health,General,662,0,2010,Actual,YTD,2010-06-30,662,Department of Public Health,14,Public Health
Public Property,General,123,0,2010,Actual,YTD,2010-06-30,123,Department of Public Property,20,Public Property
Records,General,59,0,2010,Actual,YTD,2010-06-30,59,Department of Records,31,Records
Recreation,General,435,0,2010,Actual,YTD,2010-06-30,435,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,63,0,2010,Actual,YTD,2010-06-30,63,Register of Wills,68,
Revenue,General,250,0,2010,Actual,YTD,2010-06-30,250,Department of Revenue,36,Revenue
Sheriff,General,230,0,2010,Actual,YTD,2010-06-30,230,Office of the Sheriff,70,Sheriff
Streets,General,523,0,2010,Actual,YTD,2010-06-30,523,Streets Department,12,Streets
Streets Sanitation,General,1170,0,2010,Actual,YTD,2010-06-30,1170,Streets: Sanitation,12-S,
Water,General,0,0,2010,Actual,YTD,2010-06-30,0,Water Department,28,Water
Youth Commission,General,1,0,2010,Actual,YTD,2010-06-30,1,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2010,Actual,YTD,2010-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,2,0,2010,Actual,YTD,2010-06-30,2,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2010,Actual,YTD,2010-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2010,Actual,YTD,2010-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2010,Actual,YTD,2010-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2010,Actual,YTD,2010-06-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2010,Actual,YTD,2010-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,67,0,2010,Actual,YTD,2010-06-30,67,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2010,Actual,YTD,2010-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2010,Actual,YTD,2010-06-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2010,Actual,YTD,2010-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2010,Actual,YTD,2010-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2010,Actual,YTD,2010-06-30,0,City Council,01,
City Planning Commission,Other,4,0,2010,Actual,YTD,2010-06-30,4,City Planning Commission,51,
City Representative,Other,0,0,2010,Actual,YTD,2010-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2010,Actual,YTD,2010-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2010,Actual,YTD,2010-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2010,Actual,YTD,2010-06-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,729,0,2010,Actual,YTD,2010-06-30,729,Office of the Director of Commerce,42,Commerce
Division of Technology,Other,16,0,2010,Actual,YTD,2010-06-30,16,Office of Innovation and Technology,04,OIT
Fairmount Park,Other,2,0,2010,Actual,YTD,2010-06-30,2,Fairmount Park Commission,17,
Finance,Other,4,0,2010,Actual,YTD,2010-06-30,4,Office of the Director of Finance,35,Finance
First Judicial District,Other,548,0,2010,Actual,YTD,2010-06-30,548,First Judicial District,84,FJD
Fleet Management,Other,60,0,2010,Actual,YTD,2010-06-30,60,Office of Fleet Management,25,Fleet
Free Library,Other,76,0,2010,Actual,YTD,2010-06-30,76,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2010,Actual,YTD,2010-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2010,Actual,YTD,2010-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,52,0,2010,Actual,YTD,2010-06-30,52,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2010,Actual,YTD,2010-06-30,0,Labor,03,
Law,Other,60,0,2010,Actual,YTD,2010-06-30,60,Law Department,44,Law
Licenses & Inspections,Other,11,0,2010,Actual,YTD,2010-06-30,11,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,15,0,2010,Actual,YTD,2010-06-30,15,Managing Director's Office,10,MDO
Mayor,Other,3,0,2010,Actual,YTD,2010-06-30,3,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Other,0,0,2010,Actual,YTD,2010-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Other,0,0,2010,Actual,YTD,2010-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,75,0,2010,Actual,YTD,2010-06-30,75,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,1,0,2010,Actual,YTD,2010-06-30,1,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2010,Actual,YTD,2010-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,236,0,2010,Actual,YTD,2010-06-30,236,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2010,Actual,YTD,2010-06-30,0,Office of Human Resources,56,OHR
Off.ot Supportive Housing,Other,44,0,2010,Actual,YTD,2010-06-30,44,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,74,0,2010,Actual,YTD,2010-06-30,74,Office of Housing and Community Development,06,
Prisons,Other,0,0,2010,Actual,YTD,2010-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2010,Actual,YTD,2010-06-30,2,Procurement Department,38,Procurement
Public Health,Other,213,0,2010,Actual,YTD,2010-06-30,213,Department of Public Health,14,Public Health
Public Property,Other,0,0,2010,Actual,YTD,2010-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2010,Actual,YTD,2010-06-30,0,Department of Records,31,Records
Recreation,Other,21,0,2010,Actual,YTD,2010-06-30,21,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2010,Actual,YTD,2010-06-30,0,Register of Wills,68,
Revenue,Other,236,0,2010,Actual,YTD,2010-06-30,236,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2010,Actual,YTD,2010-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2010,Actual,YTD,2010-06-30,0,Streets Department,12,Streets
Streets Sanitation,Other,0,0,2010,Actual,YTD,2010-06-30,0,Streets: Sanitation,12-S,
Water,Other,1672,0,2010,Actual,YTD,2010-06-30,1672,Water Department,28,Water
Youth Commission,Other,0,0,2010,Actual,YTD,2010-06-30,0,Youth Commission,47,
Zoning Board of Adjustment,Other,0,0,2010,Actual,YTD,2010-06-30,0,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Other,0,0,2010,Actual,YTD,2010-06-30,0,Zoning Code Commission,57,
Atwater Kent Museum,Total,4,0,2010,Actual,YTD,2010-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,120,0,2010,Actual,YTD,2010-06-30,120,City Controller's Office,61,
Board of Building Standards,Total,1,0,2010,Actual,YTD,2010-06-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,Total,7,0,2010,Actual,YTD,2010-06-30,7,Board of Ethics,45,
Board of L & I Review,Total,2,0,2010,Actual,YTD,2010-06-30,2,L&I: Board of Review,27,
Bd. of Pensions,Total,67,0,2010,Actual,YTD,2010-06-30,67,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,112,0,2010,Actual,YTD,2010-06-30,112,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,1,0,2010,Actual,YTD,2010-06-30,1,Camp William Penn,19,
"Capital Program Office, Mayor-",Total,0,0,2010,Actual,YTD,2010-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Total,102,0,2010,Actual,YTD,2010-06-30,102,City Commissioner's Office,73,City Commissioners
City Council,Total,176,0,2010,Actual,YTD,2010-06-30,176,City Council,01,
City Planning Commission,Total,44,0,2010,Actual,YTD,2010-06-30,44,City Planning Commission,51,
City Representative,Total,7,0,2010,Actual,YTD,2010-06-30,7,Office of the City Representative,41,City Rep
City Treasurer,Total,11,0,2010,Actual,YTD,2010-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2010,Actual,YTD,2010-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,106,0,2010,Actual,YTD,2010-06-30,106,Clerk of Quarter Sessions,64,
Commerce,Total,753,0,2010,Actual,YTD,2010-06-30,753,Office of the Director of Commerce,42,Commerce
Division of Technology,Total,190,0,2010,Actual,YTD,2010-06-30,190,Office of Innovation and Technology,04,OIT
Fairmount Park,Total,157,0,2010,Actual,YTD,2010-06-30,157,Fairmount Park Commission,17,
Finance,Total,145,0,2010,Actual,YTD,2010-06-30,145,Office of the Director of Finance,35,Finance
First Judicial District,Total,2304,0,2010,Actual,YTD,2010-06-30,2304,First Judicial District,84,FJD
Fleet Management,Total,352,0,2010,Actual,YTD,2010-06-30,352,Office of Fleet Management,25,Fleet
Free Library,Total,678,0,2010,Actual,YTD,2010-06-30,678,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,6,0,2010,Actual,YTD,2010-06-30,6,Historical Commission,32,
Human Relations Commission,Total,33,0,2010,Actual,YTD,2010-06-30,33,Commission on Human Relations,54,Human Relations
Human Services,Total,1803,0,2010,Actual,YTD,2010-06-30,1803,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2010,Actual,YTD,2010-06-30,7,Labor,03,
Law,Total,236,0,2010,Actual,YTD,2010-06-30,236,Law Department,44,Law
Licenses & Inspections,Total,316,0,2010,Actual,YTD,2010-06-30,316,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Total,127,0,2010,Actual,YTD,2010-06-30,127,Managing Director's Office,10,MDO
Mayor,Total,41,0,2010,Actual,YTD,2010-06-30,41,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Total,2,0,2010,Actual,YTD,2010-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Total,15,0,2010,Actual,YTD,2010-06-30,15,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Total,75,0,2010,Actual,YTD,2010-06-30,75,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Total,9,0,2010,Actual,YTD,2010-06-30,9,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,12,0,2010,Actual,YTD,2010-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,Total,258,0,2010,Actual,YTD,2010-06-30,258,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Total,53,0,2010,Actual,YTD,2010-06-30,53,Office of Human Resources,56,OHR
Off.ot Supportive Housing,Total,168,0,2010,Actual,YTD,2010-06-30,168,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Total,74,0,2010,Actual,YTD,2010-06-30,74,Office of Housing and Community Development,06,
Prisons,Total,2254,0,2010,Actual,YTD,2010-06-30,2254,Philadelphia Prison System,23,Prisons
Procurement,Total,48,0,2010,Actual,YTD,2010-06-30,48,Procurement Department,38,Procurement
Public Health,Total,875,0,2010,Actual,YTD,2010-06-30,875,Department of Public Health,14,Public Health
Public Property,Total,123,0,2010,Actual,YTD,2010-06-30,123,Department of Public Property,20,Public Property
Records,Total,59,0,2010,Actual,YTD,2010-06-30,59,Department of Records,31,Records
Recreation,Total,456,0,2010,Actual,YTD,2010-06-30,456,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Total,63,0,2010,Actual,YTD,2010-06-30,63,Register of Wills,68,
Revenue,Total,486,0,2010,Actual,YTD,2010-06-30,486,Department of Revenue,36,Revenue
Sheriff,Total,230,0,2010,Actual,YTD,2010-06-30,230,Office of the Sheriff,70,Sheriff
Streets,Total,523,0,2010,Actual,YTD,2010-06-30,523,Streets Department,12,Streets
Streets Sanitation,Total,1170,0,2010,Actual,YTD,2010-06-30,1170,Streets: Sanitation,12-S,
Water,Total,1672,0,2010,Actual,YTD,2010-06-30,1672,Water Department,28,Water
Youth Commission,Total,1,0,2010,Actual,YTD,2010-06-30,1,Youth Commission,47,
Zoning Board of Adjustment,Total,5,0,2010,Actual,YTD,2010-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Total,2,0,2010,Actual,YTD,2010-06-30,2,Zoning Code Commission,57,
Police,General,782,6596,2010,Actual,YTD,2010-06-30,7378,Police Department,11,Police
Police,Other,16,152,2010,Actual,YTD,2010-06-30,168,Police Department,11,Police
Police,Total,798,6748,2010,Actual,YTD,2010-06-30,7546,Police Department,11,Police
Fire,General,2084,103,2010,Actual,YTD,2010-06-30,2187,Fire Department,13,Fire
Fire,Other,65,4,2010,Actual,YTD,2010-06-30,69,Fire Department,13,Fire
Fire,Total,2149,107,2010,Actual,YTD,2010-06-30,2256,Fire Department,13,Fire
District Attorney,General,400,10,2010,Actual,YTD,2010-06-30,410,District Attorney's Office,69,DAO
District Attorney,Other,97,11,2010,Actual,YTD,2010-06-30,108,District Attorney's Office,69,DAO
District Attorney,Total,497,21,2010,Actual,YTD,2010-06-30,518,District Attorney's Office,69,DAO
Atwater Kent Museum,General,4,0,2009,Actual,Full Year,2009-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,124,0,2009,Actual,Full Year,2009-06-30,124,City Controller's Office,61,
Board of Building Standards,General,1,0,2009,Actual,Full Year,2009-06-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,General,9,0,2009,Actual,Full Year,2009-06-30,9,Board of Ethics,45,
Board of L & I Review,General,2,0,2009,Actual,Full Year,2009-06-30,2,L&I: Board of Review,27,
Bd. of Pensions,General,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,General,133,0,2009,Actual,Full Year,2009-06-30,133,Board of Revision of Taxes,63,BRT
Camp William Penn,General,1,0,2009,Actual,Full Year,2009-06-30,1,Camp William Penn,19,
"Capital Program Office, Mayor-",General,24,0,2009,Actual,Full Year,2009-06-30,24,Capital Program Office,07,
City Commissioners (Election Board),General,100,0,2009,Actual,Full Year,2009-06-30,100,City Commissioner's Office,73,City Commissioners
City Council,General,185,0,2009,Actual,Full Year,2009-06-30,185,City Council,01,
City Planning Commission,General,42,0,2009,Actual,Full Year,2009-06-30,42,City Planning Commission,51,
City Representative,General,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the City Representative,41,City Rep
City Treasurer,General,11,0,2009,Actual,Full Year,2009-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2009,Actual,Full Year,2009-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,General,110,0,2009,Actual,Full Year,2009-06-30,110,Clerk of Quarter Sessions,64,
Commerce,General,23,0,2009,Actual,Full Year,2009-06-30,23,Office of the Director of Commerce,42,Commerce
Division of Technology,General,146,0,2009,Actual,Full Year,2009-06-30,146,Office of Innovation and Technology,04,OIT
Fairmount Park,General,159,0,2009,Actual,Full Year,2009-06-30,159,Fairmount Park Commission,17,
Finance,General,143,0,2009,Actual,Full Year,2009-06-30,143,Office of the Director of Finance,35,Finance
First Judicial District,General,1898,0,2009,Actual,Full Year,2009-06-30,1898,First Judicial District,84,FJD
Fleet Management,General,302,0,2009,Actual,Full Year,2009-06-30,302,Office of Fleet Management,25,Fleet
Free Library,General,629,0,2009,Actual,Full Year,2009-06-30,629,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2009,Actual,Full Year,2009-06-30,6,Historical Commission,32,
Human Relations Commission,General,34,0,2009,Actual,Full Year,2009-06-30,34,Commission on Human Relations,54,Human Relations
Human Services,General,1741,0,2009,Actual,Full Year,2009-06-30,1741,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2009,Actual,Full Year,2009-06-30,7,Labor,03,
Law,General,182,0,2009,Actual,Full Year,2009-06-30,182,Law Department,44,Law
Licenses & Inspections,General,309,0,2009,Actual,Full Year,2009-06-30,309,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,128,0,2009,Actual,Full Year,2009-06-30,128,Managing Director's Office,10,MDO
Mayor,General,71,0,2009,Actual,Full Year,2009-06-30,71,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,General,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,General,87,0,2009,Actual,Full Year,2009-06-30,87,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,8,0,2009,Actual,Full Year,2009-06-30,8,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2009,Actual,Full Year,2009-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,26,0,2009,Actual,Full Year,2009-06-30,26,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,General,64,0,2009,Actual,Full Year,2009-06-30,64,Office of Human Resources,56,OHR
Off.ot Supportive Housing,General,126,0,2009,Actual,Full Year,2009-06-30,126,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Housing and Community Development,06,
Prisons,General,2067,0,2009,Actual,Full Year,2009-06-30,2067,Philadelphia Prison System,23,Prisons
Procurement,General,50,0,2009,Actual,Full Year,2009-06-30,50,Procurement Department,38,Procurement
Public Health,General,675,0,2009,Actual,Full Year,2009-06-30,675,Department of Public Health,14,Public Health
Public Property,General,135,0,2009,Actual,Full Year,2009-06-30,135,Department of Public Property,20,Public Property
Records,General,64,0,2009,Actual,Full Year,2009-06-30,64,Department of Records,31,Records
Recreation,General,443,0,2009,Actual,Full Year,2009-06-30,443,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,65,0,2009,Actual,Full Year,2009-06-30,65,Register of Wills,68,
Revenue,General,256,0,2009,Actual,Full Year,2009-06-30,256,Department of Revenue,36,Revenue
Sheriff,General,238,0,2009,Actual,Full Year,2009-06-30,238,Office of the Sheriff,70,Sheriff
Streets,General,536,0,2009,Actual,Full Year,2009-06-30,536,Streets Department,12,Streets
Streets Sanitation,General,1183,0,2009,Actual,Full Year,2009-06-30,1183,Streets: Sanitation,12-S,
Water,General,0,0,2009,Actual,Full Year,2009-06-30,0,Water Department,28,Water
Youth Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2009,Actual,Full Year,2009-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,67,0,2009,Actual,Full Year,2009-06-30,67,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Council,01,
City Planning Commission,Other,5,0,2009,Actual,Full Year,2009-06-30,5,City Planning Commission,51,
City Representative,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,760,0,2009,Actual,Full Year,2009-06-30,760,Office of the Director of Commerce,42,Commerce
Division of Technology,Other,16,0,2009,Actual,Full Year,2009-06-30,16,Office of Innovation and Technology,04,OIT
Fairmount Park,Other,1,0,2009,Actual,Full Year,2009-06-30,1,Fairmount Park Commission,17,
Finance,Other,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the Director of Finance,35,Finance
First Judicial District,Other,451,0,2009,Actual,Full Year,2009-06-30,451,First Judicial District,84,FJD
Fleet Management,Other,57,0,2009,Actual,Full Year,2009-06-30,57,Office of Fleet Management,25,Fleet
Free Library,Other,87,0,2009,Actual,Full Year,2009-06-30,87,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,66,0,2009,Actual,Full Year,2009-06-30,66,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Labor,03,
Law,Other,53,0,2009,Actual,Full Year,2009-06-30,53,Law Department,44,Law
Licenses & Inspections,Other,14,0,2009,Actual,Full Year,2009-06-30,14,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,3,0,2009,Actual,Full Year,2009-06-30,3,Managing Director's Office,10,MDO
Mayor,Other,3,0,2009,Actual,Full Year,2009-06-30,3,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Other,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,84,0,2009,Actual,Full Year,2009-06-30,84,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,244,0,2009,Actual,Full Year,2009-06-30,244,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Human Resources,56,OHR
Off.ot Supportive Housing,Other,45,0,2009,Actual,Full Year,2009-06-30,45,Office of Homeless Services,24,OHS
