dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Planning & Development,General,45,0,2018,Actual,YTD,2018-03-31,45,Department of Planning and Development,Planning & Development,72
Prisons,General,2220,0,2018,Actual,YTD,2018-03-31,2220,Philadelphia Prison System,Prisons,23
Procurement,General,43,0,2018,Actual,YTD,2018-03-31,43,Procurement Department,Procurement,38
Public Health,General,718,0,2018,Actual,YTD,2018-03-31,718,Department of Public Health,Public Health,14
Public Property,General,139,0,2018,Actual,YTD,2018-03-31,139,Department of Public Property,Public Property,20
Records,General,56,0,2018,Actual,YTD,2018-03-31,56,Department of Records,Records,31
Register of Wills,General,71,0,2018,Actual,YTD,2018-03-31,71,Register of Wills,,68
Revenue,General,398,0,2018,Actual,YTD,2018-03-31,398,Department of Revenue,Revenue,36
Sheriff,General,367,0,2018,Actual,YTD,2018-03-31,367,Office of the Sheriff,Sheriff,70
Streets,General,1678,0,2018,Actual,YTD,2018-03-31,1678,Streets Department,Streets,12
Water,General,0,0,2018,Actual,YTD,2018-03-31,0,Water Department,Water,28
Water Rate Board,General,0,0,2018,Actual,YTD,2018-03-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,General,0,0,2018,Actual,YTD,2018-03-31,0,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2018,Actual,YTD,2018-03-31,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2018,Actual,YTD,2018-03-31,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2018,Actual,YTD,2018-03-31,0,Board of Ethics,,45
Board of Pensions,Other,59,0,2018,Actual,YTD,2018-03-31,59,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2018,Actual,YTD,2018-03-31,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2018,Actual,YTD,2018-03-31,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2018,Actual,YTD,2018-03-31,0,City Council,,01
City Planning Commission,Other,0,0,2018,Actual,YTD,2018-03-31,0,City Planning Commission,,51
City Representative,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2018,Actual,YTD,2018-03-31,0,Civil Service Commission,,55
Commerce,Other,793,0,2018,Actual,YTD,2018-03-31,793,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,509,0,2018,Actual,YTD,2018-03-31,509,First Judicial District,FJD,84
Fleet Management,Other,74,0,2018,Actual,YTD,2018-03-31,74,Office of Fleet Management,Fleet,25
Free Library,Other,12,0,2018,Actual,YTD,2018-03-31,12,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2018,Actual,YTD,2018-03-31,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2018,Actual,YTD,2018-03-31,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1128,0,2018,Actual,YTD,2018-03-31,1128,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2018,Actual,YTD,2018-03-31,0,Labor,,03
Law,Other,55,0,2018,Actual,YTD,2018-03-31,55,Law Department,Law,44
Licenses & Inspections,Other,8,0,2018,Actual,YTD,2018-03-31,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2018,Actual,YTD,2018-03-31,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2018,Actual,YTD,2018-03-31,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2018,Actual,YTD,2018-03-31,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,54,0,2018,Actual,YTD,2018-03-31,54,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2018,Actual,YTD,2018-03-31,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,30,0,2018,Actual,YTD,2018-03-31,30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,0,0,2018,Actual,YTD,2018-03-31,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2018,Actual,YTD,2018-03-31,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2018,Actual,YTD,2018-03-31,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,234,0,2018,Actual,YTD,2018-03-31,234,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,2,0,2018,Actual,YTD,2018-03-31,2,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,28,0,2018,Actual,YTD,2018-03-31,28,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,94,0,2018,Actual,YTD,2018-03-31,94,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of the Inspector General,OIG,48
Office of Planning and Development,Other,0,0,2018,Actual,YTD,2018-03-31,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,28,0,2018,Actual,YTD,2018-03-31,28,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,52,0,2018,Actual,YTD,2018-03-31,52,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2018,Actual,YTD,2018-03-31,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2018,Actual,YTD,2018-03-31,2,Procurement Department,Procurement,38
Public Health,Other,159,0,2018,Actual,YTD,2018-03-31,159,Department of Public Health,Public Health,14
Public Property,Other,0,0,2018,Actual,YTD,2018-03-31,0,Department of Public Property,Public Property,20
Records,Other,0,0,2018,Actual,YTD,2018-03-31,0,Department of Records,Records,31
Register of Wills,Other,0,0,2018,Actual,YTD,2018-03-31,0,Register of Wills,,68
Revenue,Other,218,0,2018,Actual,YTD,2018-03-31,218,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2018,Actual,YTD,2018-03-31,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2018,Actual,YTD,2018-03-31,0,Streets Department,Streets,12
Water,Other,1886,0,2018,Actual,YTD,2018-03-31,1886,Water Department,Water,28
Water Rate Board,Other,0,0,2018,Actual,YTD,2018-03-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,Other,0,0,2018,Actual,YTD,2018-03-31,0,Youth Commission,,47
Atwater Kent Museum,Total,4,0,2018,Actual,YTD,2018-03-31,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,120,0,2018,Actual,YTD,2018-03-31,120,City Controller's Office,,61
Board of Ethics,Total,11,0,2018,Actual,YTD,2018-03-31,11,Board of Ethics,,45
Board of Pensions,Total,59,0,2018,Actual,YTD,2018-03-31,59,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,11,0,2018,Actual,YTD,2018-03-31,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,101,0,2018,Actual,YTD,2018-03-31,101,City Commissioner's Office,City Commissioners,73
City Council,Total,193,0,2018,Actual,YTD,2018-03-31,193,City Council,,01
City Planning Commission,Total,0,0,2018,Actual,YTD,2018-03-31,0,City Planning Commission,,51
City Representative,Total,9,0,2018,Actual,YTD,2018-03-31,9,Office of the City Representative,City Rep,41
City Treasurer,Total,17,0,2018,Actual,YTD,2018-03-31,17,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2018,Actual,YTD,2018-03-31,2,Civil Service Commission,,55
Commerce,Total,823,0,2018,Actual,YTD,2018-03-31,823,Office of the Director of Commerce,Commerce,42
Finance,Total,116,0,2018,Actual,YTD,2018-03-31,116,Office of the Director of Finance,Finance,35
First Judicial District,Total,2368,0,2018,Actual,YTD,2018-03-31,2368,First Judicial District,FJD,84
Fleet Management,Total,354,0,2018,Actual,YTD,2018-03-31,354,Office of Fleet Management,Fleet,25
Free Library,Total,657,0,2018,Actual,YTD,2018-03-31,657,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,0,0,2018,Actual,YTD,2018-03-31,0,Historical Commission,,32
Human Relations Commission,Total,32,0,2018,Actual,YTD,2018-03-31,32,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1573,0,2018,Actual,YTD,2018-03-31,1573,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,19,0,2018,Actual,YTD,2018-03-31,19,Labor,,03
Law,Total,174,0,2018,Actual,YTD,2018-03-31,174,Law Department,Law,44
Licenses & Inspections,Total,385,0,2018,Actual,YTD,2018-03-31,385,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2018,Actual,YTD,2018-03-31,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2018,Actual,YTD,2018-03-31,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Total,0,0,2018,Actual,YTD,2018-03-31,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Total,356,0,2018,Actual,YTD,2018-03-31,356,Managing Director's Office,MDO,10
Mayor's Office,Total,43,0,2018,Actual,YTD,2018-03-31,43,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,32,0,2018,Actual,YTD,2018-03-31,32,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Total,0,0,2018,Actual,YTD,2018-03-31,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,11,0,2018,Actual,YTD,2018-03-31,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,5,0,2018,Actual,YTD,2018-03-31,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,250,0,2018,Actual,YTD,2018-03-31,250,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,62,0,2018,Actual,YTD,2018-03-31,62,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Total,32,0,2018,Actual,YTD,2018-03-31,32,Office of Children and Families,OCF,66
Office of Homeless Services,Total,177,0,2018,Actual,YTD,2018-03-31,177,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,0,0,2018,Actual,YTD,2018-03-31,0,Office of Housing and Community Development,,06
Office of Human Resources,Total,74,0,2018,Actual,YTD,2018-03-31,74,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,380,0,2018,Actual,YTD,2018-03-31,380,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,21,0,2018,Actual,YTD,2018-03-31,21,Office of the Inspector General,OIG,48
Office of Planning and Development,Total,0,0,2018,Actual,YTD,2018-03-31,0,Mayor's Office of Planning and Development,,62
Office of Property Assessment,Total,194,0,2018,Actual,YTD,2018-03-31,194,Office of Property Assessment,OPA,59
Office of Sustainability,Total,7,0,2018,Actual,YTD,2018-03-31,7,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,669,0,2018,Actual,YTD,2018-03-31,669,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,97,0,2018,Actual,YTD,2018-03-31,97,Department of Planning and Development,Planning & Development,72
Prisons,Total,2220,0,2018,Actual,YTD,2018-03-31,2220,Philadelphia Prison System,Prisons,23
Procurement,Total,45,0,2018,Actual,YTD,2018-03-31,45,Procurement Department,Procurement,38
Public Health,Total,877,0,2018,Actual,YTD,2018-03-31,877,Department of Public Health,Public Health,14
Public Property,Total,139,0,2018,Actual,YTD,2018-03-31,139,Department of Public Property,Public Property,20
Records,Total,56,0,2018,Actual,YTD,2018-03-31,56,Department of Records,Records,31
Register of Wills,Total,71,0,2018,Actual,YTD,2018-03-31,71,Register of Wills,,68
Revenue,Total,616,0,2018,Actual,YTD,2018-03-31,616,Department of Revenue,Revenue,36
Sheriff,Total,367,0,2018,Actual,YTD,2018-03-31,367,Office of the Sheriff,Sheriff,70
Streets,Total,1678,0,2018,Actual,YTD,2018-03-31,1678,Streets Department,Streets,12
Water,Total,1886,0,2018,Actual,YTD,2018-03-31,1886,Water Department,Water,28
Water Rate Board,Total,0,0,2018,Actual,YTD,2018-03-31,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,Total,0,0,2018,Actual,YTD,2018-03-31,0,Youth Commission,,47
Police,General,779,6348,2018,Actual,YTD,2018-03-31,7127,Police Department,Police,11
Police,Other,10,149,2018,Actual,YTD,2018-03-31,159,Police Department,Police,11
Police,Total,789,6497,2018,Actual,YTD,2018-03-31,7286,Police Department,Police,11
Fire,General,111,2395,2018,Actual,YTD,2018-03-31,2506,Fire Department,Fire,13
Fire,Other,3,71,2018,Actual,YTD,2018-03-31,74,Fire Department,Fire,13
Fire,Total,114,2466,2018,Actual,YTD,2018-03-31,2580,Fire Department,Fire,13
District Attorney,General,426,39,2018,Actual,YTD,2018-03-31,465,District Attorney's Office,DAO,69
District Attorney,Other,60,11,2018,Actual,YTD,2018-03-31,71,District Attorney's Office,DAO,69
District Attorney,Total,486,50,2018,Actual,YTD,2018-03-31,536,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2017,Actual,Full Year,2017-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,127,0,2017,Actual,Full Year,2017-06-30,127,City Controller's Office,,61
Board of Ethics,General,11,0,2017,Actual,Full Year,2017-06-30,11,Board of Ethics,,45
Board of Pensions,General,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,13,0,2017,Actual,Full Year,2017-06-30,13,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,99,0,2017,Actual,Full Year,2017-06-30,99,City Commissioner's Office,City Commissioners,73
City Council,General,194,0,2017,Actual,Full Year,2017-06-30,194,City Council,,01
City Planning Commission,General,30,0,2017,Actual,Full Year,2017-06-30,30,City Planning Commission,,51
City Representative,General,6,0,2017,Actual,Full Year,2017-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,General,14,0,2017,Actual,Full Year,2017-06-30,14,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2017,Actual,Full Year,2017-06-30,2,Civil Service Commission,,55
Commerce,General,28,0,2017,Actual,Full Year,2017-06-30,28,Office of the Director of Commerce,Commerce,42
Finance,General,111,0,2017,Actual,Full Year,2017-06-30,111,Office of the Director of Finance,Finance,35
First Judicial District,General,1856,0,2017,Actual,Full Year,2017-06-30,1856,First Judicial District,FJD,84
Fleet Management,General,270,0,2017,Actual,Full Year,2017-06-30,270,Office of Fleet Management,Fleet,25
Free Library,General,643,0,2017,Actual,Full Year,2017-06-30,643,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2017,Actual,Full Year,2017-06-30,6,Historical Commission,,32
Human Relations Commission,General,31,0,2017,Actual,Full Year,2017-06-30,31,Commission on Human Relations,Human Relations,54
Human Services (1),General,385,0,2017,Actual,Full Year,2017-06-30,385,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,16,0,2017,Actual,Full Year,2017-06-30,16,Labor,,03
Law,General,119,0,2017,Actual,Full Year,2017-06-30,119,Law Department,Law,44
Licenses & Inspections,General,348,0,2017,Actual,Full Year,2017-06-30,348,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2017,Actual,Full Year,2017-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2017,Actual,Full Year,2017-06-30,2,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,General,5,0,2017,Actual,Full Year,2017-06-30,5,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,General,296,0,2017,Actual,Full Year,2017-06-30,296,Managing Director's Office,MDO,10
Mayor's Office,General,42,0,2017,Actual,Full Year,2017-06-30,42,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,General,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,10,0,2017,Actual,Full Year,2017-06-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,4,0,2017,Actual,Full Year,2017-06-30,4,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,16,0,2017,Actual,Full Year,2017-06-30,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,General,55,0,2017,Actual,Full Year,2017-06-30,55,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,General,32,0,2017,Actual,Full Year,2017-06-30,32,Office of Children and Families,OCF,66
Office of Homeless Services,General,146,0,2017,Actual,Full Year,2017-06-30,146,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2017,Actual,Full Year,2017-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,85,0,2017,Actual,Full Year,2017-06-30,85,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,274,0,2017,Actual,Full Year,2017-06-30,274,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2017,Actual,Full Year,2017-06-30,18,Office of the Inspector General,OIG,48
Office of Planning and Development,General,4,0,2017,Actual,Full Year,2017-06-30,4,Mayor's Office of Planning and Development,,62
Office of Property Assessment,General,199,0,2017,Actual,Full Year,2017-06-30,199,Office of Property Assessment,OPA,59
Office of Sustainability,General,7,0,2017,Actual,Full Year,2017-06-30,7,Office of Sustainability,Sustainability,49
Parks and Recreation,General,607,0,2017,Actual,Full Year,2017-06-30,607,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,0,0,2017,Actual,Full Year,2017-06-30,0,Department of Planning and Development,Planning & Development,72
Prisons,General,2277,0,2017,Actual,Full Year,2017-06-30,2277,Philadelphia Prison System,Prisons,23
Procurement,General,44,0,2017,Actual,Full Year,2017-06-30,44,Procurement Department,Procurement,38
Public Health,General,687,0,2017,Actual,Full Year,2017-06-30,687,Department of Public Health,Public Health,14
Public Property,General,146,0,2017,Actual,Full Year,2017-06-30,146,Department of Public Property,Public Property,20
Records,General,57,0,2017,Actual,Full Year,2017-06-30,57,Department of Records,Records,31
Register of Wills,General,72,0,2017,Actual,Full Year,2017-06-30,72,Register of Wills,,68
Revenue,General,402,0,2017,Actual,Full Year,2017-06-30,402,Department of Revenue,Revenue,36
Sheriff,General,348,0,2017,Actual,Full Year,2017-06-30,348,Office of the Sheriff,Sheriff,70
Streets,General,1702,0,2017,Actual,Full Year,2017-06-30,1702,Streets Department,Streets,12
Water,General,0,0,2017,Actual,Full Year,2017-06-30,0,Water Department,Water,28
Water Rate Board,General,0,0,2017,Actual,Full Year,2017-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Youth Commission,General,0,0,2017,Actual,Full Year,2017-06-30,0,Youth Commission,,47
Atwater Kent Museum,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Ethics,,45
Board of Pensions,Other,59,0,2017,Actual,Full Year,2017-06-30,59,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2017,Actual,Full Year,2017-06-30,0,City Council,,01
City Planning Commission,Other,6,0,2017,Actual,Full Year,2017-06-30,6,City Planning Commission,,51
City Representative,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Civil Service Commission,,55
Commerce,Other,774,0,2017,Actual,Full Year,2017-06-30,774,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,515,0,2017,Actual,Full Year,2017-06-30,515,First Judicial District,FJD,84
Fleet Management,Other,73,0,2017,Actual,Full Year,2017-06-30,73,Office of Fleet Management,Fleet,25
Free Library,Other,13,0,2017,Actual,Full Year,2017-06-30,13,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1192,0,2017,Actual,Full Year,2017-06-30,1192,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2017,Actual,Full Year,2017-06-30,0,Labor,,03
Law,Other,48,0,2017,Actual,Full Year,2017-06-30,48,Law Department,Law,44
Licenses & Inspections,Other,8,0,2017,Actual,Full Year,2017-06-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2017,Actual,Full Year,2017-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2017,Actual,Full Year,2017-06-30,0,L&I: Board of Review,,27
L&I-Zoning Board of Adjustment,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Zoning Board of Adjustments,ZBA,30
Managing Director's Office,Other,36,0,2017,Actual,Full Year,2017-06-30,36,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2017,Actual,Full Year,2017-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,36,0,2017,Actual,Full Year,2017-06-30,36,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation & Utilities,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2017,Actual,Full Year,2017-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2017,Actual,Full Year,2017-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,232,0,2017,Actual,Full Year,2017-06-30,232,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
