dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Bd. of Pensions,Other,66,0,2011,Actual,YTD,2010-09-30,66,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2011,Actual,YTD,2010-09-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2011,Actual,YTD,2010-09-30,0,Camp William Penn,19,
City Commissioners (Election Board),Other,0,0,2011,Actual,YTD,2010-09-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2011,Actual,YTD,2010-09-30,0,City Council,01,
City Planning Commission,Other,4,0,2011,Actual,YTD,2010-09-30,4,City Planning Commission,51,
City Representative,Other,0,0,2011,Actual,YTD,2010-09-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2011,Actual,YTD,2010-09-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2011,Actual,YTD,2010-09-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,739,0,2011,Actual,YTD,2010-09-30,739,Office of the Director of Commerce,42,Commerce
Division of Technology,Other,64,0,2011,Actual,YTD,2010-09-30,64,Office of Innovation and Technology,04,OIT
Fairmount Park,Other,0,0,2011,Actual,YTD,2010-09-30,0,Fairmount Park Commission,17,
Finance,Other,3,0,2011,Actual,YTD,2010-09-30,3,Office of the Director of Finance,35,Finance
First Judicial District,Other,551,0,2011,Actual,YTD,2010-09-30,551,First Judicial District,84,FJD
Fleet Management,Other,62,0,2011,Actual,YTD,2010-09-30,62,Office of Fleet Management,25,Fleet
Free Library,Other,68,0,2011,Actual,YTD,2010-09-30,68,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,72,0,2011,Actual,YTD,2010-09-30,72,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2011,Actual,YTD,2010-09-30,0,Labor,03,
Law,Other,58,0,2011,Actual,YTD,2010-09-30,58,Law Department,44,Law
Licenses & Inspections,Other,15,0,2011,Actual,YTD,2010-09-30,15,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,14,0,2011,Actual,YTD,2010-09-30,14,Managing Director's Office,10,MDO
Mayor,Other,4,0,2011,Actual,YTD,2010-09-30,4,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Other,0,0,2011,Actual,YTD,2010-09-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Other,0,0,2011,Actual,YTD,2010-09-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,74,0,2011,Actual,YTD,2010-09-30,74,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,2,0,2011,Actual,YTD,2010-09-30,2,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2011,Actual,YTD,2010-09-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,233,0,2011,Actual,YTD,2010-09-30,233,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2011,Actual,YTD,2010-09-30,0,Office of Human Resources,56,OHR
Off.of Supportive Housing,Other,43,0,2011,Actual,YTD,2010-09-30,43,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,74,0,2011,Actual,YTD,2010-09-30,74,Office of Housing and Community Development,06,
Parks and Recreation,Other,22,0,2011,Actual,YTD,2010-09-30,22,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2011,Actual,YTD,2010-09-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2011,Actual,YTD,2010-09-30,2,Procurement Department,38,Procurement
Public Health,Other,204,0,2011,Actual,YTD,2010-09-30,204,Department of Public Health,14,Public Health
Public Property,Other,0,0,2011,Actual,YTD,2010-09-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2011,Actual,YTD,2010-09-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2011,Actual,YTD,2010-09-30,0,Register of Wills,68,
Revenue,Other,229,0,2011,Actual,YTD,2010-09-30,229,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2011,Actual,YTD,2010-09-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2011,Actual,YTD,2010-09-30,0,Streets Department,12,Streets
Streets Sanitation,Other,0,0,2011,Actual,YTD,2010-09-30,0,Streets: Sanitation,12-S,
Water,Other,1611,0,2011,Actual,YTD,2010-09-30,1611,Water Department,28,Water
Youth Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,Youth Commission,47,
Zoning Board of Adjustment,Other,0,0,2011,Actual,YTD,2010-09-30,0,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Other,0,0,2011,Actual,YTD,2010-09-30,0,Zoning Code Commission,57,
Atwater Kent Museum,Total,3,0,2011,Actual,YTD,2010-09-30,3,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,114,0,2011,Actual,YTD,2010-09-30,114,City Controller's Office,61,
Board of Building Standards,Total,1,0,2011,Actual,YTD,2010-09-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,Total,7,0,2011,Actual,YTD,2010-09-30,7,Board of Ethics,45,
Board of L & I Review,Total,2,0,2011,Actual,YTD,2010-09-30,2,L&I: Board of Review,27,
Bd. of Pensions,Total,66,0,2011,Actual,YTD,2010-09-30,66,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,143,0,2011,Actual,YTD,2010-09-30,143,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,0,0,2011,Actual,YTD,2010-09-30,0,Camp William Penn,19,
City Commissioners (Election Board),Total,101,0,2011,Actual,YTD,2010-09-30,101,City Commissioner's Office,73,City Commissioners
City Council,Total,174,0,2011,Actual,YTD,2010-09-30,174,City Council,01,
City Planning Commission,Total,33,0,2011,Actual,YTD,2010-09-30,33,City Planning Commission,51,
City Representative,Total,7,0,2011,Actual,YTD,2010-09-30,7,Office of the City Representative,41,City Rep
City Treasurer,Total,12,0,2011,Actual,YTD,2010-09-30,12,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2011,Actual,YTD,2010-09-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,90,0,2011,Actual,YTD,2010-09-30,90,Clerk of Quarter Sessions,64,
Commerce,Total,763,0,2011,Actual,YTD,2010-09-30,763,Office of the Director of Commerce,42,Commerce
Division of Technology,Total,326,0,2011,Actual,YTD,2010-09-30,326,Office of Innovation and Technology,04,OIT
Fairmount Park,Total,0,0,2011,Actual,YTD,2010-09-30,0,Fairmount Park Commission,17,
Finance,Total,140,0,2011,Actual,YTD,2010-09-30,140,Office of the Director of Finance,35,Finance
First Judicial District,Total,2297,0,2011,Actual,YTD,2010-09-30,2297,First Judicial District,84,FJD
Fleet Management,Total,340,0,2011,Actual,YTD,2010-09-30,340,Office of Fleet Management,25,Fleet
Free Library,Total,668,0,2011,Actual,YTD,2010-09-30,668,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,6,0,2011,Actual,YTD,2010-09-30,6,Historical Commission,32,
Human Relations Commission,Total,31,0,2011,Actual,YTD,2010-09-30,31,Commission on Human Relations,54,Human Relations
Human Services,Total,1770,0,2011,Actual,YTD,2010-09-30,1770,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Total,6,0,2011,Actual,YTD,2010-09-30,6,Labor,03,
Law,Total,232,0,2011,Actual,YTD,2010-09-30,232,Law Department,44,Law
Licenses & Inspections,Total,302,0,2011,Actual,YTD,2010-09-30,302,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Total,130,0,2011,Actual,YTD,2010-09-30,130,Managing Director's Office,10,MDO
Mayor,Total,41,0,2011,Actual,YTD,2010-09-30,41,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Total,2,0,2011,Actual,YTD,2010-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Total,17,0,2011,Actual,YTD,2010-09-30,17,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Total,74,0,2011,Actual,YTD,2010-09-30,74,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Total,10,0,2011,Actual,YTD,2010-09-30,10,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,11,0,2011,Actual,YTD,2010-09-30,11,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,255,0,2011,Actual,YTD,2010-09-30,255,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Total,69,0,2011,Actual,YTD,2010-09-30,69,Office of Human Resources,56,OHR
Off.of Supportive Housing,Total,165,0,2011,Actual,YTD,2010-09-30,165,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Total,74,0,2011,Actual,YTD,2010-09-30,74,Office of Housing and Community Development,06,
Parks and Recreation,Total,615,0,2011,Actual,YTD,2010-09-30,615,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Total,2229,0,2011,Actual,YTD,2010-09-30,2229,Philadelphia Prison System,23,Prisons
Procurement,Total,46,0,2011,Actual,YTD,2010-09-30,46,Procurement Department,38,Procurement
Public Health,Total,858,0,2011,Actual,YTD,2010-09-30,858,Department of Public Health,14,Public Health
Public Property,Total,119,0,2011,Actual,YTD,2010-09-30,119,Department of Public Property,20,Public Property
Records,Total,58,0,2011,Actual,YTD,2010-09-30,58,Department of Records,31,Records
Register of Wills,Total,63,0,2011,Actual,YTD,2010-09-30,63,Register of Wills,68,
Revenue,Total,477,0,2011,Actual,YTD,2010-09-30,477,Department of Revenue,36,Revenue
Sheriff,Total,227,0,2011,Actual,YTD,2010-09-30,227,Office of the Sheriff,70,Sheriff
Streets,Total,514,0,2011,Actual,YTD,2010-09-30,514,Streets Department,12,Streets
Streets Sanitation,Total,1170,0,2011,Actual,YTD,2010-09-30,1170,Streets: Sanitation,12-S,
Water,Total,1611,0,2011,Actual,YTD,2010-09-30,1611,Water Department,28,Water
Youth Commission,Total,1,0,2011,Actual,YTD,2010-09-30,1,Youth Commission,47,
Zoning Board of Adjustment,Total,5,0,2011,Actual,YTD,2010-09-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Total,2,0,2011,Actual,YTD,2010-09-30,2,Zoning Code Commission,57,
Police,General,781,6506,2011,Actual,YTD,2010-09-30,7287,Police Department,11,Police
Police,Other,17,202,2011,Actual,YTD,2010-09-30,219,Police Department,11,Police
Police,Total,798,6708,2011,Actual,YTD,2010-09-30,7506,Police Department,11,Police
Fire,General,2073,103,2011,Actual,YTD,2010-09-30,2176,Fire Department,13,Fire
Fire,Other,67,4,2011,Actual,YTD,2010-09-30,71,Fire Department,13,Fire
Fire,Total,2140,107,2011,Actual,YTD,2010-09-30,2247,Fire Department,13,Fire
District Attorney,General,417,11,2011,Actual,YTD,2010-09-30,428,District Attorney's Office,69,DAO
District Attorney,Other,97,11,2011,Actual,YTD,2010-09-30,108,District Attorney's Office,69,DAO
District Attorney,Total,514,22,2011,Actual,YTD,2010-09-30,536,District Attorney's Office,69,DAO
Atwater Kent Museum,General,4,0,2010,Actual,Full Year,2010-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,120,0,2010,Actual,Full Year,2010-06-30,120,City Controller's Office,61,
Board of Building Standards,General,1,0,2010,Actual,Full Year,2010-06-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,General,7,0,2010,Actual,Full Year,2010-06-30,7,Board of Ethics,45,
Board of L & I Review,General,2,0,2010,Actual,Full Year,2010-06-30,2,L&I: Board of Review,27,
Bd. of Pensions,General,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,General,112,0,2010,Actual,Full Year,2010-06-30,112,Board of Revision of Taxes,63,BRT
Camp William Penn,General,1,0,2010,Actual,Full Year,2010-06-30,1,Camp William Penn,19,
City Commissioners (Election Board),General,102,0,2010,Actual,Full Year,2010-06-30,102,City Commissioner's Office,73,City Commissioners
City Council,General,176,0,2010,Actual,Full Year,2010-06-30,176,City Council,01,
City Planning Commission,General,40,0,2010,Actual,Full Year,2010-06-30,40,City Planning Commission,51,
City Representative,General,7,0,2010,Actual,Full Year,2010-06-30,7,Office of the City Representative,41,City Rep
City Treasurer,General,11,0,2010,Actual,Full Year,2010-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2010,Actual,Full Year,2010-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,General,106,0,2010,Actual,Full Year,2010-06-30,106,Clerk of Quarter Sessions,64,
Commerce,General,24,0,2010,Actual,Full Year,2010-06-30,24,Office of the Director of Commerce,42,Commerce
Division of Technology,General,174,0,2010,Actual,Full Year,2010-06-30,174,Office of Innovation and Technology,04,OIT
Fairmount Park,General,155,0,2010,Actual,Full Year,2010-06-30,155,Fairmount Park Commission,17,
Finance,General,141,0,2010,Actual,Full Year,2010-06-30,141,Office of the Director of Finance,35,Finance
First Judicial District,General,1756,0,2010,Actual,Full Year,2010-06-30,1756,First Judicial District,84,FJD
Fleet Management,General,292,0,2010,Actual,Full Year,2010-06-30,292,Office of Fleet Management,25,Fleet
Free Library,General,602,0,2010,Actual,Full Year,2010-06-30,602,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2010,Actual,Full Year,2010-06-30,6,Historical Commission,32,
Human Relations Commission,General,33,0,2010,Actual,Full Year,2010-06-30,33,Commission on Human Relations,54,Human Relations
Human Services,General,1751,0,2010,Actual,Full Year,2010-06-30,1751,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2010,Actual,Full Year,2010-06-30,7,Labor,03,
Law,General,176,0,2010,Actual,Full Year,2010-06-30,176,Law Department,44,Law
Licenses & Inspections,General,305,0,2010,Actual,Full Year,2010-06-30,305,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,112,0,2010,Actual,Full Year,2010-06-30,112,Managing Director's Office,10,MDO
Mayor,General,38,0,2010,Actual,Full Year,2010-06-30,38,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,General,2,0,2010,Actual,Full Year,2010-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,General,15,0,2010,Actual,Full Year,2010-06-30,15,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,General,0,0,2010,Actual,Full Year,2010-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,8,0,2010,Actual,Full Year,2010-06-30,8,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2010,Actual,Full Year,2010-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,22,0,2010,Actual,Full Year,2010-06-30,22,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,General,53,0,2010,Actual,Full Year,2010-06-30,53,Office of Human Resources,56,OHR
Off.of Supportive Housing,General,124,0,2010,Actual,Full Year,2010-06-30,124,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2010,Actual,Full Year,2010-06-30,0,Office of Housing and Community Development,06,
Parks and Recreation,General,435,0,2010,Actual,Full Year,2010-06-30,435,Department of Parks and Recreation,16,Parks & Recreation
Prisons,General,2254,0,2010,Actual,Full Year,2010-06-30,2254,Philadelphia Prison System,23,Prisons
Procurement,General,46,0,2010,Actual,Full Year,2010-06-30,46,Procurement Department,38,Procurement
Public Health,General,662,0,2010,Actual,Full Year,2010-06-30,662,Department of Public Health,14,Public Health
Public Property,General,123,0,2010,Actual,Full Year,2010-06-30,123,Department of Public Property,20,Public Property
Records,General,59,0,2010,Actual,Full Year,2010-06-30,59,Department of Records,31,Records
Register of Wills,General,63,0,2010,Actual,Full Year,2010-06-30,63,Register of Wills,68,
Revenue,General,250,0,2010,Actual,Full Year,2010-06-30,250,Department of Revenue,36,Revenue
Sheriff,General,230,0,2010,Actual,Full Year,2010-06-30,230,Office of the Sheriff,70,Sheriff
Streets,General,523,0,2010,Actual,Full Year,2010-06-30,523,Streets Department,12,Streets
Streets Sanitation,General,1170,0,2010,Actual,Full Year,2010-06-30,1170,Streets: Sanitation,12-S,
Water,General,0,0,2010,Actual,Full Year,2010-06-30,0,Water Department,28,Water
Youth Commission,General,1,0,2010,Actual,Full Year,2010-06-30,1,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2010,Actual,Full Year,2010-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,2,0,2010,Actual,Full Year,2010-06-30,2,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2010,Actual,Full Year,2010-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2010,Actual,Full Year,2010-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,67,0,2010,Actual,Full Year,2010-06-30,67,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Camp William Penn,19,
City Commissioners (Election Board),Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2010,Actual,Full Year,2010-06-30,0,City Council,01,
City Planning Commission,Other,4,0,2010,Actual,Full Year,2010-06-30,4,City Planning Commission,51,
City Representative,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,729,0,2010,Actual,Full Year,2010-06-30,729,Office of the Director of Commerce,42,Commerce
Division of Technology,Other,16,0,2010,Actual,Full Year,2010-06-30,16,Office of Innovation and Technology,04,OIT
Fairmount Park,Other,2,0,2010,Actual,Full Year,2010-06-30,2,Fairmount Park Commission,17,
Finance,Other,4,0,2010,Actual,Full Year,2010-06-30,4,Office of the Director of Finance,35,Finance
First Judicial District,Other,548,0,2010,Actual,Full Year,2010-06-30,548,First Judicial District,84,FJD
Fleet Management,Other,60,0,2010,Actual,Full Year,2010-06-30,60,Office of Fleet Management,25,Fleet
Free Library,Other,76,0,2010,Actual,Full Year,2010-06-30,76,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,52,0,2010,Actual,Full Year,2010-06-30,52,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2010,Actual,Full Year,2010-06-30,0,Labor,03,
Law,Other,60,0,2010,Actual,Full Year,2010-06-30,60,Law Department,44,Law
Licenses & Inspections,Other,11,0,2010,Actual,Full Year,2010-06-30,11,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,15,0,2010,Actual,Full Year,2010-06-30,15,Managing Director's Office,10,MDO
Mayor,Other,3,0,2010,Actual,Full Year,2010-06-30,3,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Other,0,0,2010,Actual,Full Year,2010-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,75,0,2010,Actual,Full Year,2010-06-30,75,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,1,0,2010,Actual,Full Year,2010-06-30,1,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,236,0,2010,Actual,Full Year,2010-06-30,236,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Office of Human Resources,56,OHR
Off.of Supportive Housing,Other,44,0,2010,Actual,Full Year,2010-06-30,44,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,74,0,2010,Actual,Full Year,2010-06-30,74,Office of Housing and Community Development,06,
Parks and Recreation,Other,21,0,2010,Actual,Full Year,2010-06-30,21,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2010,Actual,Full Year,2010-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2010,Actual,Full Year,2010-06-30,2,Procurement Department,38,Procurement
Public Health,Other,213,0,2010,Actual,Full Year,2010-06-30,213,Department of Public Health,14,Public Health
