dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Managing Director's Office,Other,99,0,2021,Actual,YTD,2021-03-31,99,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2021,Actual,YTD,2021-03-31,3,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,27,0,2021,Actual,YTD,2021-03-31,27,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2021,Actual,YTD,2021-03-31,0,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2021,Actual,YTD,2021-03-31,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Other,225,0,2021,Actual,YTD,2021-03-31,225,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of Children and Families,66,OCF
Office of Homeless Services,Other,43,0,2021,Actual,YTD,2021-03-31,43,Office of Homeless Services,24,OHS
Office of Human Resources,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,102,0,2021,Actual,YTD,2021-03-31,102,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of Property Assessment,59,OPA
Office of Sustainability,Other,2,0,2021,Actual,YTD,2021-03-31,2,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,27,0,2021,Actual,YTD,2021-03-31,27,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Other,50,0,2021,Actual,YTD,2021-03-31,50,Department of Planning and Development,72,Planning & Development
Prisons,Other,0,0,2021,Actual,YTD,2021-03-31,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2021,Actual,YTD,2021-03-31,2,Procurement Department,38,Procurement
Public Health,Other,171,0,2021,Actual,YTD,2021-03-31,171,Department of Public Health,14,Public Health
Public Property,Other,0,0,2021,Actual,YTD,2021-03-31,0,Department of Public Property,20,Public Property
Records,Other,0,0,2021,Actual,YTD,2021-03-31,0,Department of Records,31,Records
Register of Wills,Other,0,0,2021,Actual,YTD,2021-03-31,0,Register of Wills,68,
Revenue,Other,191,0,2021,Actual,YTD,2021-03-31,191,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2021,Actual,YTD,2021-03-31,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2021,Actual,YTD,2021-03-31,0,Streets Department,12,Streets
Water,Other,1904,0,2021,Actual,YTD,2021-03-31,1904,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2021,Actual,YTD,2021-03-31,1,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Total,118,0,2021,Actual,YTD,2021-03-31,118,City Controller's Office,61,
Board of Ethics,Total,9,0,2021,Actual,YTD,2021-03-31,9,Board of Ethics,45,
Board of Pensions,Total,56,0,2021,Actual,YTD,2021-03-31,56,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,15,0,2021,Actual,YTD,2021-03-31,15,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,140,0,2021,Actual,YTD,2021-03-31,140,City Commissioner's Office,73,City Commissioners
City Council,Total,185,0,2021,Actual,YTD,2021-03-31,185,City Council,01,
City Representative,Total,0,0,2021,Actual,YTD,2021-03-31,0,Office of the City Representative,41,City Rep
City Treasurer,Total,14,0,2021,Actual,YTD,2021-03-31,14,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,1,0,2021,Actual,YTD,2021-03-31,1,Civil Service Commission,55,
Commerce,Total,792,0,2021,Actual,YTD,2021-03-31,792,Office of the Director of Commerce,42,Commerce
Finance,Total,119,0,2021,Actual,YTD,2021-03-31,119,Office of the Director of Finance,35,Finance
First Judicial District,Total,2261,0,2021,Actual,YTD,2021-03-31,2261,First Judicial District,84,FJD
Fleet Management,Total,346,0,2021,Actual,YTD,2021-03-31,346,Office of Fleet Management,25,Fleet
Free Library,Total,655,0,2021,Actual,YTD,2021-03-31,655,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Total,32,0,2021,Actual,YTD,2021-03-31,32,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1491,0,2021,Actual,YTD,2021-03-31,1491,Department of Human Services,22,DHS
Labor,Total,27,0,2021,Actual,YTD,2021-03-31,27,Labor,03,
Law,Total,173,0,2021,Actual,YTD,2021-03-31,173,Law Department,44,Law
Licenses & Inspections,Total,395,0,2021,Actual,YTD,2021-03-31,395,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Total,1,0,2021,Actual,YTD,2021-03-31,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Total,2,0,2021,Actual,YTD,2021-03-31,2,L&I: Board of Review,27,
Managing Director's Office,Total,371,0,2021,Actual,YTD,2021-03-31,371,Managing Director's Office,10,MDO
Mayor's Office,Total,63,0,2021,Actual,YTD,2021-03-31,63,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Total,27,0,2021,Actual,YTD,2021-03-31,27,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Total,10,0,2021,Actual,YTD,2021-03-31,10,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Total,0,0,2021,Actual,YTD,2021-03-31,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Total,249,0,2021,Actual,YTD,2021-03-31,249,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Total,57,0,2021,Actual,YTD,2021-03-31,57,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Total,3,0,2021,Actual,YTD,2021-03-31,3,Office of Children and Families,66,OCF
Office of Homeless Services,Total,172,0,2021,Actual,YTD,2021-03-31,172,Office of Homeless Services,24,OHS
Office of Human Resources,Total,74,0,2021,Actual,YTD,2021-03-31,74,Office of Human Resources,56,OHR
Office of Innovation and Technology,Total,410,0,2021,Actual,YTD,2021-03-31,410,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Total,16,0,2021,Actual,YTD,2021-03-31,16,Office of the Inspector General,48,OIG
Office of Property Assessment,Total,194,0,2021,Actual,YTD,2021-03-31,194,Office of Property Assessment,59,OPA
Office of Sustainability,Total,9,0,2021,Actual,YTD,2021-03-31,9,Office of Sustainability,49,Sustainability
Parks and Recreation,Total,651,0,2021,Actual,YTD,2021-03-31,651,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Total,104,0,2021,Actual,YTD,2021-03-31,104,Department of Planning and Development,72,Planning & Development
Prisons,Total,1750,0,2021,Actual,YTD,2021-03-31,1750,Philadelphia Prison System,23,Prisons
Procurement,Total,37,0,2021,Actual,YTD,2021-03-31,37,Procurement Department,38,Procurement
Public Health,Total,887,0,2021,Actual,YTD,2021-03-31,887,Department of Public Health,14,Public Health
Public Property,Total,142,0,2021,Actual,YTD,2021-03-31,142,Department of Public Property,20,Public Property
Records,Total,46,0,2021,Actual,YTD,2021-03-31,46,Department of Records,31,Records
Register of Wills,Total,68,0,2021,Actual,YTD,2021-03-31,68,Register of Wills,68,
Revenue,Total,583,0,2021,Actual,YTD,2021-03-31,583,Department of Revenue,36,Revenue
Sheriff,Total,379,0,2021,Actual,YTD,2021-03-31,379,Office of the Sheriff,70,Sheriff
Streets,Total,1886,0,2021,Actual,YTD,2021-03-31,1886,Streets Department,12,Streets
Water,Total,1904,0,2021,Actual,YTD,2021-03-31,1904,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Total,1,0,2021,Actual,YTD,2021-03-31,1,"Water, Sewer, and Stormwater Rate Board",67,
Police,General,788,6141,2021,Actual,YTD,2021-03-31,6929,Police Department,11,Police
Police,Other,11,142,2021,Actual,YTD,2021-03-31,153,Police Department,11,Police
Police,Total,799,6283,2021,Actual,YTD,2021-03-31,7082,Police Department,11,Police
Fire,General,117,2574,2021,Actual,YTD,2021-03-31,2691,Fire Department,13,Fire
Fire,Other,2,77,2021,Actual,YTD,2021-03-31,79,Fire Department,13,Fire
Fire,Total,119,2651,2021,Actual,YTD,2021-03-31,2770,Fire Department,13,Fire
District Attorney,General,497,32,2021,Actual,YTD,2021-03-31,529,District Attorney's Office,69,DAO
District Attorney,Other,89,7,2021,Actual,YTD,2021-03-31,96,District Attorney's Office,69,DAO
District Attorney,Total,586,39,2021,Actual,YTD,2021-03-31,625,District Attorney's Office,69,DAO
Auditing (City Controller's Office),General,121,0,2020,Actual,Full Year,2020-06-30,121,City Controller's Office,61,
Board of Ethics,General,7,0,2020,Actual,Full Year,2020-06-30,7,Board of Ethics,45,
Board of Pensions,General,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,14,0,2020,Actual,Full Year,2020-06-30,14,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,98,0,2020,Actual,Full Year,2020-06-30,98,City Commissioner's Office,73,City Commissioners
City Council,General,180,0,2020,Actual,Full Year,2020-06-30,180,City Council,01,
City Representative,General,5,0,2020,Actual,Full Year,2020-06-30,5,Office of the City Representative,41,City Rep
City Treasurer,General,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2020,Actual,Full Year,2020-06-30,2,Civil Service Commission,55,
Commerce,General,44,0,2020,Actual,Full Year,2020-06-30,44,Office of the Director of Commerce,42,Commerce
Finance,General,119,0,2020,Actual,Full Year,2020-06-30,119,Office of the Director of Finance,35,Finance
First Judicial District,General,1825,0,2020,Actual,Full Year,2020-06-30,1825,First Judicial District,84,FJD
Fleet Management,General,282,0,2020,Actual,Full Year,2020-06-30,282,Office of Fleet Management,25,Fleet
Free Library,General,677,0,2020,Actual,Full Year,2020-06-30,677,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,General,34,0,2020,Actual,Full Year,2020-06-30,34,Commission on Human Relations,54,Human Relations
Human Services (1),General,437,0,2020,Actual,Full Year,2020-06-30,437,Department of Human Services,22,DHS
Labor,General,27,0,2020,Actual,Full Year,2020-06-30,27,Labor,03,
Law,General,130,0,2020,Actual,Full Year,2020-06-30,130,Law Department,44,Law
Licenses & Inspections,General,394,0,2020,Actual,Full Year,2020-06-30,394,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2020,Actual,Full Year,2020-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2020,Actual,Full Year,2020-06-30,2,L&I: Board of Review,27,
Managing Director's Office,General,287,0,2020,Actual,Full Year,2020-06-30,287,Managing Director's Office,10,MDO
Mayor's Office,General,61,0,2020,Actual,Full Year,2020-06-30,61,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2020,Actual,Full Year,2020-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,General,10,0,2020,Actual,Full Year,2020-06-30,10,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,2,0,2020,Actual,Full Year,2020-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,General,24,0,2020,Actual,Full Year,2020-06-30,24,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,General,64,0,2020,Actual,Full Year,2020-06-30,64,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,General,40,0,2020,Actual,Full Year,2020-06-30,40,Office of Children and Families,66,OCF
Office of Homeless Services,General,151,0,2020,Actual,Full Year,2020-06-30,151,Office of Homeless Services,24,OHS
Office of Human Resources,General,79,0,2020,Actual,Full Year,2020-06-30,79,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,317,0,2020,Actual,Full Year,2020-06-30,317,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the Inspector General,48,OIG
Office of Property Assessment,General,195,0,2020,Actual,Full Year,2020-06-30,195,Office of Property Assessment,59,OPA
Office of Sustainability,General,7,0,2020,Actual,Full Year,2020-06-30,7,Office of Sustainability,49,Sustainability
Parks and Recreation,General,647,0,2020,Actual,Full Year,2020-06-30,647,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,General,55,0,2020,Actual,Full Year,2020-06-30,55,Department of Planning and Development,72,Planning & Development
Prisons,General,1975,0,2020,Actual,Full Year,2020-06-30,1975,Philadelphia Prison System,23,Prisons
Procurement,General,42,0,2020,Actual,Full Year,2020-06-30,42,Procurement Department,38,Procurement
Public Health,General,739,0,2020,Actual,Full Year,2020-06-30,739,Department of Public Health,14,Public Health
Public Property,General,119,0,2020,Actual,Full Year,2020-06-30,119,Department of Public Property,20,Public Property
Records,General,51,0,2020,Actual,Full Year,2020-06-30,51,Department of Records,31,Records
Register of Wills,General,66,0,2020,Actual,Full Year,2020-06-30,66,Register of Wills,68,
Revenue,General,402,0,2020,Actual,Full Year,2020-06-30,402,Department of Revenue,36,Revenue
Sheriff,General,385,0,2020,Actual,Full Year,2020-06-30,385,Office of the Sheriff,70,Sheriff
Streets,General,1925,0,2020,Actual,Full Year,2020-06-30,1925,Streets Department,12,Streets
Water,General,0,0,2020,Actual,Full Year,2020-06-30,0,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,Full Year,2020-06-30,0,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Ethics,45,
Board of Pensions,Other,54,0,2020,Actual,Full Year,2020-06-30,54,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2020,Actual,Full Year,2020-06-30,0,City Council,01,
City Representative,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Civil Service Commission,55,
Commerce,Other,810,0,2020,Actual,Full Year,2020-06-30,810,Office of the Director of Commerce,42,Commerce
Finance,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Director of Finance,35,Finance
First Judicial District,Other,498,0,2020,Actual,Full Year,2020-06-30,498,First Judicial District,84,FJD
Fleet Management,Other,78,0,2020,Actual,Full Year,2020-06-30,78,Office of Fleet Management,25,Fleet
Free Library,Other,10,0,2020,Actual,Full Year,2020-06-30,10,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1081,0,2020,Actual,Full Year,2020-06-30,1081,Department of Human Services,22,DHS
Labor,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Labor,03,
Law,Other,51,0,2020,Actual,Full Year,2020-06-30,51,Law Department,44,Law
Licenses & Inspections,Other,8,0,2020,Actual,Full Year,2020-06-30,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2020,Actual,Full Year,2020-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2020,Actual,Full Year,2020-06-30,0,L&I: Board of Review,27,
Managing Director's Office,Other,86,0,2020,Actual,Full Year,2020-06-30,86,Managing Director's Office,10,MDO
Mayor's Office,Other,4,0,2020,Actual,Full Year,2020-06-30,4,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,22,0,2020,Actual,Full Year,2020-06-30,22,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2020,Actual,Full Year,2020-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,Other,230,0,2020,Actual,Full Year,2020-06-30,230,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Children and Families,66,OCF
Office of Homeless Services,Other,24,0,2020,Actual,Full Year,2020-06-30,24,Office of Homeless Services,24,OHS
Office of Human Resources,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,97,0,2020,Actual,Full Year,2020-06-30,97,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of Property Assessment,59,OPA
Office of Sustainability,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,25,0,2020,Actual,Full Year,2020-06-30,25,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Other,53,0,2020,Actual,Full Year,2020-06-30,53,Department of Planning and Development,72,Planning & Development
Prisons,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Procurement Department,38,Procurement
Public Health,Other,146,0,2020,Actual,Full Year,2020-06-30,146,Department of Public Health,14,Public Health
Public Property,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Register of Wills,68,
Revenue,Other,205,0,2020,Actual,Full Year,2020-06-30,205,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2020,Actual,Full Year,2020-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,1,0,2020,Actual,Full Year,2020-06-30,1,Streets Department,12,Streets
Water,Other,1989,0,2020,Actual,Full Year,2020-06-30,1989,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2020,Actual,Full Year,2020-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Total,121,0,2020,Actual,Full Year,2020-06-30,121,City Controller's Office,61,
Board of Ethics,Total,7,0,2020,Actual,Full Year,2020-06-30,7,Board of Ethics,45,
Board of Pensions,Total,54,0,2020,Actual,Full Year,2020-06-30,54,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,14,0,2020,Actual,Full Year,2020-06-30,14,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,98,0,2020,Actual,Full Year,2020-06-30,98,City Commissioner's Office,73,City Commissioners
City Council,Total,180,0,2020,Actual,Full Year,2020-06-30,180,City Council,01,
City Representative,Total,5,0,2020,Actual,Full Year,2020-06-30,5,Office of the City Representative,41,City Rep
City Treasurer,Total,16,0,2020,Actual,Full Year,2020-06-30,16,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2020,Actual,Full Year,2020-06-30,2,Civil Service Commission,55,
Commerce,Total,854,0,2020,Actual,Full Year,2020-06-30,854,Office of the Director of Commerce,42,Commerce
Finance,Total,119,0,2020,Actual,Full Year,2020-06-30,119,Office of the Director of Finance,35,Finance
First Judicial District,Total,2323,0,2020,Actual,Full Year,2020-06-30,2323,First Judicial District,84,FJD
Fleet Management,Total,360,0,2020,Actual,Full Year,2020-06-30,360,Office of Fleet Management,25,Fleet
Free Library,Total,687,0,2020,Actual,Full Year,2020-06-30,687,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Total,34,0,2020,Actual,Full Year,2020-06-30,34,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1518,0,2020,Actual,Full Year,2020-06-30,1518,Department of Human Services,22,DHS
Labor,Total,27,0,2020,Actual,Full Year,2020-06-30,27,Labor,03,
Law,Total,181,0,2020,Actual,Full Year,2020-06-30,181,Law Department,44,Law
Licenses & Inspections,Total,402,0,2020,Actual,Full Year,2020-06-30,402,Department of Licenses and Inspections,26,L&I
