dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Office of Children and Families,General,2,0,2022,Actual,YTD,2022-06-30,2,Office of Children and Families,66,OCF
Office of Homeless Services,General,114,0,2022,Actual,YTD,2022-06-30,114,Office of Homeless Services,24,OHS
Office of Human Resources,General,73,0,2022,Actual,YTD,2022-06-30,73,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,300,0,2022,Actual,YTD,2022-06-30,300,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,16,0,2022,Actual,YTD,2022-06-30,16,Office of the Inspector General,48,OIG
Office of Property Assessment,General,177,0,2022,Actual,YTD,2022-06-30,177,Office of Property Assessment,59,OPA
Office of Sustainability,General,11,0,2022,Actual,YTD,2022-06-30,11,Office of Sustainability,49,Sustainability
Parks and Recreation,General,613,0,2022,Actual,YTD,2022-06-30,613,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,General,54,0,2022,Actual,YTD,2022-06-30,54,Department of Planning and Development,72,Planning & Development
Prisons,General,1393,0,2022,Actual,YTD,2022-06-30,1393,Philadelphia Prison System,23,Prisons
Procurement,General,35,0,2022,Actual,YTD,2022-06-30,35,Procurement Department,38,Procurement
Public Health,General,689,0,2022,Actual,YTD,2022-06-30,689,Department of Public Health,14,Public Health
Public Property,General,133,0,2022,Actual,YTD,2022-06-30,133,Department of Public Property,20,Public Property
Records,General,54,0,2022,Actual,YTD,2022-06-30,54,Department of Records,31,Records
Register of Wills,General,67,0,2022,Actual,YTD,2022-06-30,67,Register of Wills,68,
Revenue,General,328,0,2022,Actual,YTD,2022-06-30,328,Department of Revenue,36,Revenue
Sheriff,General,343,0,2022,Actual,YTD,2022-06-30,343,Office of the Sheriff,70,Sheriff
Streets,General,2072,0,2022,Actual,YTD,2022-06-30,2072,Streets Department,12,Streets
Water,General,0,0,2022,Actual,YTD,2022-06-30,0,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2022,Actual,YTD,2022-06-30,0,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Other,0,0,2022,Actual,YTD,2022-06-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2022,Actual,YTD,2022-06-30,0,Board of Ethics,45,
Board of Pensions,Other,58,0,2022,Actual,YTD,2022-06-30,58,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2022,Actual,YTD,2022-06-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2022,Actual,YTD,2022-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2022,Actual,YTD,2022-06-30,0,City Council,01,
City Treasurer,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2022,Actual,YTD,2022-06-30,0,Civil Service Commission,55,
Commerce,Other,622,0,2022,Actual,YTD,2022-06-30,622,Office of the Director of Commerce,42,Commerce
Finance,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of the Director of Finance,35,Finance
First Judicial District,Other,408,0,2022,Actual,YTD,2022-06-30,408,First Judicial District,84,FJD
Fleet Services,Other,56,0,2022,Actual,YTD,2022-06-30,56,Office of Fleet Management,25,Fleet
Free Library,Other,12,0,2022,Actual,YTD,2022-06-30,12,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Other,0,0,2022,Actual,YTD,2022-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,989,0,2022,Actual,YTD,2022-06-30,989,Department of Human Services,22,DHS
Labor,Other,0,0,2022,Actual,YTD,2022-06-30,0,Labor,03,
Law,Other,53,0,2022,Actual,YTD,2022-06-30,53,Law Department,44,Law
Licenses & Inspections,Other,8,0,2022,Actual,YTD,2022-06-30,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2022,Actual,YTD,2022-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2022,Actual,YTD,2022-06-30,0,L&I: Board of Review,27,
Managing Director's Office,Other,115,0,2022,Actual,YTD,2022-06-30,115,Managing Director's Office,10,MDO
Mayor's Office,Other,6,0,2022,Actual,YTD,2022-06-30,6,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,27,0,2022,Actual,YTD,2022-06-30,27,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2022,Actual,YTD,2022-06-30,0,Mural Arts Program,50,Mural Arts
Office of Behavioral Hith & Intellectual disAbility,Other,233,0,2022,Actual,YTD,2022-06-30,233,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of Children and Families,66,OCF
Office of Homeless Services,Other,23,0,2022,Actual,YTD,2022-06-30,23,Office of Homeless Services,24,OHS
Office of Human Resources,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,103,0,2022,Actual,YTD,2022-06-30,103,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of Property Assessment,59,OPA
Office of Sustainability,Other,2,0,2022,Actual,YTD,2022-06-30,2,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,27,0,2022,Actual,YTD,2022-06-30,27,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Other,52,0,2022,Actual,YTD,2022-06-30,52,Department of Planning and Development,72,Planning & Development
Prisons,Other,0,0,2022,Actual,YTD,2022-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2022,Actual,YTD,2022-06-30,2,Procurement Department,38,Procurement
Public Health,Other,171,0,2022,Actual,YTD,2022-06-30,171,Department of Public Health,14,Public Health
Public Property,Other,0,0,2022,Actual,YTD,2022-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2022,Actual,YTD,2022-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2022,Actual,YTD,2022-06-30,0,Register of Wills,68,
Revenue,Other,167,0,2022,Actual,YTD,2022-06-30,167,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2022,Actual,YTD,2022-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,1,0,2022,Actual,YTD,2022-06-30,1,Streets Department,12,Streets
Water,Other,1924,0,2022,Actual,YTD,2022-06-30,1924,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2022,Actual,YTD,2022-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Total,109,0,2022,Actual,YTD,2022-06-30,109,City Controller's Office,61,
Board of Ethics,Total,9,0,2022,Actual,YTD,2022-06-30,9,Board of Ethics,45,
Board of Pensions,Total,58,0,2022,Actual,YTD,2022-06-30,58,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,14,0,2022,Actual,YTD,2022-06-30,14,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,134,0,2022,Actual,YTD,2022-06-30,134,City Commissioner's Office,73,City Commissioners
City Council,Total,175,0,2022,Actual,YTD,2022-06-30,175,City Council,01,
City Treasurer,Total,17,0,2022,Actual,YTD,2022-06-30,17,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2022,Actual,YTD,2022-06-30,2,Civil Service Commission,55,
Commerce,Total,657,0,2022,Actual,YTD,2022-06-30,657,Office of the Director of Commerce,42,Commerce
Finance,Total,122,0,2022,Actual,YTD,2022-06-30,122,Office of the Director of Finance,35,Finance
First Judicial District,Total,2094,0,2022,Actual,YTD,2022-06-30,2094,First Judicial District,84,FJD
Fleet Services,Total,322,0,2022,Actual,YTD,2022-06-30,322,Office of Fleet Management,25,Fleet
Free Library,Total,630,0,2022,Actual,YTD,2022-06-30,630,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Total,32,0,2022,Actual,YTD,2022-06-30,32,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1481,0,2022,Actual,YTD,2022-06-30,1481,Department of Human Services,22,DHS
Labor,Total,28,0,2022,Actual,YTD,2022-06-30,28,Labor,03,
Law,Total,228,0,2022,Actual,YTD,2022-06-30,228,Law Department,44,Law
Licenses & Inspections,Total,354,0,2022,Actual,YTD,2022-06-30,354,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Total,1,0,2022,Actual,YTD,2022-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Total,2,0,2022,Actual,YTD,2022-06-30,2,L&I: Board of Review,27,
Managing Director's Office,Total,426,0,2022,Actual,YTD,2022-06-30,426,Managing Director's Office,10,MDO
Mayor's Office,Total,66,0,2022,Actual,YTD,2022-06-30,66,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Total,27,0,2022,Actual,YTD,2022-06-30,27,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Total,8,0,2022,Actual,YTD,2022-06-30,8,Mural Arts Program,50,Mural Arts
Office of Behavioral Hith & Intellectual disAbility,Total,263,0,2022,Actual,YTD,2022-06-30,263,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Total,75,0,2022,Actual,YTD,2022-06-30,75,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Total,2,0,2022,Actual,YTD,2022-06-30,2,Office of Children and Families,66,OCF
Office of Homeless Services,Total,137,0,2022,Actual,YTD,2022-06-30,137,Office of Homeless Services,24,OHS
Office of Human Resources,Total,73,0,2022,Actual,YTD,2022-06-30,73,Office of Human Resources,56,OHR
Office of Innovation and Technology,Total,403,0,2022,Actual,YTD,2022-06-30,403,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Total,16,0,2022,Actual,YTD,2022-06-30,16,Office of the Inspector General,48,OIG
Office of Property Assessment,Total,177,0,2022,Actual,YTD,2022-06-30,177,Office of Property Assessment,59,OPA
Office of Sustainability,Total,13,0,2022,Actual,YTD,2022-06-30,13,Office of Sustainability,49,Sustainability
Parks and Recreation,Total,640,0,2022,Actual,YTD,2022-06-30,640,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Total,106,0,2022,Actual,YTD,2022-06-30,106,Department of Planning and Development,72,Planning & Development
Prisons,Total,1393,0,2022,Actual,YTD,2022-06-30,1393,Philadelphia Prison System,23,Prisons
Procurement,Total,37,0,2022,Actual,YTD,2022-06-30,37,Procurement Department,38,Procurement
Public Health,Total,860,0,2022,Actual,YTD,2022-06-30,860,Department of Public Health,14,Public Health
Public Property,Total,133,0,2022,Actual,YTD,2022-06-30,133,Department of Public Property,20,Public Property
Records,Total,54,0,2022,Actual,YTD,2022-06-30,54,Department of Records,31,Records
Register of Wills,Total,67,0,2022,Actual,YTD,2022-06-30,67,Register of Wills,68,
Revenue,Total,495,0,2022,Actual,YTD,2022-06-30,495,Department of Revenue,36,Revenue
Sheriff,Total,343,0,2022,Actual,YTD,2022-06-30,343,Office of the Sheriff,70,Sheriff
Streets,Total,2073,0,2022,Actual,YTD,2022-06-30,2073,Streets Department,12,Streets
Water,Total,1924,0,2022,Actual,YTD,2022-06-30,1924,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Total,1,0,2022,Actual,YTD,2022-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,
Police,General,799,5852,2022,Actual,YTD,2022-06-30,6651,Police Department,11,Police
Police,Other,10,131,2022,Actual,YTD,2022-06-30,141,Police Department,11,Police
Police,Total,809,5983,2022,Actual,YTD,2022-06-30,6792,Police Department,11,Police
Fire,General,115,2552,2022,Actual,YTD,2022-06-30,2667,Fire Department,13,Fire
Fire,Other,1,77,2022,Actual,YTD,2022-06-30,78,Fire Department,13,Fire
Fire,Total,116,2629,2022,Actual,YTD,2022-06-30,2745,Fire Department,13,Fire
District Attorney,General,469,34,2022,Actual,YTD,2022-06-30,503,District Attorney's Office,69,DAO
District Attorney,Other,91,7,2022,Actual,YTD,2022-06-30,98,District Attorney's Office,69,DAO
District Attorney,Total,560,41,2022,Actual,YTD,2022-06-30,601,District Attorney's Office,69,DAO
Auditing (City Controller's Office),General,118,0,2021,Actual,Full Year,2021-06-30,118,City Controller's Office,61,
Board of Ethics,General,9,0,2021,Actual,Full Year,2021-06-30,9,Board of Ethics,45,
Board of Pensions,General,0,0,2021,Actual,Full Year,2021-06-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,15,0,2021,Actual,Full Year,2021-06-30,15,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,137,0,2021,Actual,Full Year,2021-06-30,137,City Commissioner's Office,73,City Commissioners
City Council,General,182,0,2021,Actual,Full Year,2021-06-30,182,City Council,01,
City Treasurer,General,16,0,2021,Actual,Full Year,2021-06-30,16,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,1,0,2021,Actual,Full Year,2021-06-30,1,Civil Service Commission,55,
Commerce,General,37,0,2021,Actual,Full Year,2021-06-30,37,Office of the Director of Commerce,42,Commerce
Finance,General,119,0,2021,Actual,Full Year,2021-06-30,119,Office of the Director of Finance,35,Finance
First Judicial District,General,1773,0,2021,Actual,Full Year,2021-06-30,1773,First Judicial District,84,FJD
Fleet Services,General,268,0,2021,Actual,Full Year,2021-06-30,268,Office of Fleet Management,25,Fleet
Free Library,General,634,0,2021,Actual,Full Year,2021-06-30,634,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,General,32,0,2021,Actual,Full Year,2021-06-30,32,Commission on Human Relations,54,Human Relations
Human Services (1),General,492,0,2021,Actual,Full Year,2021-06-30,492,Department of Human Services,22,DHS
Labor,General,26,0,2021,Actual,Full Year,2021-06-30,26,Labor,03,
Law,General,127,0,2021,Actual,Full Year,2021-06-30,127,Law Department,44,Law
Licenses & Inspections,General,372,0,2021,Actual,Full Year,2021-06-30,372,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Review,27,
Managing Director's Office,General,290,0,2021,Actual,Full Year,2021-06-30,290,Managing Director's Office,10,MDO
Mayor's Office,General,61,0,2021,Actual,Full Year,2021-06-30,61,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,General,0,0,2021,Actual,Full Year,2021-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,General,8,0,2021,Actual,Full Year,2021-06-30,8,Mural Arts Program,50,Mural Arts
Office of Behavioral Hith & Intellectual disAbility,General,23,0,2021,Actual,Full Year,2021-06-30,23,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,General,59,0,2021,Actual,Full Year,2021-06-30,59,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,General,3,0,2021,Actual,Full Year,2021-06-30,3,Office of Children and Families,66,OCF
Office of Homeless Services,General,127,0,2021,Actual,Full Year,2021-06-30,127,Office of Homeless Services,24,OHS
Office of Human Resources,General,75,0,2021,Actual,Full Year,2021-06-30,75,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,313,0,2021,Actual,Full Year,2021-06-30,313,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2021,Actual,Full Year,2021-06-30,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,190,0,2021,Actual,Full Year,2021-06-30,190,Office of Property Assessment,59,OPA
Office of Sustainability,General,8,0,2021,Actual,Full Year,2021-06-30,8,Office of Sustainability,49,Sustainability
Parks and Recreation,General,644,0,2021,Actual,Full Year,2021-06-30,644,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,General,55,0,2021,Actual,Full Year,2021-06-30,55,Department of Planning and Development,72,Planning & Development
Prisons,General,1620,0,2021,Actual,Full Year,2021-06-30,1620,Philadelphia Prison System,23,Prisons
Procurement,General,35,0,2021,Actual,Full Year,2021-06-30,35,Procurement Department,38,Procurement
Public Health,General,716,0,2021,Actual,Full Year,2021-06-30,716,Department of Public Health,14,Public Health
Public Property,General,142,0,2021,Actual,Full Year,2021-06-30,142,Department of Public Property,20,Public Property
Records,General,51,0,2021,Actual,Full Year,2021-06-30,51,Department of Records,31,Records
Register of Wills,General,70,0,2021,Actual,Full Year,2021-06-30,70,Register of Wills,68,
Revenue,General,386,0,2021,Actual,Full Year,2021-06-30,386,Department of Revenue,36,Revenue
Sheriff,General,367,0,2021,Actual,Full Year,2021-06-30,367,Office of the Sheriff,70,Sheriff
Streets,General,1941,0,2021,Actual,Full Year,2021-06-30,1941,Streets Department,12,Streets
Water,General,0,0,2021,Actual,Full Year,2021-06-30,0,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",General,0,0,2021,Actual,Full Year,2021-06-30,0,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Other,0,0,2021,Actual,Full Year,2021-06-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Board of Ethics,45,
Board of Pensions,Other,55,0,2021,Actual,Full Year,2021-06-30,55,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2021,Actual,Full Year,2021-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2021,Actual,Full Year,2021-06-30,0,City Council,01,
City Treasurer,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Civil Service Commission,55,
Commerce,Other,730,0,2021,Actual,Full Year,2021-06-30,730,Office of the Director of Commerce,42,Commerce
Finance,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of the Director of Finance,35,Finance
First Judicial District,Other,452,0,2021,Actual,Full Year,2021-06-30,452,First Judicial District,84,FJD
Fleet Services,Other,67,0,2021,Actual,Full Year,2021-06-30,67,Office of Fleet Management,25,Fleet
Free Library,Other,11,0,2021,Actual,Full Year,2021-06-30,11,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,972,0,2021,Actual,Full Year,2021-06-30,972,Department of Human Services,22,DHS
Labor,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Labor,03,
Law,Other,48,0,2021,Actual,Full Year,2021-06-30,48,Law Department,44,Law
Licenses & Inspections,Other,8,0,2021,Actual,Full Year,2021-06-30,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2021,Actual,Full Year,2021-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2021,Actual,Full Year,2021-06-30,0,L&I: Board of Review,27,
Managing Director's Office,Other,125,0,2021,Actual,Full Year,2021-06-30,125,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2021,Actual,Full Year,2021-06-30,3,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Other,29,0,2021,Actual,Full Year,2021-06-30,29,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Mural Arts Program,50,Mural Arts
Office of Behavioral Hith & Intellectual disAbility,Other,230,0,2021,Actual,Full Year,2021-06-30,230,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of Children and Families,66,OCF
Office of Homeless Services,Other,43,0,2021,Actual,Full Year,2021-06-30,43,Office of Homeless Services,24,OHS
Office of Human Resources,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,102,0,2021,Actual,Full Year,2021-06-30,102,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of Property Assessment,59,OPA
Office of Sustainability,Other,2,0,2021,Actual,Full Year,2021-06-30,2,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,26,0,2021,Actual,Full Year,2021-06-30,26,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,Other,51,0,2021,Actual,Full Year,2021-06-30,51,Department of Planning and Development,72,Planning & Development
Prisons,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2021,Actual,Full Year,2021-06-30,2,Procurement Department,38,Procurement
Public Health,Other,182,0,2021,Actual,Full Year,2021-06-30,182,Department of Public Health,14,Public Health
Public Property,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Register of Wills,68,
Revenue,Other,193,0,2021,Actual,Full Year,2021-06-30,193,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2021,Actual,Full Year,2021-06-30,0,Streets Department,12,Streets
Water,Other,1922,0,2021,Actual,Full Year,2021-06-30,1922,Water Department,28,Water
"Water,Sewer & Stormwater Rate Board",Other,1,0,2021,Actual,Full Year,2021-06-30,1,"Water, Sewer, and Stormwater Rate Board",67,
Auditing (City Controller's Office),Total,118,0,2021,Actual,Full Year,2021-06-30,118,City Controller's Office,61,
Board of Ethics,Total,9,0,2021,Actual,Full Year,2021-06-30,9,Board of Ethics,45,
Board of Pensions,Total,55,0,2021,Actual,Full Year,2021-06-30,55,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,15,0,2021,Actual,Full Year,2021-06-30,15,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,137,0,2021,Actual,Full Year,2021-06-30,137,City Commissioner's Office,73,City Commissioners
City Council,Total,182,0,2021,Actual,Full Year,2021-06-30,182,City Council,01,
City Treasurer,Total,16,0,2021,Actual,Full Year,2021-06-30,16,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,1,0,2021,Actual,Full Year,2021-06-30,1,Civil Service Commission,55,
Commerce,Total,767,0,2021,Actual,Full Year,2021-06-30,767,Office of the Director of Commerce,42,Commerce
Finance,Total,119,0,2021,Actual,Full Year,2021-06-30,119,Office of the Director of Finance,35,Finance
First Judicial District,Total,2225,0,2021,Actual,Full Year,2021-06-30,2225,First Judicial District,84,FJD
Fleet Services,Total,335,0,2021,Actual,Full Year,2021-06-30,335,Office of Fleet Management,25,Fleet
Free Library,Total,645,0,2021,Actual,Full Year,2021-06-30,645,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,Total,32,0,2021,Actual,Full Year,2021-06-30,32,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1464,0,2021,Actual,Full Year,2021-06-30,1464,Department of Human Services,22,DHS
Labor,Total,26,0,2021,Actual,Full Year,2021-06-30,26,Labor,03,
Law,Total,175,0,2021,Actual,Full Year,2021-06-30,175,Law Department,44,Law
Licenses & Inspections,Total,380,0,2021,Actual,Full Year,2021-06-30,380,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Total,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Total,1,0,2021,Actual,Full Year,2021-06-30,1,L&I: Board of Review,27,
Managing Director's Office,Total,415,0,2021,Actual,Full Year,2021-06-30,415,Managing Director's Office,10,MDO
Mayor's Office,Total,64,0,2021,Actual,Full Year,2021-06-30,64,Mayor's Office,05,Mayor
Mayor's Office-Comm. Empowerment & Opp.,Total,29,0,2021,Actual,Full Year,2021-06-30,29,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Total,8,0,2021,Actual,Full Year,2021-06-30,8,Mural Arts Program,50,Mural Arts
Office of Behavioral Hith & Intellectual disAbility,Total,253,0,2021,Actual,Full Year,2021-06-30,253,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,Total,59,0,2021,Actual,Full Year,2021-06-30,59,Office of the Chief Administrative Officer,65,CAO
Office of Children and Families,Total,3,0,2021,Actual,Full Year,2021-06-30,3,Office of Children and Families,66,OCF
Office of Homeless Services,Total,170,0,2021,Actual,Full Year,2021-06-30,170,Office of Homeless Services,24,OHS
