dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Office of Education,General,34,0,2020,Actual,YTD,2019-09-30,34,Office of Children and Families,OCF,66
Office of Homeless Services,General,150,0,2020,Actual,YTD,2019-09-30,150,Office of Homeless Services,OHS,24
Office of Human Resources,General,78,0,2020,Actual,YTD,2019-09-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,290,0,2020,Actual,YTD,2019-09-30,290,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,19,0,2020,Actual,YTD,2019-09-30,19,Office of the Inspector General,OIG,48
Office of Property Assessment,General,192,0,2020,Actual,YTD,2019-09-30,192,Office of Property Assessment,OPA,59
Office of Sustainability,General,8,0,2020,Actual,YTD,2019-09-30,8,Office of Sustainability,Sustainability,49
Parks and Recreation,General,661,0,2020,Actual,YTD,2019-09-30,661,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,59,0,2020,Actual,YTD,2019-09-30,59,Department of Planning and Development,Planning & Development,72
Prisons,General,2095,0,2020,Actual,YTD,2019-09-30,2095,Philadelphia Prison System,Prisons,23
Procurement,General,42,0,2020,Actual,YTD,2019-09-30,42,Procurement Department,Procurement,38
Public Health,General,749,0,2020,Actual,YTD,2019-09-30,749,Department of Public Health,Public Health,14
Public Property,General,132,0,2020,Actual,YTD,2019-09-30,132,Department of Public Property,Public Property,20
Records,General,55,0,2020,Actual,YTD,2019-09-30,55,Department of Records,Records,31
Register of Wills,General,71,0,2020,Actual,YTD,2019-09-30,71,Register of Wills,,68
Revenue,General,406,0,2020,Actual,YTD,2019-09-30,406,Department of Revenue,Revenue,36
Sheriff,General,360,0,2020,Actual,YTD,2019-09-30,360,Office of the Sheriff,Sheriff,70
Streets,General,1859,0,2020,Actual,YTD,2019-09-30,1859,Streets Department,Streets,12
Water,General,0,0,2020,Actual,YTD,2019-09-30,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2020,Actual,YTD,2019-09-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Other,0,0,2020,Actual,YTD,2019-09-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2020,Actual,YTD,2019-09-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2020,Actual,YTD,2019-09-30,0,Board of Ethics,,45
Board of Pensions,Other,56,0,2020,Actual,YTD,2019-09-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2020,Actual,YTD,2019-09-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2020,Actual,YTD,2019-09-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2020,Actual,YTD,2019-09-30,0,City Council,,01
City Representative,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2020,Actual,YTD,2019-09-30,0,Civil Service Commission,,55
Commerce,Other,827,0,2020,Actual,YTD,2019-09-30,827,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,494,0,2020,Actual,YTD,2019-09-30,494,First Judicial District,FJD,84
Fleet Management,Other,77,0,2020,Actual,YTD,2019-09-30,77,Office of Fleet Management,Fleet,25
Free Library,Other,12,0,2020,Actual,YTD,2019-09-30,12,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2020,Actual,YTD,2019-09-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1095,0,2020,Actual,YTD,2019-09-30,1095,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2020,Actual,YTD,2019-09-30,0,Labor,,03
Law,Other,52,0,2020,Actual,YTD,2019-09-30,52,Law Department,Law,44
Licenses & Inspections,Other,8,0,2020,Actual,YTD,2019-09-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2020,Actual,YTD,2019-09-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2020,Actual,YTD,2019-09-30,0,L&I: Board of Review,,27
Managing Director's Office,Other,81,0,2020,Actual,YTD,2019-09-30,81,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2020,Actual,YTD,2019-09-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,22,0,2020,Actual,YTD,2019-09-30,22,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2020,Actual,YTD,2019-09-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2020,Actual,YTD,2019-09-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Other,249,0,2020,Actual,YTD,2019-09-30,249,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,0,0,2020,Actual,YTD,2019-09-30,0,Board of Revision of Taxes,BRT,63
Office of Education,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,21,0,2020,Actual,YTD,2019-09-30,21,Office of Homeless Services,OHS,24
Office of Human Resources,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,96,0,2020,Actual,YTD,2019-09-30,96,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,28,0,2020,Actual,YTD,2019-09-30,28,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,52,0,2020,Actual,YTD,2019-09-30,52,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2020,Actual,YTD,2019-09-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2020,Actual,YTD,2019-09-30,2,Procurement Department,Procurement,38
Public Health,Other,151,0,2020,Actual,YTD,2019-09-30,151,Department of Public Health,Public Health,14
Public Property,Other,0,0,2020,Actual,YTD,2019-09-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2020,Actual,YTD,2019-09-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2020,Actual,YTD,2019-09-30,0,Register of Wills,,68
Revenue,Other,207,0,2020,Actual,YTD,2019-09-30,207,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2020,Actual,YTD,2019-09-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2020,Actual,YTD,2019-09-30,0,Streets Department,Streets,12
Water,Other,1971,0,2020,Actual,YTD,2019-09-30,1971,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2020,Actual,YTD,2019-09-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Total,0,0,2020,Actual,YTD,2019-09-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,124,0,2020,Actual,YTD,2019-09-30,124,City Controller's Office,,61
Board of Ethics,Total,9,0,2020,Actual,YTD,2019-09-30,9,Board of Ethics,,45
Board of Pensions,Total,56,0,2020,Actual,YTD,2019-09-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,15,0,2020,Actual,YTD,2019-09-30,15,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,97,0,2020,Actual,YTD,2019-09-30,97,City Commissioner's Office,City Commissioners,73
City Council,Total,191,0,2020,Actual,YTD,2019-09-30,191,City Council,,01
City Representative,Total,7,0,2020,Actual,YTD,2019-09-30,7,Office of the City Representative,City Rep,41
City Treasurer,Total,17,0,2020,Actual,YTD,2019-09-30,17,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2020,Actual,YTD,2019-09-30,2,Civil Service Commission,,55
Commerce,Total,877,0,2020,Actual,YTD,2019-09-30,877,Office of the Director of Commerce,Commerce,42
Finance,Total,118,0,2020,Actual,YTD,2019-09-30,118,Office of the Director of Finance,Finance,35
First Judicial District,Total,2345,0,2020,Actual,YTD,2019-09-30,2345,First Judicial District,FJD,84
Fleet Management,Total,362,0,2020,Actual,YTD,2019-09-30,362,Office of Fleet Management,Fleet,25
Free Library,Total,695,0,2020,Actual,YTD,2019-09-30,695,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,34,0,2020,Actual,YTD,2019-09-30,34,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1532,0,2020,Actual,YTD,2019-09-30,1532,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,25,0,2020,Actual,YTD,2019-09-30,25,Labor,,03
Law,Total,178,0,2020,Actual,YTD,2019-09-30,178,Law Department,Law,44
Licenses & Inspections,Total,402,0,2020,Actual,YTD,2019-09-30,402,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2020,Actual,YTD,2019-09-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2020,Actual,YTD,2019-09-30,2,L&I: Board of Review,,27
Managing Director's Office,Total,392,0,2020,Actual,YTD,2019-09-30,392,Managing Director's Office,MDO,10
Mayor's Office,Total,57,0,2020,Actual,YTD,2019-09-30,57,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,22,0,2020,Actual,YTD,2019-09-30,22,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,12,0,2020,Actual,YTD,2019-09-30,12,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,8,0,2020,Actual,YTD,2019-09-30,8,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Total,271,0,2020,Actual,YTD,2019-09-30,271,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,66,0,2020,Actual,YTD,2019-09-30,66,Board of Revision of Taxes,BRT,63
Office of Education,Total,34,0,2020,Actual,YTD,2019-09-30,34,Office of Children and Families,OCF,66
Office of Homeless Services,Total,171,0,2020,Actual,YTD,2019-09-30,171,Office of Homeless Services,OHS,24
Office of Human Resources,Total,78,0,2020,Actual,YTD,2019-09-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,386,0,2020,Actual,YTD,2019-09-30,386,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,19,0,2020,Actual,YTD,2019-09-30,19,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,192,0,2020,Actual,YTD,2019-09-30,192,Office of Property Assessment,OPA,59
Office of Sustainability,Total,8,0,2020,Actual,YTD,2019-09-30,8,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,689,0,2020,Actual,YTD,2019-09-30,689,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,111,0,2020,Actual,YTD,2019-09-30,111,Department of Planning and Development,Planning & Development,72
Prisons,Total,2095,0,2020,Actual,YTD,2019-09-30,2095,Philadelphia Prison System,Prisons,23
Procurement,Total,44,0,2020,Actual,YTD,2019-09-30,44,Procurement Department,Procurement,38
Public Health,Total,900,0,2020,Actual,YTD,2019-09-30,900,Department of Public Health,Public Health,14
Public Property,Total,132,0,2020,Actual,YTD,2019-09-30,132,Department of Public Property,Public Property,20
Records,Total,55,0,2020,Actual,YTD,2019-09-30,55,Department of Records,Records,31
Register of Wills,Total,71,0,2020,Actual,YTD,2019-09-30,71,Register of Wills,,68
Revenue,Total,613,0,2020,Actual,YTD,2019-09-30,613,Department of Revenue,Revenue,36
Sheriff,Total,360,0,2020,Actual,YTD,2019-09-30,360,Office of the Sheriff,Sheriff,70
Streets,Total,1859,0,2020,Actual,YTD,2019-09-30,1859,Streets Department,Streets,12
Water,Total,1971,0,2020,Actual,YTD,2019-09-30,1971,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Total,1,0,2020,Actual,YTD,2019-09-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Police,General,804,6477,2020,Actual,YTD,2019-09-30,7281,Police Department,Police,11
Police,Other,11,152,2020,Actual,YTD,2019-09-30,163,Police Department,Police,11
Police,Total,815,6629,2020,Actual,YTD,2019-09-30,7444,Police Department,Police,11
Fire,General,120,2444,2020,Actual,YTD,2019-09-30,2564,Fire Department,Fire,13
Fire,Other,3,199,2020,Actual,YTD,2019-09-30,202,Fire Department,Fire,13
Fire,Total,123,2643,2020,Actual,YTD,2019-09-30,2766,Fire Department,Fire,13
District Attorney,General,517,35,2020,Actual,YTD,2019-09-30,552,District Attorney's Office,DAO,69
District Attorney,Other,64,11,2020,Actual,YTD,2019-09-30,75,District Attorney's Office,DAO,69
District Attorney,Total,581,46,2020,Actual,YTD,2019-09-30,627,District Attorney's Office,DAO,69
Atwater Kent Museum,General,0,0,2019,Actual,Full Year,2019-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,124,0,2019,Actual,Full Year,2019-06-30,124,City Controller's Office,,61
Board of Ethics,General,10,0,2019,Actual,Full Year,2019-06-30,10,Board of Ethics,,45
Board of Pensions,General,0,0,2019,Actual,Full Year,2019-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,11,0,2019,Actual,Full Year,2019-06-30,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,94,0,2019,Actual,Full Year,2019-06-30,94,City Commissioner's Office,City Commissioners,73
City Council,General,197,0,2019,Actual,Full Year,2019-06-30,197,City Council,,01
City Representative,General,8,0,2019,Actual,Full Year,2019-06-30,8,Office of the City Representative,City Rep,41
City Treasurer,General,16,0,2019,Actual,Full Year,2019-06-30,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2019,Actual,Full Year,2019-06-30,2,Civil Service Commission,,55
Commerce,General,48,0,2019,Actual,Full Year,2019-06-30,48,Office of the Director of Commerce,Commerce,42
Finance,General,116,0,2019,Actual,Full Year,2019-06-30,116,Office of the Director of Finance,Finance,35
First Judicial District,General,1842,0,2019,Actual,Full Year,2019-06-30,1842,First Judicial District,FJD,84
Fleet Management,General,286,0,2019,Actual,Full Year,2019-06-30,286,Office of Fleet Management,Fleet,25
Free Library,General,651,0,2019,Actual,Full Year,2019-06-30,651,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,General,32,0,2019,Actual,Full Year,2019-06-30,32,Commission on Human Relations,Human Relations,54
Human Services (1),General,396,0,2019,Actual,Full Year,2019-06-30,396,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,22,0,2019,Actual,Full Year,2019-06-30,22,Labor,,03
Law,General,128,0,2019,Actual,Full Year,2019-06-30,128,Law Department,Law,44
Licenses & Inspections,General,372,0,2019,Actual,Full Year,2019-06-30,372,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2019,Actual,Full Year,2019-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2019,Actual,Full Year,2019-06-30,2,L&I: Board of Review,,27
Managing Director's Office,General,307,0,2019,Actual,Full Year,2019-06-30,307,Managing Director's Office,MDO,10
Mayor's Office,General,51,0,2019,Actual,Full Year,2019-06-30,51,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2019,Actual,Full Year,2019-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,11,0,2019,Actual,Full Year,2019-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,7,0,2019,Actual,Full Year,2019-06-30,7,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,General,16,0,2019,Actual,Full Year,2019-06-30,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,General,56,0,2019,Actual,Full Year,2019-06-30,56,Board of Revision of Taxes,BRT,63
Office of Education,General,32,0,2019,Actual,Full Year,2019-06-30,32,Office of Children and Families,OCF,66
Office of Homeless Services,General,151,0,2019,Actual,Full Year,2019-06-30,151,Office of Homeless Services,OHS,24
Office of Human Resources,General,77,0,2019,Actual,Full Year,2019-06-30,77,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,277,0,2019,Actual,Full Year,2019-06-30,277,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2019,Actual,Full Year,2019-06-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,General,196,0,2019,Actual,Full Year,2019-06-30,196,Office of Property Assessment,OPA,59
Office of Sustainability,General,9,0,2019,Actual,Full Year,2019-06-30,9,Office of Sustainability,Sustainability,49
Parks and Recreation,General,647,0,2019,Actual,Full Year,2019-06-30,647,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,56,0,2019,Actual,Full Year,2019-06-30,56,Department of Planning and Development,Planning & Development,72
Prisons,General,2130,0,2019,Actual,Full Year,2019-06-30,2130,Philadelphia Prison System,Prisons,23
Procurement,General,41,0,2019,Actual,Full Year,2019-06-30,41,Procurement Department,Procurement,38
Public Health,General,752,0,2019,Actual,Full Year,2019-06-30,752,Department of Public Health,Public Health,14
Public Property,General,135,0,2019,Actual,Full Year,2019-06-30,135,Department of Public Property,Public Property,20
Records,General,55,0,2019,Actual,Full Year,2019-06-30,55,Department of Records,Records,31
Register of Wills,General,70,0,2019,Actual,Full Year,2019-06-30,70,Register of Wills,,68
Revenue,General,405,0,2019,Actual,Full Year,2019-06-30,405,Department of Revenue,Revenue,36
Sheriff,General,355,0,2019,Actual,Full Year,2019-06-30,355,Office of the Sheriff,Sheriff,70
Streets,General,1736,0,2019,Actual,Full Year,2019-06-30,1736,Streets Department,Streets,12
Water,General,0,0,2019,Actual,Full Year,2019-06-30,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2019,Actual,Full Year,2019-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2019,Actual,Full Year,2019-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Board of Ethics,,45
Board of Pensions,Other,56,0,2019,Actual,Full Year,2019-06-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2019,Actual,Full Year,2019-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2019,Actual,Full Year,2019-06-30,0,City Council,,01
City Representative,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Civil Service Commission,,55
Commerce,Other,788,0,2019,Actual,Full Year,2019-06-30,788,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,507,0,2019,Actual,Full Year,2019-06-30,507,First Judicial District,FJD,84
Fleet Management,Other,78,0,2019,Actual,Full Year,2019-06-30,78,Office of Fleet Management,Fleet,25
Free Library,Other,10,0,2019,Actual,Full Year,2019-06-30,10,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1139,0,2019,Actual,Full Year,2019-06-30,1139,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2019,Actual,Full Year,2019-06-30,0,Labor,,03
Law,Other,52,0,2019,Actual,Full Year,2019-06-30,52,Law Department,Law,44
Licenses & Inspections,Other,8,0,2019,Actual,Full Year,2019-06-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2019,Actual,Full Year,2019-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2019,Actual,Full Year,2019-06-30,0,L&I: Board of Review,,27
Managing Director's Office,Other,68,0,2019,Actual,Full Year,2019-06-30,68,Managing Director's Office,MDO,10
Mayor's Office,Other,9,0,2019,Actual,Full Year,2019-06-30,9,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,23,0,2019,Actual,Full Year,2019-06-30,23,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2019,Actual,Full Year,2019-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hlth/Intel. disAbility,Other,246,0,2019,Actual,Full Year,2019-06-30,246,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Board of Revision of Taxes,BRT,63
Office of Education,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,23,0,2019,Actual,Full Year,2019-06-30,23,Office of Homeless Services,OHS,24
Office of Human Resources,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,92,0,2019,Actual,Full Year,2019-06-30,92,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,2,0,2019,Actual,Full Year,2019-06-30,2,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,27,0,2019,Actual,Full Year,2019-06-30,27,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,53,0,2019,Actual,Full Year,2019-06-30,53,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2019,Actual,Full Year,2019-06-30,2,Procurement Department,Procurement,38
Public Health,Other,149,0,2019,Actual,Full Year,2019-06-30,149,Department of Public Health,Public Health,14
Public Property,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Register of Wills,,68
Revenue,Other,206,0,2019,Actual,Full Year,2019-06-30,206,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2019,Actual,Full Year,2019-06-30,0,Streets Department,Streets,12
Water,Other,1891,0,2019,Actual,Full Year,2019-06-30,1891,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2019,Actual,Full Year,2019-06-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Total,0,0,2019,Actual,Full Year,2019-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,124,0,2019,Actual,Full Year,2019-06-30,124,City Controller's Office,,61
Board of Ethics,Total,10,0,2019,Actual,Full Year,2019-06-30,10,Board of Ethics,,45
Board of Pensions,Total,56,0,2019,Actual,Full Year,2019-06-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,11,0,2019,Actual,Full Year,2019-06-30,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,94,0,2019,Actual,Full Year,2019-06-30,94,City Commissioner's Office,City Commissioners,73
City Council,Total,197,0,2019,Actual,Full Year,2019-06-30,197,City Council,,01
City Representative,Total,8,0,2019,Actual,Full Year,2019-06-30,8,Office of the City Representative,City Rep,41
City Treasurer,Total,16,0,2019,Actual,Full Year,2019-06-30,16,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2019,Actual,Full Year,2019-06-30,2,Civil Service Commission,,55
Commerce,Total,836,0,2019,Actual,Full Year,2019-06-30,836,Office of the Director of Commerce,Commerce,42
Finance,Total,116,0,2019,Actual,Full Year,2019-06-30,116,Office of the Director of Finance,Finance,35
