dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Free Library,Other,73,0,2008,Actual,YTD,2007-09-30,73,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2008,Actual,YTD,2007-09-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2008,Actual,YTD,2007-09-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,40,0,2008,Actual,YTD,2007-09-30,40,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Other,16,0,2008,Actual,YTD,2007-09-30,16,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,YTD,2007-09-30,0,Labor,03,
Law,Other,59,0,2008,Actual,YTD,2007-09-30,59,Law Department,44,Law
Licenses & Inspections,Other,18,0,2008,Actual,YTD,2007-09-30,18,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,11,0,2008,Actual,YTD,2007-09-30,11,Managing Director's Office,10,MDO
Mayor,Other,3,0,2008,Actual,YTD,2007-09-30,3,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Other,156,0,2008,Actual,YTD,2007-09-30,156,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2008,Actual,YTD,2007-09-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,227,0,2008,Actual,YTD,2007-09-30,227,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.of Supportive Housing,Other,44,0,2008,Actual,YTD,2007-09-30,44,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,82,0,2008,Actual,YTD,2007-09-30,82,Office of Housing and Community Development,06,
Personnel,Other,0,0,2008,Actual,YTD,2007-09-30,0,Office of Human Resources,56,OHR
Prisons,Other,0,0,2008,Actual,YTD,2007-09-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,3,0,2008,Actual,YTD,2007-09-30,3,Procurement Department,38,Procurement
Public Health,Other,215,0,2008,Actual,YTD,2007-09-30,215,Department of Public Health,14,Public Health
Public Property,Other,0,0,2008,Actual,YTD,2007-09-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2008,Actual,YTD,2007-09-30,0,Department of Records,31,Records
Recreation,Other,23,0,2008,Actual,YTD,2007-09-30,23,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2008,Actual,YTD,2007-09-30,0,Register of Wills,68,
Revenue,Other,205,0,2008,Actual,YTD,2007-09-30,205,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2008,Actual,YTD,2007-09-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2008,Actual,YTD,2007-09-30,0,Streets Department,12,Streets
Streets - Sanitation,Other,0,0,2008,Actual,YTD,2007-09-30,0,Streets: Sanitation,12-S,
Water,Other,1719,0,2008,Actual,YTD,2007-09-30,1719,Water Department,28,Water
Zoning Board of Adjustment,Other,0,0,2008,Actual,YTD,2007-09-30,0,Zoning Board of Adjustments,30,ZBA
Atwater Kent Museum,Total,4,0,2008,Actual,YTD,2007-09-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,126,0,2008,Actual,YTD,2007-09-30,126,City Controller's Office,61,
Board of Building Standards,Total,2,0,2008,Actual,YTD,2007-09-30,2,L&I: Board of Building and Standards,29,
Board of Ethics,Total,3,0,2008,Actual,YTD,2007-09-30,3,Board of Ethics,45,
Board of L & I Review,Total,3,0,2008,Actual,YTD,2007-09-30,3,L&I: Board of Review,27,
Bd. of Pensions,Total,68,0,2008,Actual,YTD,2007-09-30,68,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,126,0,2008,Actual,YTD,2007-09-30,126,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,3,0,2008,Actual,YTD,2007-09-30,3,Camp William Penn,19,
"Capital Program Office, Mayor-",Total,23,0,2008,Actual,YTD,2007-09-30,23,Capital Program Office,07,
City Commissioners (Election Board),Total,88,0,2008,Actual,YTD,2007-09-30,88,City Commissioner's Office,73,City Commissioners
City Council,Total,187,0,2008,Actual,YTD,2007-09-30,187,City Council,01,
City Planning Commission,Total,50,0,2008,Actual,YTD,2007-09-30,50,City Planning Commission,51,
City Rep. / Commerce,Total,750,0,2008,Actual,YTD,2007-09-30,750,Office of the City Representative,41,City Rep
City Treasurer,Total,11,0,2008,Actual,YTD,2007-09-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2008,Actual,YTD,2007-09-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,112,0,2008,Actual,YTD,2007-09-30,112,Clerk of Quarter Sessions,64,
Fairmount Park,Total,157,0,2008,Actual,YTD,2007-09-30,157,Fairmount Park Commission,17,
Finance,Total,171,0,2008,Actual,YTD,2007-09-30,171,Office of the Director of Finance,35,Finance
First Judicial District,Total,2423,0,2008,Actual,YTD,2007-09-30,2423,First Judicial District,84,FJD
Fleet Management,Total,376,0,2008,Actual,YTD,2007-09-30,376,Office of Fleet Management,25,Fleet
Free Library,Total,805,0,2008,Actual,YTD,2007-09-30,805,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,6,0,2008,Actual,YTD,2007-09-30,6,Historical Commission,32,
Human Relations Commission,Total,33,0,2008,Actual,YTD,2007-09-30,33,Commission on Human Relations,54,Human Relations
Human Services,Total,1791,0,2008,Actual,YTD,2007-09-30,1791,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Total,150,0,2008,Actual,YTD,2007-09-30,150,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Total,7,0,2008,Actual,YTD,2007-09-30,7,Labor,03,
Law,Total,239,0,2008,Actual,YTD,2007-09-30,239,Law Department,44,Law
Licenses & Inspections,Total,357,0,2008,Actual,YTD,2007-09-30,357,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Total,109,0,2008,Actual,YTD,2007-09-30,109,Managing Director's Office,10,MDO
Mayor,Total,57,0,2008,Actual,YTD,2007-09-30,57,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Total,156,0,2008,Actual,YTD,2007-09-30,156,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Total,14,0,2008,Actual,YTD,2007-09-30,14,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,261,0,2008,Actual,YTD,2007-09-30,261,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.of Supportive Housing,Total,189,0,2008,Actual,YTD,2007-09-30,189,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Total,82,0,2008,Actual,YTD,2007-09-30,82,Office of Housing and Community Development,06,
Personnel,Total,75,0,2008,Actual,YTD,2007-09-30,75,Office of Human Resources,56,OHR
Prisons,Total,2130,0,2008,Actual,YTD,2007-09-30,2130,Philadelphia Prison System,23,Prisons
Procurement,Total,61,0,2008,Actual,YTD,2007-09-30,61,Procurement Department,38,Procurement
Public Health,Total,892,0,2008,Actual,YTD,2007-09-30,892,Department of Public Health,14,Public Health
Public Property,Total,148,0,2008,Actual,YTD,2007-09-30,148,Department of Public Property,20,Public Property
Records,Total,72,0,2008,Actual,YTD,2007-09-30,72,Department of Records,31,Records
Recreation,Total,485,0,2008,Actual,YTD,2007-09-30,485,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Total,67,0,2008,Actual,YTD,2007-09-30,67,Register of Wills,68,
Revenue,Total,451,0,2008,Actual,YTD,2007-09-30,451,Department of Revenue,36,Revenue
Sheriff,Total,246,0,2008,Actual,YTD,2007-09-30,246,Office of the Sheriff,70,Sheriff
Streets,Total,587,0,2008,Actual,YTD,2007-09-30,587,Streets Department,12,Streets
Streets - Sanitation,Total,1197,0,2008,Actual,YTD,2007-09-30,1197,Streets: Sanitation,12-S,
Water,Total,1719,0,2008,Actual,YTD,2007-09-30,1719,Water Department,28,Water
Zoning Board of Adjustment,Total,4,0,2008,Actual,YTD,2007-09-30,4,Zoning Board of Adjustments,30,ZBA
Police,General,818,6625,2008,Actual,YTD,2007-09-30,7443,Police Department,11,Police
Police,Other,11,151,2008,Actual,YTD,2007-09-30,162,Police Department,11,Police
Police,Total,829,6776,2008,Actual,YTD,2007-09-30,7605,Police Department,11,Police
Fire,General,2259,99,2008,Actual,YTD,2007-09-30,2358,Fire Department,13,Fire
Fire,Other,52,4,2008,Actual,YTD,2007-09-30,56,Fire Department,13,Fire
Fire,Total,2311,103,2008,Actual,YTD,2007-09-30,2414,Fire Department,13,Fire
District Attorney,General,441,12,2008,Actual,YTD,2007-09-30,453,District Attorney's Office,69,DAO
District Attorney,Other,100,11,2008,Actual,YTD,2007-09-30,111,District Attorney's Office,69,DAO
District Attorney,Total,541,23,2008,Actual,YTD,2007-09-30,564,District Attorney's Office,69,DAO
Atwater Kent Museum,General,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,61,
Board of Building Standards,General,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,29,
Board of Ethics,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,45,
Board of L & I Review,General,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,27,
Bd. of Pensions,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,General,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,63,BRT
Camp William Penn,General,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,19,
"Capital Program Office, Mayor-",General,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,07,
City Commissioners (Election Board),General,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,73,City Commissioners
City Council,General,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,01,
City Planning Commission,General,44,0,2007,Actual,Full Year,2007-06-30,44,City Planning Commission,51,
City Rep. / Commerce,General,12,0,2007,Actual,Full Year,2007-06-30,12,Office of the City Representative,41,City Rep
City Treasurer,General,11,0,2007,Actual,Full Year,2007-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2007,Actual,Full Year,2007-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,General,114,0,2007,Actual,Full Year,2007-06-30,114,Clerk of Quarter Sessions,64,
Fairmount Park,General,155,0,2007,Actual,Full Year,2007-06-30,155,Fairmount Park Commission,17,
Finance,General,164,0,2007,Actual,Full Year,2007-06-30,164,Office of the Director of Finance,35,Finance
First Judicial District,General,1928,0,2007,Actual,Full Year,2007-06-30,1928,First Judicial District,84,FJD
Fleet Management,General,300,0,2007,Actual,Full Year,2007-06-30,300,Office of Fleet Management,25,Fleet
Free Library,General,724,0,2007,Actual,Full Year,2007-06-30,724,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2007,Actual,Full Year,2007-06-30,6,Historical Commission,32,
Human Relations Commission,General,35,0,2007,Actual,Full Year,2007-06-30,35,Commission on Human Relations,54,Human Relations
Human Services,General,1721,0,2007,Actual,Full Year,2007-06-30,1721,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",General,112,0,2007,Actual,Full Year,2007-06-30,112,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",General,7,0,2007,Actual,Full Year,2007-06-30,7,Labor,03,
Law,General,193,0,2007,Actual,Full Year,2007-06-30,193,Law Department,44,Law
Licenses & Inspections,General,351,0,2007,Actual,Full Year,2007-06-30,351,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,102,0,2007,Actual,Full Year,2007-06-30,102,Managing Director's Office,10,MDO
Mayor,General,56,0,2007,Actual,Full Year,2007-06-30,56,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,General,14,0,2007,Actual,Full Year,2007-06-30,14,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,35,0,2007,Actual,Full Year,2007-06-30,35,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.of Supportive Housing,General,132,0,2007,Actual,Full Year,2007-06-30,132,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Housing and Community Development,06,
Personnel,General,70,0,2007,Actual,Full Year,2007-06-30,70,Office of Human Resources,56,OHR
Prisons,General,2176,0,2007,Actual,Full Year,2007-06-30,2176,Philadelphia Prison System,23,Prisons
Procurement,General,54,0,2007,Actual,Full Year,2007-06-30,54,Procurement Department,38,Procurement
Public Health,General,664,0,2007,Actual,Full Year,2007-06-30,664,Department of Public Health,14,Public Health
Public Property,General,175,0,2007,Actual,Full Year,2007-06-30,175,Department of Public Property,20,Public Property
Records,General,70,0,2007,Actual,Full Year,2007-06-30,70,Department of Records,31,Records
Recreation,General,460,0,2007,Actual,Full Year,2007-06-30,460,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,69,0,2007,Actual,Full Year,2007-06-30,69,Register of Wills,68,
Revenue,General,237,0,2007,Actual,Full Year,2007-06-30,237,Department of Revenue,36,Revenue
Sheriff,General,241,0,2007,Actual,Full Year,2007-06-30,241,Office of the Sheriff,70,Sheriff
Streets,General,592,0,2007,Actual,Full Year,2007-06-30,592,Streets Department,12,Streets
Streets - Sanitation,General,1222,0,2007,Actual,Full Year,2007-06-30,1222,Streets: Sanitation,12-S,
Water,General,0,0,2007,Actual,Full Year,2007-06-30,0,Water Department,28,Water
Zoning Board of Adjustment,General,4,0,2007,Actual,Full Year,2007-06-30,4,Zoning Board of Adjustments,30,ZBA
Atwater Kent Museum,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Council,01,
City Planning Commission,Other,6,0,2007,Actual,Full Year,2007-06-30,6,City Planning Commission,51,
City Rep. / Commerce,Other,745,0,2007,Actual,Full Year,2007-06-30,745,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Clerk of Quarter Sessions,64,
Fairmount Park,Other,1,0,2007,Actual,Full Year,2007-06-30,1,Fairmount Park Commission,17,
Finance,Other,10,0,2007,Actual,Full Year,2007-06-30,10,Office of the Director of Finance,35,Finance
First Judicial District,Other,485,0,2007,Actual,Full Year,2007-06-30,485,First Judicial District,84,FJD
Fleet Management,Other,69,0,2007,Actual,Full Year,2007-06-30,69,Office of Fleet Management,25,Fleet
Free Library,Other,75,0,2007,Actual,Full Year,2007-06-30,75,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,54,0,2007,Actual,Full Year,2007-06-30,54,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Other,16,0,2007,Actual,Full Year,2007-06-30,16,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Labor,03,
Law,Other,55,0,2007,Actual,Full Year,2007-06-30,55,Law Department,44,Law
Licenses & Inspections,Other,19,0,2007,Actual,Full Year,2007-06-30,19,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,11,0,2007,Actual,Full Year,2007-06-30,11,Managing Director's Office,10,MDO
Mayor,Other,3,0,2007,Actual,Full Year,2007-06-30,3,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Other,143,0,2007,Actual,Full Year,2007-06-30,143,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,226,0,2007,Actual,Full Year,2007-06-30,226,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.of Supportive Housing,Other,46,0,2007,Actual,Full Year,2007-06-30,46,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,82,0,2007,Actual,Full Year,2007-06-30,82,Office of Housing and Community Development,06,
Personnel,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Human Resources,56,OHR
Prisons,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2007,Actual,Full Year,2007-06-30,2,Procurement Department,38,Procurement
Public Health,Other,217,0,2007,Actual,Full Year,2007-06-30,217,Department of Public Health,14,Public Health
Public Property,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Records,31,Records
Recreation,Other,24,0,2007,Actual,Full Year,2007-06-30,24,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Register of Wills,68,
Revenue,Other,205,0,2007,Actual,Full Year,2007-06-30,205,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets Department,12,Streets
Streets - Sanitation,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets: Sanitation,12-S,
Water,Other,1713,0,2007,Actual,Full Year,2007-06-30,1713,Water Department,28,Water
Zoning Board of Adjustment,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Board of Adjustments,30,ZBA
Atwater Kent Museum,Total,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,61,
Board of Building Standards,Total,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,29,
Board of Ethics,Total,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,45,
Board of L & I Review,Total,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,27,
Bd. of Pensions,Total,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,19,
"Capital Program Office, Mayor-",Total,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,07,
City Commissioners (Election Board),Total,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,73,City Commissioners
City Council,Total,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,01,
City Planning Commission,Total,50,0,2007,Actual,Full Year,2007-06-30,50,City Planning Commission,51,
City Rep. / Commerce,Total,757,0,2007,Actual,Full Year,2007-06-30,757,Office of the City Representative,41,City Rep
City Treasurer,Total,11,0,2007,Actual,Full Year,2007-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2007,Actual,Full Year,2007-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,114,0,2007,Actual,Full Year,2007-06-30,114,Clerk of Quarter Sessions,64,
Fairmount Park,Total,156,0,2007,Actual,Full Year,2007-06-30,156,Fairmount Park Commission,17,
