dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Law,General,192,0,2009,Actual,YTD,2008-09-30,192,Law Department,44,Law
Licenses & Inspections,General,359,0,2009,Actual,YTD,2008-09-30,359,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,94,0,2009,Actual,YTD,2008-09-30,94,Managing Director's Office,10,MDO
Mayor,General,74,0,2009,Actual,YTD,2008-09-30,74,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,General,0,0,2009,Actual,YTD,2008-09-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,4,0,2009,Actual,YTD,2008-09-30,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2009,Actual,YTD,2008-09-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,27,0,2009,Actual,YTD,2008-09-30,27,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.ot Supportive Housing,General,129,0,2009,Actual,YTD,2008-09-30,129,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2009,Actual,YTD,2008-09-30,0,Office of Housing and Community Development,06,
Personnel,General,67,0,2009,Actual,YTD,2008-09-30,67,Office of Human Resources,56,OHR
Prisons,General,2161,0,2009,Actual,YTD,2008-09-30,2161,Philadelphia Prison System,23,Prisons
Procurement,General,57,0,2009,Actual,YTD,2008-09-30,57,Procurement Department,38,Procurement
Public Health,General,693,0,2009,Actual,YTD,2008-09-30,693,Department of Public Health,14,Public Health
Public Property,General,165,0,2009,Actual,YTD,2008-09-30,165,Department of Public Property,20,Public Property
Records,General,69,0,2009,Actual,YTD,2008-09-30,69,Department of Records,31,Records
Recreation,General,475,0,2009,Actual,YTD,2008-09-30,475,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,68,0,2009,Actual,YTD,2008-09-30,68,Register of Wills,68,
Revenue,General,249,0,2009,Actual,YTD,2008-09-30,249,Department of Revenue,36,Revenue
Sheriff,General,241,0,2009,Actual,YTD,2008-09-30,241,Office of the Sheriff,70,Sheriff
Streets,General,602,0,2009,Actual,YTD,2008-09-30,602,Streets Department,12,Streets
Streets Sanitation,General,1218,0,2009,Actual,YTD,2008-09-30,1218,Streets: Sanitation,12-S,
Water,General,0,0,2009,Actual,YTD,2008-09-30,0,Water Department,28,Water
Youth Commission,General,0,0,2009,Actual,YTD,2008-09-30,0,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2009,Actual,YTD,2008-09-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,0,0,2009,Actual,YTD,2008-09-30,0,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2009,Actual,YTD,2008-09-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2009,Actual,YTD,2008-09-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2009,Actual,YTD,2008-09-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2009,Actual,YTD,2008-09-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2009,Actual,YTD,2008-09-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,59,0,2009,Actual,YTD,2008-09-30,59,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2009,Actual,YTD,2008-09-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2009,Actual,YTD,2008-09-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,YTD,2008-09-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2009,Actual,YTD,2008-09-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2009,Actual,YTD,2008-09-30,0,City Council,01,
City Planning Commission,Other,5,0,2009,Actual,YTD,2008-09-30,5,City Planning Commission,51,
City Representative,Other,0,0,2009,Actual,YTD,2008-09-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2009,Actual,YTD,2008-09-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2009,Actual,YTD,2008-09-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2009,Actual,YTD,2008-09-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,772,0,2009,Actual,YTD,2008-09-30,772,Office of the Director of Commerce,42,Commerce
Fairmount Park,Other,1,0,2009,Actual,YTD,2008-09-30,1,Fairmount Park Commission,17,
Finance,Other,7,0,2009,Actual,YTD,2008-09-30,7,Office of the Director of Finance,35,Finance
First Judicial District,Other,460,0,2009,Actual,YTD,2008-09-30,460,First Judicial District,84,FJD
Fleet Management,Other,58,0,2009,Actual,YTD,2008-09-30,58,Office of Fleet Management,25,Fleet
Free Library,Other,67,0,2009,Actual,YTD,2008-09-30,67,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2009,Actual,YTD,2008-09-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2009,Actual,YTD,2008-09-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,40,0,2009,Actual,YTD,2008-09-30,40,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Other,16,0,2009,Actual,YTD,2008-09-30,16,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,YTD,2008-09-30,0,Labor,03,
Law,Other,54,0,2009,Actual,YTD,2008-09-30,54,Law Department,44,Law
Licenses & Inspections,Other,17,0,2009,Actual,YTD,2008-09-30,17,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,5,0,2009,Actual,YTD,2008-09-30,5,Managing Director's Office,10,MDO
Mayor,Other,3,0,2009,Actual,YTD,2008-09-30,3,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Other,155,0,2009,Actual,YTD,2008-09-30,155,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,0,0,2009,Actual,YTD,2008-09-30,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2009,Actual,YTD,2008-09-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,236,0,2009,Actual,YTD,2008-09-30,236,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.ot Supportive Housing,Other,46,0,2009,Actual,YTD,2008-09-30,46,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,80,0,2009,Actual,YTD,2008-09-30,80,Office of Housing and Community Development,06,
Personnel,Other,0,0,2009,Actual,YTD,2008-09-30,0,Office of Human Resources,56,OHR
Prisons,Other,0,0,2009,Actual,YTD,2008-09-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,3,0,2009,Actual,YTD,2008-09-30,3,Procurement Department,38,Procurement
Public Health,Other,218,0,2009,Actual,YTD,2008-09-30,218,Department of Public Health,14,Public Health
Public Property,Other,0,0,2009,Actual,YTD,2008-09-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2009,Actual,YTD,2008-09-30,0,Department of Records,31,Records
Recreation,Other,20,0,2009,Actual,YTD,2008-09-30,20,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2009,Actual,YTD,2008-09-30,0,Register of Wills,68,
Revenue,Other,219,0,2009,Actual,YTD,2008-09-30,219,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2009,Actual,YTD,2008-09-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2009,Actual,YTD,2008-09-30,0,Streets Department,12,Streets
Streets Sanitation,Other,0,0,2009,Actual,YTD,2008-09-30,0,Streets: Sanitation,12-S,
Water,Other,1737,0,2009,Actual,YTD,2008-09-30,1737,Water Department,28,Water
Youth Commission,Other,0,0,2009,Actual,YTD,2008-09-30,0,Youth Commission,47,
Zoning Board of Adjustment,Other,0,0,2009,Actual,YTD,2008-09-30,0,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Other,0,0,2009,Actual,YTD,2008-09-30,0,Zoning Code Commission,57,
Atwater Kent Museum,Total,4,0,2009,Actual,YTD,2008-09-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,123,0,2009,Actual,YTD,2008-09-30,123,City Controller's Office,61,
Board of Building Standards,Total,2,0,2009,Actual,YTD,2008-09-30,2,L&I: Board of Building and Standards,29,
Board of Ethics,Total,9,0,2009,Actual,YTD,2008-09-30,9,Board of Ethics,45,
Board of L & I Review,Total,3,0,2009,Actual,YTD,2008-09-30,3,L&I: Board of Review,27,
Bd. of Pensions,Total,59,0,2009,Actual,YTD,2008-09-30,59,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,137,0,2009,Actual,YTD,2008-09-30,137,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,0,0,2009,Actual,YTD,2008-09-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Total,36,0,2009,Actual,YTD,2008-09-30,36,Capital Program Office,07,
City Commissioners (Election Board),Total,95,0,2009,Actual,YTD,2008-09-30,95,City Commissioner's Office,73,City Commissioners
City Council,Total,193,0,2009,Actual,YTD,2008-09-30,193,City Council,01,
City Planning Commission,Total,49,0,2009,Actual,YTD,2008-09-30,49,City Planning Commission,51,
City Representative,Total,7,0,2009,Actual,YTD,2008-09-30,7,Office of the City Representative,41,City Rep
City Treasurer,Total,11,0,2009,Actual,YTD,2008-09-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2009,Actual,YTD,2008-09-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,120,0,2009,Actual,YTD,2008-09-30,120,Clerk of Quarter Sessions,64,
Commerce,Total,781,0,2009,Actual,YTD,2008-09-30,781,Office of the Director of Commerce,42,Commerce
Fairmount Park,Total,158,0,2009,Actual,YTD,2008-09-30,158,Fairmount Park Commission,17,
Finance,Total,187,0,2009,Actual,YTD,2008-09-30,187,Office of the Director of Finance,35,Finance
First Judicial District,Total,2418,0,2009,Actual,YTD,2008-09-30,2418,First Judicial District,84,FJD
Fleet Management,Total,363,0,2009,Actual,YTD,2008-09-30,363,Office of Fleet Management,25,Fleet
Free Library,Total,770,0,2009,Actual,YTD,2008-09-30,770,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,6,0,2009,Actual,YTD,2008-09-30,6,Historical Commission,32,
Human Relations Commission,Total,34,0,2009,Actual,YTD,2008-09-30,34,Commission on Human Relations,54,Human Relations
Human Services,Total,1849,0,2009,Actual,YTD,2008-09-30,1849,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Total,155,0,2009,Actual,YTD,2008-09-30,155,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Total,7,0,2009,Actual,YTD,2008-09-30,7,Labor,03,
Law,Total,246,0,2009,Actual,YTD,2008-09-30,246,Law Department,44,Law
Licenses & Inspections,Total,376,0,2009,Actual,YTD,2008-09-30,376,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Total,99,0,2009,Actual,YTD,2008-09-30,99,Managing Director's Office,10,MDO
Mayor,Total,77,0,2009,Actual,YTD,2008-09-30,77,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Total,155,0,2009,Actual,YTD,2008-09-30,155,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Total,4,0,2009,Actual,YTD,2008-09-30,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,12,0,2009,Actual,YTD,2008-09-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,263,0,2009,Actual,YTD,2008-09-30,263,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.ot Supportive Housing,Total,175,0,2009,Actual,YTD,2008-09-30,175,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Total,80,0,2009,Actual,YTD,2008-09-30,80,Office of Housing and Community Development,06,
Personnel,Total,67,0,2009,Actual,YTD,2008-09-30,67,Office of Human Resources,56,OHR
Prisons,Total,2161,0,2009,Actual,YTD,2008-09-30,2161,Philadelphia Prison System,23,Prisons
Procurement,Total,60,0,2009,Actual,YTD,2008-09-30,60,Procurement Department,38,Procurement
Public Health,Total,911,0,2009,Actual,YTD,2008-09-30,911,Department of Public Health,14,Public Health
Public Property,Total,165,0,2009,Actual,YTD,2008-09-30,165,Department of Public Property,20,Public Property
Records,Total,69,0,2009,Actual,YTD,2008-09-30,69,Department of Records,31,Records
Recreation,Total,495,0,2009,Actual,YTD,2008-09-30,495,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Total,68,0,2009,Actual,YTD,2008-09-30,68,Register of Wills,68,
Revenue,Total,468,0,2009,Actual,YTD,2008-09-30,468,Department of Revenue,36,Revenue
Sheriff,Total,241,0,2009,Actual,YTD,2008-09-30,241,Office of the Sheriff,70,Sheriff
Streets,Total,602,0,2009,Actual,YTD,2008-09-30,602,Streets Department,12,Streets
Streets Sanitation,Total,1218,0,2009,Actual,YTD,2008-09-30,1218,Streets: Sanitation,12-S,
Water,Total,1737,0,2009,Actual,YTD,2008-09-30,1737,Water Department,28,Water
Youth Commission,Total,0,0,2009,Actual,YTD,2008-09-30,0,Youth Commission,47,
Zoning Board of Adjustment,Total,5,0,2009,Actual,YTD,2008-09-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Total,0,0,2009,Actual,YTD,2008-09-30,0,Zoning Code Commission,57,
Police,General,883,6610,2009,Actual,YTD,2008-09-30,7493,Police Department,11,Police
Police,Other,11,154,2009,Actual,YTD,2008-09-30,165,Police Department,11,Police
Police,Total,894,6764,2009,Actual,YTD,2008-09-30,7658,Police Department,11,Police
Fire,General,2212,99,2009,Actual,YTD,2008-09-30,2311,Fire Department,13,Fire
Fire,Other,62,4,2009,Actual,YTD,2008-09-30,66,Fire Department,13,Fire
Fire,Total,2274,103,2009,Actual,YTD,2008-09-30,2377,Fire Department,13,Fire
District Attorney,General,460,12,2009,Actual,YTD,2008-09-30,472,District Attorney's Office,69,DAO
District Attorney,Other,100,11,2009,Actual,YTD,2008-09-30,111,District Attorney's Office,69,DAO
District Attorney,Total,560,23,2009,Actual,YTD,2008-09-30,583,District Attorney's Office,69,DAO
Atwater Kent Museum,General,4,0,2008,Actual,Full Year,2008-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,121,0,2008,Actual,Full Year,2008-06-30,121,City Controller's Office,61,
Board of Building Standards,General,2,0,2008,Actual,Full Year,2008-06-30,2,L&I: Board of Building and Standards,29,
Board of Ethics,General,6,0,2008,Actual,Full Year,2008-06-30,6,Board of Ethics,45,
Board of L & I Review,General,3,0,2008,Actual,Full Year,2008-06-30,3,L&I: Board of Review,27,
Bd. of Pensions,General,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,General,139,0,2008,Actual,Full Year,2008-06-30,139,Board of Revision of Taxes,63,BRT
Camp William Penn,General,1,0,2008,Actual,Full Year,2008-06-30,1,Camp William Penn,19,
"Capital Program Office, Mayor-",General,21,0,2008,Actual,Full Year,2008-06-30,21,Capital Program Office,07,
City Commissioners (Election Board),General,91,0,2008,Actual,Full Year,2008-06-30,91,City Commissioner's Office,73,City Commissioners
City Council,General,192,0,2008,Actual,Full Year,2008-06-30,192,City Council,01,
City Planning Commission,General,44,0,2008,Actual,Full Year,2008-06-30,44,City Planning Commission,51,
City Representative,General,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,General,11,0,2008,Actual,Full Year,2008-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2008,Actual,Full Year,2008-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,General,117,0,2008,Actual,Full Year,2008-06-30,117,Clerk of Quarter Sessions,64,
Commerce,General,13,0,2008,Actual,Full Year,2008-06-30,13,Office of the Director of Commerce,42,Commerce
Fairmount Park,General,156,0,2008,Actual,Full Year,2008-06-30,156,Fairmount Park Commission,17,
Finance,General,170,0,2008,Actual,Full Year,2008-06-30,170,Office of the Director of Finance,35,Finance
First Judicial District,General,1970,0,2008,Actual,Full Year,2008-06-30,1970,First Judicial District,84,FJD
Fleet Management,General,307,0,2008,Actual,Full Year,2008-06-30,307,Office of Fleet Management,25,Fleet
Free Library,General,713,0,2008,Actual,Full Year,2008-06-30,713,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2008,Actual,Full Year,2008-06-30,6,Historical Commission,32,
Human Relations Commission,General,34,0,2008,Actual,Full Year,2008-06-30,34,Commission on Human Relations,54,Human Relations
Human Services,General,1784,0,2008,Actual,Full Year,2008-06-30,1784,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",General,141,0,2008,Actual,Full Year,2008-06-30,141,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",General,7,0,2008,Actual,Full Year,2008-06-30,7,Labor,03,
Law,General,192,0,2008,Actual,Full Year,2008-06-30,192,Law Department,44,Law
Licenses & Inspections,General,356,0,2008,Actual,Full Year,2008-06-30,356,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,95,0,2008,Actual,Full Year,2008-06-30,95,Managing Director's Office,10,MDO
Mayor,General,72,0,2008,Actual,Full Year,2008-06-30,72,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,General,22,0,2008,Actual,Full Year,2008-06-30,22,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,0,0,2008,Actual,Full Year,2008-06-30,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2008,Actual,Full Year,2008-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,28,0,2008,Actual,Full Year,2008-06-30,28,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.ot Supportive Housing,General,126,0,2008,Actual,Full Year,2008-06-30,126,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2008,Actual,Full Year,2008-06-30,0,Office of Housing and Community Development,06,
Personnel,General,68,0,2008,Actual,Full Year,2008-06-30,68,Office of Human Resources,56,OHR
Prisons,General,2131,0,2008,Actual,Full Year,2008-06-30,2131,Philadelphia Prison System,23,Prisons
Procurement,General,58,0,2008,Actual,Full Year,2008-06-30,58,Procurement Department,38,Procurement
Public Health,General,665,0,2008,Actual,Full Year,2008-06-30,665,Department of Public Health,14,Public Health
Public Property,General,165,0,2008,Actual,Full Year,2008-06-30,165,Department of Public Property,20,Public Property
Records,General,70,0,2008,Actual,Full Year,2008-06-30,70,Department of Records,31,Records
Recreation,General,464,0,2008,Actual,Full Year,2008-06-30,464,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,68,0,2008,Actual,Full Year,2008-06-30,68,Register of Wills,68,
Revenue,General,252,0,2008,Actual,Full Year,2008-06-30,252,Department of Revenue,36,Revenue
Sheriff,General,238,0,2008,Actual,Full Year,2008-06-30,238,Office of the Sheriff,70,Sheriff
Streets,General,591,0,2008,Actual,Full Year,2008-06-30,591,Streets Department,12,Streets
Streets Sanitation,General,1248,0,2008,Actual,Full Year,2008-06-30,1248,Streets: Sanitation,12-S,
Water,General,0,0,2008,Actual,Full Year,2008-06-30,0,Water Department,28,Water
Youth Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2008,Actual,Full Year,2008-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,0,0,2008,Actual,Full Year,2008-06-30,0,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2008,Actual,Full Year,2008-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Ethics,45,
Board of L & I Review,Other,0,0,2008,Actual,Full Year,2008-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,59,0,2008,Actual,Full Year,2008-06-30,59,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2008,Actual,Full Year,2008-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2008,Actual,Full Year,2008-06-30,0,City Council,01,
City Planning Commission,Other,2,0,2008,Actual,Full Year,2008-06-30,2,City Planning Commission,51,
City Representative,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,782,0,2008,Actual,Full Year,2008-06-30,782,Office of the Director of Commerce,42,Commerce
Fairmount Park,Other,1,0,2008,Actual,Full Year,2008-06-30,1,Fairmount Park Commission,17,
Finance,Other,10,0,2008,Actual,Full Year,2008-06-30,10,Office of the Director of Finance,35,Finance
First Judicial District,Other,439,0,2008,Actual,Full Year,2008-06-30,439,First Judicial District,84,FJD
Fleet Management,Other,60,0,2008,Actual,Full Year,2008-06-30,60,Office of Fleet Management,25,Fleet
Free Library,Other,66,0,2008,Actual,Full Year,2008-06-30,66,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,41,0,2008,Actual,Full Year,2008-06-30,41,Department of Human Services,22,DHS
"Information Services, Mayor's Office of",Other,17,0,2008,Actual,Full Year,2008-06-30,17,Office of Innovation and Technology,04,OIT
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,Full Year,2008-06-30,0,Labor,03,
Law,Other,57,0,2008,Actual,Full Year,2008-06-30,57,Law Department,44,Law
Licenses & Inspections,Other,18,0,2008,Actual,Full Year,2008-06-30,18,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,9,0,2008,Actual,Full Year,2008-06-30,9,Managing Director's Office,10,MDO
Mayor,Other,3,0,2008,Actual,Full Year,2008-06-30,3,Mayor's Office,05,Mayor
Mayor's Office of Comm. Svcs.,Other,159,0,2008,Actual,Full Year,2008-06-30,159,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,234,0,2008,Actual,Full Year,2008-06-30,234,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Off.ot Supportive Housing,Other,49,0,2008,Actual,Full Year,2008-06-30,49,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,79,0,2008,Actual,Full Year,2008-06-30,79,Office of Housing and Community Development,06,
Personnel,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of Human Resources,56,OHR
Prisons,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,3,0,2008,Actual,Full Year,2008-06-30,3,Procurement Department,38,Procurement
Public Health,Other,215,0,2008,Actual,Full Year,2008-06-30,215,Department of Public Health,14,Public Health
Public Property,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Department of Records,31,Records
Recreation,Other,21,0,2008,Actual,Full Year,2008-06-30,21,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Register of Wills,68,
Revenue,Other,222,0,2008,Actual,Full Year,2008-06-30,222,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Office of the Sheriff,70,Sheriff
Streets,Other,1,0,2008,Actual,Full Year,2008-06-30,1,Streets Department,12,Streets
Streets Sanitation,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Streets: Sanitation,12-S,
Water,Other,1758,0,2008,Actual,Full Year,2008-06-30,1758,Water Department,28,Water
Youth Commission,Other,0,0,2008,Actual,Full Year,2008-06-30,0,Youth Commission,47,
