dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Commerce,Other,768,0,2016,Actual,YTD,2016-06-30,768,Office of the Director of Commerce,42,Commerce
Finance,Other,8,0,2016,Actual,YTD,2016-06-30,8,Office of the Director of Finance,35,Finance
First Judicial District,Other,494,0,2016,Actual,YTD,2016-06-30,494,First Judicial District,84,FJD
Fleet Management,Other,65,0,2016,Actual,YTD,2016-06-30,65,Office of Fleet Management,25,Fleet
Free Library,Other,15,0,2016,Actual,YTD,2016-06-30,15,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,986,0,2016,Actual,YTD,2016-06-30,986,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2016,Actual,YTD,2016-06-30,0,Labor,03,
Law,Other,112,0,2016,Actual,YTD,2016-06-30,112,Law Department,44,Law
Licenses & Inspections,Other,0,0,2016,Actual,YTD,2016-06-30,0,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2016,Actual,YTD,2016-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2016,Actual,YTD,2016-06-30,0,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Other,0,0,2016,Actual,YTD,2016-06-30,0,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Other,48,0,2016,Actual,YTD,2016-06-30,48,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2016,Actual,YTD,2016-06-30,3,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2016,Actual,YTD,2016-06-30,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2016,Actual,YTD,2016-06-30,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,1,0,2016,Actual,YTD,2016-06-30,1,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2016,Actual,YTD,2016-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,219,0,2016,Actual,YTD,2016-06-30,219,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Other,48,0,2016,Actual,YTD,2016-06-30,48,Office of Housing and Community Development,06,
Office of Human Resources,Other,0,0,2016,Actual,YTD,2016-06-30,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,80,0,2016,Actual,YTD,2016-06-30,80,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2016,Actual,YTD,2016-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2016,Actual,YTD,2016-06-30,0,Office of Property Assessment,59,OPA
Office of Supportive Housing,Other,12,0,2016,Actual,YTD,2016-06-30,12,Office of Homeless Services,24,OHS
Office of Sustainability,Other,1,0,2016,Actual,YTD,2016-06-30,1,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,19,0,2016,Actual,YTD,2016-06-30,19,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2016,Actual,YTD,2016-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2016,Actual,YTD,2016-06-30,2,Procurement Department,38,Procurement
Public Health,Other,153,0,2016,Actual,YTD,2016-06-30,153,Department of Public Health,14,Public Health
Public Property,Other,0,0,2016,Actual,YTD,2016-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2016,Actual,YTD,2016-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2016,Actual,YTD,2016-06-30,0,Register of Wills,68,
Revenue,Other,231,0,2016,Actual,YTD,2016-06-30,231,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2016,Actual,YTD,2016-06-30,0,Office of the Sheriff,70,Sheriff
Streets Sanitation,Other,0,0,2016,Actual,YTD,2016-06-30,0,Streets: Sanitation,12-S,
Streets - Transportation,Other,0,0,2016,Actual,YTD,2016-06-30,0,Streets: Transportation,12-T,
Water,Other,1796,0,2016,Actual,YTD,2016-06-30,1796,Water Department,28,Water
Youth Commission,Other,0,0,2016,Actual,YTD,2016-06-30,0,Youth Commission,47,
Atwater Kent Museum,Total,3,0,2016,Actual,YTD,2016-06-30,3,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,137,0,2016,Actual,YTD,2016-06-30,137,City Controller's Office,61,
Board of Ethics,Total,10,0,2016,Actual,YTD,2016-06-30,10,Board of Ethics,45,
Board of Pensions,Total,42,0,2016,Actual,YTD,2016-06-30,42,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,14,0,2016,Actual,YTD,2016-06-30,14,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,92,0,2016,Actual,YTD,2016-06-30,92,City Commissioner's Office,73,City Commissioners
City Council,Total,187,0,2016,Actual,YTD,2016-06-30,187,City Council,01,
City Planning Commission,Total,36,0,2016,Actual,YTD,2016-06-30,36,City Planning Commission,51,
City Representative,Total,7,0,2016,Actual,YTD,2016-06-30,7,Office of the City Representative,41,City Rep
City Treasurer,Total,15,0,2016,Actual,YTD,2016-06-30,15,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2016,Actual,YTD,2016-06-30,2,Civil Service Commission,55,
Commerce,Total,802,0,2016,Actual,YTD,2016-06-30,802,Office of the Director of Commerce,42,Commerce
Finance,Total,173,0,2016,Actual,YTD,2016-06-30,173,Office of the Director of Finance,35,Finance
First Judicial District,Total,2333,0,2016,Actual,YTD,2016-06-30,2333,First Judicial District,84,FJD
Fleet Management,Total,328,0,2016,Actual,YTD,2016-06-30,328,Office of Fleet Management,25,Fleet
Free Library,Total,651,0,2016,Actual,YTD,2016-06-30,651,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,5,0,2016,Actual,YTD,2016-06-30,5,Historical Commission,32,
Human Relations Commission,Total,32,0,2016,Actual,YTD,2016-06-30,32,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1435,0,2016,Actual,YTD,2016-06-30,1435,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2016,Actual,YTD,2016-06-30,7,Labor,03,
Law,Total,238,0,2016,Actual,YTD,2016-06-30,238,Law Department,44,Law
Licenses & Inspections,Total,335,0,2016,Actual,YTD,2016-06-30,335,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Total,1,0,2016,Actual,YTD,2016-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Total,2,0,2016,Actual,YTD,2016-06-30,2,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Total,5,0,2016,Actual,YTD,2016-06-30,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Total,306,0,2016,Actual,YTD,2016-06-30,306,Managing Director's Office,10,MDO
Mayor's Office,Total,51,0,2016,Actual,YTD,2016-06-30,51,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2016,Actual,YTD,2016-06-30,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Total,12,0,2016,Actual,YTD,2016-06-30,12,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,12,0,2016,Actual,YTD,2016-06-30,12,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Total,2,0,2016,Actual,YTD,2016-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,235,0,2016,Actual,YTD,2016-06-30,235,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Total,48,0,2016,Actual,YTD,2016-06-30,48,Office of Housing and Community Development,06,
Office of Human Resources,Total,84,0,2016,Actual,YTD,2016-06-30,84,Office of Human Resources,56,OHR
Office of Innovation and Technology,Total,351,0,2016,Actual,YTD,2016-06-30,351,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Total,19,0,2016,Actual,YTD,2016-06-30,19,Office of the Inspector General,48,OIG
Office of Property Assessment,Total,200,0,2016,Actual,YTD,2016-06-30,200,Office of Property Assessment,59,OPA
Office of Supportive Housing,Total,158,0,2016,Actual,YTD,2016-06-30,158,Office of Homeless Services,24,OHS
Office of Sustainability,Total,9,0,2016,Actual,YTD,2016-06-30,9,Office of Sustainability,49,Sustainability
Parks and Recreation,Total,612,0,2016,Actual,YTD,2016-06-30,612,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Total,2289,0,2016,Actual,YTD,2016-06-30,2289,Philadelphia Prison System,23,Prisons
Procurement,Total,44,0,2016,Actual,YTD,2016-06-30,44,Procurement Department,38,Procurement
Public Health,Total,806,0,2016,Actual,YTD,2016-06-30,806,Department of Public Health,14,Public Health
Public Property,Total,135,0,2016,Actual,YTD,2016-06-30,135,Department of Public Property,20,Public Property
Records,Total,57,0,2016,Actual,YTD,2016-06-30,57,Department of Records,31,Records
Register of Wills,Total,69,0,2016,Actual,YTD,2016-06-30,69,Register of Wills,68,
Revenue,Total,609,0,2016,Actual,YTD,2016-06-30,609,Department of Revenue,36,Revenue
Sheriff,Total,330,0,2016,Actual,YTD,2016-06-30,330,Office of the Sheriff,70,Sheriff
Streets Sanitation,Total,1145,0,2016,Actual,YTD,2016-06-30,1145,Streets: Sanitation,12-S,
Streets - Transportation,Total,531,0,2016,Actual,YTD,2016-06-30,531,Streets: Transportation,12-T,
Water,Total,1796,0,2016,Actual,YTD,2016-06-30,1796,Water Department,28,Water
Youth Commission,Total,1,0,2016,Actual,YTD,2016-06-30,1,Youth Commission,47,
Police,General,793,6149,2016,Actual,YTD,2016-06-30,6942,Police Department,11,Police
Police,Other,10,169,2016,Actual,YTD,2016-06-30,179,Police Department,11,Police
Police,Total,803,6318,2016,Actual,YTD,2016-06-30,7121,Police Department,11,Police
Fire,General,107,2209,2016,Actual,YTD,2016-06-30,2316,Fire Department,13,Fire
Fire,Other,3,215,2016,Actual,YTD,2016-06-30,218,Fire Department,13,Fire
Fire,Total,110,2424,2016,Actual,YTD,2016-06-30,2534,Fire Department,13,Fire
District Attorney,General,452,26,2016,Actual,YTD,2016-06-30,478,District Attorney's Office,69,DAO
District Attorney,Other,64,8,2016,Actual,YTD,2016-06-30,72,District Attorney's Office,69,DAO
District Attorney,Total,516,34,2016,Actual,YTD,2016-06-30,550,District Attorney's Office,69,DAO
Atwater Kent Museum,General,2,0,2015,Actual,Full Year,2015-06-30,2,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,129,0,2015,Actual,Full Year,2015-06-30,129,City Controller's Office,61,
Board of Ethics,General,9,0,2015,Actual,Full Year,2015-06-30,9,Board of Ethics,45,
Board of Pensions,General,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,12,0,2015,Actual,Full Year,2015-06-30,12,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,91,0,2015,Actual,Full Year,2015-06-30,91,City Commissioner's Office,73,City Commissioners
City Council,General,176,0,2015,Actual,Full Year,2015-06-30,176,City Council,01,
City Planning Commission,General,29,0,2015,Actual,Full Year,2015-06-30,29,City Planning Commission,51,
City Representative,General,6,0,2015,Actual,Full Year,2015-06-30,6,Office of the City Representative,41,City Rep
City Treasurer,General,14,0,2015,Actual,Full Year,2015-06-30,14,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Civil Service Commission,55,
Commerce,General,21,0,2015,Actual,Full Year,2015-06-30,21,Office of the Director of Commerce,42,Commerce
Finance,General,160,0,2015,Actual,Full Year,2015-06-30,160,Office of the Director of Finance,35,Finance
First Judicial District,General,1842,0,2015,Actual,Full Year,2015-06-30,1842,First Judicial District,84,FJD
Fleet Management,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Fleet Management,25,Fleet
Free Library,General,642,0,2015,Actual,Full Year,2015-06-30,642,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2015,Actual,Full Year,2015-06-30,6,Historical Commission,32,
Human Relations Commission,General,30,0,2015,Actual,Full Year,2015-06-30,30,Commission on Human Relations,54,Human Relations
Human Services (1),General,395,0,2015,Actual,Full Year,2015-06-30,395,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2015,Actual,Full Year,2015-06-30,7,Labor,03,
Law,General,152,0,2015,Actual,Full Year,2015-06-30,152,Law Department,44,Law
Licenses & Inspections,General,335,0,2015,Actual,Full Year,2015-06-30,335,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2015,Actual,Full Year,2015-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2015,Actual,Full Year,2015-06-30,2,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,General,5,0,2015,Actual,Full Year,2015-06-30,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,General,257,0,2015,Actual,Full Year,2015-06-30,257,Managing Director's Office,10,MDO
Mayor's Office,General,51,0,2015,Actual,Full Year,2015-06-30,51,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2015,Actual,Full Year,2015-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,General,12,0,2015,Actual,Full Year,2015-06-30,12,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,10,0,2015,Actual,Full Year,2015-06-30,10,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,2,0,2015,Actual,Full Year,2015-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,14,0,2015,Actual,Full Year,2015-06-30,14,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Housing and Community Development,06,
Office of Human Resources,General,82,0,2015,Actual,Full Year,2015-06-30,82,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2015,Actual,Full Year,2015-06-30,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,186,0,2015,Actual,Full Year,2015-06-30,186,Office of Property Assessment,59,OPA
Office of Supportive Housing,General,135,0,2015,Actual,Full Year,2015-06-30,135,Office of Homeless Services,24,OHS
Office of Sustainability,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,49,Sustainability
Parks and Recreation,General,598,0,2015,Actual,Full Year,2015-06-30,598,Department of Parks and Recreation,16,Parks & Recreation
Prisons,General,2286,0,2015,Actual,Full Year,2015-06-30,2286,Philadelphia Prison System,23,Prisons
Procurement,General,44,0,2015,Actual,Full Year,2015-06-30,44,Procurement Department,38,Procurement
Public Health,General,653,0,2015,Actual,Full Year,2015-06-30,653,Department of Public Health,14,Public Health
Public Property,General,137,0,2015,Actual,Full Year,2015-06-30,137,Department of Public Property,20,Public Property
Records,General,56,0,2015,Actual,Full Year,2015-06-30,56,Department of Records,31,Records
Register of Wills,General,64,0,2015,Actual,Full Year,2015-06-30,64,Register of Wills,68,
Revenue,General,319,0,2015,Actual,Full Year,2015-06-30,319,Department of Revenue,36,Revenue
Sheriff,General,299,0,2015,Actual,Full Year,2015-06-30,299,Office of the Sheriff,70,Sheriff
Streets Sanitation,General,1146,0,2015,Actual,Full Year,2015-06-30,1146,Streets: Sanitation,12-S,
Streets - Transportation,General,518,0,2015,Actual,Full Year,2015-06-30,518,Streets: Transportation,12-T,
Water,General,0,0,2015,Actual,Full Year,2015-06-30,0,Water Department,28,Water
Youth Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Youth Commission,47,
Atwater Kent Museum,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Ethics,45,
Board of Pensions,Other,41,0,2015,Actual,Full Year,2015-06-30,41,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Council,01,
City Planning Commission,Other,5,0,2015,Actual,Full Year,2015-06-30,5,City Planning Commission,51,
City Representative,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Civil Service Commission,55,
Commerce,Other,760,0,2015,Actual,Full Year,2015-06-30,760,Office of the Director of Commerce,42,Commerce
Finance,Other,12,0,2015,Actual,Full Year,2015-06-30,12,Office of the Director of Finance,35,Finance
First Judicial District,Other,467,0,2015,Actual,Full Year,2015-06-30,467,First Judicial District,84,FJD
Fleet Management,Other,65,0,2015,Actual,Full Year,2015-06-30,65,Office of Fleet Management,25,Fleet
Free Library,Other,14,0,2015,Actual,Full Year,2015-06-30,14,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1133,0,2015,Actual,Full Year,2015-06-30,1133,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2015,Actual,Full Year,2015-06-30,0,Labor,03,
Law,Other,50,0,2015,Actual,Full Year,2015-06-30,50,Law Department,44,Law
Licenses & Inspections,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Other,57,0,2015,Actual,Full Year,2015-06-30,57,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2015,Actual,Full Year,2015-06-30,3,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2015,Actual,Full Year,2015-06-30,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2015,Actual,Full Year,2015-06-30,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2015,Actual,Full Year,2015-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,213,0,2015,Actual,Full Year,2015-06-30,213,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Other,56,0,2015,Actual,Full Year,2015-06-30,56,Office of Housing and Community Development,06,
Office of Human Resources,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,83,0,2015,Actual,Full Year,2015-06-30,83,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Property Assessment,59,OPA
Office of Supportive Housing,Other,13,0,2015,Actual,Full Year,2015-06-30,13,Office of Homeless Services,24,OHS
Office of Sustainability,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,28,0,2015,Actual,Full Year,2015-06-30,28,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2015,Actual,Full Year,2015-06-30,2,Procurement Department,38,Procurement
Public Health,Other,155,0,2015,Actual,Full Year,2015-06-30,155,Department of Public Health,14,Public Health
Public Property,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Register of Wills,68,
Revenue,Other,231,0,2015,Actual,Full Year,2015-06-30,231,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Sheriff,70,Sheriff
Streets Sanitation,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Streets: Sanitation,12-S,
