dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
Mayor - Office of the Inspector General,Other,0,0,2010,Actual,YTD,2009-12-31,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,76,0,2010,Actual,YTD,2009-12-31,76,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,0,0,2010,Actual,YTD,2009-12-31,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2010,Actual,YTD,2009-12-31,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,237,0,2010,Actual,YTD,2009-12-31,237,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2010,Actual,YTD,2009-12-31,0,Office of Human Resources,56,OHR
Off.of Supportive Housing,Other,44,0,2010,Actual,YTD,2009-12-31,44,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Other,75,0,2010,Actual,YTD,2009-12-31,75,Office of Housing and Community Development,06,
Prisons,Other,0,0,2010,Actual,YTD,2009-12-31,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2010,Actual,YTD,2009-12-31,2,Procurement Department,38,Procurement
Public Health,Other,219,0,2010,Actual,YTD,2009-12-31,219,Department of Public Health,14,Public Health
Public Property,Other,0,0,2010,Actual,YTD,2009-12-31,0,Department of Public Property,20,Public Property
Records,Other,0,0,2010,Actual,YTD,2009-12-31,0,Department of Records,31,Records
Recreation,Other,18,0,2010,Actual,YTD,2009-12-31,18,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Other,0,0,2010,Actual,YTD,2009-12-31,0,Register of Wills,68,
Revenue,Other,229,0,2010,Actual,YTD,2009-12-31,229,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2010,Actual,YTD,2009-12-31,0,Office of the Sheriff,70,Sheriff
Streets,Other,0,0,2010,Actual,YTD,2009-12-31,0,Streets Department,12,Streets
Streets Sanitation,Other,0,0,2010,Actual,YTD,2009-12-31,0,Streets: Sanitation,12-S,
Water,Other,1702,0,2010,Actual,YTD,2009-12-31,1702,Water Department,28,Water
Youth Commission,Other,0,0,2010,Actual,YTD,2009-12-31,0,Youth Commission,47,
Zoning Board of Adjustment,Other,0,0,2010,Actual,YTD,2009-12-31,0,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Other,0,0,2010,Actual,YTD,2009-12-31,0,Zoning Code Commission,57,
Atwater Kent Museum,Total,4,0,2010,Actual,YTD,2009-12-31,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,122,0,2010,Actual,YTD,2009-12-31,122,City Controller's Office,61,
Board of Building Standards,Total,1,0,2010,Actual,YTD,2009-12-31,1,L&I: Board of Building and Standards,29,
Board of Ethics,Total,8,0,2010,Actual,YTD,2009-12-31,8,Board of Ethics,45,
Board of L & 1 Review,Total,2,0,2010,Actual,YTD,2009-12-31,2,L&I: Board of Review,27,
Bd. of Pensions,Total,69,0,2010,Actual,YTD,2009-12-31,69,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Total,120,0,2010,Actual,YTD,2009-12-31,120,Board of Revision of Taxes,63,BRT
Camp William Penn,Total,1,0,2010,Actual,YTD,2009-12-31,1,Camp William Penn,19,
"Capital Program Office, Mayor-",Total,0,0,2010,Actual,YTD,2009-12-31,0,Capital Program Office,07,
City Commissioners (Election Board),Total,100,0,2010,Actual,YTD,2009-12-31,100,City Commissioner's Office,73,City Commissioners
City Council,Total,181,0,2010,Actual,YTD,2009-12-31,181,City Council,01,
City Planning Commission,Total,47,0,2010,Actual,YTD,2009-12-31,47,City Planning Commission,51,
City Representative,Total,7,0,2010,Actual,YTD,2009-12-31,7,Office of the City Representative,41,City Rep
City Treasurer,Total,12,0,2010,Actual,YTD,2009-12-31,12,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2010,Actual,YTD,2009-12-31,2,Civil Service Commission,55,
Clerk of Quarter Sessions,Total,108,0,2010,Actual,YTD,2009-12-31,108,Clerk of Quarter Sessions,64,
Commerce,Total,768,0,2010,Actual,YTD,2009-12-31,768,Office of the Director of Commerce,42,Commerce
Division of Technology,Total,154,0,2010,Actual,YTD,2009-12-31,154,Office of Innovation and Technology,04,OIT
Fairmount Park,Total,156,0,2010,Actual,YTD,2009-12-31,156,Fairmount Park Commission,17,
Finance,Total,138,0,2010,Actual,YTD,2009-12-31,138,Office of the Director of Finance,35,Finance
First Judicial District,Total,2308,0,2010,Actual,YTD,2009-12-31,2308,First Judicial District,84,FJD
Fleet Management,Total,354,0,2010,Actual,YTD,2009-12-31,354,Office of Fleet Management,25,Fleet
Free Library,Total,692,0,2010,Actual,YTD,2009-12-31,692,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,6,0,2010,Actual,YTD,2009-12-31,6,Historical Commission,32,
Human Relations Commission,Total,33,0,2010,Actual,YTD,2009-12-31,33,Commission on Human Relations,54,Human Relations
Human Services,Total,1852,0,2010,Actual,YTD,2009-12-31,1852,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2010,Actual,YTD,2009-12-31,7,Labor,03,
Law,Total,235,0,2010,Actual,YTD,2009-12-31,235,Law Department,44,Law
Licenses & Inspections,Total,307,0,2010,Actual,YTD,2009-12-31,307,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Total,158,0,2010,Actual,YTD,2009-12-31,158,Managing Director's Office,10,MDO
Mayor,Total,39,0,2010,Actual,YTD,2009-12-31,39,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Total,2,0,2010,Actual,YTD,2009-12-31,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Total,16,0,2010,Actual,YTD,2009-12-31,16,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Total,76,0,2010,Actual,YTD,2009-12-31,76,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Total,8,0,2010,Actual,YTD,2009-12-31,8,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,12,0,2010,Actual,YTD,2009-12-31,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Total,261,0,2010,Actual,YTD,2009-12-31,261,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Total,61,0,2010,Actual,YTD,2009-12-31,61,Office of Human Resources,56,OHR
Off.of Supportive Housing,Total,177,0,2010,Actual,YTD,2009-12-31,177,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,Total,75,0,2010,Actual,YTD,2009-12-31,75,Office of Housing and Community Development,06,
Prisons,Total,2324,0,2010,Actual,YTD,2009-12-31,2324,Philadelphia Prison System,23,Prisons
Procurement,Total,49,0,2010,Actual,YTD,2009-12-31,49,Procurement Department,38,Procurement
Public Health,Total,888,0,2010,Actual,YTD,2009-12-31,888,Department of Public Health,14,Public Health
Public Property,Total,129,0,2010,Actual,YTD,2009-12-31,129,Department of Public Property,20,Public Property
Records,Total,60,0,2010,Actual,YTD,2009-12-31,60,Department of Records,31,Records
Recreation,Total,456,0,2010,Actual,YTD,2009-12-31,456,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,Total,62,0,2010,Actual,YTD,2009-12-31,62,Register of Wills,68,
Revenue,Total,477,0,2010,Actual,YTD,2009-12-31,477,Department of Revenue,36,Revenue
Sheriff,Total,236,0,2010,Actual,YTD,2009-12-31,236,Office of the Sheriff,70,Sheriff
Streets,Total,523,0,2010,Actual,YTD,2009-12-31,523,Streets Department,12,Streets
Streets Sanitation,Total,1154,0,2010,Actual,YTD,2009-12-31,1154,Streets: Sanitation,12-S,
Water,Total,1702,0,2010,Actual,YTD,2009-12-31,1702,Water Department,28,Water
Youth Commission,Total,1,0,2010,Actual,YTD,2009-12-31,1,Youth Commission,47,
Zoning Board of Adjustment,Total,5,0,2010,Actual,YTD,2009-12-31,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,Total,2,0,2010,Actual,YTD,2009-12-31,2,Zoning Code Commission,57,
Police,General,824,6508,2010,Actual,YTD,2009-12-31,7332,Police Department,11,Police
Police,Other,11,154,2010,Actual,YTD,2009-12-31,165,Police Department,11,Police
Police,Total,835,6662,2010,Actual,YTD,2009-12-31,7497,Police Department,11,Police
Fire,General,2116,106,2010,Actual,YTD,2009-12-31,2222,Fire Department,13,Fire
Fire,Other,65,4,2010,Actual,YTD,2009-12-31,69,Fire Department,13,Fire
Fire,Total,2181,110,2010,Actual,YTD,2009-12-31,2291,Fire Department,13,Fire
District Attorney,General,410,13,2010,Actual,YTD,2009-12-31,423,District Attorney's Office,69,DAO
District Attorney,Other,89,10,2010,Actual,YTD,2009-12-31,99,District Attorney's Office,69,DAO
District Attorney,Total,499,23,2010,Actual,YTD,2009-12-31,522,District Attorney's Office,69,DAO
Atwater Kent Museum,General,4,0,2009,Actual,Full Year,2009-06-30,4,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,124,0,2009,Actual,Full Year,2009-06-30,124,City Controller's Office,61,
Board of Building Standards,General,1,0,2009,Actual,Full Year,2009-06-30,1,L&I: Board of Building and Standards,29,
Board of Ethics,General,9,0,2009,Actual,Full Year,2009-06-30,9,Board of Ethics,45,
Board of L & 1 Review,General,2,0,2009,Actual,Full Year,2009-06-30,2,L&I: Board of Review,27,
Bd. of Pensions,General,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,General,133,0,2009,Actual,Full Year,2009-06-30,133,Board of Revision of Taxes,63,BRT
Camp William Penn,General,1,0,2009,Actual,Full Year,2009-06-30,1,Camp William Penn,19,
"Capital Program Office, Mayor-",General,24,0,2009,Actual,Full Year,2009-06-30,24,Capital Program Office,07,
City Commissioners (Election Board),General,100,0,2009,Actual,Full Year,2009-06-30,100,City Commissioner's Office,73,City Commissioners
City Council,General,185,0,2009,Actual,Full Year,2009-06-30,185,City Council,01,
City Planning Commission,General,42,0,2009,Actual,Full Year,2009-06-30,42,City Planning Commission,51,
City Representative,General,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the City Representative,41,City Rep
City Treasurer,General,11,0,2009,Actual,Full Year,2009-06-30,11,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2009,Actual,Full Year,2009-06-30,2,Civil Service Commission,55,
Clerk of Quarter Sessions,General,110,0,2009,Actual,Full Year,2009-06-30,110,Clerk of Quarter Sessions,64,
Commerce,General,23,0,2009,Actual,Full Year,2009-06-30,23,Office of the Director of Commerce,42,Commerce
Division of Technology,General,146,0,2009,Actual,Full Year,2009-06-30,146,Office of Innovation and Technology,04,OIT
Fairmount Park,General,159,0,2009,Actual,Full Year,2009-06-30,159,Fairmount Park Commission,17,
Finance,General,143,0,2009,Actual,Full Year,2009-06-30,143,Office of the Director of Finance,35,Finance
First Judicial District,General,1898,0,2009,Actual,Full Year,2009-06-30,1898,First Judicial District,84,FJD
Fleet Management,General,302,0,2009,Actual,Full Year,2009-06-30,302,Office of Fleet Management,25,Fleet
Free Library,General,629,0,2009,Actual,Full Year,2009-06-30,629,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2009,Actual,Full Year,2009-06-30,6,Historical Commission,32,
Human Relations Commission,General,34,0,2009,Actual,Full Year,2009-06-30,34,Commission on Human Relations,54,Human Relations
Human Services,General,1741,0,2009,Actual,Full Year,2009-06-30,1741,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2009,Actual,Full Year,2009-06-30,7,Labor,03,
Law,General,182,0,2009,Actual,Full Year,2009-06-30,182,Law Department,44,Law
Licenses & Inspections,General,309,0,2009,Actual,Full Year,2009-06-30,309,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),General,128,0,2009,Actual,Full Year,2009-06-30,128,Managing Director's Office,10,MDO
Mayor,General,71,0,2009,Actual,Full Year,2009-06-30,71,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,General,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,General,0,0,2009,Actual,Full Year,2009-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,General,8,0,2009,Actual,Full Year,2009-06-30,8,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,12,0,2009,Actual,Full Year,2009-06-30,12,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,General,26,0,2009,Actual,Full Year,2009-06-30,26,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,General,64,0,2009,Actual,Full Year,2009-06-30,64,Office of Human Resources,56,OHR
Off.of Supportive Housing,General,126,0,2009,Actual,Full Year,2009-06-30,126,Office of Homeless Services,24,OHS
Office of Housing and Community Develop.,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Housing and Community Development,06,
Prisons,General,2067,0,2009,Actual,Full Year,2009-06-30,2067,Philadelphia Prison System,23,Prisons
Procurement,General,50,0,2009,Actual,Full Year,2009-06-30,50,Procurement Department,38,Procurement
Public Health,General,675,0,2009,Actual,Full Year,2009-06-30,675,Department of Public Health,14,Public Health
Public Property,General,135,0,2009,Actual,Full Year,2009-06-30,135,Department of Public Property,20,Public Property
Records,General,64,0,2009,Actual,Full Year,2009-06-30,64,Department of Records,31,Records
Recreation,General,443,0,2009,Actual,Full Year,2009-06-30,443,Department of Parks and Recreation,16,Parks & Recreation
Register of Wills,General,65,0,2009,Actual,Full Year,2009-06-30,65,Register of Wills,68,
Revenue,General,256,0,2009,Actual,Full Year,2009-06-30,256,Department of Revenue,36,Revenue
Sheriff,General,238,0,2009,Actual,Full Year,2009-06-30,238,Office of the Sheriff,70,Sheriff
Streets,General,536,0,2009,Actual,Full Year,2009-06-30,536,Streets Department,12,Streets
Streets Sanitation,General,1183,0,2009,Actual,Full Year,2009-06-30,1183,Streets: Sanitation,12-S,
Water,General,0,0,2009,Actual,Full Year,2009-06-30,0,Water Department,28,Water
Youth Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Youth Commission,47,
Zoning Board of Adjustment,General,5,0,2009,Actual,Full Year,2009-06-30,5,Zoning Board of Adjustments,30,ZBA
Zoning Code Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Zoning Code Commission,57,
Atwater Kent Museum,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Controller's Office,61,
Board of Building Standards,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Building and Standards,29,
Board of Ethics,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Ethics,45,
Board of L & 1 Review,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Review,27,
Bd. of Pensions,Other,67,0,2009,Actual,Full Year,2009-06-30,67,Board of Pensions,53,Pensions
Bd. of Revision of Taxes,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Revision of Taxes,63,BRT
Camp William Penn,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Camp William Penn,19,
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Capital Program Office,07,
City Commissioners (Election Board),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Council,01,
City Planning Commission,Other,5,0,2009,Actual,Full Year,2009-06-30,5,City Planning Commission,51,
City Representative,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Civil Service Commission,55,
Clerk of Quarter Sessions,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Clerk of Quarter Sessions,64,
Commerce,Other,760,0,2009,Actual,Full Year,2009-06-30,760,Office of the Director of Commerce,42,Commerce
Division of Technology,Other,16,0,2009,Actual,Full Year,2009-06-30,16,Office of Innovation and Technology,04,OIT
Fairmount Park,Other,1,0,2009,Actual,Full Year,2009-06-30,1,Fairmount Park Commission,17,
Finance,Other,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the Director of Finance,35,Finance
First Judicial District,Other,451,0,2009,Actual,Full Year,2009-06-30,451,First Judicial District,84,FJD
Fleet Management,Other,57,0,2009,Actual,Full Year,2009-06-30,57,Office of Fleet Management,25,Fleet
Free Library,Other,87,0,2009,Actual,Full Year,2009-06-30,87,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Commission on Human Relations,54,Human Relations
Human Services,Other,66,0,2009,Actual,Full Year,2009-06-30,66,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Labor,03,
Law,Other,53,0,2009,Actual,Full Year,2009-06-30,53,Law Department,44,Law
Licenses & Inspections,Other,14,0,2009,Actual,Full Year,2009-06-30,14,Department of Licenses and Inspections,26,L&I
Managing Director (MDO),Other,3,0,2009,Actual,Full Year,2009-06-30,3,Managing Director's Office,10,MDO
Mayor,Other,3,0,2009,Actual,Full Year,2009-06-30,3,Mayor's Office,05,Mayor
Mayor - Office of Arts and Culture,Other,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Mayor - Office of the Inspector General,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,48,OIG
Mayor's Office of Comm. Svcs.,Other,84,0,2009,Actual,Full Year,2009-06-30,84,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mural Arts Program,50,Mural Arts
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,244,0,2009,Actual,Full Year,2009-06-30,244,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Human Resources,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Human Resources,56,OHR
Off.of Supportive Housing,Other,45,0,2009,Actual,Full Year,2009-06-30,45,Office of Homeless Services,24,OHS
