dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
City Commissioners (Election Board),Other,0,0,2008,Actual,YTD,2008-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2008,Actual,YTD,2008-06-30,0,City Council,,01
City Planning Commission,Other,2,0,2008,Actual,YTD,2008-06-30,2,City Planning Commission,,51
City Rep. / Commerce,Other,782,0,2008,Actual,YTD,2008-06-30,782,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2008,Actual,YTD,2008-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2008,Actual,YTD,2008-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2008,Actual,YTD,2008-06-30,0,Clerk of Quarter Sessions,,64
Fairmount Park,Other,1,0,2008,Actual,YTD,2008-06-30,1,Fairmount Park Commission,,17
Finance,Other,10,0,2008,Actual,YTD,2008-06-30,10,Office of the Director of Finance,Finance,35
First Judicial District,Other,439,0,2008,Actual,YTD,2008-06-30,439,First Judicial District,FJD,84
Fleet Management,Other,60,0,2008,Actual,YTD,2008-06-30,60,Office of Fleet Management,Fleet,25
Free Library,Other,66,0,2008,Actual,YTD,2008-06-30,66,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2008,Actual,YTD,2008-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2008,Actual,YTD,2008-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,41,0,2008,Actual,YTD,2008-06-30,41,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Other,17,0,2008,Actual,YTD,2008-06-30,17,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2008,Actual,YTD,2008-06-30,0,Labor,,03
Law,Other,57,0,2008,Actual,YTD,2008-06-30,57,Law Department,Law,44
Licenses & Inspections,Other,18,0,2008,Actual,YTD,2008-06-30,18,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,9,0,2008,Actual,YTD,2008-06-30,9,Managing Director's Office,MDO,10
Mayor,Other,3,0,2008,Actual,YTD,2008-06-30,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,159,0,2008,Actual,YTD,2008-06-30,159,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2008,Actual,YTD,2008-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,234,0,2008,Actual,YTD,2008-06-30,234,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Other,49,0,2008,Actual,YTD,2008-06-30,49,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,79,0,2008,Actual,YTD,2008-06-30,79,Office of Housing and Community Development,,06
Personnel,Other,0,0,2008,Actual,YTD,2008-06-30,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2008,Actual,YTD,2008-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,3,0,2008,Actual,YTD,2008-06-30,3,Procurement Department,Procurement,38
Public Health,Other,215,0,2008,Actual,YTD,2008-06-30,215,Department of Public Health,Public Health,14
Public Property,Other,0,0,2008,Actual,YTD,2008-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2008,Actual,YTD,2008-06-30,0,Department of Records,Records,31
Recreation,Other,21,0,2008,Actual,YTD,2008-06-30,21,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2008,Actual,YTD,2008-06-30,0,Register of Wills,,68
Revenue,Other,222,0,2008,Actual,YTD,2008-06-30,222,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2008,Actual,YTD,2008-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,1,0,2008,Actual,YTD,2008-06-30,1,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2008,Actual,YTD,2008-06-30,0,Streets: Sanitation,,12S
Water,Other,1758,0,2008,Actual,YTD,2008-06-30,1758,Water Department,Water,28
Zoning Board of Adjustment,Other,0,0,2008,Actual,YTD,2008-06-30,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2008,Actual,YTD,2008-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2008,Actual,YTD,2008-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,121,0,2008,Actual,YTD,2008-06-30,121,City Controller's Office,,61
Board of Building Standards,Total,2,0,2008,Actual,YTD,2008-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,6,0,2008,Actual,YTD,2008-06-30,6,Board of Ethics,,45
Board of L & I Review,Total,3,0,2008,Actual,YTD,2008-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,Total,59,0,2008,Actual,YTD,2008-06-30,59,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,139,0,2008,Actual,YTD,2008-06-30,139,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,1,0,2008,Actual,YTD,2008-06-30,1,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,21,0,2008,Actual,YTD,2008-06-30,21,Capital Program Office,,07
City Commissioners (Election Board),Total,91,0,2008,Actual,YTD,2008-06-30,91,City Commissioner's Office,City Commissioners,73
City Council,Total,192,0,2008,Actual,YTD,2008-06-30,192,City Council,,01
City Planning Commission,Total,46,0,2008,Actual,YTD,2008-06-30,46,City Planning Commission,,51
City Rep. / Commerce,Total,795,0,2008,Actual,YTD,2008-06-30,795,Office of the City Representative,City Rep,41
City Treasurer,Total,11,0,2008,Actual,YTD,2008-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2008,Actual,YTD,2008-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,117,0,2008,Actual,YTD,2008-06-30,117,Clerk of Quarter Sessions,,64
Fairmount Park,Total,157,0,2008,Actual,YTD,2008-06-30,157,Fairmount Park Commission,,17
Finance,Total,180,0,2008,Actual,YTD,2008-06-30,180,Office of the Director of Finance,Finance,35
First Judicial District,Total,2409,0,2008,Actual,YTD,2008-06-30,2409,First Judicial District,FJD,84
Fleet Management,Total,367,0,2008,Actual,YTD,2008-06-30,367,Office of Fleet Management,Fleet,25
Free Library,Total,779,0,2008,Actual,YTD,2008-06-30,779,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2008,Actual,YTD,2008-06-30,6,Historical Commission,,32
Human Relations Commission,Total,34,0,2008,Actual,YTD,2008-06-30,34,Commission on Human Relations,Human Relations,54
Human Services,Total,1825,0,2008,Actual,YTD,2008-06-30,1825,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Total,158,0,2008,Actual,YTD,2008-06-30,158,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Total,7,0,2008,Actual,YTD,2008-06-30,7,Labor,,03
Law,Total,249,0,2008,Actual,YTD,2008-06-30,249,Law Department,Law,44
Licenses & Inspections,Total,374,0,2008,Actual,YTD,2008-06-30,374,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,104,0,2008,Actual,YTD,2008-06-30,104,Managing Director's Office,MDO,10
Mayor,Total,75,0,2008,Actual,YTD,2008-06-30,75,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Total,181,0,2008,Actual,YTD,2008-06-30,181,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,12,0,2008,Actual,YTD,2008-06-30,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Total,262,0,2008,Actual,YTD,2008-06-30,262,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Total,175,0,2008,Actual,YTD,2008-06-30,175,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,79,0,2008,Actual,YTD,2008-06-30,79,Office of Housing and Community Development,,06
Personnel,Total,68,0,2008,Actual,YTD,2008-06-30,68,Office of Human Resources,OHR,56
Prisons,Total,2131,0,2008,Actual,YTD,2008-06-30,2131,Philadelphia Prison System,Prisons,23
Procurement,Total,61,0,2008,Actual,YTD,2008-06-30,61,Procurement Department,Procurement,38
Public Health,Total,880,0,2008,Actual,YTD,2008-06-30,880,Department of Public Health,Public Health,14
Public Property,Total,165,0,2008,Actual,YTD,2008-06-30,165,Department of Public Property,Public Property,20
Records,Total,70,0,2008,Actual,YTD,2008-06-30,70,Department of Records,Records,31
Recreation,Total,485,0,2008,Actual,YTD,2008-06-30,485,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,68,0,2008,Actual,YTD,2008-06-30,68,Register of Wills,,68
Revenue,Total,474,0,2008,Actual,YTD,2008-06-30,474,Department of Revenue,Revenue,36
Sheriff,Total,238,0,2008,Actual,YTD,2008-06-30,238,Office of the Sheriff,Sheriff,70
Streets,Total,592,0,2008,Actual,YTD,2008-06-30,592,Streets Department,Streets,12
Streets Sanitation,Total,1248,0,2008,Actual,YTD,2008-06-30,1248,Streets: Sanitation,,12S
Water,Total,1758,0,2008,Actual,YTD,2008-06-30,1758,Water Department,Water,28
Zoning Board of Adjustment,Total,5,0,2008,Actual,YTD,2008-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,0,0,2008,Actual,YTD,2008-06-30,0,Zoning Code Commission,,57
Police,General,837,6530,2008,Actual,YTD,2008-06-30,7367,Police Department,Police,11
Police,Other,9,155,2008,Actual,YTD,2008-06-30,164,Police Department,Police,11
Police,Total,846,6685,2008,Actual,YTD,2008-06-30,7531,Police Department,Police,11
Fire,General,2225,101,2008,Actual,YTD,2008-06-30,2326,Fire Department,Fire,13
Fire,Other,61,3,2008,Actual,YTD,2008-06-30,64,Fire Department,Fire,13
Fire,Total,2286,104,2008,Actual,YTD,2008-06-30,2390,Fire Department,Fire,13
District Attorney,General,423,14,2008,Actual,YTD,2008-06-30,437,District Attorney's Office,DAO,69
District Attorney,Other,99,10,2008,Actual,YTD,2008-06-30,109,District Attorney's Office,DAO,69
District Attorney,Total,522,24,2008,Actual,YTD,2008-06-30,546,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,,61
Board of Building Standards,General,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Review,General,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,General,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,General,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,BRT,63
Camp William Penn,General,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,,19
"Capital Program Office, Mayor-",General,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,,07
City Commissioners (Election Board),General,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,General,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,,01
City Planning Commission,General,44,0,2007,Actual,Full Year,2007-06-30,44,City Planning Commission,,51
City Rep. / Commerce,General,12,0,2007,Actual,Full Year,2007-06-30,12,Office of the City Representative,City Rep,41
City Treasurer,General,11,0,2007,Actual,Full Year,2007-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2007,Actual,Full Year,2007-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,General,114,0,2007,Actual,Full Year,2007-06-30,114,Clerk of Quarter Sessions,,64
Fairmount Park,General,155,0,2007,Actual,Full Year,2007-06-30,155,Fairmount Park Commission,,17
Finance,General,164,0,2007,Actual,Full Year,2007-06-30,164,Office of the Director of Finance,Finance,35
First Judicial District,General,1928,0,2007,Actual,Full Year,2007-06-30,1928,First Judicial District,FJD,84
Fleet Management,General,300,0,2007,Actual,Full Year,2007-06-30,300,Office of Fleet Management,Fleet,25
Free Library,General,724,0,2007,Actual,Full Year,2007-06-30,724,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2007,Actual,Full Year,2007-06-30,6,Historical Commission,,32
Human Relations Commission,General,35,0,2007,Actual,Full Year,2007-06-30,35,Commission on Human Relations,Human Relations,54
Human Services,General,1721,0,2007,Actual,Full Year,2007-06-30,1721,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",General,112,0,2007,Actual,Full Year,2007-06-30,112,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",General,7,0,2007,Actual,Full Year,2007-06-30,7,Labor,,03
Law,General,193,0,2007,Actual,Full Year,2007-06-30,193,Law Department,Law,44
Licenses & Inspections,General,351,0,2007,Actual,Full Year,2007-06-30,351,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,102,0,2007,Actual,Full Year,2007-06-30,102,Managing Director's Office,MDO,10
Mayor,General,56,0,2007,Actual,Full Year,2007-06-30,56,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,14,0,2007,Actual,Full Year,2007-06-30,14,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,35,0,2007,Actual,Full Year,2007-06-30,35,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,General,132,0,2007,Actual,Full Year,2007-06-30,132,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Housing and Community Development,,06
Personnel,General,70,0,2007,Actual,Full Year,2007-06-30,70,Office of Human Resources,OHR,56
Prisons,General,2176,0,2007,Actual,Full Year,2007-06-30,2176,Philadelphia Prison System,Prisons,23
Procurement,General,54,0,2007,Actual,Full Year,2007-06-30,54,Procurement Department,Procurement,38
Public Health,General,664,0,2007,Actual,Full Year,2007-06-30,664,Department of Public Health,Public Health,14
Public Property,General,175,0,2007,Actual,Full Year,2007-06-30,175,Department of Public Property,Public Property,20
Records,General,70,0,2007,Actual,Full Year,2007-06-30,70,Department of Records,Records,31
Recreation,General,460,0,2007,Actual,Full Year,2007-06-30,460,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,69,0,2007,Actual,Full Year,2007-06-30,69,Register of Wills,,68
Revenue,General,237,0,2007,Actual,Full Year,2007-06-30,237,Department of Revenue,Revenue,36
Sheriff,General,241,0,2007,Actual,Full Year,2007-06-30,241,Office of the Sheriff,Sheriff,70
Streets,General,592,0,2007,Actual,Full Year,2007-06-30,592,Streets Department,Streets,12
Streets Sanitation,General,1222,0,2007,Actual,Full Year,2007-06-30,1222,Streets: Sanitation,,12S
Water,General,0,0,2007,Actual,Full Year,2007-06-30,0,Water Department,Water,28
Zoning Board of Adjustment,General,4,0,2007,Actual,Full Year,2007-06-30,4,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2007,Actual,Full Year,2007-06-30,0,L&I: Board of Review,,27
Bd. of Pensions,Other,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2007,Actual,Full Year,2007-06-30,0,City Council,,01
City Planning Commission,Other,6,0,2007,Actual,Full Year,2007-06-30,6,City Planning Commission,,51
City Rep. / Commerce,Other,745,0,2007,Actual,Full Year,2007-06-30,745,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Clerk of Quarter Sessions,,64
Fairmount Park,Other,1,0,2007,Actual,Full Year,2007-06-30,1,Fairmount Park Commission,,17
Finance,Other,10,0,2007,Actual,Full Year,2007-06-30,10,Office of the Director of Finance,Finance,35
First Judicial District,Other,485,0,2007,Actual,Full Year,2007-06-30,485,First Judicial District,FJD,84
Fleet Management,Other,69,0,2007,Actual,Full Year,2007-06-30,69,Office of Fleet Management,Fleet,25
Free Library,Other,75,0,2007,Actual,Full Year,2007-06-30,75,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,54,0,2007,Actual,Full Year,2007-06-30,54,Department of Human Services,DHS,22
"Information Services, Mayor's Office of",Other,16,0,2007,Actual,Full Year,2007-06-30,16,Office of Innovation and Technology,OIT,04
"Labor Relations, Mayor's Office of",Other,0,0,2007,Actual,Full Year,2007-06-30,0,Labor,,03
Law,Other,55,0,2007,Actual,Full Year,2007-06-30,55,Law Department,Law,44
Licenses & Inspections,Other,19,0,2007,Actual,Full Year,2007-06-30,19,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,11,0,2007,Actual,Full Year,2007-06-30,11,Managing Director's Office,MDO,10
Mayor,Other,3,0,2007,Actual,Full Year,2007-06-30,3,Mayor's Office,Mayor,05
Mayor's Office of Comm. Svcs.,Other,143,0,2007,Actual,Full Year,2007-06-30,143,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,226,0,2007,Actual,Full Year,2007-06-30,226,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Off.of Supportive Housing,Other,46,0,2007,Actual,Full Year,2007-06-30,46,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,82,0,2007,Actual,Full Year,2007-06-30,82,Office of Housing and Community Development,,06
Personnel,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of Human Resources,OHR,56
Prisons,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2007,Actual,Full Year,2007-06-30,2,Procurement Department,Procurement,38
Public Health,Other,217,0,2007,Actual,Full Year,2007-06-30,217,Department of Public Health,Public Health,14
Public Property,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Department of Records,Records,31
Recreation,Other,24,0,2007,Actual,Full Year,2007-06-30,24,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Register of Wills,,68
Revenue,Other,205,0,2007,Actual,Full Year,2007-06-30,205,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Streets: Sanitation,,12S
Water,Other,1713,0,2007,Actual,Full Year,2007-06-30,1713,Water Department,Water,28
Zoning Board of Adjustment,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2007,Actual,Full Year,2007-06-30,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2007,Actual,Full Year,2007-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,120,0,2007,Actual,Full Year,2007-06-30,120,City Controller's Office,,61
Board of Building Standards,Total,2,0,2007,Actual,Full Year,2007-06-30,2,L&I: Board of Building and Standards,,29
Board of Ethics,Total,0,0,2007,Actual,Full Year,2007-06-30,0,Board of Ethics,,45
Board of L & I Review,Total,3,0,2007,Actual,Full Year,2007-06-30,3,L&I: Board of Review,,27
Bd. of Pensions,Total,65,0,2007,Actual,Full Year,2007-06-30,65,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,128,0,2007,Actual,Full Year,2007-06-30,128,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,3,0,2007,Actual,Full Year,2007-06-30,3,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,14,0,2007,Actual,Full Year,2007-06-30,14,Capital Program Office,,07
City Commissioners (Election Board),Total,90,0,2007,Actual,Full Year,2007-06-30,90,City Commissioner's Office,City Commissioners,73
City Council,Total,187,0,2007,Actual,Full Year,2007-06-30,187,City Council,,01
City Planning Commission,Total,50,0,2007,Actual,Full Year,2007-06-30,50,City Planning Commission,,51
