dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Historical Commission,General,6,0,2010,Actual,YTD,2010-03-31,6,Historical Commission,,32
Human Relations Commission,General,33,0,2010,Actual,YTD,2010-03-31,33,Commission on Human Relations,Human Relations,54
Human Services,General,1777,0,2010,Actual,YTD,2010-03-31,1777,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,7,0,2010,Actual,YTD,2010-03-31,7,Labor,,03
Law,General,177,0,2010,Actual,YTD,2010-03-31,177,Law Department,Law,44
Licenses & Inspections,General,285,0,2010,Actual,YTD,2010-03-31,285,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,123,0,2010,Actual,YTD,2010-03-31,123,Managing Director's Office,MDO,10
Mayor,General,36,0,2010,Actual,YTD,2010-03-31,36,Mayor's Office,Mayor,05
Mayor - Office of Arts and Culture,General,2,0,2010,Actual,YTD,2010-03-31,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Mayor - Office of the Inspector General,General,17,0,2010,Actual,YTD,2010-03-31,17,Office of the Inspector General,OIG,48
Mayor's Office of Comm. Svcs.,General,0,0,2010,Actual,YTD,2010-03-31,0,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,General,8,0,2010,Actual,YTD,2010-03-31,8,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,12,0,2010,Actual,YTD,2010-03-31,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,22,0,2010,Actual,YTD,2010-03-31,22,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,General,59,0,2010,Actual,YTD,2010-03-31,59,Office of Human Resources,OHR,56
Off. of Supportive Housing,General,126,0,2010,Actual,YTD,2010-03-31,126,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2010,Actual,YTD,2010-03-31,0,Office of Housing and Community Development,,06
Prisons,General,2061,0,2010,Actual,YTD,2010-03-31,2061,Philadelphia Prison System,Prisons,23
Procurement,General,47,0,2010,Actual,YTD,2010-03-31,47,Procurement Department,Procurement,38
Public Health,General,660,0,2010,Actual,YTD,2010-03-31,660,Department of Public Health,Public Health,14
Public Property,General,128,0,2010,Actual,YTD,2010-03-31,128,Department of Public Property,Public Property,20
Records,General,59,0,2010,Actual,YTD,2010-03-31,59,Department of Records,Records,31
Recreation,General,435,0,2010,Actual,YTD,2010-03-31,435,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,63,0,2010,Actual,YTD,2010-03-31,63,Register of Wills,,68
Revenue,General,243,0,2010,Actual,YTD,2010-03-31,243,Department of Revenue,Revenue,36
Sheriff,General,233,0,2010,Actual,YTD,2010-03-31,233,Office of the Sheriff,Sheriff,70
Streets,General,518,0,2010,Actual,YTD,2010-03-31,518,Streets Department,Streets,12
Streets Sanitation,General,1139,0,2010,Actual,YTD,2010-03-31,1139,Streets: Sanitation,,12S
Water,General,0,0,2010,Actual,YTD,2010-03-31,0,Water Department,Water,28
Youth Commission,General,1,0,2010,Actual,YTD,2010-03-31,1,Youth Commission,,47
Zoning Board of Adjustment,General,5,0,2010,Actual,YTD,2010-03-31,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,2,0,2010,Actual,YTD,2010-03-31,2,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2010,Actual,YTD,2010-03-31,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2010,Actual,YTD,2010-03-31,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2010,Actual,YTD,2010-03-31,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2010,Actual,YTD,2010-03-31,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2010,Actual,YTD,2010-03-31,0,L&I: Board of Review,,27
Bd. of Pensions,Other,68,0,2010,Actual,YTD,2010-03-31,68,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2010,Actual,YTD,2010-03-31,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2010,Actual,YTD,2010-03-31,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2010,Actual,YTD,2010-03-31,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2010,Actual,YTD,2010-03-31,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2010,Actual,YTD,2010-03-31,0,City Council,,01
City Planning Commission,Other,4,0,2010,Actual,YTD,2010-03-31,4,City Planning Commission,,51
City Representative,Other,0,0,2010,Actual,YTD,2010-03-31,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2010,Actual,YTD,2010-03-31,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2010,Actual,YTD,2010-03-31,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2010,Actual,YTD,2010-03-31,0,Clerk of Quarter Sessions,,64
Commerce,Other,739,0,2010,Actual,YTD,2010-03-31,739,Office of the Director of Commerce,Commerce,42
Division of Technology,Other,16,0,2010,Actual,YTD,2010-03-31,16,Office of Innovation and Technology,OIT,04
Fairmount Park,Other,1,0,2010,Actual,YTD,2010-03-31,1,Fairmount Park Commission,,17
Finance,Other,4,0,2010,Actual,YTD,2010-03-31,4,Office of the Director of Finance,Finance,35
First Judicial District,Other,537,0,2010,Actual,YTD,2010-03-31,537,First Judicial District,FJD,84
Fleet Management,Other,55,0,2010,Actual,YTD,2010-03-31,55,Office of Fleet Management,Fleet,25
Free Library,Other,75,0,2010,Actual,YTD,2010-03-31,75,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2010,Actual,YTD,2010-03-31,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2010,Actual,YTD,2010-03-31,0,Commission on Human Relations,Human Relations,54
Human Services,Other,48,0,2010,Actual,YTD,2010-03-31,48,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2010,Actual,YTD,2010-03-31,0,Labor,,03
Law,Other,58,0,2010,Actual,YTD,2010-03-31,58,Law Department,Law,44
Licenses & Inspections,Other,12,0,2010,Actual,YTD,2010-03-31,12,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,10,0,2010,Actual,YTD,2010-03-31,10,Managing Director's Office,MDO,10
Mayor,Other,2,0,2010,Actual,YTD,2010-03-31,2,Mayor's Office,Mayor,05
Mayor - Office of Arts and Culture,Other,0,0,2010,Actual,YTD,2010-03-31,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Mayor - Office of the Inspector General,Other,0,0,2010,Actual,YTD,2010-03-31,0,Office of the Inspector General,OIG,48
Mayor's Office of Comm. Svcs.,Other,79,0,2010,Actual,YTD,2010-03-31,79,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Other,0,0,2010,Actual,YTD,2010-03-31,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2010,Actual,YTD,2010-03-31,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,236,0,2010,Actual,YTD,2010-03-31,236,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,Other,0,0,2010,Actual,YTD,2010-03-31,0,Office of Human Resources,OHR,56
Off. of Supportive Housing,Other,46,0,2010,Actual,YTD,2010-03-31,46,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Other,73,0,2010,Actual,YTD,2010-03-31,73,Office of Housing and Community Development,,06
Prisons,Other,0,0,2010,Actual,YTD,2010-03-31,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2010,Actual,YTD,2010-03-31,2,Procurement Department,Procurement,38
Public Health,Other,217,0,2010,Actual,YTD,2010-03-31,217,Department of Public Health,Public Health,14
Public Property,Other,0,0,2010,Actual,YTD,2010-03-31,0,Department of Public Property,Public Property,20
Records,Other,0,0,2010,Actual,YTD,2010-03-31,0,Department of Records,Records,31
Recreation,Other,19,0,2010,Actual,YTD,2010-03-31,19,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Other,0,0,2010,Actual,YTD,2010-03-31,0,Register of Wills,,68
Revenue,Other,232,0,2010,Actual,YTD,2010-03-31,232,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2010,Actual,YTD,2010-03-31,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2010,Actual,YTD,2010-03-31,0,Streets Department,Streets,12
Streets Sanitation,Other,0,0,2010,Actual,YTD,2010-03-31,0,Streets: Sanitation,,12S
Water,Other,1686,0,2010,Actual,YTD,2010-03-31,1686,Water Department,Water,28
Youth Commission,Other,0,0,2010,Actual,YTD,2010-03-31,0,Youth Commission,,47
Zoning Board of Adjustment,Other,0,0,2010,Actual,YTD,2010-03-31,0,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Other,0,0,2010,Actual,YTD,2010-03-31,0,Zoning Code Commission,,57
Atwater Kent Museum,Total,4,0,2010,Actual,YTD,2010-03-31,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,121,0,2010,Actual,YTD,2010-03-31,121,City Controller's Office,,61
Board of Building Standards,Total,1,0,2010,Actual,YTD,2010-03-31,1,L&I: Board of Building and Standards,,29
Board of Ethics,Total,8,0,2010,Actual,YTD,2010-03-31,8,Board of Ethics,,45
Board of L & I Review,Total,2,0,2010,Actual,YTD,2010-03-31,2,L&I: Board of Review,,27
Bd. of Pensions,Total,68,0,2010,Actual,YTD,2010-03-31,68,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Total,119,0,2010,Actual,YTD,2010-03-31,119,Board of Revision of Taxes,BRT,63
Camp William Penn,Total,1,0,2010,Actual,YTD,2010-03-31,1,Camp William Penn,,19
"Capital Program Office, Mayor-",Total,0,0,2010,Actual,YTD,2010-03-31,0,Capital Program Office,,07
City Commissioners (Election Board),Total,104,0,2010,Actual,YTD,2010-03-31,104,City Commissioner's Office,City Commissioners,73
City Council,Total,179,0,2010,Actual,YTD,2010-03-31,179,City Council,,01
City Planning Commission,Total,47,0,2010,Actual,YTD,2010-03-31,47,City Planning Commission,,51
City Representative,Total,7,0,2010,Actual,YTD,2010-03-31,7,Office of the City Representative,City Rep,41
City Treasurer,Total,12,0,2010,Actual,YTD,2010-03-31,12,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2010,Actual,YTD,2010-03-31,2,Civil Service Commission,,55
Clerk of Quarter Sessions,Total,107,0,2010,Actual,YTD,2010-03-31,107,Clerk of Quarter Sessions,,64
Commerce,Total,759,0,2010,Actual,YTD,2010-03-31,759,Office of the Director of Commerce,Commerce,42
Division of Technology,Total,171,0,2010,Actual,YTD,2010-03-31,171,Office of Innovation and Technology,OIT,04
Fairmount Park,Total,157,0,2010,Actual,YTD,2010-03-31,157,Fairmount Park Commission,,17
Finance,Total,142,0,2010,Actual,YTD,2010-03-31,142,Office of the Director of Finance,Finance,35
First Judicial District,Total,2289,0,2010,Actual,YTD,2010-03-31,2289,First Judicial District,FJD,84
Fleet Management,Total,350,0,2010,Actual,YTD,2010-03-31,350,Office of Fleet Management,Fleet,25
Free Library,Total,670,0,2010,Actual,YTD,2010-03-31,670,The Free Library of Philadelphia,Free Library,52
Historical Commission,Total,6,0,2010,Actual,YTD,2010-03-31,6,Historical Commission,,32
Human Relations Commission,Total,33,0,2010,Actual,YTD,2010-03-31,33,Commission on Human Relations,Human Relations,54
Human Services,Total,1825,0,2010,Actual,YTD,2010-03-31,1825,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Total,7,0,2010,Actual,YTD,2010-03-31,7,Labor,,03
Law,Total,235,0,2010,Actual,YTD,2010-03-31,235,Law Department,Law,44
Licenses & Inspections,Total,297,0,2010,Actual,YTD,2010-03-31,297,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Total,133,0,2010,Actual,YTD,2010-03-31,133,Managing Director's Office,MDO,10
Mayor,Total,38,0,2010,Actual,YTD,2010-03-31,38,Mayor's Office,Mayor,05
Mayor - Office of Arts and Culture,Total,2,0,2010,Actual,YTD,2010-03-31,2,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Mayor - Office of the Inspector General,Total,17,0,2010,Actual,YTD,2010-03-31,17,Office of the Inspector General,OIG,48
Mayor's Office of Comm. Svcs.,Total,79,0,2010,Actual,YTD,2010-03-31,79,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Total,8,0,2010,Actual,YTD,2010-03-31,8,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Total,12,0,2010,Actual,YTD,2010-03-31,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Total,258,0,2010,Actual,YTD,2010-03-31,258,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,Total,59,0,2010,Actual,YTD,2010-03-31,59,Office of Human Resources,OHR,56
Off. of Supportive Housing,Total,172,0,2010,Actual,YTD,2010-03-31,172,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,Total,73,0,2010,Actual,YTD,2010-03-31,73,Office of Housing and Community Development,,06
Prisons,Total,2061,0,2010,Actual,YTD,2010-03-31,2061,Philadelphia Prison System,Prisons,23
Procurement,Total,49,0,2010,Actual,YTD,2010-03-31,49,Procurement Department,Procurement,38
Public Health,Total,877,0,2010,Actual,YTD,2010-03-31,877,Department of Public Health,Public Health,14
Public Property,Total,128,0,2010,Actual,YTD,2010-03-31,128,Department of Public Property,Public Property,20
Records,Total,59,0,2010,Actual,YTD,2010-03-31,59,Department of Records,Records,31
Recreation,Total,454,0,2010,Actual,YTD,2010-03-31,454,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,Total,63,0,2010,Actual,YTD,2010-03-31,63,Register of Wills,,68
Revenue,Total,475,0,2010,Actual,YTD,2010-03-31,475,Department of Revenue,Revenue,36
Sheriff,Total,233,0,2010,Actual,YTD,2010-03-31,233,Office of the Sheriff,Sheriff,70
Streets,Total,518,0,2010,Actual,YTD,2010-03-31,518,Streets Department,Streets,12
Streets Sanitation,Total,1139,0,2010,Actual,YTD,2010-03-31,1139,Streets: Sanitation,,12S
Water,Total,1686,0,2010,Actual,YTD,2010-03-31,1686,Water Department,Water,28
Youth Commission,Total,1,0,2010,Actual,YTD,2010-03-31,1,Youth Commission,,47
Zoning Board of Adjustment,Total,5,0,2010,Actual,YTD,2010-03-31,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,Total,2,0,2010,Actual,YTD,2010-03-31,2,Zoning Code Commission,,57
Police,General,822,6595,2010,Actual,YTD,2010-03-31,7417,Police Department,Police,11
Police,Other,14,154,2010,Actual,YTD,2010-03-31,168,Police Department,Police,11
Police,Total,836,6749,2010,Actual,YTD,2010-03-31,7585,Police Department,Police,11
Fire,General,2101,105,2010,Actual,YTD,2010-03-31,2206,Fire Department,Fire,13
Fire,Other,65,4,2010,Actual,YTD,2010-03-31,69,Fire Department,Fire,13
Fire,Total,2166,109,2010,Actual,YTD,2010-03-31,2275,Fire Department,Fire,13
District Attorney,General,406,10,2010,Actual,YTD,2010-03-31,416,District Attorney's Office,DAO,69
District Attorney,Other,95,12,2010,Actual,YTD,2010-03-31,107,District Attorney's Office,DAO,69
District Attorney,Total,501,22,2010,Actual,YTD,2010-03-31,523,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2009,Actual,Full Year,2009-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,124,0,2009,Actual,Full Year,2009-06-30,124,City Controller's Office,,61
Board of Building Standards,General,1,0,2009,Actual,Full Year,2009-06-30,1,L&I: Board of Building and Standards,,29
Board of Ethics,General,9,0,2009,Actual,Full Year,2009-06-30,9,Board of Ethics,,45
Board of L & I Review,General,2,0,2009,Actual,Full Year,2009-06-30,2,L&I: Board of Review,,27
Bd. of Pensions,General,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,General,133,0,2009,Actual,Full Year,2009-06-30,133,Board of Revision of Taxes,BRT,63
Camp William Penn,General,1,0,2009,Actual,Full Year,2009-06-30,1,Camp William Penn,,19
"Capital Program Office, Mayor-",General,24,0,2009,Actual,Full Year,2009-06-30,24,Capital Program Office,,07
City Commissioners (Election Board),General,100,0,2009,Actual,Full Year,2009-06-30,100,City Commissioner's Office,City Commissioners,73
City Council,General,185,0,2009,Actual,Full Year,2009-06-30,185,City Council,,01
City Planning Commission,General,42,0,2009,Actual,Full Year,2009-06-30,42,City Planning Commission,,51
City Representative,General,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the City Representative,City Rep,41
City Treasurer,General,11,0,2009,Actual,Full Year,2009-06-30,11,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2009,Actual,Full Year,2009-06-30,2,Civil Service Commission,,55
Clerk of Quarter Sessions,General,110,0,2009,Actual,Full Year,2009-06-30,110,Clerk of Quarter Sessions,,64
Commerce,General,23,0,2009,Actual,Full Year,2009-06-30,23,Office of the Director of Commerce,Commerce,42
Division of Technology,General,146,0,2009,Actual,Full Year,2009-06-30,146,Office of Innovation and Technology,OIT,04
Fairmount Park,General,159,0,2009,Actual,Full Year,2009-06-30,159,Fairmount Park Commission,,17
Finance,General,143,0,2009,Actual,Full Year,2009-06-30,143,Office of the Director of Finance,Finance,35
First Judicial District,General,1898,0,2009,Actual,Full Year,2009-06-30,1898,First Judicial District,FJD,84
Fleet Management,General,302,0,2009,Actual,Full Year,2009-06-30,302,Office of Fleet Management,Fleet,25
Free Library,General,629,0,2009,Actual,Full Year,2009-06-30,629,The Free Library of Philadelphia,Free Library,52
Historical Commission,General,6,0,2009,Actual,Full Year,2009-06-30,6,Historical Commission,,32
Human Relations Commission,General,34,0,2009,Actual,Full Year,2009-06-30,34,Commission on Human Relations,Human Relations,54
Human Services,General,1741,0,2009,Actual,Full Year,2009-06-30,1741,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",General,7,0,2009,Actual,Full Year,2009-06-30,7,Labor,,03
Law,General,182,0,2009,Actual,Full Year,2009-06-30,182,Law Department,Law,44
Licenses & Inspections,General,309,0,2009,Actual,Full Year,2009-06-30,309,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),General,128,0,2009,Actual,Full Year,2009-06-30,128,Managing Director's Office,MDO,10
Mayor,General,71,0,2009,Actual,Full Year,2009-06-30,71,Mayor's Office,Mayor,05
Mayor - Office of Arts and Culture,General,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Mayor - Office of the Inspector General,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,OIG,48
Mayor's Office of Comm. Svcs.,General,87,0,2009,Actual,Full Year,2009-06-30,87,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,General,8,0,2009,Actual,Full Year,2009-06-30,8,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,General,12,0,2009,Actual,Full Year,2009-06-30,12,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,General,26,0,2009,Actual,Full Year,2009-06-30,26,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,General,64,0,2009,Actual,Full Year,2009-06-30,64,Office of Human Resources,OHR,56
Off. of Supportive Housing,General,126,0,2009,Actual,Full Year,2009-06-30,126,Office of Homeless Services,OHS,24
Office of Housing and Community Develop.,General,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Housing and Community Development,,06
Prisons,General,2067,0,2009,Actual,Full Year,2009-06-30,2067,Philadelphia Prison System,Prisons,23
Procurement,General,50,0,2009,Actual,Full Year,2009-06-30,50,Procurement Department,Procurement,38
Public Health,General,675,0,2009,Actual,Full Year,2009-06-30,675,Department of Public Health,Public Health,14
Public Property,General,135,0,2009,Actual,Full Year,2009-06-30,135,Department of Public Property,Public Property,20
Records,General,64,0,2009,Actual,Full Year,2009-06-30,64,Department of Records,Records,31
Recreation,General,443,0,2009,Actual,Full Year,2009-06-30,443,Department of Parks and Recreation,Parks & Recreation,16
Register of Wills,General,65,0,2009,Actual,Full Year,2009-06-30,65,Register of Wills,,68
Revenue,General,256,0,2009,Actual,Full Year,2009-06-30,256,Department of Revenue,Revenue,36
Sheriff,General,238,0,2009,Actual,Full Year,2009-06-30,238,Office of the Sheriff,Sheriff,70
Streets,General,536,0,2009,Actual,Full Year,2009-06-30,536,Streets Department,Streets,12
Streets Sanitation,General,1183,0,2009,Actual,Full Year,2009-06-30,1183,Streets: Sanitation,,12S
Water,General,0,0,2009,Actual,Full Year,2009-06-30,0,Water Department,Water,28
Youth Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Youth Commission,,47
Zoning Board of Adjustment,General,5,0,2009,Actual,Full Year,2009-06-30,5,Zoning Board of Adjustments,ZBA,30
Zoning Code Commission,General,1,0,2009,Actual,Full Year,2009-06-30,1,Zoning Code Commission,,57
Atwater Kent Museum,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Controller's Office,,61
Board of Building Standards,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Building and Standards,,29
Board of Ethics,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Ethics,,45
Board of L & I Review,Other,0,0,2009,Actual,Full Year,2009-06-30,0,L&I: Board of Review,,27
Bd. of Pensions,Other,67,0,2009,Actual,Full Year,2009-06-30,67,Board of Pensions,Pensions,53
Bd. of Revision of Taxes,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Board of Revision of Taxes,BRT,63
Camp William Penn,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Camp William Penn,,19
"Capital Program Office, Mayor-",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Capital Program Office,,07
City Commissioners (Election Board),Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2009,Actual,Full Year,2009-06-30,0,City Council,,01
City Planning Commission,Other,5,0,2009,Actual,Full Year,2009-06-30,5,City Planning Commission,,51
City Representative,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Civil Service Commission,,55
Clerk of Quarter Sessions,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Clerk of Quarter Sessions,,64
Commerce,Other,760,0,2009,Actual,Full Year,2009-06-30,760,Office of the Director of Commerce,Commerce,42
Division of Technology,Other,16,0,2009,Actual,Full Year,2009-06-30,16,Office of Innovation and Technology,OIT,04
Fairmount Park,Other,1,0,2009,Actual,Full Year,2009-06-30,1,Fairmount Park Commission,,17
Finance,Other,6,0,2009,Actual,Full Year,2009-06-30,6,Office of the Director of Finance,Finance,35
First Judicial District,Other,451,0,2009,Actual,Full Year,2009-06-30,451,First Judicial District,FJD,84
Fleet Management,Other,57,0,2009,Actual,Full Year,2009-06-30,57,Office of Fleet Management,Fleet,25
Free Library,Other,87,0,2009,Actual,Full Year,2009-06-30,87,The Free Library of Philadelphia,Free Library,52
Historical Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Historical Commission,,32
Human Relations Commission,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Commission on Human Relations,Human Relations,54
Human Services,Other,66,0,2009,Actual,Full Year,2009-06-30,66,Department of Human Services,DHS,22
"Labor Relations, Mayor's Office of",Other,0,0,2009,Actual,Full Year,2009-06-30,0,Labor,,03
Law,Other,53,0,2009,Actual,Full Year,2009-06-30,53,Law Department,Law,44
Licenses & Inspections,Other,14,0,2009,Actual,Full Year,2009-06-30,14,Department of Licenses and Inspections,L&I,26
Managing Director (MDO),Other,3,0,2009,Actual,Full Year,2009-06-30,3,Managing Director's Office,MDO,10
Mayor,Other,3,0,2009,Actual,Full Year,2009-06-30,3,Mayor's Office,Mayor,05
Mayor - Office of Arts and Culture,Other,0,0,2009,Actual,Full Year,2009-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Mayor - Office of the Inspector General,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of the Inspector General,OIG,48
Mayor's Office of Comm. Svcs.,Other,84,0,2009,Actual,Full Year,2009-06-30,84,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mayor's Office of Transportation,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mayor's Office of Transportation and Utilities,,46
Mural Arts Program,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Mural Arts Program,Mural Arts,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,244,0,2009,Actual,Full Year,2009-06-30,244,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Human Resources,Other,0,0,2009,Actual,Full Year,2009-06-30,0,Office of Human Resources,OHR,56
Off. of Supportive Housing,Other,45,0,2009,Actual,Full Year,2009-06-30,45,Office of Homeless Services,OHS,24
