dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation
L&I-Zoning Board of Adjustment,General,5,0,2016,Actual,YTD,2016-03-31,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,General,286,0,2016,Actual,YTD,2016-03-31,286,Managing Director's Office,10,MDO
Mayor's Office,General,48,0,2016,Actual,YTD,2016-03-31,48,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2016,Actual,YTD,2016-03-31,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,General,10,0,2016,Actual,YTD,2016-03-31,10,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,10,0,2016,Actual,YTD,2016-03-31,10,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,3,0,2016,Actual,YTD,2016-03-31,3,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,16,0,2016,Actual,YTD,2016-03-31,16,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2016,Actual,YTD,2016-03-31,0,Office of Housing and Community Development,06,
Office of Human Resources,General,83,0,2016,Actual,YTD,2016-03-31,83,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,266,0,2016,Actual,YTD,2016-03-31,266,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2016,Actual,YTD,2016-03-31,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,203,0,2016,Actual,YTD,2016-03-31,203,Office of Property Assessment,59,OPA
Office of Supportive Housing,General,144,0,2016,Actual,YTD,2016-03-31,144,Office of Homeless Services,24,OHS
Office of Sustainability,General,7,0,2016,Actual,YTD,2016-03-31,7,Office of Sustainability,49,Sustainability
Parks and Recreation,General,597,0,2016,Actual,YTD,2016-03-31,597,Department of Parks and Recreation,16,Parks & Recreation
Prisons,General,2297,0,2016,Actual,YTD,2016-03-31,2297,Philadelphia Prison System,23,Prisons
Procurement,General,44,0,2016,Actual,YTD,2016-03-31,44,Procurement Department,38,Procurement
Public Health,General,653,0,2016,Actual,YTD,2016-03-31,653,Department of Public Health,14,Public Health
Public Property,General,144,0,2016,Actual,YTD,2016-03-31,144,Department of Public Property,20,Public Property
Records,General,55,0,2016,Actual,YTD,2016-03-31,55,Department of Records,31,Records
Register of Wills,General,69,0,2016,Actual,YTD,2016-03-31,69,Register of Wills,68,
Revenue,General,372,0,2016,Actual,YTD,2016-03-31,372,Department of Revenue,36,Revenue
Sheriff,General,321,0,2016,Actual,YTD,2016-03-31,321,Office of the Sheriff,70,Sheriff
Streets Sanitation,General,1140,0,2016,Actual,YTD,2016-03-31,1140,Streets: Sanitation,12-S,
Streets - Transportation,General,513,0,2016,Actual,YTD,2016-03-31,513,Streets: Transportation,12-T,
Water,General,0,0,2016,Actual,YTD,2016-03-31,0,Water Department,28,Water
Youth Commission,General,1,0,2016,Actual,YTD,2016-03-31,1,Youth Commission,47,
Atwater Kent Museum,Other,0,0,2016,Actual,YTD,2016-03-31,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2016,Actual,YTD,2016-03-31,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2016,Actual,YTD,2016-03-31,0,Board of Ethics,45,
Board of Pensions,Other,41,0,2016,Actual,YTD,2016-03-31,41,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2016,Actual,YTD,2016-03-31,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2016,Actual,YTD,2016-03-31,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2016,Actual,YTD,2016-03-31,0,City Council,01,
City Planning Commission,Other,5,0,2016,Actual,YTD,2016-03-31,5,City Planning Commission,51,
City Representative,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of the City Representative,41,City Rep
City Treasurer,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2016,Actual,YTD,2016-03-31,0,Civil Service Commission,55,
Commerce,Other,739,0,2016,Actual,YTD,2016-03-31,739,Office of the Director of Commerce,42,Commerce
Finance,Other,9,0,2016,Actual,YTD,2016-03-31,9,Office of the Director of Finance,35,Finance
First Judicial District,Other,488,0,2016,Actual,YTD,2016-03-31,488,First Judicial District,84,FJD
Fleet Management,Other,66,0,2016,Actual,YTD,2016-03-31,66,Office of Fleet Management,25,Fleet
Free Library,Other,14,0,2016,Actual,YTD,2016-03-31,14,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2016,Actual,YTD,2016-03-31,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2016,Actual,YTD,2016-03-31,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1030,0,2016,Actual,YTD,2016-03-31,1030,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2016,Actual,YTD,2016-03-31,0,Labor,03,
Law,Other,105,0,2016,Actual,YTD,2016-03-31,105,Law Department,44,Law
Licenses & Inspections,Other,8,0,2016,Actual,YTD,2016-03-31,8,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2016,Actual,YTD,2016-03-31,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2016,Actual,YTD,2016-03-31,0,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Other,0,0,2016,Actual,YTD,2016-03-31,0,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Other,62,0,2016,Actual,YTD,2016-03-31,62,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2016,Actual,YTD,2016-03-31,3,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2016,Actual,YTD,2016-03-31,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2016,Actual,YTD,2016-03-31,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,1,0,2016,Actual,YTD,2016-03-31,1,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2016,Actual,YTD,2016-03-31,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,215,0,2016,Actual,YTD,2016-03-31,215,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Other,47,0,2016,Actual,YTD,2016-03-31,47,Office of Housing and Community Development,06,
Office of Human Resources,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,81,0,2016,Actual,YTD,2016-03-31,81,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of Property Assessment,59,OPA
Office of Supportive Housing,Other,12,0,2016,Actual,YTD,2016-03-31,12,Office of Homeless Services,24,OHS
Office of Sustainability,Other,1,0,2016,Actual,YTD,2016-03-31,1,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,25,0,2016,Actual,YTD,2016-03-31,25,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2016,Actual,YTD,2016-03-31,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2016,Actual,YTD,2016-03-31,2,Procurement Department,38,Procurement
Public Health,Other,143,0,2016,Actual,YTD,2016-03-31,143,Department of Public Health,14,Public Health
Public Property,Other,0,0,2016,Actual,YTD,2016-03-31,0,Department of Public Property,20,Public Property
Records,Other,0,0,2016,Actual,YTD,2016-03-31,0,Department of Records,31,Records
Register of Wills,Other,0,0,2016,Actual,YTD,2016-03-31,0,Register of Wills,68,
Revenue,Other,229,0,2016,Actual,YTD,2016-03-31,229,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2016,Actual,YTD,2016-03-31,0,Office of the Sheriff,70,Sheriff
Streets Sanitation,Other,0,0,2016,Actual,YTD,2016-03-31,0,Streets: Sanitation,12-S,
Streets - Transportation,Other,0,0,2016,Actual,YTD,2016-03-31,0,Streets: Transportation,12-T,
Water,Other,1800,0,2016,Actual,YTD,2016-03-31,1800,Water Department,28,Water
Youth Commission,Other,0,0,2016,Actual,YTD,2016-03-31,0,Youth Commission,47,
Atwater Kent Museum,Total,3,0,2016,Actual,YTD,2016-03-31,3,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Total,133,0,2016,Actual,YTD,2016-03-31,133,City Controller's Office,61,
Board of Ethics,Total,10,0,2016,Actual,YTD,2016-03-31,10,Board of Ethics,45,
Board of Pensions,Total,41,0,2016,Actual,YTD,2016-03-31,41,Board of Pensions,53,Pensions
Board of Revision of Taxes,Total,14,0,2016,Actual,YTD,2016-03-31,14,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Total,97,0,2016,Actual,YTD,2016-03-31,97,City Commissioner's Office,73,City Commissioners
City Council,Total,189,0,2016,Actual,YTD,2016-03-31,189,City Council,01,
City Planning Commission,Total,36,0,2016,Actual,YTD,2016-03-31,36,City Planning Commission,51,
City Representative,Total,7,0,2016,Actual,YTD,2016-03-31,7,Office of the City Representative,41,City Rep
City Treasurer,Total,15,0,2016,Actual,YTD,2016-03-31,15,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Total,2,0,2016,Actual,YTD,2016-03-31,2,Civil Service Commission,55,
Commerce,Total,771,0,2016,Actual,YTD,2016-03-31,771,Office of the Director of Commerce,42,Commerce
Finance,Total,154,0,2016,Actual,YTD,2016-03-31,154,Office of the Director of Finance,35,Finance
First Judicial District,Total,2323,0,2016,Actual,YTD,2016-03-31,2323,First Judicial District,84,FJD
Fleet Management,Total,328,0,2016,Actual,YTD,2016-03-31,328,Office of Fleet Management,25,Fleet
Free Library,Total,659,0,2016,Actual,YTD,2016-03-31,659,The Free Library of Philadelphia,52,Free Library
Historical Commission,Total,5,0,2016,Actual,YTD,2016-03-31,5,Historical Commission,32,
Human Relations Commission,Total,32,0,2016,Actual,YTD,2016-03-31,32,Commission on Human Relations,54,Human Relations
Human Services (1),Total,1425,0,2016,Actual,YTD,2016-03-31,1425,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Total,7,0,2016,Actual,YTD,2016-03-31,7,Labor,03,
Law,Total,233,0,2016,Actual,YTD,2016-03-31,233,Law Department,44,Law
Licenses & Inspections,Total,339,0,2016,Actual,YTD,2016-03-31,339,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Total,1,0,2016,Actual,YTD,2016-03-31,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Total,2,0,2016,Actual,YTD,2016-03-31,2,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Total,5,0,2016,Actual,YTD,2016-03-31,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Total,348,0,2016,Actual,YTD,2016-03-31,348,Managing Director's Office,10,MDO
Mayor's Office,Total,51,0,2016,Actual,YTD,2016-03-31,51,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Total,34,0,2016,Actual,YTD,2016-03-31,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Total,14,0,2016,Actual,YTD,2016-03-31,14,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Total,11,0,2016,Actual,YTD,2016-03-31,11,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Total,3,0,2016,Actual,YTD,2016-03-31,3,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Total,231,0,2016,Actual,YTD,2016-03-31,231,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Total,47,0,2016,Actual,YTD,2016-03-31,47,Office of Housing and Community Development,06,
Office of Human Resources,Total,83,0,2016,Actual,YTD,2016-03-31,83,Office of Human Resources,56,OHR
Office of Innovation and Technology,Total,347,0,2016,Actual,YTD,2016-03-31,347,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Total,18,0,2016,Actual,YTD,2016-03-31,18,Office of the Inspector General,48,OIG
Office of Property Assessment,Total,203,0,2016,Actual,YTD,2016-03-31,203,Office of Property Assessment,59,OPA
Office of Supportive Housing,Total,156,0,2016,Actual,YTD,2016-03-31,156,Office of Homeless Services,24,OHS
Office of Sustainability,Total,8,0,2016,Actual,YTD,2016-03-31,8,Office of Sustainability,49,Sustainability
Parks and Recreation,Total,622,0,2016,Actual,YTD,2016-03-31,622,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Total,2297,0,2016,Actual,YTD,2016-03-31,2297,Philadelphia Prison System,23,Prisons
Procurement,Total,46,0,2016,Actual,YTD,2016-03-31,46,Procurement Department,38,Procurement
Public Health,Total,796,0,2016,Actual,YTD,2016-03-31,796,Department of Public Health,14,Public Health
Public Property,Total,144,0,2016,Actual,YTD,2016-03-31,144,Department of Public Property,20,Public Property
Records,Total,55,0,2016,Actual,YTD,2016-03-31,55,Department of Records,31,Records
Register of Wills,Total,69,0,2016,Actual,YTD,2016-03-31,69,Register of Wills,68,
Revenue,Total,601,0,2016,Actual,YTD,2016-03-31,601,Department of Revenue,36,Revenue
Sheriff,Total,321,0,2016,Actual,YTD,2016-03-31,321,Office of the Sheriff,70,Sheriff
Streets Sanitation,Total,1140,0,2016,Actual,YTD,2016-03-31,1140,Streets: Sanitation,12-S,
Streets - Transportation,Total,513,0,2016,Actual,YTD,2016-03-31,513,Streets: Transportation,12-T,
Water,Total,1800,0,2016,Actual,YTD,2016-03-31,1800,Water Department,28,Water
Youth Commission,Total,1,0,2016,Actual,YTD,2016-03-31,1,Youth Commission,47,
Police,General,780,6138,2016,Actual,YTD,2016-03-31,6918,Police Department,11,Police
Police,Other,11,165,2016,Actual,YTD,2016-03-31,176,Police Department,11,Police
Police,Total,791,6303,2016,Actual,YTD,2016-03-31,7094,Police Department,11,Police
Fire,General,110,2212,2016,Actual,YTD,2016-03-31,2322,Fire Department,13,Fire
Fire,Other,3,222,2016,Actual,YTD,2016-03-31,225,Fire Department,13,Fire
Fire,Total,113,2434,2016,Actual,YTD,2016-03-31,2547,Fire Department,13,Fire
District Attorney,General,463,26,2016,Actual,YTD,2016-03-31,489,District Attorney's Office,69,DAO
District Attorney,Other,64,8,2016,Actual,YTD,2016-03-31,72,District Attorney's Office,69,DAO
District Attorney,Total,527,34,2016,Actual,YTD,2016-03-31,561,District Attorney's Office,69,DAO
Atwater Kent Museum,General,2,0,2015,Actual,Full Year,2015-06-30,2,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),General,129,0,2015,Actual,Full Year,2015-06-30,129,City Controller's Office,61,
Board of Ethics,General,9,0,2015,Actual,Full Year,2015-06-30,9,Board of Ethics,45,
Board of Pensions,General,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Pensions,53,Pensions
Board of Revision of Taxes,General,12,0,2015,Actual,Full Year,2015-06-30,12,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),General,91,0,2015,Actual,Full Year,2015-06-30,91,City Commissioner's Office,73,City Commissioners
City Council,General,176,0,2015,Actual,Full Year,2015-06-30,176,City Council,01,
City Planning Commission,General,29,0,2015,Actual,Full Year,2015-06-30,29,City Planning Commission,51,
City Representative,General,6,0,2015,Actual,Full Year,2015-06-30,6,Office of the City Representative,41,City Rep
City Treasurer,General,14,0,2015,Actual,Full Year,2015-06-30,14,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Civil Service Commission,55,
Commerce,General,21,0,2015,Actual,Full Year,2015-06-30,21,Office of the Director of Commerce,42,Commerce
Finance,General,160,0,2015,Actual,Full Year,2015-06-30,160,Office of the Director of Finance,35,Finance
First Judicial District,General,1842,0,2015,Actual,Full Year,2015-06-30,1842,First Judicial District,84,FJD
Fleet Management,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Fleet Management,25,Fleet
Free Library,General,642,0,2015,Actual,Full Year,2015-06-30,642,The Free Library of Philadelphia,52,Free Library
Historical Commission,General,6,0,2015,Actual,Full Year,2015-06-30,6,Historical Commission,32,
Human Relations Commission,General,30,0,2015,Actual,Full Year,2015-06-30,30,Commission on Human Relations,54,Human Relations
Human Services (1),General,395,0,2015,Actual,Full Year,2015-06-30,395,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",General,7,0,2015,Actual,Full Year,2015-06-30,7,Labor,03,
Law,General,152,0,2015,Actual,Full Year,2015-06-30,152,Law Department,44,Law
Licenses & Inspections,General,335,0,2015,Actual,Full Year,2015-06-30,335,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,General,1,0,2015,Actual,Full Year,2015-06-30,1,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,General,2,0,2015,Actual,Full Year,2015-06-30,2,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,General,5,0,2015,Actual,Full Year,2015-06-30,5,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,General,257,0,2015,Actual,Full Year,2015-06-30,257,Managing Director's Office,10,MDO
Mayor's Office,General,51,0,2015,Actual,Full Year,2015-06-30,51,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,General,0,0,2015,Actual,Full Year,2015-06-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,General,12,0,2015,Actual,Full Year,2015-06-30,12,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,General,10,0,2015,Actual,Full Year,2015-06-30,10,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,General,2,0,2015,Actual,Full Year,2015-06-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,General,14,0,2015,Actual,Full Year,2015-06-30,14,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Housing and Community Development,06,
Office of Human Resources,General,82,0,2015,Actual,Full Year,2015-06-30,82,Office of Human Resources,56,OHR
Office of Innovation and Technology,General,261,0,2015,Actual,Full Year,2015-06-30,261,Office of Innovation and Technology,04,OIT
Office of the Inspector General,General,18,0,2015,Actual,Full Year,2015-06-30,18,Office of the Inspector General,48,OIG
Office of Property Assessment,General,186,0,2015,Actual,Full Year,2015-06-30,186,Office of Property Assessment,59,OPA
Office of Supportive Housing,General,135,0,2015,Actual,Full Year,2015-06-30,135,Office of Homeless Services,24,OHS
Office of Sustainability,General,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,49,Sustainability
Parks and Recreation,General,598,0,2015,Actual,Full Year,2015-06-30,598,Department of Parks and Recreation,16,Parks & Recreation
Prisons,General,2286,0,2015,Actual,Full Year,2015-06-30,2286,Philadelphia Prison System,23,Prisons
Procurement,General,44,0,2015,Actual,Full Year,2015-06-30,44,Procurement Department,38,Procurement
Public Health,General,653,0,2015,Actual,Full Year,2015-06-30,653,Department of Public Health,14,Public Health
Public Property,General,137,0,2015,Actual,Full Year,2015-06-30,137,Department of Public Property,20,Public Property
Records,General,56,0,2015,Actual,Full Year,2015-06-30,56,Department of Records,31,Records
Register of Wills,General,64,0,2015,Actual,Full Year,2015-06-30,64,Register of Wills,68,
Revenue,General,319,0,2015,Actual,Full Year,2015-06-30,319,Department of Revenue,36,Revenue
Sheriff,General,299,0,2015,Actual,Full Year,2015-06-30,299,Office of the Sheriff,70,Sheriff
Streets Sanitation,General,1146,0,2015,Actual,Full Year,2015-06-30,1146,Streets: Sanitation,12-S,
Streets - Transportation,General,518,0,2015,Actual,Full Year,2015-06-30,518,Streets: Transportation,12-T,
Water,General,0,0,2015,Actual,Full Year,2015-06-30,0,Water Department,28,Water
Youth Commission,General,2,0,2015,Actual,Full Year,2015-06-30,2,Youth Commission,47,
Atwater Kent Museum,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Controller's Office,61,
Board of Ethics,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Ethics,45,
Board of Pensions,Other,41,0,2015,Actual,Full Year,2015-06-30,41,Board of Pensions,53,Pensions
Board of Revision of Taxes,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Commissioner's Office,73,City Commissioners
City Council,Other,0,0,2015,Actual,Full Year,2015-06-30,0,City Council,01,
City Planning Commission,Other,5,0,2015,Actual,Full Year,2015-06-30,5,City Planning Commission,51,
City Representative,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the City Representative,41,City Rep
City Treasurer,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Civil Service Commission,55,
Commerce,Other,760,0,2015,Actual,Full Year,2015-06-30,760,Office of the Director of Commerce,42,Commerce
Finance,Other,12,0,2015,Actual,Full Year,2015-06-30,12,Office of the Director of Finance,35,Finance
First Judicial District,Other,467,0,2015,Actual,Full Year,2015-06-30,467,First Judicial District,84,FJD
Fleet Management,Other,65,0,2015,Actual,Full Year,2015-06-30,65,Office of Fleet Management,25,Fleet
Free Library,Other,14,0,2015,Actual,Full Year,2015-06-30,14,The Free Library of Philadelphia,52,Free Library
Historical Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Historical Commission,32,
Human Relations Commission,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Commission on Human Relations,54,Human Relations
Human Services (1),Other,1133,0,2015,Actual,Full Year,2015-06-30,1133,Department of Human Services,22,DHS
"Labor Relations, Mayor's Office of",Other,0,0,2015,Actual,Full Year,2015-06-30,0,Labor,03,
Law,Other,50,0,2015,Actual,Full Year,2015-06-30,50,Law Department,44,Law
Licenses & Inspections,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,Other,0,0,2015,Actual,Full Year,2015-06-30,0,L&I: Board of Review,27,
L&I-Zoning Board of Adjustment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Zoning Board of Adjustments,30,ZBA
Managing Director's Office,Other,57,0,2015,Actual,Full Year,2015-06-30,57,Managing Director's Office,10,MDO
Mayor's Office,Other,3,0,2015,Actual,Full Year,2015-06-30,3,Mayor's Office,05,Mayor
Mayor's Off. of Comm Empowerment/Oppor.,Other,34,0,2015,Actual,Full Year,2015-06-30,34,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mayor's Office of Transportation & Utilities,Other,4,0,2015,Actual,Full Year,2015-06-30,4,Mayor's Office of Transportation and Utilities,46,
Mural Arts Program,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,Other,0,0,2015,Actual,Full Year,2015-06-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith/Intel. disAbility,Other,213,0,2015,Actual,Full Year,2015-06-30,213,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of Housing & Comm. Development,Other,56,0,2015,Actual,Full Year,2015-06-30,56,Office of Housing and Community Development,06,
Office of Human Resources,Other,1,0,2015,Actual,Full Year,2015-06-30,1,Office of Human Resources,56,OHR
Office of Innovation and Technology,Other,83,0,2015,Actual,Full Year,2015-06-30,83,Office of Innovation and Technology,04,OIT
Office of the Inspector General,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Inspector General,48,OIG
Office of Property Assessment,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Property Assessment,59,OPA
Office of Supportive Housing,Other,13,0,2015,Actual,Full Year,2015-06-30,13,Office of Homeless Services,24,OHS
Office of Sustainability,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of Sustainability,49,Sustainability
Parks and Recreation,Other,28,0,2015,Actual,Full Year,2015-06-30,28,Department of Parks and Recreation,16,Parks & Recreation
Prisons,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Philadelphia Prison System,23,Prisons
Procurement,Other,2,0,2015,Actual,Full Year,2015-06-30,2,Procurement Department,38,Procurement
Public Health,Other,155,0,2015,Actual,Full Year,2015-06-30,155,Department of Public Health,14,Public Health
Public Property,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Public Property,20,Public Property
Records,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Department of Records,31,Records
Register of Wills,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Register of Wills,68,
Revenue,Other,231,0,2015,Actual,Full Year,2015-06-30,231,Department of Revenue,36,Revenue
Sheriff,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Office of the Sheriff,70,Sheriff
Streets Sanitation,Other,0,0,2015,Actual,Full Year,2015-06-30,0,Streets: Sanitation,12-S,
