dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,abbreviation,dept_code
Office of Community Schools and Pre-K,General,29,0,2019,Actual,YTD,2018-09-30,29,Office of Children and Families,OCF,66
Office of Homeless Services,General,155,0,2019,Actual,YTD,2018-09-30,155,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2019,Actual,YTD,2018-09-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,79,0,2019,Actual,YTD,2018-09-30,79,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,277,0,2019,Actual,YTD,2018-09-30,277,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,18,0,2019,Actual,YTD,2018-09-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,General,194,0,2019,Actual,YTD,2018-09-30,194,Office of Property Assessment,OPA,59
Office of Sustainability,General,10,0,2019,Actual,YTD,2018-09-30,10,Office of Sustainability,Sustainability,49
Parks and Recreation,General,632,0,2019,Actual,YTD,2018-09-30,632,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,56,0,2019,Actual,YTD,2018-09-30,56,Department of Planning and Development,Planning & Development,72
Prisons,General,2154,0,2019,Actual,YTD,2018-09-30,2154,Philadelphia Prison System,Prisons,23
Procurement,General,44,0,2019,Actual,YTD,2018-09-30,44,Procurement Department,Procurement,38
Public Health,General,728,0,2019,Actual,YTD,2018-09-30,728,Department of Public Health,Public Health,14
Public Property,General,138,0,2019,Actual,YTD,2018-09-30,138,Department of Public Property,Public Property,20
Records,General,58,0,2019,Actual,YTD,2018-09-30,58,Department of Records,Records,31
Register of Wills,General,71,0,2019,Actual,YTD,2018-09-30,71,Register of Wills,,68
Revenue,General,405,0,2019,Actual,YTD,2018-09-30,405,Department of Revenue,Revenue,36
Sheriff,General,363,0,2019,Actual,YTD,2018-09-30,363,Office of the Sheriff,Sheriff,70
Streets,General,1761,0,2019,Actual,YTD,2018-09-30,1761,Streets Department,Streets,12
Water,General,0,0,2019,Actual,YTD,2018-09-30,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2019,Actual,YTD,2018-09-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Other,0,0,2019,Actual,YTD,2018-09-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2019,Actual,YTD,2018-09-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2019,Actual,YTD,2018-09-30,0,Board of Ethics,,45
Board of Pensions,Other,57,0,2019,Actual,YTD,2018-09-30,57,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2019,Actual,YTD,2018-09-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2019,Actual,YTD,2018-09-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2019,Actual,YTD,2018-09-30,0,City Council,,01
City Representative,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2019,Actual,YTD,2018-09-30,0,Civil Service Commission,,55
Commerce,Other,758,0,2019,Actual,YTD,2018-09-30,758,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,501,0,2019,Actual,YTD,2018-09-30,501,First Judicial District,FJD,84
Fleet Management,Other,73,0,2019,Actual,YTD,2018-09-30,73,Office of Fleet Management,Fleet,25
Free Library,Other,12,0,2019,Actual,YTD,2018-09-30,12,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2019,Actual,YTD,2018-09-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1169,0,2019,Actual,YTD,2018-09-30,1169,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2019,Actual,YTD,2018-09-30,0,Labor,,03
Law,Other,54,0,2019,Actual,YTD,2018-09-30,54,Law Department,Law,44
Licenses & Inspections,Other,8,0,2019,Actual,YTD,2018-09-30,8,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2019,Actual,YTD,2018-09-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2019,Actual,YTD,2018-09-30,0,L&I: Board of Review,,27
Managing Director's Office,Other,44,0,2019,Actual,YTD,2018-09-30,44,Managing Director's Office,MDO,10
Mayor's Office,Other,2,0,2019,Actual,YTD,2018-09-30,2,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,28,0,2019,Actual,YTD,2018-09-30,28,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2019,Actual,YTD,2018-09-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2019,Actual,YTD,2018-09-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,229,0,2019,Actual,YTD,2018-09-30,229,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,0,0,2019,Actual,YTD,2018-09-30,0,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,27,0,2019,Actual,YTD,2018-09-30,27,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,92,0,2019,Actual,YTD,2018-09-30,92,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,27,0,2019,Actual,YTD,2018-09-30,27,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,52,0,2019,Actual,YTD,2018-09-30,52,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2019,Actual,YTD,2018-09-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,2,0,2019,Actual,YTD,2018-09-30,2,Procurement Department,Procurement,38
Public Health,Other,149,0,2019,Actual,YTD,2018-09-30,149,Department of Public Health,Public Health,14
Public Property,Other,0,0,2019,Actual,YTD,2018-09-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2019,Actual,YTD,2018-09-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2019,Actual,YTD,2018-09-30,0,Register of Wills,,68
Revenue,Other,245,0,2019,Actual,YTD,2018-09-30,245,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2019,Actual,YTD,2018-09-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2019,Actual,YTD,2018-09-30,0,Streets Department,Streets,12
Water,Other,1832,0,2019,Actual,YTD,2018-09-30,1832,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,1,0,2019,Actual,YTD,2018-09-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Total,0,0,2019,Actual,YTD,2018-09-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,130,0,2019,Actual,YTD,2018-09-30,130,City Controller's Office,,61
Board of Ethics,Total,10,0,2019,Actual,YTD,2018-09-30,10,Board of Ethics,,45
Board of Pensions,Total,57,0,2019,Actual,YTD,2018-09-30,57,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,12,0,2019,Actual,YTD,2018-09-30,12,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,92,0,2019,Actual,YTD,2018-09-30,92,City Commissioner's Office,City Commissioners,73
City Council,Total,192,0,2019,Actual,YTD,2018-09-30,192,City Council,,01
City Representative,Total,9,0,2019,Actual,YTD,2018-09-30,9,Office of the City Representative,City Rep,41
City Treasurer,Total,15,0,2019,Actual,YTD,2018-09-30,15,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Total,2,0,2019,Actual,YTD,2018-09-30,2,Civil Service Commission,,55
Commerce,Total,785,0,2019,Actual,YTD,2018-09-30,785,Office of the Director of Commerce,Commerce,42
Finance,Total,115,0,2019,Actual,YTD,2018-09-30,115,Office of the Director of Finance,Finance,35
First Judicial District,Total,2357,0,2019,Actual,YTD,2018-09-30,2357,First Judicial District,FJD,84
Fleet Management,Total,362,0,2019,Actual,YTD,2018-09-30,362,Office of Fleet Management,Fleet,25
Free Library,Total,651,0,2019,Actual,YTD,2018-09-30,651,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Total,31,0,2019,Actual,YTD,2018-09-30,31,Commission on Human Relations,Human Relations,54
Human Services (1),Total,1555,0,2019,Actual,YTD,2018-09-30,1555,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Total,22,0,2019,Actual,YTD,2018-09-30,22,Labor,,03
Law,Total,174,0,2019,Actual,YTD,2018-09-30,174,Law Department,Law,44
Licenses & Inspections,Total,388,0,2019,Actual,YTD,2018-09-30,388,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Total,1,0,2019,Actual,YTD,2018-09-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Total,2,0,2019,Actual,YTD,2018-09-30,2,L&I: Board of Review,,27
Managing Director's Office,Total,348,0,2019,Actual,YTD,2018-09-30,348,Managing Director's Office,MDO,10
Mayor's Office,Total,51,0,2019,Actual,YTD,2018-09-30,51,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Total,28,0,2019,Actual,YTD,2018-09-30,28,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Total,10,0,2019,Actual,YTD,2018-09-30,10,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Total,5,0,2019,Actual,YTD,2018-09-30,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Total,245,0,2019,Actual,YTD,2018-09-30,245,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Total,58,0,2019,Actual,YTD,2018-09-30,58,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Total,29,0,2019,Actual,YTD,2018-09-30,29,Office of Children and Families,OCF,66
Office of Homeless Services,Total,182,0,2019,Actual,YTD,2018-09-30,182,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Total,0,0,2019,Actual,YTD,2018-09-30,0,Office of Housing and Community Development,,06
Office of Human Resources,Total,79,0,2019,Actual,YTD,2018-09-30,79,Office of Human Resources,OHR,56
Office of Innovation and Technology,Total,369,0,2019,Actual,YTD,2018-09-30,369,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Total,18,0,2019,Actual,YTD,2018-09-30,18,Office of the Inspector General,OIG,48
Office of Property Assessment,Total,194,0,2019,Actual,YTD,2018-09-30,194,Office of Property Assessment,OPA,59
Office of Sustainability,Total,10,0,2019,Actual,YTD,2018-09-30,10,Office of Sustainability,Sustainability,49
Parks and Recreation,Total,659,0,2019,Actual,YTD,2018-09-30,659,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Total,108,0,2019,Actual,YTD,2018-09-30,108,Department of Planning and Development,Planning & Development,72
Prisons,Total,2154,0,2019,Actual,YTD,2018-09-30,2154,Philadelphia Prison System,Prisons,23
Procurement,Total,46,0,2019,Actual,YTD,2018-09-30,46,Procurement Department,Procurement,38
Public Health,Total,877,0,2019,Actual,YTD,2018-09-30,877,Department of Public Health,Public Health,14
Public Property,Total,138,0,2019,Actual,YTD,2018-09-30,138,Department of Public Property,Public Property,20
Records,Total,58,0,2019,Actual,YTD,2018-09-30,58,Department of Records,Records,31
Register of Wills,Total,71,0,2019,Actual,YTD,2018-09-30,71,Register of Wills,,68
Revenue,Total,650,0,2019,Actual,YTD,2018-09-30,650,Department of Revenue,Revenue,36
Sheriff,Total,363,0,2019,Actual,YTD,2018-09-30,363,Office of the Sheriff,Sheriff,70
Streets,Total,1761,0,2019,Actual,YTD,2018-09-30,1761,Streets Department,Streets,12
Water,Total,1832,0,2019,Actual,YTD,2018-09-30,1832,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Total,1,0,2019,Actual,YTD,2018-09-30,1,"Water, Sewer, and Stormwater Rate Board",,67
Police,General,807,6421,2019,Actual,YTD,2018-09-30,7228,Police Department,Police,11
Police,Other,11,151,2019,Actual,YTD,2018-09-30,162,Police Department,Police,11
Police,Total,818,6572,2019,Actual,YTD,2018-09-30,7390,Police Department,Police,11
Fire,General,113,2378,2019,Actual,YTD,2018-09-30,2491,Fire Department,Fire,13
Fire,Other,3,227,2019,Actual,YTD,2018-09-30,230,Fire Department,Fire,13
Fire,Total,116,2605,2019,Actual,YTD,2018-09-30,2721,Fire Department,Fire,13
District Attorney,General,469,38,2019,Actual,YTD,2018-09-30,507,District Attorney's Office,DAO,69
District Attorney,Other,60,11,2019,Actual,YTD,2018-09-30,71,District Attorney's Office,DAO,69
District Attorney,Total,529,49,2019,Actual,YTD,2018-09-30,578,District Attorney's Office,DAO,69
Atwater Kent Museum,General,4,0,2018,Actual,Full Year,2018-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),General,116,0,2018,Actual,Full Year,2018-06-30,116,City Controller's Office,,61
Board of Ethics,General,10,0,2018,Actual,Full Year,2018-06-30,10,Board of Ethics,,45
Board of Pensions,General,0,0,2018,Actual,Full Year,2018-06-30,0,Board of Pensions,Pensions,53
Board of Revision of Taxes,General,11,0,2018,Actual,Full Year,2018-06-30,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),General,100,0,2018,Actual,Full Year,2018-06-30,100,City Commissioner's Office,City Commissioners,73
City Council,General,192,0,2018,Actual,Full Year,2018-06-30,192,City Council,,01
City Representative,General,9,0,2018,Actual,Full Year,2018-06-30,9,Office of the City Representative,City Rep,41
City Treasurer,General,15,0,2018,Actual,Full Year,2018-06-30,15,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,General,2,0,2018,Actual,Full Year,2018-06-30,2,Civil Service Commission,,55
Commerce,General,31,0,2018,Actual,Full Year,2018-06-30,31,Office of the Director of Commerce,Commerce,42
Finance,General,115,0,2018,Actual,Full Year,2018-06-30,115,Office of the Director of Finance,Finance,35
First Judicial District,General,1867,0,2018,Actual,Full Year,2018-06-30,1867,First Judicial District,FJD,84
Fleet Management,General,281,0,2018,Actual,Full Year,2018-06-30,281,Office of Fleet Management,Fleet,25
Free Library,General,649,0,2018,Actual,Full Year,2018-06-30,649,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,General,32,0,2018,Actual,Full Year,2018-06-30,32,Commission on Human Relations,Human Relations,54
Human Services (1),General,517,0,2018,Actual,Full Year,2018-06-30,517,Department of Human Services,DHS,22
"Labor, Mayor's Office of",General,20,0,2018,Actual,Full Year,2018-06-30,20,Labor,,03
Law,General,121,0,2018,Actual,Full Year,2018-06-30,121,Law Department,Law,44
Licenses & Inspections,General,396,0,2018,Actual,Full Year,2018-06-30,396,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,General,1,0,2018,Actual,Full Year,2018-06-30,1,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,General,2,0,2018,Actual,Full Year,2018-06-30,2,L&I: Board of Review,,27
Managing Director's Office,General,307,0,2018,Actual,Full Year,2018-06-30,307,Managing Director's Office,MDO,10
Mayor's Office,General,41,0,2018,Actual,Full Year,2018-06-30,41,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,General,2,0,2018,Actual,Full Year,2018-06-30,2,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,General,11,0,2018,Actual,Full Year,2018-06-30,11,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,General,5,0,2018,Actual,Full Year,2018-06-30,5,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,General,16,0,2018,Actual,Full Year,2018-06-30,16,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,General,58,0,2018,Actual,Full Year,2018-06-30,58,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,General,33,0,2018,Actual,Full Year,2018-06-30,33,Office of Children and Families,OCF,66
Office of Homeless Services,General,150,0,2018,Actual,Full Year,2018-06-30,150,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,General,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,General,78,0,2018,Actual,Full Year,2018-06-30,78,Office of Human Resources,OHR,56
Office of Innovation and Technology,General,284,0,2018,Actual,Full Year,2018-06-30,284,Office of Innovation and Technology,OIT,04
Office of the Inspector General,General,19,0,2018,Actual,Full Year,2018-06-30,19,Office of the Inspector General,OIG,48
Office of Property Assessment,General,193,0,2018,Actual,Full Year,2018-06-30,193,Office of Property Assessment,OPA,59
Office of Sustainability,General,9,0,2018,Actual,Full Year,2018-06-30,9,Office of Sustainability,Sustainability,49
Parks and Recreation,General,629,0,2018,Actual,Full Year,2018-06-30,629,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,General,49,0,2018,Actual,Full Year,2018-06-30,49,Department of Planning and Development,Planning & Development,72
Prisons,General,2177,0,2018,Actual,Full Year,2018-06-30,2177,Philadelphia Prison System,Prisons,23
Procurement,General,46,0,2018,Actual,Full Year,2018-06-30,46,Procurement Department,Procurement,38
Public Health,General,711,0,2018,Actual,Full Year,2018-06-30,711,Department of Public Health,Public Health,14
Public Property,General,135,0,2018,Actual,Full Year,2018-06-30,135,Department of Public Property,Public Property,20
Records,General,57,0,2018,Actual,Full Year,2018-06-30,57,Department of Records,Records,31
Register of Wills,General,71,0,2018,Actual,Full Year,2018-06-30,71,Register of Wills,,68
Revenue,General,414,0,2018,Actual,Full Year,2018-06-30,414,Department of Revenue,Revenue,36
Sheriff,General,364,0,2018,Actual,Full Year,2018-06-30,364,Office of the Sheriff,Sheriff,70
Streets,General,1738,0,2018,Actual,Full Year,2018-06-30,1738,Streets Department,Streets,12
Water,General,0,0,2018,Actual,Full Year,2018-06-30,0,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",General,0,0,2018,Actual,Full Year,2018-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Other,0,0,2018,Actual,Full Year,2018-06-30,0,City Controller's Office,,61
Board of Ethics,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Board of Ethics,,45
Board of Pensions,Other,56,0,2018,Actual,Full Year,2018-06-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Other,0,0,2018,Actual,Full Year,2018-06-30,0,City Commissioner's Office,City Commissioners,73
City Council,Other,0,0,2018,Actual,Full Year,2018-06-30,0,City Council,,01
City Representative,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of the City Representative,City Rep,41
City Treasurer,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of the City Treasurer,City Treasurer,40
Civil Service Commission,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Civil Service Commission,,55
Commerce,Other,822,0,2018,Actual,Full Year,2018-06-30,822,Office of the Director of Commerce,Commerce,42
Finance,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of the Director of Finance,Finance,35
First Judicial District,Other,509,0,2018,Actual,Full Year,2018-06-30,509,First Judicial District,FJD,84
Fleet Management,Other,74,0,2018,Actual,Full Year,2018-06-30,74,Office of Fleet Management,Fleet,25
Free Library,Other,12,0,2018,Actual,Full Year,2018-06-30,12,The Free Library of Philadelphia,Free Library,52
Human Relations Commission,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Commission on Human Relations,Human Relations,54
Human Services (1),Other,1026,0,2018,Actual,Full Year,2018-06-30,1026,Department of Human Services,DHS,22
"Labor, Mayor's Office of",Other,0,0,2018,Actual,Full Year,2018-06-30,0,Labor,,03
Law,Other,50,0,2018,Actual,Full Year,2018-06-30,50,Law Department,Law,44
Licenses & Inspections,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Department of Licenses and Inspections,L&I,26
L&I-Board of Building Standards,Other,0,0,2018,Actual,Full Year,2018-06-30,0,L&I: Board of Building and Standards,,29
L&I-Board of L & I Review,Other,0,0,2018,Actual,Full Year,2018-06-30,0,L&I: Board of Review,,27
Managing Director's Office,Other,57,0,2018,Actual,Full Year,2018-06-30,57,Managing Director's Office,MDO,10
Mayor's Office,Other,3,0,2018,Actual,Full Year,2018-06-30,3,Mayor's Office,Mayor,05
Mayor's Off. of Comm Empowerment/Oppor.,Other,30,0,2018,Actual,Full Year,2018-06-30,30,Mayor's Office of Community Empowerment and Opportunity,CEO,08
Mural Arts Program,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Mural Arts Program,Mural Arts,50
Office of Arts and Culture,Other,0,0,2018,Actual,Full Year,2018-06-30,0,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58
Office of Behavioral Hith/Intel. disAbility,Other,240,0,2018,Actual,Full Year,2018-06-30,240,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
Office of Chief Administrative Officer,Other,2,0,2018,Actual,Full Year,2018-06-30,2,Board of Revision of Taxes,BRT,63
Office of Community Schools and Pre-K,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Children and Families,OCF,66
Office of Homeless Services,Other,27,0,2018,Actual,Full Year,2018-06-30,27,Office of Homeless Services,OHS,24
Office of Housing & Comm. Development,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Housing and Community Development,,06
Office of Human Resources,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Human Resources,OHR,56
Office of Innovation and Technology,Other,91,0,2018,Actual,Full Year,2018-06-30,91,Office of Innovation and Technology,OIT,04
Office of the Inspector General,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of the Inspector General,OIG,48
Office of Property Assessment,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Property Assessment,OPA,59
Office of Sustainability,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of Sustainability,Sustainability,49
Parks and Recreation,Other,29,0,2018,Actual,Full Year,2018-06-30,29,Department of Parks and Recreation,Parks & Recreation,16
Planning & Development,Other,53,0,2018,Actual,Full Year,2018-06-30,53,Department of Planning and Development,Planning & Development,72
Prisons,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Philadelphia Prison System,Prisons,23
Procurement,Other,1,0,2018,Actual,Full Year,2018-06-30,1,Procurement Department,Procurement,38
Public Health,Other,160,0,2018,Actual,Full Year,2018-06-30,160,Department of Public Health,Public Health,14
Public Property,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Department of Public Property,Public Property,20
Records,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Department of Records,Records,31
Register of Wills,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Register of Wills,,68
Revenue,Other,205,0,2018,Actual,Full Year,2018-06-30,205,Department of Revenue,Revenue,36
Sheriff,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Office of the Sheriff,Sheriff,70
Streets,Other,0,0,2018,Actual,Full Year,2018-06-30,0,Streets Department,Streets,12
Water,Other,1886,0,2018,Actual,Full Year,2018-06-30,1886,Water Department,Water,28
"Water,Sewer & Stormwater Rate Board",Other,0,0,2018,Actual,Full Year,2018-06-30,0,"Water, Sewer, and Stormwater Rate Board",,67
Atwater Kent Museum,Total,4,0,2018,Actual,Full Year,2018-06-30,4,Atwater Kent Museum,Atwater Kent,18
Auditing (City Controller's Office),Total,116,0,2018,Actual,Full Year,2018-06-30,116,City Controller's Office,,61
Board of Ethics,Total,10,0,2018,Actual,Full Year,2018-06-30,10,Board of Ethics,,45
Board of Pensions,Total,56,0,2018,Actual,Full Year,2018-06-30,56,Board of Pensions,Pensions,53
Board of Revision of Taxes,Total,11,0,2018,Actual,Full Year,2018-06-30,11,Board of Revision of Taxes,BRT,63
City Commissioners (Election Board),Total,100,0,2018,Actual,Full Year,2018-06-30,100,City Commissioner's Office,City Commissioners,73
