dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,abbreviation,dept_code,dept_name,dept_major_code
Fleet Management,17745176.0,4135594.0,27330596.0,0.0,0.0,0.0,0.0,2008,49211366.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Purch.,0.0,0.0,17348572.0,0.0,0.0,0.0,0.0,2008,17348572.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,34683010.0,1844502.0,3931459.0,0.0,0.0,0.0,0.0,2008,40458971.0,Free Library,52,The Free Library of Philadelphia,52
Hero Scholarship Awards,0.0,0.0,0.0,32000.0,0.0,0.0,0.0,2008,32000.0,,35HA,Finance: Hero Scholarship Awards,35
Historical Commission,336836.0,61998.0,6002.0,0.0,0.0,0.0,0.0,2008,404836.0,,32,Historical Commission,32
Human Relations,2070825.0,34224.0,16542.0,0.0,0.0,0.0,0.0,2008,2121591.0,Human Relations,54,Commission on Human Relations,54
Human Services,96250356.0,515232330.0,3297289.0,0.0,0.0,0.0,0.0,2008,614779975.0,DHS,22,Department of Human Services,22
Indemnities,0.0,0.0,0.0,29786468.0,0.0,0.0,0.0,2008,29786468.0,,35IN,Finance: Indemnities,35
Labor Relations,498189.0,11426.0,14480.0,0.0,0.0,0.0,0.0,2008,524095.0,,03,Labor,03
Law,10872968.0,9943052.0,274916.0,0.0,0.0,0.0,0.0,2008,21090936.0,Law,44,Law Department,44
Legal Services,0.0,37259093.0,0.0,0.0,0.0,0.0,0.0,2008,37259093.0,,10LS,MDO: Legal Services,10
Licenses & Inspection,17773107.0,11897482.0,584250.0,0.0,0.0,0.0,0.0,2008,30254839.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,8034882.0,6485396.0,1214583.0,0.0,0.0,0.0,0.0,2008,15734861.0,MDO,10,Managing Director's Office,10
Mayor - Mural Arts Program,472382.0,656493.0,0.0,0.0,0.0,0.0,0.0,2008,1128875.0,Mural Arts,50,Mural Arts Program,50
Mayor - Scholarships,0.0,0.0,0.0,199860.0,0.0,0.0,0.0,2008,199860.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office,4793689.0,771539.0,92697.0,0.0,0.0,0.0,0.0,2008,5657925.0,Mayor,05,Mayor's Office,05
Mayor's Office of Community Services,3540164.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,3540164.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Mayor's Office of Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,,46,Mayor's Office of Transportation and Utilities,46
Office of Arts & Culture& the Creative Economy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health / Mental Retardation Services,2018861.0,12117538.0,0.0,0.0,0.0,0.0,0.0,2008,14136399.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Comm. Dev.,0.0,5200000.0,0.0,0.0,0.0,0.0,0.0,2008,5200000.0,,06,Office of Housing and Community Development,06
Office of Supportive Housing,6202044.0,33923434.0,386426.0,32169.0,0.0,0.0,0.0,2008,40544073.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,OIG,48,Office of the Inspector General,48
Personnel,3939679.0,691219.0,54033.0,0.0,0.0,0.0,0.0,2008,4684931.0,OHR,56,Office of Human Resources,56
Police,509124087.0,7217419.0,7624424.0,0.0,0.0,0.0,0.0,2008,523965930.0,Police,11,Police Department,11
Prisons,122731345.0,93573004.0,4507740.0,1201013.0,0.0,0.0,0.0,2008,222013102.0,Prisons,23,Philadelphia Prison System,23
Procurement,2667670.0,2263136.0,52893.0,0.0,0.0,0.0,0.0,2008,4983699.0,Procurement,38,Procurement Department,38
Public Health,42058888.0,65071915.0,4564620.0,0.0,0.0,1000000.0,0.0,2008,112695423.0,Public Health,14,Department of Public Health,14
Public Property,8482713.0,27054213.0,1282811.0,0.0,0.0,16235149.0,0.0,2008,53054886.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,61339000.0,0.0,0.0,0.0,0.0,0.0,2008,61339000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,15546843.0,0.0,0.0,0.0,0.0,0.0,2008,15546843.0,,20SR,Public Property: Space Rentals,20
Public Property-Telecomm.,0.0,2511037.0,40394.0,0.0,0.0,0.0,0.0,2008,2551431.0,,20T,Public Property: Telecommunications,20
Public Property-Utilities,0.0,33127551.0,0.0,0.0,0.0,0.0,0.0,2008,33127551.0,,20U,Public Property: Utilities,20
Records,3584663.0,3698195.0,349628.0,1455.0,0.0,0.0,0.0,2008,7633941.0,Records,31,Department of Records,31
Recreation,31270256.0,3777197.0,1722204.0,2000000.0,0.0,0.0,0.0,2008,38769657.0,Parks & Recreation,16,Department of Parks and Recreation,16
Refunds,0.0,0.0,0.0,234892.0,0.0,0.0,0.0,2008,234892.0,,35R,Finance: Refunds,35
Register of Wills,3418493.0,69869.0,34033.0,0.0,0.0,0.0,0.0,2008,3522395.0,,68,Register of Wills,68
Revenue,11906910.0,3815007.0,648682.0,0.0,0.0,0.0,0.0,2008,16370599.0,Revenue,36,Department of Revenue,36
Sheriff,14387582.0,501441.0,329413.0,0.0,0.0,0.0,0.0,2008,15218436.0,Sheriff,70,Office of the Sheriff,70
Streets,20463560.0,10473581.0,2642810.0,3800.0,0.0,0.0,0.0,2008,33583751.0,Streets,12,Streets Department,12
Streets - Sanitation,45722318.0,47908192.0,1326769.0,48171.0,0.0,0.0,0.0,2008,95005450.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,131769.0,0.0,0.0,0.0,0.0,0.0,2008,131769.0,,35WF,Finance: Witness Fees,35
Youth Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0.0,,47,Youth Commission,47
Zoning Bd. of Adj.,298216.0,44320.0,0.0,0.0,0.0,0.0,0.0,2008,342536.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,0.0,177152.0,62292.0,0.0,0.0,0.0,0.0,2008,239444.0,,57,Zoning Code Commission,57
