dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Free Library,33995130.0,1352068.0,3843486.0,0.0,0.0,0.0,0.0,2007,39190684.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,2007,26000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,290833.0,18188.0,5607.0,0.0,0.0,0.0,0.0,2007,314628.0,Historical Commission,32,,32
Human Relations,2111219.0,37882.0,25602.0,0.0,0.0,0.0,0.0,2007,2174703.0,Commission on Human Relations,54,Human Relations,54
Human Services,90561664.0,495355454.0,4451493.0,506.0,0.0,0.0,0.0,2007,590369117.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,26632868.0,0.0,0.0,0.0,2007,26632868.0,Finance: Indemnities,35-IN,,35
Labor Relations,495014.0,21176.0,30854.0,0.0,0.0,0.0,0.0,2007,547044.0,Labor,03,,03
Law,10091089.0,5817358.0,283474.0,0.0,0.0,0.0,0.0,2007,16191921.0,Law Department,44,Law,44
Legal Services,0.0,35403767.0,0.0,0.0,0.0,0.0,0.0,2007,35403767.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,16511531.0,3335282.0,579736.0,0.0,0.0,0.0,0.0,2007,20426549.0,Department of Licenses and Inspections,26,L&I,26
Licenses & Inspection-Demolition,0.0,8049417.0,0.0,0.0,0.0,0.0,0.0,2007,8049417.0,L&I: Demolition,26-D,,26
Managing Director,8117286.0,4399269.0,762770.0,0.0,0.0,0.0,0.0,2007,13279325.0,Managing Director's Office,10,MDO,10
Managing Director - Office of Technology,6699907.0,6478564.0,187752.0,0.0,0.0,287791.0,0.0,2007,13654014.0,Office of Innovation and Technology,04,OIT,04
Mayor - Mural Arts Program,453526.0,270261.0,0.0,0.0,0.0,0.0,0.0,2007,723787.0,Mural Arts Program,50,Mural Arts,50
Mayor - Scholarships,0.0,0.0,0.0,199855.0,0.0,0.0,0.0,2007,199855.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,4277032.0,701041.0,81047.0,0.0,0.0,0.0,0.0,2007,5059120.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Behavioral Health / Mental Retardation Services,2222971.0,12128834.0,0.0,0.0,0.0,0.0,0.0,2007,14351805.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Comm. Dev.,46341.0,5899865.0,0.0,0.0,0.0,371081.0,0.0,2007,6317287.0,Office of Housing and Community Development,06,,06
Office of Supportive Housing,6828986.0,31321085.0,426251.0,32275.0,0.0,0.0,0.0,2007,38608597.0,Office of Homeless Services,24,OHS,24
Personnel,3956530.0,781681.0,54297.0,0.0,0.0,0.0,0.0,2007,4792508.0,Office of Human Resources,56,OHR,56
Police,478231611.0,7406885.0,7793335.0,0.0,0.0,181133.0,0.0,2007,493612964.0,Police Department,11,Police,11
Prisons,115246659.0,87504361.0,4525611.0,1124660.0,0.0,0.0,0.0,2007,208401291.0,Philadelphia Prison System,23,Prisons,23
Procurement,2488146.0,2369304.0,75171.0,0.0,0.0,0.0,0.0,2007,4932621.0,Procurement Department,38,Procurement,38
Public Health,39900244.0,65546047.0,4318196.0,0.0,0.0,3000000.0,0.0,2007,112764487.0,Department of Public Health,14,Public Health,14
Public Property,9032956.0,29102317.0,1311404.0,0.0,0.0,25370421.0,0.0,2007,64817098.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,58040145.0,0.0,0.0,0.0,0.0,0.0,2007,58040145.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,15922591.0,0.0,0.0,0.0,0.0,0.0,2007,15922591.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm.,0.0,21145268.0,0.0,0.0,0.0,0.0,0.0,2007,21145268.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,32070658.0,0.0,0.0,0.0,0.0,0.0,2007,32070658.0,Public Property: Utilities,20-U,,20
Records,3550181.0,3755238.0,496456.0,2407.0,0.0,212896.0,0.0,2007,8017178.0,Department of Records,31,Records,31
Recreation,29330231.0,2392582.0,1871324.0,2000000.0,0.0,0.0,0.0,2007,35594137.0,Department of Parks and Recreation,16,Parks & Recreation,16
Refunds,0.0,0.0,0.0,10411.0,0.0,0.0,0.0,2007,10411.0,Finance: Refunds,35-R,,35
Register of Wills,3315520.0,35127.0,21779.0,0.0,0.0,70965.0,0.0,2007,3443391.0,Register of Wills,68,,68
Revenue,12073257.0,3854058.0,653163.0,0.0,0.0,106315.0,0.0,2007,16686793.0,Department of Revenue,36,Revenue,36
Sheriff,13856672.0,487260.0,276587.0,0.0,0.0,0.0,0.0,2007,14620519.0,Office of the Sheriff,70,Sheriff,70
Streets,20364041.0,10688555.0,4256728.0,1577.0,0.0,0.0,0.0,2007,35310901.0,Streets Department,12,Streets,12
Streets - Sanitation,44468301.0,47663070.0,1341702.0,48171.0,0.0,0.0,0.0,2007,93521244.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,135024.0,0.0,0.0,0.0,0.0,0.0,2007,135024.0,Finance: Witness Fees,35-WF,,35
Youth Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,Youth Commission,47,,47
Zoning Bd. of Adj.,350156.0,47870.0,0.0,0.0,0.0,0.0,0.0,2007,398026.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0.0,Zoning Code Commission,57,,57
