dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Finance-Contribution to School District,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,2006,35000000.0,Finance: School District Contribution,35-SD,,35
Finance-Employee Benefits,760221000.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,760221000.0,Finance: Employee Benefits,35-EB,Employee Benefits,35
Finance-PGW  Reimbursement,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,2006,18000000.0,Finance: PGW Reimbursement,35-PGW,,35
Fire,153483021.0,5773824.0,5550493.0,0.0,0.0,6977938.0,0.0,2006,171785276.0,Fire Department,13,Fire,13
First Judicial District,87149961.0,24447344.0,2520354.0,0.0,0.0,0.0,0.0,2006,114117659.0,First Judicial District,84,FJD,84
Fleet Management,16060639.0,4209391.0,23383240.0,0.0,0.0,0.0,0.0,2006,43653270.0,Office of Fleet Management,25,Fleet,25
Fleet Management -Vehicle Purch.,0.0,0.0,13297234.0,0.0,0.0,0.0,0.0,2006,13297234.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,31984257.0,1333297.0,3965544.0,0.0,0.0,0.0,0.0,2006,37283098.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,2006,19000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,251717.0,14550.0,5890.0,0.0,0.0,0.0,0.0,2006,272157.0,Historical Commission,32,,32
Human Relations,1971753.0,44372.0,18886.0,0.0,0.0,0.0,0.0,2006,2035011.0,Commission on Human Relations,54,Human Relations,54
Human Services,85263449.0,467917604.0,3383809.0,410.0,0.0,0.0,0.0,2006,556565272.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,22954601.0,0.0,0.0,0.0,2006,22954601.0,Finance: Indemnities,35-IN,,35
Labor Relations,567778.0,7959.0,9579.0,0.0,0.0,0.0,0.0,2006,585316.0,Labor,03,,03
Law,9455099.0,4920125.0,273633.0,0.0,0.0,0.0,0.0,2006,14648857.0,Law Department,44,Law,44
Legal Services,0.0,33609195.0,0.0,0.0,0.0,0.0,0.0,2006,33609195.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,16439330.0,3170862.0,632058.0,0.0,0.0,0.0,0.0,2006,20242250.0,Department of Licenses and Inspections,26,L&I,26
Licenses & Inspection-Demolition,0.0,8250000.0,0.0,0.0,0.0,0.0,0.0,2006,8250000.0,L&I: Demolition,26-D,,26
Managing Director,7057558.0,5702335.0,743716.0,0.0,0.0,0.0,0.0,2006,13503609.0,Managing Director's Office,10,MDO,10
Mayor - Mural Arts Program,456037.0,375467.0,0.0,0.0,0.0,0.0,0.0,2006,831504.0,Mural Arts Program,50,Mural Arts,50
Mayor - Scholarships,0.0,0.0,0.0,199375.0,0.0,0.0,0.0,2006,199375.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,3784126.0,534871.0,73563.0,0.0,0.0,0.0,0.0,2006,4392560.0,Mayor's Office,05,Mayor,05
Mayor's Office of Comm. Services,3068.0,4285.0,0.0,0.0,0.0,0.0,0.0,2006,7353.0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Mayor's Office of Information Svcs.,6140711.0,5413457.0,163014.0,0.0,0.0,0.0,0.0,2006,11717182.0,Office of Innovation and Technology,04,OIT,04
Office of Behavioral Health / Mental Retardation Services,2316329.0,12128834.0,0.0,0.0,0.0,0.0,0.0,2006,14445163.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Comm. Dev.,233987.0,143231.0,0.0,381000.0,0.0,782947.0,0.0,2006,1541165.0,Office of Housing and Community Development,06,,06
Office of Supportive Housing,6591611.0,28549244.0,391376.0,30773.0,0.0,0.0,0.0,2006,35563004.0,Office of Homeless Services,24,OHS,24
Personnel,3871897.0,477703.0,43534.0,0.0,0.0,0.0,0.0,2006,4393134.0,Office of Human Resources,56,OHR,56
Police,457990628.0,7296730.0,7567697.0,0.0,0.0,275653.0,0.0,2006,473130708.0,Police Department,11,Police,11
Prisons,106084275.0,82767467.0,4467665.0,1026490.0,0.0,0.0,0.0,2006,194345897.0,Philadelphia Prison System,23,Prisons,23
Procurement,2660423.0,1882448.0,55689.0,0.0,0.0,0.0,0.0,2006,4598560.0,Procurement Department,38,Procurement,38
Public Health,37598247.0,61078274.0,3797463.0,0.0,0.0,2577422.0,0.0,2006,105051406.0,Department of Public Health,14,Public Health,14
Public Property,8084578.0,23344953.0,922611.0,0.0,0.0,22164639.0,0.0,2006,54516781.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,56650700.0,0.0,0.0,0.0,0.0,0.0,2006,56650700.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,14402336.0,0.0,0.0,0.0,0.0,0.0,2006,14402336.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm.,0.0,9945876.0,0.0,0.0,0.0,0.0,0.0,2006,9945876.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,33299186.0,0.0,0.0,0.0,0.0,0.0,2006,33299186.0,Public Property: Utilities,20-U,,20
Records,3451820.0,3705578.0,452120.0,1272.0,0.0,1129515.0,0.0,2006,8740305.0,Department of Records,31,Records,31
Recreation,27838493.0,2434504.0,1373393.0,1900000.0,0.0,0.0,0.0,2006,33546390.0,Department of Parks and Recreation,16,Parks & Recreation,16
Refunds,0.0,0.0,0.0,19711.0,0.0,0.0,0.0,2006,19711.0,Finance: Refunds,35-R,,35
Register of Wills,3037732.0,37332.0,26355.0,0.0,0.0,70965.0,0.0,2006,3172384.0,Register of Wills,68,,68
Revenue,12037221.0,3819901.0,698246.0,0.0,0.0,44883.0,0.0,2006,16600251.0,Department of Revenue,36,Revenue,36
Sheriff,12935460.0,492546.0,256669.0,0.0,0.0,0.0,0.0,2006,13684675.0,Office of the Sheriff,70,Sheriff,70
Streets,17443518.0,8829067.0,3364531.0,29200.0,0.0,0.0,0.0,2006,29666316.0,Streets Department,12,Streets,12
Streets - Sanitation,44638454.0,46037337.0,1288250.0,48171.0,0.0,0.0,0.0,2006,92012212.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,104248.0,0.0,0.0,0.0,0.0,0.0,2006,104248.0,Finance: Witness Fees,35-WF,,35
Zoning Bd. of Adj.,363138.0,47970.0,2579.0,0.0,0.0,0.0,0.0,2006,413687.0,Zoning Board of Adjustments,30,ZBA,30
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0.0,Finance: Recession Reserve,35-RR,Recession Reserve,35
