dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Procurement,2333610.0,2447215.0,49005.0,28000.0,0.0,0.0,0.0,4857830.0,2015,Procurement Department,38,Procurement,38
Public Health,48078457.0,59364135.0,5385375.0,151799.0,0.0,500000.0,0.0,113479766.0,2015,Department of Public Health,14,Public Health,14
Public Property,8217003.0,27162093.0,1312942.0,484077.0,0.0,30417400.0,0.0,67593515.0,2015,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,70415000.0,0.0,0.0,0.0,0.0,0.0,70415000.0,2015,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,19871298.0,0.0,0.0,0.0,0.0,0.0,19871298.0,2015,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,31355461.0,0.0,0.0,0.0,0.0,0.0,31355461.0,2015,Public Property: Utilities,20-U,,20
Records,2816572.0,1534671.0,142892.0,1400.0,0.0,0.0,0.0,4495535.0,2015,Department of Records,31,Records,31
Register of Wills,3538207.0,46683.0,23517.0,0.0,0.0,0.0,0.0,3608407.0,2015,Register of Wills,68,,68
Revenue,17661208.0,4693401.0,611109.0,57000.0,0.0,0.0,0.0,23022718.0,2015,Department of Revenue,36,Revenue,36
Sheriff,20317966.0,624741.0,545745.0,699387.0,0.0,0.0,0.0,22187839.0,2015,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,106420540.0,0.0,0.0,131968290.0,0.0,0.0,238388830.0,2015,Sinking Fund Commission,37,Sinking Fund,37
Streets - Sanitation,55027146.0,39014045.0,1569329.0,11517856.0,0.0,0.0,0.0,107128376.0,2015,Streets: Sanitation,12-S,,12
Streets-Transportation,25455177.0,8595211.0,3071794.0,3346.0,0.0,338133.0,0.0,37463661.0,2015,Streets: Transportation,12-T,,12
Youth Commission,67175.0,5140.0,98.0,0.0,0.0,0.0,0.0,72413.0,2015,Youth Commission,47,,47
Recession Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Finance: Recession Reserve,35-RR,Recession Reserve,35
