dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,fiscal_year,total,dept_name,dept_code,abbreviation,dept_major_code
Mayor - Mural Arts Program,446757.0,514000.0,0.0,0.0,0.0,0.0,0.0,2011,960757.0,Mural Arts Program,50,Mural Arts,50
Mayor - Office of Labor Relations,448006.0,2271.0,6959.0,0.0,0.0,0.0,0.0,2011,457236.0,Labor,03,,03
Mayor - Scholarships,0.0,0.0,0.0,197600.0,0.0,0.0,0.0,2011,197600.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,2952968.0,525882.0,18274.0,0.0,0.0,0.0,0.0,2011,3497124.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,419184.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,419184.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Arts & Culture & the Creative  Economy,198750.0,273800.0,6738.0,2070688.0,0.0,0.0,0.0,2011,2549976.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
Office of Behavioral Health and  Intellectual Disability,1478243.0,12793329.0,0.0,0.0,0.0,0.0,0.0,2011,14271572.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Housing and Comm Dev.,0.0,1780000.0,0.0,0.0,0.0,471408.0,0.0,2011,2251408.0,Office of Housing and Community Development,06,,06
Office of Human Resources,3890117.0,648537.0,49349.0,0.0,0.0,0.0,0.0,2011,4588003.0,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,16911667.0,40926831.0,3509352.0,0.0,0.0,0.0,0.0,2011,61347850.0,Office of Innovation and Technology,04,OIT,04
Office of Property Assessment,5259514.0,379705.0,90889.0,0.0,0.0,0.0,0.0,2011,5730108.0,Office of Property Assessment,59,OPA,59
Office of Supportive Housing,5825381.0,30186000.0,325062.0,31634.0,0.0,0.0,0.0,2011,36368077.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,1028356.0,129366.0,13281.0,0.0,0.0,0.0,0.0,2011,1171003.0,Office of the Inspector General,48,OIG,48
Parks and Recreation,36230641.0,4840717.0,2188714.0,2280000.0,0.0,0.0,0.0,2011,45540072.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,520720951.0,7044807.0,8449541.0,0.0,0.0,0.0,0.0,2011,536215299.0,Police Department,11,Police,11
Prisons,117944133.0,106585978.0,5483527.0,1150341.0,0.0,0.0,0.0,2011,231163979.0,Philadelphia Prison System,23,Prisons,23
Procurement,2083262.0,2503419.0,31255.0,0.0,0.0,0.0,0.0,2011,4617936.0,Procurement Department,38,Procurement,38
Property-SEPTA Subsidy,0.0,65878000.0,0.0,0.0,0.0,0.0,0.0,2011,65878000.0,Public Property: SEPTA Subsidy,20-SS,,20
Property-Space Rentals,0.0,15211472.0,0.0,0.0,0.0,0.0,0.0,2011,15211472.0,Public Property: Space Rentals,20-SR,,20
Public Health,37686893.0,66093662.0,4567805.0,0.0,0.0,500000.0,0.0,2011,108848360.0,Department of Public Health,14,Public Health,14
Public Property,6379553.0,24537152.0,920375.0,0.0,0.0,22758246.0,0.0,2011,54595326.0,Department of Public Property,20,Public Property,20
Public Property-Utilities,0.0,33099864.0,0.0,0.0,0.0,0.0,0.0,2011,33099864.0,Public Property: Utilities,20-U,,20
Records,2699931.0,1067322.0,213601.0,1456.0,0.0,0.0,0.0,2011,3982310.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2011,25.0,Finance: Refunds,35-R,,35
Register of Wills,3132531.0,75434.0,31228.0,0.0,0.0,0.0,0.0,2011,3239193.0,Register of Wills,68,,68
Revenue,11508747.0,2135402.0,511164.0,0.0,0.0,0.0,0.0,2011,14155313.0,Department of Revenue,36,Revenue,36
Service (Sinking Fund),0.0,87504207.0,0.0,0.0,110414263.0,0.0,0.0,2011,197918470.0,Sinking Fund Commission,37,Sinking Fund,37
Sheriff,13185820.0,553553.0,312429.0,0.0,0.0,0.0,0.0,2011,14051802.0,Office of the Sheriff,70,Sheriff,70
Streets,20594857.0,8307790.0,4875988.0,800.0,0.0,0.0,0.0,2011,33779435.0,Streets Department,12,Streets,12
Streets - Sanitation,45985953.0,42680901.0,1604966.0,48171.0,0.0,0.0,0.0,2011,90319991.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,131755.0,0.0,0.0,0.0,0.0,0.0,2011,131755.0,Finance: Witness Fees,35-WF,,35
Youth Commission,47000.0,28559.0,2383.0,0.0,0.0,0.0,0.0,2011,77942.0,Youth Commission,47,,47
Zoning Bd. of Adi.,299145.0,30805.0,0.0,0.0,0.0,0.0,0.0,2011,329950.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,150000.0,309969.0,4954.0,0.0,0.0,0.0,0.0,2011,464923.0,Zoning Code Commission,57,,57
