dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,class_900,total,fiscal_year,dept_name,dept_code,abbreviation,dept_major_code
Office of Homeless Services,9056465.0,47319839.0,336903.0,56382.0,0.0,0.0,0.0,56769589.0,2019,Office of Homeless Services,24,OHS,24
Office of Human Resources,4913051.0,707646.0,50356.0,24000.0,0.0,0.0,0.0,5695053.0,2019,Office of Human Resources,56,OHR,56
Office of Innovation and Technology,19846610.0,39982188.0,5855613.0,25000.0,0.0,0.0,0.0,65709411.0,2019,Office of Innovation and Technology,04,OIT,04
Office of Innovation and Technology-911,1028676.0,10378486.0,1488301.0,0.0,0.0,0.0,0.0,12895463.0,2019,OIT: 911,04-911,,04
Office of Property Assessment,12500926.0,991148.0,442723.0,0.0,0.0,0.0,0.0,13934797.0,2019,Office of Property Assessment,59,OPA,59
Office of Sustainability,548133.0,390326.0,17219.0,0.0,0.0,0.0,0.0,955678.0,2019,Office of Sustainability,49,Sustainability,49
Office of the Chief Administrative Officer,3831785.0,2151907.0,12730.0,0.0,0.0,0.0,0.0,5996422.0,2019,Office of the Chief Administrative Officer,65,CAO,65
Office of the Inspector General,1415627.0,93079.0,5147.0,0.0,0.0,0.0,0.0,1513853.0,2019,Office of the Inspector General,48,OIG,48
Parks and Recreation,48579951.0,9632966.0,2745309.0,4636049.0,0.0,1550000.0,0.0,67144275.0,2019,Department of Parks and Recreation,16,Parks & Recreation,16
Planning and Development,4695950.0,3740958.0,54003.0,3990780.0,0.0,0.0,0.0,12481691.0,2019,Department of Planning and Development,72,Planning & Development,72
Police,685445815.0,7710091.0,13494447.0,21254586.0,0.0,0.0,0.0,727904939.0,2019,Police Department,11,Police,11
Prisons,138537912.0,92504851.0,4331144.0,1668749.0,0.0,0.0,0.0,237042656.0,2019,Philadelphia Prison System,23,Prisons,23
Procurement,2402513.0,2605252.0,18118.0,0.0,0.0,0.0,0.0,5025883.0,2019,Procurement Department,38,Procurement,38
Public Health,57173653.0,72930947.0,7382017.0,697049.0,0.0,4500000.0,0.0,142683666.0,2019,Department of Public Health,14,Public Health,14
Public Property,8875590.0,33313742.0,1025176.0,659401.0,0.0,27678626.0,0.0,71552535.0,2019,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,84608000.0,0.0,0.0,0.0,0.0,0.0,84608000.0,2019,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,20912273.0,0.0,0.0,0.0,0.0,0.0,20912273.0,2019,Public Property: Space Rentals,20-SR,,20
Public Property-Utilities,0.0,25108810.0,0.0,0.0,0.0,0.0,0.0,25108810.0,2019,Public Property: Utilities,20-U,,20
Records,2983490.0,1164571.0,233688.0,0.0,0.0,0.0,0.0,4381749.0,2019,Department of Records,31,Records,31
Register of Wills,4262942.0,82583.0,23706.0,0.0,0.0,0.0,0.0,4369231.0,2019,Register of Wills,68,,68
Revenue,22700386.0,7706845.0,887779.0,328357.0,0.0,0.0,0.0,31623367.0,2019,Department of Revenue,36,Revenue,36
Sheriff,27638571.0,613827.0,650117.0,250743.0,0.0,0.0,0.0,29153258.0,2019,Office of the Sheriff,70,Sheriff,70
Sinking Fund Commission (Debt Service),0.0,97208487.0,0.0,0.0,159786966.0,0.0,0.0,256995453.0,2019,Sinking Fund Commission,37,Sinking Fund,37
Streets,83603511.0,5988310.0,7400620.0,14942017.0,0.0,0.0,0.0,111934458.0,2019,Streets Department,12,Streets,12
Streets-Disposal,0.0,47536717.0,0.0,0.0,0.0,0.0,0.0,47536717.0,2019,Streets: Disposal,12-D,,12
