dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,dept_name,dept_code,abbreviation,dept_major_code
Fleet Management -Vehicle Lease/Purch.,0.0,0.0,6395095.0,0.0,0.0,0.0,2009,0,6395095.0,Fleet: Vehicle Lease/Purchases,25-V,,25
Free Library,32664879.0,1870600.0,2835001.0,0.0,0.0,0.0,2009,0,37370480.0,The Free Library of Philadelphia,52,Free Library,52
Hero Scholarship Awards,0.0,0.0,0.0,35000.0,0.0,0.0,2009,0,35000.0,Finance: Hero Scholarship Awards,35-HA,,35
Historical Commission,360867.0,11314.0,4578.0,0.0,0.0,0.0,2009,0,376759.0,Historical Commission,32,,32
Human Relations,2020865.0,36974.0,17963.0,0.0,0.0,0.0,2009,0,2075802.0,Commission on Human Relations,54,Human Relations,54
Human Services,98395991.0,499047905.0,2374776.0,0.0,0.0,0.0,2009,0,599818672.0,Department of Human Services,22,DHS,22
Indemnities,0.0,0.0,0.0,34536970.0,0.0,0.0,2009,0,34536970.0,Finance: Indemnities,35-IN,,35
Labor Relations,511008.0,10926.0,12856.0,0.0,0.0,0.0,2009,0,534790.0,Labor,03,,03
Law,10604942.0,8372833.0,278626.0,0.0,0.0,0.0,2009,0,19256401.0,Law Department,44,Law,44
Legal Services,0.0,37338541.0,0.0,0.0,0.0,0.0,2009,0,37338541.0,MDO: Legal Services,10-LS,,10
Licenses & Inspection,16560604.0,9583508.0,522891.0,0.0,0.0,0.0,2009,0,26667003.0,Department of Licenses and Inspections,26,L&I,26
Managing Director,11876751.0,7351230.0,901718.0,0.0,0.0,0.0,2009,0,20129699.0,Managing Director's Office,10,MDO,10
Mayor - Mural Arts Program,427864.0,335201.0,0.0,0.0,0.0,0.0,2009,0,763065.0,Mural Arts Program,50,Mural Arts,50
Mayor - Scholarships,0.0,0.0,0.0,199982.0,0.0,0.0,2009,0,199982.0,Mayor's Office: Scholarships,05-S,,05
Mayor's Office,5214185.0,686870.0,47919.0,0.0,0.0,0.0,2009,0,5948974.0,Mayor's Office,05,Mayor,05
Mayor's Office of Transportation,410517.0,0.0,0.0,0.0,0.0,0.0,2009,0,410517.0,Mayor's Office of Transportation and Utilities,46,,46
Office of Behavioral Health  Mental Retardation Services,2142857.0,12117538.0,0.0,0.0,0.0,0.0,2009,0,14260395.0,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,15
Office of Community Services,0.0,0.0,0.0,0.0,0.0,0.0,2009,0,0.0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,08
Office of Housing and Comm. Dev.,0.0,4000000.0,0.0,0.0,0.0,0.0,2009,0,4000000.0,Office of Housing and Community Development,06,,06
Office of Human Resources,3507656.0,642611.0,47273.0,0.0,0.0,0.0,2009,0,4197540.0,Office of Human Resources,56,OHR,56
Office of Supportive Housing,6714527.0,32316130.0,372029.0,33923.0,0.0,0.0,2009,0,39436609.0,Office of Homeless Services,24,OHS,24
Office of the Inspector General,0.0,0.0,0.0,0.0,0.0,0.0,2009,0,0.0,Office of the Inspector General,48,OIG,48
Parks and Recreation (1),39032070.0,5364828.0,2516537.0,3150000.0,0.0,0.0,2009,0,50063435.0,Department of Parks and Recreation,16,Parks & Recreation,16
Police,517385709.0,8435120.0,8501291.0,0.0,0.0,0.0,2009,0,534322120.0,Police Department,11,Police,11
Prisons,124613631.0,110697446.0,4791521.0,1201727.0,0.0,0.0,2009,0,241304325.0,Philadelphia Prison System,23,Prisons,23
Procurement,2562046.0,2263136.0,40368.0,0.0,0.0,0.0,2009,0,4865550.0,Procurement Department,38,Procurement,38
Public Health,42857364.0,67947470.0,4685066.0,0.0,0.0,750000.0,2009,0,116239900.0,Department of Public Health,14,Public Health,14
Public Property,7727548.0,27192930.0,950290.0,0.0,0.0,16769768.0,2009,0,52640536.0,Department of Public Property,20,Public Property,20
Public Property-SEPTA Subsidy,0.0,62937000.0,0.0,0.0,0.0,0.0,2009,0,62937000.0,Public Property: SEPTA Subsidy,20-SS,,20
Public Property-Space Rentals,0.0,15058094.0,0.0,0.0,0.0,0.0,2009,0,15058094.0,Public Property: Space Rentals,20-SR,,20
Public Property-Telecomm,0.0,4228465.0,74552.0,0.0,0.0,0.0,2009,0,4303017.0,Public Property: Telecommunications,20-T,,20
Public Property-Utilities,0.0,33134587.0,0.0,0.0,0.0,0.0,2009,0,33134587.0,Public Property: Utilities,20-U,,20
Records,3154827.0,3429338.0,288130.0,500.0,0.0,0.0,2009,0,6872795.0,Department of Records,31,Records,31
Refunds,0.0,0.0,0.0,895.0,0.0,0.0,2009,0,895.0,Finance: Refunds,35-R,,35
Register of Wills,3503057.0,71031.0,24316.0,0.0,0.0,0.0,2009,0,3598404.0,Register of Wills,68,,68
Revenue,12451073.0,3781045.0,764635.0,0.0,0.0,0.0,2009,0,16996753.0,Department of Revenue,36,Revenue,36
Sheriff,14794796.0,476194.0,310150.0,0.0,0.0,0.0,2009,0,15581140.0,Office of the Sheriff,70,Sheriff,70
Streets,25605972.0,2927010.0,3134514.0,3800.0,0.0,0.0,2009,0,31671296.0,Streets Department,12,Streets,12
Streets - Sanitation,47484458.0,48095350.0,4057542.0,48171.0,0.0,0.0,2009,0,99685521.0,Streets: Sanitation,12-S,,12
Witness Fees,0.0,116574.0,0.0,0.0,0.0,0.0,2009,0,116574.0,Finance: Witness Fees,35-WF,,35
Youth Commission,30073.0,18297.0,2744.0,0.0,0.0,0.0,2009,0,51114.0,Youth Commission,47,,47
Zoning Bd. of Adi.,316341.0,42373.0,0.0,0.0,0.0,0.0,2009,0,358714.0,Zoning Board of Adjustments,30,ZBA,30
Zoning Code Commission,43424.0,253811.0,84787.0,0.0,0.0,0.0,2009,0,382022.0,Zoning Code Commission,57,,57
inance-Contribution  to School District,0.0,0.0,0.0,38490000.0,0.0,0.0,2009,0,38490000.0,Finance: School District Contribution,35-SD,,35
of Arts & Culture& the Creative  Economy,0.0,0.0,0.0,0.0,0.0,0.0,2009,0,0.0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,58
