dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Finance,22672446,2020,Target Budget,YTD,2020-03-31,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Target Budget,YTD,2020-03-31,Finance: Budget Stabilization Reserve,35BSR,
Finance-Disability-Reg #32 Payroll,736193,2020,Target Budget,YTD,2020-03-31,Finance: Reg #32,35R32,
Finance-Federal Grant Reserve,0,2020,Target Budget,YTD,2020-03-31,Finance: Federal Grant Reserve,35FGR,
Finance-Community College Subsidy,36059207,2020,Target Budget,YTD,2020-03-31,Finance: Community College Subsidy,35CC,
Finance - Employee Benefits,1185765967,2020,Target Budget,YTD,2020-03-31,Finance: Employee Benefits,35EB,
Finance-Hero Scholarship Awards,0,2020,Target Budget,YTD,2020-03-31,Finance: Hero Scholarship Awards,35HA,
Finance-Indemnities,33966642,2020,Target Budget,YTD,2020-03-31,Finance: Indemnities,35IN,
Finance-Refunds,10215,2020,Target Budget,YTD,2020-03-31,Finance: Refunds,35R,
Finance-School District Contribution,166842308,2020,Target Budget,YTD,2020-03-31,Finance: School District Contribution,35SD,
Finance-Witness Fees,91584,2020,Target Budget,YTD,2020-03-31,Finance: Witness Fees,35WF,
Fire,227248828,2020,Target Budget,YTD,2020-03-31,Fire Department,13,Fire
First Judicial District,80909464,2020,Target Budget,YTD,2020-03-31,First Judicial District,84,FJD
Fleet Management,38234593,2020,Target Budget,YTD,2020-03-31,Office of Fleet Management,25,Fleet
Fleet Management - Vehicle Purchases,17106005,2020,Target Budget,YTD,2020-03-31,Fleet: Vehicle Lease/Purchases,25V,
Free Library,34681390,2020,Target Budget,YTD,2020-03-31,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,1608800,2020,Target Budget,YTD,2020-03-31,Commission on Human Relations,54,Human Relations
Human Services,98713969,2020,Target Budget,YTD,2020-03-31,Department of Human Services,22,DHS
Labor,1502836,2020,Target Budget,YTD,2020-03-31,Labor,03,
Law,12868463,2020,Target Budget,YTD,2020-03-31,Law Department,44,Law
Licenses & Inspections,27315422,2020,Target Budget,YTD,2020-03-31,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,57088,2020,Target Budget,YTD,2020-03-31,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,98581,2020,Target Budget,YTD,2020-03-31,L&I: Board of Review,27,
Managing Director's Office,37153521,2020,Target Budget,YTD,2020-03-31,Managing Director's Office,10,MDO
Managing Director-Legal Services,50937941,2020,Target Budget,YTD,2020-03-31,MDO: Legal Services,10LS,
Mayor's Office,4207737,2020,Target Budget,YTD,2020-03-31,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2020,Target Budget,YTD,2020-03-31,Mayor's Office: Scholarships,05S,
Mayor's Office-Comm. Empowerment & Opp.,90000,2020,Target Budget,YTD,2020-03-31,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2287334,2020,Target Budget,YTD,2020-03-31,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,3779085,2020,Target Budget,YTD,2020-03-31,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,15423700,2020,Target Budget,YTD,2020-03-31,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,4932918,2020,Target Budget,YTD,2020-03-31,Office of the Chief Administrative Officer,65,CAO
Office of Education,38135614,2020,Target Budget,YTD,2020-03-31,Office of Children and Families,66,OCF
Office of Homeless Services,56503239,2020,Target Budget,YTD,2020-03-31,Office of Homeless Services,24,OHS
Office of Human Resources,4318845,2020,Target Budget,YTD,2020-03-31,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,53741135,2020,Target Budget,YTD,2020-03-31,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,16768726,2020,Target Budget,YTD,2020-03-31,OIT: 911,04911,
Office of the Inspector General,1044211,2020,Target Budget,YTD,2020-03-31,Office of the Inspector General,48,OIG
Office of Property Assessment,10198713,2020,Target Budget,YTD,2020-03-31,Office of Property Assessment,59,OPA
Office of Sustainability,714157,2020,Target Budget,YTD,2020-03-31,Office of Sustainability,49,Sustainability
Parks and Recreation,47296622,2020,Target Budget,YTD,2020-03-31,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,12554775,2020,Target Budget,YTD,2020-03-31,Department of Planning and Development,72,Planning & Development
Police,500253916,2020,Target Budget,YTD,2020-03-31,Police Department,11,Police
Prisons,190881470,2020,Target Budget,YTD,2020-03-31,Philadelphia Prison System,23,Prisons
Procurement,4384704,2020,Target Budget,YTD,2020-03-31,Procurement Department,38,Procurement
Public Health,109191279,2020,Target Budget,YTD,2020-03-31,Department of Public Health,14,Public Health
Public Property,41264004,2020,Target Budget,YTD,2020-03-31,Department of Public Property,20,Public Property
Public Property-SEPTA Subsidy,43145000,2020,Target Budget,YTD,2020-03-31,Public Property: SEPTA Subsidy,20SS,
Public Property-Space Rentals,25903869,2020,Target Budget,YTD,2020-03-31,Public Property: Space Rentals,20SR,
Public Property-Utilities,27316914,2020,Target Budget,YTD,2020-03-31,Public Property: Utilities,20U,
Records,3002170,2020,Target Budget,YTD,2020-03-31,Department of Records,31,Records
Register of Wills,3356397,2020,Target Budget,YTD,2020-03-31,Register of Wills,68,
Revenue,22646874,2020,Target Budget,YTD,2020-03-31,Department of Revenue,36,Revenue
Sheriff,20925114,2020,Target Budget,YTD,2020-03-31,Office of the Sheriff,70,Sheriff
Sinking Fund Commission (Debt Service),248446839,2020,Target Budget,YTD,2020-03-31,Sinking Fund Commission,37,Sinking Fund
Streets-Disposal,39705631,2020,Target Budget,YTD,2020-03-31,Streets: Disposal,12D,
Streets,74741661,2020,Target Budget,YTD,2020-03-31,Streets Department,12,Streets
Art Museum Subsidy,1912500,2020,Actual,YTD,2020-03-31,Art Museum,34,
Atwater Kent Museum,0,2020,Actual,YTD,2020-03-31,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),6901311,2020,Actual,YTD,2020-03-31,City Controller's Office,61,
Board of Ethics,662343,2020,Actual,YTD,2020-03-31,Board of Ethics,45,
Board of Revision of Taxes,760280,2020,Actual,YTD,2020-03-31,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),7726755,2020,Actual,YTD,2020-03-31,City Commissioner's Office,73,City Commissioners
City Council,11875309,2020,Actual,YTD,2020-03-31,City Council,01,
City Representative,797388,2020,Actual,YTD,2020-03-31,Office of the City Representative,41,City Rep
City Treasurer,1057402,2020,Actual,YTD,2020-03-31,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,144681,2020,Actual,YTD,2020-03-31,Civil Service Commission,55,
Commerce,7950810,2020,Actual,YTD,2020-03-31,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2020,Actual,YTD,2020-03-31,Commerce: Convention Center Subsidy,42CC,
Commerce-Economic Stimulus,7671624,2020,Actual,YTD,2020-03-31,Commerce: Economic Stimulus,42ES,
District Attorney,30046221,2020,Actual,YTD,2020-03-31,District Attorney's Office,69,DAO
Finance,22672446,2020,Actual,YTD,2020-03-31,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Actual,YTD,2020-03-31,Finance: Budget Stabilization Reserve,35BSR,
Finance-Disability-Reg #32 Payroll,736193,2020,Actual,YTD,2020-03-31,Finance: Reg #32,35R32,
Finance-Federal Grant Reserve,0,2020,Actual,YTD,2020-03-31,Finance: Federal Grant Reserve,35FGR,
Finance-Community College Subsidy,36059207,2020,Actual,YTD,2020-03-31,Finance: Community College Subsidy,35CC,
Finance - Employee Benefits,1185765967,2020,Actual,YTD,2020-03-31,Finance: Employee Benefits,35EB,
Finance-Hero Scholarship Awards,0,2020,Actual,YTD,2020-03-31,Finance: Hero Scholarship Awards,35HA,
Finance-Indemnities,33966642,2020,Actual,YTD,2020-03-31,Finance: Indemnities,35IN,
Finance-Refunds,10215,2020,Actual,YTD,2020-03-31,Finance: Refunds,35R,
Finance-School District Contribution,166842308,2020,Actual,YTD,2020-03-31,Finance: School District Contribution,35SD,
Finance-Witness Fees,91584,2020,Actual,YTD,2020-03-31,Finance: Witness Fees,35WF,
Fire,227248828,2020,Actual,YTD,2020-03-31,Fire Department,13,Fire
First Judicial District,80909464,2020,Actual,YTD,2020-03-31,First Judicial District,84,FJD
Fleet Management,38234593,2020,Actual,YTD,2020-03-31,Office of Fleet Management,25,Fleet
Fleet Management - Vehicle Purchases,17106005,2020,Actual,YTD,2020-03-31,Fleet: Vehicle Lease/Purchases,25V,
Free Library,34681390,2020,Actual,YTD,2020-03-31,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,1608800,2020,Actual,YTD,2020-03-31,Commission on Human Relations,54,Human Relations
Human Services,98713969,2020,Actual,YTD,2020-03-31,Department of Human Services,22,DHS
Labor,1502836,2020,Actual,YTD,2020-03-31,Labor,03,
Law,12868463,2020,Actual,YTD,2020-03-31,Law Department,44,Law
Licenses & Inspections,27315422,2020,Actual,YTD,2020-03-31,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,57088,2020,Actual,YTD,2020-03-31,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,98581,2020,Actual,YTD,2020-03-31,L&I: Board of Review,27,
Managing Director's Office,37153521,2020,Actual,YTD,2020-03-31,Managing Director's Office,10,MDO
Managing Director-Legal Services,50937941,2020,Actual,YTD,2020-03-31,MDO: Legal Services,10LS,
Mayor's Office,4207737,2020,Actual,YTD,2020-03-31,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2020,Actual,YTD,2020-03-31,Mayor's Office: Scholarships,05S,
Mayor's Office-Comm. Empowerment & Opp.,90000,2020,Actual,YTD,2020-03-31,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2287334,2020,Actual,YTD,2020-03-31,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,3779085,2020,Actual,YTD,2020-03-31,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,15423700,2020,Actual,YTD,2020-03-31,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,4932918,2020,Actual,YTD,2020-03-31,Office of the Chief Administrative Officer,65,CAO
Office of Education,38135614,2020,Actual,YTD,2020-03-31,Office of Children and Families,66,OCF
Office of Homeless Services,56503239,2020,Actual,YTD,2020-03-31,Office of Homeless Services,24,OHS
Office of Human Resources,4318845,2020,Actual,YTD,2020-03-31,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,53741135,2020,Actual,YTD,2020-03-31,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,16768726,2020,Actual,YTD,2020-03-31,OIT: 911,04911,
Office of the Inspector General,1044211,2020,Actual,YTD,2020-03-31,Office of the Inspector General,48,OIG
Office of Property Assessment,10198713,2020,Actual,YTD,2020-03-31,Office of Property Assessment,59,OPA
Office of Sustainability,714157,2020,Actual,YTD,2020-03-31,Office of Sustainability,49,Sustainability
Parks and Recreation,47296622,2020,Actual,YTD,2020-03-31,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,12554775,2020,Actual,YTD,2020-03-31,Department of Planning and Development,72,Planning & Development
Police,500253916,2020,Actual,YTD,2020-03-31,Police Department,11,Police
Prisons,190881470,2020,Actual,YTD,2020-03-31,Philadelphia Prison System,23,Prisons
Procurement,4384704,2020,Actual,YTD,2020-03-31,Procurement Department,38,Procurement
Public Health,109191279,2020,Actual,YTD,2020-03-31,Department of Public Health,14,Public Health
Public Property,41264004,2020,Actual,YTD,2020-03-31,Department of Public Property,20,Public Property
Public Property-SEPTA Subsidy,43145000,2020,Actual,YTD,2020-03-31,Public Property: SEPTA Subsidy,20SS,
Public Property-Space Rentals,25903869,2020,Actual,YTD,2020-03-31,Public Property: Space Rentals,20SR,
Public Property-Utilities,27316914,2020,Actual,YTD,2020-03-31,Public Property: Utilities,20U,
Records,3002170,2020,Actual,YTD,2020-03-31,Department of Records,31,Records
Register of Wills,3356397,2020,Actual,YTD,2020-03-31,Register of Wills,68,
Revenue,22646874,2020,Actual,YTD,2020-03-31,Department of Revenue,36,Revenue
Sheriff,20925114,2020,Actual,YTD,2020-03-31,Office of the Sheriff,70,Sheriff
Sinking Fund Commission (Debt Service),248446839,2020,Actual,YTD,2020-03-31,Sinking Fund Commission,37,Sinking Fund
Streets-Disposal,39705631,2020,Actual,YTD,2020-03-31,Streets: Disposal,12D,
Streets,74741661,2020,Actual,YTD,2020-03-31,Streets Department,12,Streets
Art Museum Subsidy,2550000,2020,Adopted Budget,Full Year,2020-03-31,Art Museum,34,
Atwater Kent Museum,0,2020,Adopted Budget,Full Year,2020-03-31,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),9384550,2020,Adopted Budget,Full Year,2020-03-31,City Controller's Office,61,
Board of Ethics,1101630,2020,Adopted Budget,Full Year,2020-03-31,Board of Ethics,45,
Board of Revision of Taxes,1060791,2020,Adopted Budget,Full Year,2020-03-31,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),12216911,2020,Adopted Budget,Full Year,2020-03-31,City Commissioner's Office,73,City Commissioners
City Council,17927973,2020,Adopted Budget,Full Year,2020-03-31,City Council,01,
City Representative,1249695,2020,Adopted Budget,Full Year,2020-03-31,Office of the City Representative,41,City Rep
City Treasurer,1483167,2020,Adopted Budget,Full Year,2020-03-31,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,204935,2020,Adopted Budget,Full Year,2020-03-31,Civil Service Commission,55,
Commerce,9851361,2020,Adopted Budget,Full Year,2020-03-31,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2020,Adopted Budget,Full Year,2020-03-31,Commerce: Convention Center Subsidy,42CC,
Commerce-Economic Stimulus,7671624,2020,Adopted Budget,Full Year,2020-03-31,Commerce: Economic Stimulus,42ES,
District Attorney,38908536,2020,Adopted Budget,Full Year,2020-03-31,District Attorney's Office,69,DAO
Finance,45227334,2020,Adopted Budget,Full Year,2020-03-31,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Budget Stabilization Reserve,35BSR,
Finance-Disability-Reg #32 Payroll,2650000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Reg #32,35R32,
Finance-Federal Grant Reserve,55108000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Federal Grant Reserve,35FGR,
Finance-Community College Subsidy,33759207,2020,Adopted Budget,Full Year,2020-03-31,Finance: Community College Subsidy,35CC,
Finance - Employee Benefits,1411963002,2020,Adopted Budget,Full Year,2020-03-31,Finance: Employee Benefits,35EB,
Finance-Hero Scholarship Awards,25000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Hero Scholarship Awards,35HA,
Finance-Indemnities,49246000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Indemnities,35IN,
Finance-Refunds,250000,2020,Adopted Budget,Full Year,2020-03-31,Finance: Refunds,35R,
Finance-School District Contribution,222456410,2020,Adopted Budget,Full Year,2020-03-31,Finance: School District Contribution,35SD,
Finance-Witness Fees,171518,2020,Adopted Budget,Full Year,2020-03-31,Finance: Witness Fees,35WF,
Fire,298549278,2020,Adopted Budget,Full Year,2020-03-31,Fire Department,13,Fire
First Judicial District,115503975,2020,Adopted Budget,Full Year,2020-03-31,First Judicial District,84,FJD
Fleet Management,50114034,2020,Adopted Budget,Full Year,2020-03-31,Office of Fleet Management,25,Fleet
Fleet Management - Vehicle Purchases,17286549,2020,Adopted Budget,Full Year,2020-03-31,Fleet: Vehicle Lease/Purchases,25V,
Free Library,45760383,2020,Adopted Budget,Full Year,2020-03-31,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,2386402,2020,Adopted Budget,Full Year,2020-03-31,Commission on Human Relations,54,Human Relations
Human Services,118965013,2020,Adopted Budget,Full Year,2020-03-31,Department of Human Services,22,DHS
Labor,2454828,2020,Adopted Budget,Full Year,2020-03-31,Labor,03,
Law,16085045,2020,Adopted Budget,Full Year,2020-03-31,Law Department,44,Law
Licenses & Inspections,41282551,2020,Adopted Budget,Full Year,2020-03-31,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,80366,2020,Adopted Budget,Full Year,2020-03-31,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,173870,2020,Adopted Budget,Full Year,2020-03-31,L&I: Board of Review,27,
Managing Director's Office,55280720,2020,Adopted Budget,Full Year,2020-03-31,Managing Director's Office,10,MDO
Managing Director-Legal Services,50938541,2020,Adopted Budget,Full Year,2020-03-31,MDO: Legal Services,10LS,
Mayor's Office,6113633,2020,Adopted Budget,Full Year,2020-03-31,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2020,Adopted Budget,Full Year,2020-03-31,Mayor's Office: Scholarships,05S,
Mayor's Office-Comm. Empowerment & Opp.,90000,2020,Adopted Budget,Full Year,2020-03-31,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2499602,2020,Adopted Budget,Full Year,2020-03-31,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,4098002,2020,Adopted Budget,Full Year,2020-03-31,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,15895444,2020,Adopted Budget,Full Year,2020-03-31,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,7438265,2020,Adopted Budget,Full Year,2020-03-31,Office of the Chief Administrative Officer,65,CAO
Office of Education,45350014,2020,Adopted Budget,Full Year,2020-03-31,Office of Children and Families,66,OCF
Office of Homeless Services,59945719,2020,Adopted Budget,Full Year,2020-03-31,Office of Homeless Services,24,OHS
Office of Human Resources,6874287,2020,Adopted Budget,Full Year,2020-03-31,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,71198539,2020,Adopted Budget,Full Year,2020-03-31,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,41235086,2020,Adopted Budget,Full Year,2020-03-31,OIT: 911,04911,
Office of the Inspector General,1680441,2020,Adopted Budget,Full Year,2020-03-31,Office of the Inspector General,48,OIG
Office of Property Assessment,17318408,2020,Adopted Budget,Full Year,2020-03-31,Office of Property Assessment,59,OPA
Office of Sustainability,1213258,2020,Adopted Budget,Full Year,2020-03-31,Office of Sustainability,49,Sustainability
Parks and Recreation,65058055,2020,Adopted Budget,Full Year,2020-03-31,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,11810746,2020,Adopted Budget,Full Year,2020-03-31,Department of Planning and Development,72,Planning & Development
Police,741165097,2020,Adopted Budget,Full Year,2020-03-31,Police Department,11,Police
Prisons,238183523,2020,Adopted Budget,Full Year,2020-03-31,Philadelphia Prison System,23,Prisons
Procurement,5674563,2020,Adopted Budget,Full Year,2020-03-31,Procurement Department,38,Procurement
Public Health,160572140,2020,Adopted Budget,Full Year,2020-03-31,Department of Public Health,14,Public Health
Public Property,68691597,2020,Adopted Budget,Full Year,2020-03-31,Department of Public Property,20,Public Property
Public Property-SEPTA Subsidy,87556000,2020,Adopted Budget,Full Year,2020-03-31,Public Property: SEPTA Subsidy,20SS,
Public Property-Space Rentals,26278677,2020,Adopted Budget,Full Year,2020-03-31,Public Property: Space Rentals,20SR,
