dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,dept_code,abbreviation
Streets-Disposal,47536717,2019,Actual,Full Year,2019-06-30,Streets: Disposal,12-D,
Streets,111934458,2019,Actual,Full Year,2019-06-30,Streets Department,12,Streets
Art Museum Subsidy,1275000,2020,Target Budget,YTD,2019-09-30,Art Museum,34,
Atwater Kent Museum,0,2020,Target Budget,YTD,2019-09-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),4659212,2020,Target Budget,YTD,2019-09-30,City Controller's Office,61,
Board of Ethics,468617,2020,Target Budget,YTD,2019-09-30,Board of Ethics,45,
Board of Revision of Taxes,523689,2020,Target Budget,YTD,2019-09-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),6248513,2020,Target Budget,YTD,2019-09-30,City Commissioner's Office,73,City Commissioners
City Council,8343681,2020,Target Budget,YTD,2019-09-30,City Council,01,
City Representative,630246,2020,Target Budget,YTD,2019-09-30,Office of the City Representative,41,City Rep
City Treasurer,773457,2020,Target Budget,YTD,2019-09-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,109166,2020,Target Budget,YTD,2019-09-30,Civil Service Commission,55,
Commerce,6696129,2020,Target Budget,YTD,2019-09-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2020,Target Budget,YTD,2019-09-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,7671624,2020,Target Budget,YTD,2019-09-30,Commerce: Economic Stimulus,42-ES,
District Attorney,20960602,2020,Target Budget,YTD,2019-09-30,District Attorney's Office,69,DAO
Finance,20271067,2020,Target Budget,YTD,2019-09-30,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Target Budget,YTD,2019-09-30,Finance: Budget Stabilization Reserve,35-BSR,
Finance-Disability-Reg #32 Payroll,514509,2020,Target Budget,YTD,2019-09-30,Finance: Reg #32,35-R32,
Finance-Federal Grant Reserve,0,2020,Target Budget,YTD,2019-09-30,Finance: Federal Grant Reserve,35-FGR,
Finance-Community College Subsidy,26931905,2020,Target Budget,YTD,2019-09-30,Finance: Community College Subsidy,35-CC,
Finance - Employee Benefits,408795615,2020,Target Budget,YTD,2019-09-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Unemployment Compensation,1423998,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Employee Disability,36918341,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: Pension Obligation Bonds,18572783,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Pension,79211105,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension,0,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension,0,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: FICA,36589456,2020,Target Budget,YTD,2019-09-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,0,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Health/Medical,229656094,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Group Life Insurance,4282649,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Group Legal,2108564,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Tool Allowance,32625,2020,Target Budget,YTD,2019-09-30,Employee Benefits: Tool Allowance,35-EB-TA,
Finance-Hero Scholarship Awards,0,2020,Target Budget,YTD,2019-09-30,Finance: Hero Scholarship Awards,35-HA,
Finance-Indemnities,26243955,2020,Target Budget,YTD,2019-09-30,Finance: Indemnities,35-IN,
Finance-Refunds,7878,2020,Target Budget,YTD,2019-09-30,Finance: Refunds,35-R,
Finance-School District Contribution,111228205,2020,Target Budget,YTD,2019-09-30,Finance: School District Contribution,35-SD,
Finance-Witness Fees,57866,2020,Target Budget,YTD,2019-09-30,Finance: Witness Fees,35-WF,
Fire,149566017,2020,Target Budget,YTD,2019-09-30,Fire Department,13,Fire
First Judicial District,52107259,2020,Target Budget,YTD,2019-09-30,First Judicial District,84,FJD
Fleet Management,23264147,2020,Target Budget,YTD,2019-09-30,Office of Fleet Management,25,Fleet
Fleet Management Vehicle Purchases,15558969,2020,Target Budget,YTD,2019-09-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,23117252,2020,Target Budget,YTD,2019-09-30,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,1062605,2020,Target Budget,YTD,2019-09-30,Commission on Human Relations,54,Human Relations
Human Services,88935761,2020,Target Budget,YTD,2019-09-30,Department of Human Services,22,DHS
Labor,970529,2020,Target Budget,YTD,2019-09-30,Labor,03,
Law,9496918,2020,Target Budget,YTD,2019-09-30,Law Department,44,Law
Licenses & Inspections,18199377,2020,Target Budget,YTD,2019-09-30,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,38719,2020,Target Budget,YTD,2019-09-30,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,60840,2020,Target Budget,YTD,2019-09-30,L&I: Board of Review,27,
Managing Director's Office,27979010,2020,Target Budget,YTD,2019-09-30,Managing Director's Office,10,MDO
Managing Director-Legal Services,50937941,2020,Target Budget,YTD,2019-09-30,MDO: Legal Services,10-LS,
Mayor's Office,2958355,2020,Target Budget,YTD,2019-09-30,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2020,Target Budget,YTD,2019-09-30,Mayor's Office: Scholarships,05-S,
Mayor's Office-Comm. Empowerment & Opp.,0,2020,Target Budget,YTD,2019-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2153670,2020,Target Budget,YTD,2019-09-30,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,3639711,2020,Target Budget,YTD,2019-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,14869882,2020,Target Budget,YTD,2019-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,3454391,2020,Target Budget,YTD,2019-09-30,Office of the Chief Administrative Officer,65,CAO
Office of Education,36968250,2020,Target Budget,YTD,2019-09-30,Office of Children and Families,66,OCF
Office of Homeless Services,52353192,2020,Target Budget,YTD,2019-09-30,Office of Homeless Services,24,OHS
Office of Human Resources,2933620,2020,Target Budget,YTD,2019-09-30,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,37341101,2020,Target Budget,YTD,2019-09-30,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,8890879,2020,Target Budget,YTD,2019-09-30,OIT: 911,04-911,
Office of the Inspector General,731550,2020,Target Budget,YTD,2019-09-30,Office of the Inspector General,48,OIG
Office of Property Assessment,6899055,2020,Target Budget,YTD,2019-09-30,Office of Property Assessment,59,OPA
Office of Sustainability,579148,2020,Target Budget,YTD,2019-09-30,Office of Sustainability,49,Sustainability
Parks and Recreation,35082012,2020,Target Budget,YTD,2019-09-30,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,8321091,2020,Target Budget,YTD,2019-09-30,Department of Planning and Development,72,Planning & Development
Police,344668372,2020,Target Budget,YTD,2019-09-30,Police Department,11,Police
Prisons,152915892,2020,Target Budget,YTD,2019-09-30,Philadelphia Prison System,23,Prisons
Procurement,3256719,2020,Target Budget,YTD,2019-09-30,Procurement Department,38,Procurement
Public Health,87135156,2020,Target Budget,YTD,2019-09-30,Department of Public Health,14,Public Health
Public Property,33022798,2020,Target Budget,YTD,2019-09-30,Department of Public Property,20,Public Property
Public Property-SEPTA Subsidy,43145000,2020,Target Budget,YTD,2019-09-30,Public Property: SEPTA Subsidy,20-SS,
Public Property-Space Rentals,24493782,2020,Target Budget,YTD,2019-09-30,Public Property: Space Rentals,20-SR,
Public Property-Utilities,16589302,2020,Target Budget,YTD,2019-09-30,Public Property: Utilities,20-U,
Records,2207445,2020,Target Budget,YTD,2019-09-30,Department of Records,31,Records
Register of Wills,2265609,2020,Target Budget,YTD,2019-09-30,Register of Wills,68,
Revenue,15395597,2020,Target Budget,YTD,2019-09-30,Department of Revenue,36,Revenue
Sheriff,14187960,2020,Target Budget,YTD,2019-09-30,Office of the Sheriff,70,Sheriff
Sinking Fund Commission (Debt Service),186259635,2020,Target Budget,YTD,2019-09-30,Sinking Fund Commission,37,Sinking Fund
Streets-Disposal,39559273,2020,Target Budget,YTD,2019-09-30,Streets: Disposal,12-D,
Streets,46106206,2020,Target Budget,YTD,2019-09-30,Streets Department,12,Streets
Art Museum Subsidy,1275000,2020,Actual,YTD,2019-09-30,Art Museum,34,
Atwater Kent Museum,0,2020,Actual,YTD,2019-09-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),4659212,2020,Actual,YTD,2019-09-30,City Controller's Office,61,
Board of Ethics,468617,2020,Actual,YTD,2019-09-30,Board of Ethics,45,
Board of Revision of Taxes,523689,2020,Actual,YTD,2019-09-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),6248513,2020,Actual,YTD,2019-09-30,City Commissioner's Office,73,City Commissioners
City Council,8343681,2020,Actual,YTD,2019-09-30,City Council,01,
City Representative,630246,2020,Actual,YTD,2019-09-30,Office of the City Representative,41,City Rep
City Treasurer,773457,2020,Actual,YTD,2019-09-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,109166,2020,Actual,YTD,2019-09-30,Civil Service Commission,55,
Commerce,6696129,2020,Actual,YTD,2019-09-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2020,Actual,YTD,2019-09-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,7671624,2020,Actual,YTD,2019-09-30,Commerce: Economic Stimulus,42-ES,
District Attorney,20960602,2020,Actual,YTD,2019-09-30,District Attorney's Office,69,DAO
Finance,20271067,2020,Actual,YTD,2019-09-30,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Actual,YTD,2019-09-30,Finance: Budget Stabilization Reserve,35-BSR,
Finance-Disability-Reg #32 Payroll,514509,2020,Actual,YTD,2019-09-30,Finance: Reg #32,35-R32,
Finance-Federal Grant Reserve,0,2020,Actual,YTD,2019-09-30,Finance: Federal Grant Reserve,35-FGR,
Finance-Community College Subsidy,26931905,2020,Actual,YTD,2019-09-30,Finance: Community College Subsidy,35-CC,
Finance - Employee Benefits,408795615,2020,Actual,YTD,2019-09-30,Finance: Employee Benefits,35-EB,Employee Benefits
Employee Benefits: Unemployment Compensation,1423998,2020,Actual,YTD,2019-09-30,Employee Benefits: Unemployment Compensation,35-EB-UC,
Employee Benefits: Employee Disability,36918341,2020,Actual,YTD,2019-09-30,Employee Benefits: Employee Disability,35-EB-DIS,
Employee Benefits: Pension Obligation Bonds,18572783,2020,Actual,YTD,2019-09-30,Employee Benefits: Pension Obligation Bonds,35-EB-POB,
Employee Benefits: Pension,79211105,2020,Actual,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension,0,2020,Actual,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: Pension,0,2020,Actual,YTD,2019-09-30,Employee Benefits: Pension,35-EB-PEN,
Employee Benefits: FICA,36589456,2020,Actual,YTD,2019-09-30,Employee Benefits: FICA,35-EB-FICA,
Employee Benefits: Flex Cash Payments,0,2020,Actual,YTD,2019-09-30,Employee Benefits: Flex Cash Payments,35-EB-FLEX,
Employee Benefits: Health/Medical,229656094,2020,Actual,YTD,2019-09-30,Employee Benefits: Health/Medical,35-EB-HM,
Employee Benefits: Group Life Insurance,4282649,2020,Actual,YTD,2019-09-30,Employee Benefits: Group Life Insurance,35-EB-GLI,
Employee Benefits: Group Legal,2108564,2020,Actual,YTD,2019-09-30,Employee Benefits: Group Legal,35-EB-GL,
Employee Benefits: Tool Allowance,32625,2020,Actual,YTD,2019-09-30,Employee Benefits: Tool Allowance,35-EB-TA,
Finance-Hero Scholarship Awards,0,2020,Actual,YTD,2019-09-30,Finance: Hero Scholarship Awards,35-HA,
Finance-Indemnities,26243955,2020,Actual,YTD,2019-09-30,Finance: Indemnities,35-IN,
Finance-Refunds,7878,2020,Actual,YTD,2019-09-30,Finance: Refunds,35-R,
Finance-School District Contribution,111228205,2020,Actual,YTD,2019-09-30,Finance: School District Contribution,35-SD,
Finance-Witness Fees,57866,2020,Actual,YTD,2019-09-30,Finance: Witness Fees,35-WF,
Fire,149566017,2020,Actual,YTD,2019-09-30,Fire Department,13,Fire
First Judicial District,52107259,2020,Actual,YTD,2019-09-30,First Judicial District,84,FJD
Fleet Management,23264147,2020,Actual,YTD,2019-09-30,Office of Fleet Management,25,Fleet
Fleet Management Vehicle Purchases,15558969,2020,Actual,YTD,2019-09-30,Fleet: Vehicle Lease/Purchases,25-V,
Free Library,23117252,2020,Actual,YTD,2019-09-30,The Free Library of Philadelphia,52,Free Library
Human Relations Commission,1062605,2020,Actual,YTD,2019-09-30,Commission on Human Relations,54,Human Relations
Human Services,88935761,2020,Actual,YTD,2019-09-30,Department of Human Services,22,DHS
Labor,970529,2020,Actual,YTD,2019-09-30,Labor,03,
Law,9496918,2020,Actual,YTD,2019-09-30,Law Department,44,Law
Licenses & Inspections,18199377,2020,Actual,YTD,2019-09-30,Department of Licenses and Inspections,26,L&I
L&I-Board of Building Standards,38719,2020,Actual,YTD,2019-09-30,L&I: Board of Building and Standards,29,
L&I-Board of L & I Review,60840,2020,Actual,YTD,2019-09-30,L&I: Board of Review,27,
Managing Director's Office,27979010,2020,Actual,YTD,2019-09-30,Managing Director's Office,10,MDO
Managing Director-Legal Services,50937941,2020,Actual,YTD,2019-09-30,MDO: Legal Services,10-LS,
Mayor's Office,2958355,2020,Actual,YTD,2019-09-30,Mayor's Office,05,Mayor
Mayor's Office-Scholarships,200000,2020,Actual,YTD,2019-09-30,Mayor's Office: Scholarships,05-S,
Mayor's Office-Comm. Empowerment & Opp.,0,2020,Actual,YTD,2019-09-30,Mayor's Office of Community Empowerment and Opportunity,08,CEO
Mural Arts Program,2153670,2020,Actual,YTD,2019-09-30,Mural Arts Program,50,Mural Arts
Office of Arts and Culture,3639711,2020,Actual,YTD,2019-09-30,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture
Office of Behavioral Hith & Intellectual disAbility,14869882,2020,Actual,YTD,2019-09-30,Behavioral Health and Intellectual Disability Services,15,DBH/IDS
Office of the Chief Administrative Officer,3454391,2020,Actual,YTD,2019-09-30,Office of the Chief Administrative Officer,65,CAO
Office of Education,36968250,2020,Actual,YTD,2019-09-30,Office of Children and Families,66,OCF
Office of Homeless Services,52353192,2020,Actual,YTD,2019-09-30,Office of Homeless Services,24,OHS
Office of Human Resources,2933620,2020,Actual,YTD,2019-09-30,Office of Human Resources,56,OHR
Office of Innovation and Technology-Base,37341101,2020,Actual,YTD,2019-09-30,Office of Innovation and Technology,04,OIT
Office of Innovation and Technology-911,8890879,2020,Actual,YTD,2019-09-30,OIT: 911,04-911,
Office of the Inspector General,731550,2020,Actual,YTD,2019-09-30,Office of the Inspector General,48,OIG
Office of Property Assessment,6899055,2020,Actual,YTD,2019-09-30,Office of Property Assessment,59,OPA
Office of Sustainability,579148,2020,Actual,YTD,2019-09-30,Office of Sustainability,49,Sustainability
Parks and Recreation,35082012,2020,Actual,YTD,2019-09-30,Department of Parks and Recreation,16,Parks & Recreation
Planning & Development,8321091,2020,Actual,YTD,2019-09-30,Department of Planning and Development,72,Planning & Development
Police,344668372,2020,Actual,YTD,2019-09-30,Police Department,11,Police
Prisons,152915892,2020,Actual,YTD,2019-09-30,Philadelphia Prison System,23,Prisons
Procurement,3256719,2020,Actual,YTD,2019-09-30,Procurement Department,38,Procurement
Public Health,87135156,2020,Actual,YTD,2019-09-30,Department of Public Health,14,Public Health
Public Property,33022798,2020,Actual,YTD,2019-09-30,Department of Public Property,20,Public Property
Public Property-SEPTA Subsidy,43145000,2020,Actual,YTD,2019-09-30,Public Property: SEPTA Subsidy,20-SS,
Public Property-Space Rentals,24493782,2020,Actual,YTD,2019-09-30,Public Property: Space Rentals,20-SR,
Public Property-Utilities,16589302,2020,Actual,YTD,2019-09-30,Public Property: Utilities,20-U,
Records,2207445,2020,Actual,YTD,2019-09-30,Department of Records,31,Records
Register of Wills,2265609,2020,Actual,YTD,2019-09-30,Register of Wills,68,
Revenue,15395597,2020,Actual,YTD,2019-09-30,Department of Revenue,36,Revenue
Sheriff,14187960,2020,Actual,YTD,2019-09-30,Office of the Sheriff,70,Sheriff
Sinking Fund Commission (Debt Service),186259635,2020,Actual,YTD,2019-09-30,Sinking Fund Commission,37,Sinking Fund
Streets-Disposal,39559273,2020,Actual,YTD,2019-09-30,Streets: Disposal,12-D,
Streets,46106206,2020,Actual,YTD,2019-09-30,Streets Department,12,Streets
Art Museum Subsidy,2550000,2020,Adopted Budget,Full Year,2019-09-30,Art Museum,34,
Atwater Kent Museum,0,2020,Adopted Budget,Full Year,2019-09-30,Atwater Kent Museum,18,Atwater Kent
Auditing (City Controller's Office),9384550,2020,Adopted Budget,Full Year,2019-09-30,City Controller's Office,61,
Board of Ethics,1101630,2020,Adopted Budget,Full Year,2019-09-30,Board of Ethics,45,
Board of Revision of Taxes,1060791,2020,Adopted Budget,Full Year,2019-09-30,Board of Revision of Taxes,63,BRT
City Commissioners (Election Board),12216911,2020,Adopted Budget,Full Year,2019-09-30,City Commissioner's Office,73,City Commissioners
City Council,17927973,2020,Adopted Budget,Full Year,2019-09-30,City Council,01,
City Representative,1249695,2020,Adopted Budget,Full Year,2019-09-30,Office of the City Representative,41,City Rep
City Treasurer,1483167,2020,Adopted Budget,Full Year,2019-09-30,Office of the City Treasurer,40,City Treasurer
Civil Service Commission,204935,2020,Adopted Budget,Full Year,2019-09-30,Civil Service Commission,55,
Commerce,9851361,2020,Adopted Budget,Full Year,2019-09-30,Office of the Director of Commerce,42,Commerce
Commerce-Convention Center Subsidy,15000000,2020,Adopted Budget,Full Year,2019-09-30,Commerce: Convention Center Subsidy,42-CC,
Commerce-Economic Stimulus,7671624,2020,Adopted Budget,Full Year,2019-09-30,Commerce: Economic Stimulus,42-ES,
District Attorney,38908536,2020,Adopted Budget,Full Year,2019-09-30,District Attorney's Office,69,DAO
Finance,45227334,2020,Adopted Budget,Full Year,2019-09-30,Office of the Director of Finance,35,Finance
Finance-Budget Stabilization Reserve,34276000,2020,Adopted Budget,Full Year,2019-09-30,Finance: Budget Stabilization Reserve,35-BSR,
Finance-Disability-Reg #32 Payroll,2650000,2020,Adopted Budget,Full Year,2019-09-30,Finance: Reg #32,35-R32,
Finance-Federal Grant Reserve,55108000,2020,Adopted Budget,Full Year,2019-09-30,Finance: Federal Grant Reserve,35-FGR,
Finance-Community College Subsidy,33759207,2020,Adopted Budget,Full Year,2019-09-30,Finance: Community College Subsidy,35-CC,
Finance - Employee Benefits,1411963002,2020,Adopted Budget,Full Year,2019-09-30,Finance: Employee Benefits,35-EB,Employee Benefits
