0,1,2,3,4,5,6,7,8
Fire,"189,179,212","41,794,881","45,159,364","(3,364,483)","192,693,965","195,831,554","195,831,554","(3,137,589)"
First Judicial District,"120,016,366","30,703,226","30,845,057","(141,831)","114,552,203","108,824,593","108,824,593","5,727,610"
Common Pleas Court,"81,759,784","20,045,381","19,117,742","927,639","78,280,951","74,366,903","74,366,903","3,914,048"
Municipal Court,"8,415,369","1,980,118","1,852,745","127,373","8,337,338","7,920,471","7,920,471","416,867"
Office of the Exec. Administrator,"24,716,326","7,362,371","8,583,554","(1,221,183)","22,395,571","21,275,792","21,275,792","1,119,779"
Traffic Court,"5,124,887","1,315,356","1,291,016","24,340","5,538,343","5,261,426","5,261,426","276,917"
Fleet Management,"49,211,366","19,526,872","19,922,783","(395,911)","50,083,424","48,881,690","48,881,690","1,201,734"
Fleet Management Vehicle Purchases,"17,348,572","6,075,926","6,075,926",o,"13,100,000","6,075,926","6,075,926","7,024,074"
Free Library,"40,458,971","9,933,075","9,634,971","298,104","40,245,065","36,984,509","36,984,509","3,260,556"
Historical Commission,"404,836","103,280","81,737","21,543","407,620","413,120","413,120","(5,500)"
Hero Award,"32,000","25,000","25,000",o,"25,000","25,000","25,000",o
Human Relations Commission,"2,121,591","539,198","486,213","52,985","2,186,091","2,156,791","2,156,791","29,300"
Human Services,"614,779,975","392,374,319","391,698,843","675,476","616,308,936","605,419,669","605,419,669","10,889,267"
Administration & Management,"13,965,974","5,697,489","5,984,157","(286,668)","15,861,456","15,861,456","15,361,456","500,000"
Contract Admin. & Program Evaluation,"3,090,174","836,820","748,700","88,120","3,227,371","3,227,371","3,227,371",o
Juvenile Justice Services,"129,513,578","96,158,715","96,463,986","(305,271)","134,199,780","134,212,380","134,212,380","(12,600)"
Children & Youth (Child Welfare),"349,018,002","232,080,136","238,499,031","(6,418,895)","351,215,363","351,815,363","351,815,363","(600,000)"
Community Based Prevention Services,"119,192,247","57,601,159","50,002,969","7,598,190","111,804,966","100,303,099","100,803,099","11,001,867"
