0,1,2,3,4,5,6,7,8,9
Prisons,"233,814,188","128,893,652","85,098,071","43,795,581","234,139,870","233,139,870","233,139,870","1,000,000",0
Procurement,"4,397,299","1,097,822","1,126,806","(28,984)","4,238,574","4,151,574","4,151,574","87,000",0
Public Health,"111,098,894","52,427,071","73,938,559","(21,511,488)","113,962,348","113,724,556","113,724,556","237,792",0
Ambulatory Health Services,"47,575,939","22,306,350","24,836,213","(2,529,863)","45,585,395","44,660,603","44,660,603",924.792,o
"Early Childhood, Youth & Women's Health","1,408,376","448,313","400,259","48,054","1,694,245","1,694,245","1,694,245",0,o
Phila. Nursing Home,"36,684,477","19,285,511","37,949,210","(18,663,699)","40,477,775","40,377,775","40,377,775","100,000",o
Environmental Protection Services,"8,764,792","1,572,021","4,537,022","(2,965,001)","9,125,520","6,272,520","6,272,520","2,853,000",o
Administration and Support Svcs,"7,545,382","5,944,330","2,009,254","3,935,076","7,461,292","11,186,792","11.186,792","(3,725,500)",o
Medical Examiner's Office,"3,986,979","1,438,868","1,506,354","(67,486)","4,124,030","4,124,030","4,124,030",o,o
Infectious Disease Control,"5,132,949","1,431,678","2,700,247","(1,268,569)","5,494,091","5,408,591","5,408,591","85,500",o
Public Property,"51,545,939","23,874,594","24,516,020","(641,426)","51,027,711","53,227,711","53,227,711","(2,200,000)",0
Public Property SEPTA Subsidy,"64,164,000","16,469,500","32,164,000","(15,694,500)","65,878,000","65,878,000","65,878,000",o,0
Public Property Space Rentals,"15,039,531","15,083,108","14,991,608","91,500","15,083,108","15,083,108","15,083,108",0,0
Public Property Utilities,"32,537,690","32,890,000","32,885,072","4,928","32,890,000","32,890,000","32,890,000",0,o
Records,"5,194,997","1,492,113","1,411,430","80,683","4,009,212","4,009,212","4,009,212",0,0
Refunds,781,"59,500",22,"59,478","250,000","238,000","238,000","12,000",0
Register of Wills,"3,208,695","758,432","739,461","18,971","3,399,278","3,399,278","3,399,278",0,o
Revenue,"16,399,279","3,677,622","3,507,468","170,154","15,049,812","15,049,812","15,049,812",0,0
Sheriff,"15,261,499","3,189,143","3,161,170","27,973","13,088,657","13,088,657","14,288,657","(1,200,000)","(1,200,000)"
Sinking Fund (Debt Service),"185,464,327","88,852,753","88,852,753",o,"211,035,690","211,035,690","211,035,690",0,0
Streets,"38,117,652","7,110,264","7,278,131","(167,867)","25,157,311","25,157,311","25,157,311",o,0
Engineering Design & Surveying,"5,034,316","1,160,867","1,071,129","89,738","5,005,996","5,005,996","5,005,996",0,0
General Support,"4,432,047","793,685","790,135","3,550","3,040,160","3,040,160","3,040,160",o,o
Highways,"22,699,160","3,270,368","3,153,508","116,860","11,191,498","11,191,498","11,191,498",o,o
Street Lighting,"2,326,339","1,026,925","1,211,236","(184,311)","2,327,329","2,327,329","2,327,329",o,o
Traffic Engineering,"3,625,790","858,419","1,052,123","(193,704)","3,592,328","3,592,328","3,592,328",o,o
Streets Sanitation,"92,238,646","54,143,342","51,204,082","2,939,260","88,033,157","89,533,157","89,533,157","(1,500,000)",o
Witness Fees,"104,142","42,880","43,460",(581),"171,518","171,518","171,518",o,0
Youth Commission,"85,281","24,000","18,111","5,889","100,000","96,000","96,000","4,000",o
Zoning Board of Adjustment,"310,775","84,232","72,346","11,886","377,871","362,756","362,756","15,115",0
Zoning Code Commission,"467,542","335,718","298,623","37,095","500,000","480,000","480,000","20,000",0
,,,,,,,,,
TOTAL GENERAL FUND,"3,653,725,713","1,393,353,395","1,340,547,385","52,806,010","3,853,096,000","3,788,081,114","3,796,781,114","56,314,886","(8,700,000)"
