0,1,2,3,4,5,6,7,8,9
Fairmount Park,"13,172,039","10,597,453","9,654,755","942,698","15,740,540","14,301,487","14,301,487","1,439,053",0
Finance,"20,703,258","12,646,632","11,326,965","1,319,667","21,147,823","17,325,609","17,325,609","3,822,214",0
Finance Contribution to the School District,"37,000,000",o,o,o,"38,490,000","38,490,000","38,490,000",o,0
Finance Employee Benefits,"983,038,761","790,855,429","790,855,429",0,"1,004,944,233","965,187,833","965,187,833","39,756,400",0
Employee Disability,"46,716,813","40,003,362","40,003,362",o,"50,472,890","50,472,890","50,472,890",o,o
FICA,"69,651,940","51,562,842","51,562,842",o,"69,199,121","69,199,121","69,199,121",o,o
Flex Cash Payments,"728,710","742,381","742,381",o,"1,000,000","1,000,000","1,000,000",o,o
Group Legal,"4,046,836","5,803,939","5,803,939",o,"4,425,000","4,425,000","4,425,000",o,o
Group Life Insurance,"7,241,523","6,132,666","6,132,666",o,"7,600,000","7,600,000","7,600,000",o,o
Health / Medical,"421,031,060","285,513,209","285,513,209",o,"385,827,854","368,777,854","368,777,854","17,050,000",o
Pension,"352,386,519","381,984,636","381,984,636",o,"459,744,000","377,961,658","377,961,658","81,782,342",o
Pension Obligation Bonds,"78,377,236","16,070,552","16,070,552",o,o,"83,103,342","83,103,342","(83,103,342)",o
Tool Allowance,"63,325","104,400","104,400",o,"100,000","100,000","100,000",o,o
Unemployment Compensation,2.794.799,"2,937,442","2,937,442",o,"2,547,968","2,547,968","2,547,968",o,o
Finance PGW Rental Reimbursement,"18,000,000",0,o,0,"18,000,000","18,000,000","18,000,000",o,o
Fire,"189,179,212","133,634,252","134,502,607","(868,355)","192,693,965","194,259,154","194,259,154","(1,565,189)",0
First Judicial District,"120,016,366","80,505,468","85,712,117","(5,206,649)","114,552,203","108,824,593","108,824,593","5,727,610",o
Common Pleas Court,"81,759,784","53,291,907","58,285,847","(4,993,940)","78,280,951","74,366,903","74,366,903","3,914,048",o
Municipal Court,"8,415,369","5,991,578","6,003,723","(12,145)","8,337,338","7,920,471","7,920,471","416,867",o
Office of the Exec. Administrator,"24,716,326","17,400,661","17,294,290","106,371","22,395,571","21,275,792","21,275,792","1,119,779",o
Traffic Court,"5,124,887","3,821,322","4,128,257","(306,935)","5,538,343","5,261,426","5,261,426","276,917",o
Fleet Management,"49,211,366","41,421,611","39,745,592","1,676,019","50,083,424","48,681,690","48,681,690","1,401,734",0
Fleet Management Vehicle Purchases,"17,348,572","6,075,927","5,275,726","800,201","13,100,000","6,275,926","6,275,926","6,824,074",0
Free Library,"40,458,971","32,939,611","28,900,572","4,039,039","40,245,065","36,984,508","36,984,508","3,260,557",0
Historical Commission,"404,836","307,232","262,251","44,981","407,620","413,120","413,120","(5,500)",o
Hero Award,"32,000","35,000","35,000",0,"25,000","30,500","30,500","(5,500)",0
Human Relations Commission,"2,121,591","1,562,559","1,484,696","77,863","2,186,091","2,156,791","2,156,791","29,300",o
Human Services,"614,779,975","562,333,023","544,080,122","18,252,901","616,308,936","605,419,669","605,419,669","10,889,267",0
Administration & Management,"13,965,974","11,855,415","11,331,177","524,238","15,861,456","15,653,761","15,653,761","207,695",o
Contract Admin. & Program Evaluation,"3,090,174","2,351,269",2.196.719,"154,550","3,227,371","3,244,110","3,244,110","(16,739)",o
Juvenile Justice Services,"129,513,578","123,772,237","125,588,918","(1,816,681)","134,199,780","137,438,190","137,438,190","(3,238,410)",o
Children & Youth (Child Welfare),"349,018,002","323,241,747","305,034,643","18,207,104","351,215,363","344,140,353","344,140,353","7,075,010",o
Community Based Prevention Services,"119,192,247","101,112,355","99,928,665","1,183,690","111,804,966","104,943,255","104,943,255","6,861,711",o
